LGA_CODE_2016,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85o,C16_M_Foo_hos_pers_S_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85_ov,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85o,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85o,C16_M_FldStu_NS_T,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85o,C16_M_T_T,C06_F_NatPhy_sci_15_19,C06_F_NatPhy_sci_20_24,C06_F_NatPhy_sci_25_34,C06_F_NatPhy_sci_35_44,C06_F_NatPhy_sci_45_54,C06_F_NatPhy_sci_55_64,C06_F_NatPhy_sci_65_74,C06_F_NatPhy_sci_75_84,C06_F_NatPhy_sci_85O,C06_F_NatPhy_sci_T,C06_F_InfTec_15_19,C06_F_InfTec_20_24,C06_F_InfTec_25_34,C06_F_InfTec_35_44,C06_F_InfTec_45_54,C06_F_InfTec_55_64,C06_F_InfTec_65_74,C06_F_InfTec_75_84,C06_F_InfTec_85O,C06_F_InfTec_T,C06_F_EngRT_15_19,C06_F_EngRT_20_24,C06_F_EngRT_25_34,C06_F_EngRT_35_44,C06_F_EngRT_45_54,C06_F_EngRT_55_64,C06_F_EngRT_65_74,C06_F_EngRT_75_84,C06_F_EngRT_85_ov,C06_F_EngRT_Tot,C06_F_ArchBuild_15_19,C06_F_ArchBuild_20_24,C06_F_ArchBuild_25_34,C06_F_ArchBuild_35_44,C06_F_ArchBuild_45_54,C06_F_ArchBuild_55_64,C06_F_ArchBuild_65_74,C06_F_ArchBuild_75_84,C06_F_ArchBuild_85o,C06_F_Arch_building_Tot,C06_F_AgEnv_RS_15_19,C06_F_AgEnv_RS_20_24,C06_F_AgEnv_RS_25_34,C06_F_AgEnv_RS_35_44,C06_F_AgEnv_RS_45_54,C06_F_AgEnv_RS_55_64,C06_F_AgEnv_RS_65_74,C06_F_AgEnv_RS_75_84,C06_F_AgEnv_RS_85o,C06_F_AgEnv_RS_T,C06_F_Health_15_19,C06_F_Health_20_24,C06_F_Health_25_34,C06_F_Health_35_44,C06_F_Health_45_54,C06_F_Health_55_64,C06_F_Health_65_74,C06_F_Health_75_84,C06_F_Health_85o,C06_F_Healt_T,C06_F_Educ_15_19,C06_F_Educ_20_24,C06_F_Educ_25_34,C06_F_Educ_35_44,C06_F_Educ_45_54,C06_F_Educ_55_64,C06_F_Educ_65_74,C06_F_Educ_75_84,C06_F_Educ_85o,C06_F_Educ_T,C06_F_MngtCom_15_19,C06_F_MngtCom_20_24,C06_F_MngtCom_25_34,C06_F_MngtCom_35_44,C06_F_MngtCom_45_54,C06_F_MngtCom_55_64,C06_F_MngtCom_65_74,C06_F_MngtCom_75_84,C06_F_MngtCom_85o,C06_F_MngtCom_T,C06_F_Soc_cult_15_19,C06_F_Soc_cult_20_24,C06_F_Soc_cult_25_34,C06_F_Soc_cult_35_44,C06_F_Soc_cult_45_54,C06_F_Soc_cult_55_64,C06_F_Soc_cult_65_74,C06_F_Soc_cult_75_84,C06_F_Soc_cult_85o,C06_F_Soc_cult_T,C06_F_Creative_art_15_19,C06_F_Creative_art_20_24,C06_F_Creative_art_25_34,C06_F_Creative_art_35_44,C06_F_Creative_art_45_54,C06_F_Creative_art_55_64,C06_F_Creative_art_65_74,C06_F_Creative_art_75_84,C06_F_Create_art_850,C06_F_Creative_arts_T,C06_F_FoodHos_PS_15_19,C06_F_FoodHos_PS_20_24,C06_F_FoodHos_PS_25_34,C06_F_FoodHos_PS_35_44,C06_F_FoodHos_PS_45_54,C06_F_FoodHos_PS_55_64,C06_F_FoodHos_PS_65_74,C06_F_FoodHos_PS_75_84,C06_F_FoodHos_PS_85o,C06_F_FoodHos_PS_T,C06_F_MixFld_pr_15_19,C06_F_MixFld_pr_20_24,C06_F_MixFld_pr_25_34,C06_F_MixFld_pr_35_44,C06_F_MixFld_pr_45_54,C06_F_MixFld_pr_55_64,C06_F_MixFld_pr_65_74,C06_F_MixFld_pr_75_84,C06_F_MixFld_pr_85o,C06_F_MixFld_pr_T,C06_F_FldStu_ID_15_19,C06_F_FldStu_ID_20_24,C06_F_FldStu_ID_25_34,C06_F_FldStu_ID_35_44,C06_F_FldStu_ID_45_54,C06_F_FldStu_ID_55_64,C06_F_FldStu_ID_65_74,C06_F_FldStu_ID_75_84,C06_F_FldStu_ID_85o,C06_F_FldStu_ID_T,C06_F_FldStu_NS_15_19,C06_F_FldStu_NS_20_24,C06_F_FldStu_NS_25_34,C06_F_FldStu_NS_35_44,C06_F_FldStu_NS_45_54,C06_F_FldStu_NS_55_64,C06_F_FldStu_NS_65_74,C06_F_FldStu_NS_75_84,C06_F_FldStu_NS_85o,C06_F_FldStu_NS_T,C06_F_Tot_15_19,C06_F_Tot_20_24,C06_F_Tot_25_34,C06_F_Tot_35_44,C06_F_Tot_45_54,C06_F_Tot_55_64,C06_F_Tot_65_74,C06_F_Tot_75_84,C06_F_Tot_85o,C06_F_T_T
LGA11650,44,245,629,647,556,407,344,166,36,3074,14,14,16,12,12,20,24,44,8,165,6,41,110,168,207,175,128,62,34,935,845,665,1289,1405,1629,1582,1581,1385,866,11256,1420,3845,11809,13499,14297,13382,10773,6042,2426,77497,0,48,196,198,176,99,49,29,3,796,8,47,131,204,160,58,20,4,0,626,10,43,140,242,226,152,168,174,55,1213,4,18,71,99,62,21,12,8,0,298,31,55,158,135,90,24,12,4,3,506,58,422,1466,2034,2237,1224,702,399,111,8648,11,213,1041,1265,1754,984,550,254,61,6131,269,1206,2789,2988,2523,1777,898,600,124,13165,113,559,1284,1245,1158,693,234,124,21,5430,29,192,439,410,262,175,96,65,21,1698,187,553,1032,941,595,448,171,121,33,4072,3,5,10,14,18,10,13,8,7,84,8,27,84,118,98,75,30,24,6,489,1191,591,1181,1684,1674,1729,2332,3235,1631,15246,1910,3975,10025,11585,11016,7469,5275,5057,2079,58395
LGA11700,0,0,3,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,51,32,39,23,24,16,0,223,17,22,76,69,75,74,58,15,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,3,3,15,15,10,3,3,0,44,0,4,13,6,10,6,3,0,0,45,0,0,5,3,3,3,0,0,0,22,0,0,6,3,3,4,0,0,0,20,0,0,0,6,0,0,0,0,0,8,0,0,3,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,4,10,13,14,13,8,9,0,79,17,18,47,44,45,39,15,12,3,245
LGA11720,9,59,146,143,88,61,40,25,5,572,3,4,4,8,3,4,9,4,0,34,0,10,12,19,31,28,15,9,0,118,202,270,598,499,423,359,372,201,73,3008,274,887,2375,2321,2232,2167,1585,623,173,12641,3,3,18,21,19,15,4,3,0,77,3,3,11,22,26,13,3,0,0,76,0,6,18,36,18,12,17,16,3,133,0,3,17,11,8,0,0,0,0,39,8,10,30,22,13,4,3,0,0,89,21,66,193,246,385,213,98,31,12,1262,3,29,99,97,156,94,54,16,9,553,50,209,384,344,254,163,61,29,9,1500,15,60,157,151,162,110,19,8,0,673,3,22,37,38,30,19,6,3,0,166,42,128,199,148,76,36,16,3,6,653,0,3,0,4,3,0,0,0,0,10,0,7,10,16,15,4,0,0,0,48,185,86,166,256,229,250,289,366,140,1967,335,630,1338,1409,1392,946,572,466,174,7254
LGA11730,7,36,90,100,76,78,71,33,6,498,5,0,0,3,3,3,7,4,5,27,0,3,6,31,41,40,33,11,4,173,225,145,299,326,374,429,426,298,108,2632,300,549,1373,1692,2038,2561,2137,1036,319,12009,0,0,13,24,28,12,4,0,0,85,0,6,15,32,24,13,4,0,0,88,0,0,7,21,27,28,21,22,12,144,3,0,3,9,15,4,0,0,0,31,3,3,42,39,29,17,0,0,0,147,3,33,140,281,450,263,140,72,11,1391,3,24,107,174,311,197,90,42,14,959,48,138,274,351,427,262,127,75,11,1724,13,44,171,218,231,138,30,11,3,865,3,15,37,38,38,24,12,7,3,169,25,51,115,138,83,61,19,12,0,507,0,0,0,3,0,3,0,0,0,9,0,0,8,11,18,6,4,3,0,56,161,61,150,211,220,258,335,412,177,1974,268,371,1088,1552,1903,1292,800,654,227,8154
LGA11750,0,0,10,3,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,14,28,27,49,48,54,58,32,15,8,313,32,83,240,224,184,191,73,37,7,1077,0,0,3,5,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,7,3,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,4,3,13,3,7,0,4,0,0,0,24,0,3,24,30,39,20,7,0,0,121,0,10,19,31,16,3,6,0,0,83,0,9,44,34,22,11,3,0,0,119,0,6,17,12,6,4,0,3,0,47,0,0,3,0,0,0,0,0,0,5,3,10,16,12,4,3,3,0,0,51,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,27,12,33,30,23,25,40,20,11,218,36,67,174,164,116,69,62,26,9,724
LGA11800,15,67,171,129,140,121,82,33,14,771,3,8,9,0,10,0,4,6,0,44,0,8,26,32,40,42,36,25,10,226,189,173,359,347,388,504,412,357,209,2937,329,875,2456,2687,3098,3548,2648,1317,503,17464,0,11,28,39,43,23,11,3,0,151,4,10,32,35,25,20,3,0,0,138,4,8,17,41,48,36,24,24,3,208,0,7,20,27,19,5,3,0,0,74,5,11,54,50,36,14,7,3,0,173,14,48,253,450,659,326,187,88,24,2049,0,44,189,312,488,294,137,55,16,1541,64,250,503,629,611,402,158,94,22,2733,23,131,248,346,341,205,45,22,0,1367,3,34,84,92,86,59,16,9,3,385,41,131,223,217,140,103,34,25,9,922,0,3,4,3,7,3,5,0,0,27,3,5,29,24,23,7,4,5,5,112,224,89,217,333,318,304,374,557,266,2687,385,777,1898,2607,2846,1805,1008,888,354,12564
LGA12000,0,3,9,3,3,4,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,18,19,6,22,30,35,39,50,32,11,245,33,61,119,154,177,170,133,72,12,925,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,25,3,6,9,15,26,20,6,6,0,99,0,3,28,27,32,12,9,0,0,105,3,14,15,31,26,11,0,3,0,117,0,3,17,13,14,3,0,3,0,47,0,0,3,6,0,0,0,0,0,17,0,3,10,12,4,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,8,12,16,18,25,24,5,121,23,36,103,128,132,80,43,37,11,591
LGA12150,0,3,3,7,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,25,13,42,39,55,49,57,27,10,324,32,38,142,106,147,122,102,42,11,749,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,6,0,0,0,25,0,3,9,23,34,21,10,3,3,106,0,13,40,21,27,12,3,6,0,113,5,10,30,38,22,6,4,3,0,121,0,3,16,12,11,3,0,0,0,47,0,0,3,0,3,0,0,0,0,7,3,6,8,5,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,21,22,24,38,14,9,151,20,45,118,131,136,73,62,26,15,626
LGA12350,3,9,18,16,20,19,13,3,0,103,0,0,0,0,0,0,0,3,0,3,0,0,4,6,11,3,3,3,0,32,53,38,67,61,85,88,89,76,26,582,80,151,329,372,480,505,424,222,71,2637,0,0,0,4,0,8,0,0,0,18,0,0,0,4,3,3,3,0,0,12,0,0,4,0,3,10,5,0,0,26,0,0,3,0,0,0,4,0,0,9,0,5,23,16,8,6,3,0,0,56,0,10,31,63,97,72,37,21,8,336,0,10,36,52,98,55,24,14,6,297,8,32,90,115,90,62,18,12,3,433,3,10,35,40,39,23,8,3,0,168,0,6,5,11,9,6,3,3,0,60,5,19,33,15,16,12,7,3,0,110,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,15,39,10,40,58,49,68,81,107,34,487,64,108,315,389,422,325,201,160,54,2029
LGA12380,14,115,684,367,205,130,75,36,3,1629,10,37,67,36,30,30,19,5,6,244,7,37,165,147,108,76,45,21,3,614,511,709,1837,1217,933,814,618,391,193,7236,801,3912,14303,10626,6944,5384,3117,1476,509,47070,9,115,335,282,153,53,19,10,0,976,13,150,479,237,80,25,0,0,0,986,6,44,225,253,189,86,89,60,14,981,3,28,88,38,23,3,0,0,0,183,6,22,37,37,19,5,0,0,0,129,23,261,776,611,593,302,143,69,27,2808,7,176,663,561,492,331,145,60,25,2467,134,1122,2750,1780,1009,452,127,92,27,7502,59,399,932,630,482,229,53,21,7,2812,7,144,335,150,77,39,17,16,7,789,99,321,510,316,190,103,29,19,3,1591,6,13,15,20,10,9,8,0,0,80,8,48,113,89,67,37,11,7,0,386,874,766,1450,1459,1142,859,892,1013,456,8911,1251,3616,8718,6463,4516,2536,1537,1377,568,30586
LGA12700,0,0,12,16,14,6,9,4,0,66,0,0,3,0,0,0,0,3,0,8,0,0,0,0,5,5,0,3,0,17,33,25,33,47,72,75,55,42,18,404,45,91,286,334,461,453,327,164,44,2206,0,0,6,3,3,3,0,0,0,18,0,0,3,3,3,0,0,0,0,10,0,0,3,5,3,3,4,0,0,23,0,0,3,3,3,3,0,0,0,10,6,4,11,18,8,12,0,0,0,58,0,9,37,63,74,47,13,10,3,251,0,8,21,41,67,50,21,7,0,201,6,17,56,80,69,34,8,3,3,269,0,7,25,34,51,26,3,0,0,144,0,0,6,19,15,3,0,0,0,44,4,16,21,19,15,8,3,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,14,31,11,8,47,39,46,56,50,38,319,47,62,201,337,345,231,104,79,47,1456
LGA12730,0,3,18,22,9,11,4,0,0,72,5,4,8,0,0,0,0,0,0,17,0,0,4,3,5,4,0,6,0,23,43,38,49,55,72,99,93,60,26,522,60,140,287,312,315,402,256,136,56,1963,0,0,4,3,0,0,0,0,0,12,0,0,3,5,0,0,0,0,0,3,0,0,11,3,4,8,4,3,0,27,0,0,3,0,0,3,0,0,0,4,0,8,29,18,9,0,0,0,0,67,0,6,48,48,85,44,24,9,7,279,0,6,38,55,66,26,11,14,3,217,7,30,67,84,53,30,20,11,0,290,0,24,38,27,34,21,0,0,0,140,0,0,4,8,4,3,0,0,0,26,12,13,30,30,17,8,3,3,0,122,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,4,0,0,0,14,46,10,32,55,57,43,72,81,27,434,64,103,303,334,331,196,142,126,36,1631
LGA12750,10,32,84,79,74,80,62,15,11,443,0,0,0,3,0,0,4,3,0,17,3,3,11,10,22,24,23,13,9,113,112,73,155,189,260,303,362,289,113,1850,165,306,879,1135,1565,2157,2203,1101,335,9835,0,3,14,16,21,19,13,9,0,90,0,7,7,10,16,8,4,0,0,57,0,0,13,21,17,23,25,30,3,141,0,3,8,12,3,8,3,0,0,36,0,6,31,33,27,16,8,3,0,119,3,14,77,186,314,220,161,76,25,1086,0,12,59,139,256,216,100,39,7,832,12,78,198,220,288,279,165,75,17,1336,11,29,99,155,167,150,62,23,3,697,0,12,25,39,41,37,12,11,5,174,20,47,94,110,87,71,31,19,3,484,0,0,0,0,7,0,0,0,0,4,0,0,6,12,19,16,9,4,0,62,126,46,106,165,165,190,311,348,110,1570,172,249,742,1119,1433,1244,906,638,183,6692
LGA12850,27,113,299,248,198,115,88,31,7,1134,13,16,23,28,19,27,27,11,8,176,12,40,83,90,108,80,77,27,4,525,479,508,931,822,941,854,617,456,223,5841,784,3177,7436,5941,5902,4915,3103,1477,454,33185,0,115,198,169,95,39,3,3,0,623,19,137,255,144,63,15,3,0,0,636,4,38,138,189,212,103,68,49,12,822,0,20,39,33,25,3,3,0,0,123,3,11,28,21,22,6,6,3,0,95,13,213,450,411,467,237,82,35,7,1911,11,129,412,367,447,283,86,36,5,1774,175,1110,2142,1377,969,392,100,44,11,6319,54,359,639,421,383,178,35,12,0,2082,18,180,251,96,74,35,17,3,3,678,117,315,490,413,259,138,41,11,0,1787,17,6,15,29,18,14,4,0,0,101,0,23,71,70,57,34,6,0,0,270,864,630,1272,1492,1322,953,922,781,321,8562,1294,3294,6398,5227,4415,2427,1378,996,368,25784
LGA12870,3,0,10,22,19,20,12,8,4,97,0,0,0,0,4,0,8,0,0,15,0,0,4,7,11,6,3,4,3,37,58,35,47,67,97,82,147,104,60,687,87,149,341,391,447,523,524,268,99,2835,0,3,7,3,0,4,3,0,0,26,0,0,0,3,4,4,0,0,0,15,0,4,9,7,4,6,7,4,0,39,0,0,0,0,0,0,0,0,0,3,0,6,18,12,3,3,0,0,0,46,0,8,51,71,85,51,39,15,4,329,0,0,33,43,73,51,25,4,3,226,6,37,69,76,56,36,19,18,3,318,4,17,40,49,40,20,13,3,0,186,0,0,4,11,10,4,5,0,0,38,6,23,38,37,28,22,7,3,0,170,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,3,0,0,18,32,9,31,43,63,68,116,133,42,530,56,105,302,367,363,276,237,186,51,1951
LGA12900,0,3,10,9,9,17,4,3,0,63,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,3,5,3,0,20,47,41,46,54,82,75,95,60,14,513,70,145,312,328,340,348,277,152,36,2010,0,0,4,12,7,7,0,0,0,24,0,0,0,3,0,0,0,0,0,8,0,0,3,6,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,9,13,10,3,0,0,0,36,4,13,43,53,81,50,33,12,4,292,0,10,48,43,70,46,26,10,3,252,3,22,83,80,77,39,12,3,0,319,0,13,37,32,19,19,0,3,0,133,3,3,3,11,7,6,0,0,0,36,7,16,30,25,13,8,0,3,0,105,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,36,22,50,50,43,60,85,74,54,477,59,112,315,328,326,244,158,111,65,1714
LGA12930,12,92,511,252,225,106,62,37,13,1312,13,35,14,6,10,15,20,11,3,135,5,23,86,91,91,77,46,20,11,451,243,304,764,516,532,471,373,321,172,3698,421,2687,9397,7112,6543,5110,3317,1761,699,37050,0,74,215,261,175,88,45,13,0,873,3,102,324,241,117,25,8,0,0,819,3,41,170,251,189,99,91,79,41,967,0,22,80,55,36,6,8,3,0,207,3,9,38,30,18,12,6,0,0,117,9,180,636,696,731,363,201,104,42,2959,3,109,511,630,810,471,250,94,38,2920,75,917,2566,2232,1365,698,302,219,77,8455,30,276,870,713,525,270,88,30,9,2811,9,143,312,227,136,77,46,33,16,991,40,172,358,318,176,126,53,46,18,1309,14,13,4,13,15,9,4,4,3,82,3,34,101,106,56,30,18,10,13,369,430,345,665,806,754,628,602,909,474,5613,626,2452,6854,6569,5100,2912,1724,1527,733,28492
LGA12950,0,0,5,8,6,5,0,0,0,24,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,8,13,13,22,29,36,36,29,38,10,228,28,49,130,130,154,149,108,70,28,832,0,0,3,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,3,0,0,0,21,0,3,23,24,42,29,15,4,3,152,0,5,22,23,27,22,13,0,0,114,0,7,23,32,28,19,6,3,0,118,0,6,13,16,7,4,3,0,0,54,0,3,4,8,3,3,3,0,0,19,3,5,10,11,4,0,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,14,8,29,30,30,25,35,12,194,24,49,111,156,145,115,63,56,22,733
LGA13010,0,8,21,13,11,14,11,3,0,82,3,0,0,0,0,0,0,3,0,6,0,0,0,3,7,10,0,0,0,24,32,24,106,114,90,84,93,58,27,637,63,86,296,305,325,395,330,157,49,2013,0,0,0,0,4,4,0,0,0,19,0,0,3,9,3,0,0,0,0,18,0,0,0,4,0,5,7,4,0,23,0,0,0,0,0,0,0,0,0,3,0,0,15,12,3,3,0,0,0,34,0,9,36,62,84,66,33,16,9,308,0,5,31,41,53,28,22,4,0,185,3,26,67,86,55,39,21,9,0,294,0,10,32,33,21,24,12,0,0,127,0,0,12,7,10,3,7,5,0,37,0,12,15,13,12,4,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,3,3,0,0,13,29,4,21,30,30,49,67,80,17,328,39,75,236,299,280,228,166,111,30,1468
LGA13310,3,23,65,60,45,30,28,11,3,273,0,0,0,0,4,0,0,5,0,18,0,6,8,21,19,15,11,7,4,90,105,152,346,326,274,197,221,150,64,1841,167,492,1275,1278,1332,1220,1004,476,153,7406,0,6,11,15,13,11,3,4,0,64,3,10,15,14,14,3,0,0,0,60,0,0,6,14,14,9,13,3,3,68,0,0,4,3,8,3,0,0,0,16,0,5,26,21,15,7,3,0,0,83,9,30,118,158,265,141,70,36,8,831,0,8,68,101,166,98,55,26,7,529,22,122,214,249,176,113,55,33,8,990,14,49,151,129,95,69,24,9,0,538,4,9,24,25,21,13,9,6,0,114,20,67,70,66,33,34,8,0,0,306,0,0,0,0,0,0,0,0,0,5,0,0,5,3,10,11,0,0,0,28,82,36,99,137,136,167,182,184,62,1085,151,345,810,934,964,681,427,306,93,4712
LGA13340,0,6,12,16,12,12,3,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,0,0,23,38,27,39,36,52,71,70,58,22,412,55,120,298,356,438,487,353,140,43,2281,0,0,11,0,3,0,0,0,0,14,0,3,3,4,6,3,0,0,0,21,0,0,10,8,7,6,0,3,0,31,0,0,0,0,0,0,0,0,0,6,9,10,30,20,13,3,0,3,0,85,3,15,46,88,100,65,31,15,3,361,0,10,26,42,62,54,22,4,0,217,0,23,67,89,81,42,10,4,0,317,0,7,39,51,39,47,9,0,0,198,0,6,7,9,9,7,5,0,0,44,3,18,15,27,15,12,3,3,0,101,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,15,37,7,20,41,33,38,43,66,34,330,55,95,278,384,383,278,125,103,45,1737
LGA13450,3,19,49,46,35,29,16,6,4,198,3,4,0,0,3,8,0,5,0,31,4,0,8,15,15,18,3,0,0,66,110,97,204,169,191,217,163,139,74,1356,160,395,1157,1004,974,843,466,268,112,5377,0,11,24,17,11,5,0,0,0,79,3,3,10,9,10,3,3,0,0,39,0,3,13,27,11,9,11,5,0,71,0,0,3,7,0,0,0,0,0,18,0,6,27,16,6,3,0,0,0,66,3,29,100,121,134,52,36,20,4,493,3,26,98,116,101,65,14,13,0,432,21,122,250,208,146,75,14,16,5,858,12,41,80,80,61,19,10,5,0,310,0,7,23,19,10,3,4,4,0,65,19,46,90,57,29,15,5,3,3,268,0,0,3,3,3,0,0,0,0,7,0,4,5,14,9,4,0,0,0,34,148,63,123,154,150,146,122,147,73,1133,208,367,845,842,682,402,215,212,91,3860
LGA13510,0,5,21,18,19,23,15,9,3,112,0,3,3,0,0,0,3,0,0,6,0,0,6,6,5,14,5,0,3,37,35,19,36,67,76,89,95,74,24,513,52,119,287,371,440,459,372,226,67,2381,0,0,3,3,3,0,0,0,0,14,0,0,0,4,8,4,0,0,0,16,0,0,3,6,6,3,3,3,0,30,0,0,0,5,0,0,0,0,0,9,0,3,16,12,3,3,0,0,0,39,7,16,48,78,105,58,33,13,7,357,0,10,33,53,70,45,25,4,0,237,11,41,76,75,63,56,26,15,4,374,0,16,41,41,34,15,3,3,3,167,0,3,8,12,3,5,3,0,0,31,5,15,18,20,15,14,0,4,0,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,30,12,35,62,48,57,81,107,21,448,59,113,271,368,359,266,178,153,37,1809
LGA13550,3,3,22,20,13,10,7,5,0,83,0,3,0,0,0,0,3,0,0,9,0,0,4,3,10,9,0,0,0,29,59,48,73,93,96,81,70,57,18,592,78,178,494,474,453,430,273,156,39,2582,0,0,7,5,5,0,0,0,0,22,0,0,3,5,9,0,0,0,0,25,0,0,3,7,5,7,4,5,0,33,0,0,4,0,0,0,0,0,0,4,0,3,15,13,11,5,0,0,0,51,3,16,39,88,99,56,32,20,0,340,0,12,38,52,74,44,19,6,14,258,11,37,83,89,72,43,15,12,3,362,4,22,26,43,30,27,3,4,0,159,0,3,8,6,9,3,0,0,0,31,4,19,25,28,24,9,3,0,0,113,0,0,0,0,0,0,0,0,0,3,0,0,9,4,0,0,0,0,3,17,45,14,43,53,66,62,87,73,15,459,63,131,302,393,407,264,164,116,35,1883
LGA13660,0,3,7,4,3,7,4,4,3,29,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,11,25,16,35,33,50,67,53,45,15,331,40,61,138,149,194,178,164,88,28,1031,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,10,12,8,0,3,0,0,29,0,6,20,48,33,40,14,9,7,177,0,6,28,22,32,28,6,3,4,136,7,7,30,30,27,22,3,4,3,134,3,6,22,14,22,10,0,0,0,69,0,0,0,11,0,4,3,0,0,20,5,3,16,17,8,8,0,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,14,7,17,12,14,30,44,36,16,186,35,34,146,171,142,149,79,56,29,845
LGA13800,11,51,88,107,86,62,48,24,3,484,3,6,3,0,3,3,0,4,0,29,0,9,28,32,46,30,27,6,6,188,197,154,302,302,369,316,269,149,58,2118,354,1171,2788,2808,3207,2624,1664,721,191,15531,0,17,47,66,67,31,10,3,0,236,0,16,23,56,35,12,3,0,0,148,3,12,33,64,44,19,18,14,5,223,3,11,10,13,10,7,0,0,0,57,11,38,69,83,39,22,5,3,0,267,11,100,291,379,402,230,95,40,17,1572,3,67,245,300,432,216,64,22,7,1365,72,303,652,643,469,287,95,38,13,2576,23,146,299,267,230,119,48,15,0,1150,18,50,105,80,55,47,16,8,7,382,56,128,286,198,106,84,18,9,4,889,6,3,3,3,0,0,0,0,0,18,4,6,16,25,27,12,12,3,0,107,297,168,290,416,329,263,242,250,146,2409,510,1065,2368,2587,2260,1346,635,402,199,11385
