LGA_CODE_2016,C11_C_Lat_Da_Saint_0_14,C11_C_Lat_Da_Saint_15_24,C11_C_Lat_Da_Saint_25_34,C11_C_Lat_Da_Saint_35_44,C11_C_Lat_Da_Saint_45_54,C11_C_Lat_Da_Saint_55_64,C11_C_Lat_Da_Saint_65_74,C11_C_Lat_Da_Saint_75_84,C11_C_Lat_Da_Saint_85ov,C11_C_Lat_Da_Saint_Tot,C11_C_Luthe_0_14,C11_C_Luthe_15_24,C11_C_Luthe_25_34,C11_C_Luthe_35_44,C11_C_Luthe_45_54,C11_C_Luthe_55_64,C11_C_Luthe_65_74,C11_C_Luthe_75_84,C11_C_Luthe_85ov,C11_C_Luthe_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_To,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Sev_day_Adv_0_14,C11_C_Sev_day_Adv_15_24,C11_C_Sev_day_Adv_25_34,C11_C_Sev_day_Adv_35_44,C11_C_Sev_day_Adv_45_54,C11_C_Sev_day_Adv_55_64,C11_C_Sev_day_Adv_65_74,C11_C_Sev_day_Adv_75_84,C11_C_Sev_day_Adv_85oe,C11_C_Sev_day_Adv_Tot,C11_C_Unit_Chur_0_14,C11_C_Unit_Chur_15_24,C11_C_Unit_Chur_25_34,C11_C_Unit_Chur_35_44,C11_C_Unit_Chur_45_54,C11_C_Unit_Chur_55_64,C11_C_Unit_Chur_65_74,C11_C_Unit_Chur_75_84,C11_C_Unit_Chur_85ov,C11_C_Unit_Chur_Tot,C11_C_Christi_nfd_0_14,C11_C_Christi_nfd_15_24,C11_C_Christi_nfd_25_34,C11_C_Christi_nfd_35_44,C11_C_Christi_nfd_45_54,C11_C_Christi_nfd_55_64,C11_C_Christi_nfd_65_74,C11_C_Christi_nfd_75_84,C11_C_Christi_nfd_85ov,C11_C_Christi_nfd_Tot,C11_C_Oth_Chris_0_14,C11_C_Oth_Chris_15_24,C11_C_Oth_Chris_25_34,C11_C_Oth_Chris_35_44,C11_C_Oth_Chris_45_54,C11_C_Oth_Chris_55_64,C11_C_Oth_Chris_65_74,C11_C_Oth_Chris_75_84,C11_C_Oth_Chris_85ov,C11_C_Oth_Chris_Tot,C11_Christia_Tot_0_14,C11_Christia_Tot_15_24,C11_Christia_Tot_25_34,C11_Christia_Tot_35_44,C11_Christia_Tot_45_54,C11_Christia_Tot_55_64,C11_Christia_Tot_65_74,C11_Christia_Tot_75_84,C11_Christia_Tot_85ov,C11_Christ_T_T,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_AusAborTrad_0_14,C11_OR_AusAborTrad15_24,C11_OR_AusAborTrad25_34,C11_OR_AusAborTrad35_44,C11_OR_AusAborTrad45_54,C11_OR_AusAborTrad55_64,C11_OR_AusAborTrad65_74,C11_OR_AusAborTrad75_84,C11_OR_AusAborTrad85oe,C11_OR_AusAborTrade_Tot,C11_OR_Sikh_0_14,C11_OR_Sikh_15_24,C11_OR_Sikh_25_34,C11_OR_Sikh_35_44,C11_OR_Sikh_45_54,C11_OR_Sikh_55_64,C11_OR_Sikh_65_74,C11_OR_Sikh_75_84,C11_OR_Sikh_85oe,C11_OR_Sikh_Tot,C11_OR_Ot_Re_Gr_0_14,C11_OR_Ot_Re_Gr_15_24,C11_OR_Ot_Re_Gr_25_34,C11_OR_Ot_Re_Gr_35_44,C11_OR_Ot_Re_Gr_45_54,C11_OR_Ot_Re_Gr_55_64,C11_OR_Ot_Re_Gr_65_74,C11_OR_Ot_Re_Gr_75_84,C11_OR_Ot_Re_Gr_85ov,C11_OR_Ot_Re_Gr_Tot,C11_OthRel_T_0_14,C11_OthRel_T_15_24,C11_OthRel_T_25_34,C11_OthRel_T_35_44,C11_OthRel_T_45_54,C11_OthRel_T_55_64,C11_OthRel_T_65_74,C11_OthRel_T_75_84,C11_OthRel_T_85ov,C11_OthRel_T_T,C11_SBOSB_N_RA_0_14,C11_SBOSB_N_RA_15_24,C11_SBOSB_N_RA_25_34,C11_SBOSB_N_RA_35_44,C11_SBOSB_N_RA_45_54,C11_SBOSB_N_RA_55_64,C11_SBOSB_N_RA_65_74,C11_SBOSB_N_RA_75_84,C11_SBOSB_N_RA_85ov,C11_SBOSB_N_RA_Tot
LGA15990,90,76,59,42,35,36,6,9,0,349,225,103,154,264,254,174,191,134,65,1557,169,123,111,124,151,152,127,64,14,1040,90,67,75,101,62,47,30,28,19,514,609,483,405,394,453,258,101,36,4,2746,628,379,459,912,1173,1206,955,681,440,6823,46,16,13,34,43,32,43,32,21,289,33,13,38,38,21,22,24,11,6,212,1385,941,787,1154,1259,1235,1062,758,421,9001,956,538,560,629,604,410,264,121,60,4137,23,14,26,35,36,32,22,21,8,205,29640,15096,16139,23706,22141,17911,14166,9212,4900,152912,168,157,367,170,123,56,26,10,3,1085,221,171,228,200,173,86,36,11,3,1125,158,75,91,154,125,113,81,48,21,851,3,0,0,4,0,0,0,0,0,6,49,94,162,38,29,22,9,7,3,403,135,97,154,142,153,103,35,12,3,837,188,192,314,185,180,116,45,18,4,1252,12850,6991,9092,10395,7883,5604,2972,1485,641,57911
LGA16100,3,4,3,0,0,0,0,0,0,10,0,0,0,6,4,12,8,6,0,38,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,3,0,0,0,19,12,0,12,0,5,5,8,0,0,39,15,7,10,29,27,42,26,13,11,172,0,0,0,0,0,0,0,0,0,7,6,6,3,6,3,9,3,0,0,40,54,18,15,41,45,66,54,19,6,322,6,9,7,4,12,5,12,3,0,57,0,0,0,0,4,0,0,0,0,9,746,378,297,487,502,605,417,198,71,3708,0,0,0,0,0,0,0,0,0,3,4,3,4,4,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,9,0,3,0,0,24,0,3,3,5,9,0,3,0,0,24,198,121,90,105,94,109,57,15,3,798
LGA16150,4,7,3,8,9,4,4,0,3,51,22,12,11,18,15,15,6,20,12,140,0,11,4,0,0,0,0,0,0,17,56,19,24,30,17,19,18,0,0,184,89,91,40,58,82,57,25,14,3,456,108,83,79,150,171,192,124,95,51,1065,8,9,14,4,26,17,9,4,7,95,20,12,9,10,12,11,7,3,3,85,473,375,321,318,446,428,315,244,117,3038,278,163,132,133,122,106,49,25,12,1015,4,7,3,3,11,3,0,0,0,37,5915,3724,3363,3665,3903,3402,2415,1694,702,28779,30,16,34,26,10,8,0,0,0,120,39,31,29,27,12,4,3,3,0,146,0,3,0,3,0,3,0,3,0,16,0,0,0,4,0,0,0,0,0,9,9,9,6,4,0,0,5,0,0,34,6,21,17,17,12,11,0,3,0,89,16,27,26,28,12,16,5,3,0,128,1614,946,958,736,562,461,181,71,28,5554
LGA16200,7,3,0,3,5,4,0,0,0,19,36,15,13,18,18,11,14,14,4,139,6,4,0,0,4,0,0,0,0,15,0,0,0,5,0,0,4,3,0,17,48,15,22,18,21,15,10,12,0,168,90,46,48,92,115,118,97,87,28,724,18,4,3,12,10,10,5,3,3,70,9,0,3,0,0,4,3,3,3,26,190,119,95,135,184,192,129,120,58,1224,65,44,38,31,32,35,20,3,0,270,3,0,4,3,0,0,0,0,0,12,2488,1306,1159,1420,1634,1471,1156,838,333,11804,5,0,0,5,0,0,0,0,0,19,8,4,4,5,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,3,0,0,0,26,4,3,7,11,5,3,0,0,0,31,424,201,202,159,170,106,49,33,11,1363
LGA16260,112,104,97,75,64,59,27,14,4,553,47,45,92,70,92,86,106,79,33,655,199,141,199,131,116,114,67,26,8,1001,114,120,136,79,145,70,25,19,10,715,479,400,458,401,358,199,91,41,3,2425,1143,867,796,1102,1150,847,657,424,219,7198,47,34,31,51,36,29,34,28,10,297,76,37,66,72,62,45,23,21,10,417,1001,764,699,861,898,906,776,571,306,6784,720,558,694,573,469,347,179,74,31,3660,52,28,43,34,42,34,24,18,3,285,18555,12424,14212,15273,14287,12449,9252,5933,2611,104998,3241,1745,6557,2368,1091,707,232,110,34,16087,2119,1333,2038,1275,832,445,209,77,11,8347,49,15,39,36,31,32,18,17,8,234,5,0,0,0,0,0,0,0,0,11,286,392,989,225,89,49,18,9,0,2061,197,197,374,252,205,142,57,38,11,1467,486,583,1366,476,291,191,72,48,9,3528,6782,5825,7136,5677,5315,3322,1545,761,171,36534
LGA16350,229,115,146,99,81,62,35,6,3,781,70,68,70,93,119,174,123,77,31,823,168,135,135,92,103,114,48,17,3,813,66,62,55,43,68,53,34,15,9,411,636,389,382,361,316,262,74,24,5,2443,533,460,534,718,902,1005,535,287,129,5100,103,67,73,68,81,87,54,28,6,562,99,49,60,58,69,53,27,16,3,431,797,801,525,571,737,689,352,180,101,4759,886,599,519,458,453,332,120,51,16,3429,45,37,39,26,34,28,16,7,3,240,26979,18394,17652,18730,18938,16610,8563,4221,1583,131672,481,281,424,384,308,176,64,29,5,2165,941,505,606,472,358,250,129,35,3,3312,3,5,8,6,6,7,7,3,0,53,3,5,7,0,4,5,0,0,0,27,204,139,245,106,89,45,17,8,0,855,58,78,118,106,89,69,38,13,3,578,265,221,371,214,192,116,55,25,3,1458,7005,4607,4875,3424,2556,1671,663,244,91,25149
LGA16380,18,13,5,7,21,12,12,12,3,99,43,19,13,31,47,59,74,42,7,331,11,0,4,3,0,3,0,0,0,20,39,18,10,29,20,17,13,15,5,164,180,82,87,94,116,112,70,25,4,769,225,130,132,336,479,573,699,498,200,3265,55,44,27,27,44,63,75,43,15,396,84,57,43,49,64,84,64,62,10,518,501,349,257,442,644,738,719,492,217,4362,401,251,169,225,266,189,138,85,28,1758,3,3,3,3,3,10,6,5,4,44,8274,4610,3567,6094,7476,7849,7663,5142,1952,52621,14,10,30,21,15,10,0,0,0,98,23,13,16,15,12,5,3,0,0,94,10,3,4,8,9,16,5,7,4,61,4,0,3,3,3,4,0,0,0,18,3,6,3,4,0,0,0,0,0,23,13,23,28,38,40,33,8,6,3,185,24,34,28,39,39,37,15,6,3,226,3415,1880,1501,1647,1706,1518,968,537,176,13343
LGA16400,27,12,12,12,13,9,8,3,0,99,35,27,25,41,40,45,47,20,10,289,0,3,0,0,0,0,3,0,0,4,20,6,21,15,14,17,6,4,3,102,184,107,67,96,111,75,48,27,7,714,265,162,159,272,386,474,468,235,71,2499,30,21,10,27,27,50,42,16,8,232,25,10,21,12,17,19,11,14,4,132,528,380,294,462,641,720,598,377,134,4135,436,231,171,201,234,155,125,41,12,1601,5,7,0,3,9,11,3,8,0,53,8073,4904,3926,5779,6641,6846,5950,3179,1003,46293,16,10,26,15,15,0,0,0,0,82,18,8,20,10,12,4,0,0,0,70,3,0,0,3,6,11,9,3,0,34,3,0,3,3,7,6,0,0,0,27,7,4,3,0,0,0,0,0,0,11,11,16,45,37,28,35,20,0,0,192,21,20,48,43,36,37,21,0,0,232,3426,1935,1594,1604,1451,1195,706,266,82,12267
LGA16490,25,22,19,17,12,6,3,0,0,102,49,35,49,70,80,76,45,45,6,462,0,3,4,0,3,0,0,0,0,15,18,23,9,19,21,10,3,0,3,109,87,50,68,57,53,32,15,5,0,367,128,99,109,222,314,304,180,79,23,1466,15,17,13,16,29,22,11,8,0,138,16,13,16,9,14,11,0,0,3,84,305,203,174,283,341,265,164,68,29,1836,196,116,137,120,118,91,41,9,0,832,6,6,9,10,12,13,9,0,0,59,6874,4244,3921,5509,5666,4327,2461,1280,452,34743,100,21,149,63,24,13,6,0,0,383,129,54,147,78,35,14,7,0,0,461,9,6,3,5,12,5,3,0,0,48,0,3,3,0,3,0,0,0,0,13,32,31,86,30,7,5,0,0,0,191,22,29,49,43,56,30,0,0,0,231,65,61,135,71,63,35,4,0,0,429,2609,1576,1788,1922,1598,1153,434,128,38,11246
LGA16550,14,19,14,25,20,10,3,0,0,114,48,42,123,116,53,46,67,35,24,554,41,19,45,41,33,38,51,27,0,306,28,70,79,27,28,25,9,11,3,283,154,179,272,144,97,75,24,6,0,953,194,329,433,384,369,342,264,174,82,2572,7,8,11,9,13,13,3,7,0,73,5,12,16,12,17,12,5,3,0,79,168,269,327,314,218,227,125,72,50,1768,182,313,314,223,193,127,63,29,12,1447,4,18,13,15,12,7,4,3,0,77,11282,8766,11818,10965,9267,7544,5831,4434,2022,71928,105,257,347,138,106,65,37,17,3,1069,376,579,620,288,204,131,50,15,3,2266,1222,459,505,936,656,615,423,264,296,5375,6,4,3,3,9,0,0,0,0,17,13,27,33,10,10,11,6,3,0,116,24,56,89,65,56,35,15,9,4,342,38,87,124,73,71,45,20,7,4,479,4239,6361,6864,4694,3225,2154,907,447,168,29051
LGA16610,0,3,0,0,0,0,0,0,0,5,4,4,3,5,10,13,12,3,0,55,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,0,4,0,0,25,117,48,28,39,44,38,16,11,0,341,137,89,79,146,269,243,243,161,70,1446,22,15,11,9,17,24,8,6,0,115,13,7,9,3,15,9,3,6,0,63,158,119,89,117,153,237,188,165,40,1264,102,72,50,36,80,55,29,14,10,450,28,20,14,11,19,11,3,0,0,106,2889,1672,1328,1851,2343,2429,1927,1291,467,16200,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,11,12,19,13,5,4,0,0,66,7,11,13,17,9,5,4,0,0,69,1220,548,462,408,446,395,169,78,34,3750
LGA16650,45,28,22,31,30,9,5,5,0,175,24,25,23,38,32,34,41,30,8,255,305,181,294,178,170,163,108,63,14,1473,33,26,47,32,30,23,10,17,13,222,173,99,146,135,86,60,29,8,3,731,146,114,164,193,238,213,159,125,81,1437,42,24,46,21,32,36,35,45,30,300,17,14,27,7,15,6,16,0,0,107,164,164,183,173,242,237,177,135,150,1630,238,147,244,162,158,103,58,24,5,1143,21,28,22,21,32,28,13,7,3,168,9402,5592,7517,8730,7569,6930,5623,4236,2075,57675,402,713,1596,404,140,94,43,27,4,3432,2938,1891,2294,1405,931,533,220,89,24,10325,22,18,29,36,26,40,30,24,9,228,0,0,0,0,0,0,0,0,0,0,38,32,98,27,8,8,0,0,0,204,33,21,60,62,41,27,8,3,6,257,64,49,158,89,49,37,8,3,6,463,2279,1836,2959,2108,1916,1322,590,329,143,13484
LGA16700,14,11,13,18,14,7,0,6,5,88,32,24,52,53,68,43,41,43,23,382,276,199,201,208,242,212,145,100,37,1616,61,41,77,45,46,41,27,12,7,360,212,106,175,183,119,63,32,11,3,905,500,429,536,555,586,459,351,288,190,3891,7,8,14,20,13,14,15,3,5,107,14,26,26,28,25,18,18,15,10,166,426,366,393,401,474,449,312,246,160,3229,324,291,378,335,263,224,116,88,52,2072,17,22,21,25,25,16,5,3,8,142,10725,6917,7734,9149,8514,7122,5148,4146,2052,61518,484,343,1046,410,253,185,93,48,11,2887,483,400,587,348,196,149,59,28,8,2243,57,28,40,62,45,57,62,34,17,410,0,0,3,0,0,0,0,0,0,3,70,70,158,51,27,12,6,3,0,392,42,45,75,77,62,52,24,11,3,396,112,122,236,127,93,62,30,17,3,797,3645,4646,4870,3467,3053,2029,822,513,164,23206
LGA16900,25,12,12,24,11,8,8,8,3,97,54,39,43,52,119,96,91,97,22,611,6,0,3,6,3,0,0,0,0,20,24,5,12,20,15,7,14,4,3,93,186,102,75,78,88,72,39,13,3,656,161,163,101,234,378,331,273,138,55,1847,29,46,22,29,30,33,36,17,9,244,18,3,10,7,8,9,4,7,0,70,501,375,257,287,429,368,282,154,59,2723,255,138,134,133,146,106,48,20,0,986,7,6,5,3,11,8,5,3,0,43,8996,5855,4878,6518,7079,5930,4344,2614,788,46995,19,14,21,7,18,9,7,0,0,90,156,97,84,99,62,43,36,10,0,593,0,3,0,0,0,0,3,0,0,8,0,3,3,0,3,0,0,0,0,11,3,0,6,0,0,0,0,0,0,10,37,17,25,37,34,21,15,3,0,185,45,23,38,35,36,19,15,3,0,205,3323,1918,1666,1525,1321,797,401,169,54,11172
LGA16950,42,22,17,19,25,23,16,8,0,180,18,28,18,43,54,90,115,72,23,468,7,0,3,6,0,0,0,0,0,19,26,14,5,18,20,27,23,11,3,135,240,184,98,117,165,154,93,34,6,1082,339,247,205,356,580,732,776,523,216,3969,34,38,19,37,42,55,62,26,10,315,27,9,8,21,11,16,16,9,4,116,600,442,277,393,608,764,770,503,170,4528,492,281,185,222,313,242,168,62,20,1986,3,6,3,9,13,10,12,6,3,70,9766,6092,4514,6728,8994,10139,9368,5967,1993,63562,11,8,21,10,9,9,3,0,0,70,34,14,18,25,13,10,4,3,0,129,0,0,3,3,11,23,21,12,0,73,3,6,3,7,3,0,0,0,0,27,5,3,9,3,0,0,0,0,0,18,60,45,37,70,69,42,22,7,0,347,70,55,43,79,75,45,22,7,0,394,4626,2643,2194,2275,2446,2297,1357,637,211,18685
LGA17000,5,3,6,7,0,0,0,0,0,29,9,8,9,14,21,8,0,7,0,82,0,0,0,0,3,0,0,0,0,7,19,11,3,7,14,10,0,0,0,64,34,28,7,21,18,5,9,3,0,130,67,42,56,98,140,109,72,39,16,640,8,6,7,0,10,7,3,0,0,44,15,0,10,8,7,4,7,0,0,54,184,193,128,205,251,214,126,88,29,1418,116,57,55,54,55,40,16,3,3,407,7,3,3,10,4,8,16,8,0,60,3584,2380,2016,2614,2634,2002,1122,684,249,17273,9,3,11,7,0,0,0,0,0,29,12,6,14,6,9,4,0,0,0,51,4,5,0,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,9,12,10,16,0,0,0,0,54,8,14,12,10,16,0,0,0,0,57,1055,619,620,493,377,255,97,29,5,3552
LGA17040,3,3,0,3,4,3,3,0,0,24,23,18,19,17,39,45,41,43,12,256,0,0,5,0,3,0,0,0,0,10,0,0,3,3,3,3,3,0,0,11,46,23,14,25,29,13,3,3,0,157,44,21,33,68,94,136,109,48,25,580,11,6,5,3,12,7,7,0,0,49,0,3,0,0,0,6,0,0,0,19,82,54,52,80,118,128,74,42,15,650,118,41,43,56,51,35,19,10,0,374,3,0,4,6,3,0,0,0,0,15,2279,1283,1098,1646,2129,1894,1393,800,327,12855,3,4,8,5,3,11,0,0,0,36,7,3,0,6,6,8,3,0,0,37,0,6,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,10,16,14,17,4,3,0,81,3,13,10,16,17,17,4,3,0,81,1014,644,522,589,601,462,215,78,23,4153
LGA17080,3,0,0,0,3,0,0,0,0,8,3,8,6,14,12,10,23,11,3,94,7,0,3,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,15,14,14,0,12,20,13,13,6,3,96,47,38,29,59,120,139,123,72,29,659,3,3,0,8,0,3,3,0,0,24,18,11,4,6,15,10,0,5,0,61,89,67,45,71,122,105,90,48,23,661,57,23,16,39,35,44,14,9,3,233,0,0,0,0,0,0,0,3,0,6,2017,1126,997,1366,1675,1584,1232,759,315,11066,14,0,3,8,3,0,0,0,0,37,0,0,0,0,7,3,3,0,3,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,22,0,5,4,9,4,0,0,0,0,25,566,241,247,249,223,238,116,44,10,1933
LGA17100,7,4,10,0,3,0,0,0,0,25,6,7,7,5,11,14,9,10,11,79,52,47,35,36,37,15,24,13,7,268,10,8,18,12,12,11,5,6,0,80,28,43,81,39,25,38,15,7,3,273,257,247,226,213,240,142,81,49,27,1487,0,0,5,0,4,3,0,3,0,24,33,19,11,15,18,9,10,5,0,122,153,140,164,138,136,105,86,50,30,1006,59,100,97,69,72,45,25,15,7,488,25,11,6,15,9,3,7,4,0,74,2915,2626,2500,2226,2425,1921,1395,999,496,17498,779,676,1453,596,512,325,154,112,44,4656,482,264,338,225,165,91,43,10,4,1625,3,8,4,7,6,9,7,7,0,44,0,0,0,0,0,0,0,0,0,0,21,49,104,24,12,12,0,0,0,219,31,41,55,17,21,32,3,3,0,198,52,90,156,38,31,41,6,9,0,423,726,1080,1370,632,725,439,198,127,55,5338
LGA17150,61,36,45,36,28,34,25,3,3,269,90,77,95,105,149,124,128,96,32,887,145,101,126,84,97,80,50,9,7,692,87,71,65,67,93,89,70,50,19,615,411,288,337,261,264,214,76,40,6,1892,463,430,413,812,1035,1108,793,612,311,5964,130,100,55,83,80,81,61,58,14,666,29,10,24,17,27,16,13,9,3,143,1327,1162,712,1000,1317,1279,929,726,322,8776,751,510,469,430,507,391,177,88,33,3364,34,33,23,38,47,39,25,22,12,272,29747,19332,17432,22608,22813,19970,13286,8955,3787,157939,167,135,210,165,133,102,46,16,6,977,372,280,267,228,232,167,64,26,8,1649,35,28,25,58,42,59,45,14,8,307,4,0,0,0,3,0,0,0,0,7,18,24,53,16,7,15,7,4,0,144,37,47,80,86,85,56,16,4,0,411,63,67,136,99,90,67,17,12,0,560,7505,5141,5691,5199,4605,3460,1584,821,285,34292
LGA17200,21,28,32,23,13,13,7,0,0,132,30,97,229,142,98,93,83,31,13,806,17,13,45,28,21,16,10,4,0,145,6,99,148,46,26,18,26,9,6,393,102,405,533,186,92,80,19,14,0,1435,131,359,706,468,387,335,194,97,56,2728,0,16,26,23,21,13,13,3,0,111,8,22,45,28,20,11,8,10,0,152,125,370,762,430,362,312,160,83,24,2632,132,474,756,289,223,148,75,17,7,2123,4,18,37,42,27,23,17,3,3,173,4706,8339,18784,11197,7666,6333,4094,2319,791,64236,119,354,1178,261,106,76,27,8,3,2126,322,674,1159,385,221,142,70,28,0,3021,143,165,464,245,210,318,250,212,97,2113,9,7,11,11,10,3,0,0,0,47,5,30,94,24,10,6,0,0,0,165,44,69,264,208,127,75,31,13,0,837,53,105,374,237,142,89,35,11,0,1052,4078,10166,19569,10730,6240,4167,1782,713,166,57611
LGA17310,17,15,11,6,12,16,5,0,3,85,20,21,19,23,23,21,22,22,4,174,0,0,0,0,0,0,0,0,0,0,15,10,6,8,10,5,3,3,0,58,92,42,65,39,57,50,17,7,0,364,285,208,190,338,457,519,421,256,128,2814,47,36,17,35,40,47,26,6,0,260,12,18,12,20,26,29,17,11,6,141,494,298,246,318,474,464,410,269,112,3095,292,128,117,147,139,132,76,32,13,1082,3,5,0,0,3,4,3,0,0,27,8605,5069,4483,5496,6281,5985,4513,2736,1045,44209,22,8,28,20,7,7,3,0,0,90,20,12,21,15,16,0,0,0,0,81,0,0,0,3,3,0,0,0,0,11,4,6,4,0,3,0,0,0,0,25,0,6,7,0,0,0,0,0,0,8,18,18,29,31,17,10,5,4,0,145,26,27,37,34,25,12,5,4,0,174,2144,1223,1018,895,760,668,301,129,37,7181
LGA17350,0,0,0,0,0,0,0,0,0,5,93,48,17,44,62,53,40,22,9,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,3,14,8,3,3,0,49,39,31,18,37,47,63,54,46,20,362,8,4,3,0,0,3,7,3,0,26,3,0,0,3,8,4,3,3,0,22,72,36,28,42,71,63,59,31,23,429,0,3,4,0,6,8,3,3,3,32,0,0,0,0,0,0,0,0,0,0,932,489,344,556,714,703,565,401,145,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,177,86,65,63,77,51,34,17,4,581
LGA17400,8,0,3,0,0,0,0,0,0,15,9,8,3,6,4,9,11,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,27,8,8,9,8,11,7,0,0,79,24,16,16,34,61,89,56,60,18,363,18,9,3,3,8,4,3,5,0,53,4,0,0,5,0,14,12,0,0,38,56,30,21,39,56,83,54,42,9,395,36,12,6,19,27,35,21,0,0,158,5,0,0,3,0,3,7,0,0,14,809,383,334,552,677,891,643,369,122,4787,0,0,0,0,0,0,0,0,0,3,4,3,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,4,4,0,0,0,26,6,0,0,6,10,4,0,0,0,26,353,131,120,154,182,189,93,25,9,1257
LGA17420,175,96,68,81,68,43,33,8,7,582,79,61,39,96,104,102,121,46,14,663,183,109,112,110,127,72,44,14,7,776,83,98,49,46,123,81,14,16,6,504,817,777,467,566,461,329,117,23,4,3559,629,392,290,710,674,682,481,185,86,4119,53,23,10,43,32,31,37,13,4,250,161,74,65,129,105,88,55,21,15,716,1072,738,425,745,873,941,572,286,136,5788,670,453,367,411,389,335,168,54,11,2850,38,13,25,27,30,25,10,8,3,179,21691,13634,9283,15173,14706,13073,8027,3338,1186,100119,1041,563,619,855,743,425,169,69,18,4503,853,535,473,554,496,304,104,35,13,3362,34,16,18,28,38,48,12,6,0,196,0,0,0,0,0,0,0,0,0,3,210,185,156,176,159,85,44,27,3,1048,105,101,125,108,155,98,44,8,8,754,316,287,283,286,314,179,91,40,11,1808,4870,3130,2857,3359,2992,2354,909,343,107,20923
