LGA_CODE_2016,C16_CF_1F1NW_N,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_299,C16_CF_1F1NW_300_399,C16_CF_1F1NW_400_499,C16_CF_1F1NW_500_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_999,C16_CF_1F1NW_1000_1499,C16_CF_1F1NW_1500_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000mo,C16_CF_1F1NW_Ns,C16_CF_1F1NW_T,C16_CF_1P1NW_N,C16_CF_1P1NW_1_149,C16_CF_1P1NW_150_299,C16_CF_1P1NW_300_399,C16_CF_1P1NW_400_499,C16_CF_1P1NW_500_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_999,C16_CF_1P1NW_1000_1499,C16_CF_1P1NW_1500_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000_mr,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_N,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_299,C16_CF_1A1NW_300_399,C16_CF_1A1NW_400_499,C16_CF_1A1NW_500_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_999,C16_CF_1A1NW_1000_1499,C16_CF_1A1NW_1500_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000m,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_N,C16_CF_BA_1_149,C16_CF_BA_150_299,C16_CF_BA_300_399,C16_CF_BA_400_499,C16_CF_BA_500_649,C16_CF_BA_650_799,C16_CF_BA_800_999,C16_CF_BA_1000_1499,C16_CF_BA_1500_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000_more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_N,C16_CF_BNW_1_149,C16_CF_BNW_150_299,C16_CF_BNW_300_399,C16_CF_BNW_400_499,C16_CF_BNW_500_649,C16_CF_BNW_650_799,C16_CF_BNW_800_999,C16_CF_BNW_1000_1499,C16_CF_BNW_1500_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000_more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_N,C16_CF_LFns_1_149,C16_CF_LFns_150_299,C16_CF_LFns_300_399,C16_CF_LFns_400_499,C16_CF_LFns_500_649,C16_CF_LFns_650_799,C16_CF_LFns_800_999,C16_CF_LFns_1000_1499,C16_CF_LFns_1500_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000_more,C16_CF_LFns_Ns,C16_CF_LFns_T,C16_C_f_c_T_Fi_N,C16_C_f_c_T_Fi_1_149,C16_C_f_c_T_Fi_150_299,C16_C_f_c_T_Fi_300_399,C16_C_f_c_T_Fi_400_499,C16_C_f_c_T_Fi_500_649,C16_CF_c_T_Fi_650_799,C16_CF_c_T_Fi_800_999,C16_CF_c_T_Fi_1000_1499,C16_CF_c_T_Fi_1500_1999,C16_CF_c_T_Fi_2000_2499,C16_CF_c_T_Fi_2500_2999,C16_CF_c_T_Fi_3000_3999,C16_CF_c_T_Fi_4000_more,C16_C_f_with_c_TFI_Ns,C16_C_f_with_c_T_T,C16_1PF_F_N,C16_1PF_F_1_149,C16_1PF_F_150_299,C16_1PF_F_300_399,C16_1PF_F_400_499,C16_1PF_F_500_649,C16_1PF_F_650_799,C16_1PF_F_800_999,C16_1PF_F_1000_1499,C16_1PF_F_1500_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000_more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_N,C16_1PF_P_1_149,C16_1PF_P_150_299,C16_1PF_P_300_399,C16_1PF_P_400_499,C16_1PF_P_500_649,C16_1PF_P_650_799,C16_1PF_P_800_999,C16_1PF_P_1000_1499,C16_1PF_P_1500_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000_more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_N,C16_1PF_A_1_149,C16_1PF_A_150_299,C16_1PF_A_300_399,C16_1PF_A_400_499,C16_1PF_A_500_649,C16_1PF_A_650_799,C16_1PF_A_800_999,C16_1PF_A_1000_1499,C16_1PF_A_1500_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000_more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_N,C16_1PF_U_1_149,C16_1PF_U_150_299,C16_1PF_U_300_399,C16_1PF_U_400_499,C16_1PF_U_500_649,C16_1PF_U_650_799,C16_1PF_U_800_999,C16_1PF_U_1000_1499,C16_1PF_U_1500_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000_more,C16_1PF_U_Ns,C16_1PF_U_To,C16_1PF_N_lf_Fi_N,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_299,C16_1PF_N_lf_Fi_300_399,C16_1PF_N_lf_Fi_400_499,C16_1PF_N_lf_Fi_500_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_999,C16_1PF_N_lf_Fi_1000_1499,C16_1PF_N_lf_Fi_1500_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000_more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_N,C16_1PF_LFns_1_149,C16_1PF_LFns_150_299,C16_1PF_LFns_300_399,C16_1PF_LFns_400_499,C16_1PF_LFns_500_649,C16_1PF_lf_ns_Fi_650_799,C16_1PF_lf_ns_Fi_800_999
LGA14600,0,0,4,0,0,0,6,9,32,25,9,3,4,3,6,112,0,0,0,0,0,0,4,3,9,4,3,0,0,0,0,18,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,21,3,0,3,0,3,8,7,6,11,3,3,0,0,0,7,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,9,0,5,0,7,15,24,26,118,99,76,45,39,30,96,593,0,0,0,0,0,3,4,9,16,10,3,0,0,0,9,51,0,3,0,0,5,15,3,8,6,5,3,0,0,0,5,57,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,11,0,0,3,7,0,3,3,3,4,0,0,0,0,0,3,26,3,0,3,7,10,20,24,10,18,7,6,0,0,0,19,128,0,0,0,0,0,0,0,0
LGA14650,3,0,0,7,4,17,61,186,799,807,709,288,319,280,233,3719,0,3,6,7,9,39,83,126,265,177,105,80,49,43,113,1113,0,0,0,0,3,8,11,17,51,40,35,12,22,15,42,254,0,3,0,0,0,0,0,4,14,22,32,22,25,21,32,185,30,19,25,15,58,79,172,196,538,329,188,78,79,31,235,2080,0,0,0,0,0,0,4,8,9,12,4,0,3,3,1199,1238,50,34,41,31,98,158,392,678,2836,3486,3733,3060,3234,2373,2897,23096,4,5,4,3,8,42,129,232,699,508,323,130,88,41,286,2507,3,15,38,54,129,301,325,338,493,200,96,36,16,8,189,2254,3,4,3,7,15,34,25,23,36,22,20,4,3,3,39,248,19,8,38,47,81,109,57,46,48,13,7,0,0,0,42,514,75,30,123,183,387,516,552,467,717,264,128,41,25,33,404,3936,0,0,3,0,0,4,5,10
LGA14700,3,0,3,0,3,5,12,16,72,121,143,37,208,309,60,990,0,0,0,0,6,11,3,9,25,21,21,11,28,52,17,197,0,0,0,0,0,0,0,3,6,3,3,0,4,13,12,44,0,0,0,0,0,0,0,0,0,3,3,3,3,7,12,36,16,0,4,3,4,8,10,9,32,31,25,16,19,22,17,207,0,0,0,0,0,0,0,0,0,0,0,0,0,3,261,264,19,4,5,8,16,20,29,51,226,297,420,342,744,1971,577,4722,3,0,0,0,0,3,5,22,70,64,77,32,76,41,43,443,0,4,8,7,10,16,17,26,39,30,17,10,14,8,22,221,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,17,5,0,4,0,0,0,3,3,3,4,0,0,3,0,0,32,24,9,3,8,10,28,20,25,58,25,22,17,3,17,32,292,0,0,0,0,0,0,0,0
LGA14750,0,0,0,0,0,0,9,12,66,44,23,9,10,9,7,197,0,0,0,0,0,3,3,3,20,0,5,0,0,0,3,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,3,0,0,0,3,9,10,22,7,3,0,3,0,11,87,0,0,0,0,0,0,0,3,0,0,0,0,0,0,57,62,10,3,3,0,3,13,35,50,202,186,189,126,97,59,146,1133,0,0,0,0,3,3,14,21,18,21,13,3,3,0,10,116,0,0,3,10,5,17,17,18,12,11,3,0,4,0,11,93,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,7,0,4,3,4,3,3,0,0,0,0,0,0,0,0,0,23,0,3,8,18,16,23,29,32,24,14,0,0,0,0,23,190,0,0,0,0,0,0,0,0
LGA14850,0,0,0,0,0,5,21,51,188,127,71,33,28,13,33,575,0,3,0,5,7,15,35,38,98,40,21,3,3,0,25,282,0,0,0,0,3,0,4,4,13,3,5,0,0,4,3,47,0,0,0,0,0,0,0,0,5,5,3,5,0,0,9,32,10,0,7,3,24,15,43,39,98,51,29,8,9,4,39,368,0,0,0,0,0,0,0,0,4,0,0,0,0,3,196,207,12,3,14,13,36,47,121,182,793,762,630,385,354,198,481,4034,0,0,0,0,9,14,39,89,164,117,61,17,9,6,58,584,0,3,9,18,41,116,99,84,116,41,15,0,0,0,53,603,0,0,0,0,10,13,9,3,4,9,4,0,0,0,11,63,3,6,20,14,23,26,21,8,7,3,0,0,3,0,26,151,15,9,31,48,108,146,136,112,148,42,16,13,7,0,113,937,0,0,0,0,3,3,4,0
LGA14870,0,0,0,0,0,0,6,25,61,56,53,15,21,18,38,307,0,0,3,0,4,8,14,13,23,16,4,3,3,3,10,101,0,0,0,0,0,3,0,4,5,3,3,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,4,4,5,0,3,24,6,0,8,3,17,13,35,23,47,22,13,8,7,4,27,228,0,0,0,0,0,0,0,3,3,0,3,0,0,0,91,100,10,5,9,3,25,30,73,89,268,275,257,207,226,191,281,1936,0,0,0,0,4,7,14,20,39,33,17,12,3,0,23,186,0,0,3,16,24,53,30,24,28,8,10,0,3,0,17,211,0,0,0,0,0,0,3,0,7,3,3,0,0,0,5,22,0,6,13,5,8,15,9,5,11,3,0,0,0,0,9,66,10,3,23,28,45,57,92,61,70,22,18,7,4,0,59,492,0,0,0,0,0,0,0,0
LGA14900,5,3,8,3,43,88,246,491,1532,1378,957,457,500,288,369,6378,9,7,41,28,72,171,188,254,445,266,141,88,82,35,137,1972,3,8,7,6,4,17,25,35,98,76,44,25,20,23,86,481,3,0,0,0,0,3,4,7,19,27,31,29,33,25,61,239,155,46,88,59,325,282,413,425,912,567,369,186,179,108,486,4609,3,0,3,0,3,0,4,5,20,13,15,10,5,9,1252,1340,189,76,159,110,468,594,962,1400,4293,4355,4315,3222,3500,2530,3317,29481,3,3,3,3,15,52,132,257,606,483,340,163,163,85,237,2545,0,13,58,61,90,166,191,208,309,154,78,34,31,6,128,1526,0,3,3,3,0,17,12,23,35,17,23,11,7,0,52,211,34,6,47,36,58,72,54,31,53,37,10,3,4,0,35,476,185,54,178,267,376,486,518,478,752,364,192,105,78,40,457,4523,3,0,3,0,0,0,0,3
LGA14920,0,0,0,0,0,0,7,12,45,36,18,8,3,7,9,147,0,0,0,0,3,0,0,3,10,3,4,0,0,0,4,24,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,5,3,5,10,18,3,4,3,0,3,13,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,7,3,0,7,14,6,16,36,146,108,97,67,57,32,116,716,0,0,0,3,0,0,4,10,19,16,3,3,0,0,10,82,0,0,0,9,8,4,9,11,6,3,0,0,0,0,10,63,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,3,5,6,3,3,0,0,0,0,0,0,5,37,0,3,4,18,20,20,24,22,24,9,6,0,0,0,10,172,0,0,0,0,0,0,0,0
LGA14950,0,0,0,0,0,0,3,0,14,15,3,0,3,0,3,51,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,8,9,0,0,0,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,3,7,7,15,62,53,44,29,24,17,60,323,0,0,0,0,0,0,0,5,5,0,0,0,0,0,7,26,0,0,0,0,4,0,3,4,9,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,13,4,9,11,3,0,0,0,0,7,58,0,0,0,0,0,0,0,0
LGA15050,3,0,0,0,3,6,21,89,418,440,346,115,144,102,88,1778,3,0,5,5,11,27,38,44,111,59,40,18,14,10,34,415,0,0,0,0,0,0,5,9,23,23,21,6,10,3,14,119,0,0,0,0,0,0,0,0,7,5,10,11,6,12,16,75,8,7,9,4,28,27,73,72,182,75,56,26,24,13,72,673,0,0,0,0,0,0,0,0,3,3,6,0,0,0,564,577,22,10,17,18,52,79,152,269,1236,1488,1546,1236,1230,968,1212,9533,3,0,0,4,4,24,59,108,321,203,148,49,34,12,109,1073,0,8,14,33,43,126,160,117,174,63,30,14,3,3,77,857,0,3,0,3,6,15,18,13,16,8,3,4,0,0,12,103,7,4,17,25,39,47,44,30,22,8,0,0,3,0,17,265,37,16,47,93,137,213,229,195,266,91,33,14,3,9,125,1505,0,0,0,0,0,0,0,3
LGA15240,3,0,0,0,4,17,41,110,329,242,142,46,39,34,92,1090,3,3,5,0,19,32,61,95,174,78,38,10,8,4,47,587,0,0,0,0,0,5,8,22,28,20,7,7,3,4,24,130,0,0,0,0,0,0,0,9,12,10,12,4,4,10,18,69,19,8,9,7,68,37,136,128,308,127,50,17,9,3,129,1049,3,0,0,0,0,3,4,4,11,4,0,0,0,6,423,458,30,21,24,9,111,118,295,476,1585,1297,927,613,450,265,1135,7357,3,0,4,8,0,26,65,124,191,131,63,18,11,3,113,760,5,10,25,38,65,153,148,147,176,66,17,3,3,3,102,962,3,0,5,3,3,13,12,9,10,12,6,0,0,0,26,99,8,10,32,30,60,50,29,23,14,3,0,0,3,4,31,306,33,19,97,128,214,323,337,296,314,90,36,16,11,4,241,2155,0,0,0,3,5,0,5,0
LGA15270,0,0,0,0,3,4,12,23,105,104,108,29,48,23,37,497,0,0,0,0,4,5,11,11,29,15,10,0,3,0,15,121,0,0,0,0,0,0,4,3,9,8,3,0,6,0,11,35,0,0,0,0,0,0,0,0,0,3,3,9,4,3,3,27,3,0,4,3,21,10,27,37,55,10,11,3,0,0,29,214,0,0,0,0,0,0,0,0,3,0,0,0,0,0,130,138,11,3,11,9,40,31,80,103,358,344,349,268,284,222,379,2485,0,3,0,4,0,6,19,25,59,27,29,7,3,0,26,208,0,0,9,12,17,38,37,26,27,7,9,0,0,3,16,206,0,0,0,3,5,0,0,0,0,0,3,0,0,0,3,16,4,0,3,6,14,14,6,3,3,0,0,0,0,0,9,61,4,8,31,25,43,64,59,49,54,26,12,3,0,0,45,429,0,0,0,0,0,0,3,0
LGA15300,0,0,0,0,0,3,12,15,51,48,21,3,9,8,28,189,0,0,0,0,3,0,3,3,10,7,0,0,0,0,3,32,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,5,0,0,3,0,0,8,19,0,0,3,4,10,6,18,11,18,9,3,4,3,3,18,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,68,4,10,0,4,12,19,35,45,188,182,194,105,107,80,233,1219,0,0,3,0,0,3,12,16,41,28,10,11,7,0,25,164,0,3,0,6,5,12,22,11,12,4,0,0,0,0,11,95,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,15,6,3,7,4,9,10,10,0,0,0,0,0,0,0,11,48,8,7,28,30,35,44,42,37,36,17,7,0,3,0,46,350,0,0,0,0,0,0,0,0
LGA15350,0,0,0,0,0,0,0,17,32,34,70,23,269,356,92,893,0,0,0,0,0,4,5,0,9,16,15,13,26,59,28,166,0,0,0,0,0,0,0,0,0,0,3,4,5,11,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,23,7,3,0,0,0,3,6,6,11,14,8,18,32,65,25,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,278,12,3,3,0,0,15,17,31,101,111,190,159,528,1757,586,3511,0,0,0,0,0,0,0,6,42,53,53,14,65,37,45,319,0,0,3,5,5,10,17,15,30,19,8,12,18,11,32,190,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,20,0,0,0,3,3,4,3,3,3,0,0,0,0,0,7,33,30,8,9,12,9,11,8,11,36,23,12,10,13,18,32,238,0,0,0,0,0,0,0,0
LGA15520,0,0,0,0,0,0,6,14,41,33,13,12,8,9,15,144,0,0,0,0,0,3,5,3,14,9,0,0,0,3,3,43,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,13,0,0,0,0,0,3,3,4,12,7,3,0,6,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,12,3,7,0,7,15,28,49,199,192,160,127,93,61,170,1119,0,0,0,0,0,5,6,17,30,12,10,4,0,0,10,89,0,0,5,6,9,13,16,7,15,5,3,0,0,0,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,3,0,3,5,14,17,8,20,17,4,0,0,3,0,15,125,0,0,0,0,0,0,0,0
LGA15560,0,0,0,0,0,0,3,5,19,8,14,4,0,3,9,66,0,0,0,0,0,0,3,0,7,9,0,0,0,0,3,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,10,0,0,0,0,0,0,3,8,7,3,0,3,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0,0,0,3,13,23,71,76,54,36,27,16,88,401,0,0,0,0,0,3,4,9,11,0,6,0,0,0,3,34,0,0,3,3,3,7,0,3,7,0,3,0,0,0,3,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,4,3,13,8,11,5,0,0,0,3,0,13,66,0,0,0,0,0,0,0,0
LGA15650,0,0,0,0,0,3,12,14,85,70,100,24,32,14,21,380,0,0,4,0,0,3,4,15,9,10,8,3,3,0,4,67,0,0,0,0,0,0,0,0,4,4,8,6,3,0,3,33,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,25,3,0,0,0,7,8,21,18,34,9,12,4,4,3,14,141,0,0,0,0,0,0,0,0,3,0,0,0,0,0,87,91,6,3,4,0,13,14,44,60,209,238,301,218,222,180,228,1741,0,0,0,3,0,8,14,27,38,33,38,6,12,3,18,185,0,3,4,8,12,21,28,16,12,11,0,0,0,0,17,140,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,15,3,4,7,10,11,28,8,0,3,0,0,0,0,0,11,77,14,4,16,27,36,62,47,33,45,9,3,0,4,3,46,354,0,0,0,0,0,0,0,0
LGA15700,0,0,0,3,0,0,8,29,66,57,32,7,4,4,25,242,0,0,0,0,6,7,16,18,51,19,5,4,4,0,14,162,0,0,0,0,0,0,0,0,11,3,0,0,0,0,4,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,3,6,4,0,16,6,27,30,68,23,11,5,0,0,33,232,0,0,0,0,0,0,0,0,3,0,0,0,0,0,70,77,8,7,4,4,30,22,66,107,330,261,218,113,98,45,225,1541,0,0,0,3,3,8,17,19,40,25,7,6,7,0,14,149,3,5,5,6,18,36,43,24,32,16,0,0,0,0,26,224,0,0,0,5,0,4,3,4,4,0,0,0,0,0,4,27,0,0,0,11,10,13,10,3,5,3,0,0,0,0,8,58,7,3,22,29,51,76,86,78,74,16,3,0,0,0,72,519,0,0,0,0,0,0,0,0
LGA15750,0,0,0,0,0,0,3,14,52,47,30,8,17,9,20,206,0,0,0,0,3,3,3,0,13,14,8,0,0,0,6,41,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,22,3,0,3,3,13,6,10,12,25,7,4,0,0,0,13,91,0,0,0,0,0,0,0,0,6,0,0,0,0,0,65,67,4,3,4,3,17,10,17,43,202,235,191,134,139,97,216,1316,0,0,3,0,0,5,9,22,33,20,17,6,3,3,25,143,0,3,0,4,7,18,18,16,20,7,6,0,0,0,13,105,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,7,8,8,5,0,3,0,0,0,0,0,11,39,11,4,21,26,20,46,25,28,29,16,3,4,0,0,21,255,0,0,0,0,3,0,0,0
LGA15800,0,0,0,0,0,0,0,9,28,15,17,0,0,3,9,83,3,0,0,0,3,3,3,5,9,3,0,0,0,0,3,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,11,0,0,0,0,0,3,10,3,14,3,3,0,0,0,8,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,3,4,0,0,4,13,14,20,104,88,93,52,39,23,94,559,0,0,0,0,0,0,4,9,18,7,3,0,0,0,3,48,0,0,0,0,11,12,12,7,7,0,3,0,0,0,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,5,0,4,10,16,18,17,10,12,9,3,0,3,0,10,110,0,0,0,0,0,0,0,0
LGA15850,0,0,0,0,0,3,3,3,24,24,7,3,3,0,9,82,0,0,0,0,0,0,5,3,5,5,0,0,0,0,4,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,3,3,5,6,8,7,3,0,0,0,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,4,0,3,0,4,13,18,25,88,100,79,62,55,37,109,605,0,0,0,0,0,3,3,5,23,12,8,4,0,0,12,78,0,0,0,0,3,15,3,3,10,3,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,3,7,5,4,0,0,0,0,0,0,3,23,3,0,5,6,13,27,27,12,19,5,0,3,4,0,21,160,0,0,0,0,0,0,0,0
LGA15900,3,0,3,0,5,18,41,117,489,590,477,169,270,213,152,2544,0,0,11,0,23,39,65,93,181,109,98,44,19,37,73,788,0,0,0,0,3,3,7,14,40,28,18,8,21,9,19,179,0,0,0,0,0,0,0,0,9,16,17,20,24,10,24,124,33,15,22,7,67,57,103,134,328,163,109,58,49,29,128,1301,0,0,0,0,0,5,3,0,7,9,0,0,3,0,950,984,43,22,34,11,106,124,246,469,1780,2176,2430,2067,2433,2103,1991,16046,3,0,4,11,6,44,97,148,545,460,269,121,100,48,208,2066,0,4,35,54,78,213,233,222,375,152,75,27,21,3,138,1633,3,0,0,0,5,9,20,19,36,21,8,4,6,3,29,164,19,11,37,58,54,82,31,29,24,17,0,0,0,0,39,402,73,24,113,128,255,350,394,382,514,225,88,29,17,14,267,2872,0,0,0,0,0,3,3,0
LGA15950,3,0,0,0,0,9,11,23,85,145,212,57,344,391,53,1337,0,0,0,0,3,10,15,14,23,18,22,12,35,42,15,208,3,0,0,0,0,0,0,0,8,8,9,6,10,11,8,60,0,0,0,0,0,0,0,0,0,0,0,3,7,34,5,58,20,0,4,0,10,0,8,7,30,22,22,23,28,28,33,239,0,0,0,0,0,0,0,0,0,4,0,0,0,0,381,384,34,3,5,4,16,22,44,57,234,318,536,427,1098,2448,681,5927,0,0,0,0,7,7,15,29,109,111,158,43,180,103,82,833,0,3,10,5,11,22,26,20,71,50,26,23,23,18,39,357,0,0,0,0,0,0,0,0,3,5,5,0,3,0,7,33,0,3,4,3,3,4,10,6,8,7,5,0,3,0,9,64,39,16,12,16,15,31,28,27,77,51,38,23,20,23,55,474,0,0,0,0,0,0,0,0
LGA15990,9,3,4,3,8,29,55,109,512,685,828,314,1503,1379,385,5820,4,3,14,12,24,26,58,73,181,157,168,106,132,230,177,1375,3,3,0,0,9,0,5,12,32,32,34,13,40,51,34,266,0,3,0,0,0,0,0,7,8,22,31,31,51,70,59,283,51,16,21,15,38,36,61,67,275,242,210,142,153,176,225,1727,3,0,0,0,0,0,0,3,3,0,6,4,9,12,1946,1995,98,43,52,35,91,113,236,425,1967,2820,3774,3626,6231,10704,4580,34793,4,3,3,4,15,58,80,157,527,517,519,188,343,206,398,3030,5,7,34,44,79,179,189,199,455,253,172,78,64,20,223,2000,0,0,4,3,3,3,9,15,38,19,20,10,7,8,41,177,16,6,16,13,22,22,15,16,29,14,3,5,10,0,22,214,107,35,60,61,97,136,162,234,460,291,191,83,65,68,344,2403,0,0,0,0,4,3,0,3
LGA16100,0,0,0,0,0,0,0,0,29,19,10,3,5,6,3,76,0,0,0,0,0,0,0,0,8,3,4,0,0,0,3,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,3,6,0,0,4,3,3,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,33,4,0,3,0,4,3,5,7,86,92,78,40,46,42,99,505,0,0,0,0,0,0,3,8,12,9,6,0,0,0,3,50,0,0,0,3,0,11,0,9,3,3,3,0,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,3,3,3,0,0,0,3,0,0,0,0,0,0,3,19,0,3,3,6,9,9,14,12,15,3,0,0,0,0,12,83,0,0,0,0,0,0,0,0
LGA16150,0,0,0,0,0,5,10,34,182,162,117,47,48,26,32,672,0,0,0,0,4,12,16,28,49,28,9,14,8,6,12,182,0,0,0,0,0,0,3,0,13,9,7,0,0,5,7,46,0,0,0,0,0,0,4,3,3,7,7,5,0,4,4,39,4,3,6,3,14,15,29,31,70,30,16,11,3,3,35,267,0,0,0,0,0,0,0,0,3,9,3,3,0,0,231,245,5,3,9,3,20,36,71,132,575,675,695,528,548,449,533,4283,0,0,3,3,0,14,43,66,139,110,92,25,23,4,55,575,0,0,7,17,24,64,66,53,81,16,10,4,3,0,33,386,0,0,0,0,0,5,9,9,7,6,7,0,0,0,9,46,4,7,15,11,20,34,11,5,4,0,0,0,4,0,13,135,24,6,33,37,74,112,111,62,126,29,17,10,8,0,89,745,0,0,0,0,0,5,0,0
