LGA_CODE_2016,C11_2500_2999_R650m,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R0_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650mo,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000m_R0_74,C11_4000m_R75_99,C11_4000m_R100_149,C11_4000m_R150_199,C11_4000m_R200_224,C11_4000m_R225_274,C11_4000m_R275_349,C11_4000m_R350_449,C11_4000m_R450_549,C11_4000m_R550_649,C11_4000m_R650m,C11_4000m_R_NS,C11_4000m_R_Tot,C11_PI_S_R0_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650m,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R0_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650m,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R0_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650m,C11_Tot_R_NS,C11_Tot_R_Tot,C16_N_inc_R0_74,C16_N_inc_R75_99,C16_Ne_Ni_inc_R100_149,C16_Ne_Ni_inc_R150_199,C16_Ne_Ni_inc_R200_224,C16_Ne_Ni_inc_R225_274,C16_Ne_Ni_inc_R275_349,C16_Ne_Ni_inc_R350_449,C16_Ne_Ni_inc_R450_549,C16_Ne_Ni_inc_R550_649,C16_Ne_Ni_inc_R650m,C16_Ne_Nil_inc_R_NS,C16_N_inc_R_Tot,C16_1_149_R0_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_149,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650m,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R0_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R150_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650m,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R0_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650m,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R0_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650m,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R0_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650m,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R0_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650m,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R0_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650m,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R0_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650m,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R0_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650m,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R0_74,C16_1500_1999_R75_99
LGA17080,3,3,73,3,0,3,11,5,0,10,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,3,8,9,3,14,13,10,12,8,0,0,0,3,3,72,0,4,4,10,0,0,4,0,0,0,0,13,46,245,92,284,378,171,154,93,14,5,0,15,66,1518,0,0,4,5,0,0,0,0,0,0,0,7,15,0,0,0,6,0,0,0,0,0,0,0,0,14,13,8,12,13,3,0,3,0,0,0,0,3,61,14,6,22,27,9,5,3,0,0,0,0,7,97,19,6,38,42,22,8,0,0,0,0,3,0,139,9,5,8,37,19,20,8,0,0,0,0,0,109,8,3,13,46,27,14,14,3,0,0,0,3,121,12,0,12,36,17,20,9,3,0,0,0,0,113,11,0,13,30,19,18,20,3,0,0,0,3,114,16,0,7,28,19,25,9,4,0,0,0,3,105,27,0
LGA17100,22,0,266,6,0,0,0,3,0,19,76,46,12,22,4,182,3,0,0,3,0,3,3,16,27,19,20,0,94,11,0,9,3,3,3,28,101,92,33,13,18,311,4,14,0,0,0,0,8,11,11,0,4,17,66,183,198,120,113,82,112,492,1381,901,288,177,165,4199,6,0,9,12,3,3,3,18,49,18,27,19,170,3,0,7,4,3,3,4,4,12,10,3,3,54,20,11,16,6,3,0,3,8,14,9,6,11,110,14,5,63,12,3,0,9,16,21,16,6,8,174,7,7,45,16,11,3,10,38,25,6,7,15,187,3,0,15,5,10,5,19,39,43,20,8,9,191,12,0,24,20,18,15,7,58,66,45,20,5,293,3,0,10,15,10,14,7,61,95,41,23,10,293,9,0,6,7,12,8,26,116,138,70,39,26,465,10,0,6,4,5,13,13,117,125,57,38,10,407,12,0
LGA17150,193,16,1289,22,0,3,7,16,12,51,221,220,150,146,16,865,8,0,0,6,7,10,9,59,72,74,102,3,357,31,9,23,36,53,41,121,317,221,122,104,48,1129,17,34,24,8,7,12,14,46,15,15,7,90,292,657,653,537,565,505,860,2450,4672,2377,1150,926,478,15828,23,3,18,6,8,6,10,35,31,9,20,29,200,8,10,9,8,3,0,5,12,6,8,6,8,94,46,33,88,30,17,17,10,35,19,3,18,21,337,37,22,237,53,15,21,29,51,30,10,3,17,543,56,17,218,101,44,42,73,111,51,22,9,33,775,20,3,46,47,40,39,82,154,88,49,21,31,622,29,5,40,69,45,36,112,256,120,43,36,31,816,36,0,24,22,31,50,133,355,167,90,45,22,976,42,3,17,20,26,48,157,526,290,117,89,29,1359,29,3,10,5,13,28,97,451,295,124,94,26,1178,44,0
LGA17200,1691,90,5342,33,3,5,14,13,25,73,315,767,951,1367,61,3617,24,0,9,12,6,9,21,87,266,524,1497,34,2480,68,46,61,61,35,67,141,287,500,631,1074,146,3129,97,131,44,49,19,18,99,155,138,99,242,247,1340,1882,2637,1452,1194,817,1720,3674,6581,7735,6545,9395,1592,45215,159,19,85,52,48,81,484,404,309,466,1023,162,3290,62,28,51,18,15,10,76,64,38,50,131,23,574,284,125,383,94,50,39,102,89,67,71,144,77,1512,118,105,977,143,64,58,129,102,71,53,120,80,2024,115,61,944,235,99,82,156,166,108,111,155,68,2290,62,22,175,132,72,113,217,210,143,109,196,66,1512,50,30,117,227,129,136,228,272,220,175,277,65,1921,69,11,99,73,117,140,326,396,308,261,433,68,2304,67,11,45,66,49,92,388,638,528,397,666,99,3035,49,3,20,36,28,71,239,556,603,536,714,79,2935,91,4
LGA17310,0,10,187,3,0,0,4,3,21,26,20,4,0,0,4,79,3,0,0,3,0,0,5,8,3,0,0,0,26,28,8,27,49,52,62,85,31,8,0,5,20,371,10,13,28,33,18,26,12,4,0,0,3,30,184,472,257,765,1197,766,1100,1011,339,38,7,39,229,6231,14,3,12,11,9,11,12,8,0,0,0,7,79,3,0,8,10,4,3,5,3,0,0,0,7,45,29,21,46,55,25,24,23,4,0,0,0,13,235,17,17,61,87,30,51,55,8,0,0,3,19,343,45,13,112,154,69,103,77,24,4,0,0,21,622,22,4,49,96,63,141,127,29,0,0,3,18,545,35,3,39,106,61,137,155,51,9,3,0,20,617,39,8,27,73,70,123,197,51,10,0,0,12,620,22,3,26,66,60,142,246,107,5,0,3,15,698,24,0,10,44,52,93,206,107,5,0,0,10,556,41,3
LGA17350,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,0,19,3,3,5,0,0,0,0,0,0,0,0,3,15,105,41,136,163,40,13,7,0,0,0,4,17,517,3,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,8,3,3,0,0,0,0,0,0,19,11,3,16,10,6,5,0,0,0,0,0,3,41,13,3,24,23,7,6,0,3,0,0,0,0,81,3,0,14,16,4,4,0,0,0,0,0,3,56,4,0,7,13,9,15,0,3,0,0,0,0,56,3,0,5,16,3,6,0,0,0,0,0,0,41,8,0,3,7,9,12,3,0,0,0,0,0,47,5,0,0,10,3,8,10,0,0,0,0,3,40,11,0
LGA17400,0,0,12,3,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,14,3,9,0,0,0,0,0,0,39,0,3,0,8,6,0,0,0,0,0,0,0,26,90,29,163,208,71,42,7,0,0,0,7,23,645,3,0,0,4,3,4,0,0,0,0,0,0,18,3,0,3,3,0,0,0,0,0,0,0,0,14,10,3,6,6,9,3,0,0,0,0,0,0,34,10,3,13,26,9,3,0,0,0,0,0,0,59,12,10,19,21,19,9,0,0,0,0,0,3,92,4,0,4,15,11,11,3,0,0,0,0,3,59,12,0,10,16,12,12,5,0,0,0,0,0,72,8,0,13,13,6,11,3,0,0,0,0,3,67,10,3,7,13,7,13,3,0,0,0,0,3,58,6,0,6,0,5,9,0,0,0,0,0,0,37,4,0
LGA17420,208,13,943,26,0,0,0,9,13,11,88,166,154,119,9,593,12,0,0,0,0,3,7,14,64,64,108,6,277,28,3,0,12,15,15,34,95,132,79,100,35,545,4,0,0,0,0,3,7,17,10,4,12,37,91,366,40,130,148,154,177,416,1457,1737,878,815,265,6588,9,0,0,0,0,4,4,10,30,26,30,16,126,10,3,3,0,0,0,0,0,11,8,3,3,40,13,3,8,5,7,0,0,3,12,13,9,13,82,5,3,18,3,6,4,7,8,11,13,14,8,102,28,0,13,19,5,12,10,15,22,31,17,6,183,16,0,8,11,17,12,14,36,45,42,21,21,228,20,0,8,12,6,7,22,46,67,50,34,8,283,15,0,3,7,0,9,18,58,97,79,47,8,342,15,0,8,6,0,14,28,65,152,130,77,11,511,19,0,3,3,0,6,16,59,139,151,82,14,495,33,0
LGA17550,17,9,233,0,0,3,0,0,3,8,50,30,15,17,0,134,0,0,0,0,0,3,3,9,8,3,7,0,32,17,4,22,25,25,47,159,195,65,16,25,29,634,23,35,25,24,14,22,39,36,12,6,6,64,299,438,373,641,779,589,1179,2456,2195,525,142,152,335,9816,3,0,7,3,6,16,22,19,10,0,0,15,107,3,0,5,6,8,6,18,14,8,0,0,5,72,28,9,53,37,12,27,32,27,8,3,4,19,256,20,9,137,87,35,51,78,44,6,3,3,25,500,49,9,145,136,83,144,179,105,28,6,3,33,913,26,5,36,75,62,152,229,176,43,3,9,29,844,32,9,36,76,67,93,268,239,68,11,4,21,920,42,0,26,31,40,89,241,277,71,8,14,25,868,32,0,21,37,31,72,283,358,120,24,15,21,1007,13,0,9,22,25,34,200,333,121,34,21,18,820,28,3
LGA17620,0,0,82,9,0,3,0,11,5,7,10,0,0,0,0,42,3,0,0,0,0,0,7,3,0,0,0,0,13,10,0,9,13,6,17,15,10,0,0,0,13,100,11,0,18,4,3,3,0,0,0,0,0,12,55,330,59,219,272,176,182,164,71,4,6,12,111,1609,4,0,0,5,0,3,6,0,0,0,0,0,13,0,0,0,4,0,3,0,0,0,0,0,0,11,3,4,10,11,6,6,3,0,0,0,0,6,45,9,3,12,25,5,14,9,0,0,0,0,4,73,18,8,22,30,13,19,8,0,0,0,0,3,131,3,3,3,29,13,25,19,0,0,0,0,4,99,19,0,16,26,29,40,19,0,0,0,0,3,153,23,0,10,17,14,31,20,10,0,0,0,10,128,18,0,6,12,20,27,35,5,0,0,0,3,144,19,0,7,14,19,26,31,11,0,0,0,4,143,41,0
LGA17640,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,5,3,3,0,0,0,0,0,29,4,0,3,3,0,3,0,0,0,0,0,6,23,139,25,64,95,60,37,24,4,9,0,9,29,495,3,0,3,0,0,3,0,0,0,0,0,3,14,0,0,4,0,0,0,0,0,0,0,0,0,8,5,0,4,5,3,3,4,0,0,0,0,3,24,7,4,10,7,0,0,0,0,0,0,0,3,33,20,5,15,12,9,5,0,0,0,0,0,0,62,7,0,3,9,4,13,6,0,0,0,0,0,41,10,3,0,3,10,9,10,3,0,0,0,0,45,10,0,0,7,9,11,6,0,0,0,0,0,44,12,0,0,0,5,15,4,0,0,0,0,3,42,10,0,4,0,12,6,5,0,0,0,0,0,34,13,0
LGA17650,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,3,5,3,3,0,0,0,3,35,0,0,3,3,3,0,0,0,0,3,0,0,10,101,15,89,106,45,43,29,14,0,4,3,18,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,0,3,3,3,3,5,0,0,0,0,0,28,3,0,3,10,0,3,0,0,0,0,0,3,30,8,0,10,24,11,8,5,3,0,0,0,0,62,6,0,4,7,4,8,5,0,0,0,0,3,35,14,3,7,5,5,15,4,0,0,0,0,3,55,9,0,5,6,3,11,15,0,0,0,0,3,46,3,0,0,3,4,3,7,0,0,0,0,0,33,12,0,7,9,3,9,13,4,0,0,0,5,57,9,0
LGA17750,3,9,245,9,0,3,9,13,8,30,35,18,0,0,6,139,0,0,3,4,0,5,9,15,7,3,0,3,48,20,9,34,65,66,68,121,66,12,3,3,31,489,21,15,33,33,15,18,10,4,3,0,3,38,191,433,345,717,1202,785,1257,1337,623,133,28,44,264,7174,14,0,10,6,5,5,16,5,0,0,3,8,75,11,4,7,22,3,3,9,0,0,0,0,3,68,31,30,76,64,28,29,30,10,3,0,0,9,296,13,11,135,113,27,38,26,11,0,0,0,6,375,28,17,131,147,42,91,71,25,0,0,0,15,563,18,10,43,122,62,102,128,31,3,0,0,18,525,20,7,40,147,75,129,186,49,4,3,0,17,681,28,4,33,91,77,160,204,73,12,0,5,9,704,17,6,20,74,77,157,286,84,8,0,0,10,746,18,3,5,65,57,135,258,136,14,3,3,11,711,16,0
LGA17850,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,10,0,0,0,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,0,0,3,6,110,17,86,61,22,3,0,0,0,0,3,21,321,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,0,0,0,12,8,0,7,4,0,0,0,0,0,0,0,0,17,3,0,4,4,0,0,0,0,0,0,0,0,14,7,0,3,11,0,0,0,0,0,0,0,0,21,5,0,9,4,3,7,0,0,0,0,0,0,23,8,0,10,6,3,3,0,0,0,0,0,6,32,9,0,3,6,3,0,0,0,0,0,0,3,28,7,0,7,8,4,3,0,0,0,0,0,6,36,11,4,0,7,5,3,0,0,0,0,0,4,26,15,0
LGA17900,0,3,42,18,0,0,3,3,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,6,13,7,26,8,0,0,0,0,0,0,0,7,59,4,0,15,5,0,0,0,4,0,0,0,6,43,347,76,254,142,29,18,0,9,3,0,3,80,959,4,0,3,3,0,0,0,0,0,0,0,4,16,0,0,4,3,0,0,0,0,0,0,0,0,14,18,0,9,10,3,0,0,0,0,0,0,0,42,10,0,14,25,6,3,0,0,0,0,0,3,60,23,8,30,19,6,7,0,0,0,0,0,7,102,7,0,4,24,12,4,0,0,0,0,0,8,60,14,5,14,30,9,3,3,0,0,0,0,9,86,18,3,12,22,13,9,0,0,0,0,0,0,77,22,0,6,31,13,0,4,0,0,0,0,12,90,27,3,6,16,7,4,3,0,0,0,0,6,73,38,3
LGA17950,0,0,10,3,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,3,0,0,0,0,0,0,0,6,25,3,0,11,0,0,0,0,0,0,0,0,3,12,109,42,139,47,10,3,0,0,0,0,3,27,370,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,8,0,0,3,0,0,0,0,0,0,23,0,0,5,4,0,0,0,0,0,0,0,0,16,4,0,3,10,0,0,0,0,0,0,0,0,24,3,0,7,7,0,0,0,0,0,0,0,0,22,8,0,3,11,0,0,0,0,0,0,0,0,24,8,0,3,9,0,0,0,0,0,0,0,3,24,4,0,8,5,5,3,0,0,0,0,0,0,23,3,0,3,3,3,0,0,0,0,0,0,3,21,9,3
LGA18020,0,0,15,3,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,13,17,0,0,0,0,0,0,0,3,52,12,0,12,0,0,0,0,0,0,3,0,6,35,242,60,282,227,25,16,4,4,0,3,3,52,928,0,0,3,0,3,0,0,0,0,0,0,4,13,4,0,0,3,0,0,0,0,0,0,0,0,9,7,6,3,12,3,0,0,0,0,0,0,3,36,3,3,19,22,4,3,0,0,0,0,0,5,59,23,4,43,46,3,5,0,0,0,0,0,4,126,19,0,17,28,9,3,0,0,0,0,0,3,82,13,0,20,24,18,7,0,0,0,0,0,7,96,18,4,9,25,16,9,0,0,0,0,0,6,93,14,3,9,24,20,7,0,0,0,0,3,3,77,11,0,9,15,12,8,4,0,0,0,0,4,76,15,3
LGA18050,579,26,1605,13,0,3,3,6,8,31,110,273,299,492,21,1240,5,0,0,0,0,3,7,29,103,168,653,18,988,24,3,0,12,9,16,44,134,260,197,410,46,1153,18,19,10,4,6,3,30,31,30,34,58,63,313,361,209,160,127,125,318,855,2067,2492,1793,3007,384,11891,14,0,11,3,6,3,12,18,22,12,49,31,169,7,0,3,0,3,0,4,3,9,3,14,10,50,20,8,40,5,0,5,8,15,16,11,20,8,156,18,0,77,12,9,0,15,26,19,14,18,13,210,19,7,65,36,16,14,28,35,21,25,28,10,308,17,0,19,22,3,21,24,66,51,28,31,10,287,27,4,12,13,8,11,29,67,68,53,66,16,368,16,3,4,5,7,13,41,112,95,79,101,7,488,21,0,9,0,3,9,35,141,130,118,165,17,652,19,0,0,10,3,3,31,130,131,137,180,22,658,25,0
LGA18100,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,11,3,3,4,3,0,0,0,0,0,0,0,0,16,86,36,102,59,10,4,0,0,0,0,3,11,318,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,0,0,0,0,11,7,0,10,4,0,0,0,0,0,0,0,5,24,16,4,17,3,10,0,0,0,0,0,0,0,55,6,0,6,11,3,3,0,0,0,0,0,0,31,6,0,9,8,7,3,0,0,0,0,0,3,43,5,0,5,7,3,0,0,0,0,0,0,0,14,3,0,0,9,3,0,0,0,0,0,0,0,20,8,0,0,4,5,3,0,0,0,0,0,0,20,0,0
LGA18200,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,11,0,4,3,3,0,0,0,3,41,4,3,6,3,4,0,0,0,0,0,0,3,26,143,27,157,201,45,45,16,15,3,3,3,24,667,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,0,0,0,9,5,0,6,11,3,0,0,0,0,0,0,0,29,3,0,5,25,3,4,0,0,0,0,0,3,51,6,3,16,24,3,6,5,0,0,0,0,0,67,9,0,9,23,15,3,0,0,0,0,0,0,54,11,0,8,19,9,4,3,0,0,0,0,4,60,17,3,18,22,9,7,5,0,0,0,0,4,84,11,0,10,13,4,9,0,0,0,0,4,3,51,5,0,5,9,6,10,3,3,0,0,0,0,40,15,5
LGA18230,0,0,129,3,0,0,3,4,13,20,19,0,0,0,0,65,3,0,0,4,3,3,8,11,0,0,0,0,38,16,11,54,65,44,76,62,31,0,0,0,18,378,20,18,41,26,14,10,10,3,0,0,0,31,170,389,315,946,1078,611,876,505,212,19,8,34,199,5202,4,0,7,10,3,9,6,4,0,0,0,8,58,6,0,6,8,4,3,10,0,0,0,0,6,47,28,13,45,34,20,17,18,7,0,0,0,4,180,13,9,109,57,29,20,21,3,0,0,3,4,270,31,15,126,106,40,59,46,15,0,0,3,18,456,16,5,38,86,57,71,90,31,0,0,7,10,404,18,5,38,117,73,95,111,37,0,0,0,15,509,21,3,29,61,64,124,125,45,9,0,5,15,499,19,4,22,70,63,115,163,85,5,0,8,15,564,21,0,16,61,43,97,160,89,11,4,0,17,527,22,0
LGA18250,468,26,1385,20,0,0,0,4,8,8,93,245,171,285,9,847,7,0,0,0,0,4,4,31,111,102,285,14,552,19,0,7,11,5,5,14,69,158,99,178,31,592,9,8,3,4,3,6,0,14,28,17,47,50,199,345,164,138,120,88,138,326,1550,2365,1203,1957,305,8687,24,0,7,7,6,3,7,25,44,94,122,25,353,9,3,6,0,0,0,5,0,15,16,24,3,81,18,9,19,10,4,3,10,11,12,22,30,7,151,15,5,61,12,9,0,6,9,18,16,16,7,180,25,4,62,17,7,4,9,18,44,30,33,16,265,11,0,8,21,7,5,11,31,51,30,38,10,225,14,6,9,16,12,10,23,38,55,60,63,13,320,15,0,0,4,6,10,16,51,94,66,79,13,354,23,0,3,5,0,8,27,74,143,130,112,14,537,17,0,0,9,8,9,21,95,162,138,130,17,608,36,0
LGA18350,12,7,133,8,3,0,4,0,5,13,22,18,11,11,3,94,3,0,0,0,0,0,3,3,9,4,4,0,23,18,0,7,15,11,30,57,45,20,8,5,13,230,8,3,6,23,7,7,11,3,0,4,3,17,93,284,37,270,437,277,583,718,544,186,72,67,137,3614,3,0,0,6,0,3,4,6,4,5,7,5,48,0,0,0,6,5,7,0,5,0,0,0,4,29,9,0,6,17,9,0,7,14,7,3,0,7,83,11,3,9,51,13,10,17,8,3,0,3,15,154,23,4,19,63,31,25,34,36,10,0,0,6,258,15,0,8,23,29,51,59,46,7,3,5,6,249,21,0,10,14,29,32,61,69,21,3,3,9,270,13,3,11,7,21,28,63,87,22,7,3,11,286,23,3,7,12,13,25,72,101,42,17,3,14,329,17,0,0,6,17,25,64,110,43,12,7,7,312,28,0
LGA18400,3,5,98,6,0,5,0,3,9,11,8,11,7,6,0,63,3,0,0,0,0,0,0,5,3,0,0,0,22,17,0,3,10,12,16,30,38,19,4,9,12,175,4,0,0,10,6,6,14,3,3,0,0,17,56,242,25,118,185,173,368,501,350,129,51,47,111,2294,0,0,0,3,0,0,7,3,0,0,3,4,26,3,0,0,0,0,0,3,3,0,0,0,0,13,3,4,3,7,0,3,3,8,5,0,3,6,42,10,0,4,32,3,5,16,14,5,0,0,4,86,12,5,9,33,17,10,18,22,8,4,3,5,150,6,0,4,20,16,10,27,27,12,3,0,6,130,7,0,5,14,10,21,31,60,17,0,3,9,187,11,0,3,8,10,9,51,62,24,3,0,12,193,16,0,0,8,8,18,33,102,24,12,4,3,222,12,0,3,4,5,11,33,63,36,11,5,7,200,22,0
LGA18450,30,16,838,13,0,3,12,9,33,76,120,96,38,19,7,435,9,0,0,7,8,9,17,37,44,22,17,3,169,46,22,88,111,79,152,288,254,123,43,25,67,1286,55,101,66,70,39,58,65,40,18,7,12,168,695,1237,1921,1937,2524,1624,2970,4176,2925,1036,357,279,794,21786,27,3,46,55,22,37,78,87,60,31,27,34,510,30,15,36,35,15,21,27,29,21,7,3,22,264,172,81,265,101,53,69,95,80,35,8,8,34,1004,55,52,731,152,79,103,110,86,27,7,8,57,1473,91,46,689,275,180,236,280,203,48,15,15,80,2149,42,16,173,221,127,223,307,279,83,18,16,49,1548,51,19,146,312,175,261,362,347,113,25,15,34,1847,36,8,78,122,149,240,428,465,141,40,23,29,1749,45,10,58,98,108,215,502,603,224,70,31,43,2015,31,7,15,66,52,127,404,619,252,60,22,38,1697,52,0
LGA18500,604,23,1304,29,0,0,0,3,7,19,61,158,187,447,22,925,13,0,4,0,3,3,8,21,67,140,637,23,919,22,0,0,3,3,3,18,55,110,105,367,38,729,10,0,0,0,0,5,9,17,10,9,29,36,126,324,39,72,66,98,233,508,1107,1324,1135,2759,261,7938,8,0,0,0,0,0,3,13,8,11,49,9,112,3,0,3,0,0,0,0,7,3,4,10,3,39,10,0,0,0,0,0,0,13,5,7,10,6,60,7,3,18,3,3,3,13,8,11,12,23,0,111,23,0,10,7,6,7,10,20,23,12,26,13,167,16,0,3,13,12,8,23,34,19,20,41,6,194,18,0,5,5,5,10,18,40,29,30,42,10,206,20,0,3,3,11,7,32,59,59,51,56,8,309,16,0,6,4,0,7,52,84,78,88,112,9,459,9,0,3,0,0,5,29,88,80,88,123,11,434,34,0
LGA18710,0,3,60,7,0,0,0,3,6,8,12,14,3,4,0,50,0,0,0,0,0,0,0,3,3,4,0,3,20,3,0,3,3,7,11,9,9,5,0,0,4,65,0,0,0,0,0,0,0,0,0,0,0,3,10,158,10,83,108,84,131,180,123,57,13,8,47,1009,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,4,3,0,0,0,0,0,3,19,3,5,4,7,0,3,7,0,0,0,0,0,42,14,6,0,17,4,9,20,0,0,0,0,4,78,3,4,0,9,6,12,13,9,3,0,0,3,64,8,0,0,5,11,7,24,15,0,0,0,3,79,10,0,0,13,4,4,19,17,3,0,0,3,67,7,0,4,8,9,16,25,21,3,0,0,3,99,13,0,5,5,10,11,21,19,0,3,0,3,82,14,0
