CED_CODE_2016,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
CED131,167,4050,287,4501,311,6122,363,6801,721,10468,764,11952,954,8257,585,9795,1346,7566,704,9619,1457,6720,678,8862,802,4679,588,6069,337,2297,496,3133,122,836,358,1316,6220,50994,4822,62033,233,3825,247,4310,407,5993,365,6765,1025,9888,591,11502,1503,8142,475,10121,2105,7291,544,9942,2303,6280,577,9162,1109,4780,578,6464,378,2949,740,4070,94,1614,941,2647,9159,50756,5047,64966,404,7876,528,8805,722,12113,728,13563,1748,20353,1355,23451,2458,16400,1054,19916,3459,14857,1240,19552,3763,13006,1254,18016,1910,9460,1166,12538,716,5248,1237,7197,218,2447,1295,3958,15378,101750,9872,127000
CED132,181,3869,224,4274,166,3721,296,4183,553,12220,1135,13909,837,11371,880,13084,1168,8330,634,10135,1171,6180,533,7883,760,4838,439,6044,282,2405,247,2941,108,1051,133,1288,5225,53989,4527,63743,144,3010,203,3361,209,4113,345,4663,810,13345,1191,15345,1347,11781,877,14008,1814,8580,622,11017,1915,6489,557,8953,1182,5172,486,6833,441,2929,358,3729,121,2025,313,2459,7988,57441,4951,70382,327,6881,428,7635,377,7833,642,8855,1366,25569,2323,29260,2185,23149,1761,27089,2986,16911,1254,21153,3080,12663,1089,16834,1945,10012,928,12884,728,5332,609,6673,226,3078,452,3750,13215,111431,9479,134124
CED133,249,4024,717,4986,257,3039,440,3728,611,5629,763,7007,914,6548,840,8307,1405,8033,1029,10470,1884,9457,1250,12586,1111,7887,1095,10100,517,3641,835,4996,143,1202,317,1665,7086,49477,7283,63841,301,3874,610,4790,289,2929,322,3545,1016,5703,651,7369,1563,6786,784,9131,2317,8014,934,11271,2968,8695,1129,12797,1524,7213,1065,9797,612,4007,988,5608,98,2236,499,2833,10692,49455,6992,67136,549,7904,1326,9777,548,5969,764,7277,1622,11329,1421,14375,2475,13337,1620,17437,3724,16051,1967,21741,4852,18155,2376,25385,2642,15101,2158,19895,1127,7647,1825,10599,240,3437,821,4499,17781,98931,14273,130979
CED134,206,3562,743,4515,233,3505,560,4305,613,7256,1077,8946,840,6646,1025,8511,1179,7629,1223,10031,1319,7839,1305,10460,759,6086,1217,8064,362,3070,809,4247,110,892,304,1300,5624,46493,8255,60377,230,3334,653,4215,311,3505,466,4279,1086,7653,1034,9769,1339,6564,928,8831,1916,7138,1134,10189,2039,6803,1136,9969,1053,5469,1114,7639,458,3451,967,4871,88,1671,468,2228,8520,45579,7895,61996,435,6901,1392,8727,547,7010,1028,8586,1699,14910,2108,18720,2178,13213,1949,17344,3100,14764,2354,20224,3356,14638,2445,20434,1813,11558,2327,15701,817,6523,1771,9117,198,2563,775,3535,14142,92077,16153,122377
CED135,268,4187,455,4915,361,5933,609,6904,1255,17517,1800,20570,1372,13012,1307,15695,1172,8221,802,10195,1081,6582,702,8361,575,4235,479,5289,292,2282,343,2914,63,787,185,1034,6442,62754,6679,75881,241,3769,337,4351,400,5004,468,5872,1846,16917,1699,20470,1981,10675,995,13647,1806,7890,774,10467,1723,6456,655,8838,867,4275,516,5653,335,2671,429,3438,48,1345,318,1708,9244,59004,6199,74448,509,7957,798,9264,762,10935,1073,12775,3102,34435,3502,41038,3354,23687,2303,29341,2977,16113,1579,20671,2805,13041,1357,17198,1443,8513,992,10944,630,4949,777,6357,113,2136,501,2743,15689,121760,12877,150329
CED136,212,4210,460,4879,251,3871,369,4493,633,7831,693,9159,1006,7668,707,9385,1233,7722,753,9704,1346,7274,770,9389,1030,6405,846,8274,439,2896,670,4013,94,799,242,1134,6252,48677,5500,60428,268,3941,397,4604,350,3911,309,4570,1253,7854,655,9761,1675,7349,565,9590,2058,7442,668,10168,2312,7057,756,10119,1380,6396,970,8743,443,3364,823,4627,75,1551,427,2056,9802,48865,5570,64233,479,8144,855,9483,604,7785,675,9056,1885,15690,1351,18921,2678,15019,1275,18972,3288,15166,1424,19874,3654,14332,1524,19513,2402,12801,1812,17015,886,6261,1494,8638,172,2348,667,3193,16049,97541,11072,124668
CED137,213,3820,372,4410,333,6893,924,8147,932,17314,2340,20579,1097,10876,1393,13363,1303,8138,910,10354,1262,6690,663,8621,717,4486,486,5687,323,2606,295,3220,112,1092,156,1351,6285,61920,7532,75739,218,3962,306,4490,351,6781,656,7792,1195,16628,1762,19585,1610,10479,1027,13114,2170,8497,789,11456,1968,6851,637,9453,1079,4637,484,6195,471,3088,381,3938,94,1944,257,2296,9148,62874,6294,78308,428,7781,677,8898,681,13672,1581,15934,2118,33940,4097,40163,2700,21358,2423,26475,3475,16638,1700,21809,3230,13546,1303,18076,1791,9120,967,11880,793,5693,672,7162,205,3035,407,3644,15428,124787,13830,154050
CED138,177,3487,548,4211,155,2742,343,3238,449,5663,738,6847,749,6891,830,8464,1092,7733,998,9824,1564,8521,1193,11275,1039,7442,1114,9600,491,3748,858,5099,162,1483,533,2173,5876,47718,7151,60746,181,3313,504,4000,198,2567,302,3058,747,5997,670,7423,1382,7351,828,9558,2036,8059,1005,11099,2693,8556,1175,12426,1500,7136,1132,9761,563,4305,1144,6017,104,2345,935,3391,9410,49626,7703,66735,359,6799,1057,8212,351,5309,641,6301,1194,11665,1410,14273,2134,14241,1660,18028,3128,15794,2007,20930,4258,17076,2370,23705,2541,14575,2249,19363,1056,8055,2000,11113,265,3829,1472,5565,15287,97337,14855,127476
CED139,215,4230,683,5133,257,4012,543,4810,588,7129,978,8697,877,6876,982,8732,1172,7526,1026,9717,1357,7637,1092,10080,915,6320,1056,8292,442,3217,794,4446,118,1105,310,1535,5930,48045,7461,61443,283,4011,585,4886,355,3991,360,4707,1010,7233,659,8904,1499,6674,657,8835,1934,7214,827,9977,2256,6922,894,10065,1294,5913,1037,8245,521,3809,998,5333,91,2046,562,2703,9249,47816,6591,63652,502,8243,1274,10014,608,8003,901,9515,1593,14362,1646,17599,2375,13545,1640,17561,3104,14738,1848,19692,3606,14561,1983,20150,2209,12234,2095,16545,965,7022,1793,9775,209,3151,879,4237,15180,95864,14054,125092
CED140,183,3657,394,4235,199,3442,259,3908,490,6402,515,7410,824,7094,574,8498,1148,7641,600,9390,1358,7108,634,9097,922,6247,692,7858,456,3244,531,4226,171,1291,326,1786,5749,46128,4523,56400,200,3609,332,4141,216,3121,257,3591,788,6365,447,7600,1320,7120,518,8962,1936,7649,579,10172,2320,7156,597,10077,1395,6536,757,8694,548,3974,876,5400,140,2125,697,2960,8868,47668,5064,61599,380,7273,732,8376,417,6565,515,7499,1285,12763,962,15008,2147,14217,1094,17459,3088,15291,1179,19553,3674,14269,1230,19177,2316,12789,1448,16549,1005,7215,1402,9626,308,3417,1022,4747,14616,93793,9583,117999
CED141,209,4110,305,4625,221,3677,235,4141,550,6631,392,7581,792,6976,462,8222,1265,7619,544,9430,1521,7104,541,9165,1078,6116,622,7818,523,3420,560,4500,131,1028,297,1463,6294,46688,3953,56937,196,3796,267,4255,304,3350,210,3869,912,6651,391,7956,1403,6972,396,8773,2165,7330,496,9997,2476,6870,548,9887,1517,6621,717,8857,540,3997,777,5316,106,1749,519,2373,9616,47341,4320,61273,404,7905,570,8882,528,7030,442,8006,1467,13285,780,15533,2194,13947,858,17000,3426,14955,1042,19421,3992,13972,1088,19055,2596,12739,1339,16678,1067,7413,1336,9814,239,2785,818,3838,15909,94030,8277,118216
CED142,143,3029,580,3752,347,10705,2044,13100,1037,28319,4895,34256,967,14772,2477,18214,1088,8933,1705,11727,911,5926,1203,8038,488,3718,811,5012,161,1565,401,2128,47,428,123,599,5188,77408,14240,96831,142,3825,587,4554,429,12896,1858,15181,1225,26960,3989,32168,1093,11402,1644,14139,1221,6449,1071,8744,1208,4968,922,7099,620,3348,639,4599,187,1694,420,2301,26,626,203,856,6150,72155,11335,89643,286,6856,1164,8310,774,23605,3900,28283,2261,55280,8883,66424,2060,26173,4117,32353,2308,15384,2775,20469,2124,10898,2123,15144,1104,7067,1448,9616,348,3260,827,4433,74,1053,327,1456,11338,149565,25571,186472
CED143,99,3421,300,3815,154,3078,281,3509,367,8762,850,9983,680,10202,853,11731,1071,8593,676,10334,1131,5861,528,7526,673,4553,430,5660,301,2289,305,2890,114,942,242,1299,4580,47705,4455,56742,109,3340,244,3696,160,3054,254,3476,555,9969,858,11385,1168,10533,808,12514,1788,8666,656,11111,1775,5736,555,8058,1063,4894,494,6449,414,2810,429,3649,120,1606,513,2238,7161,50607,4806,62578,206,6760,545,7518,319,6129,536,6981,923,18729,1704,21365,1849,20737,1661,24241,2860,17255,1331,21450,2906,11602,1079,15582,1737,9450,924,12107,712,5099,730,6545,236,2552,755,3536,11745,98314,9262,119324
CED144,287,4807,530,5622,421,5802,523,6744,1064,12717,1299,15081,1375,9799,950,12130,1441,8448,868,10752,1095,6933,612,8639,621,4637,503,5765,367,2695,354,3415,118,1031,168,1317,6793,56868,5803,69464,339,4475,453,5266,536,5274,508,6313,1653,11659,1097,14407,2005,8998,874,11874,2287,8097,811,11195,1782,6576,654,9013,888,4424,554,5862,439,3188,452,4079,75,1774,272,2117,10004,54457,5668,70134,629,9279,985,10896,954,11073,1031,13064,2720,24377,2400,29494,3378,18795,1825,24001,3732,16542,1674,21946,2880,13510,1260,17647,1513,9058,1054,11626,804,5886,802,7494,195,2807,435,3434,16800,111324,11470,139594
CED145,97,2475,299,2875,140,3119,433,3690,472,11970,1796,14238,750,9947,1250,11945,947,7230,952,9128,1031,5019,686,6733,620,4282,649,5542,264,2171,457,2891,129,1027,266,1427,4445,47242,6783,58467,119,2518,260,2893,159,3640,480,4282,676,13945,1998,16623,1080,9962,1221,12260,1652,6810,885,9343,1618,4933,737,7284,1029,4448,730,6206,404,2647,657,3708,89,1853,549,2492,6830,50750,7516,65092,219,4997,566,5772,300,6756,916,7972,1151,25910,3795,30859,1830,19904,2466,24204,2604,14038,1832,18477,2650,9953,1421,14023,1645,8725,1378,11753,664,4817,1117,6598,220,2887,817,3919,11274,97988,14296,123563
CED146,335,5846,688,6870,421,5287,515,6219,895,9384,923,11203,1292,9387,848,11525,1451,9140,898,11487,1055,7199,690,8950,554,4042,516,5109,258,1694,365,2308,31,474,128,641,6292,52449,5568,64307,411,5320,598,6334,539,5157,454,6147,1617,9768,886,12269,2194,9556,906,12655,2255,8614,845,11725,1735,6671,739,9143,759,3875,595,5233,238,2125,476,2842,48,825,286,1156,9810,51922,5783,67510,749,11164,1287,13198,962,10446,963,12370,2514,19154,1811,23480,3481,18947,1750,24179,3706,17758,1742,23207,2791,13871,1427,18094,1317,7916,1108,10341,494,3822,840,5151,80,1301,414,1801,16101,104371,11344,131818
CED147,240,4372,464,5074,225,3813,272,4305,580,6970,543,8092,915,7309,601,8823,1345,7645,692,9682,1478,7073,619,9173,1066,6197,733,7999,518,3330,666,4507,126,1008,267,1400,6500,47707,4850,59060,268,4338,428,5026,359,3562,253,4167,1069,7025,453,8545,1692,7279,529,9500,2333,7517,623,10470,2425,7003,678,10111,1378,6526,857,8767,544,3983,803,5331,99,1692,455,2240,10156,48932,5070,64155,499,8710,891,10102,578,7376,521,8474,1651,13996,992,16638,2613,14588,1124,18323,3678,15159,1309,20148,3907,14074,1302,19278,2445,12728,1595,16766,1062,7314,1466,9841,222,2704,718,3641,16657,96635,9922,123212
CED194,8,198,78,285,31,544,171,746,74,1032,507,1615,76,690,505,1269,98,588,466,1148,85,582,323,986,57,477,186,719,8,103,47,162,0,18,17,32,433,4229,2297,6958,17,164,54,232,31,450,135,615,72,734,292,1091,64,375,192,629,100,365,180,646,114,466,149,732,58,316,100,477,6,72,40,120,3,31,15,48,457,2981,1146,4590,26,358,130,517,58,1002,303,1358,138,1765,799,2703,134,1069,695,1900,193,956,647,1798,203,1046,468,1722,121,797,282,1196,14,176,89,282,3,47,25,78,888,7214,3448,11545
CED197,0,5,0,3,0,3,0,9,0,8,0,11,0,8,4,18,3,18,0,25,5,14,4,22,0,38,5,48,0,9,9,16,0,3,0,3,12,105,33,157,0,7,0,7,3,0,0,4,3,13,5,24,0,12,3,14,0,19,9,31,11,33,9,53,6,43,14,60,0,11,12,24,0,3,0,7,28,137,54,220,0,12,0,12,0,4,0,9,3,23,7,32,3,21,8,34,6,39,7,50,13,45,18,74,10,73,22,108,0,25,20,42,0,9,0,10,40,247,91,374
