CED_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
CED134,203,435,764,646,797,908,1362,1196,556,6867,155,643,1155,945,986,877,692,378,211,6042,93,562,1094,931,1028,884,475,215,89,5369,44,403,980,902,1026,865,327,139,78,4761,11,291,920,717,957,718,251,97,45,4011,9,115,679,520,508,406,88,43,22,2391,0,34,447,429,493,343,82,19,9,1856,0,6,242,333,361,294,64,9,9,1320,0,14,205,321,365,275,57,28,8,1277,12,15,55,131,166,135,61,35,22,619,651,511,1053,934,1176,1145,1105,996,595,8173,4215,4279,9769,8831,10189,9969,7639,4871,2228,61996,3194,431,794,693,879,1292,585,240,84,8201,1608,357,394,346,421,523,366,148,38,4201,817,939,1187,1094,1320,1661,1464,730,207,9417,373,584,974,1041,1249,1892,3363,2280,693,12448,459,704,1115,1029,1378,1728,2556,1950,801,11725,392,1104,1607,1370,1555,1557,1434,748,308,10064,236,1135,1933,1574,1821,1712,1046,443,170,10073,124,947,2052,1716,2084,1892,805,294,132,10039
CED135,99,476,1061,712,662,669,926,782,592,5974,77,461,1300,967,805,596,470,262,142,5077,53,486,1634,1059,880,604,296,116,39,5173,29,528,1980,1204,943,627,215,82,26,5639,11,398,2082,1243,953,653,168,67,26,5598,3,159,1514,937,678,358,97,21,8,3770,0,56,1105,795,556,316,57,6,11,2903,3,10,621,522,404,242,43,4,4,1850,3,9,600,741,471,226,40,15,3,2111,0,9,103,188,150,84,31,13,7,583,336,458,1654,992,767,651,518,409,333,6118,4351,5872,20470,13647,10467,8838,5653,3438,1708,74448,4918,2329,5336,2827,1726,2289,1235,530,131,21324,1675,946,783,640,532,624,413,200,46,5855,812,1394,1942,1430,1361,1517,1163,766,221,10609,368,1111,1763,1155,1252,1581,2203,1620,524,11571,258,1166,1933,1204,1185,1198,1588,1268,830,10634,191,1046,2371,1649,1386,1123,857,502,214,9349,116,1078,3299,2071,1639,1159,629,267,94,10356,72,1114,4454,2767,1935,1367,527,190,59,12488
CED136,182,511,838,814,871,1047,1829,1250,633,7968,162,681,1207,1109,1129,977,898,450,235,6845,74,693,1266,1092,1191,840,524,259,67,6003,24,444,1156,1016,1087,842,342,137,52,5091,17,259,963,907,974,654,225,81,39,4119,3,69,549,537,590,337,85,25,10,2211,0,26,336,440,424,314,56,16,13,1626,0,3,149,270,271,190,39,16,4,941,0,6,133,269,303,174,42,15,4,952,3,11,34,90,96,81,42,19,11,386,391,302,683,576,663,745,894,749,476,5479,4604,4570,9761,9590,10168,10119,8743,4627,2056,64233,3784,576,929,878,974,1553,558,169,84,9506,2217,461,403,471,461,646,422,106,27,5216,1021,1106,1183,1067,1057,1710,1676,682,178,9668,488,742,1021,1076,1315,2071,4160,2252,571,13696,422,840,1181,1176,1326,1705,3135,1965,872,12612,372,1130,1616,1482,1545,1578,1814,882,338,10757,205,1281,1990,1696,1810,1523,1108,570,136,10318,73,1021,2397,1927,2043,1750,844,295,98,10442
CED137,99,583,858,484,599,540,850,793,636,5445,72,570,1196,791,816,658,540,312,221,5174,45,576,1465,813,805,652,402,205,102,5057,30,557,1912,911,894,719,358,153,78,5620,17,530,2329,1164,1025,760,321,99,56,6299,3,206,1729,899,802,520,200,44,22,4431,6,85,1418,940,770,518,147,44,25,3953,0,18,825,761,610,375,112,32,16,2747,3,25,1071,1376,971,550,133,44,18,4186,3,9,264,839,737,332,103,48,33,2359,317,650,1718,1022,795,645,508,415,384,6457,4490,7792,19585,13114,11456,9453,6195,3938,2296,78308,4979,4156,4591,2087,1616,2099,1047,587,260,21415,1521,922,640,485,399,493,409,238,90,5191,714,1365,1160,783,811,1097,1046,838,334,8156,328,1203,1382,788,874,1112,1834,1615,621,9757,229,1219,1690,804,965,970,1390,1221,869,9360,180,1175,2221,1269,1263,1143,953,555,323,9082,106,1190,2910,1493,1388,1153,738,377,163,9513,71,1184,3957,1897,1727,1405,754,289,121,11395
CED138,136,350,687,814,1024,1368,2021,1498,775,8673,105,495,1000,1164,1310,1338,1184,635,403,7623,47,433,873,1077,1286,1186,681,337,155,6066,9,258,772,990,1147,1060,426,184,107,4944,12,114,681,867,998,861,314,139,67,4056,0,32,403,500,581,487,110,47,30,2187,0,13,230,451,511,417,129,44,23,1819,0,5,98,274,348,281,57,25,10,1090,0,3,88,245,335,274,91,28,4,1081,4,8,51,115,160,125,68,39,27,587,508,299,662,845,994,1201,1064,990,1066,7621,4000,3058,7423,9558,11099,12426,9761,6017,3391,66735,3093,376,651,726,775,1266,552,238,110,7792,2083,363,344,399,423,707,454,167,61,4995,780,760,997,1007,1164,1870,1569,818,275,9243,387,557,882,1078,1453,2368,4074,2759,897,14447,340,695,1049,1235,1681,2447,3568,2371,1163,14551,281,961,1509,1687,1943,2244,2258,1208,594,12695,106,903,1625,1784,2093,2175,1404,679,291,11044,48,594,1745,1980,2237,2245,1038,404,195,10486
CED139,233,467,706,713,856,964,1493,1344,796,7573,199,670,1093,1035,1014,982,901,509,302,6702,113,710,1114,988,1177,905,542,257,124,5930,50,417,989,903,1151,872,338,138,110,4975,14,291,868,785,901,760,260,127,62,4058,3,117,604,544,590,438,122,51,11,2480,4,39,401,455,460,335,85,36,14,1831,0,9,191,351,349,275,59,26,12,1269,0,0,168,343,355,255,58,27,9,1218,7,12,46,133,162,133,84,35,17,622,595,382,681,685,818,930,990,887,580,6550,4886,4707,8904,8835,9977,10065,8245,5333,2703,63652,3680,513,686,643,776,1227,564,223,130,8438,2071,446,364,336,395,563,407,164,60,4814,886,1138,1097,961,1051,1529,1497,803,222,9188,496,663,916,913,1242,1888,3601,2443,803,12959,580,762,1007,1061,1346,1702,2682,2110,1102,12357,490,1215,1572,1489,1582,1724,1755,909,443,11186,334,1488,1990,1690,1906,1786,1169,535,217,11116,141,1146,2279,1962,2346,1962,911,324,167,11254
CED140,171,360,549,579,812,975,1855,1413,755,7470,103,438,776,897,999,959,1070,577,389,6221,62,494,837,882,1020,950,672,305,146,5364,19,391,923,898,1088,928,374,201,97,4914,4,216,818,804,960,791,301,119,70,4090,3,64,580,567,680,473,160,37,27,2595,3,17,423,473,578,431,96,35,14,2071,0,4,212,377,458,322,71,21,12,1472,0,6,174,432,454,336,81,31,15,1528,3,4,46,168,193,128,67,43,14,669,320,257,475,517,618,614,727,790,774,5092,4141,3591,7600,8962,10172,10077,8694,5400,2960,61599,3502,628,786,970,984,1419,598,271,120,9273,2005,510,370,450,427,574,458,153,75,5027,835,895,813,890,944,1255,1357,740,257,7984,373,617,732,850,994,1512,3221,2194,733,11233,384,700,804,857,1216,1585,2999,2182,1112,11842,293,912,1123,1238,1415,1591,1976,1086,568,10190,145,1003,1499,1342,1559,1594,1329,614,274,9373,66,832,1946,1667,1956,1821,950,374,161,9774
CED141,162,462,617,699,879,1031,1797,1484,749,7880,150,586,913,1046,1042,900,1099,568,300,6609,75,544,993,998,1132,864,614,241,104,5555,22,377,940,944,1173,883,353,152,57,4895,5,218,968,895,999,765,271,80,46,4252,3,76,593,543,634,467,106,31,11,2457,0,15,400,475,502,383,71,17,7,1869,0,3,201,337,371,256,34,14,3,1219,3,0,163,346,393,262,50,17,5,1240,3,5,37,120,145,115,42,23,15,501,262,212,400,408,508,556,679,669,496,4198,4255,3869,7956,8773,9997,9887,8857,5316,2373,61273,3653,596,667,702,904,1474,564,184,57,8804,2214,499,315,354,424,630,378,152,41,5010,893,1001,846,824,914,1421,1514,750,234,8395,421,717,772,894,1138,1717,4051,2859,790,13368,449,767,913,993,1300,1664,3009,2328,1074,12493,386,1091,1243,1346,1405,1453,2016,1079,426,10443,165,1084,1613,1457,1711,1515,1250,540,183,9523,57,902,1951,1705,2093,1779,878,304,116,9788
CED142,169,1032,1660,566,406,479,658,449,226,5652,167,1079,1821,612,387,385,357,158,57,5024,105,960,1802,696,427,358,285,116,40,4779,76,1064,2566,878,498,436,249,74,32,5872,66,916,3566,1071,640,451,261,66,19,7059,20,428,3029,1064,574,357,158,22,8,5660,16,177,2823,1118,619,405,143,31,8,5334,12,83,1759,976,539,296,92,30,8,3796,13,72,2684,2010,976,612,176,28,8,6589,20,33,803,1409,979,497,175,43,10,3968,561,1849,3984,1649,1065,912,634,391,200,11246,4554,15181,32168,14139,8744,7099,4599,2301,856,89643,3994,8021,4679,1388,974,1040,558,232,59,20942,916,1162,779,360,309,299,232,78,27,4155,669,1963,1790,798,821,946,607,429,129,8159,403,1852,2573,981,915,1061,1296,880,248,10220,294,1906,3018,1063,849,944,1280,792,334,10464,289,2001,3350,1145,737,735,676,314,111,9347,199,1844,3572,1334,845,721,528,209,60,9313,150,1978,5102,1889,1159,855,528,155,37,11848
CED143,82,269,359,416,427,450,739,608,388,3738,60,303,521,646,635,534,655,419,208,3978,53,378,738,676,662,589,544,247,109,4002,29,402,1094,752,793,649,517,238,103,4571,11,366,1514,950,970,774,483,181,105,5354,3,135,1312,810,796,577,317,116,58,4127,0,47,1172,967,836,567,275,98,57,4016,0,13,719,821,648,425,200,73,35,2931,8,13,1193,1628,1172,649,288,121,64,5134,4,3,444,1601,1464,594,300,112,65,4592,272,280,907,861,726,575,567,447,538,5175,3696,3476,11385,12514,11111,8058,6449,3649,2238,62578,3707,609,905,1454,1151,882,595,279,128,9711,1895,510,256,421,412,374,320,156,42,4385,573,797,402,489,502,583,711,417,222,4696,221,627,441,501,565,601,901,803,415,5085,196,537,582,551,630,684,1159,928,552,5813,143,598,859,865,864,817,1069,685,327,6232,99,711,1245,1014,941,932,938,477,202,6553,58,769,1907,1295,1272,1101,935,454,176,7961
CED144,110,518,872,844,842,829,1152,1060,692,6918,82,592,1264,984,991,650,455,273,195,5495,55,568,1221,1013,1052,618,259,134,81,5003,29,487,1375,945,935,607,190,74,53,4687,4,346,1358,935,802,516,142,47,20,4164,3,149,904,637,565,306,73,10,6,2653,0,41,562,499,445,270,47,7,7,1881,3,5,302,367,313,158,30,8,5,1186,0,4,296,457,413,195,30,9,3,1399,3,5,56,180,156,64,29,8,11,522,451,498,1073,870,766,647,507,422,308,5547,5266,6313,14407,11874,11195,9013,5862,4079,2117,70134,5870,2557,3932,2451,2054,2148,1050,624,258,20955,2013,1019,701,560,543,506,407,205,83,6027,898,1454,1886,1593,1595,1961,1436,1021,338,12183,367,1135,1647,1357,1632,2040,2830,2080,723,13805,293,1167,1832,1511,1544,1530,1957,1621,958,12411,233,1203,2446,1843,1760,1296,877,509,272,10438,149,1173,2740,2069,2055,1384,586,290,133,10587,74,1098,3266,2399,2137,1442,482,139,89,11128
CED145,38,323,475,326,336,343,564,475,338,3220,42,376,680,463,446,442,493,311,185,3426,31,394,901,567,444,440,464,231,124,3593,13,453,1273,717,590,528,459,217,95,4352,13,470,1985,912,717,671,488,189,81,5528,4,203,1950,865,669,519,350,110,53,4727,4,72,1807,955,674,542,277,136,88,4567,7,30,1253,785,499,391,243,96,45,3350,7,25,1943,1695,1069,633,371,145,75,5962,3,18,747,1894,1460,818,465,201,153,5755,269,495,2066,1287,964,765,773,710,740,8071,2893,4282,16623,12260,9343,7284,6206,3708,2492,65092,3273,809,1076,1165,953,674,575,336,215,9072,1083,531,244,299,281,249,239,122,64,3100,348,703,454,396,412,418,482,407,158,3772,154,592,600,459,442,505,762,599,381,4495,98,554,792,487,493,550,953,749,464,5136,84,648,1100,718,668,707,839,528,284,5572,64,738,1489,859,718,706,816,403,202,5979,42,805,2254,1232,1008,897,831,381,172,7615
CED146,160,515,805,850,880,823,971,721,293,6017,124,609,1137,1192,1096,714,356,171,67,5468,102,703,1188,1250,1197,762,233,97,18,5555,34,648,1363,1272,1198,680,149,56,12,5408,15,443,1364,1059,1055,588,107,33,11,4678,3,140,864,782,583,327,43,5,3,2758,3,50,622,573,450,233,33,6,0,1965,0,7,268,380,320,168,17,3,0,1170,0,5,236,375,301,134,21,4,0,1077,7,5,45,107,89,45,29,14,8,345,567,442,913,893,833,680,581,450,330,5676,6334,6147,12269,12655,11725,9143,5233,2842,1156,67510,6800,1785,2079,1934,1766,2087,906,335,93,17784,2226,968,569,603,524,465,297,97,32,5777,1250,1298,1357,1554,1613,1797,1287,624,141,10932,508,881,1158,1396,1607,2033,2688,1483,451,12214,417,931,1277,1313,1401,1342,1572,1067,400,9708,352,1237,1695,1779,1663,1228,671,347,98,9076,235,1437,2165,2149,2131,1497,539,189,52,10395,116,1383,2907,2608,2626,1648,417,102,26,11834
CED147,194,436,712,728,919,1026,1748,1325,688,7775,160,647,1080,1139,1140,952,929,511,214,6769,90,613,1088,1146,1141,840,553,284,85,5844,25,427,1070,982,1119,802,347,163,64,5006,6,230,845,849,947,667,257,135,36,3976,0,69,517,554,550,369,107,31,7,2215,0,26,323,435,465,312,78,36,5,1681,0,4,151,289,310,253,50,15,13,1091,0,4,112,323,328,259,74,25,9,1134,11,11,30,100,108,105,86,32,16,494,397,270,493,542,644,701,782,689,496,5025,5026,4167,8545,9500,10470,10111,8767,5331,2240,64155,4378,614,873,926,1094,1644,679,256,106,10565,2219,519,365,454,495,609,467,168,57,5354,952,931,980,919,1098,1541,1557,834,224,9040,468,648,847,1011,1283,1919,4063,2765,742,13752,504,761,982,1016,1400,1642,2851,2087,977,12216,415,1159,1473,1468,1541,1501,1793,962,325,10629,194,1260,1779,1696,1724,1450,1125,598,158,9985,70,977,2183,1874,2024,1686,824,312,123,10071
CED194,10,38,71,45,72,72,79,17,7,409,6,54,78,46,41,55,47,7,5,350,4,47,91,27,37,38,16,3,0,270,3,45,64,25,32,25,15,7,3,221,6,25,77,22,24,34,9,5,0,201,0,7,51,16,18,9,3,0,0,104,3,3,27,18,11,12,5,0,0,81,0,4,21,10,13,3,0,0,0,44,0,0,19,26,14,4,3,0,0,70,0,0,3,13,8,3,3,0,0,29,49,131,241,133,118,126,81,30,15,935,232,615,1091,629,646,732,477,120,48,4590,163,228,302,144,155,184,54,16,10,1241,39,53,53,63,61,74,14,6,3,364,109,214,297,302,250,250,100,19,3,1549,16,94,210,189,235,227,298,61,11,1328,16,81,140,134,188,180,248,39,12,1047,26,100,154,94,93,112,101,21,5,698,14,122,203,83,105,87,49,16,3,681,14,108,212,108,81,78,47,15,3,664
CED197,0,0,3,0,0,5,6,3,3,22,3,0,0,3,3,0,4,3,0,25,0,0,3,0,10,4,4,0,0,25,0,0,3,4,3,0,4,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,13,17,10,3,50,7,4,24,14,31,53,60,24,7,220,4,0,0,0,0,13,0,0,0,24,0,0,0,3,0,0,0,0,0,11,3,0,0,0,3,5,6,11,0,33,0,0,4,0,0,12,20,5,0,46,0,0,3,0,0,6,14,3,3,34,3,0,3,3,8,0,16,7,4,38,0,0,8,5,13,9,11,5,0,47,0,0,3,5,6,4,5,0,0,24
