CED_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
CED124,0,6,3,39,24,23,9,6,6,104,0,0,0,0,5,3,9,6,0,23,0,0,0,8,0,4,15,4,0,28,3,26,41,153,362,463,766,421,161,2393,0,0,3,9,3,5,10,4,0,31,0,0,0,3,10,15,7,7,3,41,0,3,4,29,26,45,119,51,20,301,0,0,0,0,3,3,9,8,3,26,0,0,0,7,10,7,3,0,0,25,3,10,3,66,7,5,7,12,7,117,0,3,0,17,7,3,11,4,0,43,0,0,0,4,4,0,0,0,0,12,0,0,0,3,0,3,0,0,0,6,0,3,3,8,23,14,24,14,3,97,0,0,0,6,3,11,14,18,3,55,0,0,0,6,11,3,7,0,0,29,0,0,3,17,3,0,3,0,0,30,0,0,0,3,7,3,0,4,0,15,0,0,0,16,11,17,11,3,0,61,0,0,0,0,4,12,34,3,3,63
CED125,0,19,41,325,165,139,51,34,10,779,0,0,6,32,31,51,59,27,4,219,5,22,15,103,43,55,40,17,5,298,11,35,46,238,431,490,512,251,79,2094,0,29,89,567,261,171,93,35,4,1248,0,0,0,7,10,12,6,6,0,39,0,3,7,36,36,58,79,37,13,267,0,0,3,9,18,34,41,23,8,129,0,3,3,37,26,35,11,3,0,125,16,126,139,877,230,131,65,39,10,1627,0,9,18,128,57,40,14,3,3,268,0,6,13,40,11,15,10,4,0,99,7,23,56,205,67,37,7,7,3,417,3,11,14,32,27,21,36,16,8,165,0,0,6,18,33,86,104,71,20,334,0,3,9,13,13,6,3,3,4,54,0,0,6,61,10,10,4,0,0,88,0,3,10,161,143,115,59,18,4,525,5,8,20,57,32,50,38,4,0,215,0,0,3,10,19,60,66,34,10,202
CED126,4,17,127,413,285,180,73,45,18,1156,0,0,5,27,43,56,58,55,14,261,0,0,0,12,10,21,40,17,11,108,47,372,333,1168,1158,743,782,437,280,5319,0,0,8,33,18,24,19,4,0,98,3,17,24,59,46,20,17,4,7,195,4,25,41,138,105,72,114,57,28,585,0,0,3,3,3,15,19,10,6,62,3,22,10,59,37,57,25,12,3,229,10,51,52,260,59,46,32,23,13,544,5,3,15,84,35,30,24,11,6,206,0,8,3,72,51,51,28,16,7,240,0,0,0,3,5,0,3,3,0,21,3,28,5,78,78,50,22,26,12,302,0,3,5,48,74,132,184,118,52,614,0,13,17,115,88,28,18,3,3,299,0,7,17,109,47,36,17,3,0,235,0,0,3,11,19,17,15,3,0,73,3,4,12,38,39,44,37,17,0,196,0,4,0,7,7,10,18,4,5,48
CED127,0,8,22,99,55,37,30,13,7,263,0,0,3,4,14,21,20,17,3,81,0,0,0,0,0,7,21,0,4,39,8,74,78,378,731,803,774,416,194,3453,0,0,5,28,29,21,13,0,3,98,0,0,7,17,19,13,13,3,3,75,3,4,3,50,64,60,161,63,32,440,0,0,0,0,8,20,24,18,4,74,0,3,8,16,10,12,6,3,0,68,0,3,7,50,22,37,33,19,10,180,0,0,26,31,9,12,13,7,3,111,0,0,0,16,4,5,0,0,0,26,0,0,0,9,4,0,0,0,0,16,0,7,0,33,32,41,47,18,10,190,0,0,3,19,23,34,42,24,16,159,0,4,0,33,28,9,12,0,0,88,0,0,24,29,13,14,6,0,0,80,0,0,0,12,7,14,10,4,0,50,0,0,9,49,33,36,12,9,0,144,0,3,3,13,31,72,106,23,8,252
CED128,3,28,123,668,396,285,155,88,46,1787,0,0,6,40,84,126,121,105,19,500,3,26,19,77,48,83,50,36,11,358,3,4,22,99,155,225,187,85,50,832,0,16,46,352,189,167,80,34,5,888,0,3,3,13,3,10,9,3,4,43,0,0,16,30,25,24,78,34,19,226,0,3,19,15,22,32,84,71,12,255,0,3,8,72,37,56,19,3,0,196,14,68,102,894,187,116,90,55,18,1542,5,12,18,125,47,35,16,6,3,272,3,69,136,324,108,80,45,23,21,801,46,456,735,2074,959,678,426,216,49,5642,0,8,4,23,19,27,28,7,4,126,0,4,3,20,94,180,342,340,152,1130,3,0,3,13,5,3,0,0,0,32,0,0,18,59,33,15,16,10,0,146,19,52,118,750,648,499,227,102,51,2469,4,4,7,79,37,43,32,3,0,217,0,0,6,19,30,168,371,218,75,892
CED129,44,143,192,2146,804,703,301,131,67,4529,0,0,3,17,46,38,57,28,6,194,0,12,13,72,54,65,56,26,16,317,18,148,160,450,474,352,364,201,71,2235,0,0,20,197,125,91,41,15,3,489,0,3,8,22,8,12,4,0,0,64,0,6,24,51,32,35,94,25,18,285,0,6,0,12,7,31,55,28,3,149,11,16,66,237,190,257,61,20,3,861,35,162,163,1478,477,304,189,97,35,2931,4,19,42,229,92,61,41,13,12,510,4,41,64,441,168,103,27,12,7,866,0,0,3,44,29,11,5,7,0,107,0,24,17,80,45,34,35,13,4,263,3,3,4,31,44,75,125,89,50,424,3,6,9,48,30,12,10,4,0,126,7,107,130,591,294,165,62,26,3,1385,0,3,10,101,129,102,45,24,3,419,5,43,43,240,138,208,143,36,15,880,0,0,0,10,9,53,100,36,9,221
CED130,0,5,79,100,34,21,10,0,0,251,0,0,0,0,9,0,3,0,0,14,0,0,0,4,0,0,5,0,0,12,0,22,33,135,245,276,307,180,61,1268,3,7,0,23,13,8,3,3,0,57,0,3,6,19,3,9,0,4,0,39,0,0,11,34,23,28,71,29,15,206,0,0,0,0,0,0,5,7,0,19,0,3,4,16,3,7,4,0,0,35,6,16,14,141,16,24,6,6,0,239,0,0,3,21,8,8,3,0,3,48,0,0,0,19,4,0,0,0,0,30,6,9,4,21,4,0,0,0,0,47,0,8,5,31,15,11,12,6,3,89,0,3,3,5,4,5,15,13,3,49,0,3,4,24,14,3,0,0,0,45,0,3,17,55,8,0,0,0,0,81,0,0,0,3,3,0,4,0,0,14,0,3,4,27,12,12,7,6,0,69,0,0,0,0,0,3,9,3,0,16
CED131,7,19,346,374,87,40,20,13,15,914,0,0,6,5,19,23,16,17,3,88,0,6,0,11,4,6,10,5,4,43,14,90,85,358,262,274,244,131,82,1541,0,4,4,21,18,16,4,3,0,67,0,3,4,28,7,5,3,0,0,63,0,3,12,66,23,36,129,23,20,318,0,0,3,13,7,29,51,75,33,210,0,7,40,41,11,24,10,3,0,145,10,54,60,317,41,22,20,10,0,539,0,3,4,39,10,5,3,0,0,66,3,11,5,79,3,3,0,0,0,108,3,10,3,26,4,0,0,0,0,57,3,9,3,46,30,18,8,3,4,132,0,0,3,16,14,43,63,128,64,337,0,4,19,32,13,8,3,3,0,83,3,16,33,105,34,8,3,0,0,210,0,3,3,5,6,0,0,0,0,15,3,5,57,92,31,24,14,8,0,233,0,0,0,0,3,3,5,0,3,20
CED132,44,175,619,2382,872,615,330,237,70,5347,0,3,0,16,24,31,51,49,17,189,3,5,3,11,25,30,47,31,33,181,63,274,182,1197,679,441,447,196,141,3618,0,0,7,81,26,40,14,14,3,187,4,17,22,150,27,16,17,6,8,272,3,0,17,175,57,35,73,23,26,408,0,0,0,8,13,31,59,49,18,178,21,77,119,676,277,338,184,64,12,1763,69,127,60,1118,124,110,68,31,16,1725,0,9,63,245,56,45,36,16,12,487,6,11,15,348,78,83,49,33,12,625,0,0,4,6,6,9,0,6,4,33,4,20,11,240,97,47,31,19,16,478,0,3,19,93,42,42,115,106,59,482,33,84,87,729,304,111,55,23,8,1423,15,48,151,655,182,93,52,19,6,1215,0,0,3,37,35,43,48,17,9,186,5,23,53,433,184,168,123,35,10,1049,0,0,0,6,9,9,16,4,4,43
CED133,3,4,15,39,29,18,4,6,0,121,0,0,0,3,3,3,3,3,0,15,0,0,0,5,0,0,9,0,0,23,5,41,37,219,363,453,500,257,123,2003,0,0,8,11,10,12,4,4,0,44,0,3,0,9,14,15,9,10,0,61,0,6,5,41,45,77,99,36,14,319,0,0,0,0,0,4,4,3,3,16,0,0,5,11,11,10,0,0,0,45,3,18,25,236,59,52,32,18,8,452,0,0,3,29,3,12,8,0,0,56,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,0,5,3,29,14,16,22,10,0,100,0,0,0,14,9,18,28,30,32,130,0,3,5,31,10,13,0,0,0,79,0,0,8,37,0,4,0,0,0,48,0,0,0,0,0,3,0,0,0,3,0,0,3,18,23,11,12,4,0,75,0,0,0,0,0,11,14,0,0,29
CED134,3,9,8,80,34,13,3,3,3,154,0,0,0,0,3,6,4,4,0,16,0,0,0,9,3,0,0,0,0,15,3,9,28,128,124,157,188,76,38,746,0,3,3,29,13,10,3,0,0,72,0,0,3,10,3,0,3,3,0,21,0,0,18,33,18,29,48,15,12,173,0,0,0,0,0,7,12,3,0,24,0,0,0,7,4,5,3,0,0,32,12,31,11,203,19,20,5,5,3,306,0,0,3,16,3,4,0,0,0,34,0,0,0,13,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,3,0,28,7,5,6,0,3,56,0,0,0,3,3,6,9,15,10,51,3,0,0,15,0,0,0,0,0,20,0,0,3,24,3,0,0,0,0,34,0,0,0,3,3,4,6,0,0,23,0,0,3,16,6,6,0,0,0,36,0,0,0,0,0,0,11,3,0,14
CED135,53,157,672,3494,1565,1260,554,394,106,8250,0,0,6,24,20,36,46,43,5,179,13,22,13,73,33,38,34,24,8,254,7,40,40,147,153,172,155,123,59,898,0,9,42,306,161,155,81,24,3,773,0,0,3,24,9,5,5,3,3,56,3,7,12,47,23,9,46,29,17,189,0,3,0,10,9,43,102,85,18,277,3,22,91,428,234,310,88,32,9,1215,672,984,873,8564,561,448,174,65,31,12390,5,11,28,268,88,57,32,19,6,507,8,76,130,575,142,109,54,30,12,1129,5,27,52,224,96,38,14,13,5,474,0,10,4,35,15,18,22,11,5,125,0,4,3,35,27,53,76,97,36,338,0,17,19,103,47,17,3,7,0,213,14,96,209,910,431,242,140,56,15,2115,10,30,101,684,629,587,362,179,56,2636,3,28,65,272,117,134,82,26,9,741,0,0,0,3,4,27,84,70,23,220
CED136,0,6,11,70,42,25,9,10,3,177,0,0,0,3,5,15,10,13,0,52,0,0,0,5,0,3,6,0,3,23,14,77,69,246,374,406,525,288,102,2098,0,4,9,27,14,10,6,3,3,73,0,0,0,8,4,3,4,5,0,28,0,3,3,26,14,50,156,35,26,312,0,0,0,0,5,8,13,5,0,33,0,3,0,13,6,11,0,0,0,39,4,25,15,154,24,13,11,13,3,264,0,3,0,24,11,5,3,0,0,55,0,0,0,4,0,3,0,0,0,5,0,3,0,3,0,3,3,0,0,14,0,11,0,18,12,9,20,9,4,89,0,0,0,3,3,10,25,16,7,63,0,0,3,11,9,4,0,3,0,31,4,0,4,27,6,3,0,0,0,47,0,0,0,0,9,0,0,0,0,12,0,4,0,57,20,22,12,4,3,132,0,0,0,0,3,17,27,9,0,60
CED137,67,176,2543,5757,1708,1446,528,377,172,12774,0,0,3,20,34,44,77,69,13,262,0,12,10,80,48,72,63,46,18,356,18,75,78,446,294,203,164,81,48,1404,0,5,12,121,62,49,37,14,3,309,0,12,3,47,11,10,9,4,3,107,3,0,12,72,23,25,66,18,19,244,0,5,5,20,27,59,186,227,60,587,17,31,164,609,226,314,139,39,9,1556,141,247,232,2277,293,200,98,66,21,3583,3,11,76,359,65,53,38,15,4,632,0,8,12,213,22,20,10,0,0,283,0,3,5,34,13,6,0,0,0,71,3,16,16,167,48,36,32,15,12,330,0,14,18,119,182,386,647,735,397,2508,4,14,26,173,52,23,12,3,3,308,41,155,739,2694,795,499,224,93,24,5258,0,8,9,150,153,143,108,55,23,646,3,13,84,370,117,125,96,38,10,862,0,0,0,11,6,17,35,21,20,115
CED138,3,7,23,65,38,21,11,9,4,180,0,0,0,0,0,8,5,5,0,20,0,0,0,3,0,0,7,3,3,19,9,100,94,465,594,619,799,605,280,3572,0,4,3,24,14,20,9,9,7,83,4,0,7,61,19,20,16,8,9,146,3,7,20,84,80,86,126,56,28,490,0,0,0,0,0,7,3,9,4,17,0,5,0,7,8,4,4,0,3,42,4,11,8,116,27,31,16,10,9,234,0,7,0,30,12,9,3,3,3,75,0,0,0,7,0,4,0,0,3,18,0,0,0,0,0,0,0,0,0,3,0,11,3,44,16,21,20,18,8,151,0,3,0,42,15,20,24,19,22,151,0,17,14,131,47,16,10,4,4,249,0,0,4,30,5,0,3,0,0,43,0,0,0,0,5,0,0,0,0,7,0,0,3,22,26,22,19,3,3,98,0,0,3,3,0,10,26,10,6,64
CED139,3,12,26,103,41,37,9,0,6,231,0,0,0,3,5,8,8,3,0,30,0,9,4,24,6,3,3,0,0,47,6,30,34,127,203,219,274,146,73,1115,0,0,11,16,5,9,6,3,0,45,0,0,0,8,3,0,3,0,0,21,0,0,9,19,13,20,58,16,24,149,0,0,0,0,6,4,7,6,0,22,0,0,3,25,3,8,3,0,0,45,5,52,26,249,32,22,9,4,0,395,0,0,3,18,6,4,3,4,0,41,3,7,8,7,6,3,0,0,0,35,0,4,7,5,9,4,0,0,0,30,0,22,3,23,5,5,13,4,0,79,0,0,0,8,12,7,11,16,4,53,0,0,0,8,6,3,0,0,4,19,0,3,11,33,3,0,0,0,0,50,0,0,9,17,11,5,3,0,0,48,6,7,0,33,21,16,11,0,0,93,0,0,0,0,0,4,16,3,0,25
CED140,3,18,26,226,109,98,55,19,4,558,0,0,0,8,10,10,15,9,0,53,0,0,0,12,7,14,34,18,7,95,25,193,151,600,682,709,809,508,263,3937,0,0,0,32,21,20,16,14,0,105,0,4,3,35,10,9,5,7,4,83,3,9,9,56,36,47,89,42,37,320,0,0,0,0,3,13,23,19,4,61,0,3,10,17,12,20,7,3,0,79,3,18,14,174,28,35,36,16,12,336,0,7,3,58,17,9,13,6,3,122,0,0,4,12,11,3,3,4,0,31,0,0,0,11,0,0,0,0,0,10,0,21,3,63,44,37,57,19,11,259,0,0,0,8,14,28,49,29,23,157,5,11,0,60,28,22,9,3,3,131,3,9,20,98,34,20,16,3,0,203,0,0,0,12,11,5,9,3,3,34,0,0,6,28,23,20,19,5,3,104,0,0,0,5,3,20,48,16,10,102
CED141,0,8,16,87,40,30,26,5,3,218,0,0,0,4,10,8,6,17,3,45,0,0,0,0,3,3,7,7,0,21,9,71,54,252,317,385,447,322,110,1983,0,0,0,12,13,12,9,9,0,58,0,3,0,8,6,5,5,0,0,29,0,3,4,28,25,41,182,33,44,365,0,0,0,0,0,6,21,15,10,57,0,4,4,7,11,18,4,0,0,52,0,14,6,81,20,27,16,12,0,180,0,8,9,24,15,12,3,0,0,73,0,0,0,12,3,0,0,0,0,21,0,0,0,4,0,0,0,0,0,3,3,6,4,32,22,16,17,15,4,125,0,0,3,8,13,20,45,39,18,143,0,0,6,22,4,4,3,3,3,45,0,3,5,31,6,3,0,0,0,57,0,0,0,4,3,6,0,0,0,14,0,3,6,33,30,31,19,7,0,130,0,0,0,0,3,20,33,8,3,74
CED142,27,94,6067,3839,739,592,309,245,71,11986,0,0,3,36,16,12,11,11,3,95,0,0,3,16,9,17,18,9,8,89,14,45,418,1973,436,304,229,101,24,3549,0,4,14,99,25,45,19,13,3,222,0,3,132,551,39,19,12,0,3,759,3,4,77,296,54,29,66,12,3,541,0,0,7,30,23,37,110,140,41,379,13,11,327,528,103,138,76,25,13,1237,24,15,160,740,59,37,25,10,0,1073,6,18,980,1276,96,80,52,13,5,2527,0,8,17,225,11,26,4,0,0,290,0,0,3,21,5,0,6,0,0,38,0,8,36,612,53,16,20,14,8,766,0,3,75,339,32,29,35,26,10,550,11,6,161,654,150,49,21,7,0,1063,7,10,428,1204,93,59,27,9,5,1848,0,0,9,32,26,38,29,20,6,156,0,6,223,646,99,114,77,19,4,1189,0,0,0,3,3,9,22,16,3,59
CED143,5,46,126,534,293,204,93,51,23,1380,0,0,0,25,29,27,31,32,13,166,0,0,0,14,3,15,38,14,15,97,90,546,325,2278,1213,686,563,302,143,6140,0,0,3,24,26,29,13,10,3,115,5,33,35,270,64,27,13,6,3,464,9,10,41,275,101,51,107,45,30,675,0,6,0,13,14,20,36,37,12,133,10,48,51,140,69,84,46,15,8,473,7,32,24,256,67,41,38,21,11,498,3,4,14,69,38,29,14,3,5,184,0,3,3,92,34,24,22,14,3,192,0,0,3,14,5,4,3,0,3,31,0,35,8,227,104,49,39,27,15,514,0,19,26,101,52,82,131,119,72,606,3,48,33,257,137,51,37,10,3,576,0,5,20,195,42,32,16,3,0,320,0,0,0,18,24,12,6,4,3,74,4,9,14,101,63,47,33,17,4,295,0,0,0,8,7,3,6,0,0,26
CED144,30,111,679,2219,1445,1157,449,379,200,6659,0,0,3,9,21,31,47,55,10,174,26,35,24,142,81,100,88,43,24,552,5,22,20,129,106,79,88,38,46,531,0,11,37,206,166,156,79,29,3,687,3,0,7,16,20,4,7,0,4,60,0,7,4,36,20,14,32,15,23,151,3,21,28,86,102,298,643,598,138,1915,3,13,66,225,130,186,64,29,10,729,54,113,157,938,155,100,53,26,16,1615,4,71,98,620,227,146,72,29,3,1268,0,8,11,51,14,8,3,0,0,104,0,20,44,148,63,23,12,3,0,312,0,3,6,74,18,18,30,15,10,169,0,12,19,57,146,218,369,421,181,1425,5,3,18,81,24,7,9,3,3,155,12,47,179,689,378,309,168,103,53,1935,17,79,186,1303,1309,1294,671,359,148,5370,7,38,47,262,69,98,47,19,11,596,0,0,0,0,9,15,46,27,7,113
CED145,11,53,162,367,199,110,95,58,36,1089,0,0,0,16,14,10,8,11,7,75,0,0,0,11,5,24,39,35,19,139,47,264,306,2325,657,375,370,194,112,4658,0,0,0,35,14,26,12,13,3,106,6,23,86,413,51,36,40,23,17,689,0,10,22,278,83,37,109,50,70,661,4,0,0,15,20,32,58,83,37,252,11,59,54,138,61,65,23,16,3,421,12,11,13,132,54,33,55,27,13,356,0,3,18,98,28,30,19,8,7,211,0,0,0,88,18,18,13,4,0,139,0,0,0,3,3,3,11,9,3,39,0,10,42,624,80,33,31,17,8,848,3,4,32,305,41,47,72,93,48,647,3,10,28,210,75,43,19,15,0,407,0,9,27,152,22,19,3,0,0,234,0,0,0,18,29,13,16,9,3,83,3,4,11,117,62,46,33,12,5,300,0,0,0,3,7,9,22,14,3,58
CED146,6,20,65,398,254,195,102,62,28,1121,0,0,17,133,129,121,108,57,17,585,3,24,34,131,83,75,55,34,10,448,3,25,27,99,163,177,141,97,30,772,4,56,205,1322,726,521,189,83,15,3128,0,0,3,13,8,15,0,4,3,47,0,7,21,23,22,20,71,24,22,215,0,8,19,21,40,56,67,61,12,281,0,3,8,52,25,30,4,5,0,132,18,118,141,911,327,129,66,27,13,1742,3,14,17,159,66,37,26,7,3,334,0,13,30,103,56,61,22,12,3,295,14,216,502,1599,599,437,196,90,27,3686,0,9,3,11,10,16,13,5,3,63,0,3,8,40,123,204,325,239,125,1077,0,3,4,16,5,0,0,0,0,30,0,0,6,45,6,9,9,0,0,78,6,26,79,650,403,321,117,40,15,1650,3,9,15,59,33,48,37,9,5,223,0,0,0,6,23,75,124,42,11,280
CED147,3,7,49,91,38,26,15,8,4,242,0,0,0,15,23,22,44,46,5,157,0,0,0,19,3,16,19,0,7,60,14,69,77,301,794,859,1004,682,226,4030,0,0,0,22,14,22,10,4,0,69,0,0,3,8,13,14,8,7,0,55,0,3,3,34,39,119,196,125,75,589,0,3,0,8,15,27,28,44,16,148,0,3,22,10,4,14,5,5,0,64,0,13,12,122,16,29,13,16,3,229,0,3,5,29,14,7,5,3,3,74,0,0,0,15,7,0,0,0,0,30,0,10,3,16,7,5,3,0,0,43,0,8,4,20,18,19,26,30,6,138,0,4,0,17,44,94,111,126,37,441,0,4,4,17,6,3,3,0,0,37,0,3,11,25,9,4,3,0,0,59,0,4,7,44,28,34,18,4,5,143,0,3,5,24,14,7,10,3,0,71,0,0,0,6,15,57,83,39,14,211
CED194,0,3,43,48,11,4,3,0,3,110,0,0,0,0,0,3,0,0,0,7,0,0,0,4,0,0,0,0,0,8,6,3,48,56,27,33,36,11,3,222,0,0,3,3,3,0,0,0,0,4,0,3,12,11,0,0,0,0,0,29,0,0,9,8,5,0,0,4,0,32,0,0,0,0,0,0,0,0,0,5,0,0,11,13,0,0,0,0,0,24,3,3,3,39,0,0,0,3,0,49,0,0,5,6,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,5,8,3,0,0,0,0,17,0,0,3,9,0,0,0,0,0,14,0,0,5,6,0,3,0,0,3,19,0,0,0,9,0,0,0,0,0,12,0,0,12,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,3,15,0,4,0,0,0,23,0,0,0,0,0,0,3,0,0,5
CED197,0,0,0,0,5,3,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
