CED_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
CED135,151,235,166,38,52,10,657,32,39,31,5,9,0,111,42,80,54,4,20,4,205,51,67,61,10,27,0,206,75,96,68,18,25,8,285,97,156,89,28,32,11,415,123,257,135,29,50,11,607,184,353,176,41,72,14,834,217,395,170,37,68,11,900,248,466,174,43,95,7,1030,219,435,107,46,48,5,859,424,1006,291,88,96,23,1925,185,410,75,24,30,8,733,185,430,109,14,23,4,768,312,700,205,47,51,16,1337,484,1133,355,45,76,20,2112,154,418,159,23,31,3,784,109,253,101,10,23,3,505,130,272,135,23,56,14,633,3418,7186,2653,568,894,182,14901
CED136,191,84,88,24,39,6,426,81,20,34,3,13,4,154,136,50,79,7,43,5,324,105,61,66,17,35,3,288,179,126,133,53,71,11,567,260,221,202,86,88,11,865,313,378,226,94,116,13,1150,460,651,271,158,129,22,1687,457,730,244,106,96,12,1642,488,888,277,121,110,12,1901,314,665,187,77,40,3,1284,549,1009,337,84,61,7,2053,212,447,110,28,15,3,806,118,248,48,15,8,5,444,267,651,188,38,30,11,1188,277,531,143,17,32,0,1014,81,130,68,16,10,0,300,42,80,31,8,4,0,156,201,227,139,37,48,7,654,4739,7217,2865,982,978,130,16898
CED137,213,276,192,30,79,20,799,32,31,32,3,5,0,102,55,49,50,11,20,0,185,46,50,42,11,21,0,171,92,54,58,15,22,0,240,98,132,107,16,53,7,407,165,221,124,31,49,4,602,178,203,109,31,56,4,588,144,205,115,21,48,11,553,188,261,110,24,55,8,651,176,195,84,17,32,9,520,481,634,318,76,104,23,1631,181,222,61,24,32,5,537,219,340,113,31,38,10,754,331,475,157,48,67,17,1097,699,1243,372,84,110,26,2539,293,762,259,46,56,13,1427,328,969,285,50,48,17,1698,159,246,157,31,44,17,655,4082,6574,2741,606,944,209,15156
CED138,237,114,72,32,48,8,505,73,29,26,6,7,0,148,166,53,68,30,31,3,351,88,57,44,13,29,7,236,189,108,63,40,63,3,469,247,170,145,70,59,11,693,258,216,145,74,83,8,783,330,347,157,107,106,10,1064,286,374,149,78,76,3,967,332,510,185,113,85,7,1233,244,439,120,69,55,13,946,436,737,221,108,73,7,1581,150,348,72,40,20,0,642,109,273,47,14,15,4,460,306,627,157,49,32,3,1175,302,625,155,47,34,4,1167,114,177,63,15,11,0,377,66,138,39,10,14,0,263,227,187,116,52,51,8,637,4164,5534,2041,966,899,97,13695
CED139,273,204,98,20,25,4,630,66,22,22,5,10,4,136,170,84,58,35,46,9,406,162,110,66,29,50,3,427,305,258,136,97,91,5,885,397,466,199,138,104,11,1308,459,624,216,128,85,7,1516,502,746,245,156,83,16,1755,369,664,200,105,73,18,1428,377,716,211,76,55,5,1437,179,457,97,40,27,5,801,271,644,177,41,33,8,1174,88,200,32,7,7,3,341,50,131,26,9,6,3,225,143,308,77,18,18,0,567,132,311,82,16,16,0,557,60,100,25,0,8,0,199,47,73,26,7,3,3,157,245,248,136,32,54,13,736,4310,6370,2132,956,795,121,14685
CED140,229,93,103,17,60,12,510,71,36,27,6,19,0,155,105,58,82,10,34,4,299,94,52,62,12,36,4,254,135,119,115,30,55,5,454,170,150,168,45,71,8,616,201,242,174,59,77,3,756,275,368,198,87,111,10,1050,251,467,223,74,95,9,1112,348,643,257,104,121,9,1487,245,536,169,60,62,9,1088,467,963,361,104,106,14,2016,223,495,110,37,21,4,894,128,371,99,26,22,3,651,340,799,216,44,61,8,1466,399,868,280,57,51,6,1665,134,247,91,22,18,3,512,103,150,78,11,12,0,345,171,227,126,29,49,4,607,4087,6875,2950,827,1083,110,15929
CED141,212,106,114,37,43,14,520,66,33,31,8,16,3,163,121,69,89,16,31,7,338,110,68,63,19,33,0,299,175,115,141,48,77,3,554,219,226,165,64,87,3,766,262,296,204,89,109,8,965,327,514,257,128,120,9,1356,348,563,227,114,102,10,1360,398,845,285,137,98,5,1769,305,655,173,86,62,5,1293,472,1112,389,97,82,8,2168,219,489,113,33,19,0,878,106,322,58,14,12,3,517,298,719,200,50,39,3,1301,287,741,210,37,30,3,1311,105,212,54,4,10,0,381,44,127,40,8,9,0,224,150,254,127,37,46,3,616,4221,7476,2925,1027,1027,105,16790
CED142,209,120,49,20,36,23,452,36,13,13,3,7,0,68,51,16,10,12,6,0,101,51,28,6,0,5,7,94,68,32,22,3,11,8,144,96,43,21,10,13,3,185,166,63,33,12,25,9,309,161,78,19,24,24,3,313,172,103,23,16,23,6,347,217,127,24,17,26,6,414,196,88,17,20,14,9,352,491,312,80,38,55,25,1002,218,121,11,14,17,7,394,287,165,26,22,18,9,526,476,252,43,35,40,16,875,1184,721,115,60,57,46,2184,565,416,66,27,28,14,1124,622,441,85,37,37,18,1247,146,123,35,10,20,9,341,5406,3269,721,381,472,224,10460
CED143,202,243,146,21,37,5,654,28,32,29,3,7,0,99,54,45,46,10,15,0,171,44,48,36,5,15,0,148,57,52,52,12,20,0,186,68,79,55,8,20,0,242,103,176,82,22,32,3,419,130,152,63,20,34,0,402,113,172,80,30,26,0,428,120,169,69,21,35,4,412,95,130,61,20,16,8,331,262,482,177,61,59,3,1041,107,176,44,17,18,4,372,143,269,68,32,18,0,534,236,389,121,33,31,7,817,606,1535,318,105,68,14,2650,362,1212,243,53,37,12,1919,504,1900,372,74,49,3,2900,155,340,138,35,42,6,719,3413,7584,2192,584,588,76,14441
CED144,141,250,183,32,64,10,686,28,34,33,12,9,3,119,48,62,71,14,23,6,222,34,58,71,6,30,3,209,78,95,90,16,40,3,324,117,155,111,25,71,15,500,140,235,164,54,73,5,674,173,299,184,59,72,14,804,155,342,151,67,80,17,807,194,457,206,57,86,5,1010,118,297,117,47,52,16,649,295,784,338,103,134,11,1675,122,293,92,35,46,3,594,101,306,113,28,27,4,583,215,658,191,53,59,18,1192,390,1075,402,96,125,22,2106,145,415,163,43,34,8,801,110,304,120,19,13,4,581,131,335,184,48,64,13,778,2740,6447,2995,831,1119,187,14311
CED145,209,194,109,36,50,16,608,21,13,7,0,3,0,52,41,38,14,3,12,3,108,33,22,11,8,3,3,82,49,30,25,5,6,0,118,56,54,28,5,16,4,162,91,117,59,11,17,0,298,79,78,46,12,23,4,235,80,97,31,14,19,0,242,86,72,32,22,20,6,243,57,69,33,13,15,0,183,226,288,116,38,42,9,718,72,105,24,14,16,0,224,100,161,36,18,8,5,336,168,215,62,35,26,10,513,545,789,181,71,43,12,1645,352,747,165,44,43,4,1354,641,1819,329,104,61,16,2963,155,285,100,20,33,8,602,3059,5199,1408,470,466,92,10688
CED146,138,219,182,50,56,14,655,20,43,37,9,13,0,125,55,77,83,27,39,0,289,51,68,67,24,38,7,253,72,114,118,20,40,4,377,125,227,163,45,85,3,642,152,337,281,68,81,9,927,171,459,303,112,126,14,1192,196,556,272,98,84,10,1209,251,792,345,106,109,13,1618,191,652,213,84,95,11,1244,447,1385,595,181,194,22,2828,195,601,221,62,49,12,1134,190,547,188,42,48,8,1035,389,1233,434,109,95,5,2268,482,1447,545,116,126,15,2734,117,373,168,22,26,9,726,91,217,128,27,23,6,492,186,417,254,65,82,14,1022,3537,9766,4595,1276,1409,176,20754
CED147,198,112,101,27,33,7,474,59,33,41,8,11,4,158,132,56,87,26,39,6,350,87,58,55,17,27,5,255,190,109,109,38,69,4,521,227,206,180,52,65,14,740,229,315,212,69,95,10,923,303,435,267,124,105,10,1243,297,589,208,109,107,10,1326,386,812,300,147,103,8,1762,290,699,204,80,79,10,1365,502,1018,368,126,105,17,2134,214,564,137,52,26,0,985,112,313,76,17,12,0,525,359,800,229,54,54,5,1498,328,735,250,59,41,0,1410,111,203,87,8,22,0,425,78,138,47,14,4,0,288,177,231,129,47,40,10,630,4285,7415,3091,1070,1034,108,17011
CED194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CED197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
