SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11067,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,12,0,0,22
SAL11068,0,4,0,0,4,5,0,0,0,12,26,19,8,17,28,36,21,6,3,168
SAL11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11070,34,32,20,16,33,44,20,10,8,212,773,663,431,528,654,786,408,161,50,4460
SAL11071,4,0,0,4,0,0,0,0,0,9,7,5,8,5,6,7,7,0,0,43
SAL11072,0,9,4,0,4,0,0,4,0,23,24,20,13,8,22,15,10,3,0,122
SAL11073,39,12,20,10,18,13,19,8,0,141,348,189,257,226,265,233,197,74,15,1802
SAL11074,0,0,0,0,0,0,0,0,0,6,14,8,10,6,10,7,6,4,0,72
SAL11075,46,43,23,35,38,34,44,48,27,338,823,535,361,538,709,854,986,671,210,5699
SAL11076,12,3,0,9,0,6,14,0,0,43,60,33,21,43,64,72,58,10,0,358
SAL11077,0,0,0,0,4,0,0,0,0,7,9,3,3,11,8,13,5,3,0,66
SAL11078,0,0,0,0,0,0,0,0,0,4,7,8,6,0,13,7,5,0,0,44
SAL11079,0,0,0,0,0,0,0,0,0,0,5,3,3,5,11,3,4,3,4,44
SAL11080,97,55,50,36,60,63,60,27,25,477,813,541,484,449,676,866,909,604,251,5595
SAL11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11082,63,41,42,57,39,50,30,30,15,362,1169,752,956,863,834,916,752,462,272,6972
SAL11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,23
SAL11085,0,0,0,3,0,4,7,4,0,17,7,4,5,3,11,21,22,10,0,83
SAL11086,0,6,0,0,6,6,7,0,0,22,0,12,8,10,10,22,28,8,3,96
SAL11087,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,4,3,0,20
SAL11088,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,7,3,0,30
SAL11089,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,7,8,9,5,38
SAL11090,6,0,0,3,0,0,0,3,0,15,30,10,6,17,11,10,13,14,0,112
SAL11091,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,5,0,0,29
SAL11092,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9
SAL11093,9,4,4,3,4,9,0,0,0,32,50,47,31,40,44,29,33,13,0,282
SAL11094,27,12,12,13,16,12,3,8,0,103,208,96,114,109,134,156,151,67,17,1053
SAL11095,0,0,0,0,0,0,0,0,0,5,10,3,5,3,0,9,11,8,3,58
SAL11096,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,16
SAL11097,0,4,0,4,3,3,4,3,0,32,123,93,48,75,98,93,68,36,6,631
SAL11098,0,0,5,0,0,4,0,0,0,12,13,8,14,11,6,17,12,5,0,88
SAL11099,194,130,124,99,122,106,106,73,30,991,1791,1128,1060,981,1208,1332,1394,877,378,10145
SAL11100,0,0,0,5,3,0,0,0,0,7,21,0,10,9,16,8,14,0,0,73
SAL11101,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,3,0,18
SAL11102,7,4,9,4,5,5,0,3,0,50,47,32,53,35,47,71,32,18,5,343
SAL11103,5,3,9,0,5,6,0,0,0,29,22,24,50,11,28,46,24,4,0,213
SAL11104,0,0,0,0,0,0,0,0,0,4,0,4,11,0,0,3,10,3,0,29
SAL11105,344,168,193,168,149,110,64,37,8,1233,3623,2152,2396,2155,2024,1856,1070,406,94,15779
SAL11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11107,0,0,0,0,3,0,4,0,0,14,10,3,14,6,18,12,22,11,4,104
SAL11108,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,9,3,0,0,14
SAL11109,0,0,3,0,0,0,0,0,0,5,5,5,7,5,11,14,7,3,4,57
SAL11110,0,0,0,0,0,4,4,0,0,4,10,6,0,8,7,3,12,0,0,48
SAL11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11112,0,0,0,0,3,0,0,0,0,10,3,6,0,3,9,9,13,0,0,36
SAL11113,83,60,91,101,78,64,53,38,29,602,1687,919,1944,1915,1525,1230,1162,667,219,11263
SAL11114,11,12,19,22,21,23,25,4,3,137,288,180,292,295,325,363,317,161,48,2270
SAL11115,28,12,23,20,13,27,16,6,4,151,253,134,147,165,211,305,286,106,26,1633
SAL11116,51,36,82,48,55,34,24,13,4,356,816,512,1099,726,621,496,392,194,87,4936
SAL11117,36,33,29,25,40,14,12,11,5,195,411,273,286,277,280,236,196,147,52,2156
SAL11118,0,0,0,0,0,3,0,3,0,11,6,0,0,5,6,8,12,7,0,34
SAL11119,98,45,50,73,68,56,30,30,23,474,1679,998,651,1064,1264,891,729,550,217,8030
SAL11120,150,126,217,172,174,186,151,95,112,1380,2124,1735,3224,2181,2205,2583,2212,1081,559,17899
SAL11121,0,0,0,0,0,0,0,0,0,0,18,5,4,11,5,9,0,0,0,54
SAL11122,8,3,0,0,4,5,6,0,0,24,24,21,5,20,13,31,38,14,3,174
SAL11123,3,0,0,3,0,0,0,0,0,8,11,6,8,5,11,18,10,7,0,78
SAL11124,37,21,22,28,18,45,30,19,12,241,395,278,223,232,296,450,398,273,134,2686
SAL11125,5,4,0,4,0,3,0,0,0,18,30,5,13,16,6,15,14,3,0,112
SAL11126,5,0,0,0,6,8,3,0,0,25,16,6,15,14,18,16,9,0,0,104
SAL11127,0,0,0,0,0,0,3,0,0,3,7,0,4,3,0,0,5,0,0,19
SAL11128,24,9,6,4,10,9,5,0,0,63,148,55,47,79,76,72,76,49,8,626
SAL11129,8,3,0,4,0,4,0,0,4,30,153,76,35,91,80,67,74,47,17,641
SAL11130,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SAL11131,0,0,0,0,0,0,0,6,0,12,0,9,0,0,6,18,17,16,5,78
SAL11132,20,25,72,56,28,30,18,8,0,253,676,402,1188,1062,667,464,327,138,47,4974
SAL11133,0,3,0,0,0,0,0,0,0,3,18,7,8,13,7,13,17,3,0,78
SAL11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11135,77,60,53,66,74,85,63,87,121,683,1690,1264,1422,1388,1475,1351,1006,703,453,10755
SAL11136,117,86,81,88,122,80,44,43,16,682,1912,1284,1297,1454,1660,1393,1095,587,245,10929
SAL11137,0,4,0,0,4,0,0,0,0,14,11,11,3,0,9,5,20,3,0,68
SAL11138,9,0,0,0,3,0,4,0,0,22,9,0,0,3,7,3,4,0,0,39
SAL11139,9,4,3,8,3,3,3,0,0,29,57,21,20,26,32,52,36,19,4,263
SAL11140,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,4,5,0,0,26
SAL11141,7,5,6,0,4,0,5,0,0,31,121,59,48,71,65,81,91,45,11,586
SAL11142,0,0,0,0,0,3,5,0,0,6,16,6,7,11,3,20,12,0,0,66
SAL11143,0,0,0,0,0,0,0,0,0,0,11,5,0,5,0,5,0,0,0,36
SAL11144,10,11,7,10,14,15,3,4,0,68,207,111,104,113,123,146,101,40,14,952
SAL11145,14,5,0,8,8,5,9,0,0,49,68,24,22,48,54,47,56,13,6,339
SAL11146,4,3,4,0,5,3,6,4,0,26,32,20,24,18,38,53,52,32,5,284
SAL11147,23,19,25,19,13,26,21,21,9,171,384,236,300,261,305,502,489,341,132,2946
SAL11148,32,18,3,15,13,13,21,9,7,127,313,173,101,175,161,175,219,130,30,1483
SAL11149,0,0,0,0,0,4,3,0,0,15,22,19,13,13,24,28,32,13,3,166
SAL11150,0,0,0,0,0,0,0,0,0,0,19,4,8,9,3,7,5,0,0,49
SAL11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10
SAL11152,0,0,0,0,0,0,0,0,0,4,7,3,6,0,9,11,5,6,0,41
SAL11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,10
SAL11154,0,0,0,0,0,0,0,0,0,0,8,0,0,3,5,4,6,0,0,21
SAL11155,23,14,28,21,17,8,8,12,0,132,506,251,262,348,304,244,194,83,14,2211
SAL11156,3,0,0,0,0,0,0,0,0,3,10,8,0,0,3,0,0,5,0,22
SAL11157,3,5,5,6,0,12,6,0,0,40,45,33,18,33,21,44,12,10,3,208
SAL11158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL11159,4,0,0,0,3,3,4,0,0,22,17,11,10,15,39,39,57,15,0,198
SAL11160,19,6,3,5,5,6,11,7,0,61,104,41,43,55,42,80,67,40,9,491
SAL11161,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,12
SAL11162,34,26,14,12,17,20,27,20,18,186,379,208,207,207,221,284,277,170,95,2050
SAL11163,0,0,0,5,0,0,0,0,0,5,10,0,8,9,5,5,4,0,0,44
SAL11164,0,0,0,0,0,0,0,0,0,3,0,10,5,12,14,34,37,11,5,111
SAL11165,4,0,0,6,3,4,4,0,0,21,24,17,10,15,21,38,22,8,10,163
SAL11166,0,0,5,0,0,0,0,0,0,5,8,0,0,5,0,0,4,0,0,24
SAL11167,0,3,0,0,0,3,0,0,0,11,33,12,16,9,18,18,18,9,0,137
SAL11168,37,20,13,22,46,31,12,5,3,192,484,343,227,275,456,292,166,87,40,2364
SAL11169,0,4,0,0,0,0,0,0,0,8,0,7,0,4,0,0,6,0,0,21
SAL11170,18,12,5,8,12,7,13,0,4,74,163,91,102,79,84,122,89,38,15,779
SAL11171,16,8,17,9,4,13,15,5,0,88,99,33,71,57,56,84,67,24,7,496
SAL11172,0,0,0,0,0,0,0,0,0,0,3,5,0,5,3,4,13,3,0,43
SAL11173,3,3,0,6,7,0,3,7,0,29,65,43,38,43,44,47,35,27,6,339
SAL11174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11175,3,0,0,0,0,0,9,3,4,17,30,24,22,22,33,37,43,22,5,220
SAL11176,95,47,37,51,43,26,16,6,0,316,1429,717,892,811,757,519,279,113,27,5541
SAL11177,6,0,5,3,4,14,8,3,3,37,44,28,32,36,34,124,113,56,22,479
SAL11178,0,0,7,0,6,0,0,0,0,12,20,17,23,24,29,28,19,13,5,167
SAL11179,0,3,0,3,3,0,0,0,0,18,47,22,22,31,22,33,21,5,0,199
SAL11180,0,0,0,0,0,0,0,0,0,0,7,7,5,11,10,14,10,3,0,67
SAL11181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL11182,7,0,0,3,10,0,3,3,0,25,9,3,6,7,14,13,3,6,0,72
SAL11183,0,0,0,0,0,0,0,0,0,4,7,0,4,6,3,10,0,0,0,37
SAL11184,0,0,0,0,0,3,0,0,0,3,5,0,5,6,0,21,19,5,0,61
SAL11185,3,0,0,4,0,0,0,0,0,10,10,5,8,8,3,0,6,4,0,42
SAL11186,19,9,16,9,19,24,14,19,9,134,125,110,101,90,130,152,186,186,73,1146
SAL11187,0,5,0,4,3,0,0,0,0,14,6,6,0,6,10,5,11,0,0,43
SAL11188,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,4,4,0,22
SAL11189,0,0,6,0,9,3,5,0,0,19,26,24,12,23,38,31,20,11,9,183
SAL11190,10,3,7,3,12,10,7,16,7,80,68,50,53,66,72,108,127,122,45,705
SAL11191,0,0,3,0,0,3,13,0,0,23,44,13,33,25,37,57,33,10,4,252
SAL11192,41,22,17,14,25,39,31,19,15,223,300,116,158,185,211,359,426,236,197,2194
SAL11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL11194,0,0,0,0,4,0,0,0,0,8,6,5,8,10,3,3,8,6,0,57
SAL11195,9,6,0,0,11,0,10,0,0,39,42,26,12,24,35,34,31,19,5,230
SAL11196,0,0,5,5,0,0,0,0,0,12,33,19,14,28,29,44,36,14,5,218
SAL11197,0,0,0,0,0,0,0,0,0,10,24,6,9,10,13,17,12,9,0,111
SAL11198,0,0,0,0,0,0,0,0,0,3,5,4,7,5,7,13,0,0,0,38
SAL11199,5,0,3,4,0,0,3,0,0,11,12,0,6,8,6,0,15,3,0,65
SAL11200,0,0,0,0,0,4,3,0,0,14,45,18,9,27,46,75,65,33,0,313
SAL11201,0,0,0,4,0,0,0,3,0,7,18,13,10,13,17,22,8,16,5,120
SAL11202,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6
SAL11203,158,105,87,80,84,72,40,53,19,709,1996,1409,1468,1326,1334,1221,1093,798,303,10954
SAL11204,4,0,3,3,7,16,12,3,0,50,62,41,20,47,62,90,71,45,8,451
SAL11205,3,0,0,0,0,0,0,0,0,12,16,12,6,4,3,10,5,4,0,62
SAL11206,0,0,0,0,4,8,3,3,0,31,31,15,30,14,31,46,57,18,4,243
SAL11207,19,13,16,16,7,16,9,8,3,113,74,40,50,45,59,74,61,50,10,456
SAL11208,0,0,0,0,0,0,0,0,0,0,3,6,4,3,16,20,27,3,0,83
SAL11209,5,0,0,0,0,0,0,0,0,6,10,0,8,3,6,9,8,5,0,45
SAL11210,0,0,0,0,0,0,0,0,0,0,17,16,11,6,12,19,11,8,3,95
SAL11211,11,4,6,7,6,4,9,0,0,39,47,25,11,26,37,38,49,11,0,237
SAL11212,34,18,54,49,47,47,39,41,18,338,424,262,588,516,453,522,565,484,169,3977
SAL11213,49,79,256,195,148,124,62,34,10,968,559,868,3268,2119,1404,1203,752,347,96,10615
SAL11214,3,3,3,3,5,6,4,3,3,27,71,45,67,36,47,44,34,16,13,378
SAL11215,7,52,68,33,22,12,6,0,0,201,132,891,780,283,207,164,97,41,9,2597
SAL11216,19,17,23,10,17,18,18,11,0,139,156,125,135,109,138,176,127,55,10,1030
SAL11217,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,4,0,0,30
SAL11218,0,0,0,0,4,6,0,0,0,13,20,14,10,10,6,18,11,5,0,88
SAL11219,5,0,0,4,3,4,0,0,0,18,20,13,6,12,18,14,12,13,0,110
SAL11220,4,8,3,4,5,0,0,4,0,28,158,81,64,81,136,120,80,30,8,770
SAL11221,21,19,9,14,22,14,17,0,0,113,541,376,130,301,503,316,344,187,26,2725
SAL11222,0,0,0,0,0,0,0,0,0,0,10,5,5,4,0,8,5,0,0,34
SAL11223,34,19,9,29,20,22,13,15,11,173,453,227,210,312,302,355,331,283,143,2602
SAL11224,0,0,4,0,0,10,3,0,0,17,29,37,21,39,60,98,72,29,4,385
SAL11225,4,0,0,5,0,0,4,0,0,12,6,9,5,7,10,25,13,3,0,83
SAL11226,58,34,56,34,35,35,22,6,3,278,651,386,511,454,337,376,266,123,86,3180
SAL11227,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14,3,5,0,29
SAL11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL11229,189,140,293,239,172,163,108,66,27,1389,3498,2333,4932,4196,3037,2544,1589,862,355,23354
SAL11230,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,12
SAL11231,0,4,0,0,0,0,0,0,0,8,16,5,11,9,9,25,8,7,4,100
SAL11232,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,5,0,0,0,20
SAL11233,4,9,3,3,7,13,15,0,0,55,50,39,34,35,72,77,102,48,13,456
SAL11234,3,0,3,0,0,0,3,0,0,22,29,6,12,9,15,19,15,3,3,128
SAL11235,10,3,5,0,0,0,6,0,0,29,51,19,25,30,29,54,52,24,14,295
SAL11236,33,13,12,15,17,18,14,6,8,130,128,59,49,69,83,93,76,40,14,625
SAL11237,92,50,70,79,43,37,27,15,7,405,2257,948,1783,1798,847,649,482,279,72,9129
SAL11238,5,9,0,0,7,15,19,13,30,99,79,56,45,43,47,83,132,98,66,650
SAL11239,147,100,107,100,100,100,97,76,26,852,1239,786,764,713,887,1102,1034,622,280,7432
SAL11240,18,18,22,20,15,20,25,10,11,150,623,434,396,458,526,566,441,201,86,3726
SAL11241,21,5,9,11,12,14,14,10,6,111,478,265,178,361,289,325,241,98,61,2292
SAL11242,8,3,0,9,0,3,7,0,0,28,187,118,63,141,135,125,132,30,14,947
SAL11243,39,17,17,19,29,28,23,14,12,182,333,204,195,206,241,248,201,126,59,1821
SAL11244,0,0,0,0,0,0,0,0,0,4,9,0,6,8,0,6,4,0,0,34
SAL11245,0,0,0,0,5,0,0,0,0,5,9,4,0,5,9,0,5,0,0,38
SAL11246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,0,0,0,0,0,4,0,5,4,3,5,15,19,3,0,52
SAL11248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,10
SAL11249,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,11
SAL11250,73,32,51,34,41,31,33,5,0,289,655,351,374,339,347,304,311,101,22,2806
SAL11251,0,0,0,0,0,0,0,0,0,6,12,10,3,0,13,3,3,0,0,42
SAL11252,0,5,0,0,0,0,0,0,0,6,9,5,0,10,3,3,6,0,0,38
SAL11253,32,9,10,7,10,13,14,3,0,95,181,71,89,95,120,200,185,54,12,1012
SAL11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SAL11255,0,0,0,3,4,8,0,0,0,24,6,3,6,10,11,19,12,0,0,62
SAL11256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,13
SAL11257,0,0,0,0,3,3,0,0,0,12,11,8,9,7,14,19,18,3,0,82
SAL11258,0,0,0,5,0,0,0,0,0,0,5,4,5,4,5,11,3,8,0,40
SAL11259,4,0,0,0,0,0,0,0,0,4,10,0,0,3,3,3,3,4,0,29
SAL11260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,0,0,0,3,0,0,3,16,0,0,5,8,3,6,10,0,51
SAL11262,5,0,0,4,0,0,0,0,0,6,22,8,0,10,16,21,11,4,0,89
SAL11263,0,0,0,0,0,0,0,0,0,3,23,15,22,8,12,14,9,5,0,106
SAL11264,0,0,0,0,0,3,0,0,0,7,30,8,12,17,6,20,7,15,0,117
SAL11265,0,0,0,0,0,3,0,4,0,6,10,5,0,9,5,20,8,4,0,65
SAL11266,0,0,0,0,3,0,0,0,0,7,0,5,0,0,0,12,3,3,0,25
SAL11267,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7
SAL11268,9,8,3,13,5,9,8,0,0,50,132,112,60,83,103,108,60,34,11,699
SAL11269,14,22,14,18,24,13,14,8,4,135,219,135,256,221,247,222,182,114,33,1633
SAL11270,0,0,0,0,0,0,0,0,0,0,8,9,4,0,15,18,11,3,0,65
SAL11271,8,0,6,4,7,3,6,0,0,29,53,29,37,43,37,63,52,24,6,354
SAL11272,0,0,0,0,0,0,5,0,0,8,19,15,10,15,13,33,26,6,0,130
SAL11273,9,0,4,7,0,0,0,0,0,17,13,3,8,10,6,9,0,4,0,39
SAL11274,14,6,4,9,14,16,8,4,0,78,106,86,64,53,98,155,102,44,10,712
SAL11275,3,3,0,5,0,0,3,0,3,16,13,9,8,9,11,13,20,8,0,92
SAL11276,3,0,0,0,0,0,4,4,3,13,21,12,7,10,36,37,101,54,17,298
SAL11277,303,180,222,190,183,125,73,35,15,1325,2613,1809,2012,1896,1753,1606,1234,530,164,13614
SAL11278,8,0,4,3,0,5,0,0,0,25,60,46,35,44,63,59,31,13,0,350
SAL11279,26,18,16,10,14,15,15,17,9,143,237,178,188,161,192,298,263,180,48,1739
SAL11280,15,9,7,13,16,12,8,14,4,105,174,78,87,90,141,205,202,159,61,1214
SAL11281,4,0,6,0,0,3,0,0,0,11,3,8,4,3,9,28,21,10,3,88
SAL11282,5,7,0,5,0,6,3,0,0,22,17,12,14,18,24,42,32,3,4,158
SAL11283,36,24,74,42,24,35,21,29,14,299,579,426,1005,663,509,488,532,365,144,4709
SAL11284,6,0,0,0,0,0,4,0,0,14,32,16,17,30,16,25,31,3,5,162
SAL11285,22,14,10,19,15,16,14,0,0,115,266,193,122,165,187,196,184,55,18,1386
SAL11286,39,24,22,21,36,21,23,8,3,202,821,556,382,446,650,512,405,191,67,4044
SAL11287,8,0,3,3,4,6,3,0,0,21,19,15,10,15,22,20,15,0,0,124
SAL11288,3,4,9,0,4,4,0,0,0,33,56,37,49,29,47,51,21,7,7,299
SAL11289,4,0,3,4,0,8,11,14,6,45,13,12,9,10,22,41,116,121,41,383
SAL11290,0,0,0,0,0,0,0,0,0,0,4,3,4,0,5,8,8,8,0,39
SAL11291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11292,11,4,0,5,9,4,6,7,0,51,23,17,15,20,45,57,54,16,4,244
SAL11293,0,0,0,0,9,5,0,0,0,13,9,12,0,13,8,21,19,3,0,95
SAL11294,0,0,0,0,0,0,0,0,0,0,4,0,5,0,4,7,0,5,0,23
SAL11295,0,0,0,0,0,0,0,0,0,4,10,8,3,6,6,11,16,3,0,68
SAL11296,117,65,121,103,109,91,69,75,103,846,1882,1083,1719,1798,1699,1488,1190,746,406,12011
SAL11297,0,0,0,0,0,0,0,0,0,3,11,11,5,10,9,0,10,0,0,50
SAL11298,0,0,0,0,0,0,0,0,0,10,4,3,9,3,5,13,4,8,0,42
SAL11299,1173,654,761,597,578,465,333,243,115,4923,9347,5033,6841,5343,4893,4816,3848,2450,938,43516
SAL11300,0,0,0,0,0,4,0,0,0,5,7,3,0,9,10,14,5,4,0,50
SAL11301,0,0,0,0,0,0,3,0,0,5,15,13,12,10,9,10,17,13,0,92
SAL11302,0,0,0,0,0,0,0,0,0,6,8,3,5,3,8,11,8,0,0,44
SAL11303,44,21,16,25,19,12,12,9,0,156,562,268,234,339,345,299,278,122,56,2505
SAL11304,3,9,4,0,4,0,4,3,0,30,98,82,35,49,86,73,43,23,5,509
SAL11305,0,0,0,5,5,3,0,0,3,23,14,16,12,9,28,33,20,3,3,143
SAL11306,104,122,221,152,143,111,78,32,19,987,1974,1387,2731,2414,2047,1580,989,643,281,14046
SAL11307,9,0,0,8,0,4,5,3,0,24,11,10,0,10,24,34,28,13,4,125
SAL11308,4,0,0,0,0,0,0,0,0,9,14,14,7,10,8,17,0,10,0,80
SAL11309,0,0,0,0,0,0,0,0,0,0,12,3,4,6,6,15,11,7,0,70
SAL11310,0,0,0,0,0,0,0,0,0,0,7,3,3,4,3,5,4,0,0,29
SAL11311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11312,5,6,0,4,6,4,0,3,0,23,78,26,29,45,46,57,59,17,12,380
SAL11313,7,3,0,9,3,5,13,8,0,61,82,63,42,60,93,223,282,145,31,1020
SAL11314,3,3,0,0,3,0,0,0,0,9,10,7,6,5,19,9,10,3,0,70
SAL11315,43,28,40,33,34,21,25,17,6,241,920,627,707,793,674,595,379,188,74,4959
SAL11316,115,61,53,74,55,54,29,16,7,451,1157,692,765,908,787,771,486,231,76,5875
SAL11317,3,0,0,0,0,5,0,0,0,9,21,10,13,16,15,28,36,10,0,152
SAL11318,4,0,5,3,0,5,0,0,0,10,22,8,7,17,15,27,20,3,0,121
SAL11319,22,17,16,8,16,12,16,17,6,128,170,96,114,94,120,158,163,138,46,1097
SAL11320,0,0,0,0,0,0,0,0,0,0,10,5,6,5,10,11,3,0,0,52
SAL11321,8,7,0,3,0,4,4,6,0,28,37,28,16,17,35,36,32,21,0,225
SAL11322,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,6
SAL11323,33,18,5,21,7,13,15,15,7,135,297,192,152,173,220,303,306,246,95,1983
SAL11324,7,7,6,0,3,4,5,0,0,26,72,48,36,43,58,48,46,19,3,366
SAL11325,0,3,0,0,0,4,0,0,0,7,3,8,9,0,4,13,3,0,6,42
SAL11326,3,0,4,3,0,0,0,0,0,21,69,22,41,42,32,53,40,14,9,318
SAL11327,5,8,0,0,4,0,0,0,0,21,18,22,15,18,20,20,8,6,0,136
SAL11328,37,15,12,20,19,11,10,6,0,130,192,64,80,117,121,113,93,42,9,840
SAL11329,8,6,3,12,11,7,0,0,0,47,111,87,48,71,78,102,66,18,0,582
SAL11330,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,4,3,0,13
SAL11331,68,68,41,41,74,70,47,45,18,467,1370,1037,619,798,1209,1099,817,634,300,7900
SAL11332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11333,4,0,0,0,0,4,9,0,0,28,50,14,18,25,34,42,50,9,5,248
SAL11334,8,0,3,7,0,6,3,0,0,15,43,5,21,43,19,48,27,13,3,226
SAL11335,8,3,0,11,4,6,3,0,4,31,77,55,31,49,70,88,64,25,6,463
SAL11336,0,5,0,3,0,0,0,0,0,4,0,4,3,13,8,21,12,0,3,74
SAL11337,3,0,0,0,0,4,0,0,0,8,25,8,6,10,24,17,15,11,3,114
SAL11338,0,6,0,0,0,6,0,0,0,13,4,4,3,0,3,24,8,0,0,50
SAL11339,0,0,0,0,0,0,0,0,0,14,18,16,6,13,10,17,16,3,0,96
SAL11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11341,12,3,4,4,3,0,3,0,0,30,54,32,24,32,47,73,61,23,8,346
SAL11342,0,0,0,0,0,0,10,0,0,13,11,9,6,8,21,25,26,0,0,113
SAL11343,3,3,0,4,0,0,0,0,0,15,32,10,7,22,17,11,4,5,0,102
SAL11344,115,69,59,79,67,60,28,13,4,493,1178,770,825,792,723,798,487,174,39,5789
SAL11345,6,0,4,0,0,0,4,0,0,19,33,26,14,17,26,33,44,10,4,205
SAL11346,159,139,144,129,176,148,102,109,91,1195,3000,2077,1841,2274,2841,2279,1718,1380,629,18053
SAL11347,79,43,60,55,52,66,39,23,17,434,1064,705,822,828,776,764,616,420,226,6224
SAL11348,71,45,48,56,60,48,52,30,22,433,923,513,553,696,756,844,1003,438,157,5882
SAL11349,52,17,25,29,14,16,14,5,0,163,481,229,311,300,220,138,145,51,15,1881
SAL11350,0,3,3,3,7,5,0,0,0,24,36,32,19,23,34,30,30,12,3,222
SAL11351,48,44,39,34,34,32,17,13,7,264,608,399,463,471,451,459,341,154,78,3432
SAL11352,50,28,28,31,43,40,33,22,13,297,705,430,501,571,529,579,537,374,170,4391
SAL11353,5,0,0,6,5,0,0,0,0,19,64,25,33,52,45,52,36,22,6,338
SAL11354,40,22,29,26,23,33,15,16,3,211,539,455,399,429,477,476,340,185,67,3370
SAL11355,20,12,23,12,7,8,10,3,0,101,201,151,145,140,187,121,83,23,10,1067
SAL11356,0,0,0,0,0,0,0,0,0,6,3,9,14,7,8,22,14,5,0,80
SAL11357,35,21,13,19,9,22,8,7,0,138,262,147,158,148,148,168,163,93,43,1336
SAL11358,22,22,10,17,15,15,11,0,0,111,543,439,222,302,449,425,280,169,65,2895
SAL11359,28,24,18,10,12,7,5,0,0,106,430,348,247,259,354,296,184,82,13,2203
SAL11360,27,32,5,6,25,21,14,7,10,152,780,517,189,444,572,456,358,243,141,3710
