SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL11361,77,112,70,52,44,55,39,39,54,527,839,720,654,539,574,651,505,322,173,4980
SAL11362,0,4,0,0,9,0,0,5,0,8,11,10,6,3,17,26,20,4,0,94
SAL11363,177,95,122,97,107,121,74,40,63,894,2039,1441,1554,1479,1525,1393,1298,784,345,11860
SAL11364,31,17,11,21,14,10,11,4,0,122,499,348,155,332,415,342,204,144,86,2522
SAL11365,7,0,3,0,3,5,3,3,0,31,63,51,25,48,43,68,39,10,5,353
SAL11366,66,49,37,45,44,46,29,23,19,371,1024,577,758,635,652,631,572,401,167,5417
SAL11367,3,0,5,3,0,3,5,0,0,18,31,37,19,27,24,39,22,9,4,213
SAL11368,0,0,0,0,0,3,0,3,5,18,51,39,31,29,40,58,39,13,4,312
SAL11369,33,24,12,21,15,8,0,5,0,108,206,142,114,135,107,78,56,25,11,874
SAL11370,45,69,115,46,34,31,24,8,3,373,626,629,1254,644,332,262,200,92,38,4086
SAL11371,93,27,54,88,64,67,56,33,24,500,1004,692,924,911,853,725,631,446,148,6347
SAL11372,137,110,170,146,138,139,76,54,40,1007,2939,2063,2958,2887,2215,2378,1900,944,412,18695
SAL11373,6,0,4,4,0,6,0,0,0,19,45,28,17,22,31,35,26,13,4,214
SAL11374,22,10,5,3,16,14,8,10,0,90,220,167,110,132,166,121,88,64,6,1081
SAL11375,0,0,3,5,3,4,0,0,0,14,26,8,7,16,21,38,31,6,3,149
SAL11376,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,11,5,3,0,27
SAL11377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL11378,82,31,29,31,38,47,57,36,26,387,528,288,255,276,398,521,615,323,136,3350
SAL11379,0,0,0,3,0,0,7,7,0,14,5,9,3,6,20,37,37,6,0,136
SAL11380,122,93,97,81,91,101,75,44,41,748,1772,1460,1359,1149,1286,1533,1111,437,163,10279
SAL11381,9,0,0,3,0,0,0,0,0,19,18,3,12,4,4,15,17,3,0,80
SAL11382,17,14,33,27,19,14,15,11,6,161,281,217,532,399,266,240,233,206,126,2499
SAL11383,0,0,4,0,4,4,9,0,3,21,21,7,6,11,11,14,13,4,6,96
SAL11384,125,63,67,64,55,50,34,35,23,512,1152,719,983,745,730,711,723,419,217,6401
SAL11385,0,0,0,0,0,4,0,0,0,9,16,9,10,17,6,28,25,4,5,120
SAL11386,222,112,143,168,114,53,21,12,0,838,3257,1572,2207,2428,1346,729,386,113,36,12080
SAL11387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11388,0,0,0,0,0,0,0,0,0,4,0,5,0,0,5,3,0,0,0,21
SAL11389,53,23,33,21,27,17,13,6,0,192,761,323,460,417,361,287,289,90,30,3012
SAL11390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SAL11391,5,0,4,0,3,4,3,0,0,22,21,3,5,14,18,46,42,21,6,178
SAL11392,64,23,14,37,39,26,29,12,7,245,1007,566,325,617,727,567,405,289,91,4581
SAL11393,0,0,0,0,0,0,0,0,0,0,9,0,6,7,0,0,0,0,0,25
SAL11394,127,70,55,78,65,37,23,22,5,485,1936,985,1114,1150,922,740,601,336,96,7878
SAL11395,6,3,0,0,0,3,0,0,0,10,16,18,17,13,19,19,11,4,0,131
SAL11396,67,51,15,29,54,43,34,32,23,351,1217,736,395,791,883,847,868,551,171,6460
SAL11397,58,53,35,41,33,39,34,25,16,326,1018,691,756,737,674,653,720,526,279,6057
SAL11398,5,12,95,59,57,62,25,27,12,358,186,212,1202,908,682,654,525,297,206,4878
SAL11399,0,3,4,4,3,4,3,0,0,22,43,22,9,33,35,39,56,18,0,259
SAL11400,53,15,31,36,24,7,4,0,0,170,949,416,408,597,410,259,126,39,13,3208
SAL11401,34,20,17,15,16,11,4,0,0,120,323,174,174,156,170,183,112,53,15,1351
SAL11402,5,0,0,4,8,14,6,0,0,35,38,30,17,28,55,76,64,22,4,331
SAL11403,7,3,4,10,8,14,16,4,0,65,48,31,38,26,52,66,40,12,4,318
SAL11404,10,4,4,5,3,7,6,0,0,42,38,8,17,14,20,32,25,9,3,171
SAL11405,0,0,0,0,0,0,0,0,0,0,14,7,0,8,10,5,5,0,0,39
SAL11406,7,3,3,0,0,3,0,0,0,18,12,6,3,7,7,8,3,0,0,56
SAL11407,0,0,0,0,0,0,3,0,0,11,17,21,16,12,20,22,9,5,0,123
SAL11408,15,13,5,6,13,5,11,0,0,74,171,118,58,91,131,117,103,58,11,852
SAL11409,10,3,0,3,3,0,0,0,0,23,32,18,10,19,11,31,12,3,7,142
SAL11410,3,0,0,3,0,5,0,0,0,23,25,15,5,21,21,38,23,0,0,155
SAL11411,9,5,0,8,0,7,7,0,0,27,91,38,55,34,44,59,29,7,0,358
SAL11412,3,3,0,0,10,5,6,0,0,30,54,37,26,37,58,58,45,16,5,332
SAL11413,0,0,0,0,0,0,0,0,0,3,11,7,7,19,8,22,12,5,0,80
SAL11414,51,24,27,33,17,31,15,8,0,214,591,245,274,379,370,364,310,121,28,2677
SAL11415,0,0,0,5,0,4,5,4,0,19,27,8,19,21,8,23,16,6,0,137
SAL11416,88,35,57,25,32,28,15,13,6,292,577,325,333,233,268,245,180,117,20,2295
SAL11417,7,7,7,6,0,15,8,9,5,58,52,30,34,37,65,117,77,66,25,505
SAL11418,51,28,5,26,37,17,15,8,0,191,502,294,219,319,358,336,308,147,38,2522
SAL11419,0,0,0,0,0,5,3,0,0,10,16,30,21,12,30,29,30,14,4,185
SAL11420,36,25,20,27,22,21,19,4,3,171,638,428,405,446,447,401,274,144,31,3205
SAL11421,110,77,80,89,82,60,51,43,21,625,1509,955,874,1075,1050,904,1002,546,217,8126
SAL11422,4,0,7,0,0,3,0,3,0,18,25,9,15,11,25,34,27,6,0,156
SAL11423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11424,24,23,32,25,32,25,12,15,0,182,447,375,399,402,431,397,267,200,71,2992
SAL11425,190,126,72,116,132,100,95,83,75,987,3932,2154,1608,2688,2458,1733,1638,1192,341,17736
SAL11426,10,0,6,5,3,4,0,0,0,22,74,26,73,66,46,34,21,13,4,361
SAL11427,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,7,3,4,34
SAL11428,21,49,68,41,46,34,13,4,6,291,426,457,1000,712,528,381,225,100,37,3871
SAL11429,28,10,7,12,13,6,6,0,0,85,55,18,10,27,33,31,6,8,0,183
SAL11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11431,248,146,233,231,140,112,93,48,37,1274,5603,3384,4906,5114,3454,3069,2434,1064,529,29551
SAL11432,0,0,0,0,0,0,0,0,0,11,23,20,5,15,27,42,59,31,3,221
SAL11433,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,0,21
SAL11434,0,0,0,0,0,0,0,0,0,9,14,3,0,5,3,5,0,0,0,29
SAL11435,0,0,0,0,0,0,0,0,0,3,6,10,0,5,7,5,0,0,0,36
SAL11436,48,32,32,34,26,27,53,82,74,410,640,410,355,454,433,502,712,982,725,5205
SAL11437,9,4,5,3,3,9,0,4,0,34,93,75,35,39,92,50,45,20,6,454
SAL11438,171,112,164,136,117,91,73,40,28,932,2458,1383,1975,2053,1582,1460,1047,499,231,12686
SAL11439,3,4,0,5,10,9,0,3,0,37,98,62,46,66,95,94,126,46,5,652
SAL11440,6,0,4,0,0,0,0,0,0,8,12,0,8,8,7,3,3,4,0,52
SAL11441,93,78,81,49,72,50,20,11,0,462,1215,951,917,831,866,1015,506,142,42,6486
SAL11442,41,38,174,126,77,50,20,11,7,550,1052,693,3105,2225,1251,806,350,145,37,9657
SAL11443,0,0,0,0,0,0,0,4,0,6,29,13,4,16,16,10,12,5,0,108
SAL11444,38,23,35,20,17,19,15,7,0,176,558,317,366,415,292,325,263,63,15,2607
SAL11445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11446,0,0,0,0,0,5,0,0,0,8,13,10,11,9,21,21,9,3,0,99
SAL11447,37,26,34,19,11,20,19,59,65,275,500,376,403,297,249,204,142,205,164,2541
SAL11448,68,50,47,46,53,46,72,42,12,439,662,405,481,515,570,772,932,599,225,5161
SAL11449,7,0,0,3,0,6,0,0,0,19,18,11,11,12,10,15,7,0,0,92
SAL11450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11451,9,0,0,0,4,0,3,0,0,17,26,16,13,12,26,27,17,4,0,149
SAL11452,0,4,0,0,5,5,0,0,0,4,23,8,7,14,16,26,21,0,0,125
SAL11453,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,3,6,0,0,20
SAL11454,0,0,0,0,0,0,4,0,0,5,22,18,9,16,10,29,18,4,0,130
SAL11455,3,5,5,8,7,0,0,0,0,23,30,30,19,22,26,23,24,4,0,170
SAL11456,3,0,0,0,0,0,0,0,0,5,0,3,3,0,0,7,11,0,0,28
SAL11457,39,10,15,20,11,15,20,12,5,143,154,75,80,86,74,146,136,73,34,862
SAL11458,0,4,0,0,3,3,3,0,0,20,6,21,3,8,16,20,6,3,3,84
SAL11459,10,8,3,9,5,20,12,0,0,74,75,39,42,39,44,72,51,13,6,384
SAL11460,4,4,0,0,3,0,0,0,0,13,29,24,9,16,20,28,29,9,0,165
SAL11461,10,8,7,7,4,16,3,0,0,52,70,46,32,43,50,77,65,9,0,397
SAL11462,0,0,0,0,5,0,3,0,0,13,51,18,23,19,31,29,33,9,0,208
SAL11463,3,8,8,5,13,10,13,8,0,70,46,45,34,38,61,52,44,22,4,350
SAL11464,9,7,6,6,11,16,8,0,0,61,52,44,33,35,68,57,42,11,4,353
SAL11465,4,0,0,0,0,0,0,0,0,4,11,3,0,11,6,6,3,3,0,44
SAL11466,5,0,0,0,4,4,5,0,0,12,11,3,3,9,13,17,22,5,0,80
SAL11467,3,0,3,3,5,3,8,0,0,29,56,42,18,36,53,51,78,12,0,348
SAL11468,0,0,0,0,3,0,0,0,0,3,18,14,6,9,8,15,6,0,0,76
SAL11469,8,0,0,0,0,4,0,0,0,12,27,8,10,9,16,8,10,0,0,91
SAL11470,6,0,0,3,6,0,0,0,0,13,36,10,8,19,37,28,35,11,7,186
SAL11471,37,24,19,13,28,28,27,7,4,172,180,97,128,88,93,107,106,27,8,822
SAL11472,40,35,27,41,43,38,42,16,13,295,423,250,239,277,354,482,512,245,132,2907
SAL11473,0,0,0,0,0,4,0,0,0,12,34,9,21,20,18,33,27,5,3,168
SAL11474,15,7,6,5,10,4,0,0,0,49,88,89,132,101,78,56,45,16,0,606
SAL11475,4,0,0,0,3,0,3,4,4,17,44,32,28,29,25,29,30,7,10,229
SAL11476,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,29,16,0,0,53
SAL11477,26,6,10,28,27,18,15,13,3,147,170,95,148,143,161,143,118,45,14,1025
SAL11478,13,0,0,5,7,9,9,6,0,57,186,75,60,103,136,167,203,133,16,1087
SAL11479,22,5,5,8,7,11,11,6,3,91,125,32,49,63,71,146,181,68,16,748
SAL11480,312,225,245,255,236,236,184,99,33,1825,3137,2346,2441,2409,2533,2583,1840,942,365,18596
SAL11481,120,81,91,59,88,44,32,17,11,543,1016,762,649,645,699,610,473,230,124,5198
SAL11482,163,80,79,96,86,66,66,33,18,682,1641,1158,1007,1046,1055,1072,726,399,161,8269
SAL11483,305,173,153,157,132,139,69,39,16,1184,2624,1901,1656,1622,1661,1532,1088,711,176,12981
SAL11484,0,0,0,0,0,0,0,0,0,0,15,3,0,10,6,0,4,5,0,43
SAL11485,73,41,56,74,52,54,24,18,3,404,1059,561,958,977,852,790,527,317,102,6141
SAL11486,9,5,0,7,0,0,3,0,0,31,69,44,24,45,56,51,81,31,14,407
SAL11487,82,96,93,59,82,76,63,46,18,624,1118,1173,1110,869,902,858,709,543,230,7512
SAL11488,0,4,0,0,0,0,0,0,0,7,6,3,8,0,3,5,0,0,0,29
SAL11489,3,0,0,0,0,0,0,0,0,5,13,0,9,5,8,5,5,6,0,52
SAL11490,13,12,4,9,16,14,9,5,0,99,142,95,91,87,138,159,146,76,12,939
SAL11491,0,0,3,0,4,0,4,0,0,17,19,20,19,12,13,60,52,20,4,209
SAL11492,5,0,0,0,0,0,0,0,0,5,8,0,0,7,0,0,0,0,0,22
SAL11493,11,16,15,7,11,10,0,0,0,69,136,104,107,81,60,55,38,13,8,605
SAL11494,54,33,35,31,30,20,19,10,3,240,816,498,542,541,564,486,389,221,117,4179
SAL11495,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,9,0,3,0,21
SAL11496,0,5,0,3,6,0,0,0,0,20,16,10,9,15,17,20,28,13,3,131
SAL11497,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,21
SAL11498,8,7,7,0,9,10,3,4,0,40,78,67,78,54,71,105,82,42,7,586
SAL11499,52,29,24,25,34,23,17,16,4,215,874,447,412,580,581,558,448,198,53,4156
SAL11500,3,0,0,0,3,0,3,0,0,18,16,10,10,10,16,27,18,10,8,106
SAL11501,3,0,0,0,0,0,0,0,0,10,36,15,11,23,23,29,16,5,3,155
SAL11502,15,16,12,10,10,16,16,4,0,104,120,66,78,106,114,156,114,25,9,784
SAL11503,28,14,25,22,14,12,11,10,5,150,262,218,214,193,215,249,237,142,47,1780
SAL11504,59,32,34,39,17,30,76,33,14,324,799,315,433,548,346,387,700,418,97,4046
SAL11505,5,0,0,0,0,0,0,0,0,6,4,0,5,8,9,13,4,3,0,47
SAL11506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7
SAL11507,0,0,0,0,0,0,0,0,0,0,8,4,5,6,10,4,4,0,0,36
SAL11508,0,6,3,0,0,0,0,0,0,12,17,16,11,3,21,23,17,6,6,122
SAL11509,4,0,0,5,0,3,0,0,0,11,17,0,19,17,4,37,34,7,0,131
SAL11510,9,13,6,4,7,9,15,3,0,67,159,118,97,118,122,124,151,84,26,987
SAL11511,3,8,0,3,8,0,5,0,0,23,51,32,22,24,57,59,41,13,0,298
SAL11512,13,5,4,7,11,9,8,3,0,55,82,37,35,53,74,75,61,19,3,444
SAL11513,4,0,0,4,3,0,0,0,0,12,15,3,3,11,11,7,3,0,3,55
SAL11514,3,0,0,8,8,0,3,4,0,24,41,33,21,44,38,40,36,10,0,261
SAL11515,0,4,0,0,3,0,0,0,0,7,17,17,5,12,14,15,13,5,0,98
SAL11516,13,8,4,10,11,6,0,0,0,57,51,29,28,32,42,36,21,10,6,259
SAL11517,4,0,0,8,5,0,3,0,0,20,29,6,17,16,19,16,26,3,0,128
SAL11518,132,106,63,77,92,80,77,63,57,739,2425,1646,1259,1625,1687,1343,1197,820,322,12335
SAL11519,0,0,0,0,0,0,3,0,0,12,7,0,9,0,3,7,12,0,0,36
SAL11520,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,4,0,0,25
SAL11521,11,6,7,5,12,27,38,33,31,164,166,98,89,104,138,278,378,280,110,1635
SAL11522,11,4,6,7,11,0,6,0,0,48,96,67,49,74,94,116,77,25,13,615
SAL11523,77,37,30,38,51,55,52,33,16,395,394,225,201,220,297,383,379,250,109,2455
SAL11524,0,0,0,0,4,0,0,0,0,11,37,18,19,22,40,39,48,24,0,247
SAL11525,0,0,0,0,0,0,0,0,0,3,5,6,0,6,12,22,14,8,4,76
SAL11526,3,0,3,0,7,7,6,4,0,31,86,29,59,44,54,80,84,51,5,491
SAL11527,5,0,0,3,5,4,5,3,0,21,15,9,8,8,13,37,29,12,4,144
SAL11528,3,4,0,0,0,0,0,0,0,4,13,9,0,5,11,0,7,0,0,56
SAL11529,19,9,5,8,6,10,10,7,3,85,148,107,83,116,132,160,239,93,29,1105
SAL11530,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,5,3,0,0,25
SAL11531,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,12
SAL11532,0,0,0,0,0,6,0,0,0,10,35,28,15,21,38,31,39,20,3,220
SAL11533,90,48,89,90,81,67,51,33,27,573,1754,902,1239,1608,1432,1230,860,554,249,9823
SAL11534,0,0,0,0,0,0,0,0,0,7,4,0,0,3,8,8,0,0,0,27
SAL11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,21
SAL11536,106,51,79,68,51,27,20,4,0,412,2192,1090,1112,1501,1053,523,383,141,16,8014
SAL11537,139,76,66,77,59,33,29,15,3,505,1574,981,872,1075,982,727,598,244,60,7118
SAL11538,26,16,15,18,14,25,7,0,0,118,374,256,159,241,263,223,192,83,23,1814
SAL11539,169,120,106,92,96,105,97,81,29,891,1584,906,885,866,903,1044,995,708,266,8157
SAL11540,0,0,0,0,0,0,0,0,0,3,11,5,4,3,12,15,8,0,0,62
SAL11541,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,0,0,20
SAL11542,0,0,0,0,0,3,0,0,0,11,25,16,5,9,32,26,24,26,0,170
SAL11543,0,0,0,0,0,0,0,0,0,4,5,3,0,0,5,0,4,3,0,30
SAL11544,0,4,5,4,0,0,0,0,0,15,14,5,11,16,7,13,13,5,3,90
SAL11545,0,0,0,0,0,0,0,0,0,0,21,3,3,13,8,6,11,4,0,71
SAL11546,0,0,0,0,0,0,0,0,0,7,21,15,13,8,21,14,19,6,0,115
SAL11547,56,179,58,27,25,11,10,3,0,380,664,847,484,413,282,200,131,57,13,3081
SAL11548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11549,23,34,59,53,26,23,21,6,0,250,620,588,1281,1040,571,466,264,103,26,4965
SAL11550,17,6,4,9,8,13,4,5,0,67,115,61,43,64,94,72,54,29,0,537
SAL11551,88,56,36,65,59,55,47,45,79,526,1813,1057,528,1106,1409,983,716,701,352,8659
SAL11552,42,26,15,29,27,15,28,13,6,203,644,347,295,407,424,384,463,315,82,3354
SAL11553,195,96,103,125,142,157,189,157,72,1230,1847,1093,1026,1249,1500,2032,2713,1893,834,14187
SAL11554,7,0,0,0,0,0,0,0,0,8,7,0,5,4,0,10,4,6,0,38
SAL11555,0,0,0,0,7,0,0,0,0,7,15,6,8,5,16,10,16,3,3,72
SAL11556,0,0,0,0,3,0,0,0,0,10,3,11,3,3,19,18,16,14,4,94
SAL11557,4,10,7,0,10,7,4,0,0,44,134,104,38,74,129,126,83,23,0,726
SAL11558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11559,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,16
SAL11560,0,0,0,0,0,0,0,0,0,5,13,3,4,4,5,3,0,0,0,26
SAL11561,0,0,0,0,3,0,6,0,0,13,21,14,6,17,13,35,46,12,0,164
SAL11562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11563,7,0,4,0,8,3,5,3,0,22,35,25,16,14,45,26,37,20,0,215
SAL11564,13,11,8,7,6,10,5,4,5,80,242,157,141,113,157,172,217,141,119,1452
SAL11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11567,41,12,18,22,27,23,6,8,0,150,426,262,241,266,273,294,174,90,23,2049
SAL11568,0,0,5,4,3,0,0,0,0,7,24,9,17,20,20,9,15,0,0,120
SAL11569,0,0,0,0,0,0,0,0,0,0,4,4,0,6,3,0,8,3,0,28
SAL11570,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,0,0,0,17
SAL11571,127,92,62,93,138,77,34,37,9,678,3161,1877,1046,1928,2408,1598,1120,877,256,14267
SAL11572,74,41,78,80,93,51,43,15,6,487,1734,888,1594,1475,1374,965,678,362,114,9186
SAL11573,8,0,0,4,5,6,7,6,0,32,31,13,18,29,19,21,27,13,0,170
SAL11574,0,3,0,0,0,0,0,0,0,10,26,21,20,12,21,21,19,16,6,146
SAL11575,0,3,0,3,0,0,0,0,0,11,22,14,14,11,13,20,18,0,3,117
SAL11576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SAL11577,0,0,0,0,0,0,0,0,0,3,7,3,3,4,5,11,17,4,0,47
SAL11578,0,3,0,0,0,14,45,18,0,87,47,34,23,25,42,99,268,176,18,735
SAL11579,0,0,0,0,0,0,0,0,0,3,10,10,0,10,6,3,3,9,4,49
SAL11580,44,18,33,30,14,15,13,0,0,164,1002,342,536,741,360,211,107,42,8,3339
SAL11581,0,0,0,0,0,4,4,0,0,8,7,5,5,4,11,10,10,0,0,49
SAL11582,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13
SAL11583,3,4,0,0,0,0,0,0,0,4,33,12,11,12,13,10,0,4,0,100
SAL11584,12,9,4,3,3,4,3,9,0,47,31,34,27,21,28,28,39,16,5,235
SAL11585,7,0,0,0,3,0,0,0,0,9,16,4,6,11,17,7,5,0,0,70
SAL11586,44,29,13,22,25,27,14,11,6,197,564,390,253,327,443,443,362,264,148,3195
SAL11587,0,0,0,0,0,3,3,0,0,3,14,11,4,9,11,25,22,9,0,109
SAL11588,0,0,0,0,0,0,3,0,0,9,11,9,4,4,5,8,10,0,0,40
SAL11589,9,8,4,4,11,10,5,6,0,60,150,88,66,73,112,110,113,72,17,793
SAL11590,11,9,13,11,10,10,13,11,0,96,44,24,48,29,35,34,56,16,6,291
SAL11591,19,7,4,5,9,9,8,0,0,76,379,260,179,256,235,254,199,118,82,1959
SAL11592,0,0,0,0,5,3,0,0,0,18,14,7,7,5,21,20,7,0,0,84
SAL11593,0,0,0,0,0,0,0,0,0,9,16,3,5,14,9,3,9,8,0,75
SAL11594,0,0,0,0,0,0,4,0,0,3,0,0,3,5,0,5,8,0,0,22
SAL11595,3,0,0,0,0,0,0,0,0,4,18,8,13,9,12,12,12,6,0,93
SAL11596,3,0,0,5,0,0,3,0,0,13,30,23,8,13,13,5,14,7,0,117
SAL11597,3,0,0,4,0,4,0,0,0,13,35,17,18,25,29,23,17,6,3,169
SAL11598,74,42,46,32,40,20,14,10,4,293,628,389,529,355,347,396,261,165,55,3121
SAL11599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11601,0,0,0,0,6,0,0,0,0,11,33,17,14,15,33,27,23,5,0,160
SAL11602,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,3,4,3,0,24
SAL11603,29,9,3,8,8,6,5,10,3,83,123,62,50,62,78,90,118,91,24,699
SAL11604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11
SAL11605,267,148,120,141,124,79,85,85,121,1164,2266,1262,1102,1234,1182,873,797,684,340,9739
SAL11606,3,0,0,0,4,0,0,5,0,16,32,26,18,17,40,37,23,8,4,218
SAL11607,20,27,21,12,15,10,9,4,0,117,344,268,372,302,277,254,137,88,25,2072
SAL11608,3,4,0,4,4,11,5,3,0,31,36,12,7,21,56,63,34,11,0,240
SAL11609,16,7,0,8,18,23,16,6,0,88,156,81,44,84,98,97,88,26,3,684
SAL11610,53,29,21,23,38,40,45,38,30,316,771,406,370,455,520,570,552,352,170,4165
SAL11611,0,8,8,8,0,7,14,4,0,50,55,53,63,52,54,102,105,73,19,571
SAL11612,12,9,12,4,12,4,6,6,0,77,148,77,75,74,103,94,80,38,17,706
SAL11613,0,0,0,0,0,0,3,0,0,5,0,4,0,0,3,14,9,0,0,41
SAL11614,0,0,0,0,0,0,0,0,0,0,8,0,3,6,5,15,9,0,0,45
SAL11615,0,3,0,3,0,5,0,0,0,13,20,11,11,11,9,16,6,4,0,85
SAL11616,9,4,0,3,0,0,0,0,0,17,31,15,13,22,12,30,24,4,3,149
SAL11617,4,0,4,0,0,0,5,0,0,14,3,0,4,0,4,6,11,0,3,35
SAL11618,0,3,34,28,28,16,3,0,0,117,0,3,34,32,28,16,3,0,0,118
SAL11619,0,3,0,0,0,0,0,0,0,10,20,10,3,9,11,9,10,0,0,69
SAL11620,3,0,0,0,0,0,0,0,0,10,17,13,4,11,14,11,13,0,0,91
SAL11621,0,0,0,0,0,7,63,92,84,245,0,3,11,4,14,81,356,309,102,882
SAL11622,18,16,9,12,20,14,16,3,3,116,134,87,81,68,103,111,99,41,13,740
SAL11623,73,48,47,46,47,41,49,42,15,416,522,291,314,283,368,422,387,272,109,2983
SAL11624,0,0,0,0,0,0,0,0,0,5,14,0,0,10,7,4,4,0,0,44
SAL11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11626,10,0,4,4,13,9,6,3,0,46,16,3,10,3,18,36,24,6,0,119
SAL11627,0,0,0,3,0,3,0,0,0,4,3,4,5,3,8,5,4,0,0,44
SAL11628,102,44,52,39,31,20,12,8,5,311,1290,542,1013,757,441,314,270,132,42,4796
SAL11629,0,0,0,0,0,0,0,0,0,0,7,0,4,0,4,3,3,4,0,17
SAL11630,4,3,0,0,3,3,0,0,0,15,57,17,11,30,28,48,20,16,4,229
SAL11631,8,0,13,12,3,3,7,0,0,39,42,13,21,26,20,20,20,7,0,159
SAL11632,0,4,0,0,4,0,0,0,0,5,7,6,0,0,18,18,3,4,4,63
SAL11633,0,4,0,0,4,0,0,0,0,5,0,6,0,0,6,3,0,0,0,15
SAL11634,0,0,0,0,0,4,0,0,0,13,4,0,5,4,7,14,18,11,0,62
SAL11635,9,15,14,11,12,22,8,5,0,109,182,154,150,143,183,235,181,74,18,1318
SAL11636,7,3,3,3,0,0,0,0,0,20,20,4,11,11,16,12,3,4,0,86
SAL11637,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
SAL11638,6,0,0,0,0,5,0,0,0,13,8,3,4,4,9,17,4,0,3,53
SAL11639,0,0,0,0,0,5,0,0,0,6,7,3,6,4,8,13,10,0,0,44
SAL11640,94,38,36,78,43,21,18,12,6,346,1664,554,660,1531,678,496,359,208,103,6256
SAL11641,8,5,6,10,6,8,9,3,0,50,34,12,11,34,32,47,27,17,0,210
SAL11642,110,60,97,111,96,72,58,60,125,785,2192,1284,2054,2008,1817,1436,1068,659,361,12867
SAL11643,10,0,4,6,8,7,9,0,0,50,87,44,30,40,61,55,71,43,12,437
SAL11644,3,0,4,0,7,5,0,0,0,21,36,30,15,23,23,24,20,16,5,186
SAL11645,101,145,244,144,139,145,89,47,16,1069,1147,1564,2531,1686,1434,1392,1204,576,148,11680
SAL11646,110,26,64,70,28,16,12,0,0,317,1767,557,1322,1223,596,377,205,49,14,6112
SAL11647,0,0,0,0,0,0,3,3,0,7,6,7,0,7,5,14,10,5,0,56
SAL11648,6,12,3,0,4,4,0,0,0,27,6,13,3,5,5,6,4,3,0,55
SAL11649,46,31,35,20,30,35,28,10,0,239,728,632,477,479,598,779,547,160,38,4429
SAL11650,0,0,0,0,0,4,0,0,0,3,13,8,8,8,18,19,26,9,0,106
SAL11651,0,0,0,0,0,3,0,0,0,0,6,0,0,8,4,3,6,0,0,32
SAL11652,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,15
SAL11653,166,93,83,81,73,83,84,70,32,770,998,617,630,579,670,884,949,635,244,6219
SAL11654,0,0,0,3,0,0,0,0,0,3,28,22,15,16,16,32,22,8,5,158
