SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,10,3,9,0,21
SAL10148,3,9,0,3,0,18,4,4,3,0,3,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,23,8,64,0,121
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10151,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,5,0,18
SAL10152,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,19
SAL10153,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,11
SAL10154,34,155,33,26,7,325,80,28,186,57,45,16,413,9,7,31,12,9,5,62,11,3,25,13,29,5,83,22,4,55,22,22,14,141,633,170,1635,460,476,95,3471
SAL10155,15,57,9,5,0,111,32,6,69,21,8,0,134,6,0,10,3,5,0,23,3,3,15,4,11,0,37,14,0,28,0,5,7,57,285,82,730,145,116,27,1389
SAL10156,34,135,31,27,3,302,66,28,158,60,85,6,401,5,3,12,4,3,0,38,5,0,17,4,49,4,74,0,0,14,7,20,11,60,231,110,679,304,608,52,1982
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5
SAL10158,0,3,7,0,0,7,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,4,9,22,4,41
SAL10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL10160,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,15,4,32
SAL10161,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,23,4,42
SAL10162,0,4,4,4,0,13,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,7,0,17,10,49,5,88
SAL10163,28,96,28,45,6,243,64,24,192,111,210,18,620,3,0,0,6,17,0,30,0,0,20,18,74,5,117,0,0,9,7,33,13,67,153,94,556,367,1107,90,2371
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10165,36,168,30,27,3,458,153,33,231,58,29,17,517,25,8,64,10,14,0,120,24,0,49,19,27,0,122,41,0,82,17,20,14,173,1203,274,2335,542,470,83,4912
SAL10166,4,42,3,0,0,77,44,4,43,4,5,0,98,4,0,11,0,0,0,17,5,0,0,3,0,0,16,3,4,11,3,4,0,31,236,39,400,76,71,20,850
SAL10167,3,12,3,7,0,34,0,0,15,7,14,3,44,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,4,0,7,0,7,13,14,46,49,125,3,253
SAL10168,0,7,0,4,0,19,0,3,7,0,6,0,22,0,0,0,0,0,0,5,0,0,0,5,5,0,11,0,0,0,0,0,0,0,5,10,32,14,96,11,173
SAL10169,3,17,3,8,0,41,0,0,15,13,9,3,49,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,3,0,0,6,14,7,51,52,136,17,274
SAL10170,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,12
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,18,3,43
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL10174,4,18,4,4,0,32,8,3,17,9,14,0,51,0,0,3,0,0,0,6,0,0,0,5,5,0,7,0,0,5,0,9,5,12,24,9,77,54,109,11,281
SAL10175,18,45,5,12,3,110,29,18,69,24,17,0,165,0,0,18,0,4,0,25,5,0,6,10,18,0,42,5,0,17,14,10,9,55,101,66,372,162,247,38,985
SAL10176,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,5,21
SAL10177,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,18,0,41
SAL10178,23,139,40,43,7,308,35,17,102,48,46,13,263,0,0,11,9,8,0,33,4,3,12,11,52,0,75,0,4,12,16,29,0,64,222,89,635,383,657,64,2047
SAL10179,10,36,8,15,4,90,22,3,52,27,32,5,146,3,0,9,0,3,0,12,3,0,7,9,17,0,31,3,0,9,9,4,5,34,146,29,413,157,264,35,1045
SAL10180,0,5,3,0,0,23,3,4,18,7,0,0,31,0,0,5,0,0,0,9,0,0,0,0,8,0,11,4,0,4,0,0,0,7,52,8,97,35,33,12,224
SAL10181,29,244,81,52,12,614,188,43,565,196,252,41,1291,7,0,23,13,15,0,61,15,6,79,74,118,3,291,60,0,153,67,86,82,447,1253,180,3080,1318,1487,326,7649
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10183,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,3,23
SAL10184,0,0,0,0,0,3,0,0,4,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,0,12,7,20,0,52
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL10186,50,200,71,88,14,480,81,59,317,215,367,36,1079,4,5,21,14,29,0,65,3,3,23,30,141,3,200,4,0,23,18,70,22,138,213,156,982,822,2098,153,4430
SAL10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SAL10188,4,31,0,6,5,65,45,7,73,9,7,5,153,0,0,0,0,0,0,3,0,0,5,0,3,0,8,0,0,8,3,5,4,19,106,26,246,47,114,19,560
SAL10189,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,3,8,0,31
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5
SAL10191,9,16,0,5,0,29,4,0,12,4,11,3,35,0,0,0,0,4,0,4,0,0,0,0,4,0,6,0,0,0,0,5,5,6,7,9,33,13,74,12,149
SAL10192,0,0,0,0,0,6,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,29,5,53,7,6,0,98
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,17,114,29,31,4,229,25,14,78,48,62,9,231,0,0,12,5,10,0,20,4,0,7,10,52,0,74,9,0,22,5,22,6,54,148,54,509,298,634,43,1687
SAL10195,7,51,17,6,5,128,100,18,219,71,65,15,489,0,0,3,3,4,0,16,9,0,6,5,21,3,46,17,0,34,13,16,13,86,448,48,837,295,326,66,2021
SAL10196,9,52,17,13,5,132,18,4,44,11,16,0,105,4,0,5,0,6,0,12,3,0,6,9,17,0,31,7,0,7,3,10,4,25,135,42,342,142,183,19,863
SAL10197,3,45,7,3,0,99,15,0,61,4,11,0,96,5,0,6,0,9,0,10,3,0,3,3,9,0,19,4,0,13,8,9,9,37,106,28,288,115,178,15,730
SAL10198,4,11,7,6,0,18,0,0,5,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,11,57,7,111
SAL10199,10,59,16,29,3,143,10,13,48,45,81,7,201,0,0,5,0,5,0,6,0,0,0,5,56,0,64,0,0,0,6,43,8,57,54,40,211,213,764,50,1330
SAL10200,8,31,0,10,0,43,8,0,19,14,15,0,59,0,0,0,5,0,0,5,0,0,0,0,14,0,12,0,0,4,0,12,4,22,7,18,86,62,175,40,386
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,3,0,10,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,14,8,15,0,48
SAL10203,0,7,0,0,0,8,0,0,5,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,10,36,6,78
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,0,15,3,13,3,36,3,10,10,27,49,0,106,0,0,0,0,0,0,0,0,0,0,8,30,0,30,0,0,0,4,16,4,23,18,10,55,80,390,16,571
SAL10206,14,33,4,4,4,58,3,3,18,20,37,7,83,0,0,0,0,3,0,8,0,0,0,3,11,0,22,0,0,0,0,3,4,15,7,23,108,101,258,20,525
SAL10207,3,17,6,11,0,33,3,0,17,16,26,4,58,0,0,0,0,0,0,0,0,0,0,3,11,0,11,0,0,0,0,6,8,8,3,8,60,34,128,17,248
SAL10208,15,59,33,48,3,171,19,11,70,76,168,14,349,0,0,9,0,4,0,8,0,0,0,13,56,0,72,0,0,3,9,25,12,51,47,28,262,269,913,65,1589
SAL10209,3,19,3,0,0,33,9,3,15,3,8,0,41,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,6,0,7,19,13,71,43,89,0,233
SAL10210,0,4,0,0,0,4,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,4,0,0,0,0,10,6,13,0,33
SAL10211,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,4,9,3,30
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,8,0,0,0,9,0,0,3,0,8,0,10,0,0,0,0,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,4,4,4,3,40,5,26,11,89
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10
SAL10217,3,6,0,6,0,13,0,0,3,3,7,0,13,0,0,0,0,0,0,0,0,0,3,0,9,0,6,0,0,0,0,0,0,5,5,3,30,12,62,0,114
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,4,0,4,0,10,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,13,11,29,0,60
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10221,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,16,10,13,0,42
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10223,5,15,5,14,0,38,7,0,31,17,44,0,105,0,0,0,0,0,0,0,0,0,0,3,15,0,17,0,0,0,0,12,5,12,14,11,69,73,253,10,439
SAL10224,15,97,36,35,8,233,40,17,102,47,78,10,294,0,0,3,4,6,0,11,3,4,5,29,46,0,92,3,3,21,17,41,25,109,170,63,579,377,580,94,1854
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10226,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,19
SAL10227,32,265,68,79,9,517,49,34,248,123,237,19,709,0,0,11,10,14,0,41,4,4,13,22,101,5,146,0,0,17,22,64,12,128,194,106,952,598,1655,106,3608
SAL10228,6,11,3,11,0,27,12,5,27,13,42,9,108,0,0,3,0,4,0,3,0,0,0,5,12,0,21,0,0,3,0,11,4,16,27,18,66,77,233,27,446
SAL10229,0,6,9,6,0,16,9,3,15,11,21,0,63,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,8,0,13,10,4,45,48,163,20,294
SAL10230,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,14
SAL10231,35,148,35,38,6,348,66,28,201,78,124,10,505,7,0,10,6,11,0,35,4,0,18,13,49,0,78,7,0,10,8,30,8,64,279,106,751,332,790,60,2312
SAL10232,0,8,6,8,0,25,0,0,15,11,24,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,10,8,7,48,51,137,7,270
SAL10233,140,653,144,130,28,1497,457,131,928,290,297,53,2155,12,4,66,19,27,3,129,45,0,102,75,161,9,394,144,8,193,77,130,52,593,3214,570,5751,1933,2678,364,14504
SAL10234,0,4,0,3,0,14,0,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,6,4,20,18,54,7,112
SAL10235,6,10,0,3,0,24,6,0,14,5,5,0,23,0,0,0,0,4,0,8,0,0,0,0,6,0,7,0,0,0,0,4,4,10,19,21,73,33,85,7,238
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,10,49,5,10,0,89,29,11,53,30,14,5,146,0,7,14,4,8,0,27,0,0,9,10,14,0,34,5,0,16,21,12,6,51,138,42,457,191,239,33,1105
SAL10238,20,147,45,30,10,307,58,24,145,79,63,16,383,3,0,18,6,11,0,49,8,3,28,19,64,4,122,16,0,44,17,23,18,117,355,111,1148,524,755,99,2992
SAL10239,0,18,8,5,0,50,17,8,31,7,6,4,69,5,0,8,6,6,4,15,0,0,14,0,6,0,20,5,0,13,5,6,0,30,136,31,314,101,84,19,673
SAL10240,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,14
SAL10241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,0,29
SAL10242,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,10,5,3,43
SAL10243,36,180,44,34,7,389,96,28,228,77,73,17,525,0,0,13,7,15,0,34,3,9,26,24,42,0,103,37,0,44,14,27,11,143,668,148,1476,596,681,105,3684
SAL10244,4,0,0,3,0,9,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,21,3,36
SAL10245,0,4,4,0,0,10,0,4,0,0,7,0,11,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,18,13,41,0,79
SAL10246,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,11
SAL10247,0,4,0,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,0,16,7,43
SAL10248,0,12,8,11,0,36,0,8,18,8,28,3,59,0,0,0,0,0,0,6,0,0,0,5,15,0,14,0,0,0,0,4,3,10,6,9,50,43,164,5,279
SAL10249,46,184,39,20,7,482,194,35,316,65,31,13,656,4,4,23,5,4,0,39,23,0,35,14,22,3,103,38,0,59,21,22,13,148,1104,178,1812,435,390,87,4005
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,7,0,0,0,12,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,4,3,0,22,18,62,3,107
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,12
SAL10253,12,52,7,25,0,120,37,20,107,42,131,15,349,0,0,0,0,0,0,3,4,0,5,12,57,0,77,5,0,9,5,13,7,39,90,40,293,157,635,44,1266
SAL10254,0,3,0,3,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,9,19,5,51
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
SAL10256,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,21,0,29
SAL10257,26,93,31,18,4,213,36,20,117,50,59,15,288,4,0,18,3,0,0,29,4,3,11,21,54,4,95,13,0,18,15,23,9,72,202,65,679,352,457,66,1816
SAL10258,0,3,0,5,0,7,0,0,4,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,3,4,16,8,40,0,75
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10260,0,0,0,3,0,11,0,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,13,18,6,51
SAL10261,0,11,4,4,0,19,3,5,4,11,8,0,30,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,5,0,10,20,5,36,30,89,10,186
SAL10262,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,11
SAL10263,20,128,23,19,5,289,218,21,342,66,45,23,713,0,0,15,0,4,0,25,12,0,23,19,37,5,93,38,0,59,12,20,8,131,920,113,1565,402,445,97,3546
SAL10264,10,68,23,29,0,167,14,12,76,50,82,3,238,0,0,5,3,3,0,12,0,0,10,6,33,0,46,6,0,6,3,13,0,38,92,39,290,186,480,27,1109
SAL10265,0,4,4,0,0,10,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,3,15,4,33
SAL10266,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,16,15,22,5,61
SAL10267,0,3,3,0,0,7,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,11,5,5,32
SAL10268,3,11,8,12,0,36,4,0,16,23,62,5,118,0,0,6,0,0,0,4,0,0,0,3,36,0,42,0,0,0,3,11,0,11,7,7,57,93,447,15,632
SAL10269,3,20,5,6,0,35,4,0,0,8,16,0,32,0,0,0,0,4,0,4,0,0,0,0,7,0,9,0,0,0,0,0,0,0,9,4,35,44,138,5,237
SAL10270,0,3,5,0,0,9,0,0,4,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,12,13,27,5,61
SAL10271,35,158,35,12,4,369,228,37,308,42,35,23,678,3,3,56,14,9,5,93,15,7,46,23,22,4,117,43,3,129,33,20,29,249,1053,186,2434,490,384,146,4688
SAL10272,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,3,31
SAL10273,35,82,21,17,0,183,40,18,123,68,64,9,317,5,0,11,4,0,0,26,0,0,4,9,13,0,31,0,0,9,4,17,6,38,120,79,396,210,379,39,1216
SAL10274,0,0,0,6,0,6,0,3,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,4,23,0,57
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,12
SAL10276,28,95,33,35,4,228,47,26,149,82,135,10,461,0,0,7,4,0,0,14,10,0,6,11,57,0,84,0,0,10,4,25,11,53,145,73,512,350,934,61,2084
SAL10277,18,104,24,48,3,235,46,28,130,75,185,8,468,0,0,0,3,15,0,19,3,0,8,14,77,3,103,0,0,8,11,49,7,77,118,63,429,307,1103,47,2073
SAL10278,0,12,4,11,0,31,5,4,25,14,26,0,69,0,0,0,0,0,0,0,0,0,4,3,15,0,17,0,0,0,0,7,0,3,11,3,65,41,152,10,282
SAL10279,25,149,30,48,9,354,82,24,221,98,132,26,591,3,0,16,10,12,5,51,5,4,35,19,78,5,144,20,3,51,25,56,19,180,485,110,1340,583,907,172,3598
SAL10280,0,0,0,3,0,10,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,11,47,5,75
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL10283,42,168,51,38,12,378,69,29,156,90,52,12,399,0,0,19,8,14,0,41,11,0,20,18,78,8,133,15,4,53,19,29,8,129,417,153,1195,565,681,81,3092
SAL10284,6,7,0,0,0,8,0,0,8,0,15,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,8,3,9,31,17,79,11,146
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,24
SAL10286,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,14,4,37
SAL10287,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,3,6,4,28,0,36
SAL10288,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,18,0,35
SAL10289,4,8,0,7,0,16,0,0,10,4,11,0,16,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,0,4,0,3,8,9,26,9,68,7,114
SAL10290,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,22,4,42
SAL10291,0,6,0,0,0,14,0,0,3,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,3,15,12,37,0,66
SAL10292,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,9,10,13,3,42
SAL10293,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,10,3,33
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,0,25
SAL10297,8,57,15,20,4,120,16,15,57,35,51,9,188,0,0,4,0,3,0,7,0,0,4,0,27,0,30,0,0,4,8,10,8,25,66,34,248,177,360,33,913
SAL10298,0,0,0,0,0,3,0,0,8,4,9,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,3,5,19,11,29,5,67
