SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL11951,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,24,11,38,4,89
SAL11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SAL11953,0,0,0,0,0,7,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15,7,8,0,33
SAL11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SAL11955,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,17
SAL11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11957,4,26,13,23,0,68,5,5,44,28,51,4,138,0,0,0,6,0,0,9,0,0,0,4,24,0,27,4,0,3,0,20,7,32,29,19,139,117,420,36,761
SAL11958,0,36,14,21,0,104,18,6,67,40,39,11,183,0,0,3,0,3,0,5,0,0,8,0,39,0,45,4,0,13,3,22,4,52,88,20,323,201,368,45,1046
SAL11959,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,12,0,29
SAL11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL11961,25,105,25,16,4,281,171,26,250,45,24,17,530,14,0,33,0,12,0,57,14,7,23,15,28,0,80,28,5,61,19,17,7,135,750,161,1506,377,363,88,3241
SAL11962,7,41,8,24,0,95,5,5,25,30,48,3,121,0,0,0,0,8,0,8,0,0,5,3,38,0,44,0,0,3,7,17,0,27,44,25,184,178,673,25,1117
SAL11963,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,11,3,23
SAL11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11965,0,3,0,0,0,9,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,6,32,5,71
SAL11966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19
SAL11967,9,13,8,0,0,35,12,0,21,4,0,0,39,0,0,3,0,0,0,10,0,0,0,4,0,0,8,0,0,6,0,3,0,13,71,18,122,40,33,6,290
SAL11968,0,0,0,0,0,0,8,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,31,4,5,5,59
SAL11969,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,0,21
SAL11970,31,111,18,19,3,291,76,17,124,45,35,5,301,8,4,17,6,12,0,50,7,4,22,16,23,3,76,11,0,31,6,15,6,67,389,141,846,280,326,35,2009
SAL11971,37,262,46,37,12,584,493,73,919,354,249,75,2163,24,0,41,23,22,3,111,49,5,82,47,72,13,269,141,11,216,97,66,102,634,2765,294,4590,1777,1254,450,11129
SAL11972,0,49,6,9,0,89,24,11,61,15,14,3,125,0,0,4,0,4,0,6,0,0,10,0,20,0,36,0,0,17,6,3,3,26,136,22,426,140,193,10,930
SAL11973,4,13,3,8,0,27,3,3,12,10,10,0,37,0,0,0,0,0,0,0,0,0,3,0,7,0,14,0,0,4,0,3,0,8,22,10,71,37,111,9,263
SAL11974,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,5,9,4,37
SAL11975,3,0,0,0,0,3,0,4,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,15,3,15,3,43
SAL11976,0,8,5,4,0,16,0,0,11,10,13,4,38,0,0,0,0,3,0,4,0,0,0,0,5,0,5,0,0,0,0,0,0,4,7,0,28,26,63,3,126
SAL11977,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,18
SAL11978,0,0,4,0,0,6,0,0,4,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,13,30,9,69
SAL11979,0,0,3,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,6,27,0,48
SAL11980,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,10,16,0,34
SAL11981,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,8,7,0,14
SAL11982,34,173,46,31,9,376,70,22,158,44,52,7,350,6,0,11,10,8,0,38,5,0,17,18,83,3,128,4,0,34,19,25,16,91,316,99,968,475,823,83,2771
SAL11983,5,19,10,3,0,42,0,6,8,11,19,4,46,0,0,0,0,6,0,5,0,0,0,0,8,0,7,0,0,0,0,8,0,15,9,8,54,47,152,24,294
SAL11984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,13
SAL11985,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,0,30
SAL11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11987,27,141,43,50,4,384,110,21,328,125,194,27,802,0,0,17,4,3,0,24,12,3,34,22,63,10,143,30,0,53,32,61,44,224,661,110,1404,725,1293,177,4362
SAL11988,0,13,0,6,0,28,6,0,18,12,5,3,48,0,0,0,0,0,0,3,0,0,8,3,14,0,28,0,0,3,3,11,0,13,34,5,121,63,147,13,394
SAL11989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL11990,40,189,53,90,4,403,28,29,132,102,291,19,605,0,0,0,0,6,4,12,3,0,5,17,135,3,163,3,0,7,8,67,12,97,102,86,582,409,1646,148,2976
SAL11991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL11992,7,31,13,9,0,82,5,7,11,16,16,0,54,0,0,5,0,0,0,5,0,0,0,0,3,0,10,7,0,5,0,4,0,11,45,18,91,57,99,3,314
SAL11993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL11994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SAL11995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,3,0,17,0,22
SAL11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9
SAL11999,10,63,12,14,0,133,26,18,108,34,36,3,223,0,0,9,4,3,0,18,0,0,9,7,22,0,40,0,0,5,4,10,3,23,137,50,388,129,241,24,974
SAL12000,3,4,0,4,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,5,22,0,48
SAL12001,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,4,34
SAL12002,0,3,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,4,13,25,0,42
SAL12003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,11
SAL12004,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,19
SAL12005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12007,12,41,3,10,0,90,12,4,38,23,16,7,97,0,0,3,5,9,0,16,0,0,3,8,8,0,21,0,0,4,4,6,0,17,71,23,193,118,239,15,667
SAL12008,0,9,0,3,0,14,3,0,4,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,5,7,0,20,13,31,0,74
SAL12009,10,71,30,48,0,209,17,15,74,53,83,8,249,0,0,9,6,12,0,28,0,0,6,10,55,0,79,4,0,8,10,43,7,75,123,40,344,289,795,51,1636
SAL12010,28,155,45,48,9,336,57,37,140,65,62,7,358,0,0,15,8,7,0,33,6,3,16,10,44,0,84,6,0,29,13,18,5,68,330,131,891,459,695,57,2567
SAL12011,0,9,0,0,0,13,4,0,10,0,0,0,17,0,0,3,0,0,0,4,0,0,3,0,0,0,8,3,0,0,0,0,0,4,23,3,45,15,41,5,134
SAL12012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL12013,0,4,0,3,0,11,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,4,11,12,39,15,31,10,114
SAL12014,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,11,0,31
SAL12015,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,29
SAL12016,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,8,9,0,25
SAL12017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,29
SAL12018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,19
SAL12019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,15
SAL12020,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,10,12,0,28
SAL12021,0,0,0,3,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,10,11,22,4,49
SAL12022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12023,0,3,0,4,0,17,0,3,10,15,6,0,30,0,0,0,0,0,0,4,0,0,0,0,4,0,8,0,0,0,0,3,0,6,10,7,47,44,105,17,230
SAL12024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL12025,35,165,40,47,5,371,71,41,140,79,69,13,408,5,0,23,11,7,0,47,11,0,14,25,67,5,121,15,6,19,17,30,6,95,812,262,1200,695,1055,91,4119
SAL12026,0,0,0,0,0,10,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,26,6,3,0,51
SAL12027,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,3,4,3,3,4,13,0,26
SAL12028,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,0,18
SAL12029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12030,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,0,0,0,0,5,0,0,0,0,7,0,9,0,0,0,0,0,0,5,0,3,39,42,88,4,181
SAL12031,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,13,0,30
SAL12032,3,31,4,7,0,97,34,12,76,30,59,13,215,0,0,0,0,0,0,4,3,0,6,3,23,0,35,5,0,5,8,12,6,41,161,27,251,95,275,36,847
SAL12033,12,43,13,16,0,91,12,10,62,27,49,5,161,0,0,0,0,9,0,5,0,0,3,0,29,0,39,0,0,4,3,11,0,22,32,28,205,127,366,17,780
SAL12034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12035,6,0,0,5,0,15,4,4,13,6,11,0,36,0,0,0,0,0,0,3,0,0,3,0,6,0,5,0,0,3,0,0,0,5,8,11,27,26,54,8,126
SAL12036,7,46,12,7,0,88,12,4,30,18,22,0,92,3,0,0,4,8,0,14,0,0,7,3,36,0,43,0,0,7,4,9,0,15,42,15,148,110,273,12,603
SAL12037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,11
SAL12038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12039,11,57,17,26,3,145,11,5,33,19,11,0,81,6,3,63,24,92,4,195,0,0,4,5,30,0,35,3,0,9,5,16,12,50,84,33,394,191,550,64,1320
SAL12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6
SAL12041,12,64,18,28,3,148,3,5,52,25,51,3,141,0,0,0,3,0,0,5,0,0,3,9,50,0,55,0,0,4,8,13,11,38,44,33,201,134,471,40,915
SAL12042,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,3,28
SAL12043,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,17
SAL12044,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,12,10,22,0,51
SAL12045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SAL12046,0,3,0,4,0,12,0,7,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,3,8,12,16,36,4,82
SAL12047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SAL12049,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,23,0,28
SAL12050,14,158,54,52,3,394,99,51,340,145,137,25,797,0,0,7,7,12,0,25,0,4,17,22,75,0,123,17,0,50,23,48,20,164,599,131,1355,809,1349,124,4364
SAL12051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12
SAL12052,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,36,3,79
SAL12053,0,31,9,9,0,58,7,5,23,20,34,0,89,0,0,0,0,0,0,4,3,0,0,0,10,0,15,0,0,0,0,5,0,12,22,9,89,74,211,13,416
SAL12054,16,33,17,32,0,109,10,11,45,44,96,6,205,0,0,3,0,8,0,9,3,0,5,0,31,3,34,0,0,0,0,17,7,30,30,41,163,137,636,55,1058
SAL12055,0,0,0,3,0,4,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,14,0,33
SAL12056,16,69,17,24,0,156,27,14,95,35,57,5,232,0,0,4,9,3,0,15,7,0,4,0,17,0,34,0,0,6,3,14,0,29,88,43,340,157,380,27,1037
SAL12057,0,3,0,0,0,6,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,0,9,5,36,4,56
SAL12058,0,0,3,0,0,6,0,0,5,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,6,3,26,12,29,4,87
SAL12059,7,19,7,5,0,38,5,5,22,17,16,0,73,0,0,4,0,3,0,4,0,0,0,0,13,0,9,0,0,0,3,5,0,10,22,15,74,43,115,9,283
SAL12060,0,5,0,0,0,8,0,7,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,8,3,7,30,16,47,7,108
SAL12061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,4,22
SAL12062,0,6,0,3,0,10,4,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,5,13,11,34,0,64
SAL12063,20,73,24,36,3,187,28,26,103,75,130,16,372,0,0,6,3,3,0,12,0,0,5,10,45,0,63,0,0,6,9,24,7,60,109,57,319,271,755,53,1558
SAL12064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12065,0,3,3,5,0,19,0,0,3,9,19,5,42,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,9,4,20,26,107,10,180
SAL12066,0,5,0,0,0,10,0,0,4,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,23,5,21,0,64
SAL12067,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8,5,29
SAL12068,0,0,0,0,0,11,12,3,20,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,7,0,7,4,0,0,0,0,0,7,39,8,91,36,35,7,213
SAL12069,7,16,3,6,0,50,9,3,14,7,6,3,40,0,5,0,0,3,0,10,3,0,0,5,5,0,12,6,0,5,0,4,0,10,44,20,99,41,87,3,300
SAL12070,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,13,0,31
SAL12071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,17
SAL12072,0,0,0,0,0,3,0,0,4,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,7,3,19,15,34,5,86
SAL12073,0,4,0,0,0,6,5,0,0,5,0,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,12,26,0,65
SAL12074,0,0,0,0,0,3,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,16,0,20,0,40
SAL12075,7,36,15,20,4,90,14,11,70,50,96,10,247,0,0,0,0,3,0,11,0,0,8,7,32,0,47,0,0,0,3,16,0,26,48,19,198,162,529,30,989
SAL12076,0,0,0,0,0,4,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,26,17,91,5,151
SAL12077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12078,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15
SAL12079,21,92,28,49,3,230,35,25,87,60,112,3,321,0,4,8,3,16,3,34,8,0,9,12,86,3,120,5,4,7,8,41,24,90,266,112,579,489,1181,91,2721
SAL12080,3,7,0,3,0,18,4,0,6,12,10,0,37,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,5,14,6,36,24,87,11,176
SAL12081,15,74,21,19,0,153,34,14,60,37,24,6,175,0,0,4,3,4,0,20,4,0,7,5,28,0,49,3,0,16,8,7,0,35,176,56,465,238,335,30,1304
SAL12082,10,83,37,37,0,199,39,30,146,89,137,12,458,0,0,7,11,6,6,35,6,0,3,20,84,3,111,3,0,22,19,32,12,93,149,66,572,460,984,57,2293
SAL12083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,9
SAL12084,0,10,0,7,0,28,0,0,5,7,31,6,54,0,0,0,0,4,0,3,0,0,0,3,12,0,13,0,0,0,0,13,6,23,5,5,38,37,205,19,311
SAL12085,43,137,40,35,3,403,100,42,203,92,131,12,579,27,0,36,12,22,3,100,12,3,24,17,39,3,92,7,0,18,7,23,10,73,453,146,859,425,772,68,2724
SAL12086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SAL12087,7,46,17,16,0,96,6,8,45,28,36,3,127,3,0,4,0,5,0,11,0,0,3,5,31,0,39,0,0,8,5,13,3,30,58,22,207,170,406,29,893
SAL12088,0,9,0,5,3,24,0,0,12,8,18,0,40,0,0,0,0,0,0,3,0,0,0,0,9,0,10,0,0,0,4,6,0,12,5,0,25,31,153,6,227
SAL12089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9
SAL12090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,18
SAL12091,0,6,0,0,0,9,0,0,5,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,9,26,0,53
SAL12092,0,0,0,0,0,6,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,5,0,0,6,0,18,0,37
SAL12093,24,99,18,19,4,258,48,15,87,22,24,4,197,4,6,6,0,8,0,23,3,0,4,8,17,0,35,11,0,12,3,5,4,42,282,62,464,126,253,21,1215
SAL12094,0,3,0,0,0,3,3,0,0,0,3,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,18,10,24,3,57
SAL12095,6,7,0,0,0,16,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,3,10,8,22,7,21,5,69
SAL12096,78,503,123,114,23,1116,339,73,698,235,191,44,1579,14,0,39,24,21,0,94,46,0,83,64,145,9,345,86,15,141,60,96,56,455,2209,395,4421,1682,1915,301,10927
SAL12097,25,197,36,34,8,436,154,34,257,108,87,11,655,3,0,8,17,11,0,39,8,4,29,25,58,3,131,39,8,64,27,40,16,200,851,156,1744,686,832,119,4382
SAL12098,36,193,51,94,4,438,35,26,205,112,226,17,625,3,0,4,0,15,0,31,8,0,19,18,107,0,155,0,0,6,8,38,16,77,177,107,727,441,1552,92,3099
SAL12099,0,5,0,6,0,9,0,0,4,4,3,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,5,0,15,8,37,3,71
SAL12100,8,23,13,8,3,61,21,3,61,24,26,5,138,0,0,4,3,7,0,10,0,0,4,7,21,0,30,0,0,3,0,11,0,20,39,22,166,103,230,12,576
SAL12101,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,0,25
SAL12102,0,19,15,16,0,59,0,5,24,12,15,6,60,0,0,0,0,0,0,4,0,0,3,0,26,0,32,4,0,8,4,10,5,37,18,4,123,86,230,23,480
