SAL_CODE_2021,P_OthServ_0,P_OthServ_1_19,P_OthServ_20_29,P_OthServ_30_34,P_OthServ_35_39,P_OthServ_40_44,P_OthServ_45_49,P_OthServ_50_over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_19,P_ID_NS_20_29,P_ID_NS_30_34,P_ID_NS_35_39,P_ID_NS_40_44,P_ID_NS_45_49,P_ID_NS_50_over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_19,P_Tot_20_29,P_Tot_30_34,P_Tot_35_39,P_Tot_40_44,P_Tot_45_49,P_Tot_50_over,P_Tot_hours_NS,P_Tot_Tot
SAL10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10638,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,6,10,19,21,4,12,11,12,26,6,122
SAL10639,17,4,4,0,7,7,3,3,0,52,0,8,4,6,7,9,0,3,14,50,179,189,164,134,270,253,52,120,32,1386
SAL10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,15,3,3,0,43
SAL10642,13,3,0,0,13,12,0,0,0,46,0,13,5,0,13,5,3,4,4,55,149,230,193,131,291,234,62,147,24,1467
SAL10643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,9,3,4,21,0,53
SAL10644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL10645,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,6,7,13,9,6,23,0,75
SAL10646,0,3,0,0,0,0,0,3,0,16,4,3,0,0,6,7,0,0,7,30,40,94,74,42,82,91,18,74,17,535
SAL10647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10648,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,12,22,24,7,30,42,7,26,3,179
SAL10649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL10651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,14,0,24
SAL10653,3,0,0,0,4,3,3,0,0,26,0,3,5,0,5,4,3,5,4,30,73,97,82,45,112,101,35,70,10,628
SAL10654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,25
SAL10655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,3,14,0,31,0,59
SAL10656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,25
SAL10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,20,4,0,10,0,53
SAL10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10659,26,13,5,7,10,14,0,5,5,86,8,16,8,10,9,18,6,6,17,89,332,496,386,231,597,634,192,373,38,3288
SAL10660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,8,0,23
SAL10661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,6,0,11,0,36
SAL10662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL10663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,9,0,10,0,19,0,56
SAL10664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10665,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,12,8,4,11,3,7,0,55
SAL10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,6,0,0,0,3,0,33
SAL10667,5,10,0,4,8,7,4,6,0,53,8,12,6,0,0,8,4,3,9,47,88,219,174,92,161,201,60,143,23,1164
SAL10668,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,39,30,15,27,35,9,43,4,212
SAL10669,6,0,6,0,6,3,0,0,0,28,4,6,0,0,3,10,0,3,0,40,121,162,114,60,129,190,47,87,8,913
SAL10670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,11,0,4,0,35
SAL10671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,5,0,0,0,10,3,20
SAL10672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,8
SAL10673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,5,7,0,6,0,33
SAL10674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12
SAL10675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,4,0,6,6,0,9,4,33
SAL10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,8,4,0,3,0,24
SAL10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,13,0,30
SAL10679,0,9,4,0,7,3,0,6,0,33,6,10,0,0,22,16,3,0,8,73,122,178,120,77,497,371,79,88,17,1547
SAL10680,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,7,3,8,3,0,11,0,39
SAL10681,0,21,10,5,22,21,8,22,0,113,0,10,0,4,13,17,8,13,21,73,124,296,252,165,547,654,210,402,31,2689
SAL10682,0,0,3,0,0,0,0,3,0,9,0,0,0,0,5,3,0,0,3,16,7,29,25,24,36,40,8,31,8,200
SAL10683,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,8,17,8,11,17,7,24,0,104
SAL10684,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,3,25,26,8,7,12,4,9,3,96
SAL10685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,8,0,20,0,51
SAL10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,0,10,0,34
SAL10687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,6,8,13,3,5,0,56
SAL10688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,11,13,19,22,10,9,0,105
SAL10689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,3,9,4,14,0,42
SAL10690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,6,0,9,0,41
SAL10691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9
SAL10692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,5,0,24
SAL10693,5,3,0,3,0,0,4,4,0,23,0,0,0,0,10,6,3,3,0,30,26,76,48,43,123,112,35,94,12,559
SAL10694,0,0,0,0,0,5,0,3,0,15,0,4,4,0,0,3,0,0,5,22,29,45,38,29,76,114,22,69,15,443
SAL10695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,3,0,7,0,25
SAL10696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,4,3,3,13,0,37
SAL10697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,7,4,17,0,55
SAL10698,3,18,3,0,3,5,3,5,0,37,0,8,6,5,4,9,4,11,8,46,51,267,138,83,101,163,57,193,16,1065
SAL10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,3,6,5,7,0,27
SAL10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,4,6,6,0,11,0,43
SAL10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,18
SAL10702,25,13,11,4,3,16,0,3,0,67,8,13,9,4,5,22,9,14,5,82,186,335,230,115,250,383,110,318,21,1951
SAL10703,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,5,5,3,17,17,3,19,34,7,14,11,129
SAL10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,12
SAL10705,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,12,15,28,26,10,29,36,16,35,0,194
SAL10706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,14,13,19,24,9,19,0,114
SAL10707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,11,11,6,8,15,0,47,6,101
SAL10708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,3,8,11,0,3,0,34
SAL10709,3,7,8,4,0,9,0,3,0,28,4,4,0,0,0,6,0,0,11,29,53,132,114,73,105,108,24,71,24,698
SAL10710,0,0,5,0,8,3,0,0,0,19,0,9,0,3,5,0,0,0,8,28,21,80,55,41,65,74,14,37,18,408
SAL10711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,3,3,0,17
SAL10712,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,4,7,11,5,40,0,86
SAL10713,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,4,0,5,0,15,12,20,12,14,30,39,7,45,4,180
SAL10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,10,3,14,19,5,16,0,67
SAL10715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,6,0,28
SAL10716,54,25,30,8,22,25,6,6,0,180,64,70,84,23,91,95,6,16,152,595,974,1330,1210,482,1742,1671,287,521,243,8467
SAL10717,0,0,0,0,7,0,3,0,0,11,4,0,3,0,12,4,3,4,4,33,50,56,74,29,122,104,34,50,9,522
SAL10718,11,3,7,0,5,7,0,3,0,35,12,7,8,3,13,7,3,3,27,96,191,165,111,70,245,165,33,49,55,1085
SAL10719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,16
SAL10720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10721,0,8,0,0,5,3,4,0,0,20,4,0,3,0,3,4,0,0,3,25,30,83,74,34,123,109,36,67,7,554
SAL10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,0,3,0,7,3,3,0,33
SAL10723,0,3,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,23,10,9,16,18,3,16,0,99
SAL10724,12,5,3,0,10,8,0,11,0,47,3,4,4,3,8,8,3,5,13,50,106,136,107,94,202,222,56,115,28,1060
SAL10725,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,6,17,22,17,22,19,11,24,3,130
SAL10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10727,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,7,5,3,12,0,8,0,49
SAL10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7
SAL10729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,8,0,30
SAL10730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SAL10731,9,28,22,8,8,15,0,7,0,99,9,35,31,16,37,29,6,17,52,220,211,823,541,311,406,445,94,242,89,3164
SAL10732,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,8,0,8,9,0,6,0,40
SAL10733,0,3,0,0,0,6,0,0,0,14,0,9,3,0,5,7,0,4,0,34,30,89,69,53,122,170,51,143,6,728
SAL10734,4,3,5,0,6,6,4,0,0,22,6,3,4,0,3,11,0,3,4,43,69,142,90,48,132,193,50,146,10,876
SAL10735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,7,0,5,7,5,0,11,0,41
SAL10736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6
SAL10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10738,125,28,36,11,43,24,6,4,3,277,104,82,69,41,193,92,14,17,124,734,1154,850,734,395,1682,944,193,305,217,6476
SAL10739,31,9,9,0,23,11,0,3,0,95,15,31,18,8,52,15,3,10,28,179,365,333,253,129,646,374,89,147,57,2400
SAL10740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL10741,10,4,8,0,6,6,0,3,0,45,4,7,7,3,16,18,4,6,13,74,148,168,186,85,468,358,65,137,26,1648
SAL10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,3,17
SAL10743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10744,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,14,8,4,15,9,5,16,0,82
SAL10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15
SAL10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10747,0,15,8,3,23,19,8,15,0,89,0,5,0,3,15,10,7,0,10,56,97,272,211,173,518,436,163,337,24,2235
SAL10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
SAL10749,16,6,8,5,17,12,4,0,0,71,3,5,0,5,10,12,0,12,17,65,175,168,177,103,381,328,107,177,33,1650
SAL10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,20
SAL10751,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,10,4,12,3,12,10,0,10,0,65
SAL10752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12
SAL10753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,7,0,10,0,30
SAL10754,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,13,18,97,312,44,6,3,0,0,0,23,493
SAL10755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL10756,3,5,8,0,5,4,0,5,0,27,0,0,3,0,3,3,0,0,9,29,47,163,102,78,165,170,51,101,17,896
SAL10757,0,0,3,0,0,3,0,0,0,9,0,0,0,0,6,0,0,0,0,3,18,61,31,34,64,51,17,33,0,294
SAL10758,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,8,3,9,9,0,8,0,42
SAL10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,5,11,0,39
SAL10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SAL10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,5,0,7,0,35
SAL10762,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,8,22,25,13,6,31,7,19,0,128
SAL10763,0,3,4,4,0,9,0,3,0,17,0,0,0,0,0,0,0,0,0,7,33,106,88,51,93,132,34,69,0,609
SAL10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,4,0,26
SAL10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,15
SAL10766,16,5,3,5,5,4,5,5,0,36,0,6,6,3,5,11,0,0,4,41,118,137,88,49,216,195,52,85,23,959
SAL10767,27,14,7,6,27,13,3,7,6,118,9,5,14,4,34,31,5,11,30,148,344,359,298,188,757,577,143,231,72,2965
SAL10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10769,13,12,0,3,10,21,3,4,0,67,7,10,0,3,7,21,9,5,12,67,196,206,166,94,274,301,77,177,25,1517
SAL10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,5,4,0,13,5,52
SAL10771,8,5,0,4,13,6,6,6,0,47,3,3,5,4,7,11,0,5,0,27,132,172,129,74,234,236,70,196,7,1242
SAL10772,18,14,12,9,16,14,0,10,0,94,9,7,9,3,12,24,0,14,16,86,248,273,234,153,440,449,129,282,24,2229
SAL10773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10774,6,32,29,18,43,62,11,24,0,222,7,17,16,5,46,44,11,13,31,182,258,658,577,443,1274,1169,329,597,62,5363
SAL10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12
SAL10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,14
SAL10777,15,21,14,8,23,18,6,9,0,115,8,12,15,3,22,39,15,42,9,157,255,404,328,225,603,1051,277,841,22,4007
SAL10778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,7,0,5,0,0,3,3,20
SAL10779,59,32,15,8,29,28,15,14,0,206,54,25,25,18,73,80,3,16,67,376,949,806,643,377,1786,1284,323,509,150,6820
SAL10780,21,27,26,13,40,23,11,16,0,182,17,21,28,11,40,57,8,35,17,235,527,771,477,312,1123,1454,416,931,47,6060
SAL10781,123,40,38,14,51,47,9,11,10,351,129,84,78,28,106,78,7,23,136,667,2038,1261,1289,574,2178,1578,311,494,277,9993
SAL10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10783,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,16,6,7,10,13,4,6,0,69
SAL10784,5,0,3,0,5,5,0,0,0,21,3,0,0,3,9,9,0,0,0,34,49,68,64,40,147,150,51,74,6,642
SAL10785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,12
SAL10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,0,19,5,29
SAL10787,0,4,0,0,5,0,0,0,0,9,0,0,4,0,0,0,0,0,4,12,9,63,53,26,60,67,19,31,10,340
SAL10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,8,0,14
SAL10789,5,0,3,6,0,5,4,4,0,27,0,7,0,0,4,5,0,0,0,19,30,60,41,49,91,90,28,54,3,446
SAL10790,62,13,17,7,15,16,3,3,9,142,48,30,37,26,94,36,5,22,66,358,635,498,392,225,1064,644,112,222,122,3919
SAL10791,64,18,9,0,17,14,4,4,6,137,37,37,27,10,76,42,4,9,47,285,584,403,348,164,869,538,96,177,94,3282
SAL10792,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,18,54,31,17,41,35,18,43,0,265
SAL10793,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,9,23,10,9,15,19,8,12,0,100
SAL10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,9
SAL10795,0,4,5,3,3,0,3,10,0,38,0,7,0,4,11,6,0,9,11,53,35,148,125,86,151,175,58,215,17,1005
SAL10796,36,11,19,9,33,15,7,4,0,134,41,23,20,11,42,30,7,12,45,237,772,481,476,264,1037,869,187,310,99,4499
SAL10797,4,6,0,0,0,4,0,0,0,9,5,0,0,0,6,0,0,0,4,18,56,56,32,21,59,50,15,29,3,320
SAL10798,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,8,3,20,16,32,21,9,30,55,11,46,9,234
SAL10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,20
SAL10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,8,9,0,4,0,51
SAL10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10803,0,0,0,0,6,5,0,3,0,12,0,5,0,0,5,4,0,0,0,16,18,35,16,20,69,77,22,28,10,299
SAL10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,5,4,0,9,0,32
SAL10805,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,7,8,8,10,3,18,5,24,5,84
SAL10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,4,0,19
SAL10807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,19,12,20,20,22,6,27,0,123
SAL10808,3,12,18,11,42,27,10,13,0,138,7,10,16,4,21,21,8,10,18,100,183,403,378,270,684,599,173,265,41,2984
SAL10809,3,5,0,0,5,5,0,0,0,25,0,3,0,0,3,6,0,3,6,19,39,112,82,49,140,138,20,76,0,668
SAL10810,3,10,7,5,14,11,0,3,0,58,0,9,5,0,12,12,3,0,11,58,100,231,194,144,343,316,81,116,19,1540
SAL10811,0,3,3,0,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,19,64,40,24,46,72,22,37,5,323
SAL10812,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,3,4,10,12,37,25,20,49,53,18,54,11,274
SAL10813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,12,4,4,7,10,5,32,0,72
SAL10814,69,36,21,17,40,54,13,16,3,256,25,19,29,8,54,67,17,22,36,272,695,802,647,457,1304,1551,397,650,64,6561
SAL10815,55,28,22,9,25,32,10,28,5,212,25,48,23,17,35,57,11,29,21,273,661,1039,747,420,916,1388,383,953,59,6565
SAL10816,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,23
SAL10817,71,64,33,19,71,65,12,23,0,367,65,75,49,18,127,137,20,31,119,646,1393,1729,1234,627,2778,2873,517,946,205,12295
SAL10818,35,27,15,12,21,11,7,15,0,153,27,23,23,10,36,44,12,15,57,249,591,657,590,327,1157,983,219,348,95,4962
SAL10819,12,5,0,0,4,8,0,0,0,38,7,8,7,4,25,20,4,7,13,97,189,146,142,90,390,297,59,101,28,1434
SAL10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,10,4,11,16,4,17,0,82
SAL10822,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,5,3,14,7,3,17,3,63
SAL10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10825,10,9,6,0,0,8,0,0,0,39,22,7,7,9,30,14,0,4,17,105,161,127,127,54,273,161,39,67,27,1032
SAL10826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,4,3,7,10,12,46,3,116
SAL10827,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,15,8,8,9,7,8,15,0,67
SAL10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,9
SAL10829,0,5,6,7,9,0,0,9,0,30,3,4,0,3,7,11,3,8,4,45,57,149,123,118,231,229,66,117,17,1105
SAL10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,12
SAL10831,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,4,23,12,15,25,21,12,31,4,143
SAL10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,17
SAL10833,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,8,5,7,9,11,15,9,3,12,8,69
SAL10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL10836,3,0,3,0,3,3,0,0,0,22,3,3,3,3,5,6,0,0,5,17,75,82,68,36,101,115,29,57,4,568
SAL10837,7,0,4,0,0,0,0,0,0,12,4,10,0,3,14,9,4,0,15,58,68,61,64,46,116,81,15,24,19,509
SAL10838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,13,7,8,13,24,3,13,0,81
SAL10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,18
SAL10840,0,3,3,0,3,9,0,0,0,20,3,3,0,3,4,8,6,3,3,41,50,109,78,52,166,220,65,112,13,868
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
