SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL10762,0,0,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,11,13,16,12,23,34,18,0,0,128
SAL10763,0,3,5,0,3,3,0,0,0,17,6,0,0,0,0,3,0,0,0,7,57,52,83,121,152,124,23,5,0,609
SAL10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,5,5,0,0,26
SAL10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15
SAL10766,0,3,11,6,7,8,0,0,0,36,0,4,19,12,6,7,0,0,0,41,55,82,224,245,178,137,41,4,0,959
SAL10767,8,13,36,17,27,11,0,0,0,118,5,18,41,27,29,21,7,4,0,148,161,340,753,643,560,409,93,4,0,2965
SAL10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10769,4,5,12,17,18,9,0,0,0,67,4,5,14,14,7,9,4,5,0,67,81,124,313,342,351,229,66,9,0,1517
SAL10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,13,14,3,0,0,52
SAL10771,4,6,4,10,16,3,5,0,0,47,0,0,5,8,8,5,0,0,0,27,111,142,124,300,332,196,50,4,0,1242
SAL10772,9,7,24,27,12,3,8,0,0,94,3,9,20,16,11,18,0,0,0,86,125,169,486,548,453,318,117,7,0,2229
SAL10773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10774,16,24,55,51,53,18,3,0,0,222,9,15,45,52,48,20,0,0,0,182,408,457,1183,1557,1119,567,69,3,0,5363
SAL10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,12
SAL10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,14
SAL10777,7,8,30,28,25,10,5,0,0,115,0,6,45,37,38,25,10,0,0,157,90,184,945,1094,905,527,227,27,4,4007
SAL10778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,4,7,3,0,0,20
SAL10779,9,30,66,43,30,25,8,3,0,206,15,55,105,83,60,38,16,0,0,376,261,782,2002,1680,1130,763,171,20,0,6820
SAL10780,4,24,62,43,29,13,3,0,0,182,8,21,97,67,26,15,3,0,0,235,281,742,2146,1372,857,508,134,14,0,6060
SAL10781,5,32,102,79,74,53,11,4,0,351,4,72,211,173,120,79,12,3,0,667,198,1183,3218,2301,1651,1187,235,19,0,9993
SAL10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10783,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,4,0,17,18,12,9,0,0,69
SAL10784,0,0,5,0,7,6,0,0,0,21,0,4,9,4,11,4,0,0,0,34,29,41,131,166,160,89,20,5,0,642
SAL10785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,12
SAL10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,4,7,0,3,0,29
SAL10787,0,0,8,5,0,0,0,0,0,9,0,0,0,9,4,3,0,0,0,12,29,19,57,61,62,83,20,3,0,340
SAL10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14
SAL10789,4,4,3,3,9,0,0,0,0,27,3,0,4,0,3,3,3,0,0,19,43,34,52,101,94,85,23,4,0,446
SAL10790,0,9,42,34,29,18,3,0,0,142,15,40,86,57,89,69,7,0,0,358,126,512,996,720,796,651,103,7,0,3919
SAL10791,0,15,38,40,27,18,0,0,0,137,3,32,66,49,71,52,9,0,0,285,88,363,800,691,695,554,87,4,0,3282
SAL10792,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,15,9,17,46,51,70,22,13,0,265
SAL10793,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,10,7,12,20,20,26,6,4,0,100
SAL10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,9
SAL10795,7,3,6,9,3,8,3,0,0,38,0,7,12,15,8,9,4,5,0,53,68,68,142,180,219,212,95,27,3,1005
SAL10796,4,6,37,30,35,15,3,0,0,134,0,23,97,60,26,22,4,0,0,237,95,396,1552,1127,713,512,98,6,0,4499
SAL10797,0,0,0,6,0,4,0,0,0,9,0,0,4,3,4,3,4,0,0,18,16,32,64,59,58,69,23,3,0,320
SAL10798,0,0,0,0,0,3,0,0,0,10,0,0,3,3,0,8,3,0,0,20,8,14,32,35,58,61,17,0,0,234
SAL10799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,10,0,0,0,20
SAL10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,19,14,3,0,0,51
SAL10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10803,0,0,5,0,6,4,0,0,0,12,0,0,5,0,0,4,0,0,0,16,14,20,71,54,62,63,13,6,0,299
SAL10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,5,4,7,3,0,0,32
SAL10805,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,3,0,0,8,6,7,8,17,18,11,11,0,0,84
SAL10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,19
SAL10807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,15,9,39,38,15,0,0,123
SAL10808,7,21,32,28,32,23,6,0,0,138,5,20,23,19,19,11,0,0,0,100,155,301,760,737,567,368,77,5,0,2984
SAL10809,0,0,3,4,4,9,0,0,0,25,0,0,4,8,0,3,0,0,0,19,43,62,116,146,141,118,35,4,0,668
SAL10810,5,6,8,13,19,9,0,0,0,58,0,7,16,12,12,5,0,0,0,58,98,175,320,328,322,246,42,7,0,1540
SAL10811,0,0,0,0,8,3,0,0,0,19,0,0,0,3,3,0,0,0,0,5,14,21,34,60,84,71,28,6,0,323
SAL10812,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,4,0,0,0,10,12,16,50,66,68,49,11,4,0,274
SAL10813,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,19,15,10,13,14,0,0,72
SAL10814,8,27,80,59,40,30,5,0,0,256,3,18,78,71,50,36,11,0,0,272,251,562,1747,1574,1324,835,232,25,0,6561
SAL10815,23,14,36,41,48,41,10,0,0,212,11,27,44,57,68,39,21,0,6,273,414,594,953,1419,1563,1197,367,45,9,6565
SAL10816,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,7,4,0,0,0,23
SAL10817,10,22,63,81,87,79,24,0,0,367,8,45,130,213,121,89,35,3,0,646,354,1057,2379,3540,2486,1872,529,80,0,12295
SAL10818,0,18,36,31,30,31,7,0,0,153,0,24,58,59,51,40,8,0,0,249,153,496,1275,1135,962,763,166,11,0,4962
SAL10819,0,0,10,14,12,6,0,0,0,38,4,9,17,39,24,8,0,0,0,97,64,119,287,499,308,137,20,0,0,1434
SAL10820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,7,26,15,8,0,0,82
SAL10822,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,4,10,22,7,7,0,0,63
SAL10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10825,0,6,9,9,5,3,0,0,0,39,0,9,17,28,25,22,5,0,0,105,28,104,280,199,206,157,43,3,0,1032
SAL10826,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,22,20,24,23,15,0,0,116
SAL10827,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,3,9,18,26,3,0,0,67
SAL10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL10829,0,4,9,4,5,7,0,0,0,30,0,3,12,8,10,6,0,0,0,45,29,122,359,233,177,149,37,4,0,1105
SAL10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12
SAL10831,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,9,15,21,16,34,32,5,7,0,143
SAL10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,5,0,0,0,17
SAL10833,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,5,0,15,13,5,16,3,0,0,69
SAL10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SAL10836,0,0,0,8,4,3,0,0,0,22,0,4,4,6,5,5,0,0,0,17,40,44,78,98,151,118,30,4,0,568
SAL10837,0,0,3,5,5,0,0,0,0,12,3,8,7,13,12,12,3,0,3,58,29,67,113,106,102,67,15,0,3,509
SAL10838,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,8,4,4,6,13,22,26,7,0,0,81
SAL10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,18
SAL10840,6,8,4,3,4,0,0,0,0,20,5,3,9,11,12,4,0,0,0,41,62,79,139,154,210,181,44,0,0,868
SAL10841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10842,12,21,42,24,23,28,5,0,0,161,16,33,44,30,39,21,10,16,5,207,264,473,819,682,756,668,203,33,0,3893
SAL10843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,22,27,23,25,14,3,0,121
SAL10844,0,3,0,5,13,13,0,0,0,41,0,6,3,3,13,6,3,3,6,47,52,102,91,235,326,246,96,19,4,1176
SAL10845,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,10,18,20,26,13,0,0,91
SAL10846,27,49,67,128,112,99,43,8,0,526,26,65,134,216,215,122,42,13,0,843,910,1710,2749,4721,4697,3296,1107,155,8,19349
SAL10847,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,7,10,14,18,3,5,0,68
SAL10848,3,4,0,5,6,5,0,0,0,28,5,0,3,11,21,18,5,0,0,53,88,119,101,230,442,317,130,22,3,1449
SAL10849,5,3,12,10,3,3,0,0,0,37,0,0,4,0,8,14,0,0,0,24,36,44,117,134,108,110,41,0,0,602
SAL10850,4,5,13,19,16,7,0,0,0,59,9,0,10,21,17,9,4,0,0,68,138,91,135,493,455,245,66,5,0,1638
SAL10851,15,16,63,45,41,37,17,0,0,227,18,29,61,85,80,46,3,0,0,326,331,638,1363,1301,1382,1031,219,14,3,6266
SAL10852,0,5,5,6,3,0,0,0,0,31,3,0,10,6,12,7,5,0,0,42,60,59,128,155,164,178,66,5,0,815
SAL10853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,14,5,10,7,0,0,47
SAL10855,8,5,20,8,14,10,0,0,0,64,0,3,22,13,9,11,3,0,0,70,68,144,388,261,215,170,43,10,0,1299
SAL10856,0,0,3,3,6,0,3,0,0,20,0,0,3,3,4,0,0,0,0,15,29,34,83,125,113,74,15,0,0,482
SAL10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,0,0,22
SAL10858,4,3,6,5,13,6,0,0,0,34,0,0,3,0,12,7,5,0,0,23,47,65,70,111,167,84,32,4,0,580
SAL10859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8
SAL10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,3,0,3,0,27
SAL10861,0,5,5,5,13,13,10,0,0,56,5,5,7,18,11,12,4,0,0,63,120,178,220,345,411,345,88,9,0,1726
SAL10862,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,6,29,23,40,27,55,28,14,0,0,220
SAL10863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,5,6,18,32,6,0,0,70
SAL10864,4,13,19,14,38,15,10,0,0,122,5,8,32,18,33,26,0,0,0,129,196,386,540,464,736,617,133,14,0,3083
SAL10865,0,7,5,6,3,10,0,0,0,24,0,3,0,3,6,6,0,0,0,19,15,44,71,64,80,55,29,3,0,362
SAL10866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,10,18,14,5,0,0,60
SAL10867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,13
SAL10868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
SAL10869,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,7,10,8,17,21,29,34,14,3,0,133
SAL10870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,6,0,24,17,16,16,13,0,0,95
SAL10871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10872,0,10,3,12,3,3,0,0,0,29,0,5,20,11,9,8,3,0,0,57,22,100,458,308,244,151,69,8,3,1362
SAL10873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,5,0,0,0,18
SAL10874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,4,4,0,0,24
SAL10875,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,12,11,18,8,22,31,34,20,5,0,139
SAL10876,0,0,0,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,4,18,26,22,39,24,6,0,139
SAL10877,13,29,74,49,39,24,10,6,0,241,22,29,57,41,47,38,14,0,4,260,362,590,1268,1157,1077,805,214,22,5,5499
SAL10878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10879,3,0,11,12,3,8,4,0,0,35,0,5,0,5,3,9,0,3,0,38,55,64,135,158,144,183,45,10,0,793
SAL10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,12,9,0,3,0,37
SAL10881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,3,3,0,23
SAL10882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,9,0,0,0,21
SAL10883,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,66,117,14,0,0,0,0,0,0,198
SAL10884,14,28,77,58,36,44,4,0,0,259,9,14,51,73,39,28,7,0,0,215,399,665,1710,1711,1348,957,202,37,0,7029
SAL10885,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,9,0,0,30
SAL10886,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,7,3,9,14,14,20,3,0,0,76
SAL10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,8
SAL10888,0,5,7,6,3,12,0,0,0,35,0,3,10,5,12,3,7,0,0,50,85,108,236,213,201,180,40,6,0,1069
SAL10889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,7,0,0,27
SAL10890,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,3,7,10,11,11,6,0,0,48
SAL10891,5,19,76,104,51,55,17,0,0,326,9,44,166,193,114,65,15,11,0,613,276,995,3211,3511,2319,1342,443,59,9,12177
SAL10892,0,4,3,4,10,0,0,0,0,25,0,3,7,12,7,5,0,0,0,33,31,57,93,198,186,120,46,9,4,735
SAL10893,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,10,6,6,20,22,5,0,0,78
SAL10894,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,3,21,14,13,5,7,0,0,65
SAL10895,3,0,0,4,6,5,0,0,0,20,3,3,0,3,8,8,0,0,0,28,55,109,111,212,271,251,71,10,0,1085
SAL10896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,5,0,31
SAL10897,15,19,26,53,54,65,24,4,0,256,11,24,59,108,80,57,15,5,3,354,476,803,1107,2150,2323,1785,539,61,4,9248
SAL10898,4,14,27,34,39,24,6,0,0,152,14,37,70,67,56,45,12,3,0,294,180,432,928,778,823,672,142,11,0,3975
SAL10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
SAL10900,3,5,5,15,14,11,5,0,0,56,0,3,7,17,26,13,3,5,0,74,74,142,198,352,420,312,77,7,0,1585
SAL10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,9
SAL10902,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,12,7,16,16,34,34,8,0,0,130
SAL10903,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,9,17,24,24,0,0,0,83
SAL10904,0,4,0,0,0,0,6,0,0,15,4,3,7,3,5,8,0,0,0,22,29,35,67,76,91,121,47,4,0,475
SAL10905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10
SAL10906,0,16,32,9,12,10,0,0,0,87,0,52,103,42,8,8,3,0,0,224,74,816,2054,814,318,193,42,3,0,4306
SAL10907,10,9,30,39,36,31,7,3,0,161,4,12,52,26,46,42,10,3,0,194,175,382,783,867,846,714,216,17,0,4002
SAL10908,6,9,30,19,19,10,0,0,0,87,5,0,28,31,13,14,3,0,0,92,150,138,683,805,426,224,35,0,0,2472
SAL10909,0,0,12,11,4,11,6,0,0,47,0,3,21,33,12,3,3,0,0,83,24,72,367,504,317,213,78,19,0,1592
SAL10910,3,4,9,13,15,7,0,0,0,41,3,3,9,12,3,9,5,0,0,37,65,80,174,190,212,186,45,0,0,957
SAL10911,0,0,4,6,4,4,0,0,0,18,0,4,0,3,3,5,0,0,0,17,19,41,88,84,102,84,23,5,0,449
SAL10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,11
SAL10913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10914,0,0,6,0,0,0,0,0,0,9,8,0,0,4,12,6,0,0,0,26,34,36,35,59,130,130,56,9,0,484
SAL10915,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,5,9,14,0,5,0,45
SAL10916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,5,0,0,16
SAL10917,3,12,25,24,25,7,0,0,0,105,4,8,23,35,27,16,0,0,0,123,158,272,552,663,623,353,72,0,0,2689
SAL10918,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,11,9,31,24,11,0,0,95
SAL10919,0,8,16,10,11,4,0,0,0,51,6,7,8,6,16,10,0,0,0,60,56,67,232,225,243,196,49,8,0,1086
SAL10920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,17,12,18,4,0,0,69
SAL10921,0,0,3,5,9,3,3,0,0,15,0,0,0,0,0,0,0,0,0,5,25,21,36,51,76,79,20,8,0,316
SAL10922,0,0,0,0,0,5,0,0,0,9,0,0,3,5,0,3,3,3,0,17,5,21,27,40,83,93,61,8,0,340
SAL10923,0,0,4,4,4,0,0,0,0,19,3,4,19,8,4,5,3,0,0,53,47,72,160,193,107,47,11,0,0,637
SAL10924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,10,9,19,5,3,0,68
SAL10925,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,5,6,4,0,0,0,24
SAL10926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10927,0,0,5,7,9,3,0,0,0,27,0,0,6,12,5,3,0,0,0,27,34,47,93,147,191,89,22,0,0,624
SAL10928,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,9,15,12,24,32,14,4,5,0,110
SAL10929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,11
SAL10930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,9
SAL10931,0,6,23,8,3,3,0,0,0,51,3,5,26,10,8,4,0,0,0,59,66,146,524,260,124,62,10,0,0,1196
SAL10932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,22
SAL10933,0,7,0,7,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,4,35,37,42,106,136,90,35,4,0,486
SAL10934,0,3,5,0,5,7,0,0,0,31,0,4,6,5,17,14,4,0,0,39,48,95,78,108,252,214,50,15,0,856
SAL10935,3,0,0,0,3,3,0,0,0,16,0,4,0,0,0,6,0,0,0,13,17,11,21,29,34,33,13,6,0,167
SAL10936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10937,3,4,19,16,14,12,0,0,0,75,0,10,33,36,32,18,9,0,0,133,67,156,725,637,634,380,124,11,0,2737
SAL10938,0,0,0,3,4,4,0,0,0,18,0,5,5,7,5,4,0,0,0,29,27,32,59,101,115,97,34,5,0,474
SAL10939,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,6,8,14,20,36,33,8,0,0,123
SAL10940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10941,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,5,9,22,13,9,3,0,0,57
SAL10942,0,3,4,4,3,7,0,0,0,31,6,5,5,3,3,5,6,0,0,30,46,52,94,159,194,175,67,12,0,800
SAL10943,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,8,15,17,31,21,11,0,0,106
SAL10944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,8,0,0,0,32
SAL10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,10
SAL10946,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,13,18,15,24,6,0,0,88
SAL10947,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,8,0,5,10,4,0,0,0,31
SAL10948,0,8,14,11,5,14,6,0,0,61,6,3,6,11,11,13,3,0,0,60,92,130,387,324,283,304,83,10,0,1610
SAL10949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SAL10950,0,0,0,5,3,3,0,0,0,17,0,0,0,4,0,5,0,0,0,15,22,28,31,51,49,90,28,5,0,308
SAL10951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,3,6,0,3,0,21
SAL10952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,22,6,10,10,0,0,52
SAL10953,3,7,23,19,13,16,0,0,0,76,0,7,39,21,14,10,8,3,0,101,132,185,572,458,418,265,81,3,0,2116
SAL10954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,12
SAL10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,5,0,0,17
SAL10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8
SAL10957,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,13,7,5,0,0,0,38
SAL10958,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,11,10,16,21,11,0,0,72
SAL10959,30,47,121,106,96,71,21,4,0,483,32,45,109,113,79,64,25,13,3,479,788,1008,2253,2279,2293,1929,552,71,9,11184
SAL10960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9
SAL10962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,14
SAL10963,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,17
SAL10964,0,0,7,4,5,3,0,0,0,15,0,4,0,0,0,3,3,0,4,15,25,58,95,114,124,153,45,11,0,635
SAL10965,0,5,20,21,14,13,0,0,0,71,3,5,23,30,26,14,0,0,0,98,109,202,533,822,539,284,36,0,0,2525
