SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL11575,5,9,13,4,7,0,7,9,0,49
SAL11576,3,0,0,0,0,0,0,0,0,3
SAL11577,10,4,4,4,6,0,0,3,0,29
SAL11578,27,36,24,18,19,10,8,24,0,167
SAL11579,8,0,3,0,0,0,0,8,0,30
SAL11580,294,545,165,173,288,123,67,68,28,1752
SAL11581,14,0,6,4,0,0,0,4,0,28
SAL11582,6,0,0,0,0,0,0,4,0,8
SAL11583,11,14,4,6,4,4,10,3,0,45
SAL11584,25,14,8,15,7,4,8,18,3,100
SAL11585,19,4,0,0,4,0,4,0,0,42
SAL11586,297,377,203,139,212,131,43,83,20,1494
SAL11587,17,7,3,5,9,0,3,9,0,53
SAL11588,3,0,5,4,3,0,5,0,0,17
SAL11589,67,38,43,60,34,13,30,35,8,327
SAL11590,49,13,7,10,16,0,6,18,6,122
SAL11591,118,289,117,125,145,82,55,52,8,990
SAL11592,14,7,4,0,0,5,0,10,0,44
SAL11593,14,3,5,3,3,0,6,9,0,40
SAL11594,0,4,0,0,0,0,4,0,0,10
SAL11595,24,8,0,8,4,0,3,9,3,59
SAL11596,21,5,17,3,3,5,0,8,4,59
SAL11597,12,14,18,13,11,7,11,5,0,93
SAL11598,75,156,207,208,137,108,107,219,22,1238
SAL11599,0,0,0,0,0,0,0,0,0,0
SAL11600,0,0,0,0,0,0,0,0,0,0
SAL11601,14,22,15,10,13,7,0,9,3,82
SAL11602,0,4,0,0,0,0,4,3,0,12
SAL11603,27,45,33,33,26,20,24,40,6,253
SAL11604,3,0,0,0,0,0,4,0,0,6
SAL11605,444,693,471,295,596,281,219,228,80,3307
SAL11606,19,12,15,17,24,15,11,14,0,124
SAL11607,143,342,153,150,153,79,54,92,13,1188
SAL11608,18,25,15,10,9,5,7,14,0,104
SAL11609,53,51,50,37,37,19,24,37,5,319
SAL11610,298,559,281,250,205,105,48,133,22,1897
SAL11611,55,90,29,22,20,8,11,15,7,256
SAL11612,48,42,57,67,45,21,26,29,5,345
SAL11613,6,0,0,3,3,0,0,0,3,17
SAL11614,0,0,5,0,3,3,0,4,0,21
SAL11615,19,0,7,4,0,3,0,7,0,44
SAL11616,0,9,11,3,9,3,12,8,0,60
SAL11617,0,0,0,0,0,0,0,0,0,7
SAL11618,0,0,0,0,0,0,0,0,0,0
SAL11619,9,4,6,0,0,6,0,0,0,33
SAL11620,14,7,10,0,0,0,3,9,4,46
SAL11621,12,19,8,11,28,5,3,7,0,88
SAL11622,26,27,37,39,31,34,18,49,5,272
SAL11623,152,158,152,189,101,120,94,138,30,1137
SAL11624,13,0,0,3,3,0,0,4,0,19
SAL11625,0,0,0,0,0,0,0,0,0,0
SAL11626,12,3,9,3,0,3,0,4,5,40
SAL11627,6,0,4,0,4,0,3,0,0,18
SAL11628,255,409,373,313,309,254,260,242,40,2456
SAL11629,6,0,0,0,0,0,0,4,0,7
SAL11630,28,15,9,16,11,9,13,8,5,116
SAL11631,34,12,6,4,3,0,4,7,0,72
SAL11632,24,4,3,0,0,0,0,9,0,33
SAL11633,3,0,0,0,0,0,0,3,0,5
SAL11634,11,0,3,0,0,3,0,6,0,31
SAL11635,62,176,70,93,39,60,35,85,5,615
SAL11636,10,5,3,3,4,0,3,6,0,36
SAL11637,0,0,0,0,0,0,0,0,0,3
SAL11638,15,0,4,0,0,0,0,5,0,31
SAL11639,4,3,0,3,0,0,0,0,0,17
SAL11640,331,1068,208,174,400,114,196,136,61,2693
SAL11641,7,6,3,12,9,0,9,14,4,69
SAL11642,1509,2450,584,528,971,464,132,246,92,6970
SAL11643,14,32,26,24,16,12,13,24,0,169
SAL11644,30,16,9,11,4,3,8,9,0,99
SAL11645,1046,2624,342,460,670,352,104,226,109,5952
SAL11646,479,774,404,296,522,237,220,167,55,3155
SAL11647,0,3,0,0,0,6,0,10,0,27
SAL11648,5,0,0,3,0,0,0,3,0,16
SAL11649,375,509,270,212,354,194,125,140,41,2220
SAL11650,14,5,10,0,0,3,0,4,0,47
SAL11651,10,0,4,0,0,0,0,3,0,18
SAL11652,5,5,0,0,0,0,0,0,0,6
SAL11653,268,307,293,332,274,236,150,324,43,2228
SAL11654,10,14,15,3,9,10,7,4,0,75
SAL11655,0,0,0,0,0,0,0,0,0,0
SAL11656,31,31,49,26,21,12,19,14,5,213
SAL11657,0,0,0,0,0,0,0,0,0,0
SAL11658,23,8,11,7,12,8,0,10,0,74
SAL11659,8,4,13,3,5,0,9,8,3,52
SAL11660,484,847,261,242,338,174,85,129,34,2590
SAL11661,38,8,0,3,9,9,0,9,0,79
SAL11662,127,279,242,216,215,143,119,176,18,1534
SAL11663,205,385,280,277,421,202,393,261,42,2470
SAL11664,7,7,14,4,4,9,11,0,0,52
SAL11665,24,21,31,15,28,12,27,22,0,170
SAL11666,22,0,0,4,0,0,0,0,0,29
SAL11667,16,9,10,6,17,4,0,5,0,72
SAL11668,449,1260,488,536,701,282,424,402,116,4659
SAL11669,235,388,391,441,299,258,180,293,54,2540
SAL11670,3,3,3,3,6,0,0,5,6,33
SAL11671,692,950,300,197,479,261,58,110,32,3087
SAL11672,37,58,18,19,16,11,10,17,5,193
SAL11673,11,4,11,3,9,5,8,5,0,44
SAL11674,1909,2658,1883,1438,2310,1220,1058,905,217,13602
SAL11675,8,0,0,0,0,4,3,0,0,21
SAL11676,161,222,149,115,156,99,75,84,12,1064
SAL11677,422,408,338,121,241,154,70,132,29,1918
SAL11678,37,29,17,9,14,9,7,20,0,135
SAL11679,43,38,65,57,35,35,39,65,14,379
SAL11680,8,11,18,9,6,8,28,18,0,111
SAL11681,0,0,0,0,0,0,0,3,0,5
SAL11682,205,319,240,256,229,182,97,152,28,1703
SAL11683,20,6,0,3,0,0,3,8,3,49
SAL11684,15,19,16,5,8,20,5,14,6,105
SAL11685,14,14,11,9,14,7,0,13,0,89
SAL11686,1248,2572,699,711,1318,668,470,409,138,8225
SAL11687,3,0,0,0,0,0,0,5,0,7
SAL11688,186,155,348,168,211,109,124,153,28,1486
SAL11689,118,133,180,172,94,104,119,160,20,1101
SAL11690,0,0,0,0,0,0,0,0,0,0
SAL11691,4,0,0,0,0,0,0,0,0,4
SAL11692,17,0,0,0,4,0,0,9,0,31
SAL11693,155,365,189,213,126,93,28,64,11,1236
SAL11694,17,14,14,10,12,3,9,8,0,91
SAL11695,13,0,6,3,3,0,0,5,0,34
SAL11696,24,4,0,3,5,0,3,0,0,47
SAL11697,189,176,142,121,135,72,45,90,20,993
SAL11698,29,10,6,5,4,4,3,5,3,72
SAL11699,15,6,0,10,7,0,0,3,6,43
SAL11700,7,4,0,0,0,0,0,5,0,16
SAL11701,9,6,3,0,5,4,0,0,0,27
SAL11702,0,0,0,0,0,0,0,0,0,0
SAL11703,7,8,13,0,4,0,0,8,0,39
SAL11704,5,0,6,0,0,5,0,0,0,16
SAL11705,31,18,14,0,9,7,0,10,0,91
SAL11706,0,0,0,0,0,0,0,0,0,0
SAL11707,15,0,5,0,3,3,0,4,0,29
SAL11708,18,14,0,8,0,0,3,11,3,64
SAL11709,9,0,8,0,0,4,0,5,0,28
SAL11710,906,1136,502,392,748,238,124,167,103,4312
SAL11711,53,9,18,19,17,7,29,33,5,194
SAL11712,15,0,4,0,0,0,4,5,0,38
SAL11713,19,6,8,3,3,0,0,5,0,48
SAL11714,12,11,13,7,13,5,7,11,3,81
SAL11715,48,21,27,9,16,9,18,39,0,177
SAL11716,15,0,0,0,0,0,0,0,0,22
SAL11717,578,1170,787,832,817,626,316,727,83,5943
SAL11718,34,55,26,22,3,8,3,9,5,167
SAL11719,0,3,0,0,0,0,0,0,0,5
SAL11720,13,4,0,0,0,4,0,4,0,30
SAL11721,31,4,3,3,0,3,4,7,0,55
SAL11722,10,3,8,0,4,0,3,3,0,33
SAL11723,6,0,0,0,0,0,0,0,0,12
SAL11724,878,1859,258,270,499,326,62,107,83,4353
SAL11725,9,0,0,0,0,0,0,0,0,10
SAL11726,25,39,45,42,27,20,18,46,7,281
SAL11727,244,413,509,539,368,335,311,444,61,3229
SAL11728,293,714,275,376,333,231,126,225,54,2641
SAL11729,8,5,5,0,0,5,3,4,0,33
SAL11730,3,0,0,0,0,0,0,7,0,13
SAL11731,1087,1605,1532,1719,1205,980,875,1342,220,10564
SAL11732,0,0,4,0,0,5,5,0,0,14
SAL11733,0,5,0,0,0,4,0,3,0,17
SAL11734,11,0,0,0,0,0,0,5,0,18
SAL11735,15,26,42,16,27,14,31,13,7,195
SAL11736,12,12,6,4,11,8,0,4,3,55
SAL11737,34,7,16,18,11,5,5,8,4,114
SAL11738,7,0,0,3,0,0,0,0,0,16
SAL11739,377,706,553,761,538,456,264,486,59,4200
SAL11740,3,0,0,0,0,0,0,0,0,13
SAL11741,9,5,8,4,6,0,7,3,0,35
SAL11742,3,4,0,5,0,0,0,7,0,28
SAL11743,230,562,216,201,264,135,112,136,43,1897
SAL11744,0,0,0,0,0,0,0,0,0,0
SAL11745,519,1370,727,895,775,639,619,1085,205,6848
SAL11746,144,149,112,68,117,71,35,45,6,743
SAL11747,14,5,0,10,3,0,0,4,0,30
SAL11748,28,21,31,20,20,14,9,23,3,174
SAL11749,60,20,8,5,16,8,22,17,3,160
SAL11750,292,487,220,138,250,99,24,84,22,1614
SAL11751,0,3,4,0,3,4,0,3,0,19
SAL11752,11,22,12,14,12,10,4,12,0,90
SAL11753,0,0,0,0,0,0,0,0,0,0
SAL11754,6,3,0,0,0,0,5,0,0,9
SAL11755,0,0,0,0,0,0,3,0,0,3
SAL11756,3,4,4,4,6,3,0,3,0,26
SAL11757,3,0,0,0,0,0,0,0,0,8
SAL11758,0,0,0,0,0,0,0,0,0,0
SAL11759,16,13,3,6,5,4,5,13,5,75
SAL11760,393,759,337,357,419,290,99,237,43,2931
SAL11761,11,37,40,32,16,36,7,43,3,234
SAL11762,384,791,584,420,755,434,646,590,114,4720
SAL11763,939,1740,908,728,1263,737,577,639,220,7742
SAL11764,24,7,6,0,0,3,0,3,0,52
SAL11765,25,12,20,3,25,0,10,29,0,133
SAL11766,34,12,4,4,10,3,0,12,0,84
SAL11767,131,292,203,178,235,145,207,186,43,1620
SAL11768,6,0,0,0,0,0,0,0,0,6
SAL11769,24,32,19,44,31,12,19,42,4,228
SAL11770,201,208,72,72,102,48,21,29,13,767
SAL11771,12,4,11,4,8,4,13,0,0,57
SAL11772,4,3,0,0,0,0,0,0,0,8
SAL11773,85,108,40,32,65,21,9,16,3,375
SAL11774,18,6,9,9,6,3,3,14,0,77
SAL11775,56,66,71,53,66,39,38,66,8,459
SAL11776,609,1355,143,183,325,177,28,71,48,2940
SAL11777,12,14,3,8,15,6,0,6,0,73
SAL11778,15,5,0,0,0,0,0,0,0,22
SAL11779,46,31,24,11,10,8,6,19,5,159
SAL11780,580,1006,605,491,696,384,439,320,89,4618
SAL11781,14,10,22,7,10,0,10,18,0,86
SAL11782,220,132,120,120,92,73,86,146,9,996
SAL11783,26,8,17,9,17,12,12,7,0,111
SAL11784,137,178,351,221,147,149,274,194,27,1674
SAL11785,4,4,6,3,4,0,3,3,0,29
SAL11786,11,0,6,4,0,0,3,6,0,29
SAL11787,1212,1969,1147,793,1764,825,739,719,206,9362
SAL11788,1209,1378,1276,951,1032,875,679,2087,260,9735
SAL11789,23,3,0,5,3,0,3,3,0,51
SAL11790,54,5,6,7,19,4,15,20,0,128
SAL11791,118,121,121,69,99,53,39,52,5,675
SAL11792,66,54,50,31,56,27,29,30,6,347
SAL11793,4,6,4,7,3,5,0,3,0,20
SAL11794,0,0,0,0,0,0,0,0,0,4
SAL11795,5,5,0,0,0,4,0,0,0,13
SAL11796,593,1245,910,785,1011,568,688,676,249,6719
SAL11797,202,295,240,187,296,116,181,166,63,1745
SAL11798,56,22,15,29,15,6,11,34,11,191
SAL11799,12,0,0,0,0,0,4,5,0,19
SAL11800,119,107,216,124,105,89,203,151,15,1126
SAL11801,69,135,117,116,81,81,51,106,14,772
SAL11802,24,17,13,11,9,6,4,18,0,110
SAL11803,7,14,10,6,6,5,8,6,0,66
SAL11804,8,0,0,0,0,0,0,0,0,9
SAL11805,17,3,0,0,0,0,3,0,0,26
SAL11806,45,38,30,35,22,15,19,16,0,207
SAL11807,24,34,33,29,16,14,10,23,4,187
SAL11808,18,0,0,0,0,0,0,6,0,24
SAL11809,97,97,80,83,84,60,57,163,8,719
SAL11810,8,0,0,0,0,0,0,0,0,11
SAL11811,179,200,90,51,88,32,21,35,12,701
SAL11812,28,19,18,17,21,12,15,18,3,150
SAL11813,6,0,0,0,0,0,0,0,0,9
SAL11814,9,21,17,14,5,5,6,11,0,83
SAL11815,12,11,13,9,5,7,8,20,0,90
SAL11816,17,6,12,4,4,0,23,8,0,78
SAL11817,8,0,0,0,0,0,0,0,0,11
SAL11818,539,670,680,529,456,372,728,550,73,4592
SAL11819,64,81,58,47,48,18,20,25,17,383
SAL11820,18,4,7,0,4,0,0,5,0,47
SAL11821,17,7,5,4,6,0,0,4,0,38
SAL11822,8,4,0,0,0,0,0,0,0,17
SAL11823,0,0,6,0,4,3,5,9,0,21
SAL11824,34,12,4,0,12,3,15,23,3,109
SAL11825,0,0,0,0,0,0,0,0,0,0
SAL11826,6,6,6,0,0,6,0,6,0,15
SAL11827,15,7,4,3,8,0,0,3,0,44
SAL11828,20,13,10,5,3,3,0,0,0,63
SAL11829,123,89,111,90,79,69,53,162,22,801
SAL11830,9,3,8,3,6,0,5,8,0,42
SAL11831,159,190,296,243,244,141,157,195,16,1646
SAL11832,124,390,138,209,155,136,144,104,19,1434
SAL11833,687,1077,574,417,694,354,158,215,64,4246
SAL11834,733,941,501,357,550,296,89,127,47,3643
SAL11835,626,1182,242,236,429,251,73,112,24,3171
SAL11836,0,0,0,0,0,0,0,0,0,8
SAL11837,99,116,164,154,117,97,80,131,25,987
SAL11838,14,7,19,15,4,5,4,20,0,91
SAL11839,30,51,54,26,33,31,7,30,7,280
SAL11840,0,0,0,0,0,0,3,3,0,15
SAL11841,30,17,15,8,10,3,9,17,0,103
SAL11842,50,64,52,46,46,23,24,34,4,343
SAL11843,9,0,0,0,0,0,0,3,0,9
SAL11844,0,0,0,0,0,0,0,0,0,3
SAL11845,305,840,245,421,283,207,96,176,30,2594
SAL11846,84,181,30,63,51,40,10,28,10,489
SAL11847,66,135,70,86,60,33,25,34,9,532
SAL11848,242,588,148,175,176,129,46,119,30,1650
SAL11849,64,70,65,62,65,29,25,46,12,446
SAL11850,416,723,543,635,504,406,287,378,73,3967
SAL11851,191,301,188,145,288,109,104,101,29,1451
SAL11852,11,4,5,3,3,0,0,0,0,32
SAL11853,14,10,5,10,11,0,3,4,0,53
SAL11854,13,8,4,3,0,6,0,3,0,33
SAL11855,0,0,0,0,0,0,0,0,0,0
SAL11856,20,25,10,9,9,3,3,7,0,85
SAL11857,152,65,104,51,83,46,52,99,15,666
SAL11858,73,97,117,106,76,53,67,99,14,700
SAL11859,20,43,15,10,13,9,0,8,0,115
SAL11860,29,22,15,10,7,4,3,10,0,100
SAL11861,39,12,13,7,7,3,6,17,3,116
SAL11862,6,8,3,3,11,4,0,3,0,48
SAL11863,12,0,0,0,0,0,6,0,0,27
SAL11864,3,0,3,3,5,0,3,9,0,31
SAL11865,95,163,112,125,99,82,60,116,10,859
SAL11866,1206,1408,933,662,1129,736,409,397,112,6995
SAL11867,157,703,191,265,231,208,299,339,69,2463
SAL11868,38,41,44,30,35,14,15,20,3,245
SAL11869,12,4,4,3,7,0,0,0,0,41
SAL11870,7,0,0,0,4,0,0,0,0,14
SAL11871,3,5,3,0,3,0,0,0,0,17
SAL11872,23,16,30,14,13,12,7,36,6,153
SAL11873,158,277,264,226,319,200,301,230,49,2016
SAL11874,0,0,0,0,0,0,0,0,0,0
SAL11875,17,25,16,20,19,18,13,27,9,160
SAL11876,13,31,25,21,13,5,0,17,8,132
SAL11877,9,0,0,0,0,0,0,0,0,7
SAL11878,3,3,0,0,0,4,0,3,0,19
SAL11879,28,56,38,36,28,24,16,19,9,254
SAL11880,54,83,84,59,53,45,24,50,11,455
SAL11881,149,94,160,109,108,86,81,178,26,987
SAL11882,51,23,18,9,16,20,13,25,0,180
SAL11883,0,0,0,0,0,0,0,0,0,13
SAL11884,484,1076,493,563,371,313,170,459,112,4039
SAL11885,9,0,0,0,0,0,0,0,0,3
SAL11886,9,0,4,0,0,0,0,0,0,20
SAL11887,87,114,96,84,79,75,44,59,8,644
SAL11888,296,673,371,303,309,157,124,175,25,2425
SAL11889,12,7,7,0,9,3,5,5,0,53
SAL11890,403,708,480,374,493,234,116,208,34,3052
SAL11891,22,27,28,25,32,17,32,54,10,247
SAL11892,6,3,5,3,0,4,10,4,0,34
SAL11893,99,210,194,254,247,128,386,281,48,1845
SAL11894,55,85,114,115,106,61,141,138,18,834
SAL11895,121,186,261,212,216,119,178,148,15,1463
SAL11896,8,0,0,0,0,0,0,0,0,8
SAL11897,434,802,597,438,475,248,178,239,48,3453
SAL11898,72,78,7,9,28,15,0,7,0,222
SAL11899,81,73,60,56,41,38,45,57,11,461
SAL11900,0,0,0,0,0,4,0,0,0,5
SAL11901,25,0,6,4,5,6,10,6,0,61
SAL11902,16,10,21,17,20,15,16,20,4,121
SAL11903,26,9,0,0,9,0,0,11,0,53
SAL11904,16,23,16,13,6,8,5,14,0,105
SAL11905,0,0,7,7,8,3,7,12,0,50
SAL11906,5,11,6,12,3,0,4,8,0,48
SAL11907,67,41,31,19,29,22,12,20,3,236
SAL11908,0,5,0,0,0,0,4,0,0,9
SAL11909,44,176,52,60,61,32,18,31,6,480
SAL11910,10,8,0,4,4,0,0,0,0,38
SAL11911,18,11,9,3,4,6,5,4,0,63
SAL11912,135,173,303,159,154,161,162,160,34,1437
SAL11913,10,14,18,13,8,6,9,14,0,96
SAL11914,20,12,8,9,6,0,0,14,0,71
SAL11915,4,3,0,0,0,0,0,0,0,10
SAL11916,39,48,54,54,49,21,27,34,4,322
SAL11917,6,3,3,3,0,0,0,3,0,26
SAL11918,261,564,395,342,374,279,264,294,54,2828
SAL11919,174,55,81,72,69,16,124,182,9,781
SAL11920,20,26,17,22,15,11,12,13,7,147
SAL11921,389,585,463,430,451,341,236,378,42,3309
SAL11922,396,714,563,504,692,382,602,464,99,4418
SAL11923,34,44,41,39,29,12,24,24,6,252
SAL11924,137,210,242,159,148,122,110,163,12,1303
SAL11925,22,5,6,3,3,0,0,4,6,49
SAL11926,18,3,6,0,0,0,0,6,0,28
SAL11927,119,72,83,73,77,48,62,100,14,640
SAL11928,87,168,54,42,69,37,11,38,8,519
SAL11929,7,6,5,0,3,0,0,3,0,25
SAL11930,4,5,9,0,0,0,3,0,0,26
SAL11931,53,83,149,87,85,68,65,103,7,692
SAL11932,68,138,51,54,78,34,35,32,8,504
SAL11933,372,748,409,541,468,191,175,138,51,3097
SAL11934,4,0,0,0,0,0,0,0,0,10
SAL11935,4,3,4,0,0,0,3,0,0,16
SAL11936,679,2224,635,610,759,480,303,523,170,6383
SAL11937,398,1372,414,498,543,406,315,577,132,4646
SAL11938,13,11,10,10,7,3,0,3,0,57
SAL11939,5,0,4,0,0,0,3,3,0,15
SAL11940,21,6,4,0,0,6,0,5,0,49
SAL11941,14,11,4,5,12,4,0,10,0,62
SAL11942,216,358,213,180,275,165,171,130,29,1745
SAL11943,1395,4151,1075,1226,1457,801,359,833,191,11491
SAL11944,521,1082,346,294,504,198,89,130,45,3205
SAL11945,14,6,9,11,13,5,4,4,0,65
SAL11946,20,20,29,29,26,16,24,21,3,187
SAL11947,7,5,5,0,6,6,8,0,0,41
SAL11948,40,82,29,30,32,17,8,16,3,258
SAL11949,460,853,760,660,770,434,393,431,78,4830
SAL11950,123,110,104,42,153,47,70,54,30,727
SAL11951,24,18,13,4,19,12,8,12,8,107
SAL11952,8,0,0,0,0,0,3,0,0,13
SAL11953,7,5,5,9,8,3,4,6,3,47
SAL11954,4,4,0,3,0,0,0,0,0,16
SAL11955,9,6,3,4,5,0,0,10,0,30
SAL11956,0,0,0,0,0,0,0,0,0,0
SAL11957,165,133,218,147,135,104,160,187,33,1284
SAL11958,149,302,221,167,291,172,236,188,47,1775
SAL11959,18,10,4,3,0,0,9,6,0,55
SAL11960,0,0,0,0,0,0,0,0,0,9
SAL11961,1052,1496,213,240,514,275,54,90,74,4005
SAL11962,154,223,280,225,183,131,283,132,23,1637
SAL11963,6,4,3,3,8,0,3,3,0,32
SAL11964,0,0,0,0,0,0,0,0,0,0
SAL11965,18,15,14,10,13,4,13,7,4,89
SAL11966,9,3,5,0,0,3,0,7,0,25
SAL11967,85,135,11,21,51,44,6,12,4,364
SAL11968,16,22,9,5,10,9,0,0,5,72
SAL11969,0,11,10,7,4,0,0,4,0,26
SAL11970,420,961,188,200,341,162,99,119,42,2525
SAL11971,1330,3497,1554,1972,1736,1514,736,1774,366,14484
SAL11972,217,393,105,86,204,96,39,59,11,1206
SAL11973,63,87,64,33,40,26,6,17,11,347
SAL11974,8,15,4,0,0,4,0,0,0,41
SAL11975,13,17,7,7,6,4,0,5,0,63
SAL11976,11,32,27,37,26,18,6,22,4,180
SAL11977,9,6,4,0,5,0,0,0,0,23
SAL11978,17,11,13,17,9,12,4,15,3,94
SAL11979,11,7,19,6,4,3,5,6,0,65
SAL11980,22,4,12,4,4,0,3,10,0,64
SAL11981,0,6,5,0,0,3,0,3,0,21
SAL11982,656,1017,483,284,596,313,117,188,63,3718
SAL11983,40,67,78,63,47,51,23,72,5,451
SAL11984,9,3,0,0,0,0,0,0,0,20
SAL11985,14,3,5,5,7,5,0,9,0,48
SAL11986,0,0,0,0,0,0,0,0,0,0
SAL11987,523,1228,707,761,972,532,738,720,152,6323
SAL11988,100,103,85,44,86,50,25,40,11,551
SAL11989,7,0,0,0,0,0,0,0,0,15
SAL11990,512,742,647,718,477,534,267,825,87,4790
SAL11991,0,0,0,0,0,0,0,0,0,10
SAL11992,60,111,62,56,48,23,13,32,11,414
SAL11993,0,0,0,5,0,0,0,3,0,11
SAL11994,5,0,0,0,0,0,0,4,0,18
SAL11995,0,0,0,0,0,0,0,0,0,0
SAL11996,8,0,5,5,8,3,3,6,3,37
SAL11997,0,0,0,0,0,0,0,0,0,6
SAL11998,0,0,4,4,0,0,3,0,0,18
SAL11999,161,406,157,176,120,88,30,77,25,1242
SAL12000,47,16,5,5,6,3,4,24,0,118
SAL12001,12,0,9,5,8,3,5,11,0,55
SAL12002,14,3,6,7,9,6,8,19,0,82
SAL12003,6,0,0,0,0,0,0,17,3,33
SAL12004,7,5,6,4,0,0,0,0,0,25
SAL12005,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0
SAL12007,171,225,128,108,107,61,35,54,5,887
SAL12008,12,24,15,7,13,8,9,9,0,101
SAL12009,283,411,407,281,407,223,272,253,46,2586
SAL12010,552,949,389,316,520,235,109,169,39,3270
SAL12011,50,42,26,5,19,14,8,11,0,171
SAL12012,0,0,0,0,0,0,0,3,0,3
SAL12013,44,36,17,6,22,12,6,14,0,152
SAL12014,11,11,6,0,9,7,0,0,0,47
SAL12015,24,6,3,4,3,0,3,6,0,46
SAL12016,18,3,3,3,6,0,0,7,0,37
SAL12017,6,3,3,12,5,0,5,11,0,43
SAL12018,9,0,3,9,0,0,0,6,0,22
SAL12019,12,4,3,0,0,0,0,4,0,24
SAL12020,21,6,7,3,0,0,0,4,0,45
SAL12021,16,6,21,9,6,12,8,3,0,90
SAL12022,0,0,0,0,0,0,0,0,0,0
SAL12023,80,39,49,32,51,31,39,46,8,382
SAL12024,5,0,0,0,3,0,0,0,0,12
SAL12025,1333,1447,562,532,951,392,157,235,101,5714
SAL12026,14,29,3,3,8,5,3,6,0,69
SAL12027,9,0,3,4,9,6,6,0,0,50
SAL12028,4,10,5,4,0,3,3,0,0,26
SAL12029,0,0,0,0,0,0,0,0,0,3
SAL12030,47,22,43,16,20,9,29,56,16,244
SAL12031,15,8,5,7,11,0,3,9,0,53
SAL12032,78,260,152,228,102,151,103,163,23,1255
SAL12033,125,234,220,157,165,93,59,72,15,1129
SAL12034,0,0,0,0,0,0,0,0,0,0
SAL12035,32,39,26,18,23,16,15,24,5,191
SAL12036,161,156,153,101,119,74,49,74,23,908
SAL12037,13,0,0,0,0,0,0,5,0,22
SAL12038,3,0,0,0,0,0,0,0,0,3
SAL12039,292,265,266,380,167,169,116,238,43,1938
SAL12040,5,0,0,0,0,0,0,0,0,6
SAL12041,165,219,260,158,166,124,76,130,31,1322
SAL12042,19,8,6,0,0,0,5,6,0,43
SAL12043,0,3,8,0,9,3,0,4,0,26
SAL12044,22,15,12,3,9,0,3,3,0,68
SAL12045,3,0,0,0,0,0,0,0,0,4
SAL12046,17,26,24,17,11,10,15,19,5,132
SAL12047,0,0,0,0,0,0,0,0,0,0
SAL12048,0,0,8,0,0,0,0,0,0,7
SAL12049,9,8,4,0,0,0,0,3,0,36
SAL12050,791,1316,660,753,946,478,603,409,115,6081
SAL12051,4,4,0,0,0,0,0,3,0,12
SAL12052,46,15,9,9,4,8,8,26,8,125
SAL12053,60,112,65,101,96,55,39,56,10,596
SAL12054,173,206,239,297,187,123,201,372,25,1817
SAL12055,28,6,0,4,0,0,0,0,0,44
SAL12056,143,388,201,158,191,99,50,79,8,1326
SAL12057,9,4,22,8,13,6,13,4,4,86
SAL12058,19,27,23,12,7,10,0,3,0,104
SAL12059,36,89,64,60,47,28,17,44,13,389
SAL12060,29,15,21,28,20,10,11,14,0,148
SAL12061,20,0,0,3,3,0,3,0,4,37
SAL12062,14,20,18,3,10,3,4,5,0,82
SAL12063,223,398,363,312,325,180,187,221,42,2255
SAL12064,0,0,0,0,0,0,0,0,0,0
SAL12065,29,30,51,46,35,33,48,39,7,319
SAL12066,34,20,9,5,5,0,0,14,4,91
SAL12067,10,4,0,0,9,4,0,0,4,36
SAL12068,73,94,19,4,48,18,4,12,10,289
SAL12069,94,86,47,38,38,25,13,50,6,405
SAL12070,12,10,3,3,4,4,0,0,0,37
SAL12071,13,4,8,4,3,0,3,0,0,34
SAL12072,22,29,27,10,20,4,9,9,0,123
SAL12073,22,26,10,4,4,4,0,6,3,79
SAL12074,17,8,10,3,12,0,4,11,3,69
SAL12075,134,230,233,264,190,182,114,196,35,1569
SAL12076,26,72,11,159,11,4,3,0,7,290
SAL12077,0,0,0,0,0,0,0,0,0,0
SAL12078,0,0,5,3,0,0,3,4,0,21
SAL12079,511,710,729,499,752,322,292,396,96,4315
SAL12080,26,44,45,29,35,13,15,25,4,241
SAL12081,333,496,198,143,261,149,46,56,21,1704
SAL12082,390,623,548,378,482,358,195,303,75,3353
SAL12083,11,5,4,0,0,0,5,3,0,20
SAL12084,55,46,90,73,58,49,65,84,12,529
SAL12085,417,1034,437,553,360,271,141,304,45,3562
SAL12086,3,0,0,0,0,0,4,7,0,25
SAL12087,160,230,188,154,251,127,140,102,35,1386
SAL12088,24,33,80,49,43,28,57,60,4,383
SAL12089,3,0,0,0,3,0,0,0,0,11
SAL12090,16,0,0,4,0,0,0,0,0,17
SAL12091,11,14,19,7,10,12,0,10,0,86
SAL12092,6,9,10,9,5,0,0,9,0,50
SAL12093,164,586,152,266,184,213,77,131,30,1798
SAL12094,13,15,10,10,11,9,4,9,0,86
SAL12095,11,22,13,13,14,5,5,8,0,81
SAL12096,2622,4528,1216,1055,2071,1157,394,628,237,13902
SAL12097,944,1722,526,517,904,453,261,234,93,5658
SAL12098,501,795,700,704,578,409,342,524,75,4622
SAL12099,26,17,5,6,9,9,7,9,0,99
SAL12100,89,175,128,89,114,53,54,65,14,779
