SAL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SAL13591,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,16,12,7,9,8,3,0,5,0,55
SAL13592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,8
SAL13593,8,4,0,11,3,4,0,0,0,27,0,9,4,12,15,0,0,4,0,48,16,6,61,35,26,14,13,22,0,200,4,0,0,0,0,0,0,0,0,3,0,0,3,7,4,0,0,0,0,11,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,5,3,0,11,46,118,84,81,54,37,23,28,3,485
SAL13594,3,8,7,0,5,0,0,0,0,22,4,8,10,8,11,0,0,0,0,37,17,10,55,21,20,12,29,13,0,180,0,0,0,3,7,0,0,3,0,12,0,0,0,3,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,7,0,16,45,90,72,49,49,18,41,25,5,388
SAL13595,30,36,4,4,16,12,0,0,3,107,27,27,12,23,25,5,0,3,0,132,25,18,66,28,23,17,7,7,9,195,0,0,0,0,0,3,0,0,0,12,4,6,0,8,13,10,0,0,0,47,3,4,0,5,4,0,4,0,0,21,3,10,4,0,5,0,0,0,14,37,491,775,120,133,196,104,19,28,32,1897
SAL13596,0,3,0,5,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,7,4,0,18,5,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,39,22,13,11,4,0,0,0,116
SAL13597,6,11,0,4,5,4,0,0,0,19,4,8,5,9,4,0,0,3,0,35,14,6,39,8,5,0,0,11,0,83,3,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,3,55,107,60,44,29,11,4,20,10,323
SAL13598,9,13,3,6,8,0,4,0,0,43,17,21,5,37,14,10,0,12,0,119,51,34,134,197,69,44,41,80,8,659,3,3,5,12,12,8,6,8,0,53,0,3,3,14,6,4,3,16,0,50,0,0,0,0,0,0,0,4,0,7,0,3,0,4,5,0,0,10,10,37,106,219,152,301,131,82,57,127,27,1205
SAL13599,10,4,4,3,9,0,5,7,0,47,10,12,11,26,16,8,0,6,5,98,10,8,57,37,28,7,14,20,7,171,0,0,0,0,0,0,0,4,0,13,3,3,0,5,3,0,3,8,0,28,0,0,3,0,0,3,0,0,0,10,0,7,5,0,3,5,0,4,4,32,81,247,103,109,113,37,46,69,20,815
SAL13600,3,7,0,0,0,0,0,0,0,13,3,5,0,6,0,5,0,0,0,20,17,3,48,9,8,5,9,16,0,117,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,23,36,53,12,16,12,12,25,7,199
SAL13601,3,0,0,0,4,0,0,0,0,10,0,0,0,4,0,0,0,0,0,10,11,6,14,3,3,7,4,3,0,61,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,23,19,13,13,7,10,11,4,116
SAL13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,10,8,0,0,4,3,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,8,14,15,3,0,6,15,0,71
SAL13603,22,20,9,17,24,8,8,4,0,111,27,24,22,25,27,19,15,7,5,166,36,8,92,32,37,20,24,21,3,273,0,0,0,6,6,0,0,0,0,21,3,3,9,3,11,5,0,0,0,36,3,3,3,0,8,0,0,0,0,14,3,9,4,5,6,0,0,0,10,43,243,538,187,140,269,103,78,61,34,1656
SAL13604,0,4,0,12,0,0,0,0,0,19,3,9,4,26,10,0,0,7,0,60,19,21,69,62,15,9,16,24,8,240,0,0,0,4,3,8,0,0,0,12,0,0,0,9,0,0,4,0,6,21,0,0,0,0,0,0,0,0,0,3,4,0,4,5,0,5,6,5,0,30,45,123,76,122,44,26,24,44,12,515
SAL13605,3,7,3,8,0,0,0,0,0,24,7,3,3,25,4,3,0,3,0,54,20,6,72,50,26,14,16,30,0,234,0,0,0,6,0,0,0,3,0,16,0,0,0,8,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,37,88,86,114,46,28,18,46,13,484
SAL13606,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,12,0,0,5,7,5,6,3,12,0,44,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,11,18,5,5,11,8,0,86
SAL13607,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,3,0,18,0,0,17,12,3,0,10,10,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,21,23,19,9,5,11,8,0,101
SAL13608,3,9,0,0,4,0,0,0,0,14,5,8,0,0,3,0,0,0,0,23,13,4,40,3,10,6,8,0,0,100,0,0,0,6,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,35,46,53,15,31,15,10,8,6,219
SAL13609,4,3,0,5,3,0,0,0,0,11,4,3,3,6,5,3,0,4,0,31,6,4,49,24,7,10,16,17,0,140,0,0,0,0,0,0,0,5,0,12,5,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,10,35,41,61,46,30,21,16,38,3,290
SAL13610,13,7,3,17,8,0,0,3,0,55,18,14,12,42,16,5,3,0,5,122,53,22,180,72,61,31,25,28,0,472,3,4,6,0,4,4,0,4,0,28,0,3,0,0,3,0,0,0,0,21,0,0,5,0,0,7,0,0,0,13,0,3,4,9,8,0,0,0,4,30,123,248,216,185,120,65,35,51,14,1049
SAL13611,0,0,0,0,6,0,0,0,0,3,0,0,0,4,6,0,0,0,0,11,9,0,29,14,5,4,10,16,0,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,31,25,20,9,10,16,0,147
SAL13612,19,40,10,34,43,5,0,8,3,164,56,66,47,109,106,29,18,20,7,452,146,88,509,185,210,75,155,138,22,1518,11,3,3,11,23,12,7,12,0,81,6,6,13,13,37,17,11,15,0,112,0,10,7,6,7,0,0,0,0,31,7,10,9,9,13,9,5,11,8,79,400,827,627,464,559,177,228,213,60,3552
SAL13613,4,9,4,13,7,3,0,0,0,53,13,24,13,43,24,3,3,13,0,143,51,31,220,120,84,61,67,97,7,737,6,0,5,11,11,7,3,13,0,64,5,7,0,5,14,7,5,7,0,42,3,0,6,0,3,3,0,0,0,11,8,3,14,8,3,6,6,11,9,68,106,228,264,233,171,108,89,193,23,1406
SAL13614,16,22,0,4,14,4,0,5,4,72,19,26,3,10,18,0,0,0,0,82,28,15,34,10,15,5,4,8,0,122,0,0,0,0,0,3,0,0,0,14,6,8,0,4,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,8,4,4,0,0,3,0,0,0,0,16,340,569,65,71,157,45,10,18,10,1293
SAL13615,21,21,7,12,21,3,3,5,0,104,35,43,17,24,37,13,21,7,0,197,29,12,117,50,43,22,24,28,12,338,0,3,0,3,10,5,3,0,0,29,4,10,9,10,13,3,0,14,0,58,4,5,3,5,5,6,0,0,0,27,4,5,10,0,3,0,9,0,9,51,266,584,214,160,303,101,95,93,50,1870
SAL13616,14,11,0,17,8,3,0,6,0,66,25,18,3,35,17,3,0,4,0,103,47,27,149,90,57,43,29,64,16,517,0,0,0,3,6,0,5,9,0,32,3,0,0,9,5,6,0,7,0,40,0,0,0,0,0,0,0,0,0,5,6,10,0,5,6,6,0,6,0,38,141,251,176,196,124,77,35,108,19,1112
SAL13617,13,18,8,14,13,3,0,5,0,79,27,33,17,45,38,15,11,8,0,201,74,33,279,97,96,29,72,70,15,762,4,4,8,0,15,3,9,4,0,42,6,4,10,4,11,0,6,7,0,48,3,0,4,4,5,0,3,0,0,23,9,3,6,5,10,3,17,3,7,56,180,322,361,220,224,83,127,130,30,1670
SAL13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,4,3,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,10,0,5,3,0,0,54
SAL13619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SAL13620,4,3,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,0,5,6,0,9,3,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,15,7,7,6,0,8,7,0,65
SAL13621,13,27,8,9,18,6,0,6,0,84,33,19,9,35,22,3,0,6,4,133,41,25,139,43,56,10,48,24,6,397,5,0,3,5,3,0,0,0,0,18,5,0,0,7,8,0,6,4,0,36,7,3,0,0,0,0,0,0,0,11,4,0,0,3,5,7,4,3,3,33,179,411,171,133,153,47,59,35,18,1207
SAL13622,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,3,0,0,0,0,34
SAL13623,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,5,0,8,3,0,0,4,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,12,11,15,14,6,6,0,8,8,3,74
SAL13624,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,8,0,17
SAL13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,14
SAL13626,0,0,0,0,5,0,0,0,0,8,7,0,0,0,0,0,0,0,0,12,0,3,17,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,54,22,6,11,0,0,0,0,123
SAL13627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,3,3,0,0,3,0,40
SAL13628,27,27,13,61,31,15,10,7,3,199,84,61,45,147,91,32,27,20,10,511,157,68,529,149,209,94,114,109,24,1452,8,4,3,5,15,17,5,7,6,64,12,7,10,15,28,14,6,8,0,92,4,0,0,3,12,8,0,3,0,28,10,3,6,9,16,4,5,3,13,71,463,914,645,568,491,232,197,182,62,3747
SAL13629,0,0,7,0,0,0,0,0,0,12,3,0,3,0,3,0,0,0,0,12,7,0,19,0,4,3,14,0,0,48,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,32,29,5,19,9,12,0,0,129
SAL13630,0,0,5,0,0,0,0,0,0,5,6,5,3,3,0,0,0,3,0,16,14,6,22,10,8,0,14,6,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,43,34,18,20,0,14,13,7,169
SAL13631,5,4,0,0,3,0,0,0,0,12,3,7,3,0,4,0,0,0,0,19,8,9,19,12,13,6,13,6,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,24,37,27,19,26,8,16,14,0,172
SAL13632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,3,0,0,0,3,3,36
SAL13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13634,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,3,0,0,0,0,26
SAL13635,3,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,8,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,4,3,8,0,5,8,0,73
SAL13636,3,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,3,6,0,0,0,4,0,42
SAL13637,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,5,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,8,5,0,0,3,0,34
SAL13638,9,0,4,6,4,0,0,0,0,29,12,6,11,21,16,9,0,3,3,80,37,14,110,65,40,24,28,43,11,371,0,0,0,0,7,3,6,8,0,24,0,4,0,5,0,3,3,6,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,9,15,83,121,131,133,86,43,47,74,21,737
SAL13639,11,25,8,30,18,0,3,9,0,102,27,46,10,31,25,11,3,5,4,180,67,32,157,82,70,25,25,47,4,516,5,0,6,3,8,7,0,0,0,26,7,3,3,7,17,5,7,6,0,49,0,4,0,0,6,0,0,0,0,20,0,4,4,7,5,4,0,3,8,31,207,506,205,210,203,74,43,81,24,1549
SAL13640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12
SAL13641,5,0,0,0,0,0,0,0,0,7,4,4,5,0,3,4,0,0,0,15,13,3,16,4,4,4,7,4,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,52,44,25,10,26,5,7,5,3,186
SAL13642,0,5,0,3,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,12,6,0,24,5,4,0,0,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,29,45,25,10,16,0,0,10,0,136
SAL13643,5,9,6,9,3,5,0,0,0,39,10,15,4,15,13,8,0,0,0,75,45,7,99,27,39,15,10,13,0,265,0,0,0,0,5,0,0,0,0,9,3,0,0,0,9,4,0,3,0,20,0,7,0,0,3,0,0,0,0,7,6,6,0,0,4,0,0,0,0,17,113,274,120,65,99,37,14,24,11,759
SAL13644,39,61,16,40,28,6,0,0,0,197,42,53,42,61,38,17,5,10,9,282,86,54,273,93,100,31,42,67,6,757,0,3,4,9,15,7,0,9,0,45,11,10,5,11,29,6,3,7,0,83,3,8,3,3,3,0,0,0,0,26,7,9,3,4,8,0,0,3,4,41,434,1184,385,328,328,102,73,123,38,2995
SAL13645,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,7,3,0,3,4,0,47
SAL13646,8,11,7,24,15,4,3,0,0,74,23,32,23,36,32,17,8,12,3,175,47,24,206,68,76,37,73,42,12,586,6,5,0,5,21,13,5,6,0,63,4,4,0,12,12,9,10,5,0,59,0,6,4,0,0,0,0,0,0,13,5,3,9,7,4,0,5,5,14,42,168,340,276,217,220,88,133,81,43,1567
SAL13647,43,69,31,37,68,13,26,13,3,309,105,104,63,141,150,55,29,20,12,693,188,117,807,278,364,124,256,195,36,2355,16,7,9,12,41,19,17,11,0,137,26,13,23,27,61,22,34,26,5,238,4,7,4,0,7,4,0,5,0,40,15,20,15,17,34,15,26,11,24,167,630,1170,1051,696,953,326,466,341,98,5733
SAL13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SAL13649,0,5,0,0,6,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,7,6,19,5,4,4,6,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,17,4,11,7,9,7,0,92
SAL13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13651,8,6,0,7,3,0,0,0,0,29,18,11,11,32,15,8,0,6,0,101,33,20,128,57,43,26,24,40,7,374,0,0,3,0,9,3,0,3,0,21,6,4,0,11,9,3,3,0,0,36,0,0,0,0,0,3,0,0,0,9,3,0,4,0,5,4,0,0,3,27,103,151,146,133,97,46,31,59,12,775
SAL13652,13,20,7,16,14,7,0,8,0,92,27,27,24,78,50,16,12,14,4,254,68,25,218,125,111,47,73,68,13,746,5,0,7,6,12,4,7,5,0,52,7,4,4,11,15,3,10,7,0,56,0,3,4,0,0,0,0,6,0,17,3,4,0,6,8,8,8,11,3,55,184,362,290,301,279,109,138,131,30,1821
SAL13653,4,7,7,0,3,4,0,0,0,28,4,14,0,3,11,3,0,0,0,38,19,10,57,10,10,9,7,6,0,130,0,0,0,0,4,0,0,0,0,3,0,4,0,0,10,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,52,91,64,23,44,26,5,11,7,328
SAL13654,106,133,28,33,75,43,10,8,9,447,100,90,42,50,76,33,3,17,7,414,92,46,148,42,52,48,16,16,9,463,5,3,4,7,20,3,6,4,0,48,30,16,3,7,41,21,10,3,5,135,18,31,3,9,14,7,0,0,0,80,29,31,7,4,18,5,5,0,20,116,1765,2999,349,323,860,378,79,87,132,6966
SAL13655,28,21,5,9,5,8,0,0,0,70,14,6,11,8,6,8,0,3,0,59,9,8,33,5,10,9,4,8,0,89,0,0,0,0,4,3,0,0,0,10,5,0,3,5,9,0,0,4,0,21,6,8,0,3,0,0,0,0,0,11,0,3,3,3,3,4,0,0,3,24,318,510,79,58,130,84,15,18,19,1226
SAL13656,9,17,19,3,12,3,7,9,0,70,12,20,18,20,23,6,7,3,6,118,23,14,83,44,38,17,34,26,7,294,0,0,6,3,4,0,0,4,0,13,5,0,0,6,16,4,0,4,0,42,3,5,0,0,3,4,0,0,0,17,0,4,5,4,5,0,4,3,4,29,118,391,155,117,201,63,68,63,27,1196
SAL13657,40,30,21,18,20,13,0,5,0,145,47,59,34,32,30,14,0,5,6,227,36,25,55,36,32,20,6,3,3,213,3,6,0,0,8,4,0,0,0,20,6,9,9,5,7,0,0,4,0,34,7,16,4,6,5,0,0,0,0,38,12,13,6,3,4,0,0,6,4,42,917,2259,229,199,441,158,35,56,67,4353
SAL13658,11,26,17,19,34,16,16,12,0,148,33,52,31,99,86,32,38,27,6,400,67,42,317,157,170,49,171,118,19,1109,4,0,12,15,28,3,20,18,0,97,12,6,10,19,21,9,16,4,0,94,3,6,8,8,5,4,8,8,0,35,3,9,13,15,10,6,18,19,14,108,252,651,481,501,517,170,372,250,51,3243
SAL13659,20,29,7,9,13,3,0,3,0,89,40,36,17,18,29,22,0,3,3,160,34,23,75,19,29,8,6,16,9,222,3,0,0,3,9,0,0,0,0,25,8,7,0,0,10,0,0,0,0,35,3,0,0,0,0,0,0,0,0,12,0,8,4,3,5,3,0,0,4,26,407,918,169,108,247,83,24,36,23,2019
SAL13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,3,0,0,0,0,26
SAL13661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,6,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,5,0,0,8,3,6,35
SAL13662,0,3,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,6,3,42,17,12,3,10,5,4,97,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,21,45,22,16,11,16,10,9,152
SAL13663,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,15,7,0,0,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,14,9,3,4,6,0,0,64
SAL13664,41,44,12,18,42,14,11,9,0,189,60,50,29,52,66,24,12,13,6,312,75,38,162,62,60,28,37,27,6,499,6,3,8,13,9,4,0,0,0,39,11,15,11,13,31,7,0,4,0,90,8,6,0,3,0,0,0,0,4,28,9,14,3,7,12,0,7,5,7,54,691,1484,305,261,545,185,119,84,46,3727
SAL13665,33,49,15,21,38,13,5,7,0,182,45,68,23,33,45,19,9,4,3,251,48,42,111,37,54,22,16,16,3,342,0,5,0,0,5,0,0,3,0,24,8,14,9,11,8,5,0,7,0,60,7,10,5,0,0,0,0,3,0,31,6,9,0,0,6,3,0,4,4,29,692,1946,268,250,426,170,56,77,31,3910
SAL13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
