SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL10513,252,36,380,1876,2242,1140,1172,5601,736,12762
SAL10514,0,0,6,10,26,13,22,24,19,115
SAL10515,68,40,161,2298,3041,1159,667,2646,669,10479
SAL10516,0,0,0,18,27,16,14,9,17,89
SAL10517,0,0,0,8,0,7,0,12,0,33
SAL10518,0,0,0,0,0,0,0,4,0,5
SAL10519,3,0,5,10,8,3,0,8,6,33
SAL10520,18,3,24,197,275,112,83,410,239,1314
SAL10521,17,6,50,504,767,345,186,480,102,2381
SAL10522,0,0,0,20,25,25,11,12,11,103
SAL10523,0,0,0,13,9,9,3,8,0,39
SAL10524,5,0,9,251,327,146,107,402,56,1290
SAL10525,0,0,0,36,25,19,12,6,0,89
SAL10526,7,0,18,251,401,195,143,225,46,1257
SAL10527,59,3,71,217,323,170,158,566,187,1620
SAL10528,0,0,0,0,0,0,0,5,5,17
SAL10529,0,0,0,16,28,26,20,6,13,116
SAL10530,0,0,0,9,11,7,6,4,4,34
SAL10531,0,0,0,8,0,3,7,0,0,12
SAL10532,0,0,0,23,28,14,14,14,6,86
SAL10533,0,0,6,115,149,74,50,102,31,510
SAL10534,269,93,662,1689,2757,1509,1003,1839,445,9233
SAL10535,16,5,23,141,178,137,114,250,124,938
SAL10536,0,0,0,0,0,0,0,0,0,0
SAL10537,8,0,15,806,1335,651,519,1155,149,4599
SAL10538,0,0,7,42,45,32,21,35,27,214
SAL10539,0,0,0,9,21,16,4,8,6,65
SAL10540,41,11,91,1161,1740,897,802,2188,492,7274
SAL10541,0,0,0,12,24,3,8,7,7,54
SAL10542,8,0,12,130,179,105,75,213,35,731
SAL10543,0,0,0,0,0,5,0,11,0,17
SAL10544,31,9,56,246,470,226,128,229,136,1441
SAL10545,0,0,7,103,186,106,75,116,20,606
SAL10546,9,5,27,339,478,273,215,402,77,1780
SAL10547,0,0,9,36,69,36,33,47,11,232
SAL10548,0,0,0,5,0,5,3,3,0,14
SAL10549,3,7,17,129,199,75,81,133,48,663
SAL10550,0,0,0,17,31,11,11,12,11,100
SAL10551,0,0,4,36,49,21,16,36,17,171
SAL10552,0,0,0,19,26,12,8,20,0,91
SAL10553,0,0,0,6,11,13,3,4,3,39
SAL10554,37,9,93,855,1247,546,288,971,175,4090
SAL10555,0,0,0,0,0,0,0,0,0,4
SAL10556,4,0,5,69,98,46,39,35,27,309
SAL10557,0,0,0,9,10,8,8,18,5,68
SAL10558,0,0,0,18,22,9,6,27,14,101
SAL10559,0,0,0,7,8,0,9,0,0,24
SAL10560,10,4,14,93,130,51,42,300,120,728
SAL10561,5,0,3,19,45,13,7,34,3,123
SAL10562,0,0,0,0,6,0,0,4,3,11
SAL10563,0,0,0,22,33,12,18,20,12,120
SAL10564,0,0,3,39,50,32,25,39,6,188
SAL10565,0,0,0,46,76,62,35,29,13,262
SAL10566,126,16,235,1262,1713,700,509,2409,559,7163
SAL10567,6,0,18,137,198,118,110,159,28,746
SAL10568,0,0,0,0,0,0,0,0,0,0
SAL10569,3,0,4,18,17,9,6,9,5,58
SAL10570,0,0,0,9,6,6,3,6,0,24
SAL10571,0,0,0,0,0,0,0,0,0,0
SAL10572,14,4,42,315,429,260,245,586,204,2042
SAL10573,0,0,0,5,8,4,10,3,5,38
SAL10574,0,0,0,25,36,11,15,17,18,127
SAL10575,13,0,27,325,444,157,73,341,93,1446
SAL10576,3,0,0,21,45,4,14,27,7,122
SAL10577,5,0,8,92,142,87,62,121,64,565
SAL10578,0,0,0,8,11,7,3,6,22,56
SAL10579,0,0,0,0,4,6,0,0,5,12
SAL10580,0,0,0,51,60,25,25,66,28,246
SAL10581,0,0,0,24,45,20,13,38,47,180
SAL10582,0,0,0,10,9,6,5,11,3,40
SAL10583,0,0,3,10,10,9,7,7,4,53
SAL10584,0,0,0,0,0,0,3,6,0,4
SAL10585,0,0,0,7,14,13,4,3,0,39
SAL10586,7,0,6,60,165,86,78,73,43,501
SAL10587,0,0,0,78,131,61,55,97,32,449
SAL10588,0,0,0,55,113,49,25,37,38,319
SAL10589,289,127,592,2213,3491,1620,1333,4584,1444,14694
SAL10590,0,0,3,24,31,10,16,12,3,100
SAL10591,44,83,185,1486,1966,699,405,916,370,5834
SAL10592,0,0,0,6,6,4,0,0,8,32
SAL10593,0,0,4,21,52,29,23,32,27,192
SAL10594,0,0,3,8,14,4,3,3,11,43
SAL10595,0,0,0,50,57,30,29,37,12,216
SAL10596,0,5,13,130,232,100,58,104,22,637
SAL10597,0,0,0,4,5,0,3,0,0,16
SAL10598,66,14,90,694,848,271,152,768,172,2896
SAL10599,0,0,0,0,7,10,0,4,5,23
SAL10600,5,3,22,38,66,29,36,62,16,238
SAL10601,0,0,0,3,7,9,3,11,0,27
SAL10602,0,0,0,16,13,21,13,6,3,70
SAL10603,0,0,0,25,47,28,18,25,8,157
SAL10604,0,0,0,15,27,21,7,16,9,91
SAL10605,62,11,122,329,509,254,156,285,105,1631
SAL10606,0,0,0,49,81,41,43,60,26,301
SAL10607,0,0,0,24,22,13,14,11,8,94
SAL10608,0,0,0,3,7,6,3,3,0,21
SAL10609,3,0,10,78,124,52,45,129,14,450
SAL10610,0,0,3,38,43,18,18,26,6,147
SAL10611,0,0,0,5,5,4,0,6,6,23
SAL10612,0,0,0,6,6,0,3,0,0,32
SAL10613,0,0,0,0,0,0,0,0,0,0
SAL10614,0,0,0,8,5,6,6,15,0,40
SAL10615,0,0,0,11,16,13,20,29,21,105
SAL10616,0,0,0,5,5,5,0,0,3,19
SAL10617,0,0,0,23,53,41,24,29,13,193
SAL10618,24,6,46,327,492,250,129,318,138,1658
SAL10619,0,0,0,24,43,26,26,32,9,168
SAL10620,0,0,0,13,8,4,0,0,4,32
SAL10621,0,0,0,0,0,0,0,0,0,0
SAL10622,3,0,5,98,121,68,52,99,57,507
SAL10623,0,0,0,14,25,12,6,19,0,72
SAL10624,0,0,0,0,5,9,3,0,8,26
SAL10625,0,0,4,33,42,23,16,41,12,169
SAL10626,4,0,4,51,91,41,25,48,24,284
SAL10627,0,0,0,20,41,21,11,17,0,115
SAL10628,0,0,0,0,0,0,3,6,0,7
SAL10629,6,0,4,0,3,0,4,6,3,20
SAL10630,0,0,0,9,9,7,6,9,0,38
SAL10631,3,0,3,19,41,22,26,22,16,150
SAL10632,0,0,3,20,22,12,11,20,8,99
SAL10633,0,0,0,4,5,7,5,0,3,30
SAL10634,0,0,0,8,10,3,4,7,4,33
SAL10635,0,0,0,0,4,0,0,5,0,18
SAL10636,0,0,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0,0,0
SAL10638,0,0,4,33,50,37,22,32,18,199
SAL10639,52,11,96,493,782,384,276,741,257,2928
SAL10640,0,0,0,0,0,0,0,0,0,0
SAL10641,4,0,3,10,27,18,8,12,0,78
SAL10642,45,7,83,465,749,436,312,778,154,2897
SAL10643,0,3,5,16,31,14,11,13,39,123
SAL10644,0,0,0,5,4,0,0,0,0,9
SAL10645,0,0,0,23,37,14,4,21,21,118
SAL10646,41,6,60,203,312,173,183,357,86,1318
SAL10647,0,0,0,0,0,0,0,0,0,0
SAL10648,0,0,0,49,69,47,55,71,34,319
SAL10649,0,0,0,0,0,0,0,0,0,5
SAL10650,0,0,0,0,6,4,0,0,0,11
SAL10651,0,0,0,0,0,0,0,0,0,0
SAL10652,0,0,0,9,8,3,4,7,8,43
SAL10653,3,0,9,202,384,206,120,123,42,1079
SAL10654,0,0,0,0,14,0,7,4,7,31
SAL10655,0,0,0,19,19,8,13,12,14,81
SAL10656,0,0,0,10,4,4,3,3,7,34
SAL10657,0,0,0,21,31,12,7,18,13,104
SAL10658,0,0,0,0,0,4,0,0,4,10
SAL10659,48,5,107,1057,1690,855,502,1039,166,5304
SAL10660,0,0,0,9,5,10,8,12,5,38
SAL10661,0,0,0,11,15,11,10,9,10,67
SAL10662,0,0,0,3,4,0,0,3,8,18
SAL10663,0,0,3,27,31,11,18,8,5,94
SAL10664,0,0,0,0,0,0,0,0,0,3
SAL10665,0,0,0,13,31,30,20,25,8,130
SAL10666,0,0,0,13,19,14,9,14,7,82
SAL10667,65,21,138,431,779,475,317,416,121,2540
SAL10668,6,4,13,84,100,63,72,150,85,550
SAL10669,12,4,41,302,548,322,236,245,76,1738
SAL10670,0,0,0,11,22,4,0,3,8,49
SAL10671,0,0,0,3,9,4,6,6,3,28
SAL10672,0,0,0,8,9,4,8,3,0,34
SAL10673,0,0,0,10,22,11,10,32,15,97
SAL10674,0,0,0,3,3,4,0,0,3,14
SAL10675,0,0,0,5,21,8,11,18,13,77
SAL10676,0,0,0,0,5,0,0,0,0,3
SAL10677,0,0,0,10,12,3,9,11,14,66
SAL10678,0,0,5,17,10,16,10,16,8,73
SAL10679,0,0,0,367,569,274,219,728,75,2230
SAL10680,0,0,0,11,35,15,10,20,24,112
SAL10681,18,0,38,843,1284,549,305,503,166,3648
SAL10682,0,0,4,56,106,63,60,74,49,404
SAL10683,0,0,0,22,41,21,17,24,11,138
SAL10684,0,0,4,28,55,37,32,40,37,213
SAL10685,0,0,0,12,31,14,14,15,12,88
SAL10686,0,0,0,17,15,14,10,18,3,80
SAL10687,0,0,0,20,39,9,23,17,9,121
SAL10688,0,0,0,31,55,27,24,19,7,163
SAL10689,0,0,0,14,20,8,9,5,12,66
SAL10690,0,0,0,12,16,8,6,13,0,53
SAL10691,0,0,0,3,10,8,12,42,20,97
SAL10692,0,0,0,7,12,4,0,6,0,29
SAL10693,10,0,11,197,258,123,86,240,101,1001
SAL10694,0,0,0,146,233,102,69,69,38,661
SAL10695,0,0,0,12,6,5,0,8,10,42
SAL10696,0,0,0,18,12,5,15,6,7,62
SAL10697,0,0,0,16,17,9,6,10,28,92
SAL10698,56,73,194,412,703,416,338,395,207,2472
SAL10699,0,0,0,8,11,5,6,13,23,67
SAL10700,0,0,5,6,24,18,19,6,4,83
SAL10701,0,0,0,4,6,5,0,5,3,22
SAL10702,42,0,92,685,898,494,317,551,68,3015
SAL10703,0,0,4,34,67,25,23,49,17,207
SAL10704,0,0,0,4,7,8,6,5,10,43
SAL10705,5,0,5,85,96,74,39,45,29,375
SAL10706,4,0,4,39,48,28,33,46,11,209
SAL10707,0,0,0,21,45,18,15,45,41,191
SAL10708,0,0,0,5,13,5,12,15,0,55
SAL10709,17,12,48,260,407,232,159,325,90,1477
SAL10710,11,0,19,133,232,104,66,123,72,732
SAL10711,0,0,0,10,11,4,0,7,11,42
SAL10712,0,0,0,22,36,16,15,28,9,124
SAL10713,0,0,3,69,78,42,33,44,56,322
SAL10714,0,0,0,22,29,26,9,10,21,119
SAL10715,0,0,0,13,6,0,0,16,4,30
SAL10716,176,92,428,2709,3185,1382,987,6976,1266,16497
SAL10717,10,32,53,166,241,116,66,266,118,965
SAL10718,32,6,60,436,443,233,309,1531,369,3326
SAL10719,0,0,0,5,13,6,6,11,16,49
SAL10720,0,0,0,4,4,3,0,0,0,8
SAL10721,6,0,5,184,273,149,107,251,35,995
SAL10722,0,0,0,10,12,4,4,5,4,40
SAL10723,0,0,0,28,52,35,18,20,7,152
SAL10724,7,0,6,334,455,185,186,379,95,1629
SAL10725,0,6,5,39,93,45,33,46,16,270
SAL10726,0,0,0,0,0,0,0,0,0,0
SAL10727,0,4,0,22,26,9,25,22,30,128
SAL10728,0,0,0,5,0,6,0,5,4,17
SAL10729,0,0,0,4,21,8,0,12,4,49
SAL10730,0,0,0,0,4,0,3,3,9,21
SAL10731,42,25,93,1248,1477,586,326,1383,602,5624
SAL10732,0,0,0,9,30,14,14,13,25,111
SAL10733,5,0,9,241,403,168,123,138,46,1118
SAL10734,23,0,43,357,485,236,161,352,49,1638
SAL10735,0,0,4,13,33,16,5,16,12,90
SAL10736,0,0,0,5,3,4,0,26,8,52
SAL10737,0,0,0,0,0,0,4,0,4,9
SAL10738,281,186,575,2470,2580,1261,1217,8790,1626,17946
SAL10739,112,16,172,895,1023,478,536,2945,502,6381
SAL10740,0,0,0,0,0,0,0,4,4,8
SAL10741,72,13,101,423,648,307,258,749,147,2533
SAL10742,0,0,0,0,5,3,8,3,5,23
SAL10743,0,0,0,0,0,0,0,0,3,3
SAL10744,4,0,9,21,25,22,7,40,9,127
SAL10745,0,0,4,4,9,8,15,9,0,50
SAL10746,0,0,0,0,0,0,0,0,0,0
SAL10747,14,0,48,747,1048,460,304,781,158,3501
SAL10748,0,0,0,4,0,5,0,6,7,18
SAL10749,4,0,6,355,708,312,243,461,58,2130
SAL10750,0,0,0,4,9,8,0,7,4,36
SAL10751,0,0,3,20,31,16,13,17,10,109
SAL10752,0,0,0,4,6,0,0,0,0,13
SAL10753,0,0,0,12,11,9,5,13,8,59
SAL10754,0,0,0,410,174,18,10,341,403,1358
SAL10755,0,0,0,0,0,0,0,7,0,15
SAL10756,18,6,52,344,581,299,198,406,73,1906
SAL10757,11,0,33,115,206,101,93,158,32,698
SAL10758,0,0,0,19,19,6,3,20,6,71
SAL10759,0,0,0,8,22,9,4,8,4,50
SAL10760,0,0,0,5,5,3,0,5,0,16
SAL10761,0,0,0,13,13,16,3,17,22,85
SAL10762,3,0,6,55,76,33,22,18,8,216
SAL10763,4,3,20,209,324,156,90,155,46,972
SAL10764,0,0,0,9,8,11,4,4,7,46
SAL10765,0,0,0,6,3,3,4,5,0,16
SAL10766,4,0,11,332,422,207,187,399,76,1621
SAL10767,29,16,80,949,1383,588,539,1624,420,5512
SAL10768,0,0,0,0,0,0,0,0,0,0
SAL10769,34,91,159,475,783,338,251,608,315,2758
SAL10770,4,0,8,20,57,30,17,8,5,135
SAL10771,3,0,12,404,548,259,167,334,17,1721
SAL10772,36,8,71,625,1094,578,446,696,135,3575
SAL10773,0,0,0,0,0,0,0,0,0,0
SAL10774,29,54,100,1621,2263,1018,646,1588,315,7449
SAL10775,0,0,0,5,6,0,0,4,0,16
SAL10776,0,0,0,3,11,0,4,6,4,32
SAL10777,46,5,91,1426,2090,820,384,873,173,5763
SAL10778,0,0,0,16,6,3,0,3,7,42
SAL10779,208,36,353,2318,3193,1318,1113,4331,1098,13374
SAL10780,16,4,51,2393,2994,727,294,1691,553,8660
SAL10781,300,57,493,3411,4197,1970,1553,9386,2224,22740
SAL10782,0,0,0,0,0,0,0,0,0,0
SAL10783,0,0,0,21,39,29,18,30,6,156
SAL10784,10,0,25,252,287,132,82,271,32,1063
SAL10785,0,0,0,3,3,0,0,4,0,15
SAL10786,0,0,0,6,6,0,0,16,5,38
SAL10787,3,0,10,117,179,98,81,99,76,645
SAL10788,0,0,0,0,0,0,5,4,0,17
SAL10789,3,0,11,146,178,87,67,104,59,633
SAL10790,129,13,200,1447,1586,700,764,4826,786,10122
SAL10791,129,86,267,1258,1378,711,650,3879,703,8578
SAL10792,0,0,4,101,123,54,50,52,19,397
SAL10793,4,0,4,26,52,13,21,20,3,147
SAL10794,0,0,0,3,0,7,4,5,3,24
SAL10795,37,17,74,353,480,250,209,492,225,2012
SAL10796,64,8,136,1501,1978,821,577,2637,530,8051
SAL10797,49,10,83,152,226,99,109,365,107,1066
SAL10798,3,0,3,78,95,81,40,61,26,377
SAL10799,0,0,0,7,14,13,4,8,5,51
SAL10800,0,0,0,0,7,0,0,0,0,10
SAL10801,4,0,4,15,25,17,9,26,17,117
SAL10802,0,0,0,0,0,0,0,0,0,4
SAL10803,0,3,7,63,164,73,52,99,33,489
SAL10804,0,0,0,10,21,5,6,10,8,56
SAL10805,0,0,0,27,28,17,15,32,20,124
SAL10806,0,0,0,3,19,4,4,12,5,43
SAL10807,7,0,12,41,70,33,30,35,18,233
SAL10808,57,29,137,1010,1498,690,458,1270,281,5207
SAL10809,45,8,82,224,346,135,110,273,59,1147
SAL10810,16,6,47,516,709,289,195,576,106,2395
SAL10811,21,9,46,129,212,102,71,169,42,735
SAL10812,3,0,14,85,123,55,49,77,33,419
SAL10813,0,0,0,26,27,12,18,22,24,129
SAL10814,109,26,276,2186,3072,1209,753,2489,543,10266
SAL10815,137,35,412,2281,3188,1640,1040,2004,338,10488
SAL10816,0,0,0,5,6,5,4,6,0,26
SAL10817,276,40,561,4141,5629,3098,2330,6174,811,22184
SAL10818,92,16,199,1719,2046,1015,768,2924,513,8987
SAL10819,17,0,18,378,543,257,234,821,115,2346
SAL10820,0,0,0,0,0,0,0,0,0,4
SAL10821,0,0,6,31,36,22,21,25,47,185
SAL10822,0,0,4,23,29,32,26,23,8,152
SAL10823,0,0,0,0,3,0,3,3,0,10
SAL10824,0,0,0,0,0,0,0,0,0,0
SAL10825,30,87,130,381,442,224,224,1176,432,2875
SAL10826,0,0,0,40,41,14,12,42,19,166
SAL10827,0,0,4,22,29,16,12,21,44,145
SAL10828,0,0,0,5,11,8,6,4,0,26
SAL10829,21,4,30,403,575,190,102,388,91,1745
SAL10830,0,0,0,5,0,8,4,6,0,26
SAL10831,0,0,0,47,54,33,33,39,23,232
SAL10832,0,0,0,6,3,7,8,7,4,32
SAL10833,0,0,9,20,43,11,21,30,30,146
SAL10834,0,0,0,0,3,0,0,3,0,10
SAL10835,0,0,0,0,5,3,0,4,0,13
SAL10836,17,3,27,232,265,145,121,264,35,1052
SAL10837,29,5,46,251,276,135,180,949,232,2019
SAL10838,0,0,3,24,38,15,14,25,21,139
SAL10839,0,0,6,5,7,0,7,6,5,25
SAL10840,7,0,9,286,432,232,118,158,85,1318
SAL10841,0,0,0,0,0,0,0,3,0,8
SAL10842,207,83,440,1364,2065,968,772,2748,881,8801
SAL10843,3,0,4,41,64,17,37,40,22,218
SAL10844,44,7,102,468,628,356,191,417,53,2119
SAL10845,0,0,0,25,51,16,10,5,14,119
SAL10846,660,227,1371,6760,9372,4783,3293,7710,1293,33204
SAL10847,0,0,0,16,35,4,13,23,16,106
SAL10848,18,6,63,566,771,428,240,359,63,2432
SAL10849,8,0,23,182,226,143,154,220,39,978
SAL10850,12,5,29,550,786,356,249,415,96,2455
SAL10851,133,71,288,2093,2643,1332,1271,4880,867,13087
SAL10852,110,8,162,317,560,249,215,606,170,2116
SAL10853,0,0,0,0,0,0,0,0,0,4
SAL10854,0,0,0,14,19,10,13,14,7,82
SAL10855,14,0,26,346,502,223,246,638,104,2058
SAL10856,5,0,4,140,244,106,72,117,28,709
SAL10857,0,0,0,7,4,0,8,4,0,28
SAL10858,3,0,11,175,225,126,112,175,34,854
SAL10859,0,0,0,0,0,5,0,3,16,27
SAL10860,0,0,0,12,9,0,0,9,11,37
SAL10861,74,8,136,635,968,463,363,808,133,3369
SAL10862,6,0,16,84,93,49,43,85,16,370
SAL10863,0,0,6,21,55,32,26,22,26,177
SAL10864,50,0,67,1070,1154,565,546,2137,214,5686
SAL10865,12,3,18,100,134,78,109,212,60,692
SAL10866,0,0,0,27,27,20,0,11,9,103
SAL10867,0,0,0,3,4,0,3,13,0,24
SAL10868,0,0,0,0,0,4,3,0,4,11
SAL10869,7,0,11,36,89,56,49,79,10,314
SAL10870,0,0,0,42,44,17,13,29,12,151
SAL10871,0,0,0,0,0,0,0,0,0,0
SAL10872,19,3,33,525,626,200,97,395,102,1951
SAL10873,0,0,0,8,7,9,0,4,0,27
SAL10874,0,0,0,3,6,11,7,12,6,44
SAL10875,0,0,0,49,64,22,20,41,13,216
SAL10876,0,0,4,53,82,60,37,29,31,293
SAL10877,370,81,567,1935,2790,1470,1181,3800,2323,13509
SAL10878,0,0,0,0,0,0,0,0,0,0
SAL10879,57,24,140,377,586,318,242,734,220,2480
SAL10880,0,0,0,12,17,10,4,12,8,70
SAL10881,0,0,4,10,11,8,4,7,0,38
SAL10882,0,0,0,10,7,4,12,32,9,76
SAL10883,0,0,0,187,102,8,4,129,7,433
SAL10884,190,32,427,2350,3434,1577,907,2391,402,11065
SAL10885,0,0,0,9,19,5,6,11,3,60
SAL10886,0,0,0,20,46,25,26,16,18,138
SAL10887,0,0,0,0,6,0,0,8,5,14
SAL10888,41,4,68,354,537,260,207,613,95,2055
SAL10889,0,0,0,7,24,14,10,14,6,57
SAL10890,0,0,0,17,22,13,9,4,7,76
SAL10891,339,40,626,4026,5708,2482,1747,6312,1010,21279
SAL10892,15,0,41,231,372,205,130,253,39,1225
SAL10893,0,0,5,20,53,18,19,34,3,151
SAL10894,0,0,0,20,37,20,4,4,4,93
SAL10895,16,8,53,366,546,334,195,315,41,1805
SAL10896,0,0,3,13,16,7,3,0,0,49
SAL10897,157,177,511,3169,4635,2418,1563,3196,587,15571
SAL10898,144,104,347,1568,1789,898,963,4478,1166,10862
SAL10899,0,0,0,0,6,0,0,3,3,18
SAL10900,41,5,71,593,724,362,253,684,159,2777
SAL10901,0,0,0,0,7,4,0,0,0,12
SAL10902,0,0,0,33,70,34,28,32,5,207
SAL10903,5,0,7,34,53,29,26,33,20,193
SAL10904,32,8,62,226,337,153,96,562,137,1511
SAL10905,0,0,0,4,7,6,3,0,0,18
SAL10906,8,6,13,1636,1870,423,198,2681,708,7527
SAL10907,156,4,206,1357,1768,848,756,2416,381,7523
SAL10908,4,0,13,655,1063,491,336,633,68,3244
SAL10909,25,79,131,540,814,277,163,437,202,2432
SAL10910,13,0,30,296,455,240,155,405,70,1627
SAL10911,8,0,17,147,210,115,88,195,36,788
SAL10912,0,0,0,9,10,8,0,5,25,50
SAL10913,0,0,0,0,0,0,0,0,10,10
SAL10914,5,0,23,201,302,150,103,131,48,944
SAL10915,0,0,4,19,21,24,19,41,17,146
SAL10916,0,0,0,3,0,0,3,5,10,24
SAL10917,11,0,16,771,1026,502,365,1084,169,3927
SAL10918,0,0,5,34,48,20,22,37,14,175
SAL10919,6,0,17,303,584,296,239,293,77,1785
SAL10920,0,0,0,21,28,21,9,28,6,119
SAL10921,0,0,5,122,132,84,69,82,10,508
SAL10922,4,6,27,126,251,127,71,85,50,715
SAL10923,3,0,8,204,267,143,183,708,256,1767
SAL10924,0,0,0,18,31,17,12,18,3,106
SAL10925,0,0,0,7,15,4,0,0,0,26
SAL10926,0,0,0,0,0,0,0,0,0,0
SAL10927,21,75,129,237,292,151,125,398,198,1404
SAL10928,0,0,3,32,50,14,21,35,8,171
SAL10929,0,0,0,0,3,5,0,3,0,12
SAL10930,0,0,0,6,9,0,4,4,0,21
SAL10931,5,0,10,323,487,217,150,410,71,1664
SAL10932,0,0,0,5,20,0,0,0,5,34
SAL10933,6,0,8,143,254,118,82,116,19,732
SAL10934,17,0,43,370,454,224,134,224,31,1435
SAL10935,0,0,0,46,73,40,23,51,17,243
SAL10936,0,0,0,0,0,0,0,0,0,0
SAL10937,14,6,43,992,1403,527,276,574,132,3907
SAL10938,3,0,4,149,227,133,76,95,51,732
SAL10939,0,0,0,50,49,20,25,38,11,188
SAL10940,0,0,0,0,4,0,0,3,0,9
SAL10941,0,0,0,15,24,20,19,16,3,89
SAL10942,17,0,47,268,488,280,172,245,37,1498
SAL10943,0,0,0,32,63,35,13,30,7,180
SAL10944,0,0,0,4,22,7,9,6,11,57
SAL10945,0,0,0,3,5,12,4,0,3,28
SAL10946,5,0,3,23,48,26,17,31,10,165
SAL10947,0,0,0,15,12,4,3,12,0,41
SAL10948,38,8,68,480,662,290,255,683,469,2844
SAL10949,0,0,0,0,7,0,3,10,0,31
SAL10950,3,0,9,106,187,114,93,121,40,663
SAL10951,0,0,0,10,9,7,4,5,4,43
SAL10952,0,0,0,17,14,13,11,17,0,70
SAL10953,17,0,41,648,930,466,364,708,158,3275
SAL10954,0,0,0,3,4,0,0,0,5,20
SAL10955,0,0,0,10,9,3,3,0,4,29
SAL10956,0,0,0,0,4,0,3,4,0,18
SAL10957,0,0,0,11,12,13,13,6,4,68
SAL10958,0,0,0,31,32,42,21,28,24,183
SAL10959,443,166,947,4283,5804,2672,1812,6120,1854,22539
SAL10960,0,0,0,0,0,0,0,0,0,3
SAL10961,0,0,0,0,3,3,0,0,0,13
SAL10962,0,0,0,6,6,3,3,7,12,44
SAL10963,0,0,0,8,14,8,6,8,12,53
SAL10964,26,3,40,193,252,128,90,187,89,942
SAL10965,8,0,7,623,974,466,369,1021,151,3603
SAL10966,8,0,14,207,367,198,130,147,43,1092
SAL10967,0,0,0,11,11,0,11,5,0,37
SAL10968,0,0,4,13,47,18,11,13,13,111
SAL10969,8,5,12,69,71,27,37,177,131,512
SAL10970,157,12,263,1598,2070,829,525,1436,294,6744
SAL10971,31,5,72,836,1189,555,332,720,111,3740
SAL10972,0,0,6,61,111,42,30,26,16,286
SAL10973,0,0,0,19,20,11,10,12,15,93
SAL10974,0,0,0,0,0,0,0,0,5,8
SAL10975,0,0,4,25,27,20,16,23,22,136
SAL10976,0,0,6,46,37,18,20,48,33,205
SAL10977,0,0,0,9,11,5,5,9,3,41
SAL10978,0,0,0,29,35,20,24,19,16,137
SAL10979,4,0,9,93,134,83,62,118,69,561
SAL10980,0,0,0,0,0,0,0,0,0,0
SAL10981,0,0,0,3,3,0,3,7,0,17
SAL10982,0,0,0,0,0,0,4,0,0,8
SAL10983,0,0,0,12,16,15,11,6,0,59
SAL10984,0,0,6,38,73,44,48,51,23,274
SAL10985,7,0,15,291,395,212,150,289,67,1412
SAL10986,0,0,0,0,0,0,0,0,0,0
SAL10987,46,15,96,1085,1480,723,651,2449,546,6928
SAL10988,0,0,0,0,10,5,3,5,5,27
SAL10989,0,0,0,16,22,5,3,21,5,74
SAL10990,0,0,0,7,3,6,0,7,4,26
SAL10991,0,0,0,5,5,6,0,8,4,24
SAL10992,3,0,7,62,117,64,39,48,27,356
SAL10993,0,0,0,3,3,5,10,16,21,54
SAL10994,0,0,0,0,10,0,0,0,0,19
SAL10995,0,0,0,5,8,5,0,8,6,35
SAL10996,26,3,72,688,1045,533,324,469,75,3135
SAL10997,0,0,0,7,12,5,4,9,8,47
SAL10998,0,0,0,23,21,4,6,22,13,89
SAL10999,286,41,511,2518,3259,1602,1140,3083,431,12029
SAL11000,60,10,129,1091,1378,653,439,1247,304,5103
SAL11001,120,28,227,1521,1777,876,999,4022,815,10014
SAL11002,55,20,109,402,553,247,233,774,296,2510
SAL11003,0,0,6,57,60,34,27,50,18,247
SAL11004,0,0,0,0,0,4,0,0,0,7
SAL11005,0,0,11,54,93,48,47,57,11,304
SAL11006,8,0,10,53,89,42,42,67,24,320
SAL11007,0,0,3,30,67,35,18,30,7,185
SAL11008,0,0,4,40,62,35,24,29,18,208
SAL11009,0,0,0,5,3,0,7,3,0,16
SAL11010,29,31,85,354,531,219,153,524,166,1945
SAL11011,0,0,0,19,26,27,23,20,9,122
SAL11012,5,5,9,37,72,33,41,51,18,251
SAL11013,31,0,82,477,621,356,256,578,72,2370
SAL11014,37,0,63,573,813,394,303,1017,169,3262
SAL11015,58,15,162,3493,4314,1307,613,2255,701,12683
SAL11016,0,0,0,19,34,23,19,28,10,126
SAL11017,0,0,0,10,21,3,12,16,3,65
SAL11018,5,0,5,73,131,54,64,91,44,456
SAL11019,20,3,45,839,1153,326,179,670,187,3353
SAL11020,0,0,0,12,13,0,6,7,0,38
SAL11021,0,0,0,5,8,3,4,0,0,20
SAL11022,0,0,0,41,44,30,21,28,22,192
SAL11023,0,0,6,52,76,45,43,25,18,261
SAL11024,19,5,44,174,238,130,100,239,168,1038
SAL11025,60,13,87,320,463,285,179,448,115,1805
SAL11026,0,0,0,63,81,47,43,49,9,285
SAL11027,0,0,0,0,0,0,0,0,0,0
SAL11028,0,0,0,15,22,9,10,17,16,82
SAL11029,0,0,0,0,0,0,0,0,0,0
SAL11030,0,0,0,0,6,0,3,5,0,9
SAL11031,0,0,0,17,37,13,11,17,6,107
SAL11032,6,0,8,50,75,43,52,79,37,328
