SAL_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SAL11552,34,10,82,548,797,449,294,497,124,2712
SAL11553,372,162,834,1955,3181,1775,1178,3263,990,12346
SAL11554,0,0,0,8,0,7,4,8,5,36
SAL11555,0,0,3,15,14,11,10,17,7,63
SAL11556,0,4,4,25,28,10,8,15,11,83
SAL11557,0,0,0,116,151,111,86,97,31,586
SAL11558,0,0,0,0,0,0,0,0,0,0
SAL11559,0,0,0,4,4,0,0,3,0,13
SAL11560,0,0,0,10,0,5,0,0,0,15
SAL11561,0,0,0,18,48,34,19,9,15,144
SAL11562,0,0,0,0,0,0,0,0,0,0
SAL11563,0,0,0,30,47,47,23,24,17,180
SAL11564,67,47,119,198,284,134,113,389,103,1217
SAL11565,0,0,0,0,0,0,0,0,0,0
SAL11566,0,0,0,0,0,0,0,0,0,0
SAL11567,14,0,23,312,451,233,204,365,53,1622
SAL11568,0,0,0,17,23,7,11,29,10,95
SAL11569,0,0,0,7,7,4,0,3,0,24
SAL11570,0,0,0,0,4,3,0,8,0,11
SAL11571,89,3,256,2568,3481,1778,1069,1950,261,11107
SAL11572,45,4,114,1862,2573,897,552,1312,250,7452
SAL11573,0,0,0,16,33,16,16,34,29,137
SAL11574,0,0,6,14,43,20,15,26,10,126
SAL11575,3,0,3,21,27,12,17,8,13,89
SAL11576,0,0,0,5,0,0,0,0,0,4
SAL11577,0,0,0,8,7,5,4,12,4,41
SAL11578,8,4,18,102,167,105,75,150,92,690
SAL11579,3,0,4,7,10,3,6,5,4,41
SAL11580,4,0,8,429,731,315,254,505,106,2341
SAL11581,0,0,0,9,14,8,0,11,7,45
SAL11582,0,0,0,4,3,0,3,0,0,14
SAL11583,0,0,0,17,14,14,12,5,4,68
SAL11584,0,0,5,31,42,28,23,43,38,198
SAL11585,0,0,0,12,19,7,4,13,0,59
SAL11586,85,13,148,527,720,422,336,547,90,2634
SAL11587,0,0,0,13,23,19,24,10,7,97
SAL11588,0,0,0,7,7,4,7,4,5,35
SAL11589,6,0,17,103,171,98,73,149,48,644
SAL11590,0,0,6,45,44,14,15,46,76,242
SAL11591,52,3,82,312,497,234,157,351,27,1583
SAL11592,0,0,0,12,18,10,7,9,16,67
SAL11593,0,0,0,13,19,5,8,4,7,58
SAL11594,0,0,0,0,4,9,0,0,3,21
SAL11595,0,0,0,13,19,10,11,19,0,74
SAL11596,0,0,0,17,27,10,14,18,6,87
SAL11597,0,0,3,29,39,30,12,15,9,139
SAL11598,22,9,55,468,572,257,249,791,164,2494
SAL11599,0,0,0,0,0,0,0,3,0,3
SAL11600,0,0,0,0,0,0,0,0,0,0
SAL11601,0,0,0,19,42,29,14,13,6,125
SAL11602,0,0,0,0,0,8,4,6,3,21
SAL11603,15,0,24,93,159,106,63,103,39,572
SAL11604,0,0,0,3,0,0,0,3,0,11
SAL11605,165,117,340,1139,1493,759,786,2531,770,7466
SAL11606,4,0,4,44,48,26,18,40,3,181
SAL11607,10,3,25,391,578,219,147,338,64,1733
SAL11608,0,0,0,28,71,26,32,25,21,205
SAL11609,0,0,3,92,131,74,59,103,65,528
SAL11610,103,9,170,658,1079,515,301,695,144,3394
SAL11611,10,0,19,107,140,79,49,105,34,519
SAL11612,3,3,17,86,185,79,56,109,48,562
SAL11613,0,0,0,4,8,8,8,10,4,41
SAL11614,0,0,0,8,10,15,0,6,6,42
SAL11615,0,0,0,11,18,3,4,20,12,60
SAL11616,3,0,3,18,35,14,21,29,12,117
SAL11617,0,0,3,0,3,4,0,15,12,28
SAL11618,0,0,0,0,0,0,0,0,117,118
SAL11619,0,0,0,12,11,17,0,5,0,52
SAL11620,0,0,0,16,22,9,6,15,6,72
SAL11621,12,78,102,71,188,96,73,209,243,883
SAL11622,0,0,13,82,141,78,77,144,84,603
SAL11623,58,15,109,392,543,319,231,676,297,2454
SAL11624,0,0,0,9,10,0,0,0,0,25
SAL11625,0,0,0,0,0,0,0,0,0,0
SAL11626,0,0,0,11,21,12,14,15,37,105
SAL11627,0,0,0,5,6,4,3,3,9,38
SAL11628,18,3,42,723,1086,395,335,831,138,3507
SAL11629,0,0,0,7,3,4,0,0,0,14
SAL11630,3,0,4,32,48,40,21,16,13,167
SAL11631,0,0,0,21,29,12,10,15,26,122
SAL11632,0,0,4,15,18,6,7,10,8,56
SAL11633,0,0,0,0,3,0,0,3,5,15
SAL11634,0,0,0,8,14,7,14,5,12,57
SAL11635,8,0,18,234,349,154,100,246,65,1140
SAL11636,0,0,0,8,10,9,3,16,20,62
SAL11637,0,0,0,0,0,0,0,0,3,0
SAL11638,0,0,3,13,10,5,3,10,9,43
SAL11639,0,0,0,3,12,5,9,0,6,37
SAL11640,39,3,103,697,1022,633,513,1477,244,4594
SAL11641,0,0,0,20,43,19,25,28,42,180
SAL11642,107,122,361,2371,3413,1377,834,2184,498,10674
SAL11643,6,0,12,70,85,37,46,75,33,352
SAL11644,0,0,5,25,51,22,16,29,8,155
SAL11645,74,17,148,2484,3330,1111,501,2289,822,10529
SAL11646,6,0,14,809,1232,551,491,1118,145,4341
SAL11647,0,0,0,10,24,10,3,8,7,50
SAL11648,0,0,0,6,0,11,0,9,23,45
SAL11649,18,0,38,735,1060,529,383,882,108,3703
SAL11650,0,0,0,17,18,15,19,20,4,95
SAL11651,0,0,0,6,4,4,0,0,5,20
SAL11652,0,0,0,0,8,0,0,0,0,4
SAL11653,104,62,244,810,1304,702,580,1252,570,5214
SAL11654,0,0,5,25,34,28,20,21,0,129
SAL11655,0,0,0,0,0,0,0,0,0,0
SAL11656,4,0,8,72,106,49,39,52,13,328
SAL11657,0,0,0,0,0,0,0,0,0,3
SAL11658,0,0,0,25,30,25,14,23,9,115
SAL11659,0,0,0,12,19,9,7,16,5,72
SAL11660,47,3,98,862,1350,805,442,607,66,4136
SAL11661,0,0,4,31,39,14,18,38,9,146
SAL11662,24,3,61,533,770,337,237,641,126,2646
SAL11663,15,0,20,657,855,430,365,1464,161,3937
SAL11664,0,0,0,12,27,17,20,15,0,94
SAL11665,0,0,0,49,83,38,50,25,36,278
SAL11666,0,0,0,10,14,3,4,4,6,37
SAL11667,0,0,0,22,33,21,14,15,9,105
SAL11668,88,207,327,1326,1964,901,830,2543,764,8339
SAL11669,72,11,140,811,1130,447,300,1178,140,4001
SAL11670,0,0,0,14,24,18,10,7,20,89
SAL11671,162,27,318,1139,1573,870,614,1147,154,5499
SAL11672,0,0,10,55,120,72,45,34,29,358
SAL11673,3,0,5,19,17,12,18,19,4,88
SAL11674,69,8,142,4116,5686,2592,1752,4379,542,19062
SAL11675,0,0,0,4,9,3,3,6,0,25
SAL11676,9,5,19,318,512,273,186,311,38,1634
SAL11677,24,4,59,616,884,420,439,600,85,3038
SAL11678,0,0,3,48,53,40,20,48,8,219
SAL11679,4,3,18,136,197,105,89,135,117,772
SAL11680,4,0,3,46,50,26,19,61,26,226
SAL11681,0,0,0,0,0,0,0,3,0,4
SAL11682,83,14,139,650,815,365,203,782,137,2959
SAL11683,0,0,0,13,8,5,17,13,7,77
SAL11684,0,0,0,39,48,30,30,30,21,197
SAL11685,4,0,4,26,66,19,18,32,1104,1266
SAL11686,49,7,82,2631,3415,1728,1272,3150,328,12515
SAL11687,0,0,0,0,0,0,6,0,3,13
SAL11688,7,0,16,409,585,336,275,509,95,2210
SAL11689,84,16,176,431,671,369,315,739,151,2665
SAL11690,0,0,0,0,0,0,0,0,0,0
SAL11691,0,0,0,0,0,0,0,0,0,4
SAL11692,0,0,0,7,5,5,4,9,14,51
SAL11693,0,4,5,323,575,198,125,270,87,1579
SAL11694,0,0,0,19,28,24,11,14,17,113
SAL11695,0,0,5,12,15,15,4,10,6,55
SAL11696,0,0,0,13,13,10,5,12,0,52
SAL11697,9,0,17,296,408,255,176,259,85,1478
SAL11698,0,0,4,18,28,14,9,12,4,83
SAL11699,3,0,3,14,14,14,5,15,8,69
SAL11700,0,0,0,4,7,3,6,8,0,26
SAL11701,0,0,0,4,13,5,4,4,6,38
SAL11702,0,0,0,0,0,0,0,0,0,0
SAL11703,0,0,0,10,15,12,14,11,3,68
SAL11704,0,0,0,3,11,4,10,4,3,34
SAL11705,0,0,0,22,52,15,11,18,13,132
SAL11706,0,0,0,0,0,0,0,0,0,0
SAL11707,0,0,4,8,14,13,16,10,0,61
SAL11708,0,0,0,17,15,28,21,62,35,179
SAL11709,0,0,3,8,17,8,9,23,14,75
SAL11710,9,0,14,1233,2011,703,454,748,205,5351
SAL11711,0,0,5,64,83,44,27,74,48,329
SAL11712,0,0,0,24,12,7,6,0,5,52
SAL11713,0,0,0,9,21,15,14,15,12,82
SAL11714,0,0,0,35,50,14,9,25,18,153
SAL11715,5,0,11,53,65,53,36,99,36,339
SAL11716,0,0,0,8,10,0,8,0,6,41
SAL11717,251,49,466,2107,3068,1448,972,2686,621,10904
SAL11718,0,0,3,64,107,61,30,44,64,366
SAL11719,0,0,0,0,4,0,0,0,0,8
SAL11720,0,0,0,8,7,7,4,12,0,35
SAL11721,0,0,0,28,10,12,8,15,5,73
SAL11722,0,0,4,6,17,11,4,13,5,50
SAL11723,0,0,0,3,11,0,3,5,0,13
SAL11724,97,11,187,1574,2135,1055,623,1637,273,7297
SAL11725,0,0,0,0,3,4,0,0,5,16
SAL11726,121,11,140,99,174,56,53,331,65,772
SAL11727,118,41,232,1170,1682,789,728,2151,578,7101
SAL11728,13,4,44,885,1177,388,239,1259,377,4327
SAL11729,0,0,4,7,18,11,10,15,8,66
SAL11730,0,0,0,0,5,5,0,0,0,18
SAL11731,413,63,717,3650,5066,2283,1591,5289,1697,19580
SAL11732,0,0,0,10,6,4,0,0,0,22
SAL11733,0,0,0,0,17,3,3,5,5,34
SAL11734,0,0,0,4,10,0,0,3,0,23
SAL11735,0,0,6,56,93,45,36,27,3,260
SAL11736,0,0,0,28,22,12,0,9,8,79
SAL11737,4,0,7,32,57,28,25,61,13,209
SAL11738,0,0,0,9,7,10,11,6,9,49
SAL11739,272,84,518,1561,2229,1051,749,2462,649,8699
SAL11740,0,0,0,6,3,5,0,0,0,10
SAL11741,0,0,0,14,13,18,7,5,3,60
SAL11742,0,0,0,15,15,10,4,18,24,82
SAL11743,4,0,7,467,764,336,275,643,174,2662
SAL11744,0,0,0,4,0,0,0,0,0,8
SAL11745,85,14,155,1903,2477,1091,974,6305,1349,14109
SAL11746,287,16,361,282,401,228,179,705,63,1855
SAL11747,0,0,0,21,23,14,3,10,9,81
SAL11748,0,0,0,64,78,42,33,51,15,287
SAL11749,0,0,7,45,66,33,29,59,7,236
SAL11750,14,6,63,587,804,412,236,351,62,2450
SAL11751,0,0,0,5,12,11,7,5,7,48
SAL11752,4,0,4,26,42,12,19,51,9,158
SAL11753,0,0,0,0,0,0,0,0,4,3
SAL11754,0,0,0,0,4,9,9,4,0,19
SAL11755,0,0,0,0,0,5,0,0,0,5
SAL11756,0,0,0,11,16,3,6,5,6,39
SAL11757,0,0,0,4,3,0,0,6,3,16
SAL11758,0,0,0,0,0,0,0,0,0,0
SAL11759,0,0,0,27,49,19,27,23,10,151
SAL11760,82,93,257,1082,1625,781,560,1285,360,5700
SAL11761,0,0,8,72,145,66,63,93,17,453
SAL11762,81,9,118,1615,1891,878,877,4551,590,10403
SAL11763,312,31,489,2983,3362,1681,1960,8294,1742,20028
SAL11764,0,0,0,12,32,11,11,10,0,80
SAL11765,3,0,4,31,69,36,29,69,17,253
SAL11766,4,0,6,27,43,25,32,35,10,168
SAL11767,48,6,75,637,766,365,329,2068,238,4416
SAL11768,0,0,0,0,0,5,0,6,0,14
SAL11769,6,4,11,81,103,60,70,220,68,599
SAL11770,0,0,0,221,275,168,116,223,17,1029
SAL11771,0,0,0,19,19,10,12,11,9,79
SAL11772,0,0,0,0,3,0,0,9,0,20
SAL11773,5,0,3,149,198,93,62,64,18,590
SAL11774,0,0,0,25,32,12,19,14,0,101
SAL11775,14,3,39,175,308,150,115,281,78,1103
SAL11776,43,36,171,1090,1519,700,323,743,191,4571
SAL11777,0,0,0,21,41,20,13,17,32,142
SAL11778,0,0,0,9,8,4,3,5,5,30
SAL11779,3,0,3,62,64,33,12,25,19,219
SAL11780,12,6,28,1251,1681,755,648,1927,278,6544
SAL11781,0,0,4,18,53,32,21,31,8,165
SAL11782,64,15,128,363,549,297,261,583,171,2227
SAL11783,0,0,9,21,46,42,27,35,9,178
SAL11784,10,0,20,477,731,314,286,665,104,2572
SAL11785,0,0,0,11,20,8,0,14,0,57
SAL11786,0,0,3,4,22,7,3,30,7,71
SAL11787,213,62,430,3252,4170,2241,2104,5749,1057,18575
SAL11788,223,123,544,2775,3520,1473,1148,5488,1314,15722
SAL11789,0,0,0,15,12,4,15,6,6,61
SAL11790,0,4,13,52,54,25,20,28,39,214
SAL11791,11,3,25,197,312,192,153,179,47,1081
SAL11792,4,0,6,99,180,97,69,83,12,541
SAL11793,0,0,0,9,14,4,0,0,0,32
SAL11794,0,0,0,0,0,3,0,0,3,12
SAL11795,0,0,0,11,14,17,8,3,8,58
SAL11796,181,31,318,2491,3192,1415,1591,7952,1919,18564
SAL11797,37,12,81,615,731,400,404,1802,390,4339
SAL11798,5,0,12,82,90,39,32,132,53,417
SAL11799,0,0,0,9,8,0,0,3,11,38
SAL11800,39,7,75,318,536,309,252,518,178,2116
SAL11801,4,0,16,246,428,272,234,366,64,1607
SAL11802,0,0,0,29,51,31,11,28,23,180
SAL11803,0,0,0,21,37,16,10,16,8,99
SAL11804,0,0,0,3,3,0,0,8,3,18
SAL11805,3,0,3,10,7,0,11,8,0,41
SAL11806,7,0,7,65,81,41,51,65,20,325
SAL11807,4,0,11,61,121,66,64,62,40,415
SAL11808,0,0,0,9,7,0,3,6,0,26
SAL11809,40,9,76,215,336,162,142,419,149,1415
SAL11810,0,0,0,5,5,0,0,0,0,13
SAL11811,3,0,11,210,392,167,104,66,29,966
SAL11812,0,0,3,47,71,39,34,53,12,254
SAL11813,0,0,0,0,0,5,0,6,4,19
SAL11814,0,0,4,35,40,32,12,34,13,172
SAL11815,0,0,3,27,45,16,19,34,3,140
SAL11816,0,0,8,25,48,22,19,37,5,153
SAL11817,0,0,0,3,3,0,5,4,10,16
SAL11818,163,35,302,1396,2029,936,772,2091,784,8018
SAL11819,3,0,13,131,203,87,54,101,49,620
SAL11820,0,0,3,23,12,6,14,12,11,69
SAL11821,0,0,3,10,22,3,7,10,12,70
SAL11822,0,0,0,5,6,4,3,0,3,19
SAL11823,0,0,0,6,14,3,3,3,0,31
SAL11824,0,0,3,30,43,10,20,30,61,196
SAL11825,0,0,0,0,0,0,0,0,94,94
SAL11826,0,0,0,9,15,11,5,17,3,52
SAL11827,0,0,0,18,17,9,5,9,9,66
SAL11828,0,0,4,25,25,15,14,11,8,93
SAL11829,21,18,73,289,361,197,154,390,245,1629
SAL11830,0,0,0,15,14,10,9,49,19,105
SAL11831,25,6,68,541,820,430,341,805,155,3098
SAL11832,22,4,61,602,709,262,201,755,138,2670
SAL11833,92,14,212,1467,2008,879,557,1498,266,6676
SAL11834,69,10,160,1281,1670,910,588,974,134,5554
SAL11835,158,16,289,1128,1661,789,453,1219,156,5411
SAL11836,0,0,0,5,0,0,0,6,0,8
SAL11837,39,16,80,353,570,284,212,688,164,2266
SAL11838,4,0,4,35,51,33,26,39,22,200
SAL11839,3,0,6,96,156,110,76,99,16,551
SAL11840,0,0,0,5,7,9,8,3,4,31
SAL11841,0,0,0,20,42,20,18,33,14,146
SAL11842,4,0,14,87,157,102,45,101,15,504
SAL11843,0,0,0,3,4,3,6,0,3,21
SAL11844,0,0,0,0,3,0,0,0,3,14
SAL11845,89,18,146,985,1257,460,219,952,228,4098
SAL11846,12,0,27,171,270,118,72,164,26,813
SAL11847,7,0,12,206,250,102,39,142,42,778
SAL11848,55,10,109,638,923,405,251,775,374,3372
SAL11849,0,0,4,124,187,78,43,144,47,630
SAL11850,83,143,271,1313,1707,720,677,1830,532,6779
SAL11851,97,165,293,450,735,348,250,741,465,2985
SAL11852,0,0,0,10,16,12,10,10,8,61
SAL11853,0,0,5,17,28,17,18,10,20,108
SAL11854,4,0,0,14,23,13,16,11,11,85
SAL11855,0,0,0,0,0,0,0,0,0,0
SAL11856,0,0,0,26,52,36,33,28,14,183
SAL11857,12,4,26,196,223,143,87,271,201,1125
SAL11858,31,4,59,240,386,220,193,413,140,1601
SAL11859,4,0,0,42,70,51,18,34,6,220
SAL11860,0,0,0,20,38,14,16,19,10,125
SAL11861,0,0,3,31,65,36,31,42,33,242
SAL11862,0,0,0,12,14,18,7,6,4,71
SAL11863,0,0,0,3,9,8,3,8,0,30
SAL11864,0,0,0,13,9,7,20,10,4,61
SAL11865,68,19,136,419,791,486,405,846,155,3108
SAL11866,34,7,71,2197,2842,1378,954,2373,334,10071
SAL11867,56,12,80,518,707,364,293,2046,383,4306
SAL11868,0,0,0,56,115,73,57,76,17,397
SAL11869,0,0,0,4,22,18,11,16,6,65
SAL11870,0,0,0,5,5,6,0,3,3,18
SAL11871,0,0,0,4,8,6,4,3,4,36
SAL11872,0,0,5,65,57,33,50,55,22,281
SAL11873,11,3,16,601,699,349,328,1220,193,3386
SAL11874,0,0,0,0,0,0,0,0,0,0
SAL11875,22,7,47,90,131,88,53,195,63,622
SAL11876,4,0,7,59,91,54,32,72,27,333
SAL11877,0,0,0,0,3,0,0,4,0,8
SAL11878,0,0,0,3,9,3,3,6,3,33
SAL11879,4,0,3,72,128,52,34,56,16,362
SAL11880,55,4,87,213,315,188,145,305,112,1284
SAL11881,44,12,85,313,441,208,181,524,251,1922
SAL11882,0,0,7,59,85,22,29,75,47,320
SAL11883,0,0,0,8,3,3,0,4,3,22
SAL11884,11,0,25,1190,1208,326,185,4161,861,7935
SAL11885,0,0,0,3,0,0,0,0,0,3
SAL11886,0,0,0,3,6,3,4,5,3,31
SAL11887,4,0,9,199,271,166,117,210,31,992
SAL11888,21,3,59,777,1341,681,497,659,128,4077
SAL11889,0,0,3,16,22,20,15,8,0,84
SAL11890,97,134,329,995,1514,745,519,926,287,4994
SAL11891,5,0,17,89,124,42,36,205,81,579
SAL11892,0,0,0,9,10,15,6,6,0,49
SAL11893,33,7,52,600,745,364,392,1764,426,4290
SAL11894,21,0,35,330,387,167,218,1153,238,2486
SAL11895,10,0,18,426,651,249,198,541,99,2166
SAL11896,0,0,0,0,0,0,3,5,0,8
SAL11897,33,23,80,1047,1605,775,554,942,182,5106
SAL11898,7,0,7,76,100,62,51,85,6,382
SAL11899,29,6,52,172,240,141,124,252,94,1030
SAL11900,0,0,0,0,5,4,3,3,0,21
SAL11901,0,0,0,10,18,16,6,24,25,98
SAL11902,4,0,8,64,53,44,22,74,21,278
SAL11903,0,0,0,16,25,13,19,15,6,88
SAL11904,5,0,3,35,52,22,36,32,17,190
SAL11905,5,0,5,22,18,8,22,38,23,127
SAL11906,0,0,0,18,33,21,21,21,13,119
SAL11907,0,0,3,58,105,70,41,44,65,390
SAL11908,0,0,0,0,3,0,13,0,0,18
SAL11909,8,3,33,148,248,121,58,118,25,722
SAL11910,0,0,0,13,21,14,9,26,11,101
SAL11911,0,0,0,23,28,13,8,8,5,86
SAL11912,6,0,6,397,621,289,247,536,66,2146
SAL11913,0,0,3,31,45,32,15,29,5,154
SAL11914,0,0,0,28,45,10,17,19,27,151
SAL11915,0,0,0,4,10,0,4,7,3,30
SAL11916,0,0,4,110,153,68,58,128,11,523
SAL11917,3,0,3,10,11,5,3,6,9,45
SAL11918,18,9,57,898,1167,431,306,1599,290,4696
SAL11919,28,4,44,220,251,126,103,382,171,1259
SAL11920,5,0,3,34,70,50,43,56,7,256
SAL11921,48,8,126,1055,1510,708,465,1334,243,5315
SAL11922,53,8,88,1456,1738,777,826,3932,468,9198
SAL11923,6,0,6,71,118,62,51,90,9,392
SAL11924,19,0,35,450,591,269,221,537,105,2172
SAL11925,0,0,3,10,21,18,15,6,13,77
SAL11926,0,0,0,8,14,4,12,11,6,58
SAL11927,35,4,56,255,332,168,148,352,138,1399
SAL11928,4,0,12,152,250,142,122,125,15,810
SAL11929,0,0,0,8,15,14,0,0,7,49
SAL11930,0,0,0,4,3,8,8,7,4,40
SAL11931,4,0,13,237,313,142,113,318,37,1156
SAL11932,7,0,9,155,224,98,99,326,73,973
SAL11933,7,0,12,815,1092,539,390,1298,298,4428
SAL11934,0,0,0,0,0,0,0,0,0,9
SAL11935,0,0,0,0,11,5,0,18,10,42
SAL11936,45,4,75,1582,2261,912,605,3991,597,9951
SAL11937,29,6,52,1186,1628,614,504,3011,755,7697
SAL11938,0,0,0,17,37,17,3,16,11,100
SAL11939,0,0,0,9,4,5,0,3,11,29
SAL11940,0,0,0,14,11,11,8,12,8,72
SAL11941,0,0,0,17,38,12,22,20,8,118
SAL11942,3,0,13,610,698,320,233,911,113,2894
SAL11943,196,85,433,3508,5263,2414,1584,4927,824,18517
SAL11944,30,5,75,1059,1680,875,478,813,119,5020
SAL11945,0,0,0,16,47,26,17,21,0,126
SAL11946,0,0,0,62,102,43,27,84,32,349
SAL11947,0,0,0,9,14,5,10,14,0,54
SAL11948,0,0,8,74,140,77,48,62,16,420
SAL11949,66,4,115,1529,2105,974,718,1785,199,7306
SAL11950,26,3,42,235,306,183,231,425,106,1499
SAL11951,0,0,0,30,56,27,19,23,4,158
SAL11952,0,0,0,4,3,4,0,10,0,22
SAL11953,0,0,0,10,27,5,8,16,0,65
SAL11954,0,0,0,4,4,0,3,4,6,31
SAL11955,0,0,0,6,18,6,11,12,10,68
SAL11956,0,0,0,0,0,0,0,0,0,0
SAL11957,63,9,99,426,638,348,263,678,149,2501
SAL11958,14,3,32,562,677,329,330,1434,228,3559
SAL11959,0,0,0,8,28,13,16,23,13,110
SAL11960,0,0,0,4,6,0,0,0,0,7
SAL11961,176,244,544,1559,2135,1026,640,1356,660,7374
SAL11962,5,0,16,488,695,317,242,487,68,2297
SAL11963,0,0,3,16,20,8,7,5,3,75
SAL11964,0,0,0,0,0,0,0,0,0,3
SAL11965,3,0,3,32,35,21,11,15,5,117
SAL11966,0,0,0,5,10,6,7,9,9,49
SAL11967,9,0,32,144,242,90,48,105,19,645
SAL11968,4,0,11,27,37,20,12,32,4,132
SAL11969,0,0,0,3,22,11,21,6,22,82
SAL11970,50,10,136,813,1357,612,307,1003,143,4244
SAL11971,282,146,618,4069,5264,2670,2012,11383,1705,27105
SAL11972,25,3,53,439,589,279,220,557,64,2137
SAL11973,12,4,24,133,206,120,50,177,69,748
SAL11974,0,0,4,17,46,34,13,14,7,134
SAL11975,0,0,0,13,40,18,18,18,10,121
SAL11976,4,0,6,59,115,51,44,90,18,381
SAL11977,0,0,0,10,12,6,4,5,0,33
SAL11978,5,0,10,25,46,51,23,42,9,191
SAL11979,0,0,3,21,38,21,16,31,6,140
SAL11980,0,0,3,21,26,14,6,25,25,122
SAL11981,0,0,0,10,5,14,3,0,0,34
SAL11982,70,6,122,1217,1744,968,608,1460,148,6134
SAL11983,23,11,70,208,419,246,208,392,120,1602
SAL11984,0,0,3,4,7,3,0,4,0,20
SAL11985,0,0,0,13,25,10,9,16,6,78
SAL11986,0,0,0,0,0,0,0,0,0,0
SAL11987,103,15,189,1957,2708,1342,1215,4119,804,12148
SAL11988,8,5,26,195,241,125,85,125,75,861
SAL11989,0,0,0,3,0,0,0,7,0,22
SAL11990,196,56,374,1581,2343,1167,987,2712,905,9700
SAL11991,0,0,0,3,10,0,8,5,0,30
SAL11992,7,3,9,126,210,113,76,99,27,647
SAL11993,0,0,0,7,9,0,7,0,0,21
SAL11994,0,0,0,6,5,0,0,4,0,16
SAL11995,0,0,0,0,0,0,0,0,0,0
SAL11996,0,0,0,14,12,11,7,14,12,62
SAL11997,0,0,0,0,6,0,0,0,0,3
SAL11998,0,0,0,5,14,3,14,6,18,50
SAL11999,10,0,15,457,589,214,98,341,66,1759
SAL12000,0,0,6,31,50,14,27,60,37,222
SAL12001,0,0,0,19,30,20,12,18,23,116
SAL12002,3,0,5,27,40,15,23,30,10,145
SAL12003,0,0,0,6,3,4,3,20,0,35
SAL12004,0,0,0,11,21,9,10,5,0,53
SAL12005,0,0,0,0,0,0,0,0,0,0
SAL12006,0,0,0,0,0,0,0,0,0,0
SAL12007,18,10,42,267,511,290,225,219,82,1599
SAL12008,3,4,9,31,53,35,27,39,16,214
SAL12009,32,47,106,865,1166,469,373,1196,314,4381
SAL12010,56,91,201,1094,1666,686,478,997,348,5273
SAL12011,5,4,13,44,87,67,51,43,20,310
SAL12012,0,0,0,5,3,0,0,3,0,11
SAL12013,5,0,4,39,94,26,22,32,18,230
SAL12014,0,0,0,9,18,12,13,7,3,66
SAL12015,0,0,0,16,13,11,5,13,10,69
SAL12016,0,0,0,8,19,10,0,7,10,48
SAL12017,4,0,7,26,34,16,22,44,19,155
SAL12018,0,0,0,8,0,5,8,5,8,31
SAL12019,0,0,0,7,11,3,4,9,7,38
SAL12020,0,0,0,13,22,8,11,6,6,68
SAL12021,0,0,0,32,34,15,30,29,22,164
SAL12022,0,0,0,0,0,0,0,0,0,0
SAL12023,9,9,30,148,156,96,91,176,88,759
SAL12024,0,0,0,3,6,5,4,0,0,16
SAL12025,15,0,55,1872,2659,1004,582,1198,190,7509
SAL12026,0,0,0,31,30,21,14,12,3,109
SAL12027,0,0,0,25,26,14,10,25,6,97
SAL12028,0,0,0,7,18,3,3,15,5,45
SAL12029,0,0,0,0,3,0,0,0,3,16
SAL12030,0,0,5,63,113,41,46,57,28,343
SAL12031,0,0,0,18,21,16,8,32,0,105
SAL12032,31,58,111,476,582,168,155,896,390,2662
SAL12033,25,8,69,385,602,345,208,430,57,2025
SAL12034,0,0,0,0,0,0,0,0,0,0
SAL12035,0,0,0,50,84,57,34,48,25,299
SAL12036,3,6,14,301,391,216,176,255,38,1384
SAL12037,0,0,0,5,9,4,3,17,5,36
SAL12038,0,3,3,0,9,0,0,0,3,10
SAL12039,12,0,24,731,762,253,129,528,137,2545
SAL12040,0,0,0,0,4,0,3,8,0,20
SAL12041,17,0,37,420,596,296,210,363,170,2055
SAL12042,0,0,0,18,8,6,8,14,7,64
SAL12043,0,0,0,6,12,3,0,4,3,32
SAL12044,0,0,0,22,25,22,15,12,5,107
SAL12045,0,0,4,5,3,0,8,3,8,21
SAL12046,0,0,0,43,85,49,26,54,37,294
SAL12047,0,0,0,0,0,0,0,0,0,0
SAL12048,0,0,0,6,0,0,0,0,0,14
SAL12049,0,0,0,11,17,11,5,18,11,73
SAL12050,20,0,30,1509,2346,1035,876,2216,304,8288
SAL12051,0,0,0,5,0,0,0,5,0,11
SAL12052,4,0,10,41,48,24,26,46,19,204
SAL12053,15,7,54,214,355,222,157,249,64,1254
SAL12054,57,10,101,617,833,411,313,1041,1053,4277
SAL12055,4,0,3,12,15,13,6,8,8,65
SAL12056,28,8,69,463,685,304,165,388,74,2080
SAL12057,3,0,4,26,38,25,21,37,22,175
SAL12058,0,0,0,32,76,41,41,27,24,240
SAL12059,5,0,13,100,222,113,78,99,35,649
SAL12060,0,0,0,52,78,37,17,31,27,237
SAL12061,3,0,4,15,13,6,3,14,12,66
SAL12062,0,0,0,22,31,27,17,25,24,139
SAL12063,162,18,272,818,1217,723,479,1333,212,4782
SAL12064,0,0,0,0,0,0,0,0,0,0
SAL12065,19,5,40,145,234,135,141,317,112,1079
SAL12066,0,0,0,32,49,33,17,27,15,173
SAL12067,0,0,0,8,28,19,15,10,4,87
SAL12068,6,0,11,110,129,71,48,131,15,509
SAL12069,0,0,20,123,245,130,96,98,40,736
