SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL10515,2482,1408,2116,2208,1856,1356,903,486,161,12960
SAL10516,36,6,15,27,17,10,5,6,0,131
SAL10517,6,3,4,0,11,11,3,3,0,42
SAL10518,0,0,0,0,0,0,3,0,0,5
SAL10519,8,5,8,4,4,8,5,0,5,42
SAL10520,388,199,252,193,207,215,149,63,24,1699
SAL10521,734,367,423,432,419,346,268,92,50,3113
SAL10522,20,13,10,9,26,23,13,3,0,127
SAL10523,17,5,8,9,6,7,5,3,0,60
SAL10524,315,238,212,222,238,202,127,35,9,1606
SAL10525,22,16,5,14,14,10,8,14,0,106
SAL10526,349,229,214,221,225,200,114,48,18,1609
SAL10527,430,243,206,217,274,253,209,151,71,2049
SAL10528,8,0,0,4,5,7,4,0,0,21
SAL10529,27,8,6,15,18,29,31,9,0,139
SAL10530,10,3,5,0,6,4,6,3,0,41
SAL10531,0,4,0,3,0,0,0,0,0,17
SAL10532,25,13,9,15,17,26,12,0,0,115
SAL10533,106,68,64,72,97,83,84,38,6,619
SAL10534,1531,880,648,947,1291,1383,1820,1613,662,10764
SAL10535,218,154,96,103,140,200,145,75,23,1157
SAL10536,0,0,0,0,0,0,0,0,0,0
SAL10537,1848,558,1328,1490,582,330,235,66,15,6450
SAL10538,49,35,16,34,40,39,37,14,7,259
SAL10539,12,5,11,5,7,20,16,3,0,75
SAL10540,2158,1147,1414,1314,1070,897,873,466,91,9433
SAL10541,5,5,10,5,7,18,10,0,0,64
SAL10542,238,92,171,157,104,79,76,36,12,966
SAL10543,3,0,0,0,5,0,3,7,0,16
SAL10544,275,128,163,183,216,248,243,212,56,1720
SAL10545,115,90,54,78,94,150,97,33,7,713
SAL10546,474,285,244,286,321,296,222,94,27,2255
SAL10547,49,32,29,25,34,43,54,13,9,284
SAL10548,4,3,3,0,3,0,3,0,0,18
SAL10549,160,104,77,93,95,119,92,58,17,822
SAL10550,28,8,4,16,16,33,22,4,0,119
SAL10551,37,19,15,23,26,36,25,18,4,208
SAL10552,22,14,7,13,15,19,9,5,0,107
SAL10553,0,6,0,0,15,9,7,4,0,44
SAL10554,592,282,604,718,630,671,693,403,93,4678
SAL10555,3,0,0,0,4,0,0,0,0,9
SAL10556,80,42,47,34,71,69,27,15,5,392
SAL10557,19,5,7,11,3,18,14,0,0,85
SAL10558,28,15,20,14,11,15,15,3,0,124
SAL10559,0,0,0,0,4,0,7,0,0,24
SAL10560,202,123,156,82,117,141,61,30,14,931
SAL10561,31,22,14,14,21,16,15,12,3,151
SAL10562,8,4,5,0,0,0,4,3,0,19
SAL10563,27,11,16,12,18,25,26,10,0,144
SAL10564,60,18,26,42,34,39,19,11,3,242
SAL10565,67,38,22,36,54,61,36,13,0,322
SAL10566,1175,757,1107,1299,1209,1046,895,610,235,8336
SAL10567,129,84,71,80,122,142,140,77,18,875
SAL10568,0,0,0,0,0,0,0,0,0,0
SAL10569,13,4,11,5,8,13,15,7,4,75
SAL10570,0,0,0,0,0,3,13,0,0,24
SAL10571,0,0,0,0,0,0,0,0,0,0
SAL10572,396,384,258,252,329,355,308,120,42,2433
SAL10573,11,5,5,3,9,10,6,5,0,48
SAL10574,19,29,8,15,19,29,27,3,0,147
SAL10575,244,256,351,240,196,187,134,52,27,1688
SAL10576,24,8,10,16,14,33,28,6,0,148
SAL10577,112,44,49,82,99,125,111,46,8,670
SAL10578,6,6,7,0,10,19,13,0,0,63
SAL10579,0,0,3,0,0,0,0,0,0,12
SAL10580,60,34,26,31,50,47,37,19,0,308
SAL10581,30,40,16,28,39,31,21,4,0,218
SAL10582,16,12,5,4,11,0,3,0,0,51
SAL10583,6,6,3,10,5,9,9,3,3,56
SAL10584,0,0,0,0,0,0,6,0,0,4
SAL10585,5,0,0,4,4,11,15,0,0,49
SAL10586,80,52,46,47,77,129,118,29,6,581
SAL10587,106,50,47,85,90,79,84,22,0,557
SAL10588,73,22,43,77,50,42,69,9,0,385
SAL10589,3015,1877,2187,1901,2030,2586,2238,1281,592,17706
SAL10590,29,5,12,24,13,25,18,3,3,127
SAL10591,1324,709,1175,1066,1076,811,513,297,185,7166
SAL10592,16,4,0,9,7,4,3,0,0,50
SAL10593,33,28,23,29,33,47,23,16,4,224
SAL10594,0,0,0,3,11,11,13,0,3,42
SAL10595,41,25,27,18,35,46,35,24,0,253
SAL10596,98,81,76,78,115,150,79,52,13,737
SAL10597,3,3,3,0,4,4,6,3,0,21
SAL10598,494,348,726,621,426,384,226,89,90,3389
SAL10599,0,0,0,0,9,11,0,3,0,26
SAL10600,29,12,20,15,37,56,50,30,22,271
SAL10601,9,0,9,6,6,3,3,0,0,34
SAL10602,16,6,4,7,6,19,19,7,0,85
SAL10603,20,14,13,17,14,31,44,22,0,180
SAL10604,9,12,9,3,15,23,25,8,0,95
SAL10605,317,175,158,212,220,275,253,215,122,1947
SAL10606,83,46,44,59,49,32,43,23,0,384
SAL10607,28,4,13,17,23,19,8,0,0,120
SAL10608,0,0,3,0,0,6,9,0,0,20
SAL10609,76,61,68,61,58,76,60,55,10,524
SAL10610,36,22,6,28,31,28,21,6,3,184
SAL10611,4,4,3,3,4,4,0,0,0,28
SAL10612,4,8,3,4,10,4,0,0,0,34
SAL10613,0,0,0,0,0,0,0,0,0,0
SAL10614,8,4,9,6,6,9,4,0,0,49
SAL10615,39,18,3,24,9,30,11,8,0,146
SAL10616,3,3,6,3,6,0,4,3,0,28
SAL10617,29,26,21,19,37,32,51,5,0,216
SAL10618,245,185,219,239,268,304,266,136,46,1905
SAL10619,10,8,20,9,14,47,48,22,0,181
SAL10620,5,4,0,5,6,12,3,0,0,37
SAL10621,0,0,0,0,0,0,0,0,0,0
SAL10622,111,84,53,78,100,98,71,20,5,614
SAL10623,5,3,3,7,17,18,21,6,0,80
SAL10624,0,0,0,0,8,12,3,6,0,30
SAL10625,47,36,19,19,28,33,19,11,4,212
SAL10626,43,30,38,29,47,64,43,19,4,322
SAL10627,21,13,8,17,23,18,18,5,0,138
SAL10628,3,0,0,0,0,3,0,4,0,16
SAL10629,4,0,0,3,0,0,9,5,4,21
SAL10630,15,7,4,10,8,9,8,0,0,48
SAL10631,12,23,13,21,26,24,28,15,3,165
SAL10632,23,5,18,11,20,18,24,9,3,123
SAL10633,3,0,0,0,0,9,15,3,0,29
SAL10634,8,3,3,6,6,5,3,0,0,40
SAL10635,6,0,0,3,0,0,8,0,0,16
SAL10636,0,0,0,0,0,0,0,0,0,0
SAL10637,0,0,0,0,0,0,0,0,0,0
SAL10638,45,21,13,20,51,48,38,15,4,241
SAL10639,572,354,456,379,434,533,400,277,96,3497
SAL10640,0,0,0,0,0,0,0,0,0,0
SAL10641,8,8,11,8,10,21,20,3,3,87
SAL10642,660,351,404,410,408,522,428,297,83,3559
SAL10643,38,8,22,14,22,26,23,10,5,162
SAL10644,0,7,0,0,0,5,0,0,0,8
SAL10645,28,15,14,17,31,17,13,8,0,149
SAL10646,220,130,98,128,194,271,298,139,60,1538
SAL10647,0,0,0,0,0,0,0,0,0,0
SAL10648,99,47,54,50,64,49,39,17,0,418
SAL10649,0,0,0,0,0,0,0,0,0,5
SAL10650,3,0,0,0,0,0,3,0,0,13
SAL10651,0,0,0,0,0,0,0,0,0,0
SAL10652,10,11,5,0,14,8,6,0,0,49
SAL10653,218,136,121,164,201,216,156,73,9,1300
SAL10654,19,0,10,4,4,7,0,4,0,44
SAL10655,20,12,17,13,14,19,10,0,0,103
SAL10656,11,0,4,7,8,6,3,0,0,41
SAL10657,25,17,8,16,19,17,19,11,0,130
SAL10658,0,0,0,0,0,6,0,0,0,15
SAL10659,1496,809,601,998,1017,868,621,281,107,6798
SAL10660,5,3,0,0,8,18,6,7,0,44
SAL10661,9,10,7,3,8,15,12,10,0,79
SAL10662,6,7,8,0,0,7,0,0,0,28
SAL10663,11,11,12,9,17,27,12,3,3,107
SAL10664,0,0,0,4,0,0,0,0,0,3
SAL10665,13,3,12,12,22,42,32,6,0,140
SAL10666,17,7,4,18,17,16,15,3,0,96
SAL10667,332,216,164,226,306,469,655,374,138,2869
SAL10668,121,62,67,64,93,110,86,51,13,674
SAL10669,365,192,131,213,300,403,306,152,41,2103
SAL10670,8,10,9,6,14,7,12,3,0,53
SAL10671,14,0,4,7,0,3,6,5,0,38
SAL10672,0,0,0,0,0,7,12,6,0,34
SAL10673,14,17,6,7,22,30,19,6,0,114
SAL10674,0,0,3,0,9,0,0,0,0,17
SAL10675,12,4,7,18,10,18,15,3,0,88
SAL10676,0,0,0,0,4,0,3,0,0,3
SAL10677,3,12,7,3,11,16,12,6,0,73
SAL10678,8,3,6,8,12,15,19,7,5,80
SAL10679,947,385,344,746,396,225,94,42,0,3177
SAL10680,25,19,8,17,20,26,19,0,0,138
SAL10681,1093,497,539,732,713,594,377,166,38,4745
SAL10682,62,42,35,47,76,107,79,18,4,469
SAL10683,36,15,15,17,15,31,29,7,0,175
SAL10684,33,16,7,32,35,54,50,16,4,249
SAL10685,19,8,15,11,13,27,14,10,0,107
SAL10686,13,7,13,8,8,19,18,8,0,94
SAL10687,7,14,3,4,26,23,23,18,0,130
SAL10688,33,18,15,21,29,41,25,11,0,192
SAL10689,16,6,8,9,21,7,14,5,0,82
SAL10690,13,3,5,13,7,12,13,3,0,70
SAL10691,16,27,19,9,16,20,4,6,0,110
SAL10692,7,4,9,4,6,3,7,0,0,39
SAL10693,257,136,178,168,165,154,112,65,11,1252
SAL10694,137,88,72,91,147,136,97,39,0,790
SAL10695,8,5,3,9,8,12,9,0,0,47
SAL10696,12,10,9,8,8,6,12,6,0,71
SAL10697,12,5,15,15,17,21,9,3,0,106
SAL10698,408,243,70,202,353,394,574,445,194,2879
SAL10699,18,5,7,16,7,14,16,5,0,82
SAL10700,11,4,0,10,11,26,20,8,5,96
SAL10701,3,7,3,8,8,0,3,0,0,23
SAL10702,706,534,257,435,569,530,408,198,92,3719
SAL10703,55,25,26,28,41,37,27,25,4,261
SAL10704,12,5,7,0,5,15,8,3,0,58
SAL10705,58,30,30,35,62,70,85,47,5,431
SAL10706,26,19,17,18,46,51,33,19,4,233
SAL10707,36,17,27,22,37,32,28,20,0,225
SAL10708,11,12,7,8,7,15,9,0,0,70
SAL10709,305,135,178,206,177,275,297,155,48,1782
SAL10710,149,78,103,100,117,175,110,31,19,878
SAL10711,0,5,0,7,6,8,5,0,0,40
SAL10712,47,22,22,16,22,13,21,0,0,171
SAL10713,96,39,35,36,61,66,57,21,3,421
SAL10714,20,15,14,12,30,13,26,12,0,140
SAL10715,9,0,9,5,4,10,0,0,0,43
SAL10716,1724,3343,5119,2314,1758,1664,1184,678,428,18224
SAL10717,171,139,198,165,119,133,81,81,53,1134
SAL10718,1120,658,580,550,449,547,309,178,60,4446
SAL10719,6,11,0,7,8,11,13,0,0,57
SAL10720,0,0,0,0,0,3,5,0,0,8
SAL10721,209,155,112,152,154,182,158,82,5,1204
SAL10722,7,6,0,9,10,10,4,0,0,52
SAL10723,38,26,5,26,34,26,25,5,0,190
SAL10724,450,320,313,256,291,262,135,45,6,2071
SAL10725,57,39,27,30,41,65,41,20,5,329
SAL10726,0,0,0,0,0,0,0,0,0,0
SAL10727,27,18,13,16,20,30,26,4,0,153
SAL10728,0,0,0,5,0,9,0,0,0,19
SAL10729,3,5,7,0,15,11,10,4,0,52
SAL10730,5,5,3,0,5,4,0,0,0,26
SAL10731,707,595,1375,961,737,810,760,297,93,6330
SAL10732,15,4,7,9,23,40,21,0,0,125
SAL10733,223,151,86,146,263,225,168,61,9,1342
SAL10734,289,202,135,202,258,276,326,192,43,1933
SAL10735,10,7,7,5,15,12,26,10,4,101
SAL10736,33,13,10,6,12,10,4,3,0,89
SAL10737,5,0,0,0,0,0,0,0,0,12
SAL10738,3197,2983,2906,2513,3047,2987,2010,922,575,21142
SAL10739,1442,1182,1015,929,1123,1042,614,314,172,7822
SAL10740,0,0,3,4,0,0,0,0,0,16
SAL10741,953,370,562,691,316,160,155,176,101,3487
SAL10742,6,0,4,0,0,6,7,5,0,27
SAL10743,4,0,0,0,0,0,0,0,0,3
SAL10744,56,21,38,24,11,7,9,6,9,184
SAL10745,7,4,0,3,6,15,7,0,4,53
SAL10746,0,0,0,0,0,0,0,0,0,0
SAL10747,1071,684,661,580,499,426,394,209,48,4577
SAL10748,4,0,3,5,0,7,0,0,0,24
SAL10749,876,256,789,498,216,189,146,30,6,3013
SAL10750,8,4,9,10,3,9,3,0,0,42
SAL10751,28,9,6,29,21,20,15,6,3,134
SAL10752,0,0,0,5,7,5,0,0,0,12
SAL10753,14,7,9,5,7,11,7,9,0,71
SAL10754,0,1321,28,4,0,0,0,0,0,1358
SAL10755,0,3,0,0,4,5,0,3,0,17
SAL10756,327,226,200,177,302,378,371,205,52,2234
SAL10757,82,59,43,68,98,158,149,86,33,777
SAL10758,10,20,6,9,23,18,3,3,0,87
SAL10759,10,9,12,9,13,5,5,0,0,62
SAL10760,4,0,6,0,0,3,6,5,0,12
SAL10761,19,13,17,15,13,19,3,3,0,102
SAL10762,18,31,22,18,32,52,41,17,6,234
SAL10763,235,159,102,138,180,178,151,55,20,1211
SAL10764,11,0,6,7,8,8,11,6,0,58
SAL10765,0,4,0,0,0,6,4,0,0,16
SAL10766,409,238,311,304,226,223,226,75,11,2030
SAL10767,1542,961,1095,911,834,701,626,300,80,7054
SAL10768,0,0,0,0,0,0,0,0,0,0
SAL10769,623,325,385,427,456,373,357,285,159,3378
SAL10770,23,10,3,18,18,25,41,9,8,149
SAL10771,514,344,146,344,373,259,171,74,12,2233
SAL10772,1019,448,586,641,544,479,557,258,71,4595
SAL10773,0,0,0,0,0,0,0,0,0,0
SAL10774,2531,1256,1391,1757,1285,835,536,282,100,9977
SAL10775,7,3,4,7,8,3,0,0,0,29
SAL10776,3,0,5,3,8,3,8,4,0,35
SAL10777,1319,518,1058,1247,1083,766,652,362,91,7088
SAL10778,6,3,0,3,9,10,5,7,0,42
SAL10779,3200,2207,3010,2503,1719,1441,1226,912,353,16577
SAL10780,722,1813,2612,1696,1117,761,438,173,51,9381
SAL10781,3390,3245,5519,4150,3414,3045,1904,981,493,26132
SAL10782,0,0,0,0,0,0,0,0,0,0
SAL10783,27,11,0,24,29,34,36,22,0,182
SAL10784,242,137,162,204,207,148,106,83,25,1308
SAL10785,4,0,3,0,7,3,0,0,0,19
SAL10786,12,3,9,11,4,7,7,6,0,54
SAL10787,133,86,76,83,96,152,113,31,10,780
SAL10788,0,0,0,0,9,0,8,0,0,17
SAL10789,174,97,66,109,112,119,73,40,11,804
SAL10790,2204,1908,1730,1466,1676,1674,968,503,200,12320
SAL10791,1724,1448,1349,1321,1392,1457,904,435,267,10300
SAL10792,83,53,32,58,68,89,66,36,4,481
SAL10793,31,23,12,19,35,30,14,13,4,177
SAL10794,6,6,4,3,0,8,4,3,0,29
SAL10795,424,247,207,229,299,366,358,227,74,2437
SAL10796,1374,1072,2331,1612,1085,914,550,352,136,9430
SAL10797,138,80,89,98,104,166,229,219,83,1202
SAL10798,77,39,42,46,71,94,51,21,3,455
SAL10799,4,3,3,0,6,19,12,4,0,62
SAL10800,3,0,0,0,0,4,5,0,0,13
SAL10801,15,11,8,9,21,29,27,8,4,130
SAL10802,0,0,0,0,0,0,0,0,0,4
SAL10803,123,54,87,78,86,89,65,18,7,611
SAL10804,13,7,7,8,4,18,12,5,0,67
SAL10805,41,18,10,28,19,22,20,8,0,174
SAL10806,0,3,4,7,7,18,0,7,0,45
SAL10807,44,16,17,16,39,59,49,25,12,271
SAL10808,1112,751,968,898,749,665,601,436,137,6318
SAL10809,230,148,148,170,170,168,152,108,82,1384
SAL10810,535,404,385,393,394,383,236,156,47,2931
SAL10811,128,68,53,76,109,106,171,100,46,865
SAL10812,148,45,66,77,79,75,42,23,14,562
SAL10813,36,7,30,18,17,26,30,9,0,165
SAL10814,2313,1306,2090,1896,1680,1327,1073,621,276,12575
SAL10815,2685,1583,1135,1619,1837,1704,1421,774,412,13168
SAL10816,6,7,0,0,8,7,0,0,0,29
SAL10817,5856,3039,3220,4764,3426,3220,2471,1480,561,28044
SAL10818,1646,1306,1727,1578,1331,1315,992,524,199,10631
SAL10819,987,428,394,662,413,237,125,68,18,3332
SAL10820,0,0,0,0,0,0,4,0,0,4
SAL10821,17,28,18,14,33,31,35,12,6,204
SAL10822,50,18,17,15,35,30,18,10,4,196
SAL10823,3,0,0,0,0,3,0,0,0,10
SAL10824,0,0,0,0,0,0,0,0,0,0
SAL10825,602,418,479,434,460,425,343,180,130,3475
SAL10826,35,16,27,30,30,33,26,12,0,200
SAL10827,17,12,10,15,19,46,23,14,4,164
SAL10828,3,0,0,3,4,7,0,5,0,32
SAL10829,310,227,432,295,243,264,184,75,30,2061
SAL10830,3,0,0,0,0,6,3,4,0,32
SAL10831,71,39,32,23,48,44,21,16,0,305
SAL10832,9,3,0,5,6,5,5,0,0,37
SAL10833,43,13,25,15,15,38,19,13,9,186
SAL10834,0,0,4,0,4,0,0,0,0,10
SAL10835,5,0,3,0,0,0,4,0,0,17
SAL10836,218,151,111,130,187,179,142,112,27,1265
SAL10837,598,346,330,331,303,339,180,142,46,2616
SAL10838,25,16,17,22,21,38,22,10,3,169
SAL10839,6,0,4,4,5,3,9,0,6,28
SAL10840,285,187,162,177,246,287,201,57,9,1602
SAL10841,0,0,0,0,0,0,3,4,0,8
SAL10842,2136,1284,1209,1032,1141,1288,1404,993,440,10930
SAL10843,61,24,28,33,32,29,41,19,4,278
SAL10844,519,328,125,292,414,366,274,213,102,2643
SAL10845,34,10,13,18,20,30,22,9,0,150
SAL10846,7675,5089,3403,5805,5835,4919,4239,2545,1371,40874
SAL10847,25,20,14,10,16,25,11,11,0,131
SAL10848,543,468,120,269,560,452,345,149,63,2965
SAL10849,273,138,156,171,131,153,144,63,23,1248
SAL10850,801,328,195,571,555,407,297,81,29,3256
SAL10851,3500,2329,2211,2130,2152,2007,1298,678,288,16584
SAL10852,403,221,197,226,255,357,423,273,162,2522
SAL10853,0,0,0,0,0,0,0,0,0,4
SAL10854,25,9,8,19,13,14,10,0,0,106
SAL10855,548,339,481,347,307,275,182,96,26,2609
SAL10856,228,98,96,143,129,145,77,24,4,943
SAL10857,5,0,8,3,0,5,0,0,0,31
SAL10858,223,160,85,138,196,107,104,57,11,1077
SAL10859,15,7,0,7,4,0,6,0,0,38
SAL10860,4,3,3,5,11,3,7,3,0,37
SAL10861,648,460,280,413,514,599,624,343,136,4016
SAL10862,63,70,48,42,70,49,69,13,16,430
SAL10863,23,4,10,20,23,52,50,7,6,204
SAL10864,1220,1224,769,728,1092,1010,593,204,67,6906
SAL10865,117,126,89,83,115,104,107,47,18,815
SAL10866,20,15,9,13,25,17,12,8,0,125
SAL10867,5,4,6,0,8,9,0,4,0,32
SAL10868,3,0,0,3,0,0,6,0,0,12
SAL10869,58,25,26,23,38,60,77,48,11,379
SAL10870,24,8,24,21,19,30,24,12,0,175
SAL10871,0,0,0,0,0,0,0,0,0,0
SAL10872,276,237,524,366,316,210,165,96,33,2225
SAL10873,8,5,0,9,4,5,0,0,0,30
SAL10874,7,9,0,7,4,12,9,5,0,49
SAL10875,37,43,20,30,34,48,34,9,0,253
SAL10876,51,23,24,39,35,78,74,28,4,342
SAL10877,2793,1906,2326,2067,1915,1850,1796,1077,567,16300
SAL10878,0,0,0,0,0,0,0,0,0,0
SAL10879,296,205,179,202,216,367,615,548,140,2773
SAL10880,23,3,6,14,20,14,3,11,0,88
SAL10881,10,0,3,5,4,9,9,4,4,48
SAL10882,12,4,10,12,8,20,15,7,0,91
SAL10883,0,401,32,0,3,0,0,0,0,433
SAL10884,2532,1505,2001,1992,1606,1469,1217,849,427,13601
SAL10885,9,0,0,6,11,16,16,4,0,70
SAL10886,33,14,17,17,20,29,30,12,0,175
SAL10887,0,4,3,0,5,5,0,0,0,17
SAL10888,448,332,333,297,293,334,257,141,68,2501
SAL10889,15,0,0,9,12,11,13,6,0,69
SAL10890,6,3,9,10,9,24,16,0,0,86
SAL10891,4280,2816,4241,4632,3305,2424,2089,1137,626,25553
SAL10892,294,167,116,228,220,188,161,95,41,1521
SAL10893,7,20,8,14,27,33,25,24,5,157
SAL10894,12,7,23,14,15,13,15,10,0,100
SAL10895,360,326,134,231,330,357,239,134,53,2166
SAL10896,4,0,5,0,6,12,13,5,3,51
SAL10897,3511,2604,1369,2556,2812,2634,2065,1015,511,19082
SAL10898,3146,2028,1877,1696,1633,1644,1078,553,347,14007
SAL10899,0,0,0,0,4,9,3,3,0,25
SAL10900,717,456,278,447,544,488,337,164,71,3490
SAL10901,4,0,0,7,0,0,3,0,0,16
SAL10902,29,33,21,16,39,40,37,17,0,237
SAL10903,30,18,17,36,27,45,34,27,7,228
SAL10904,133,98,93,108,162,299,433,245,62,1639
SAL10905,4,0,4,0,5,11,0,0,0,22
SAL10906,278,2251,3080,1100,482,343,197,54,13,7803
SAL10907,1891,1155,1100,1243,1194,1180,971,474,206,9412
SAL10908,1330,416,769,886,482,373,231,71,13,4577
SAL10909,475,173,425,594,394,329,252,132,131,2909
SAL10910,361,223,240,234,268,293,238,95,30,1987
SAL10911,161,103,122,94,142,141,107,67,17,947
SAL10912,0,4,4,4,7,19,20,4,0,57
SAL10913,5,0,0,5,0,0,4,0,0,14
SAL10914,122,134,43,72,171,200,184,116,23,1066
SAL10915,39,14,10,19,19,27,35,21,4,186
SAL10916,3,0,9,0,5,6,0,0,0,27
SAL10917,1253,748,689,799,777,514,274,101,16,5177
SAL10918,22,16,19,14,38,30,42,7,5,200
SAL10919,481,208,279,295,306,335,254,95,17,2265
SAL10920,35,18,9,20,14,23,19,4,0,147
SAL10921,89,72,40,63,96,110,75,42,5,602
SAL10922,106,69,41,46,111,161,172,87,27,822
SAL10923,813,378,373,426,241,181,126,41,8,2579
SAL10924,11,12,9,10,10,27,19,8,0,115
SAL10925,6,3,5,0,6,4,0,0,0,34
SAL10926,0,0,0,0,0,3,0,0,0,0
SAL10927,274,188,141,188,256,191,163,146,129,1676
SAL10928,37,25,16,23,40,21,16,19,3,206
SAL10929,5,5,0,3,6,4,0,0,0,22
SAL10930,7,3,0,0,8,5,0,0,0,27
SAL10931,644,329,621,307,159,116,101,27,10,2309
SAL10932,6,3,9,3,3,10,3,0,0,35
SAL10933,217,108,53,122,147,124,130,44,8,950
SAL10934,305,274,94,142,304,319,157,107,43,1746
SAL10935,53,32,26,44,41,52,25,15,0,293
SAL10936,0,0,0,0,0,0,0,0,0,0
SAL10937,974,444,823,777,752,543,367,160,43,4887
SAL10938,178,96,76,129,137,142,112,33,4,907
SAL10939,27,24,21,24,41,43,29,13,0,214
SAL10940,0,0,0,0,4,0,0,0,0,9
SAL10941,22,15,4,21,11,17,9,5,0,114
SAL10942,260,154,122,175,236,309,286,158,47,1749
SAL10943,30,19,23,27,36,38,31,6,0,212
SAL10944,16,9,5,6,17,13,7,4,0,73
SAL10945,0,0,0,4,0,7,9,11,0,30
SAL10946,37,20,17,25,31,44,24,4,3,203
SAL10947,0,10,4,5,10,7,3,5,0,42
SAL10948,760,416,544,455,381,468,331,181,68,3603
SAL10949,10,4,0,0,6,6,3,5,0,36
SAL10950,105,78,42,69,78,183,136,67,9,766
SAL10951,7,6,0,8,4,6,11,5,0,47
SAL10952,19,0,9,20,7,9,13,6,0,95
SAL10953,930,486,677,576,485,403,384,222,41,4206
SAL10954,6,0,9,0,0,7,3,0,0,25
SAL10955,10,5,0,6,5,3,6,3,0,41
SAL10956,9,0,3,3,0,0,0,0,0,25
SAL10957,15,18,0,16,13,14,14,0,0,83
SAL10958,18,19,13,22,37,37,43,15,0,201
SAL10959,4548,3131,3229,3212,3186,3444,3268,2125,947,27089
SAL10960,0,0,0,0,0,4,4,0,0,3
SAL10961,0,0,0,5,8,4,0,0,0,13
SAL10962,0,0,0,5,8,9,8,4,0,44
SAL10963,9,3,4,8,6,6,17,5,0,61
SAL10964,212,122,127,142,143,184,131,62,40,1152
SAL10965,1310,640,682,990,642,419,180,43,7,4914
SAL10966,276,168,113,166,215,219,153,49,14,1372
SAL10967,21,7,3,9,0,4,4,4,0,51
SAL10968,8,12,14,21,14,29,12,8,4,115
SAL10969,123,90,73,61,78,77,84,30,12,634
SAL10970,1204,956,1022,976,1146,1059,818,498,263,7944
SAL10971,1066,668,365,669,825,574,365,206,72,4805
SAL10972,89,28,41,67,71,44,27,12,6,376
SAL10973,19,10,3,17,13,19,16,10,0,109
SAL10974,3,0,0,0,0,0,4,0,0,10
SAL10975,42,3,24,22,21,35,12,15,4,177
SAL10976,53,36,24,33,33,35,27,9,6,258
SAL10977,5,3,11,0,11,3,4,6,0,51
SAL10978,29,10,6,19,22,43,28,6,0,167
SAL10979,113,70,52,64,87,127,106,41,9,681
SAL10980,0,0,0,0,0,0,0,0,0,0
SAL10981,5,0,0,3,4,0,4,5,0,22
SAL10982,0,0,0,0,0,0,0,0,0,3
SAL10983,8,21,5,5,11,12,3,4,0,62
SAL10984,66,43,37,48,58,38,32,17,6,336
SAL10985,366,222,235,192,259,213,202,80,15,1775
SAL10986,0,0,0,0,0,0,0,0,0,0
SAL10987,1839,1188,1183,1211,1135,960,758,390,96,8770
SAL10988,0,0,4,0,4,3,10,0,0,27
SAL10989,26,15,7,9,16,16,15,0,0,100
SAL10990,10,8,0,5,4,0,7,5,0,28
SAL10991,6,4,4,0,4,5,0,5,0,31
SAL10992,59,28,46,33,44,80,92,32,7,416
SAL10993,33,9,10,16,11,7,4,4,0,88
SAL10994,0,0,0,0,0,0,8,0,0,19
SAL10995,7,0,7,9,0,13,7,0,0,38
SAL10996,917,511,322,597,644,480,344,155,72,4053
SAL10997,22,5,6,8,9,4,6,12,0,65
SAL10998,28,9,5,13,21,25,15,5,0,117
SAL10999,2524,1802,1471,1815,2131,1941,1443,917,511,14551
SAL11000,1073,777,719,734,937,786,638,393,129,6178
SAL11001,3053,1919,1691,1723,1518,1326,1012,592,227,13066
SAL11002,672,321,408,340,349,449,322,222,109,3185
SAL11003,59,35,31,49,37,48,28,15,6,314
SAL11004,0,0,0,0,0,3,0,0,0,7
SAL11005,55,39,25,31,39,59,71,26,11,365
SAL11006,70,33,22,38,60,63,63,30,10,394
SAL11007,18,15,14,17,34,59,40,8,3,206
SAL11008,44,18,26,24,45,53,27,17,4,253
SAL11009,9,0,5,4,5,0,4,3,0,30
SAL11010,322,331,358,269,286,251,217,152,85,2267
SAL11011,24,19,15,13,19,30,25,12,0,148
SAL11012,48,16,26,35,47,48,52,14,9,298
SAL11013,515,392,240,322,422,403,300,196,82,2884
SAL11014,767,506,577,528,555,486,335,210,63,4030
SAL11015,1953,1249,4110,2636,1762,1345,935,483,162,14634
SAL11016,25,13,11,15,30,24,16,13,0,151
SAL11017,15,0,6,13,4,11,12,7,0,81
SAL11018,93,55,68,63,89,104,50,13,5,549
SAL11019,429,619,814,460,459,434,369,155,45,3774
SAL11020,14,6,3,9,4,13,5,0,0,49
SAL11021,7,0,0,8,0,3,9,0,0,32
SAL11022,56,38,17,37,35,23,31,14,0,244
SAL11023,53,22,31,31,36,70,55,14,6,309
SAL11024,219,129,123,110,152,185,161,132,44,1262
SAL11025,470,259,257,234,262,288,257,166,87,2275
SAL11026,39,47,17,34,44,67,62,10,0,324
SAL11027,0,0,0,0,0,0,0,0,0,0
SAL11028,22,7,11,15,13,11,13,9,0,99
SAL11029,0,0,0,0,0,0,0,0,0,0
SAL11030,0,4,0,3,0,3,0,0,0,8
SAL11031,18,17,10,17,20,24,17,7,0,132
SAL11032,50,38,37,25,42,69,84,33,8,382
SAL11033,4,3,6,3,10,16,4,5,5,73
