SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL13107,89,57,51,51,80,94,94,81,26,629
SAL13108,7,5,0,4,4,5,8,0,0,38
SAL13109,8,4,0,0,5,7,7,5,0,32
SAL13110,22,20,12,10,32,17,14,11,6,132
SAL13111,19,13,0,12,22,3,7,6,3,88
SAL13112,86,32,42,66,60,66,29,9,0,396
SAL13113,50,36,24,39,33,34,19,12,0,246
SAL13114,742,532,503,537,552,574,347,171,54,4019
SAL13115,5,0,0,3,3,9,8,0,0,34
SAL13116,18,9,6,16,8,10,9,4,0,80
SAL13117,15,21,13,11,24,23,37,77,47,265
SAL13118,4,11,5,6,3,10,6,0,0,31
SAL13119,0,0,3,0,0,0,0,0,0,5
SAL13120,77,26,25,32,43,49,44,17,3,321
SAL13121,1130,476,791,631,400,349,260,130,29,4197
SAL13122,986,476,594,502,365,368,358,184,106,3935
SAL13123,1267,724,398,795,944,632,553,278,90,5689
SAL13124,11,10,3,7,11,20,20,8,0,91
SAL13125,23,0,5,13,3,9,3,4,0,73
SAL13126,1666,1237,2762,2037,1735,1330,1027,676,236,12701
SAL13127,0,0,0,0,0,0,0,0,0,8
SAL13128,9,4,3,0,3,3,4,0,0,23
SAL13129,0,4,0,0,3,0,0,0,0,15
SAL13130,10,8,13,4,4,5,7,0,0,64
SAL13131,2377,1729,1866,1908,1807,1964,1292,694,375,14017
SAL13132,608,427,369,397,468,440,326,331,234,3594
SAL13133,0,0,0,0,3,0,0,0,0,4
SAL13134,0,0,4,0,0,4,6,0,0,13
SAL13135,0,0,0,0,0,9,0,0,0,5
SAL13136,698,538,329,476,590,524,337,289,99,3885
SAL13137,0,5,0,0,5,3,4,0,5,26
SAL13138,0,0,0,0,0,0,0,0,0,0
SAL13139,4,0,0,0,9,0,4,0,0,15
SAL13140,4,0,3,0,0,0,3,0,0,13
SAL13141,25,3,7,12,12,5,7,3,0,66
SAL13142,91,38,60,43,46,89,62,33,4,472
SAL13143,168,145,92,120,201,306,339,240,41,1652
SAL13144,11,6,6,7,16,18,16,5,3,87
SAL13145,13,14,6,7,12,17,18,3,6,95
SAL13146,15,11,3,10,22,15,24,9,3,115
SAL13147,84,35,34,51,62,91,76,32,12,482
SAL13148,5,8,4,0,5,8,5,7,0,38
SAL13149,21,0,15,7,8,20,11,4,0,95
SAL13150,16,8,11,14,13,12,6,0,4,78
SAL13151,147,99,81,70,106,167,156,98,79,1002
SAL13152,81,47,45,74,91,119,138,56,21,667
SAL13153,66,46,22,43,57,72,72,39,11,423
SAL13154,13,0,5,7,0,6,8,0,0,38
SAL13155,2703,1669,1629,1927,1844,1692,1130,618,294,13507
SAL13156,7,3,0,0,8,3,0,0,0,21
SAL13157,16,16,17,16,13,6,0,0,0,86
SAL13158,16,14,0,10,16,17,10,5,0,86
SAL13159,3,0,0,0,5,0,0,0,0,7
SAL13160,11,4,4,0,0,0,0,0,0,15
SAL13161,6,3,5,6,0,0,0,3,0,29
SAL13162,2337,1382,1339,1265,1317,1417,1145,783,341,11324
SAL13163,23,15,12,16,20,39,24,10,0,152
SAL13164,535,521,761,798,530,324,156,55,8,3684
SAL13165,46,43,29,28,42,47,33,10,0,275
SAL13166,17,21,3,14,31,45,23,13,3,167
SAL13167,4915,3360,9454,6468,2218,1805,1235,566,195,30211
SAL13168,6,12,3,6,11,11,5,0,0,61
SAL13169,4,5,3,7,7,12,9,0,0,45
SAL13170,199,96,79,149,124,141,103,61,11,960
SAL13171,14,14,9,10,22,50,72,43,6,235
SAL13172,0,0,0,0,0,5,0,3,0,11
SAL13173,309,134,186,150,157,125,107,48,7,1215
SAL13174,8,5,5,3,4,5,11,9,0,50
SAL13175,26,6,17,18,7,14,9,3,0,109
SAL13176,5,0,0,3,0,11,0,5,0,23
SAL13177,222,109,94,112,135,194,167,85,45,1162
SAL13178,0,8,4,0,9,4,9,5,0,43
SAL13179,2193,1398,1463,1579,1521,1410,1112,821,587,12079
SAL13180,456,324,204,311,338,323,254,247,69,2524
SAL13181,38,26,20,21,24,41,29,5,0,210
SAL13182,31,24,21,27,49,100,138,95,22,510
SAL13183,46,47,34,38,57,30,23,24,3,301
SAL13184,0,0,0,0,0,0,0,0,0,0
SAL13185,56,37,13,47,36,34,28,12,0,256
SAL13186,6,4,3,0,0,6,16,5,0,45
SAL13187,4,3,3,7,19,18,6,6,0,67
SAL13188,211,135,139,103,150,126,142,47,19,1080
SAL13189,146,75,65,118,111,140,142,76,16,874
SAL13190,15,8,13,8,6,7,12,6,0,82
SAL13191,23,0,15,10,16,21,17,10,0,118
SAL13192,1326,637,600,1073,805,477,327,201,92,5532
SAL13193,1398,814,1335,1353,852,745,586,394,258,7743
SAL13194,1301,985,701,1015,1102,1063,763,460,196,7588
SAL13195,2677,2448,3558,2443,2020,1755,1474,1030,563,17966
SAL13196,34,34,19,26,19,53,53,13,10,263
SAL13197,1910,1589,2113,1745,1577,1595,1175,600,292,12592
SAL13198,5,4,6,0,0,7,0,0,0,22
SAL13199,10,8,35,14,20,10,3,0,0,99
SAL13200,0,0,6,0,0,0,0,0,0,4
SAL13201,116,60,57,65,74,97,56,36,4,567
SAL13202,1036,973,1823,1368,1215,826,561,291,108,8200
SAL13203,119,94,77,77,127,99,80,28,5,716
SAL13204,50,44,46,44,73,96,43,15,3,406
SAL13205,125,94,62,82,97,101,84,56,20,721
SAL13206,17,3,0,12,13,12,8,3,3,77
SAL13207,63,20,12,34,49,30,42,22,0,276
SAL13208,23,8,6,14,20,20,16,10,0,128
SAL13209,31,11,18,15,28,38,7,7,5,157
SAL13210,53,22,16,24,33,31,22,11,0,221
SAL13211,1355,747,692,931,881,765,597,316,128,6413
SAL13212,1078,644,653,650,770,700,508,218,63,5282
SAL13213,0,0,0,0,0,8,0,0,0,12
SAL13214,63,47,27,37,52,57,32,15,4,333
SAL13215,0,0,0,0,0,5,0,0,0,5
SAL13216,51,34,24,37,66,75,56,14,0,352
SAL13217,22,29,4,17,31,37,22,5,8,175
SAL13218,0,0,0,0,0,0,0,0,0,0
SAL13219,66,41,38,51,52,46,35,22,3,358
SAL13220,0,0,0,0,0,0,0,0,0,0
SAL13221,0,0,0,0,0,0,0,0,0,0
SAL13222,5,4,4,5,10,16,0,9,0,53
SAL13223,29,21,14,15,51,94,81,40,6,345
SAL13224,7,0,3,3,0,0,0,0,0,10
SAL13225,3,0,0,0,3,0,0,0,0,11
SAL13226,0,0,0,0,4,0,0,0,0,3
SAL13227,3,5,4,5,9,0,0,5,0,38
SAL13228,20,13,16,6,20,3,7,8,0,96
SAL13229,8,0,0,8,4,3,6,4,0,30
SAL13230,11,9,9,3,11,16,6,3,0,63
SAL13231,18,12,7,8,14,12,7,3,0,77
SAL13232,0,4,5,0,6,12,8,4,0,30
SAL13233,10,4,0,3,7,9,4,3,0,40
SAL13234,0,0,0,0,0,0,0,0,0,0
SAL13235,9,6,0,7,14,13,11,5,0,71
SAL13236,19,7,6,9,13,20,14,7,0,102
SAL13237,0,18,0,4,13,7,0,3,5,48
SAL13238,915,510,342,565,558,457,326,164,36,3871
SAL13239,17,17,17,12,16,11,3,0,0,85
SAL13240,26,15,8,16,19,21,13,3,4,127
SAL13241,139,77,53,92,97,78,39,25,4,606
SAL13242,2252,1513,1360,1421,1324,1176,656,252,112,10070
SAL13243,709,396,342,461,532,551,412,366,203,3974
SAL13244,247,209,254,238,250,316,295,167,74,2043
SAL13245,146,143,137,137,160,194,228,145,43,1334
SAL13246,0,0,0,0,0,0,0,0,0,0
SAL13247,4,0,0,3,3,0,4,0,0,14
SAL13248,119,71,56,111,127,239,229,86,6,1049
SAL13249,22,8,9,9,9,10,13,10,0,86
SAL13250,0,3,0,0,3,5,5,0,0,13
SAL13251,16,18,10,9,16,16,8,10,0,94
SAL13252,26,13,10,19,33,35,17,10,5,167
SAL13253,12,6,0,4,0,8,7,3,0,53
SAL13254,30,10,45,38,29,35,23,13,0,226
SAL13255,0,0,0,0,0,0,0,0,0,0
SAL13256,268,168,96,128,174,155,120,74,23,1210
SAL13257,874,540,662,627,622,714,524,328,199,5088
SAL13258,7428,5096,4419,4995,5742,6251,6726,4892,2147,47693
SAL13259,0,0,0,0,0,0,0,0,0,0
SAL13260,0,0,0,0,0,0,0,0,0,0
SAL13261,7,9,8,9,7,11,13,8,0,64
SAL13262,416,228,247,278,285,372,373,191,49,2447
SAL13263,19,10,8,11,16,33,24,7,5,145
SAL13264,43,19,36,44,43,44,42,8,4,277
SAL13265,15,7,15,11,14,44,45,18,6,156
SAL13266,14,4,15,8,17,17,19,8,4,112
SAL13267,344,204,299,254,149,116,75,19,0,1454
SAL13268,180,655,2265,1397,999,763,584,270,71,7183
SAL13269,1690,605,540,1103,929,849,861,450,193,7238
SAL13270,565,439,399,398,438,454,425,268,75,3457
SAL13271,25,22,6,12,15,22,18,10,0,126
SAL13272,3531,2613,1749,2171,2339,1761,857,446,225,15694
SAL13273,38,28,21,19,37,57,71,36,9,314
SAL13274,0,0,0,0,0,0,0,0,0,0
SAL13275,12,15,9,0,8,14,9,0,0,59
SAL13276,272,182,189,179,191,249,187,126,45,1623
SAL13277,33,14,23,22,21,27,8,3,0,155
SAL13278,954,667,715,771,667,623,528,224,43,5187
SAL13279,0,0,0,0,0,3,0,0,0,6
SAL13280,5,0,0,4,0,10,10,9,0,36
SAL13281,13,6,0,4,8,9,9,0,3,41
SAL13282,0,0,0,0,0,0,0,0,0,5
SAL13283,17,6,8,9,4,3,3,0,0,52
SAL13284,11,8,7,3,9,12,4,0,0,64
SAL13285,29,18,19,23,30,55,53,11,3,247
SAL13286,4551,3189,3349,2788,2463,2309,1529,877,334,21384
SAL13287,0,0,0,0,0,0,3,0,0,3
SAL13288,25,17,17,16,8,12,5,0,4,107
SAL13289,20,0,10,3,8,24,11,3,0,81
SAL13290,694,565,365,456,602,649,471,194,104,4097
SAL13291,33,21,7,18,27,32,28,15,3,190
SAL13292,14,9,12,18,18,12,18,15,0,126
SAL13293,6,6,6,0,6,5,3,4,0,37
SAL13294,2319,1559,997,1626,1785,1575,1125,562,230,11775
SAL13295,10,3,6,4,7,7,12,10,0,60
SAL13296,19,10,8,19,16,24,10,3,4,110
SAL13297,1298,1003,3197,2708,1489,1325,1087,447,98,12658
SAL13298,38,25,23,23,37,60,59,21,5,291
SAL13299,6360,3369,4000,5052,3428,2754,2005,705,216,27893
SAL13300,28,4,11,20,15,23,10,11,5,128
SAL13301,0,0,0,0,0,4,0,0,0,19
SAL13302,12,13,0,7,8,5,13,0,0,57
SAL13303,28,13,15,13,29,24,26,16,0,163
SAL13304,920,613,1263,922,774,768,531,358,256,6409
SAL13305,677,432,1015,677,532,455,269,136,51,4240
SAL13306,621,343,548,431,423,425,233,89,26,3146
SAL13307,685,319,330,455,521,348,274,152,58,3143
SAL13308,9,8,0,6,0,5,9,4,0,44
SAL13309,431,280,899,640,416,379,219,109,43,3407
SAL13310,38,48,14,39,48,40,43,7,3,292
SAL13311,3,0,5,0,0,0,0,0,0,20
SAL13312,3,0,0,0,0,0,0,0,0,7
SAL13313,43,22,18,20,24,23,39,16,0,215
SAL13314,606,345,296,363,416,452,464,293,121,3355
SAL13315,96,56,52,50,95,124,68,22,0,573
SAL13316,1278,724,785,856,670,859,564,158,46,5943
SAL13317,276,172,125,181,146,137,159,62,16,1272
SAL13318,110,68,36,64,98,128,131,45,12,693
SAL13319,11,8,3,5,9,20,15,14,0,84
SAL13320,90,73,58,69,98,119,81,49,43,681
SAL13321,30,17,16,21,21,40,31,18,4,186
SAL13322,154,107,151,134,186,164,128,81,47,1151
SAL13323,282,114,206,263,228,224,202,167,65,1734
SAL13324,51,13,18,24,21,21,21,14,12,192
SAL13325,4264,3052,6420,4713,3635,2674,2003,1336,847,28943
SAL13326,9,0,6,4,8,6,5,3,0,42
SAL13327,3,0,3,3,4,5,0,0,0,27
SAL13328,523,260,296,381,305,246,320,193,32,2547
SAL13329,57,24,26,29,25,28,15,9,3,208
SAL13330,21,9,4,13,6,8,9,4,0,78
SAL13331,30,9,21,13,19,28,15,16,5,142
SAL13332,364,234,177,209,260,309,337,142,42,2076
SAL13333,12,8,8,6,13,15,11,6,0,70
SAL13334,65,40,38,27,44,74,57,50,51,444
SAL13335,4,0,0,0,0,0,0,0,0,5
SAL13336,34,23,14,13,18,23,16,6,0,142
SAL13337,4,0,0,4,6,6,0,0,0,15
SAL13338,515,244,234,332,280,202,192,70,17,2094
SAL13339,10,6,9,4,13,8,10,0,0,66
SAL13340,2774,1721,1764,1639,1636,1625,1340,711,240,13453
SAL13341,229,183,86,127,201,184,116,48,7,1174
SAL13342,106,56,47,71,87,168,183,77,14,798
SAL13343,0,0,0,0,0,0,0,0,0,4
SAL13344,3,3,0,0,6,5,0,4,0,30
SAL13345,0,0,0,0,0,0,0,0,0,5
SAL13346,59,14,20,26,35,40,31,11,0,247
SAL13347,52,35,18,39,57,81,85,31,11,412
SAL13348,0,0,0,0,0,3,0,0,0,3
SAL13349,69,27,39,43,55,63,60,31,7,404
SAL13350,49,35,26,25,31,30,22,10,8,247
SAL13351,5,3,0,7,7,16,9,6,0,59
SAL13352,1074,1327,3578,2286,1649,1391,978,569,211,13072
SAL13353,662,376,243,401,515,513,499,343,225,3785
SAL13354,8,3,4,8,3,0,5,0,0,36
SAL13355,24,24,8,17,25,29,11,8,0,159
SAL13356,20,8,8,14,24,13,14,5,0,97
SAL13357,0,7,10,0,0,10,5,0,0,34
SAL13358,893,675,852,626,573,650,458,188,67,4990
SAL13359,162,116,113,98,124,91,75,37,6,829
SAL13360,18,0,8,5,15,17,19,0,0,85
SAL13361,24,3,10,15,14,31,16,3,4,121
SAL13362,5,3,3,0,6,8,3,0,0,31
SAL13363,36,10,14,17,17,13,21,4,0,131
SAL13364,360,119,188,236,164,132,158,84,11,1453
SAL13365,20,8,6,11,22,29,14,5,0,118
SAL13366,115,64,44,75,108,125,110,23,8,667
SAL13367,38,25,22,21,25,40,27,4,0,201
SAL13368,4,3,0,0,10,14,10,3,0,45
SAL13369,2846,1860,2061,2093,1893,1862,1356,768,514,15268
SAL13370,405,272,274,289,269,212,136,39,24,1916
SAL13371,10,5,4,0,5,5,6,0,0,39
SAL13372,1393,1147,4322,2376,741,749,507,163,63,11453
SAL13373,3,5,3,0,14,11,5,0,0,37
SAL13374,14,0,4,10,5,5,11,3,0,48
SAL13375,681,612,910,567,584,614,560,510,378,5418
SAL13376,126,74,41,74,142,146,163,66,23,850
SAL13377,14,0,16,6,9,0,3,6,0,55
SAL13378,17,11,8,9,10,30,11,0,0,95
SAL13379,42,13,14,22,24,37,35,9,3,181
SAL13380,6,3,4,4,10,6,0,0,0,37
SAL13381,0,0,3,0,3,8,6,4,0,32
SAL13382,51,18,22,31,29,46,65,35,5,298
SAL13383,2088,1070,1560,1404,970,729,497,245,72,8627
SAL13384,0,0,0,0,5,3,0,0,0,10
SAL13385,686,478,159,339,551,414,299,166,56,3148
SAL13386,1972,1480,1931,1733,1525,1685,1331,820,311,12793
SAL13387,0,6,4,4,4,8,0,0,0,18
SAL13388,9,14,4,12,6,13,17,3,0,69
SAL13389,368,196,178,200,315,312,310,119,26,2017
SAL13390,169,126,44,77,152,165,140,36,14,925
SAL13391,9,15,10,0,17,17,5,8,0,73
SAL13392,20,17,11,13,30,25,27,4,4,149
SAL13393,43,25,15,31,29,71,37,15,6,266
SAL13394,2115,2056,3846,2579,1557,1419,1044,601,260,15475
SAL13395,31,9,15,13,27,41,33,4,5,180
SAL13396,9,13,7,6,13,11,9,6,0,78
SAL13397,5,6,0,5,0,6,6,3,0,22
SAL13398,0,3,0,0,3,4,8,4,0,25
SAL13399,9,0,4,0,9,5,0,0,0,25
SAL13400,10,3,0,4,12,11,13,7,4,65
SAL13401,0,0,4,3,4,10,16,4,0,53
SAL13402,16,11,4,11,8,7,7,3,0,69
SAL13403,48,43,25,24,48,39,25,11,11,275
SAL13404,6,0,0,4,4,10,8,3,0,35
SAL13405,37,43,19,34,43,46,50,17,8,297
SAL13406,266,163,111,155,243,182,153,68,40,1380
SAL13407,27,13,11,19,18,27,28,3,7,151
SAL13408,3,7,3,4,8,12,18,6,0,60
SAL13409,0,0,0,0,4,0,0,0,0,3
SAL13410,3262,2057,2245,2310,1898,1771,1382,695,549,16176
SAL13411,2236,823,1113,1581,635,396,241,191,68,7280
SAL13412,1616,1011,1427,1452,1326,1063,936,710,361,9911
SAL13413,13,16,9,9,10,11,11,5,0,87
SAL13414,10,0,0,6,9,5,3,0,0,32
SAL13415,62,33,40,54,77,76,73,13,0,423
SAL13416,0,8,4,5,0,11,7,8,0,39
SAL13417,5,0,4,0,0,10,0,0,3,25
SAL13418,7,0,0,4,11,18,21,0,0,57
SAL13419,1635,1756,3980,2353,1389,997,732,512,186,13533
SAL13420,11,13,9,6,17,12,7,5,0,73
SAL13421,25,23,17,12,37,40,40,15,3,225
SAL13422,774,379,1162,873,340,272,175,55,21,4047
SAL13423,2483,1587,1609,1643,1670,1411,1010,639,303,12356
SAL13424,1828,1099,1138,1048,973,969,672,241,46,8007
SAL13425,3,5,3,0,0,4,4,3,0,26
SAL13426,2081,1380,979,1478,1525,1162,979,535,234,10340
SAL13427,343,212,80,172,288,237,156,90,49,1618
SAL13428,31,19,21,21,27,49,39,14,4,221
SAL13429,50,18,14,23,28,33,22,23,7,218
SAL13430,14,12,8,8,14,17,24,3,0,95
SAL13431,6,0,6,0,3,11,11,7,4,50
SAL13432,0,0,0,0,0,0,0,0,0,5
SAL13433,32,7,26,6,23,8,11,7,0,117
SAL13434,406,339,229,240,341,250,247,149,39,2241
SAL13435,8,5,5,4,9,15,15,3,0,55
SAL13436,8,0,0,6,6,6,0,0,0,33
SAL13437,11,22,22,9,24,31,11,0,4,137
SAL13438,6,0,0,5,4,9,0,0,0,22
SAL13439,19,12,3,17,19,12,17,3,0,111
SAL13440,30,9,10,20,27,30,17,12,4,148
SAL13441,0,0,6,0,0,4,3,0,0,11
SAL13442,27,44,19,12,42,34,28,18,6,230
SAL13443,40,17,15,24,30,35,32,9,3,204
SAL13444,2363,1829,1636,2013,1710,957,542,235,64,11349
SAL13445,24,8,6,14,19,20,10,5,0,105
SAL13446,34,26,38,15,22,24,12,5,6,172
SAL13447,8,0,4,12,8,21,23,0,3,84
SAL13448,12,12,6,8,4,0,0,0,0,42
SAL13449,227,164,60,125,214,152,96,26,3,1063
SAL13450,1474,665,1292,1604,1353,968,796,337,55,8553
SAL13451,5,4,0,3,12,19,17,6,0,65
SAL13452,3,3,0,3,7,9,5,0,0,41
SAL13453,15,10,11,5,3,21,15,0,4,83
SAL13454,0,0,0,0,8,0,0,5,0,15
SAL13455,106,58,44,80,72,91,107,31,11,605
SAL13456,10,11,0,8,21,25,32,15,4,120
SAL13457,6,0,3,0,10,10,8,0,0,28
SAL13458,1153,687,729,787,643,602,736,239,55,5632
SAL13459,128,107,678,484,257,240,199,141,95,2335
SAL13460,17,6,9,4,14,25,13,4,3,98
SAL13461,46,35,26,28,36,52,40,18,5,285
SAL13462,913,502,514,635,816,614,458,272,187,4920
SAL13463,368,177,154,230,206,172,151,98,38,1593
SAL13464,2867,1505,2082,1665,1377,1221,1269,798,304,13091
SAL13465,26,13,14,15,6,17,15,4,5,114
SAL13466,12,9,0,8,6,7,9,5,0,62
SAL13467,15,16,14,15,29,25,28,16,3,163
SAL13468,1390,882,1039,1066,1011,927,548,303,106,7274
SAL13469,5442,3150,6352,5692,3626,3226,2304,1384,736,31907
SAL13470,29,31,17,21,47,33,33,17,7,230
SAL13471,0,9,0,0,8,8,4,3,0,35
SAL13472,127,71,62,92,107,156,160,100,31,904
SAL13473,34,17,37,19,35,47,24,12,0,230
SAL13474,81,47,30,61,47,55,43,20,9,388
SAL13475,7,14,3,7,4,13,6,14,0,67
SAL13476,778,507,397,420,361,400,213,128,45,3243
SAL13477,232,84,78,143,137,146,202,69,16,1103
SAL13478,637,426,360,397,539,725,848,767,292,4991
SAL13479,4,8,0,9,7,9,3,6,3,50
SAL13480,6,6,5,0,7,16,10,10,4,61
SAL13481,0,0,0,0,0,4,0,0,0,13
SAL13482,193,134,84,123,160,179,137,77,17,1103
SAL13483,0,0,0,0,0,0,0,0,0,4
SAL13484,68,41,33,39,41,63,29,18,6,349
SAL13485,955,624,667,472,611,509,353,171,72,4434
SAL13486,110,83,38,70,82,107,67,36,9,602
SAL13487,1293,813,820,834,885,1101,1252,709,180,7874
SAL13488,0,0,0,0,0,0,0,0,0,0
SAL13489,28,12,27,23,20,19,31,39,78,276
SAL13490,22,0,8,10,10,10,13,8,0,87
SAL13491,3,4,0,4,5,8,4,0,0,20
SAL13492,0,0,0,0,0,6,0,0,0,9
SAL13493,208,118,104,151,197,199,157,99,46,1275
SAL13494,657,285,461,406,319,351,304,91,33,2913
SAL13495,5,3,0,6,0,3,7,0,0,25
SAL13496,8,7,0,0,13,8,3,0,0,42
SAL13497,3,5,5,0,0,3,0,0,0,26
SAL13498,26,0,9,22,10,12,17,7,0,97
SAL13499,0,0,0,0,0,6,3,0,0,15
SAL13500,0,4,0,6,0,14,9,0,0,44
SAL13501,37,12,16,23,32,27,24,10,0,188
SAL13502,116,56,77,86,87,95,64,21,6,597
SAL13503,0,0,0,0,0,6,0,0,0,5
SAL13504,1809,1104,1138,1381,1570,1438,1193,866,361,10864
SAL13505,5,4,0,4,6,3,5,0,0,32
SAL13506,521,199,217,351,367,427,389,165,38,2660
SAL13507,734,463,402,461,567,562,461,258,71,3982
SAL13508,0,0,0,0,3,3,6,0,0,18
SAL13509,12,3,9,5,10,16,13,10,0,76
SAL13510,69,50,34,44,66,65,48,32,3,416
SAL13511,16,3,12,11,8,11,10,0,0,67
SAL13512,0,0,0,0,0,0,4,0,0,7
SAL13513,615,334,358,434,535,554,571,288,97,3788
SAL13514,106,65,41,77,66,88,69,22,6,542
SAL13515,79,38,26,39,54,46,26,8,3,325
SAL13516,4,0,0,0,0,0,0,0,0,7
SAL13517,4285,1507,2828,3791,1344,765,493,151,41,15213
SAL13518,1145,604,790,749,704,678,559,396,194,5824
SAL13519,0,0,0,0,0,4,3,0,0,12
SAL13520,136,71,35,74,142,127,84,34,3,711
SAL13521,3,3,0,0,8,0,13,0,0,25
SAL13522,6,5,15,0,0,14,0,8,0,43
SAL13523,165,53,66,109,110,192,182,78,21,986
SAL13524,1708,951,434,903,1325,937,590,390,147,7384
SAL13525,203,155,88,94,158,176,98,32,6,1011
SAL13526,68,33,39,38,42,35,25,9,0,292
SAL13527,11,3,5,13,7,5,10,9,0,56
SAL13528,6,4,3,9,0,12,8,3,0,56
SAL13529,62,23,33,35,34,43,22,6,0,254
SAL13530,43,46,36,28,53,88,60,29,3,376
SAL13531,1329,991,817,804,780,716,482,224,150,6300
SAL13532,35,27,33,37,25,24,22,11,6,219
SAL13533,3729,2465,3111,3094,2414,2178,1774,1003,336,20095
SAL13534,11,5,3,10,11,12,3,5,0,56
SAL13535,3,5,3,3,0,3,6,6,0,30
SAL13536,18,13,5,15,16,20,16,3,0,104
SAL13537,7,10,5,4,12,12,10,0,0,68
SAL13538,869,518,438,399,443,333,292,142,11,3455
SAL13539,65,51,41,54,64,45,34,13,7,384
SAL13540,38,15,19,23,17,29,16,16,0,182
SAL13541,23,17,13,11,20,17,21,14,0,143
SAL13542,22,3,6,6,3,7,6,0,0,76
SAL13543,13,8,4,0,18,15,18,12,3,87
SAL13544,0,0,3,0,7,5,7,0,0,30
SAL13545,8,0,0,5,9,0,0,0,0,13
SAL13546,22,10,12,15,12,18,19,12,3,136
SAL13547,1562,1014,642,1103,1159,889,699,382,139,7591
SAL13548,528,424,386,348,450,619,450,227,90,3520
SAL13549,19,27,50,20,19,41,90,103,90,457
SAL13550,202,134,119,158,165,198,181,101,63,1313
SAL13551,18,6,8,13,9,14,7,3,4,68
SAL13552,13,17,9,7,24,32,30,15,5,145
SAL13553,5,5,4,3,4,11,9,0,4,36
SAL13554,210,140,131,143,185,269,304,263,182,1815
SAL13555,476,208,255,316,333,475,639,422,129,3248
SAL13556,6,0,0,4,5,9,6,3,0,29
SAL13557,709,729,942,499,362,396,438,352,120,4537
SAL13558,0,0,0,0,0,0,4,0,0,11
SAL13559,1034,625,606,605,640,560,325,121,30,4543
SAL13560,9,0,4,3,9,12,11,3,0,48
SAL13561,39,26,27,21,29,51,55,26,10,274
SAL13562,474,398,902,879,474,260,149,53,13,3600
SAL13563,5,4,3,0,0,7,3,0,0,28
SAL13564,943,603,727,591,672,667,501,334,151,5185
SAL13565,1186,572,847,622,566,496,338,178,93,4896
SAL13566,3,446,87,9,14,10,8,0,0,581
SAL13567,0,0,0,0,0,3,0,0,0,3
SAL13568,0,0,0,0,0,0,0,0,0,0
SAL13569,239,127,72,160,187,194,200,102,16,1303
SAL13570,20,3,11,3,23,20,12,3,0,93
SAL13571,18,5,28,25,19,14,11,8,0,130
SAL13572,17,3,26,15,12,21,22,4,0,123
SAL13573,0,3,0,0,4,5,0,0,0,16
SAL13574,4,8,8,4,0,0,0,0,0,19
SAL13575,2583,1753,1753,1551,1638,1568,1183,766,370,13160
SAL13576,4,0,0,3,5,3,0,0,0,20
SAL13577,6,0,0,5,10,16,7,7,0,55
SAL13578,44,50,21,34,69,57,41,27,0,345
SAL13579,241,100,104,144,169,231,214,104,13,1332
SAL13580,135,69,62,55,79,92,66,50,27,625
SAL13581,0,5,3,0,4,4,4,0,0,14
SAL13582,0,0,0,0,0,0,0,0,0,3
SAL13583,0,0,0,0,3,0,0,0,0,0
SAL13584,6,11,4,10,19,23,20,0,0,94
SAL13585,16,4,0,8,13,23,33,13,0,111
SAL13586,195,125,116,120,198,287,302,189,30,1564
SAL13587,158,155,98,109,177,181,118,68,21,1087
SAL13588,67,25,41,36,32,43,24,11,8,272
SAL13589,170,168,268,168,165,225,136,51,21,1372
SAL13590,23,13,20,4,25,44,42,17,8,196
SAL13591,52,32,46,14,31,53,63,19,5,311
SAL13592,0,0,0,3,4,9,4,7,0,27
SAL13593,286,217,221,172,184,203,156,116,21,1583
SAL13594,243,113,137,127,131,156,205,157,57,1326
SAL13595,1109,666,537,703,875,714,529,340,147,5611
SAL13596,38,14,27,30,40,69,75,28,5,319
SAL13597,184,78,96,156,167,114,70,17,3,887
SAL13598,1340,766,693,662,728,760,699,458,179,6288
SAL13599,1433,866,819,765,660,568,417,231,74,5829
SAL13600,140,99,68,79,110,122,104,51,5,781
SAL13601,68,40,18,38,49,52,62,21,12,355
SAL13602,73,37,54,40,44,73,25,29,8,385
SAL13603,909,609,680,726,722,643,468,297,173,5221
SAL13604,545,300,274,280,337,371,303,160,36,2604
SAL13605,336,258,203,220,262,241,171,64,16,1775
SAL13606,63,31,44,40,33,35,43,23,0,317
SAL13607,64,41,56,62,54,70,51,25,14,432
SAL13608,131,83,52,77,99,87,63,25,3,613
SAL13609,156,123,79,128,162,158,149,68,38,1064
SAL13610,773,356,527,480,318,260,267,125,54,3165
SAL13611,112,39,56,55,73,71,53,29,6,493
SAL13612,2467,1543,1567,1767,1417,1231,1243,619,151,12005
SAL13613,1291,826,977,740,697,773,676,450,188,6621
SAL13614,705,444,138,413,563,383,260,206,90,3208
SAL13615,1447,865,1139,1174,789,676,462,253,108,6913
SAL13616,652,348,397,403,485,804,1112,638,212,5058
SAL13617,1235,757,987,750,687,738,474,264,61,5948
SAL13618,26,12,15,14,27,39,27,8,0,180
SAL13619,9,0,8,5,3,7,4,4,0,33
SAL13620,30,12,22,13,34,39,33,9,5,198
SAL13621,563,374,311,415,479,501,438,231,91,3400
SAL13622,22,24,6,12,13,12,21,0,4,115
