SAL_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SAL12357,4,12,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,9,28
SAL12358,577,1166,3,24,48,236,6,36,363,1345,422,1645,17,84,49,173,94,294,162,551,585,2192,0,3,6,32,5,14,46,99,57,147,10,38,17,34,49,104,82,179,139,330,13,19,1310,3705
SAL12359,26,47,0,0,4,9,0,0,13,47,10,55,0,0,0,0,0,4,0,4,15,55,0,0,0,3,0,0,3,10,4,11,0,0,0,0,0,0,0,0,3,13,0,0,44,118
SAL12360,40,82,0,0,5,11,0,4,4,27,12,45,0,5,3,5,5,11,8,27,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,0,0,58,151
SAL12361,99,202,4,10,11,37,4,7,32,125,39,174,3,13,4,22,19,81,30,112,78,289,0,0,0,3,0,0,3,5,3,8,0,0,0,0,9,27,9,27,14,31,0,0,185,520
SAL12362,0,4,0,0,0,0,0,0,0,11,0,11,0,0,0,3,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22
SAL12363,7,16,0,8,0,6,0,0,4,13,3,22,0,12,0,5,5,9,5,20,12,41,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,17,62
SAL12364,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12365,17,30,0,0,9,24,0,0,7,29,16,53,0,6,0,4,0,9,4,19,17,70,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,34,106
SAL12366,8,11,0,0,0,5,0,0,4,8,4,8,0,7,0,0,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31
SAL12367,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL12368,4,14,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21
SAL12369,94,189,0,8,0,10,4,8,35,144,39,165,4,9,5,13,19,63,28,83,65,250,0,3,5,25,0,0,16,44,23,68,0,0,0,6,19,36,21,38,39,110,3,9,206,555
SAL12370,2205,4494,77,491,303,1469,71,347,1992,7692,2440,10000,168,784,221,803,619,2139,1013,3732,3456,13731,26,133,106,384,55,212,626,1707,818,2434,80,276,156,343,721,1699,953,2319,1771,4749,207,445,7647,23424
SAL12371,261,519,9,30,36,152,4,22,156,608,205,821,22,102,29,110,44,138,101,353,306,1170,0,5,9,31,8,24,29,87,49,141,3,18,18,33,36,80,55,133,101,272,7,10,673,1964
SAL12372,132,266,8,51,26,142,6,35,81,364,128,598,22,98,8,30,65,225,92,356,218,953,0,0,3,20,0,9,18,58,27,87,0,0,3,8,26,54,25,62,51,140,4,8,410,1373
SAL12373,15,20,0,0,3,12,0,0,8,35,13,48,0,0,0,3,0,3,3,11,13,56,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,27,81
SAL12374,145,281,10,46,20,96,3,19,134,521,163,680,7,43,17,51,20,66,49,164,214,846,0,0,5,30,3,17,18,43,26,88,0,0,6,13,16,37,21,53,54,142,4,6,415,1279
SAL12375,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21
SAL12376,47,96,0,5,4,32,3,11,29,118,36,158,0,3,12,22,8,24,21,49,55,214,0,0,0,0,0,0,8,25,8,25,0,0,0,0,3,6,0,12,9,31,0,0,115,333
SAL12377,127,250,0,8,12,46,9,30,78,309,99,403,6,15,10,43,30,96,47,158,144,559,0,0,4,9,0,3,19,60,22,72,0,3,0,0,11,25,12,32,38,106,9,16,318,929
SAL12378,134,263,0,4,5,35,7,23,47,196,60,261,3,12,5,26,12,38,23,72,86,336,0,4,5,10,0,11,18,43,25,62,0,3,3,9,17,40,21,54,51,118,6,14,275,725
SAL12379,4,6,0,0,0,5,0,0,6,12,3,14,0,3,3,6,0,0,4,12,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,40
SAL12380,378,753,13,56,88,404,9,39,340,1331,442,1830,31,143,59,208,114,400,207,755,656,2589,0,0,9,38,3,16,47,120,64,177,14,39,20,42,70,145,99,230,163,406,9,12,1198,3757
SAL12381,16,38,0,5,0,0,0,0,6,15,9,21,0,0,0,3,0,5,6,7,7,29,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,8,4,8,4,14,0,0,33,83
SAL12382,31,62,0,0,0,0,0,6,5,24,7,33,0,6,0,4,0,7,3,19,11,54,0,0,0,0,0,0,0,10,0,10,0,0,0,0,6,4,6,4,7,8,0,0,50,129
SAL12383,9,18,0,0,0,3,0,0,0,8,3,14,0,0,0,0,0,6,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,14,37
SAL12384,349,711,9,53,45,246,24,133,219,907,303,1341,44,189,27,95,180,605,246,892,554,2231,0,0,8,29,8,31,61,175,81,232,3,18,13,23,87,187,104,229,178,462,15,27,1091,3428
SAL12385,293,590,3,26,14,88,12,53,78,317,113,483,3,26,12,28,40,122,55,179,166,659,0,7,6,24,0,0,22,71,33,103,0,7,7,8,22,35,25,55,61,163,6,8,528,1419
SAL12386,7,18,0,0,0,0,0,3,4,21,8,24,0,5,0,0,4,8,4,17,11,45,0,0,0,0,0,0,3,13,3,13,0,0,0,0,4,9,4,9,11,23,0,0,29,92
SAL12387,688,1389,9,42,53,254,12,69,334,1289,408,1654,24,105,32,101,114,374,168,582,579,2234,7,20,17,56,17,61,164,413,200,548,16,45,38,78,193,426,247,553,451,1100,35,71,1752,4790
SAL12388,5,19,0,0,0,0,0,0,4,13,4,13,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,14,33
SAL12389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12390,19,41,0,3,6,24,0,0,7,26,7,50,0,0,0,0,13,40,11,38,22,86,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,3,0,3,4,10,0,4,48,143
SAL12391,5,10,0,0,0,3,0,0,4,23,10,24,0,0,0,3,0,0,0,3,5,26,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,0,0,4,0,6,0,0,17,42
SAL12392,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13
SAL12393,14,27,0,6,0,9,0,0,5,6,4,20,0,0,0,3,3,8,4,18,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,65
SAL12394,191,395,5,32,63,296,0,15,121,478,194,821,26,125,57,223,61,220,150,567,345,1385,4,10,5,10,0,4,17,43,22,67,3,11,5,17,18,46,32,75,52,141,5,9,596,1934
SAL12395,61,115,0,8,16,54,4,8,42,168,55,241,4,12,6,15,14,53,28,85,84,323,0,0,3,6,0,0,4,7,10,18,0,0,0,0,3,8,5,5,10,26,0,0,149,465
SAL12396,58,103,0,0,0,0,0,5,28,111,33,116,0,0,0,0,11,25,11,25,37,144,0,0,0,3,0,0,5,12,4,20,0,0,0,0,5,3,5,3,10,25,0,0,107,272
SAL12397,3,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,7,4,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,11,23
SAL12398,150,313,3,18,17,89,6,34,96,373,122,507,13,55,22,77,33,101,68,230,189,736,0,0,5,11,0,4,19,43,21,64,3,10,9,26,35,76,50,112,74,167,3,4,413,1219
SAL12399,50,96,0,6,0,9,0,5,15,48,19,65,0,0,0,7,6,37,13,44,29,110,0,0,0,0,0,0,4,16,4,16,0,0,3,4,5,9,8,11,12,25,0,0,87,230
SAL12400,12,21,0,5,0,10,0,0,3,13,9,33,0,0,0,0,4,14,3,14,13,43,0,0,0,0,0,4,0,3,4,3,0,0,0,0,0,3,0,3,0,6,0,0,26,73
SAL12401,4,14,0,9,0,3,0,0,5,13,3,28,0,0,0,0,0,0,0,0,6,32,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,13,44
SAL12402,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL12403,13,29,0,4,0,9,0,0,0,11,3,20,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,22,57
SAL12404,80,167,5,14,25,101,7,35,75,293,105,434,15,51,20,63,32,112,65,225,166,664,0,0,0,7,0,0,5,17,11,28,0,0,0,4,7,18,5,17,20,45,0,0,266,872
SAL12405,73,153,0,9,6,19,0,0,32,124,33,144,5,15,3,21,12,40,26,82,59,228,0,0,0,5,0,0,3,16,8,13,4,8,0,0,0,6,4,12,14,32,0,0,146,410
SAL12406,21,37,0,0,4,10,0,5,0,0,7,18,0,0,0,4,3,5,4,13,6,28,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,3,3,12,0,0,30,81
SAL12407,36,80,0,0,0,14,0,3,14,46,18,65,0,4,0,3,7,22,4,29,22,94,0,0,3,8,0,0,6,15,11,27,0,0,0,0,11,12,11,12,20,37,0,0,81,211
SAL12408,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
SAL12409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12410,50,99,0,0,0,14,0,6,25,103,32,119,5,9,9,26,16,67,31,95,60,212,0,0,0,5,0,0,4,13,7,20,0,0,0,4,5,19,4,20,14,37,0,0,120,357
SAL12411,35,67,0,5,0,0,0,0,5,33,14,42,0,0,6,8,6,23,14,40,20,79,0,0,0,0,0,0,4,3,4,3,0,0,0,0,3,9,3,9,6,12,4,8,66,167
SAL12412,0,3,0,0,0,0,0,5,3,9,0,12,0,0,0,5,3,8,0,12,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27
SAL12413,6,11,0,8,0,0,0,0,3,6,4,16,0,3,0,6,0,4,5,13,8,24,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,18,46
SAL12414,4,13,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,6,27
SAL12415,10,12,0,0,0,0,0,10,0,4,5,19,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27
SAL12416,3,8,0,6,0,0,0,0,3,9,3,14,0,0,0,0,0,5,0,5,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33
SAL12417,39,72,0,0,0,19,0,0,7,22,11,40,0,14,0,3,7,23,12,40,23,77,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,12,7,11,8,21,0,0,68,171
SAL12418,3,13,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,11,3,11,0,11,0,0,0,0,0,0,0,6,0,6,0,0,0,0,8,8,8,8,8,15,0,0,17,36
SAL12419,12,22,0,0,0,5,0,0,5,33,9,35,0,0,0,3,3,14,4,22,15,53,0,0,0,0,0,0,4,7,4,7,0,0,0,5,4,10,4,12,7,14,0,7,35,100
SAL12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
SAL12421,81,166,3,7,7,36,5,24,43,164,55,233,10,39,3,17,22,71,34,125,94,356,0,0,6,13,3,5,0,5,11,27,4,10,3,12,3,10,11,28,20,54,7,6,194,582
SAL12422,19,36,0,0,0,0,0,4,4,12,4,16,0,6,0,4,3,20,10,30,13,45,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,34,89
SAL12423,4,10,0,0,0,0,0,0,7,41,7,41,0,0,0,3,3,5,4,15,14,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,20,65
SAL12424,12,22,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,7,6,8,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,18,42
SAL12425,3,5,0,0,0,0,0,8,0,8,3,16,0,0,0,5,0,7,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,7,0,0,9,32
SAL12426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12427,40,81,0,0,5,13,6,12,16,50,23,85,0,6,8,15,4,18,14,44,33,128,0,0,0,0,0,0,0,7,4,8,0,10,0,0,5,9,7,16,11,20,0,0,86,233
SAL12428,151,305,11,44,32,157,11,55,134,595,189,842,27,127,21,69,78,250,117,450,308,1294,0,0,3,19,0,9,14,40,22,69,3,16,5,8,21,48,32,70,52,137,3,8,510,1751
SAL12429,24,47,0,13,0,5,0,0,12,48,13,69,3,16,0,11,4,12,10,36,26,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,55,158
SAL12430,603,1235,21,113,84,395,20,87,356,1414,482,2013,73,319,108,389,256,861,435,1565,918,3577,0,4,12,38,9,18,38,99,58,157,19,59,20,54,90,213,129,320,181,483,15,27,1719,5317
SAL12431,527,1101,62,370,149,812,58,290,592,2555,855,4028,76,342,58,225,256,902,393,1468,1244,5504,17,88,34,119,25,106,192,589,261,900,29,116,32,78,266,598,328,794,589,1695,51,110,2412,8405
SAL12432,21,41,0,0,8,23,0,5,18,64,24,87,0,10,0,3,14,39,12,49,36,140,0,0,0,3,0,0,0,0,0,3,0,7,0,0,6,5,6,9,8,11,0,0,61,190
SAL12433,11,23,0,0,0,9,0,3,3,21,9,26,0,0,0,0,0,3,0,3,11,29,0,0,0,0,0,0,3,17,3,17,0,0,0,0,3,6,3,6,5,23,0,0,29,73
SAL12434,9,14,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,4,0,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26
SAL12435,48,90,0,0,0,5,0,0,26,98,26,98,0,0,0,3,8,18,9,24,36,124,0,0,3,4,0,0,7,24,10,27,0,3,0,0,7,17,10,24,23,50,0,5,102,272
SAL12436,34,59,0,0,0,10,0,0,13,46,13,52,0,0,6,14,9,22,10,47,29,98,0,0,0,0,0,0,6,9,6,9,0,0,0,0,3,11,3,11,11,22,4,7,66,189
SAL12437,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL12438,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SAL12439,297,596,4,13,22,101,9,43,127,516,160,672,7,31,7,32,48,150,66,212,228,885,0,9,14,43,8,36,80,226,102,318,0,8,14,33,59,134,77,176,185,498,14,37,729,2018
SAL12440,379,752,0,12,16,67,5,27,106,441,133,543,4,19,10,38,32,112,56,165,187,708,4,12,13,41,3,28,49,143,73,222,0,5,11,26,66,138,82,170,149,399,15,35,728,1892
SAL12441,206,408,5,15,14,79,0,3,81,334,102,425,6,32,30,96,39,112,73,235,176,656,0,6,3,15,0,5,12,39,19,59,5,6,7,18,16,31,26,60,49,113,0,5,432,1191
SAL12442,822,1689,41,261,222,1035,48,233,911,3562,1219,5086,98,423,144,510,333,1115,575,2044,1796,7137,24,113,61,240,52,203,329,960,472,1520,19,63,70,157,384,873,471,1094,941,2616,67,152,3628,11590
SAL12443,372,752,7,27,53,247,20,89,315,1200,399,1559,29,122,27,92,88,282,147,497,542,2054,3,20,9,38,0,0,50,139,64,198,3,18,19,46,63,139,89,194,148,398,8,22,1076,3230
SAL12444,119,244,8,39,43,182,10,33,77,307,123,560,24,89,30,100,68,227,120,418,244,975,0,12,0,12,4,15,13,35,19,75,6,25,0,6,7,23,17,63,42,132,0,3,409,1357
SAL12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12446,1480,2964,0,0,25,115,4,10,705,2394,737,2522,3,16,48,155,44,141,98,319,834,2840,0,0,12,38,0,14,116,269,137,321,6,25,64,150,85,180,166,355,298,674,124,246,2736,6720
SAL12447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12448,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12449,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,8,18
SAL12450,74,145,0,0,4,5,0,0,7,31,12,34,0,8,4,14,9,25,12,46,24,83,0,0,0,9,0,0,6,9,5,18,0,0,0,0,5,8,5,8,9,25,0,0,104,250
SAL12451,6,10,0,0,0,0,0,0,4,8,4,8,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23
SAL12452,77,151,0,5,0,14,4,17,30,119,34,150,4,10,5,24,11,43,21,73,60,227,0,4,0,4,0,6,8,13,8,35,0,0,0,3,11,24,13,28,19,56,0,0,156,432
SAL12453,24,49,0,0,0,8,0,6,4,27,9,46,0,0,5,10,4,8,7,13,17,59,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,5,10,5,10,0,0,40,118
SAL12454,58,113,0,12,3,29,0,7,34,133,46,176,0,0,4,10,10,34,18,52,59,226,0,0,0,0,0,0,7,15,8,20,0,4,0,3,6,16,10,27,18,45,0,0,140,387
SAL12455,20,42,0,0,0,5,0,0,6,11,3,20,0,0,0,3,0,0,0,3,8,25,0,0,0,0,0,0,0,4,3,7,0,0,0,0,3,6,3,6,4,16,0,0,33,84
SAL12456,5,14,0,0,0,5,0,0,0,0,0,5,0,5,0,3,0,5,0,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27
SAL12457,12,20,0,0,0,6,4,9,10,36,17,59,0,3,3,6,4,17,11,36,24,91,0,0,0,0,0,0,7,12,7,12,0,0,0,0,4,5,4,5,10,23,0,0,45,134
SAL12458,193,393,0,14,8,57,10,39,82,304,101,408,9,27,15,38,27,81,44,145,148,561,0,9,11,28,3,10,49,122,62,166,3,10,9,22,56,119,62,149,124,309,20,42,483,1298
SAL12459,7,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17
SAL12460,21,41,0,0,0,9,6,6,29,115,33,130,0,14,3,10,4,17,13,40,44,172,0,0,0,0,0,0,4,15,4,15,0,0,3,3,0,4,5,15,11,29,0,0,75,238
SAL12461,48,87,0,0,3,7,0,0,17,71,17,83,0,4,0,0,0,9,4,16,25,98,0,0,0,0,0,0,5,17,5,17,0,0,0,0,11,17,11,17,17,35,0,0,80,217
SAL12462,298,610,4,32,58,262,5,28,211,861,286,1182,40,191,47,177,106,340,200,710,485,1890,0,6,7,22,0,9,49,117,55,150,11,34,14,40,73,154,96,220,149,376,17,35,952,2906
SAL12463,0,7,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,5,4,5,0,0,0,0,3,3,3,3,3,10,0,6,8,22
SAL12464,0,4,0,0,0,0,0,7,0,0,0,7,0,4,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SAL12465,132,262,4,20,9,44,0,0,42,149,55,210,3,17,7,12,23,90,31,119,87,331,0,5,4,10,0,10,27,71,37,102,0,5,7,15,24,51,31,72,65,178,3,8,286,775
SAL12466,5,13,0,0,0,0,0,0,3,16,3,16,0,0,0,0,0,3,0,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37
SAL12467,15,41,0,0,0,6,0,5,4,26,13,32,0,0,0,0,4,5,4,5,11,43,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,6,4,6,7,14,4,3,35,94
SAL12468,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL12469,14,25,0,0,0,3,0,0,4,14,4,14,0,5,5,5,0,0,5,15,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,52
SAL12470,62,126,0,12,0,5,0,0,19,73,21,87,4,14,0,3,11,24,13,40,35,136,4,12,0,0,3,11,16,39,18,61,0,5,0,0,7,12,8,19,27,76,0,0,122,336
SAL12471,358,716,0,9,17,93,13,40,101,381,125,519,7,24,14,38,31,100,49,165,181,679,0,0,13,28,9,17,28,74,44,122,0,15,3,9,37,75,47,100,89,224,3,8,630,1624
SAL12472,22,47,0,0,0,4,0,0,3,14,5,19,0,6,0,3,0,8,6,17,6,37,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,32,85
SAL12473,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24
SAL12474,5,20,0,0,6,8,0,0,5,15,4,22,0,0,0,3,4,6,4,7,8,37,0,0,0,5,0,0,4,9,4,7,0,0,0,0,0,0,0,0,4,7,0,0,20,63
SAL12475,49,98,0,11,9,42,3,5,12,62,31,120,5,20,3,18,19,59,25,95,55,216,0,0,0,0,0,4,0,8,0,15,0,6,0,0,0,12,5,12,4,25,0,0,115,340
SAL12476,7,17,0,0,4,8,0,0,4,13,3,19,0,0,0,5,3,9,0,7,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53
SAL12477,50,97,0,0,4,12,0,3,17,58,15,66,3,6,3,13,7,17,12,37,29,102,0,0,0,4,0,0,5,14,5,18,0,0,0,3,11,30,15,33,20,51,5,5,103,256
SAL12478,257,503,0,13,47,204,3,11,198,764,248,994,24,92,47,171,71,209,140,473,385,1467,0,6,3,12,3,6,29,76,36,104,11,23,23,47,27,62,55,132,94,231,13,22,746,2217
SAL12479,10,29,0,0,0,8,0,0,8,21,4,25,0,0,0,0,0,3,0,3,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,20,61
SAL12480,35,71,0,0,3,8,7,30,14,50,17,94,0,3,5,9,17,45,22,55,39,148,0,0,0,0,0,0,0,3,0,3,0,5,0,0,7,8,3,14,8,13,0,0,80,231
SAL12481,3,3,0,0,0,3,0,0,5,17,5,24,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30
SAL12482,75,157,0,3,3,26,3,8,36,160,43,199,4,30,9,41,23,69,39,136,82,340,0,0,6,13,0,0,9,40,14,50,0,10,0,4,16,33,16,49,33,96,0,0,199,593
SAL12483,102,206,0,0,9,25,0,14,54,215,63,262,5,21,8,16,22,71,26,105,89,363,6,10,0,0,0,0,10,43,19,51,0,3,0,0,14,21,15,21,30,77,0,4,221,652
SAL12484,245,489,0,8,12,71,4,33,97,376,117,487,6,18,9,36,47,146,60,199,179,682,0,13,9,36,9,28,68,194,85,271,4,10,15,31,72,156,85,193,176,463,20,37,617,1677
SAL12485,2305,4582,3,27,111,496,6,43,1006,3676,1136,4240,63,262,171,574,168,518,399,1351,1529,5590,3,14,23,72,3,10,149,315,182,417,16,40,62,134,131,266,207,441,389,860,41,92,4270,11117
SAL12486,641,1285,6,47,62,277,15,58,517,1943,603,2328,32,124,68,246,94,312,197,681,800,3011,0,4,11,44,5,5,100,223,120,285,11,39,26,53,94,191,131,287,250,572,25,45,1714,4915
SAL12487,264,533,9,44,20,96,16,77,125,482,170,701,7,32,19,54,63,212,93,300,257,1002,7,18,6,21,13,44,76,228,101,316,4,6,16,27,66,136,79,176,179,493,9,16,712,2048
SAL12488,34,61,0,0,0,0,0,0,4,19,4,19,0,5,0,0,0,10,6,14,4,31,0,0,0,0,0,0,3,9,3,9,0,0,0,4,0,3,4,6,5,15,0,6,46,112
