SAL_CODE_2021,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SAL14333,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,14,12,16,12,16,13,22,3,0,96,3,11,7,5,13,5,0,3,47,0,0,0,6,4,0,0,0,12,4,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,0,15,0,17,10,8,4,0,0,0,38,0,3,6,7,0,5,0,0,26,0,0,0,0,0,0,0,0,7,4,4,7,0,4,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,34,35,27,41,36,35,7,3,223,64,98,78,94,85,75,18,10,527,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,4,7,15,16,15,14,9,4,0,74,4,7,13,4,5,6,3,0,41,7,25
SAL14334,0,0,0,0,3,0,0,0,13,0,8,5,0,4,0,0,0,12,4,12,28,27,51,48,26,12,210,9,16,15,23,18,16,15,0,109,5,3,3,12,0,3,0,0,21,0,5,4,3,6,5,5,0,24,0,0,0,0,3,3,0,0,20,0,9,3,8,8,13,7,0,53,3,6,0,9,8,9,0,0,38,0,0,0,0,5,4,0,0,8,0,0,3,3,9,8,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,5,9,8,9,13,27,29,13,115,30,71,84,106,122,134,87,26,659,0,0,0,0,0,4,0,0,8,0,0,0,5,0,0,0,0,3,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,13,12,17,14,10,7,0,83,0,13,13,13,15,7,6,0,73,6,13
SAL14335,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,5,6,24,27,24,10,8,0,100,5,4,5,8,3,4,0,0,28,0,0,0,0,0,0,0,0,6,0,0,6,4,0,0,0,0,14,0,0,0,0,0,3,0,0,6,0,0,8,13,0,7,0,0,36,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,5,3,7,4,0,0,19,23,23,53,59,41,27,9,0,238,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,3,12,13,9,8,4,0,52,0,6,16,13,0,5,0,0,31,4,6
SAL14336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,6,12,7,0,50,0,8,0,5,0,0,0,0,16,0,0,4,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,8,4,0,29,10,21,21,28,26,24,6,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,0,0,0,3,0,4,0,0,10,0,0
SAL14337,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,7,3,6,0,0,22,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,0,0,15,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,26,13,16,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,6,5,0,0,0,15,0,0,3,6,0,0,0,0,11,4,0
SAL14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SAL14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,10,10,10,6,3,5,60,0,4,3,0,10,0,0,0,19,0,0,3,3,0,0,0,0,3,0,0,5,4,3,7,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,0,0,0,0,3,3,0,0,10,0,0,0,0,4,0,0,0,6,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,0,16,15,27,24,28,31,20,15,4,158,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,12,17,3,0,3,47,0,0,8,4,0,0,0,0,22,4,8
SAL14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,5,0,6,17,8,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4
SAL14341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14342,0,4,0,0,4,3,0,0,17,0,10,13,3,9,0,0,0,34,9,44,45,29,27,35,15,6,208,8,17,15,11,21,8,7,5,78,0,3,0,4,3,0,0,0,17,0,12,7,4,10,0,0,0,33,0,10,5,10,3,11,5,0,41,7,24,24,15,19,11,12,0,107,8,13,18,16,4,10,0,0,69,0,8,0,0,0,4,0,0,15,0,5,11,6,3,4,0,0,34,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,14,20,14,12,10,18,15,14,5,89,59,159,155,106,116,103,53,16,762,0,5,4,3,4,0,0,0,20,0,0,0,0,0,4,0,0,7,0,4,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,11,11,34,29,23,26,17,8,4,151,6,29,33,20,19,17,6,0,130,6,37
SAL14343,0,0,0,0,0,0,0,0,9,5,7,3,3,3,0,0,0,17,11,15,8,20,20,12,18,0,105,3,10,6,6,4,12,0,0,45,0,6,3,0,6,3,0,0,20,0,4,7,4,4,0,4,0,21,0,3,5,4,0,0,5,0,17,6,18,6,11,14,7,5,5,62,3,4,3,8,11,0,0,0,35,0,7,0,3,0,0,0,0,14,3,9,8,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,13,12,12,16,11,15,9,3,85,38,98,70,81,75,62,30,7,460,0,3,0,0,0,0,0,0,13,0,5,0,3,0,0,0,0,14,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,12,3,17,5,11,14,12,6,0,64,6,12,9,5,11,12,3,0,60,12,21
SAL14344,0,0,0,0,0,0,3,0,6,0,4,7,0,0,0,0,0,9,12,12,10,29,41,20,6,9,136,3,11,0,13,17,5,7,0,61,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,0,6,0,7,0,0,7,0,0,0,22,6,0,3,14,15,4,0,0,41,0,4,5,0,0,3,0,0,7,4,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,0,0,0,15,35,41,25,61,95,39,25,12,323,6,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,4,3,8,13,4,3,0,39,4,8,8,10,17,11,0,0,57,12,13
SAL14345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14348,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,8,4,4,8,15,5,0,53,4,5,9,8,0,4,0,0,28,0,6,0,8,0,0,0,0,11,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,8,3,4,0,0,0,6,0,0,15,0,0,5,0,3,3,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,3,4,5,4,0,30,8,34,29,29,24,36,16,0,183,0,4,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,8,4,5,5,4,0,28,0,0,0,0,0,3,0,0,15,4,8
SAL14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,6,3,0,0,32,0,4,0,3,5,0,0,0,13,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,4,4,0,0,19,3,9,12,11,23,10,0,0,75,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,10,0,4,0,0,0,3,0,0,11,0,0
SAL14350,0,5,4,0,4,8,6,0,19,3,4,3,0,4,0,0,0,21,10,53,43,47,79,56,39,0,335,14,23,16,27,17,18,13,0,121,0,19,14,9,8,4,5,0,61,5,10,8,5,12,9,6,0,60,0,6,7,0,12,24,9,0,60,3,9,10,13,17,18,9,3,86,7,8,8,14,16,9,3,0,59,3,3,0,3,8,7,0,0,25,0,7,7,3,13,6,4,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,11,33,26,17,31,40,31,30,12,211,78,176,127,161,237,192,115,24,1115,0,7,0,3,3,3,0,0,12,0,0,0,4,0,3,0,0,13,3,4,9,0,3,4,0,0,20,0,0,0,0,0,0,0,0,7,7,0,3,0,3,3,0,0,21,13,38,32,45,65,39,25,3,260,8,24,26,16,27,24,13,0,134,9,36
SAL14351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14352,0,9,14,13,16,7,0,0,53,6,9,11,16,5,4,0,0,52,10,56,82,101,91,72,40,12,462,25,28,48,28,31,16,7,0,187,3,9,10,16,6,5,6,0,61,5,9,13,25,20,13,4,0,92,0,16,21,18,24,32,14,7,132,13,35,45,52,46,46,12,5,250,7,25,29,38,30,17,3,0,159,8,23,14,11,8,3,0,0,66,8,13,14,9,0,11,0,0,56,0,0,0,0,0,0,0,0,0,0,3,9,5,3,0,3,0,26,5,10,5,12,16,10,3,6,79,89,248,312,344,299,248,93,31,1661,0,4,8,7,8,9,0,0,44,0,0,4,0,0,4,0,0,8,4,0,0,7,0,4,0,0,20,0,4,4,3,0,0,0,0,8,3,5,5,6,6,6,0,0,20,14,43,56,66,44,44,24,5,300,13,69,77,79,82,74,17,3,412,22,52
SAL14353,0,22,20,22,23,16,12,0,120,10,23,101,58,30,11,0,0,227,23,84,166,173,142,110,121,27,846,20,34,76,78,37,30,27,9,319,0,5,12,13,10,6,0,0,40,10,26,23,31,14,14,11,4,126,3,13,25,24,8,24,13,8,116,12,85,206,180,105,99,55,8,750,12,34,48,39,24,24,14,3,206,16,21,33,24,3,0,3,0,100,5,9,18,26,7,8,9,0,78,0,0,0,0,0,0,0,0,0,0,4,8,10,13,3,0,3,43,18,20,28,19,25,17,13,12,150,144,382,768,675,448,372,277,69,3131,8,18,30,40,25,10,3,0,134,0,7,28,20,11,3,4,0,76,0,22,27,20,17,10,8,0,102,6,3,7,5,5,0,0,0,35,4,6,8,7,0,0,3,0,21,27,73,103,79,64,54,36,14,453,13,60,104,110,56,59,28,15,456,38,113
SAL14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,19,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,12,12,13,9,3,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3
SAL14355,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,11,10,3,0,0,0,0,27,5,8,3,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,3,0,0,3,0,3,7,0,6,0,0,0,15,0,0,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,9,7,25,27,20,12,14,0,0,105,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,3,8,4,0,0,29,3,0,3,0,0,0,0,0,11,0,7
SAL14356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,9,6,10,4,3,4,4,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,10,0,0
