SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL13385,..,0,9,115,210,161,126,58,11,702,..,0,3,6,12,14,0,6,0,37,..,0,0,3,7,7,0,0,0,20,369,..,..,..,..,..,..,..,..,369,..,202,..,..,..,..,..,..,..,202,..,34,52,9,6,4,3,0,0,114,..,5,0,0,0,0,0,0,3,7,..,0,4,4,0,0,0,0,0,10,..,0,0,3,0,4,3,0,0,10,..,0,0,0,3,7,10,10,3,37,9,10,0,0,3,0,0,0,0,27,378,264,78,152,241,196,143,80,21,1547,..,0,29,150,226,157,103,39,5,713,..,0,6,4,5,7,0,0,0,35,..,0,0,9,24,13,10,12,8,76,270,..,..,..,..,..,..,..,..,270,..,143,..,..,..,..,..,..,..,143,..,32,28,7,7,3,0,0,0,81,..,3,0,3,0,0,7,3,0,23,..,3,4,3,0,0,0,0,0,11
SAL13386,..,17,271,432,377,424,331,231,85,2162,..,17,109,62,63,25,12,10,0,299,..,0,4,18,26,31,25,5,11,112,987,..,..,..,..,..,..,..,..,987,..,301,..,..,..,..,..,..,..,301,..,239,216,95,52,28,0,0,0,631,..,47,60,29,12,16,21,11,10,209,..,20,66,27,35,22,10,0,0,183,..,74,120,41,31,42,27,9,0,337,..,11,78,67,84,154,164,94,25,685,14,11,16,16,10,8,7,4,5,86,1001,733,943,786,686,751,602,357,135,5995,..,27,349,492,380,403,301,165,38,2163,..,31,121,49,48,32,13,3,0,299,..,3,50,112,195,139,50,42,28,622,860,..,..,..,..,..,..,..,..,860,..,320,..,..,..,..,..,..,..,320,..,187,149,54,28,29,3,0,0,450,..,22,40,15,19,44,56,45,16,261,..,25,30,17,11,12,3,3,0,102
SAL13387,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13388,..,0,0,7,4,0,9,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,9,0,0,30,..,0,0,7,0,3,7,0,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13389,..,0,28,50,96,87,88,44,12,404,..,0,15,13,9,20,10,0,0,66,..,0,0,0,7,3,5,0,0,18,190,..,..,..,..,..,..,..,..,190,..,43,..,..,..,..,..,..,..,43,..,49,15,3,3,0,0,0,0,79,..,0,0,6,0,4,4,0,0,14,..,0,0,0,0,3,0,0,0,9,..,0,3,0,3,10,3,0,0,23,..,0,7,5,12,9,23,13,6,77,5,5,6,0,3,7,3,0,0,24,198,101,80,79,142,140,137,56,17,956,..,0,41,68,101,87,85,27,3,417,..,6,15,12,15,11,5,0,0,66,..,0,5,11,21,3,9,0,0,55,144,..,..,..,..,..,..,..,..,144,..,49,..,..,..,..,..,..,..,49,..,23,14,4,4,0,0,0,0,45,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,3,0,0,0,10
SAL13390,..,0,10,26,65,67,52,19,3,234,..,0,3,3,3,3,4,0,0,17,..,0,0,0,0,4,0,0,0,8,84,..,..,..,..,..,..,..,..,84,..,35,..,..,..,..,..,..,..,35,..,29,3,6,0,0,0,0,0,38,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,0,0,8,..,0,3,0,0,4,3,4,5,20,0,0,4,0,6,0,0,0,0,8,88,67,19,39,77,81,56,21,13,459,..,0,13,30,68,71,49,7,0,240,..,0,4,3,3,3,4,0,0,18,..,0,0,0,3,4,0,0,0,6,72,..,..,..,..,..,..,..,..,72,..,37,..,..,..,..,..,..,..,37,..,15,6,0,0,0,0,0,0,24,..,0,0,0,0,0,5,0,0,7,..,0,0,0,0,0,0,0,0,3
SAL13391,..,0,7,0,4,8,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,9,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,4,3,4,4,0,32,..,0,4,0,5,0,0,5,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL13392,..,0,3,0,14,4,6,0,0,32,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,10,..,..,..,..,..,..,..,..,10,..,5,..,..,..,..,..,..,..,5,..,6,5,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10,10,9,0,13,8,13,0,0,64,..,0,4,3,7,8,4,0,0,36,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13393,..,0,0,5,3,19,16,6,3,55,..,0,4,0,0,3,4,0,0,10,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,4,3,0,14,0,0,0,0,0,0,0,0,0,4,18,11,11,11,12,26,20,10,4,120,..,0,0,6,14,22,10,3,0,59,..,0,0,0,9,5,0,0,0,16,..,0,0,3,0,0,0,0,0,12,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL13394,..,37,609,792,378,372,302,166,51,2704,..,34,238,122,72,47,17,6,0,529,..,0,0,11,31,18,12,15,4,94,986,..,..,..,..,..,..,..,..,986,..,250,..,..,..,..,..,..,..,250,..,176,201,78,49,29,3,0,0,538,..,113,115,32,19,19,17,3,3,326,..,136,154,26,10,7,7,0,0,345,..,299,418,129,62,42,23,6,5,988,..,48,128,118,103,89,87,40,12,639,12,23,20,18,11,6,9,9,0,100,997,1110,1884,1332,733,640,470,245,75,7492,..,101,807,676,398,360,253,107,21,2720,..,45,260,92,56,32,9,0,0,499,..,0,47,88,93,95,37,41,28,434,1034,..,..,..,..,..,..,..,..,1034,..,246,..,..,..,..,..,..,..,246,..,108,146,44,22,18,9,0,0,350,..,77,64,26,20,36,48,30,25,318,..,91,100,22,8,9,3,0,0,231
SAL13395,..,0,0,3,5,13,8,0,0,30,..,0,0,5,5,5,0,0,0,13,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,8,0,3,19,0,0,0,0,0,3,0,0,0,4,19,6,5,11,15,19,13,0,3,91,..,0,0,0,3,9,6,0,0,28,..,0,3,0,3,4,0,0,0,12,..,0,0,0,7,0,0,0,0,6,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,4,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL13396,..,0,0,3,7,4,4,3,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,10,4,4,3,0,36,..,0,0,0,9,3,5,0,0,19,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13397,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13398,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,17,..,0,0,0,0,3,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13399,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13400,..,0,0,0,6,3,0,4,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,7,4,0,29,..,0,0,0,4,0,4,4,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL13401,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,3,9,3,0,19,..,0,0,0,0,4,0,4,0,6,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13402,..,0,0,4,4,0,3,0,0,10,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,3,5,4,7,4,5,3,4,0,33,..,0,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13403,..,0,0,7,18,12,8,3,0,51,..,6,4,0,0,5,0,0,0,6,..,0,0,0,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,14,..,..,..,..,..,..,..,14,..,9,5,4,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,23,24,17,11,22,19,13,4,6,138,..,0,5,3,15,14,12,0,0,55,..,3,6,0,0,0,0,0,0,5,..,0,0,6,6,4,0,0,0,14,25,..,..,..,..,..,..,..,..,25,..,8,..,..,..,..,..,..,..,8,..,7,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13404,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13405,..,0,0,4,10,9,14,3,0,51,..,0,0,0,4,0,0,0,0,12,..,0,0,0,0,9,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,11,5,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,9,0,0,12,0,3,0,0,0,0,0,0,0,3,20,18,7,6,20,23,28,3,0,124,..,0,0,12,13,11,8,5,0,49,..,0,4,0,5,4,0,0,0,10,..,0,0,0,3,0,0,0,0,8,18,..,..,..,..,..,..,..,..,18,..,12,..,..,..,..,..,..,..,12,..,4,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,5
SAL13406,..,0,9,58,90,72,61,23,3,322,..,0,6,3,9,11,0,0,0,30,..,0,0,0,0,4,0,0,0,10,125,..,..,..,..,..,..,..,..,125,..,61,..,..,..,..,..,..,..,61,..,21,21,0,3,0,0,0,0,51,..,0,0,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,4,4,3,14,3,7,35,4,0,0,3,0,0,0,0,0,13,121,85,46,78,112,88,71,24,17,653,..,0,27,57,108,65,52,19,0,318,..,0,12,3,9,7,4,0,0,30,..,0,0,3,10,0,0,0,4,26,136,..,..,..,..,..,..,..,..,136,..,47,..,..,..,..,..,..,..,47,..,27,18,3,0,0,0,0,0,49,..,0,0,0,4,3,4,11,0,20,..,0,0,0,0,0,0,0,0,4
SAL13407,..,0,0,7,7,8,11,4,0,33,..,0,0,5,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,5,3,9,8,17,14,4,0,68,..,0,0,4,6,10,3,3,0,34,..,0,5,5,0,0,4,0,0,8,..,0,0,0,3,0,0,0,0,6,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL13408,..,0,0,0,0,5,8,3,0,13,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,25,..,0,0,0,3,4,5,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
SAL13409,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL13410,..,8,337,758,613,554,450,153,27,2901,..,20,84,62,66,47,15,4,0,298,..,0,8,30,32,38,15,9,0,132,1578,..,..,..,..,..,..,..,..,1578,..,458,..,..,..,..,..,..,..,458,..,399,362,122,73,13,0,0,0,963,..,56,68,33,25,36,33,9,7,270,..,31,53,37,15,13,3,0,0,142,..,21,40,22,23,16,11,5,0,151,..,11,22,47,53,78,53,40,10,322,16,8,21,19,9,8,13,4,0,92,1595,1006,993,1121,907,798,608,232,53,7308,..,17,524,775,599,531,368,94,10,2921,..,32,98,79,60,33,12,0,0,322,..,15,91,113,125,113,53,39,12,555,1516,..,..,..,..,..,..,..,..,1516,..,518,..,..,..,..,..,..,..,518,..,280,249,41,26,10,4,0,0,608,..,48,50,13,20,58,74,42,26,335,..,28,38,13,9,4,3,0,0,90
SAL13411,..,4,218,598,250,146,59,57,10,1353,..,22,90,52,27,5,3,0,0,200,..,0,8,7,0,3,0,0,0,25,1074,..,..,..,..,..,..,..,..,1074,..,185,..,..,..,..,..,..,..,185,..,109,66,18,6,0,0,0,0,194,..,27,36,14,3,4,9,4,5,105,..,10,19,10,0,0,0,0,0,38,..,6,12,3,4,0,0,0,0,37,..,5,27,28,13,9,14,13,4,109,6,5,4,0,0,0,5,0,0,26,1085,378,481,733,304,178,86,78,23,3348,..,18,318,624,212,117,54,33,5,1376,..,37,95,46,17,5,0,0,0,206,..,10,60,84,50,30,5,5,0,243,1062,..,..,..,..,..,..,..,..,1062,..,200,..,..,..,..,..,..,..,200,..,111,52,11,4,0,0,0,0,176,..,24,25,11,10,26,42,11,7,146,..,9,7,0,0,0,0,0,0,15
