SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL12859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,0,12,12,21
SAL12860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,15,0,3,9,0,0,0,17,26,43
SAL12861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32,63,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,3,0,4,47,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,25,0,0,0,0,0,0,58,50,109
SAL12862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,0,3
SAL12863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,58,118,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,65,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,4,10,8,0,0,0,79,76,156
SAL12864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,68,165,6,3,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,103,74,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,87,164,22,39,71,4,0,4,205,201,407
SAL12866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,27,3,7,8,0,0,0,36,37,73
SAL12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,64,122,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,7,71,62,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,31,3,9,11,0,0,3,88,84,176
SAL12870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,0,0,0,0,0,0,16,19,35
SAL12871,0,0,0,5,8,7,0,0,0,0,0,0,0,0,0,692,638,1324,30,57,90,20,0,20,9,0,12,0,0,0,3,4,4,21,12,34,777,714,1496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,13,11,7,18,0,0,0,0,0,0,0,0,0,0,0,0,134,167,301,82,130,210,0,0,0,1009,1017,2027
SAL12872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,0,3,0,0,0,20,18,37
SAL12874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,32,22,52
SAL12875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,106,229,6,3,11,3,0,3,0,0,0,0,0,0,0,0,0,8,18,31,143,130,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,25,45,20,22,39,0,4,6,182,180,358
SAL12876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15
SAL12877,0,0,0,7,3,15,0,0,0,0,0,0,3,0,3,1026,971,1996,57,76,131,40,4,42,13,5,18,17,6,13,8,3,15,48,57,105,1220,1114,2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,10,7,10,0,0,0,0,0,0,0,0,3,0,0,3,124,179,302,113,230,348,6,10,11,1468,1544,3008
SAL12878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,62,128,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,21,17,12,26,0,0,4,97,95,188
SAL12879,3,0,3,5,0,8,0,0,0,0,0,0,0,0,0,2040,1553,3594,130,133,266,24,0,22,19,3,23,10,0,11,14,10,27,62,67,134,2311,1774,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,20,19,5,20,0,0,0,0,0,0,0,0,0,0,0,0,137,276,410,363,392,747,20,10,32,2837,2460,5299
SAL12880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,4,12,17
SAL12881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15,0,8,8,0,0,0,35,24,55
SAL12882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,0,0,0,0,0,0,8,5,18
SAL12883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,47,91,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,53,51,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,3,10,14,0,0,0,72,68,137
SAL12885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,45,87,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,57,43,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,17,0,14,12,0,0,0,60,64,128
SAL12887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,17,19,34
SAL12888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,131,249,0,6,9,5,0,5,4,0,4,0,0,0,0,0,3,13,6,14,143,140,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,83,100,183,16,36,52,0,8,6,248,283,530
SAL12889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,15,12,25
SAL12890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,5,0,0,0,12,9,25
SAL12891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,7,0,0,0,25,19,40
SAL12892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,3,3,3,0,0,0,12,13,26
SAL12893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,7,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,7,8,0,0,0,34,18,46
SAL12894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,3,0,0,0,27,32,53
SAL12895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12896,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,171,163,336,15,13,23,20,0,20,4,0,4,0,0,0,0,0,0,9,6,15,219,182,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,38,67,24,41,57,0,4,8,271,263,533
SAL12897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL12898,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,633,665,1297,62,44,102,20,0,20,3,0,4,3,0,0,6,6,9,32,38,65,756,762,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,75,88,161,79,128,209,24,17,37,940,998,1937
SAL12899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,12,0,0,4,0,0,0,19,21,31
SAL12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,153,359,10,5,14,9,0,9,0,0,0,0,0,0,0,0,0,7,11,14,233,175,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,65,29,38,66,3,6,10,287,261,544
SAL12901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,24,52,3,4,4,4,0,4,0,0,0,0,0,0,0,0,0,7,0,3,42,31,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,4,12,12,0,0,0,53,54,110
SAL12902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,46,103,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,51,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,31,5,8,12,0,0,0,74,81,155
SAL12903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,32,0,6,6,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5,20,21,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,4,5,4,0,0,0,25,30,62
SAL12904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,10,24,0,0,0,0,0,3,23,18,45
SAL12905,25,16,40,9,7,17,0,0,0,0,0,0,0,3,0,1087,914,2003,64,88,153,18,0,18,27,0,27,10,0,9,14,4,15,4,14,21,1263,1050,2310,10,3,17,0,0,0,0,0,0,13,0,12,0,0,0,0,6,6,21,11,35,0,0,0,0,0,0,3,0,3,0,5,3,0,0,0,3,0,10,9,0,9,35,21,52,4,3,3,0,0,0,0,0,0,3,3,4,512,571,1078,252,409,657,11,7,16,2071,2056,4126
SAL12906,8,3,6,6,9,9,0,0,0,0,0,0,0,0,0,521,305,823,18,21,39,30,0,30,0,0,0,5,0,5,5,4,10,10,13,20,609,341,952,4,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,7,14,5,0,5,0,0,0,0,0,0,5,0,5,117,210,325,90,162,252,6,3,10,836,727,1563
SAL12907,16,8,25,4,9,14,0,0,0,0,0,0,0,4,4,1120,752,1868,57,36,99,30,0,30,5,0,5,5,5,3,5,6,14,22,5,21,1268,829,2096,4,0,10,0,0,0,0,0,0,5,4,9,0,0,0,0,0,0,10,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,13,13,27,0,0,0,0,0,0,0,0,0,0,0,4,314,598,914,241,344,589,8,7,16,1850,1797,3649
SAL12908,29,22,50,22,18,33,0,0,0,0,0,0,0,5,5,332,262,590,20,28,50,5,0,5,11,4,14,8,0,11,3,3,5,62,97,161,492,440,936,6,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,24,0,0,0,0,0,0,0,3,3,6,3,0,0,4,9,6,4,12,0,0,3,17,27,40,0,4,3,0,0,0,0,0,0,4,4,4,1006,1007,2010,116,204,315,3,5,4,1626,1682,3312
SAL12909,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,306,274,574,20,24,43,9,0,9,0,0,0,0,0,3,11,3,12,32,29,55,374,330,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,44,55,107,54,61,108,11,11,16,490,456,945
SAL12910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,10,12
SAL12911,3,0,3,62,56,121,0,0,0,0,0,0,0,4,4,916,598,1513,21,47,68,22,0,22,20,4,26,10,5,17,14,9,23,26,34,65,1098,759,1856,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,4,0,4,3,0,0,0,0,4,0,0,10,11,11,0,13,22,7,33,0,0,0,0,0,0,0,0,0,0,0,0,674,867,1536,191,281,472,10,4,15,1992,1922,3905
SAL12912,0,0,0,48,25,75,0,0,0,0,0,0,0,3,3,1224,1118,2345,88,83,176,44,0,45,0,0,4,18,4,21,8,0,11,53,54,102,1486,1294,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,14,0,14,13,9,21,27,10,41,0,0,0,0,0,0,0,0,0,0,0,0,134,167,300,143,190,335,18,9,24,1807,1673,3481
SAL12913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,21,18,39
