SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC11578,0,0,0,0,0,0,0,0,0,3
SSC11579,5,3,3,3,4,3,3,0,3,30
SSC11580,31,10,13,5,8,3,7,12,0,87
SSC11581,25,5,0,4,0,0,0,4,0,47
SSC11582,278,359,221,114,228,143,43,95,20,1498
SSC11583,16,7,6,7,10,0,3,3,0,49
SSC11584,3,0,0,0,0,0,0,3,0,14
SSC11585,53,35,43,25,25,19,17,30,7,261
SSC11586,75,13,9,8,14,3,12,24,3,163
SSC11587,103,261,108,90,152,77,48,60,10,912
SSC11588,23,7,8,3,0,3,3,10,0,55
SSC11589,9,3,0,8,7,0,3,3,0,34
SSC11590,3,0,0,0,0,0,0,0,0,8
SSC11591,31,6,10,4,9,0,0,3,0,61
SSC11592,17,8,8,3,3,0,3,8,0,47
SSC11593,9,6,15,3,8,11,10,5,7,83
SSC11594,54,112,200,140,127,121,96,217,21,1083
SSC11595,0,0,0,0,0,0,0,0,0,0
SSC11596,0,0,0,0,0,0,0,0,0,0
SSC11597,15,17,14,8,9,8,5,6,0,75
SSC11598,3,0,3,0,0,0,0,0,0,13
SSC11599,28,39,36,26,30,27,20,36,7,246
SSC11600,4,0,0,0,0,0,0,3,0,14
SSC11601,443,652,496,340,601,391,274,259,87,3537
SSC11602,18,17,12,12,13,10,6,10,0,101
SSC11603,85,273,128,119,135,86,49,74,12,958
SSC11604,13,27,12,15,13,8,4,13,0,97
SSC11605,52,48,42,30,34,26,26,24,6,286
SSC11606,236,477,257,225,185,120,70,129,24,1718
SSC11607,52,84,28,40,27,25,9,24,4,289
SSC11608,61,54,50,37,47,36,22,39,9,347
SSC11609,5,0,3,0,3,0,0,3,0,22
SSC11610,0,0,3,0,4,0,3,7,0,22
SSC11611,16,8,0,3,0,0,3,3,0,29
SSC11612,4,3,5,3,7,3,9,6,0,39
SSC11613,0,0,0,0,0,0,0,3,0,4
SSC11614,0,0,0,0,0,0,0,0,0,0
SSC11615,17,4,0,3,3,0,0,0,0,28
SSC11616,12,5,5,0,3,3,12,0,3,45
SSC11617,6,7,0,3,13,6,6,5,3,50
SSC11618,25,29,51,22,36,32,15,52,14,275
SSC11619,169,153,169,183,114,100,94,171,18,1168
SSC11620,10,3,0,0,0,0,0,3,0,20
SSC11621,0,0,0,0,0,0,0,0,0,0
SSC11622,15,5,7,3,8,4,0,6,0,63
SSC11623,0,3,0,0,0,7,3,0,0,14
SSC11624,124,230,296,195,185,192,162,122,27,1529
SSC11625,4,0,0,0,0,0,0,5,0,9
SSC11626,22,12,12,3,12,3,18,9,0,95
SSC11627,17,7,0,0,5,3,0,6,3,52
SSC11628,15,4,6,0,0,4,0,3,0,33
SSC11629,3,0,0,0,0,0,0,3,0,7
SSC11630,16,8,3,5,4,4,3,4,0,45
SSC11631,36,139,65,94,58,43,19,65,3,519
SSC11632,19,0,7,0,3,0,8,8,0,52
SSC11633,0,0,0,0,0,0,0,0,0,0
SSC11634,23,0,4,0,0,0,3,3,0,32
SSC11635,3,5,0,3,0,0,0,0,0,15
SSC11636,232,671,278,185,405,155,177,186,64,2352
SSC11637,6,3,8,6,3,7,10,7,0,67
SSC11638,1161,2001,520,515,920,493,133,254,98,6091
SSC11639,14,19,30,23,15,11,6,18,8,133
SSC11640,20,23,18,3,14,7,5,0,0,87
SSC11641,911,2470,415,526,690,424,81,254,96,5864
SSC11642,0,3,0,0,0,3,0,0,0,8
SSC11643,10,0,0,3,0,0,0,3,0,15
SSC11644,4,3,0,0,0,0,3,0,0,8
SSC11645,375,525,336,213,462,263,132,146,57,2529
SSC11646,8,0,11,6,0,0,0,8,0,31
SSC11647,11,0,0,3,3,0,0,0,0,18
SSC11648,0,0,0,0,0,0,0,0,0,6
SSC11649,293,316,303,298,266,215,153,314,41,2202
SSC11650,15,19,8,5,6,7,8,5,0,72
SSC11651,0,0,0,0,0,0,0,0,0,0
SSC11652,16,23,29,15,29,23,16,17,0,170
SSC11653,3,0,0,0,0,0,0,0,0,6
SSC11654,12,15,5,6,16,5,0,5,0,67
SSC11655,6,6,7,0,3,0,0,6,0,43
SSC11656,422,846,268,266,361,173,77,111,37,2557
SSC11657,36,3,3,7,9,3,0,9,3,76
SSC11658,114,198,214,166,210,128,114,149,17,1304
SSC11659,182,388,312,267,433,219,357,268,40,2467
SSC11660,14,8,6,3,7,4,13,5,0,53
SSC11661,16,11,28,18,19,6,26,12,4,139
SSC11662,15,0,0,0,0,0,3,0,0,19
SSC11663,25,16,11,10,17,6,0,6,0,89
SSC11664,369,1009,551,468,735,338,418,411,80,4379
SSC11665,231,422,419,357,330,291,205,292,35,2582
SSC11666,7,5,4,5,3,10,0,4,0,37
SSC11667,654,842,298,247,513,340,67,117,51,3135
SSC11668,37,43,14,18,14,9,12,13,3,161
SSC11669,8,12,12,8,12,5,12,7,3,70
SSC11670,1537,2281,1717,1357,2394,1253,1010,881,201,12635
SSC11671,0,3,0,0,0,0,7,7,0,19
SSC11672,158,196,152,111,154,129,57,87,8,1054
SSC11673,358,312,304,124,253,154,76,140,29,1747
SSC11674,28,26,11,14,9,16,3,11,0,113
SSC11675,18,45,53,30,37,30,26,63,7,311
SSC11676,5,11,15,9,14,8,26,15,4,105
SSC11677,5,0,5,0,0,0,0,7,0,24
SSC11678,171,325,223,206,235,187,99,139,13,1596
SSC11679,13,3,0,4,0,0,6,7,0,36
SSC11680,12,16,14,7,7,13,0,13,3,86
SSC11681,11,13,13,10,14,5,9,11,0,87
SSC11682,1183,2239,812,766,1403,805,503,528,160,8390
SSC11683,0,0,0,0,0,0,0,0,0,3
SSC11684,155,157,335,156,239,120,140,189,30,1522
SSC11685,131,134,155,115,99,113,112,138,4,1005
SSC11686,0,0,0,0,0,0,0,0,0,0
SSC11687,0,0,0,0,0,0,0,0,0,0
SSC11688,11,3,0,0,3,0,0,4,0,31
SSC11689,38,70,56,29,37,26,5,10,4,280
SSC11690,20,10,8,4,5,7,10,9,0,80
SSC11691,14,3,3,0,3,3,3,6,0,32
SSC11692,19,5,3,3,6,0,11,5,0,49
SSC11693,132,128,123,65,100,69,43,70,10,733
SSC11694,37,11,0,3,4,0,0,0,0,54
SSC11695,12,10,6,0,4,0,0,3,4,36
SSC11696,11,3,0,0,0,0,0,0,0,17
SSC11697,13,3,0,0,3,3,0,0,0,25
SSC11698,5,5,4,3,0,0,0,3,0,28
SSC11699,3,3,0,0,0,0,0,0,0,11
SSC11700,13,15,14,12,13,7,4,11,0,88
SSC11701,27,3,3,3,3,0,3,5,0,43
SSC11702,19,16,8,10,4,0,3,14,0,78
SSC11703,3,0,4,0,0,3,0,3,0,20
SSC11704,232,373,199,146,290,90,43,72,33,1477
SSC11705,64,11,20,8,20,8,34,50,7,208
SSC11706,27,5,0,6,6,3,0,3,0,51
SSC11707,16,3,3,3,7,3,0,8,3,45
SSC11708,20,20,14,14,10,4,11,7,0,94
SSC11709,43,14,6,12,11,5,23,34,0,154
SSC11710,19,3,0,0,0,0,0,0,0,31
SSC11711,494,1006,717,672,790,677,299,643,60,5358
SSC11712,25,37,27,14,13,8,4,19,3,151
SSC11713,0,3,0,0,0,0,0,3,0,3
SSC11714,11,9,3,0,6,0,0,0,0,28
SSC11715,31,6,4,0,5,5,3,4,0,64
SSC11716,13,3,8,3,0,0,5,3,3,32
SSC11717,14,5,0,3,0,0,0,0,0,18
SSC11718,718,1429,189,246,474,281,45,122,58,3564
SSC11719,0,0,0,0,0,0,0,0,0,5
SSC11720,35,35,45,36,28,25,14,39,7,263
SSC11721,247,384,507,411,365,337,316,436,64,3060
SSC11722,179,496,201,189,247,177,68,167,25,1751
SSC11723,3,7,3,3,0,3,6,4,0,38
SSC11724,8,0,0,0,0,0,0,6,0,18
SSC11725,932,1382,1335,1535,1134,1040,777,1162,173,9471
SSC11726,0,0,0,0,0,3,0,0,0,3
SSC11727,8,0,4,0,3,3,0,3,0,21
SSC11728,11,0,0,0,0,0,0,3,0,17
SSC11729,15,21,36,8,24,14,30,12,3,160
SSC11730,17,7,3,4,9,4,5,8,0,52
SSC11731,31,10,15,15,10,5,6,10,0,105
SSC11732,14,4,4,0,3,0,0,0,0,23
SSC11733,346,636,519,617,535,427,244,435,45,3792
SSC11734,0,0,0,0,0,0,0,0,0,0
SSC11735,5,3,3,3,3,0,8,4,0,30
SSC11736,14,4,0,8,0,0,3,3,0,37
SSC11737,0,0,0,0,0,0,0,0,0,0
SSC11738,440,1215,881,784,833,650,564,970,183,6518
SSC11739,130,153,105,58,125,69,52,46,5,747
SSC11740,14,10,8,3,6,4,0,3,0,40
SSC11741,30,10,22,15,14,9,16,23,4,143
SSC11742,56,21,11,6,19,3,18,21,0,165
SSC11743,260,480,225,177,250,168,41,68,32,1703
SSC11744,4,4,0,0,0,5,3,0,0,17
SSC11745,15,17,9,10,12,10,4,8,4,91
SSC11746,0,0,0,0,0,0,0,0,0,0
SSC11747,4,0,4,0,0,0,0,0,0,10
SSC11748,4,0,0,0,0,0,0,0,0,3
SSC11749,5,0,4,0,3,0,0,4,0,17
SSC11750,3,0,0,0,0,0,0,4,0,8
SSC11751,0,0,0,0,0,0,0,0,0,0
SSC11752,14,12,13,9,3,7,4,9,0,65
SSC11753,353,619,370,333,451,347,94,245,32,2842
SSC11754,0,0,0,0,0,0,0,0,0,0
SSC11755,10,35,33,26,30,30,7,32,0,202
SSC11756,378,723,763,441,817,485,666,774,170,5228
SSC11757,803,1450,1260,793,1239,918,754,814,192,8229
SSC11758,18,3,5,3,0,3,0,9,0,46
SSC11759,32,14,19,9,24,7,25,14,3,147
SSC11760,29,14,7,8,8,3,0,10,7,81
SSC11761,153,295,290,185,284,188,229,237,63,1924
SSC11762,5,3,0,0,0,0,0,0,0,6
SSC11763,18,21,23,31,23,10,18,40,3,189
SSC11764,93,102,53,47,65,51,6,22,4,450
SSC11765,8,3,6,0,5,3,4,4,0,34
SSC11766,3,3,0,0,0,0,0,0,0,6
SSC11767,76,97,45,46,74,25,9,11,3,381
SSC11768,11,9,7,7,8,3,3,21,3,65
SSC11769,54,57,81,41,62,38,25,65,5,432
SSC11770,511,1370,151,206,337,220,32,61,45,2936
SSC11771,10,7,4,6,8,5,5,5,0,45
SSC11772,14,0,0,0,7,0,0,3,0,25
SSC11773,32,26,10,14,17,13,3,17,0,132
SSC11774,351,518,406,231,462,242,235,156,44,2649
SSC11775,14,8,12,6,7,5,5,6,0,64
SSC11776,223,128,137,85,97,76,83,123,4,962
SSC11777,16,8,16,3,13,5,11,14,0,98
SSC11778,89,108,274,131,121,104,194,157,26,1205
SSC11779,0,4,9,3,5,0,3,4,0,31
SSC11780,3,0,3,9,5,0,3,7,0,29
SSC11781,1144,1877,1453,848,1946,1051,798,762,191,10068
SSC11782,998,1138,1116,765,905,836,536,1588,140,8028
SSC11783,33,8,0,0,6,0,0,3,0,48
SSC11784,57,13,3,10,11,5,9,13,0,125
SSC11785,129,131,112,59,84,61,37,42,7,663
SSC11786,63,54,48,28,48,33,25,33,4,319
SSC11787,3,4,0,3,0,3,0,0,0,16
SSC11788,0,0,0,0,0,0,0,0,0,0
SSC11789,0,9,0,0,0,0,0,0,0,9
SSC11790,610,1078,1301,792,1087,711,734,857,256,7425
SSC11791,192,275,347,176,343,157,202,179,48,1928
SSC11792,66,13,11,20,12,13,14,21,4,166
SSC11793,7,0,0,0,3,3,0,0,0,16
SSC11794,101,91,177,100,87,81,159,126,12,939
SSC11795,53,91,103,81,77,79,55,78,10,626
SSC11796,26,11,8,8,12,10,3,19,0,107
SSC11797,13,8,14,3,11,4,3,3,0,57
SSC11798,0,0,0,0,0,0,0,0,0,8
SSC11799,9,3,3,3,0,0,5,0,3,28
SSC11800,16,13,41,16,10,14,9,22,0,140
SSC11801,14,23,27,22,22,15,14,26,3,165
SSC11802,17,0,0,3,4,0,0,12,0,34
SSC11803,91,77,88,80,70,85,54,137,9,693
SSC11804,6,0,0,0,0,0,0,0,0,7
SSC11805,129,176,78,53,85,14,17,34,11,603
SSC11806,17,23,13,17,22,3,11,8,0,120
SSC11807,7,0,0,0,0,0,0,4,0,7
SSC11808,11,11,14,6,7,3,3,10,0,65
SSC11809,19,16,15,8,10,4,11,23,0,101
SSC11810,5,9,20,3,8,5,18,8,0,80
SSC11811,6,0,0,0,0,0,0,0,0,6
SSC11812,518,593,605,413,454,389,634,493,80,4179
SSC11813,42,51,39,41,47,10,34,21,3,300
SSC11814,19,3,3,3,0,0,0,3,3,46
SSC11815,15,4,7,4,4,0,4,0,0,38
SSC11816,0,0,0,0,0,0,0,0,0,0
SSC11817,60,9,8,7,14,4,14,23,0,130
SSC11818,0,0,0,0,0,0,0,0,0,0
SSC11819,0,0,0,0,0,0,4,3,0,9
SSC11820,9,3,0,3,3,0,3,0,0,27
SSC11821,26,15,3,4,0,0,0,3,0,57
SSC11822,143,74,112,70,98,69,63,160,10,799
SSC11823,14,4,7,3,4,0,8,10,0,41
SSC11824,115,147,265,186,186,155,133,174,18,1387
SSC11825,86,336,120,160,140,135,50,111,14,1150
SSC11826,570,867,580,455,690,379,147,221,69,3976
SSC11827,652,847,451,361,607,355,94,159,45,3565
SSC11828,573,1082,264,238,419,241,76,110,55,3050
SSC11829,0,0,0,0,0,0,0,3,0,4
SSC11830,74,88,182,125,103,104,79,127,16,903
SSC11831,0,6,11,6,11,6,7,22,3,80
SSC11832,25,49,44,19,32,22,11,25,0,228
SSC11833,0,3,3,0,3,4,3,0,0,16
SSC11834,22,10,8,3,3,5,3,6,0,60
SSC11835,41,45,36,26,38,23,19,29,6,270
SSC11836,3,0,0,0,0,0,0,3,0,10
SSC11837,3,0,0,0,0,0,0,0,0,7
SSC11838,243,667,249,320,278,210,82,144,33,2223
SSC11839,72,179,23,46,55,49,10,34,9,469
SSC11840,46,120,70,57,71,37,26,38,3,466
SSC11841,218,522,144,175,195,125,50,106,20,1541
SSC11842,33,47,42,38,32,38,31,33,13,292
SSC11843,298,398,371,342,355,322,180,228,41,2541
SSC11844,169,273,199,166,274,134,120,111,18,1475
SSC11845,7,9,7,0,4,0,0,4,0,30
SSC11846,16,7,3,3,3,0,7,4,0,49
SSC11847,12,9,4,0,0,0,4,3,0,38
SSC11848,0,0,0,0,0,0,0,0,0,0
SSC11849,16,24,6,8,9,0,3,3,0,77
SSC11850,139,68,91,48,74,70,58,98,13,654
SSC11851,98,79,111,86,82,52,69,122,12,706
SSC11852,16,31,13,11,13,3,3,9,0,97
SSC11853,24,25,12,7,10,7,0,6,0,86
SSC11854,24,11,9,15,8,0,5,12,0,89
SSC11855,8,8,0,3,3,3,0,0,0,23
SSC11856,10,0,0,0,4,0,3,0,0,18
SSC11857,3,0,0,0,4,0,0,3,0,13
SSC11858,90,123,96,111,87,82,48,107,16,759
SSC11859,824,1058,746,537,933,623,342,350,104,5519
SSC11860,206,691,278,231,333,271,284,375,66,2731
SSC11861,35,36,45,18,30,14,18,21,3,211
SSC11862,8,7,5,0,3,3,9,0,0,38
SSC11863,6,0,0,0,3,0,0,0,0,10
SSC11864,4,8,0,0,0,5,0,3,0,17
SSC11865,15,14,28,15,10,6,10,18,0,119
SSC11866,136,257,309,215,365,243,313,267,33,2139
SSC11867,0,0,0,0,0,0,0,0,0,0
SSC11868,15,24,22,14,24,19,14,30,4,152
SSC11869,5,22,18,20,10,8,3,19,0,112
SSC11870,3,0,0,0,0,0,0,0,0,4
SSC11871,4,4,0,0,3,0,0,3,0,15
SSC11872,32,56,35,33,29,27,9,21,3,242
SSC11873,45,56,51,48,42,31,17,51,10,359
SSC11874,131,94,144,110,116,93,131,169,28,1013
SSC11875,58,31,27,12,9,13,11,16,3,183
SSC11876,0,4,0,0,0,0,0,0,0,4
SSC11877,318,521,551,817,252,346,60,669,127,3663
SSC11878,3,0,0,0,0,0,0,0,0,4
SSC11879,7,0,0,0,0,0,0,0,0,10
SSC11880,53,95,100,51,84,49,32,45,12,515
SSC11881,244,633,331,308,304,191,115,192,28,2345
SSC11882,11,3,4,4,3,0,7,0,0,30
SSC11883,369,592,542,343,500,281,115,200,21,2957
SSC11884,15,20,43,15,23,21,23,17,3,181
SSC11885,6,0,5,0,0,0,4,0,0,22
SSC11886,108,205,252,240,288,176,376,342,57,2050
SSC11887,40,83,135,123,107,86,119,158,31,873
SSC11888,95,118,177,113,144,97,153,120,18,1028
SSC11889,8,0,0,0,0,0,0,0,0,8
SSC11890,367,680,597,404,516,285,206,257,53,3356
SSC11891,61,70,11,11,39,24,0,7,7,239
SSC11892,92,51,58,41,59,28,52,46,7,426
SSC11893,3,0,0,0,4,3,0,3,0,14
SSC11894,35,7,3,4,0,0,8,5,4,66
SSC11895,5,15,15,17,14,7,13,19,3,115
SSC11896,28,3,3,0,9,0,5,13,0,64
SSC11897,6,12,23,16,16,9,11,21,0,110
SSC11898,4,0,3,8,3,0,10,17,0,42
SSC11899,6,9,12,7,0,3,3,5,0,48
SSC11900,51,39,24,10,24,28,16,15,4,204
SSC11901,0,3,3,0,0,0,0,0,0,7
SSC11902,43,117,72,43,56,33,20,26,8,421
SSC11903,12,8,5,9,3,3,3,3,0,35
SSC11904,10,4,11,6,4,7,3,5,0,46
SSC11905,123,131,263,155,148,147,129,176,21,1291
SSC11906,5,19,19,4,14,7,5,11,3,89
SSC11907,21,4,17,11,6,4,0,18,0,84
SSC11908,0,3,3,3,0,0,0,3,0,17
SSC11909,25,50,58,38,50,38,19,26,5,306
SSC11910,7,3,3,0,4,0,3,3,0,21
SSC11911,235,421,351,323,365,309,271,306,47,2625
SSC11912,163,56,84,58,69,25,92,152,4,710
SSC11913,12,31,15,13,8,5,8,18,3,116
SSC11914,373,572,400,330,494,353,218,346,45,3132
SSC11915,409,682,756,551,785,480,637,618,143,5060
SSC11916,38,40,39,13,34,13,21,26,3,220
SSC11917,114,203,236,154,160,118,131,171,18,1311
SSC11918,12,3,0,3,3,0,3,8,0,45
SSC11919,11,3,3,3,0,0,0,5,0,25
SSC11920,120,70,89,78,72,68,62,104,12,671
SSC11921,85,147,49,34,62,38,10,28,10,470
SSC11922,13,4,4,0,7,4,0,0,3,35
SSC11923,3,0,6,0,6,3,5,4,0,30
SSC11924,42,79,109,72,66,62,80,90,8,605
SSC11925,83,163,75,51,98,42,48,55,13,628
SSC11926,309,621,466,469,502,221,198,181,47,3004
SSC11927,0,0,0,0,0,0,0,0,3,4
SSC11928,4,3,9,0,0,0,3,0,0,20
SSC11929,374,1113,441,400,473,292,136,312,87,3634
SSC11930,382,1195,431,355,541,435,253,491,127,4201
SSC11931,7,10,3,3,9,7,3,5,3,43
SSC11932,9,0,0,3,0,0,3,0,0,7
SSC11933,21,10,7,0,0,3,0,3,0,39
SSC11934,9,11,3,7,4,3,3,5,0,39
SSC11935,177,324,239,180,323,206,156,169,36,1807
SSC11936,1313,3814,1162,1153,1471,941,339,855,145,11198
SSC11937,499,1047,371,318,496,262,78,174,45,3292
SSC11938,10,0,3,0,12,8,6,3,0,38
SSC11939,16,19,22,30,10,12,12,20,5,151
SSC11940,13,4,4,10,3,3,5,3,0,52
SSC11941,43,81,35,24,35,28,16,12,3,268
SSC11942,422,632,647,503,722,451,312,321,50,4049
SSC11943,126,107,145,58,148,78,77,68,19,827
SSC11944,28,16,15,6,20,5,3,11,0,103
SSC11945,4,3,3,0,0,0,3,4,0,21
SSC11946,6,6,3,3,3,3,0,0,0,31
SSC11947,3,0,0,0,0,3,0,3,0,14
SSC11948,3,0,4,0,0,0,3,3,0,22
SSC11949,0,0,0,0,0,0,0,0,0,0
SSC11950,151,121,180,104,131,100,105,165,19,1069
SSC11951,148,254,280,181,349,203,219,226,56,1910
SSC11952,18,8,5,3,0,0,10,3,0,55
SSC11953,3,0,0,0,0,0,0,0,0,3
SSC11954,979,1451,224,317,554,346,53,92,72,4083
SSC11955,144,219,290,155,165,130,266,113,21,1505
SSC11956,8,7,9,7,3,4,0,5,0,50
SSC11957,0,0,0,0,0,0,0,0,0,0
SSC11958,17,19,18,9,11,14,3,11,3,96
SSC11959,3,6,0,0,4,7,0,3,0,21
SSC11960,82,137,20,18,64,43,6,10,7,380
SSC11961,19,29,3,4,10,7,3,3,0,74
SSC11962,0,10,9,6,5,3,0,13,0,42
SSC11963,339,762,239,204,341,178,93,198,26,2372
SSC11964,1337,3154,1648,1478,1842,1530,697,1514,317,13522
SSC11965,211,363,146,111,220,123,45,72,13,1315
SSC11966,53,59,54,33,39,23,13,30,3,310
SSC11967,5,17,3,7,6,0,3,3,0,36
SSC11968,10,31,32,29,22,10,8,29,8,179
SSC11969,3,3,4,3,5,0,5,0,0,25
SSC11970,9,20,11,11,16,3,3,11,0,86
SSC11971,10,6,16,5,8,3,3,11,0,66
SSC11972,25,6,3,8,11,3,0,15,0,70
SSC11973,4,6,3,0,0,0,3,0,0,20
SSC11974,632,1057,538,280,677,418,138,214,51,4009
SSC11975,38,41,60,49,27,55,21,78,12,381
SSC11976,20,7,3,0,0,0,0,0,0,23
SSC11977,12,4,3,3,8,7,0,9,0,42
SSC11978,509,1073,855,752,1149,625,812,798,123,6699
SSC11979,81,93,95,42,77,48,26,33,7,502
SSC11980,4,0,3,0,0,0,0,5,0,14
SSC11981,489,696,664,579,441,543,266,753,98,4536
SSC11982,6,0,0,0,3,0,0,0,0,12
SSC11983,53,92,47,47,37,25,13,32,3,348
SSC11984,4,3,0,3,0,0,4,0,0,15
SSC11985,9,0,0,0,0,0,0,4,0,17
SSC11986,0,0,0,0,0,0,0,0,0,0
SSC11987,7,3,8,0,7,4,3,8,0,37
SSC11988,0,0,0,0,0,0,0,0,0,0
SSC11989,3,3,0,0,3,0,3,3,0,12
SSC11990,109,304,141,159,125,72,29,76,10,1024
SSC11991,63,6,0,25,3,3,10,27,3,138
SSC11992,17,5,5,3,6,0,4,3,0,40
SSC11993,12,5,12,10,6,4,5,12,0,68
SSC11994,5,0,0,0,0,0,0,4,0,4
SSC11995,0,0,0,0,0,0,0,0,0,3
SSC11996,0,0,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0,0,0
SSC11998,117,215,107,78,90,55,41,44,13,758
SSC11999,17,10,17,5,15,8,8,19,3,99
SSC12000,270,391,413,285,493,239,255,231,57,2635
SSC12001,407,784,390,341,498,205,120,180,56,2985
SSC12002,42,42,22,3,17,13,8,14,0,169
SSC12003,0,3,0,0,0,0,0,0,0,0
SSC12004,48,42,18,7,11,4,5,9,4,143
SSC12005,11,13,3,0,6,7,0,0,0,40
SSC12006,18,0,3,3,0,3,4,0,0,28
SSC12007,10,6,3,0,0,0,0,0,0,18
SSC12008,3,3,0,6,0,0,3,12,0,34
SSC12009,4,0,0,0,0,0,0,0,0,8
SSC12010,5,8,3,0,3,0,0,3,0,21
SSC12011,23,3,4,3,6,0,3,9,0,51
SSC12012,10,11,16,8,10,13,3,6,3,74
SSC12013,0,0,0,0,0,0,0,0,0,0
SSC12014,113,37,67,30,55,41,31,51,9,431
SSC12015,10,0,0,0,0,0,0,0,0,11
SSC12016,1177,1267,550,524,1076,433,107,221,113,5469
SSC12017,18,14,3,5,5,3,0,7,0,60
SSC12018,9,3,0,3,3,0,9,4,0,32
SSC12019,8,9,5,3,0,0,6,3,0,32
SSC12020,0,0,3,0,0,0,0,0,0,4
SSC12021,49,17,37,8,15,5,22,40,5,198
SSC12022,8,5,3,3,3,8,3,10,0,44
SSC12023,46,196,120,182,82,117,59,135,15,958
SSC12024,103,211,209,134,196,102,67,86,9,1117
SSC12025,0,0,0,0,0,0,0,0,0,0
SSC12026,25,30,18,21,24,10,11,25,0,165
SSC12027,129,164,147,73,113,76,47,78,14,836
SSC12028,8,0,0,3,3,0,0,3,0,20
SSC12029,0,0,0,0,0,0,0,0,0,4
SSC12030,247,183,274,245,165,174,92,212,33,1619
SSC12031,6,0,0,0,0,0,0,4,0,7
SSC12032,122,157,214,105,139,105,76,102,16,1042
SSC12033,19,3,0,0,0,0,3,0,0,32
SSC12034,3,0,5,0,0,0,0,0,0,15
SSC12035,22,17,10,4,8,7,3,4,3,62
SSC12036,4,0,0,0,0,0,0,0,0,4
SSC12037,20,23,18,11,15,14,14,14,0,122
SSC12038,0,0,0,0,0,0,0,0,0,0
SSC12039,7,0,0,0,0,0,0,0,0,13
SSC12040,7,4,8,3,9,4,3,11,0,50
SSC12041,11,3,4,0,0,3,3,0,0,27
SSC12042,287,582,391,294,479,254,239,218,79,2823
SSC12043,4,0,0,0,0,0,0,3,0,12
SSC12044,33,7,11,13,3,5,10,22,0,116
SSC12045,57,117,61,65,73,59,43,49,5,536
SSC12046,141,168,210,250,183,129,177,336,24,1624
SSC12047,26,5,0,3,6,3,0,3,0,47
SSC12048,116,350,165,115,166,92,59,96,10,1170
SSC12049,4,3,13,0,7,4,10,4,0,48
SSC12050,15,29,13,10,13,5,0,10,0,91
SSC12051,18,68,55,34,42,28,13,37,4,297
SSC12052,24,13,16,17,12,12,6,13,0,114
SSC12053,29,0,3,3,0,0,0,3,0,42
SSC12054,9,13,12,0,6,4,0,4,0,51
SSC12055,211,357,380,291,310,205,207,227,33,2220
SSC12056,0,0,0,0,0,0,0,0,0,0
SSC12057,19,28,59,46,29,23,45,56,8,315
SSC12058,18,16,11,8,7,0,0,4,0,63
SSC12059,13,7,4,6,3,6,0,3,0,40
SSC12060,76,88,25,8,40,39,3,10,3,293
SSC12061,97,88,39,45,35,19,15,49,3,401
SSC12062,5,5,0,4,3,0,0,3,0,29
SSC12063,12,9,4,0,11,0,0,3,0,37
SSC12064,20,14,31,6,20,7,8,15,0,133
SSC12065,8,15,10,3,4,3,4,4,0,55
SSC12066,14,11,8,10,3,6,7,12,0,68
SSC12067,123,196,259,206,167,159,116,201,25,1454
SSC12068,35,80,22,265,19,8,7,0,11,441
SSC12069,0,0,0,0,0,0,0,0,0,0
SSC12070,3,6,3,3,3,0,3,3,0,17
SSC12071,454,610,671,471,837,365,281,413,97,4184
SSC12072,29,49,43,23,34,29,19,16,3,243
SSC12073,264,456,183,157,280,174,66,69,27,1684
SSC12074,355,491,513,361,509,329,207,326,54,3156
SSC12075,8,4,0,0,3,0,3,3,0,19
SSC12076,43,41,88,42,53,38,60,62,9,443
SSC12077,362,896,456,510,363,273,157,363,51,3433
SSC12078,3,3,3,0,0,0,6,5,0,22
SSC12079,161,228,223,167,284,170,143,155,33,1566
SSC12080,12,34,69,52,38,32,50,60,7,352
SSC12081,3,0,0,0,0,0,0,0,0,8
SSC12082,13,0,0,0,0,0,0,4,0,23
SSC12083,9,11,9,3,10,3,4,6,0,55
SSC12084,9,12,17,0,3,8,6,4,0,55
SSC12085,133,507,123,208,175,161,33,102,24,1466
SSC12086,13,8,12,5,7,11,3,5,3,71
SSC12087,12,18,6,11,12,6,3,7,0,84
SSC12088,2439,4104,1485,1182,2442,1518,450,725,261,14600
SSC12089,835,1473,595,459,869,524,259,272,77,5371
SSC12090,365,666,593,534,488,417,276,499,56,3890
SSC12091,24,10,8,9,9,9,7,8,0,90
SSC12092,17,19,29,6,12,8,8,9,4,110
SSC12093,8,8,13,3,4,6,5,5,0,49
SSC12094,189,95,174,81,133,85,97,92,26,976
SSC12095,16,12,16,28,3,15,11,38,5,140
SSC12096,29,59,89,59,49,43,21,54,3,410
SSC12097,4,3,0,3,0,0,0,3,0,16
SSC12098,5,0,0,0,0,0,0,0,0,3
SSC12099,813,2308,526,818,861,648,166,339,98,6584
SSC12100,550,597,355,180,408,247,85,127,51,2606
SSC12101,51,83,67,15,48,28,17,26,0,338
SSC12102,24,11,8,4,4,6,3,13,3,84
SSC12103,15,10,5,3,6,3,5,11,0,61
