SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC11554,0,0,3,136,152,92,74,91,34,579
SSC11555,0,0,0,0,0,0,0,0,0,0
SSC11556,0,0,0,0,0,0,0,5,0,6
SSC11557,0,0,0,6,3,0,0,8,9,31
SSC11558,0,0,6,15,32,33,20,14,21,132
SSC11559,0,0,0,0,0,0,0,0,0,0
SSC11560,0,0,0,23,51,20,23,22,4,152
SSC11561,76,7,89,179,265,116,125,334,108,1128
SSC11562,0,0,0,0,0,0,0,0,0,0
SSC11563,0,0,0,0,0,0,0,0,0,0
SSC11564,3,6,22,351,409,191,174,341,100,1568
SSC11565,0,0,0,16,21,11,4,20,13,91
SSC11566,0,0,0,0,14,0,0,0,3,15
SSC11567,0,0,0,4,0,0,4,4,0,16
SSC11568,66,29,197,2624,3006,1522,918,1808,426,10306
SSC11569,48,20,127,2108,2122,672,470,1132,520,7029
SSC11570,0,0,0,28,28,12,17,24,13,124
SSC11571,0,0,4,32,24,17,21,17,11,123
SSC11572,0,0,0,19,18,13,12,13,12,88
SSC11573,0,0,0,0,3,0,0,0,0,4
SSC11574,0,0,0,6,13,5,7,10,0,38
SSC11575,4,4,12,60,138,94,68,96,64,516
SSC11576,0,0,0,8,10,0,0,4,5,28
SSC11577,0,0,0,5,10,3,0,3,3,30
SSC11578,0,0,0,0,0,0,0,3,0,3
SSC11579,0,0,0,10,8,3,11,6,8,45
SSC11580,0,0,3,28,40,28,32,26,20,170
SSC11581,0,0,0,13,12,4,15,18,4,72
SSC11582,89,19,164,537,725,372,313,470,119,2540
SSC11583,0,0,3,12,20,8,16,16,7,84
SSC11584,0,0,0,0,3,0,4,3,3,16
SSC11585,6,3,16,89,150,112,76,104,77,609
SSC11586,0,0,5,44,59,19,20,64,49,246
SSC11587,47,21,80,362,440,238,136,302,105,1576
SSC11588,0,0,3,18,29,3,11,8,7,79
SSC11589,0,0,0,13,12,8,7,6,3,49
SSC11590,0,0,0,3,0,0,3,0,3,11
SSC11591,0,0,4,17,23,12,7,13,15,80
SSC11592,3,3,8,12,24,9,14,10,6,75
SSC11593,0,0,0,27,34,16,13,24,14,128
SSC11594,31,6,61,416,579,280,284,694,217,2465
SSC11595,0,0,0,0,0,0,0,4,0,3
SSC11596,0,0,0,0,0,0,0,0,0,0
SSC11597,0,0,0,17,37,14,7,18,5,104
SSC11598,0,0,0,0,4,4,3,3,0,13
SSC11599,10,6,23,99,136,92,87,105,73,600
SSC11600,0,0,0,5,3,0,3,3,0,18
SSC11601,244,18,327,1407,1514,709,712,2219,483,7042
SSC11602,0,3,8,36,48,22,19,25,51,201
SSC11603,9,8,42,406,480,191,135,296,108,1611
SSC11604,0,0,0,34,68,35,13,24,30,196
SSC11605,3,0,6,84,119,56,72,64,41,434
SSC11606,99,45,185,676,939,441,325,517,326,3224
SSC11607,8,3,17,126,153,78,55,99,74,587
SSC11608,3,0,6,101,156,91,67,95,78,588
SSC11609,0,0,0,5,7,9,6,11,4,36
SSC11610,0,0,0,4,15,3,4,14,8,47
SSC11611,0,0,0,7,12,4,13,8,5,45
SSC11612,0,0,0,5,22,16,10,8,11,72
SSC11613,0,0,0,0,7,0,3,3,11,20
SSC11614,0,0,0,0,0,0,0,0,0,0
SSC11615,0,0,0,6,14,3,7,3,7,48
SSC11616,0,0,0,13,11,9,6,8,10,61
SSC11617,0,68,73,37,79,39,25,55,166,410
SSC11618,3,3,5,85,138,73,66,143,84,589
SSC11619,64,22,120,398,555,310,287,678,317,2542
SSC11620,0,0,0,8,13,7,3,3,4,30
SSC11621,0,0,0,0,0,0,0,0,0,0
SSC11622,0,3,5,20,23,9,6,26,36,123
SSC11623,0,0,3,7,4,3,3,4,4,26
SSC11624,8,11,31,559,687,273,265,404,155,2334
SSC11625,0,0,0,4,8,3,0,0,0,20
SSC11626,0,0,4,19,39,19,24,27,8,134
SSC11627,0,0,0,19,11,20,10,7,14,73
SSC11628,0,0,3,11,10,11,4,0,4,49
SSC11629,0,0,0,0,3,0,3,0,0,12
SSC11630,0,0,0,15,14,9,9,8,12,74
SSC11631,11,4,27,252,329,156,87,183,92,1109
SSC11632,0,0,4,12,14,10,9,19,15,80
SSC11633,0,0,0,0,0,0,0,0,0,0
SSC11634,0,0,0,14,9,8,4,10,3,46
SSC11635,0,0,0,4,7,11,13,0,3,44
SSC11636,39,12,85,802,991,483,431,1198,290,4201
SSC11637,0,0,0,22,37,18,21,27,12,138
SSC11638,185,28,339,2576,2674,1154,723,1915,615,9657
SSC11639,4,5,15,56,68,43,39,71,38,313
SSC11640,0,0,0,34,47,13,8,18,11,135
SSC11641,55,55,168,3208,2612,817,445,2071,1314,10469
SSC11642,0,0,0,3,7,5,4,4,0,23
SSC11643,0,0,0,3,9,3,3,4,19,46
SSC11644,0,0,0,3,3,0,0,0,0,10
SSC11645,18,0,34,976,1043,479,332,776,154,3764
SSC11646,0,0,0,8,23,9,18,8,23,91
SSC11647,0,0,0,6,6,4,4,3,178,207
SSC11648,0,0,0,0,3,0,0,0,0,6
SSC11649,101,67,243,813,1170,635,620,1093,679,5019
SSC11650,0,0,0,24,34,19,25,15,13,128
SSC11651,0,0,0,0,0,0,0,0,0,0
SSC11652,0,0,0,74,80,25,28,42,36,286
SSC11653,0,0,0,0,0,0,0,0,0,6
SSC11654,0,0,0,21,26,17,16,11,4,98
SSC11655,0,0,0,13,16,8,13,4,8,56
SSC11656,25,13,78,948,1316,622,411,569,197,4061
SSC11657,0,0,0,13,32,19,30,27,25,158
SSC11658,30,11,66,512,659,344,285,544,157,2508
SSC11659,7,0,15,855,904,388,354,1098,176,3775
SSC11660,0,0,0,12,25,20,14,10,7,95
SSC11661,0,0,0,28,48,41,27,31,25,200
SSC11662,0,0,0,10,7,3,0,4,0,24
SSC11663,0,0,0,32,33,25,12,5,5,103
SSC11664,46,185,251,1530,1899,797,695,1847,773,7540
SSC11665,57,23,121,915,1125,471,382,872,295,4061
SSC11666,0,0,0,16,31,20,7,18,38,131
SSC11667,92,21,213,1305,1438,762,582,999,221,5309
SSC11668,0,0,3,55,95,46,53,43,28,317
SSC11669,0,0,0,23,33,9,9,9,9,93
SSC11670,54,15,101,4367,5077,2071,1589,3429,839,17374
SSC11671,0,0,0,9,3,3,9,9,0,36
SSC11672,8,3,28,371,458,240,176,282,79,1609
SSC11673,16,6,50,621,711,364,352,502,250,2809
SSC11674,0,0,0,39,51,28,15,28,12,173
SSC11675,0,3,16,133,170,95,113,110,82,699
SSC11676,0,0,3,46,46,32,17,50,29,216
SSC11677,0,0,0,9,12,5,0,8,0,30
SSC11678,71,3,93,616,751,361,216,626,155,2720
SSC11679,0,0,0,10,15,9,9,9,3,56
SSC11680,0,0,6,32,30,31,30,43,33,207
SSC11681,0,0,0,28,48,18,24,36,26,174
SSC11682,43,4,65,3157,3336,1492,1146,2886,369,12380
SSC11683,0,0,0,0,0,3,0,0,3,7
SSC11684,0,3,12,527,621,255,234,365,145,2143
SSC11685,66,29,139,379,603,355,333,569,219,2458
SSC11686,0,0,0,0,0,0,0,0,0,0
SSC11687,0,0,0,0,0,0,0,0,0,0
SSC11688,0,0,0,4,9,7,8,7,9,41
SSC11689,0,0,0,101,121,37,32,50,23,368
SSC11690,0,0,0,19,29,20,11,20,19,117
SSC11691,0,0,0,15,12,8,16,4,3,62
SSC11692,0,0,0,13,27,10,8,14,0,71
SSC11693,4,0,18,267,298,166,127,193,96,1149
SSC11694,3,0,4,13,17,10,10,15,27,96
SSC11695,0,0,0,3,16,11,4,8,9,50
SSC11696,0,0,0,7,8,8,3,4,4,35
SSC11697,0,0,0,10,9,3,3,5,3,38
SSC11698,0,0,0,8,13,13,9,7,6,56
SSC11699,0,0,3,7,11,0,3,3,0,29
SSC11700,0,0,3,22,34,22,11,18,16,127
SSC11701,0,0,3,14,24,17,10,13,11,85
SSC11702,0,0,0,25,40,10,11,87,11,184
SSC11703,0,0,0,8,20,3,7,12,11,63
SSC11704,0,0,0,498,646,281,159,247,180,2010
SSC11705,3,0,3,62,96,33,32,67,27,315
SSC11706,0,0,0,18,23,6,10,13,7,69
SSC11707,0,0,3,19,26,13,8,14,10,91
SSC11708,0,0,0,30,58,13,19,20,11,145
SSC11709,0,0,4,51,77,48,43,70,23,316
SSC11710,0,0,0,9,11,4,3,4,0,38
SSC11711,237,90,486,2221,2815,1364,1088,2024,957,10467
SSC11712,0,0,3,56,87,53,31,45,33,305
SSC11713,0,0,0,5,0,0,0,0,3,10
SSC11714,0,0,0,15,14,10,3,3,6,53
SSC11715,0,0,0,19,33,9,8,13,3,82
SSC11716,0,0,0,4,15,6,9,10,8,52
SSC11717,0,0,0,4,3,3,0,8,0,24
SSC11718,148,18,261,1630,1715,798,593,1252,291,6281
SSC11719,0,0,0,4,0,0,0,0,3,11
SSC11720,37,39,85,116,135,64,52,159,141,658
SSC11721,100,57,208,1311,1636,808,716,1600,791,6854
SSC11722,15,5,43,846,833,241,163,651,368,3112
SSC11723,0,0,0,8,8,5,18,17,9,65
SSC11724,0,0,0,3,7,3,0,3,0,22
SSC11725,202,238,667,3530,4590,2137,1679,3954,2470,18355
SSC11726,0,0,0,0,4,0,0,3,0,7
SSC11727,0,0,0,7,6,3,6,7,3,29
SSC11728,0,0,0,4,3,3,0,0,0,18
SSC11729,0,0,0,57,69,47,38,32,3,250
SSC11730,0,0,0,18,17,9,12,5,5,69
SSC11731,4,0,5,39,56,27,23,28,47,214
SSC11732,0,0,0,8,11,3,7,8,7,40
SSC11733,267,66,471,1491,2115,1048,902,1898,1071,8520
SSC11734,0,0,0,0,0,0,0,0,0,3
SSC11735,0,0,0,12,10,11,7,10,3,52
SSC11736,0,0,0,16,23,0,11,16,20,81
SSC11737,0,0,0,0,0,0,0,0,0,0
SSC11738,63,3,99,2506,2383,1019,949,4414,1185,12460
SSC11739,168,98,323,299,369,169,132,529,219,1716
SSC11740,0,0,0,5,14,12,7,8,14,75
SSC11741,0,0,0,60,61,44,36,37,23,264
SSC11742,0,0,3,43,56,39,34,45,36,253
SSC11743,6,5,33,663,766,380,194,400,100,2497
SSC11744,0,0,0,10,14,7,0,3,3,34
SSC11745,0,0,3,31,34,19,16,29,13,144
SSC11746,0,0,0,0,0,0,0,0,0,0
SSC11747,0,0,0,6,0,0,0,0,0,13
SSC11748,0,0,0,0,3,0,0,0,0,3
SSC11749,0,0,0,3,7,6,3,4,4,31
SSC11750,0,0,0,8,0,4,0,3,0,20
SSC11751,0,0,0,0,0,0,0,0,0,0
SSC11752,0,0,0,16,28,26,23,24,20,138
SSC11753,62,39,175,1146,1487,717,530,1092,320,5293
SSC11754,3,74,83,8,3,0,3,13,142,169
SSC11755,0,0,6,81,132,90,56,75,30,454
SSC11756,63,14,104,2005,1898,835,817,3689,619,9875
SSC11757,327,58,539,3435,3217,1495,1796,6887,1614,18453
SSC11758,0,0,0,13,21,11,15,3,10,70
SSC11759,0,0,0,49,69,28,30,45,45,267
SSC11760,0,0,3,30,44,21,15,35,55,197
SSC11761,38,0,50,754,788,347,367,1622,208,4096
SSC11762,0,0,0,3,3,0,3,3,3,17
SSC11763,13,3,19,82,83,60,57,189,92,565
SSC11764,0,0,0,160,173,74,55,108,22,592
SSC11765,0,0,0,12,15,14,8,9,3,66
SSC11766,0,0,0,0,0,3,4,0,4,12
SSC11767,4,0,3,146,194,91,52,71,31,589
SSC11768,0,0,0,10,23,15,26,17,11,104
SSC11769,17,9,46,173,268,149,123,254,117,1084
SSC11770,70,25,174,1297,1342,560,345,790,349,4678
SSC11771,0,0,0,21,27,17,3,12,14,93
SSC11772,0,0,0,4,13,9,0,5,10,31
SSC11773,0,0,0,44,56,35,10,31,16,187
SSC11774,7,0,10,925,1001,372,330,762,289,3673
SSC11775,0,0,0,15,29,16,17,23,7,117
SSC11776,56,26,125,337,516,321,299,467,230,2165
SSC11777,3,3,3,38,48,16,25,41,37,203
SSC11778,9,3,20,404,550,265,270,485,151,2121
SSC11779,0,0,0,7,13,11,8,13,6,58
SSC11780,0,0,0,11,10,18,8,13,12,71
SSC11781,163,93,365,3803,4266,2067,1865,4920,1170,18089
SSC11782,162,170,518,2829,3277,1578,1257,3607,1880,14425
SSC11783,0,0,0,8,16,11,7,14,9,61
SSC11784,0,0,3,40,44,20,27,38,30,203
SSC11785,7,0,12,251,286,156,121,157,62,1028
SSC11786,0,0,3,126,135,76,66,76,45,526
SSC11787,0,0,0,4,11,6,0,3,0,23
SSC11788,0,0,0,0,0,0,0,5,0,6
SSC11789,0,0,3,6,19,12,0,0,4,44
SSC11790,186,69,370,3100,2897,1305,1478,6597,1693,17072
SSC11791,36,10,72,741,796,331,329,1285,280,3764
SSC11792,3,16,17,66,83,46,65,112,96,472
SSC11793,0,0,0,0,10,5,0,11,13,33
SSC11794,28,13,57,312,459,261,247,412,275,1966
SSC11795,6,6,16,211,366,225,237,215,104,1366
SSC11796,0,0,0,39,36,23,28,16,20,167
SSC11797,0,0,0,18,23,14,17,17,15,107
SSC11798,0,0,0,0,0,3,0,3,0,9
SSC11799,0,0,0,7,9,3,7,10,10,47
SSC11800,3,0,9,49,53,26,37,47,38,252
SSC11801,3,0,5,79,108,54,56,63,23,374
SSC11802,0,0,3,8,9,10,3,8,9,45
SSC11803,35,19,78,228,327,169,168,331,162,1384
SSC11804,0,0,0,0,7,0,0,0,0,12
SSC11805,3,0,12,168,329,138,84,80,66,868
SSC11806,0,0,3,36,64,24,32,42,16,212
SSC11807,0,0,0,0,5,0,0,3,0,13
SSC11808,0,0,0,31,37,20,13,28,47,176
SSC11809,0,0,0,28,55,18,17,25,18,164
SSC11810,3,0,6,23,52,14,40,34,25,190
SSC11811,0,0,0,0,0,3,0,0,0,6
SSC11812,148,46,288,1486,1924,990,864,1548,848,7668
SSC11813,0,0,8,93,151,84,52,92,47,523
SSC11814,0,0,0,5,20,9,8,3,10,56
SSC11815,0,0,0,15,10,9,10,7,10,61
SSC11816,0,0,0,0,0,0,0,0,0,0
SSC11817,4,0,4,38,43,22,18,47,17,192
SSC11818,0,0,0,0,0,0,0,0,120,125
SSC11819,0,0,3,6,7,10,14,12,30,80
SSC11820,0,0,0,8,15,3,3,12,3,49
SSC11821,0,3,0,11,28,16,7,12,22,96
SSC11822,35,11,70,298,372,188,197,362,189,1598
SSC11823,0,0,0,26,23,14,17,32,12,133
SSC11824,23,9,50,492,759,331,322,603,171,2682
SSC11825,15,9,53,693,574,240,168,834,112,2625
SSC11826,66,27,189,1700,1752,701,513,1205,363,6230
SSC11827,87,9,151,1344,1547,775,517,967,224,5373
SSC11828,135,17,270,1302,1449,677,437,1072,317,5254
SSC11829,0,0,0,3,0,0,0,8,0,7
SSC11830,25,10,61,411,529,290,223,501,179,2128
SSC11831,0,0,3,33,47,20,36,35,22,203
SSC11832,3,0,12,80,128,65,64,71,24,433
SSC11833,0,0,0,13,10,0,3,7,3,39
SSC11834,0,0,3,10,31,24,15,15,8,101
SSC11835,7,0,18,82,121,74,54,60,32,429
SSC11836,0,0,0,4,4,3,3,4,3,19
SSC11837,0,0,0,3,3,0,3,3,0,11
SSC11838,25,70,146,1005,1083,403,228,686,326,3733
SSC11839,12,4,26,207,242,113,67,124,47,799
SSC11840,3,3,9,216,210,76,47,119,41,714
SSC11841,37,15,108,708,841,455,243,660,294,3196
SSC11842,0,0,0,100,122,61,37,84,42,445
SSC11843,102,23,164,972,1183,515,514,1162,286,4629
SSC11844,160,28,217,565,720,315,205,803,175,2783
SSC11845,0,0,0,18,16,4,8,3,13,52
SSC11846,0,0,3,14,29,15,16,7,13,102
SSC11847,0,0,0,19,16,15,7,16,21,93
SSC11848,0,0,0,0,0,0,0,0,0,4
SSC11849,0,0,3,21,44,37,24,16,10,157
SSC11850,3,3,17,223,242,125,110,214,118,1025
SSC11851,33,34,90,279,376,198,203,413,230,1699
SSC11852,0,0,7,35,56,48,11,29,17,203
SSC11853,0,0,0,30,22,16,19,16,4,108
SSC11854,0,0,3,33,37,33,46,44,26,216
SSC11855,0,0,0,7,9,11,9,3,14,46
SSC11856,0,0,0,5,3,7,4,5,0,30
SSC11857,0,0,0,7,10,6,15,13,0,47
SSC11858,43,18,96,372,677,452,367,618,253,2744
SSC11859,23,7,42,2015,2218,993,732,1551,319,7832
SSC11860,80,8,93,855,881,370,333,1804,534,4775
SSC11861,3,0,3,59,88,45,37,62,47,342
SSC11862,0,0,0,11,17,8,9,3,10,60
SSC11863,0,0,0,7,0,0,3,0,3,16
SSC11864,0,0,0,8,5,5,0,3,3,26
SSC11865,0,0,4,38,76,44,29,41,24,251
SSC11866,15,3,27,715,775,345,311,1051,225,3420
SSC11867,0,0,0,0,0,0,0,0,0,0
SSC11868,7,13,38,98,142,87,60,152,78,611
SSC11869,5,0,14,49,73,48,31,53,25,279
SSC11870,0,0,0,0,0,0,0,0,0,9
SSC11871,0,0,0,6,6,4,0,6,3,22
SSC11872,0,0,3,98,107,47,36,45,14,350
SSC11873,40,15,81,167,295,148,120,235,113,1081
SSC11874,24,23,52,313,449,229,200,446,344,1990
SSC11875,0,0,3,55,78,26,30,62,40,295
SSC11876,0,0,0,0,3,3,0,0,3,10
SSC11877,5,3,17,1340,732,204,125,3515,1147,7055
SSC11878,0,0,0,0,3,3,3,0,0,6
SSC11879,0,0,0,4,6,8,4,0,0,22
SSC11880,0,0,0,176,212,121,89,134,34,754
SSC11881,21,6,60,884,1237,607,417,554,182,3874
SSC11882,0,0,0,13,17,16,16,8,11,73
SSC11883,180,25,270,1120,1376,691,474,994,191,4856
SSC11884,9,3,17,85,100,47,48,129,56,470
SSC11885,0,0,0,4,9,3,5,7,3,31
SSC11886,12,5,33,764,867,361,418,1477,428,4308
SSC11887,15,10,33,400,387,165,197,887,317,2359
SSC11888,3,3,10,346,451,219,166,358,69,1600
SSC11889,0,0,0,3,0,0,3,4,0,8
SSC11890,48,7,83,1190,1410,680,457,905,285,4928
SSC11891,0,0,10,109,88,53,36,78,31,398
SSC11892,32,10,54,160,206,135,140,234,93,971
SSC11893,0,0,0,3,3,3,0,8,0,18
SSC11894,0,0,4,19,29,14,7,19,22,106
SSC11895,3,3,14,59,78,30,33,52,37,295
SSC11896,0,0,0,24,19,19,11,10,13,98
SSC11897,0,0,3,27,54,36,24,44,21,202
SSC11898,3,0,3,24,29,13,7,25,13,112
SSC11899,0,0,3,24,29,19,13,18,14,117
SSC11900,0,0,0,60,97,40,48,39,32,316
SSC11901,0,0,0,0,3,4,0,6,0,8
SSC11902,12,4,29,151,196,102,49,134,38,674
SSC11903,0,0,0,8,27,12,18,15,16,97
SSC11904,0,0,0,11,22,16,9,4,3,65
SSC11905,7,8,19,439,528,260,235,405,161,2022
SSC11906,0,0,0,30,30,34,20,28,16,157
SSC11907,0,0,3,33,39,14,10,27,14,142
SSC11908,0,0,0,3,3,0,0,5,4,25
SSC11909,3,0,3,106,153,79,46,123,22,532
SSC11910,0,0,0,3,11,8,0,7,3,31
SSC11911,20,3,46,1058,988,340,310,1336,487,4521
SSC11912,22,9,48,230,282,122,120,267,170,1198
SSC11913,3,0,4,48,55,39,41,47,21,247
SSC11914,39,14,96,1073,1524,718,483,949,355,5094
SSC11915,40,3,67,1895,1841,735,702,3182,468,8821
SSC11916,5,0,10,78,106,80,31,49,27,371
SSC11917,8,3,22,544,573,239,217,454,141,2160
SSC11918,0,0,3,11,16,11,10,3,13,63
SSC11919,0,0,0,6,7,3,9,10,3,42
SSC11920,23,34,81,227,360,172,154,286,187,1394
SSC11921,0,0,12,170,239,145,85,84,36,756
SSC11922,0,0,0,6,11,5,10,13,6,46
SSC11923,0,0,0,6,13,0,5,13,10,53
SSC11924,3,0,12,198,279,125,137,265,97,1098
SSC11925,6,3,15,232,242,90,75,296,66,1007
SSC11926,6,0,13,1045,1104,449,330,995,321,4247
SSC11927,0,0,0,0,0,0,0,3,0,4
SSC11928,0,0,0,0,9,0,3,18,7,43
SSC11929,28,3,61,1433,1278,517,384,1886,498,6003
SSC11930,21,0,38,1521,1484,572,478,2240,930,7228
SSC11931,0,0,0,11,23,17,14,14,14,89
SSC11932,0,0,0,3,0,0,4,3,5,21
SSC11933,0,0,0,17,23,3,6,8,10,70
SSC11934,0,0,0,19,27,18,13,3,6,83
SSC11935,11,0,15,650,684,256,222,797,143,2759
SSC11936,179,55,403,4297,4949,2060,1559,4183,1002,18051
SSC11937,14,9,57,1219,1519,766,475,754,172,4910
SSC11938,0,0,3,17,27,18,12,12,6,92
SSC11939,4,3,7,58,68,46,27,76,39,318
SSC11940,0,0,0,14,20,8,7,13,0,71
SSC11941,4,3,12,75,164,67,37,56,48,452
SSC11942,56,7,82,1443,1832,838,624,1282,215,6237
SSC11943,7,6,30,310,306,182,186,402,139,1522
SSC11944,0,0,0,34,41,22,17,11,25,153
SSC11945,0,0,0,4,10,5,11,3,8,35
SSC11946,0,0,0,17,19,3,11,13,5,60
SSC11947,0,0,0,8,0,3,7,10,4,25
SSC11948,0,0,0,12,10,15,4,8,50,97
SSC11949,0,0,0,0,0,0,0,0,0,0
SSC11950,40,20,89,368,533,323,255,488,302,2274
SSC11951,12,0,12,715,689,271,266,1141,223,3294
SSC11952,0,0,0,18,27,9,24,14,10,110
SSC11953,0,0,0,3,0,0,0,0,8,10
SSC11954,421,43,583,1836,1907,880,572,1948,477,7625
SSC11955,6,3,17,497,652,282,263,359,142,2194
SSC11956,0,0,0,21,20,13,11,6,5,78
SSC11957,0,0,0,0,0,0,0,0,0,0
SSC11958,0,0,0,32,37,18,10,30,6,130
SSC11959,3,0,3,11,11,3,3,13,0,41
SSC11960,3,3,21,196,205,78,43,95,37,651
SSC11961,3,0,7,26,44,17,9,32,5,136
SSC11962,0,0,0,8,31,14,23,11,35,115
SSC11963,38,10,84,929,1169,442,259,870,285,3967
SSC11964,287,39,478,5555,5175,2203,1692,9584,1433,25642
SSC11965,13,7,48,564,539,301,195,511,113,2227
SSC11966,10,6,32,110,226,93,55,160,83,734
SSC11967,0,0,5,27,25,28,18,10,4,110
SSC11968,4,0,9,79,104,55,36,57,29,356
SSC11969,0,0,0,11,10,7,3,17,0,48
SSC11970,0,0,3,32,53,37,37,15,19,188
SSC11971,0,0,4,24,36,13,29,26,27,152
SSC11972,0,0,0,23,31,17,13,22,7,117
SSC11973,0,0,0,6,7,6,4,3,0,23
SSC11974,87,4,133,1505,1645,813,567,1345,192,6073
SSC11975,32,9,67,175,374,214,237,335,193,1528
SSC11976,0,0,0,4,8,5,7,0,0,28
SSC11977,0,0,0,12,19,14,10,7,11,78
SSC11978,74,30,185,2543,2784,1321,1200,3216,880,11945
SSC11979,8,0,19,191,242,92,74,148,69,819
SSC11980,0,0,0,3,4,8,5,9,3,28
SSC11981,157,54,340,1637,2263,1226,1034,2133,987,9286
SSC11982,0,0,0,4,7,3,0,0,3,29
SSC11983,0,0,4,127,187,99,61,70,48,590
SSC11984,0,0,0,3,12,0,3,7,0,23
SSC11985,0,0,0,3,13,3,3,8,0,25
SSC11986,0,0,0,0,0,0,0,0,0,7
SSC11987,0,0,0,11,16,10,13,12,9,63
SSC11988,0,0,0,3,0,0,0,4,0,7
SSC11989,0,0,0,0,4,3,7,14,0,31
SSC11990,4,3,15,477,499,159,99,249,121,1604
SSC11991,0,0,0,43,41,16,24,44,104,277
SSC11992,0,0,3,16,20,8,10,11,15,73
SSC11993,0,0,3,17,28,16,21,23,3,106
SSC11994,0,0,0,3,3,0,0,4,0,9
SSC11995,0,0,0,0,0,4,9,0,0,17
SSC11996,0,0,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0,0,0
SSC11998,12,7,33,289,392,191,184,199,122,1379
SSC11999,0,0,4,30,55,36,28,23,16,188
SSC12000,78,16,124,977,1174,459,388,1045,361,4407
SSC12001,144,16,234,1262,1365,547,421,992,281,4866
SSC12002,3,3,14,60,80,58,40,44,38,311
SSC12003,0,0,0,3,0,0,4,0,0,13
SSC12004,0,0,3,54,61,29,22,20,19,206
SSC12005,0,0,0,14,19,12,9,7,8,68
SSC12006,0,0,0,11,14,7,9,9,14,61
SSC12007,0,0,0,5,12,3,5,3,0,29
SSC12008,0,0,0,21,29,12,20,31,14,131
SSC12009,0,0,0,3,0,0,5,4,5,19
SSC12010,0,0,0,7,9,9,9,0,3,32
SSC12011,0,0,0,22,18,6,16,11,0,73
SSC12012,0,0,0,31,30,22,29,12,13,133
SSC12013,0,0,0,0,0,0,0,0,0,3
SSC12014,12,0,30,136,171,100,108,201,135,850
SSC12015,0,0,0,3,0,7,0,4,0,11
SSC12016,15,6,46,1956,2480,981,553,967,294,7227
SSC12017,0,0,0,17,31,23,19,6,13,110
SSC12018,0,0,3,14,14,14,16,3,4,65
SSC12019,0,0,0,6,9,10,7,3,10,49
SSC12020,0,0,0,3,3,0,0,3,0,10
SSC12021,0,0,3,53,81,40,31,53,48,299
SSC12022,0,0,0,12,25,16,11,26,10,99
SSC12023,83,8,124,566,498,191,165,911,170,2508
SSC12024,22,3,44,412,599,312,213,360,82,1978
SSC12025,0,0,0,0,0,0,0,0,0,0
SSC12026,0,0,0,53,76,58,37,46,37,312
SSC12027,6,0,17,310,324,200,166,195,119,1313
SSC12028,0,0,0,0,4,5,5,8,3,30
SSC12029,0,0,0,0,0,0,4,0,0,4
SSC12030,5,4,22,700,611,185,123,328,265,2211
SSC12031,0,0,0,0,9,4,3,0,6,17
SSC12032,20,9,36,347,452,230,182,293,150,1653
SSC12033,0,0,0,8,15,9,3,11,10,56
SSC12034,3,0,0,9,9,3,3,10,8,35
SSC12035,0,0,0,26,26,14,12,10,14,95
SSC12036,0,0,0,3,3,0,0,5,0,13
SSC12037,3,0,3,39,63,39,36,44,66,291
SSC12038,0,0,0,0,0,0,0,0,0,0
SSC12039,0,0,0,3,3,0,3,3,9,17
SSC12040,0,0,0,10,20,12,8,10,7,72
SSC12041,0,0,0,7,14,5,6,22,10,57
SSC12042,3,0,11,936,1124,412,332,807,176,3786
SSC12043,0,0,0,0,4,3,0,3,0,17
SSC12044,0,0,3,34,55,17,20,38,20,187
SSC12045,9,10,49,193,336,184,165,199,68,1138
SSC12046,49,21,99,585,737,412,364,726,1293,4110
SSC12047,0,0,0,20,18,9,11,11,9,66
SSC12048,26,9,64,414,642,270,189,343,93,1960
SSC12049,0,0,3,19,42,20,27,15,17,137
SSC12050,0,0,0,32,68,49,31,22,31,225
SSC12051,3,0,10,97,167,76,57,74,64,536
SSC12052,0,0,0,38,45,28,16,31,16,179
SSC12053,0,0,5,14,19,11,9,14,10,74
SSC12054,0,0,0,27,19,16,14,12,6,95
SSC12055,149,16,219,902,1209,613,538,1135,260,4655
SSC12056,0,0,0,0,0,0,0,0,0,0
SSC12057,10,8,31,124,242,139,147,266,206,1122
SSC12058,0,0,0,22,28,16,21,18,22,120
SSC12059,0,0,0,13,21,19,13,9,17,86
SSC12060,3,0,13,124,116,67,30,112,24,471
SSC12061,6,6,19,147,228,112,91,80,101,755
SSC12062,0,0,0,9,12,3,4,4,0,33
SSC12063,0,0,0,10,17,5,6,9,5,48
SSC12064,3,0,6,46,61,34,26,73,27,262
SSC12065,0,0,4,16,45,21,15,13,5,111
SSC12066,0,0,0,24,27,24,18,4,13,111
SSC12067,180,87,314,601,713,388,286,934,448,3374
SSC12068,0,0,0,46,51,10,16,328,124,569
SSC12069,0,3,3,0,0,0,0,0,3,6
SSC12070,0,0,0,6,7,6,4,8,4,39
SSC12071,28,23,83,1566,1858,761,542,1400,508,6623
SSC12072,0,0,4,71,128,80,49,58,66,453
