SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC10069,3,5,0,3,3,0,0,0,0,16,3,0,3,0,3,0,0,0,0,12,11,0,19,0,4,8,3,6,3,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,29,30,10,15,6,3,12,7,137
SSC10070,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,0,5,3,0,7,3,37
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10072,9,11,3,3,15,3,0,0,0,47,14,3,8,11,10,0,0,0,0,42,19,5,74,12,16,11,5,11,7,157,0,0,0,0,3,0,0,0,0,14,3,7,0,3,7,0,0,0,0,20,4,3,0,0,0,0,0,0,0,9,3,0,0,0,3,0,0,0,0,4,92,140,94,44,70,26,10,27,13,501
SSC10073,3,3,7,4,8,0,0,0,0,24,9,9,7,10,3,0,3,4,0,44,17,6,74,18,28,12,19,15,0,199,0,0,3,3,3,3,0,0,0,8,0,0,4,3,6,0,0,0,0,12,0,5,0,0,0,0,0,3,0,5,0,0,3,0,0,0,0,0,3,11,40,86,98,52,59,23,29,25,3,413
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9
SSC10075,3,0,0,0,3,0,0,0,0,4,4,3,0,0,0,0,0,0,0,7,6,0,10,3,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,9,3,6,3,0,4,0,67
SSC10076,3,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,12,14,3,9,3,5,0,3,8,0,37,0,0,0,4,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,10,13,13,5,4,5,10,0,89
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7
SSC10078,0,6,0,3,3,0,0,0,0,11,4,0,3,12,6,5,0,0,0,27,4,5,64,18,17,11,18,20,0,147,0,0,0,3,0,0,0,3,0,5,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,14,16,46,68,38,24,20,22,29,6,271
SSC10079,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,10,0,7,6,0,0,0,3,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,8,11,12,3,3,3,10,0,55
SSC10080,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SSC10081,3,0,0,3,0,0,0,3,0,15,3,0,0,3,0,0,0,0,0,11,18,3,8,5,3,3,3,3,0,47,8,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,15,9,11,3,3,5,0,113
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,3,0,0,0,0,19
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10084,4,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,7,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,5,3,3,3,0,0,4,0,34
SSC10085,59,101,31,66,73,13,5,9,5,364,71,82,37,127,114,38,14,29,7,513,205,88,611,251,235,163,95,169,27,1848,11,15,15,21,24,23,7,28,0,154,19,15,18,31,56,29,12,28,3,199,9,19,5,13,12,7,4,13,0,71,21,19,11,20,22,8,15,39,11,171,777,2397,845,794,836,369,160,438,79,6694
SSC10086,39,53,39,27,42,16,8,16,4,245,59,43,47,58,59,32,12,19,4,327,52,43,232,64,56,36,44,46,15,588,0,3,3,7,19,4,3,4,0,41,9,9,11,15,28,10,8,12,0,98,13,10,4,3,13,9,7,4,0,61,3,13,19,14,8,9,0,8,10,92,446,1047,445,330,444,232,151,264,56,3405
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,7
SSC10088,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,6,4,7,10,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,13,7,14,0,3,0,12,0,61
SSC10089,0,0,0,3,6,0,0,0,0,12,0,3,0,0,3,0,0,0,0,7,3,3,16,3,3,3,0,8,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,25,60,23,12,17,7,3,17,3,158
SSC10090,45,56,33,21,33,19,3,10,4,220,44,59,30,33,46,23,7,11,0,250,31,29,90,43,33,24,10,13,0,282,3,7,0,0,8,3,0,0,0,17,6,9,8,11,11,3,4,0,3,59,10,23,6,5,5,6,0,0,0,58,7,15,3,5,10,8,0,5,6,63,700,2026,273,257,487,217,53,93,61,4164
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,21
SSC10092,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,3,0,14
SSC10093,18,28,8,15,19,11,4,3,0,100,9,18,9,11,25,4,3,3,0,94,27,12,94,28,26,19,10,21,4,239,0,0,0,0,3,0,0,0,0,7,5,7,4,9,15,5,0,3,0,47,0,7,0,0,3,0,0,0,0,9,0,5,4,0,3,4,0,0,0,23,197,467,148,94,163,68,21,44,14,1215
SSC10094,0,3,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,3,0,18,9,0,3,0,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,11,23,19,11,10,4,4,9,0,88
SSC10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,9,0,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,15,5,7,4,0,4,0,46
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10097,4,3,0,7,3,0,3,0,0,20,3,10,3,15,7,3,4,3,0,46,10,3,52,26,21,5,20,21,3,169,0,0,0,3,0,3,0,3,0,18,0,0,3,4,3,0,3,0,0,20,0,3,0,5,0,0,0,3,0,18,0,0,3,8,0,0,9,3,7,33,33,58,74,71,49,21,41,46,17,421
SSC10098,74,117,83,72,79,45,37,38,9,552,92,117,120,142,115,72,27,71,14,768,86,73,357,148,113,72,57,78,21,1011,9,5,3,8,20,13,6,10,0,71,15,29,21,23,40,30,13,14,3,195,16,37,16,14,36,18,5,17,6,161,16,24,19,29,17,8,8,32,31,189,1036,3503,943,964,1221,613,283,593,165,9323
SSC10099,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,17,3,11,10,3,0,5,8,0,55,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,3,0,13,29,14,12,25,7,6,4,14,0,113
SSC10100,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,5,0,17,8,4,6,4,7,0,50,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,14,11,17,14,8,9,9,11,0,98
SSC10101,0,3,0,12,3,0,0,0,3,23,3,10,5,22,6,0,4,0,0,46,23,21,134,65,52,29,28,46,0,390,0,0,4,8,4,9,4,10,0,38,3,3,3,11,9,0,4,10,0,41,0,0,3,0,0,0,0,4,0,8,6,0,10,0,3,3,3,7,3,27,49,98,159,121,78,51,50,83,6,690
SSC10102,23,38,15,10,21,14,0,0,0,129,34,39,17,27,36,12,8,0,4,177,49,35,225,82,70,31,65,35,5,598,0,0,0,0,9,5,4,4,0,22,0,3,3,9,14,3,3,3,0,40,0,10,3,3,9,3,0,0,0,23,4,6,0,3,3,0,3,3,4,35,191,446,294,167,207,81,87,52,16,1544
SSC10103,13,35,12,21,26,3,0,0,0,114,8,24,13,17,26,10,5,7,3,119,25,17,80,37,39,17,8,13,3,227,0,4,3,3,5,3,0,0,0,16,6,8,0,6,8,4,4,3,0,44,0,8,6,0,4,0,0,0,0,21,3,3,0,3,4,0,0,0,0,19,181,523,138,123,177,63,26,37,16,1279
SSC10104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,6,3,0,22
SSC10105,4,6,0,0,0,0,0,0,0,16,3,3,0,3,0,0,0,0,0,8,12,5,22,12,6,0,6,13,0,86,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,33,32,23,20,18,3,9,19,3,166
SSC10106,66,65,125,74,61,48,57,66,10,574,68,80,126,189,102,116,53,110,17,861,57,47,504,158,84,81,96,144,22,1201,5,6,13,22,25,15,12,25,0,113,9,13,29,54,29,18,23,35,3,212,18,17,45,21,15,21,26,47,7,218,17,22,62,30,23,23,32,65,41,310,620,1729,1252,1004,822,759,551,987,205,7923
SSC10107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,10,11,9,4,4,0,3,0,43
SSC10108,18,32,8,12,7,0,3,0,0,82,15,19,7,7,13,8,3,5,0,73,22,12,74,15,17,9,6,14,0,171,0,0,0,0,10,0,0,0,0,6,6,3,0,0,5,3,0,0,0,17,0,4,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,3,0,12,159,501,107,68,97,42,19,27,9,1025
SSC10109,11,3,9,4,11,4,0,0,0,42,7,5,6,17,11,6,0,0,0,60,53,8,127,19,16,14,34,20,3,297,0,0,3,5,5,0,0,0,0,16,5,0,0,3,6,9,4,0,3,34,3,0,0,0,0,3,0,0,0,6,4,4,8,3,3,9,3,3,6,42,99,118,159,60,77,47,49,35,15,655
SSC10110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,6,5,3,3,0,0,8,0,36
SSC10111,76,119,32,37,66,26,0,9,0,373,51,68,32,38,57,26,8,6,3,294,153,69,344,67,76,43,10,47,19,824,10,3,3,7,18,3,0,3,0,43,27,17,5,18,44,23,3,7,5,150,8,14,6,3,12,11,0,0,4,54,13,18,8,8,18,10,8,8,5,95,728,1268,488,275,436,222,45,99,61,3621
SSC10112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SSC10113,0,0,0,0,3,0,0,0,0,4,3,3,0,3,0,0,0,0,0,8,9,0,7,4,6,0,0,0,0,24,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,5,10,11,3,0,3,0,68
SSC10114,25,50,14,30,10,12,3,3,0,148,31,30,17,30,31,15,4,12,0,164,61,31,180,59,46,22,21,36,9,461,6,0,0,3,6,3,0,0,0,20,6,8,5,13,25,11,0,4,0,67,3,3,0,3,4,0,0,0,0,19,3,7,6,3,3,0,6,4,0,36,261,600,236,170,167,86,32,69,19,1632
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,5,11,3,5,3,4,0,0,0,31,7,3,7,16,10,0,0,0,0,48,16,13,102,24,28,20,26,9,0,240,3,0,0,0,5,3,0,7,0,14,3,0,0,4,4,7,5,3,0,25,0,3,0,0,3,0,0,0,0,8,0,0,5,3,3,0,3,0,0,17,43,81,130,64,63,38,28,23,3,477
SSC10117,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,6,0,6,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,6,4,3,3,0,4,0,47
SSC10118,0,3,0,0,6,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,4,0,16,0,4,3,5,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,24,23,7,19,3,5,9,0,104
SSC10119,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,3,0,10,0,4,3,3,0,0,28,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,13,10,0,10,9,3,0,0,58
SSC10120,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,6,0,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,3,3,3,5,0,5,4,3,41
SSC10121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC10124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SSC10126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SSC10129,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,4,0,0,3,0,31
SSC10130,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,6,7,0,0,5,0,41
SSC10131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,5
SSC10132,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,7,3,7,0,0,28
SSC10133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,3,0,17
SSC10135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6
SSC10136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13
SSC10137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,9
SSC10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,17
SSC10139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,11
SSC10140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,13
SSC10142,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,0,0,0,0,16
SSC10143,5,3,0,3,4,3,0,0,0,14,0,0,0,3,4,0,0,0,0,18,3,3,38,3,7,6,3,9,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,24,42,17,14,8,7,8,3,156
SSC10144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,4,5,0,0,7,0,33
