SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC10965,12,13,16,6,13,4,4,0,0,59,14,24,7,10,13,0,7,4,0,82,21,17,41,14,26,0,10,7,0,143,0,3,0,0,4,0,3,0,0,18,0,3,3,3,8,5,0,0,0,26,0,5,0,0,3,0,3,0,0,11,3,0,3,5,0,0,0,0,0,13,136,297,89,57,120,36,33,26,3,797
SSC10966,5,10,3,3,4,0,0,0,0,25,5,9,5,10,7,0,0,0,0,39,15,10,40,13,12,6,8,6,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,13,80,229,56,40,39,20,7,17,7,497
SSC10967,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,0,0,0,0,0,22
SSC10968,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,7,9,9,3,0,0,7,0,50
SSC10969,0,3,0,0,0,0,0,0,0,3,3,6,0,3,0,0,0,0,0,9,6,0,3,13,5,0,4,6,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,13,25,31,8,18,12,0,4,4,0,108
SSC10970,59,81,15,34,46,13,3,6,5,268,60,52,22,37,56,31,9,9,0,286,122,39,300,72,79,46,27,46,7,734,5,8,3,4,12,4,0,3,3,44,26,16,9,24,34,15,5,8,3,140,7,11,6,3,9,4,3,0,3,51,5,11,5,6,12,9,0,3,9,59,635,1051,413,275,397,198,59,88,48,3160
SSC10971,27,39,12,22,16,16,0,3,3,139,30,25,14,23,32,14,3,4,3,160,68,33,203,42,48,23,28,29,10,478,3,6,0,3,11,6,0,0,0,28,9,3,3,9,26,10,0,4,0,66,3,7,0,3,15,5,0,0,0,25,6,12,3,3,13,4,0,4,3,43,363,505,262,135,238,99,38,58,12,1724
SSC10972,3,4,0,0,0,0,0,0,0,12,3,5,3,0,3,0,0,0,0,12,6,0,19,5,0,4,0,3,0,38,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,25,27,19,14,14,4,3,13,3,120
SSC10973,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,10,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,5,3,0,6,4,0,45
SSC10974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,18
SSC10975,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,10,3,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,25,8,9,0,3,0,0,7,0,52
SSC10976,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,0,5,5,0,10,0,3,0,7,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,11,6,9,3,7,3,0,68
SSC10977,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,19
SSC10978,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,11,0,0,0,0,5,0,40
SSC10979,3,0,0,0,0,0,0,3,0,7,5,6,3,8,3,0,0,0,0,20,16,3,19,13,6,0,3,11,0,74,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,29,28,24,19,12,3,8,16,3,146
SSC10980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,6,3,0,3,5,0,24
SSC10984,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,9,7,0,17,3,4,0,4,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,13,24,8,9,4,6,8,0,82
SSC10985,3,7,7,6,3,3,0,7,0,37,4,10,6,16,4,8,0,7,0,51,24,5,94,34,24,10,22,23,3,235,0,0,0,4,4,0,0,3,0,13,0,0,3,0,8,3,0,0,0,18,4,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,3,0,11,49,88,109,72,64,27,23,41,8,487
SSC10986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10987,10,20,8,12,12,3,11,3,0,86,23,34,17,62,60,15,19,11,3,253,53,38,265,98,112,35,112,89,17,830,0,0,3,3,14,0,8,6,0,38,9,7,5,19,30,7,16,5,0,107,3,3,0,3,9,3,5,0,0,36,8,7,13,17,22,10,19,16,14,111,149,300,330,258,338,89,214,159,39,1871
SSC10988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10989,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,7,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,4,5,3,0,0,0,0,32
SSC10990,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,0,0,0,0,0,0,3,19
SSC10991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10992,4,6,0,0,3,0,0,0,0,12,7,0,0,3,0,0,0,0,0,11,11,3,8,10,3,3,3,3,0,48,0,0,0,0,0,0,5,0,0,10,5,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,43,17,12,15,13,3,6,13,0,123
SSC10993,3,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0,5,3,0,0,0,3,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,9,3,0,5,0,0,8,0,38
SSC10994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,13
SSC10996,24,48,9,7,32,5,9,3,0,138,29,31,12,22,43,12,3,0,0,155,41,23,123,31,39,17,16,15,3,318,0,3,0,4,4,0,0,0,0,21,8,11,3,8,15,0,3,4,0,50,3,3,0,0,3,0,0,0,0,15,0,7,3,3,5,0,0,0,4,27,263,615,173,109,233,74,27,32,8,1540
SSC10997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,15
SSC10998,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,10,5,3,0,3,0,0,3,0,30
SSC10999,81,114,28,29,72,35,14,8,0,382,81,79,44,58,111,42,13,12,7,460,135,66,366,90,128,72,50,73,14,984,8,8,0,7,22,11,0,4,0,59,34,15,11,28,60,24,11,12,3,189,20,23,9,9,35,11,4,0,0,109,24,20,5,10,23,8,6,8,17,114,939,1846,543,321,774,314,113,170,73,5103
SSC11000,23,33,14,12,30,13,3,4,4,132,35,30,11,28,38,20,4,8,4,181,47,22,131,32,48,28,18,29,7,358,0,7,3,3,6,0,0,3,0,32,15,3,11,7,20,8,0,3,0,70,5,3,3,3,7,3,0,0,0,26,4,6,5,7,7,5,0,0,11,54,360,827,206,134,306,122,49,70,30,2109
SSC11001,32,26,20,31,35,15,4,11,5,185,41,36,40,61,71,24,15,15,3,305,77,26,292,80,74,36,49,79,15,731,9,4,3,3,17,6,3,3,0,51,12,3,5,19,27,11,24,6,0,106,8,22,11,3,8,0,0,3,0,58,6,16,12,10,11,15,12,4,20,103,335,688,437,251,381,177,131,143,56,2594
SSC11002,12,11,0,6,10,3,3,0,0,42,18,7,4,17,15,3,4,3,0,64,62,11,103,41,23,23,37,29,4,332,4,0,3,5,8,4,4,0,0,32,12,0,0,7,3,0,0,4,0,24,3,0,0,0,4,0,0,0,0,8,16,4,8,0,5,3,11,7,5,68,162,159,128,105,68,47,55,49,13,790
SSC11003,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,6,3,3,17,3,0,3,5,5,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,22,5,9,4,5,8,0,74
SSC11004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11005,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,8,0,27,3,5,0,0,3,0,47,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,16,30,11,12,3,0,6,0,93
SSC11006,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,11,9,0,14,12,9,6,6,8,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,24,17,16,8,7,11,10,0,107
SSC11007,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,0,4,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,16,6,9,3,7,3,9,8,0,61
SSC11008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,12,3,3,3,4,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,10,7,8,3,4,5,0,65
SSC11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC11010,7,12,5,7,6,3,4,3,0,47,12,17,15,15,14,0,3,0,0,76,9,12,61,28,29,16,12,23,3,193,0,0,0,0,3,9,0,3,0,21,4,0,5,3,3,3,0,3,0,23,0,0,0,0,0,0,0,0,0,5,0,0,8,3,0,0,0,0,3,16,62,188,101,74,83,38,24,41,4,615
SSC11011,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,5,0,11,0,0,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,12,4,4,3,4,0,0,53
SSC11012,0,0,0,0,0,0,0,0,0,4,3,3,0,3,3,0,0,0,0,9,7,0,14,7,3,3,5,3,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,24,17,12,10,3,7,5,0,93
SSC11013,18,18,4,7,15,8,0,0,0,83,22,16,5,4,26,4,3,3,3,85,28,6,62,16,16,15,16,4,0,171,0,0,0,0,0,0,0,0,0,8,4,3,3,5,9,4,0,0,0,26,11,3,0,0,6,3,0,0,0,22,3,3,0,0,9,7,0,0,3,28,206,349,92,67,153,74,27,15,13,994
SSC11014,13,23,13,10,16,4,0,3,0,75,25,18,9,16,24,4,7,8,3,113,28,18,106,24,41,13,21,24,3,278,3,5,6,0,7,0,0,7,0,22,0,3,4,9,12,8,0,5,0,44,0,4,0,0,8,0,0,3,0,20,4,3,3,0,6,3,5,7,5,33,143,405,155,107,181,59,52,61,18,1195
SSC11015,80,138,36,63,65,34,7,3,3,429,112,128,48,72,87,38,9,21,3,520,125,63,397,103,97,56,19,51,21,933,3,4,3,7,21,3,0,4,0,44,22,18,3,20,40,23,5,14,4,137,21,26,15,7,8,17,0,8,3,107,17,27,10,5,12,8,0,3,17,101,1382,3437,618,535,803,402,67,154,120,7519
SSC11016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,6,0,3,5,3,7,0,28
SSC11017,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0,0,0,0,0,0,19
SSC11018,0,0,0,0,0,0,0,0,0,4,0,4,3,7,0,3,0,0,0,9,6,3,27,11,0,6,14,9,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,12,13,34,16,4,8,18,15,3,126
SSC11019,12,25,5,12,7,6,0,0,3,80,17,26,11,20,22,10,4,3,0,113,31,15,110,34,34,25,16,15,7,278,0,0,0,3,13,9,0,0,0,25,3,0,0,12,0,5,0,3,0,26,3,0,0,0,4,3,0,0,0,12,0,9,3,0,4,0,0,3,4,17,179,790,156,135,148,78,24,25,16,1553
SSC11020,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,0,0,0,0,3,0,22
SSC11021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,4,0,0,18
SSC11022,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,10,0,4,3,4,0,0,7,0,24,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,11,4,5,3,0,0,7,0,73
SSC11023,0,0,0,0,3,0,0,0,0,9,8,0,0,3,0,0,0,0,0,12,3,3,14,5,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,15,12,17,12,4,3,0,9,0,75
SSC11024,13,3,0,7,0,4,0,0,0,25,10,6,0,9,3,0,0,0,0,31,22,3,44,17,8,7,14,18,6,139,3,0,5,0,0,0,0,0,0,7,7,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,3,3,0,0,19,87,69,53,37,24,20,23,25,9,330
SSC11025,5,14,0,4,3,0,0,0,0,40,7,4,0,24,14,0,0,0,0,49,24,13,85,39,22,16,17,23,4,247,3,0,0,4,4,4,0,5,0,23,0,0,4,5,8,3,0,3,0,31,0,0,0,0,0,0,0,0,0,3,5,8,0,0,3,4,4,10,3,30,85,140,103,85,64,34,32,43,10,593
SSC11026,3,3,0,0,0,0,0,0,0,13,4,0,3,3,0,0,0,0,0,11,9,0,19,0,4,0,3,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,29,25,19,4,7,3,3,5,3,107
SSC11027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11028,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,3,4,0,0,0,0,31
SSC11029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11031,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,6,0,8,0,0,0,0,31
SSC11032,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,7,0,14,7,0,3,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,17,9,4,6,0,6,6,74
SSC11033,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,0,3,10,0,0,0,0,34
SSC11034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3
SSC11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11036,10,20,9,22,15,10,0,3,3,98,21,28,13,46,31,10,3,4,3,163,93,36,250,105,94,53,59,92,8,787,3,0,3,12,6,12,3,6,0,52,8,3,3,14,14,9,7,3,0,63,0,5,6,3,4,3,0,3,0,17,16,7,7,13,13,12,3,14,10,96,244,432,306,245,215,125,82,136,30,1809
SSC11037,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,3,5,0,0,0,0,24
SSC11038,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,0,25,10,0,4,6,11,0,56,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,10,27,13,9,4,6,12,0,91
SSC11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
