SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC11090,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,3,0,9,12,12,9,24,3,0,72
SSC11091,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,6,6,5,10,0,0,44
SSC11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
SSC11093,0,0,3,3,8,3,0,0,0,21,0,0,3,0,0,3,0,0,0,10,0,0,0,4,3,3,0,0,0,14,0,0,0,0,3,4,0,0,0,9,0,0,0,5,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,0,0,9,0,10,3,0,0,27,33,18,23,55,39,48,25,9,0,243
SSC11094,0,0,12,17,17,18,8,0,0,66,0,0,7,4,0,10,0,0,0,21,0,0,3,8,11,0,0,0,0,20,0,0,0,3,0,5,0,0,0,8,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,3,0,0,5,9,5,3,13,12,12,14,10,3,78,78,42,86,131,131,179,119,47,9,817
SSC11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,13,9,0,6,12,7,11,6,3,0,56
SSC11096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,7
SSC11097,0,6,12,14,9,3,5,0,0,40,0,0,6,6,9,6,4,3,0,34,0,0,9,3,16,0,0,0,0,28,0,0,7,12,5,0,0,0,0,26,0,0,3,7,20,10,0,0,0,37,0,0,0,3,4,3,0,0,0,14,4,3,3,0,8,4,0,0,3,32,48,40,65,83,115,68,59,31,9,512
SSC11098,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,3,0,3,0,15,4,3,11,9,19,17,11,9,5,76
SSC11099,0,39,91,105,112,112,47,32,3,539,0,15,49,72,70,64,17,11,0,293,0,12,30,53,61,59,17,4,3,237,0,0,17,37,39,39,16,3,0,154,0,0,23,39,52,35,8,0,0,162,0,5,9,20,23,27,20,3,3,109,75,60,91,88,119,124,147,144,74,920,601,548,907,1035,1289,1384,1261,840,401,8267
SSC11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,5,8,4,14,9,4,0,43
SSC11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
SSC11102,0,0,0,3,3,5,0,0,0,17,0,0,0,0,4,3,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,5,3,3,3,13,7,3,0,0,41,14,18,21,27,63,48,27,18,4,247
SSC11103,0,0,0,3,0,0,0,0,0,8,0,0,3,4,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,0,0,3,6,0,0,0,11,0,0,0,0,3,3,0,0,0,10,5,3,4,0,3,3,3,0,0,22,16,9,22,18,38,33,15,8,0,153
SSC11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,9,4,12,0,0,26
SSC11105,7,140,411,302,267,215,28,3,0,1379,3,52,302,212,208,124,20,0,0,930,0,18,199,211,160,128,15,0,0,736,0,5,132,130,131,88,12,0,0,496,0,6,118,191,189,116,13,0,0,637,3,5,24,58,64,35,4,3,0,190,94,87,190,138,132,113,70,42,10,882,1187,1190,2540,2154,2105,1717,819,328,86,12119
SSC11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC11107,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,3,7,7,8,20,19,23,10,3,104
SSC11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4
SSC11109,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,5,0,4,0,8,13,6,3,0,42
SSC11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,10,6,0,0,31
SSC11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,7,0,0,29
SSC11112,3,48,273,114,93,98,118,27,8,781,0,30,282,131,73,76,79,24,0,697,0,15,272,167,122,87,51,16,7,733,0,0,186,157,79,68,36,14,4,548,0,3,433,404,177,122,73,20,3,1236,0,0,159,475,400,235,88,19,11,1386,18,43,195,144,106,98,99,44,26,780,337,448,2349,2023,1418,1218,1102,484,174,9554
SSC11113,0,18,42,16,17,32,18,7,3,151,0,3,35,16,21,18,27,10,0,128,0,0,43,29,17,10,18,6,0,128,0,3,25,27,24,26,20,4,0,131,0,0,76,53,39,29,19,8,0,233,0,0,34,101,105,104,73,10,3,431,11,13,35,41,38,28,19,11,5,205,84,117,362,359,341,350,305,128,38,2081
SSC11114,0,0,12,20,18,27,14,0,3,96,0,3,7,13,11,17,0,0,0,55,0,0,4,3,18,11,3,0,0,39,0,0,6,8,14,16,3,0,0,44,0,0,3,5,11,16,0,0,0,31,0,0,0,0,3,12,0,0,0,17,22,3,11,21,20,35,25,11,6,143,84,57,119,171,215,343,206,60,36,1274
SSC11115,3,32,122,92,85,51,25,6,0,416,3,24,94,87,44,53,15,0,0,316,0,9,86,59,77,32,6,0,0,269,0,7,38,53,24,24,9,0,0,154,0,3,50,76,67,20,4,0,0,216,0,0,10,7,11,15,0,3,0,52,7,20,106,56,40,41,40,24,16,338,177,325,935,717,577,470,346,201,77,3826
SSC11116,0,7,29,19,20,6,0,0,0,82,0,5,19,18,12,7,0,0,0,53,0,0,9,10,5,4,0,0,0,28,0,0,6,5,6,0,0,0,0,21,0,0,3,3,7,3,0,0,0,15,0,0,3,0,0,0,0,0,0,6,20,19,23,18,24,20,16,19,3,161,133,174,301,255,288,221,181,157,25,1732
SSC11117,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,11,9,0,0,42
SSC11118,0,32,80,102,140,95,44,14,8,512,0,14,82,88,92,65,39,5,13,400,0,3,40,101,100,54,26,0,4,334,0,0,23,71,75,35,11,5,0,226,0,5,50,155,138,65,24,5,3,443,0,0,14,107,123,45,13,4,4,319,26,20,43,60,47,51,48,45,27,375,499,376,596,1079,1155,824,745,467,242,5994
SSC11119,0,140,603,276,224,257,137,41,24,1695,0,83,501,222,208,188,80,19,14,1312,0,24,440,241,190,196,83,21,13,1204,0,18,249,164,164,145,57,23,8,828,0,13,319,302,279,228,80,19,22,1262,0,3,109,211,237,198,92,24,3,877,66,109,365,279,195,230,158,109,61,1561,690,1115,3713,2460,2250,2516,1751,862,478,15844
SSC11120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,10,5,3,9,3,0,0,49
SSC11121,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,6,6,0,0,20,10,3,4,19,20,27,35,11,3,133
SSC11122,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,13,3,8,3,5,6,8,12,6,0,56
SSC11123,4,9,26,31,49,34,16,7,0,178,0,0,16,22,23,22,6,0,0,90,0,4,14,19,19,14,3,3,0,75,0,0,5,10,12,15,0,0,3,45,0,0,3,4,22,7,4,3,0,48,0,0,0,3,3,9,3,6,0,22,13,13,20,9,31,39,39,44,32,242,130,121,229,224,377,381,351,296,96,2211
SSC11124,0,3,0,0,3,3,0,0,0,10,0,0,5,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,0,5,5,15,18,5,20,19,4,8,3,96
SSC11125,0,0,3,4,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,7,3,3,3,0,0,15,9,4,20,18,11,16,9,7,0,92
SSC11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,0,0,4,0,0,17
SSC11127,0,0,8,15,8,3,0,0,0,37,0,0,7,6,0,3,0,0,0,17,0,0,5,4,5,0,0,0,0,16,0,0,6,5,6,3,0,0,0,15,0,0,0,3,3,7,0,0,0,11,0,0,0,0,0,0,0,0,0,3,8,0,3,3,0,7,7,7,0,34,29,21,61,77,57,65,69,29,4,407
SSC11128,0,0,3,9,6,12,3,0,0,39,0,0,0,4,8,8,0,0,0,14,0,0,3,5,6,3,0,0,0,14,0,0,3,6,3,3,0,0,0,16,0,0,0,15,6,3,0,0,0,20,0,0,0,5,4,3,0,0,0,11,3,4,0,0,10,8,4,3,0,31,49,21,31,89,68,84,70,24,13,436
SSC11129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3
SSC11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,8,0,0,5,12,18,14,12,0,71
SSC11131,0,44,147,66,43,45,23,6,3,382,0,16,157,51,37,33,21,0,3,318,0,3,169,83,54,22,11,3,0,343,0,4,118,85,32,22,14,0,0,268,0,3,186,192,102,40,11,0,0,542,0,0,103,198,138,77,10,7,0,529,17,22,142,81,59,40,25,11,10,406,124,271,1319,962,629,439,287,81,39,4160
SSC11132,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,3,3,14,16,11,3,0,51
SSC11133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11134,0,50,184,146,160,121,35,18,8,727,0,28,123,112,109,73,34,6,3,487,0,7,119,129,99,86,21,4,0,467,0,4,70,94,91,66,18,4,0,350,0,0,99,214,196,108,22,9,0,644,0,0,36,144,130,66,15,3,0,392,30,34,94,77,71,87,64,48,29,527,635,698,1472,1465,1474,1257,857,674,319,8864
SSC11135,5,60,202,170,157,115,46,12,0,768,0,24,180,163,133,73,21,7,0,599,0,6,113,123,133,63,13,0,0,449,0,4,68,113,88,52,13,0,0,338,0,0,104,184,158,83,15,0,0,546,0,0,18,86,79,51,8,0,0,241,51,45,75,95,103,59,73,38,19,563,672,684,1491,1663,1654,1193,924,514,215,9004
SSC11136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,8,3,0,4,6,8,17,12,4,3,56
SSC11137,0,0,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,7,0,0,0,28
SSC11138,0,0,6,0,4,3,0,0,0,10,0,0,0,3,0,4,0,0,0,10,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,0,0,17,17,5,16,26,43,49,23,15,0,201
SSC11139,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,3,6,4,10,0,0,0,25
SSC11140,0,0,7,4,10,8,3,0,0,35,0,0,4,10,4,3,0,0,0,27,0,0,4,11,11,0,3,0,0,29,0,0,0,8,0,3,0,0,0,9,0,0,3,3,6,0,0,0,0,16,0,0,3,0,0,3,0,0,0,4,4,3,4,3,7,6,11,9,0,45,35,19,54,66,76,75,74,40,10,446
SSC11141,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,8,6,9,3,3,0,31
SSC11142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,3,3,3,7,0,25
SSC11143,0,0,10,12,14,17,3,0,0,58,0,0,12,7,9,7,3,0,0,45,0,0,9,4,17,4,3,3,0,41,0,0,0,0,3,3,3,0,0,12,0,0,3,0,9,8,3,0,0,21,0,0,8,5,7,3,0,0,0,18,0,3,4,11,5,11,3,0,3,49,55,40,94,110,125,124,75,27,18,675
SSC11144,0,3,0,6,11,10,3,0,0,27,0,0,3,4,0,0,0,0,0,9,0,0,0,5,0,4,0,0,0,12,0,0,3,0,3,0,0,0,0,7,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,3,3,0,4,3,6,0,3,0,24,14,21,16,51,64,58,17,12,3,254
SSC11145,0,0,4,3,3,7,4,0,0,22,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,18,8,10,26,22,42,51,54,18,9,243
SSC11146,0,7,29,21,34,40,8,10,7,153,0,0,12,16,22,28,10,3,0,85,0,0,12,18,18,13,3,0,0,77,0,0,12,7,20,6,0,0,0,49,0,0,0,14,19,12,3,0,0,48,0,0,4,0,11,3,0,0,3,27,28,13,21,26,30,45,53,30,12,248,165,112,230,247,380,461,445,302,149,2487
SSC11147,0,10,9,17,15,21,14,4,0,93,0,0,10,12,12,8,0,0,0,50,0,3,0,5,14,4,7,0,0,30,0,0,3,4,9,7,0,0,0,27,0,0,3,0,6,4,0,0,0,23,0,0,4,0,7,3,3,0,0,16,7,14,13,9,9,28,15,17,18,133,93,75,133,141,177,207,192,92,41,1143
SSC11148,0,0,3,0,3,3,0,0,0,12,0,0,0,0,5,5,0,0,0,11,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,8,7,14,8,16,0,0,73,21,15,29,30,44,47,43,7,4,239
SSC11149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,5,3,8,4,0,29
SSC11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,15
SSC11151,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,3,11,11,0,3,34
SSC11152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
SSC11153,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10
SSC11154,0,0,26,34,24,21,8,0,0,114,0,4,13,10,16,12,3,0,0,59,0,0,7,18,16,11,6,0,0,64,0,0,0,16,11,12,0,0,0,43,0,0,8,22,19,8,0,0,0,60,0,0,0,0,8,11,0,0,0,27,9,3,11,7,15,11,3,0,0,59,95,72,170,224,233,201,116,50,3,1159
SSC11155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,9
SSC11156,0,0,4,3,7,6,0,0,0,19,0,0,3,0,0,0,0,0,3,7,0,0,0,3,7,0,0,0,0,10,0,0,0,0,5,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,12,18,4,19,30,38,16,15,4,3,140
SSC11157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SSC11158,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,7,7,12,22,14,3,0,72,15,6,8,28,31,58,51,13,0,208
SSC11159,0,0,9,8,4,4,0,0,0,29,0,0,4,4,3,3,0,0,0,21,0,0,0,0,0,9,0,0,0,13,0,0,3,0,3,7,3,0,0,15,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,8,10,8,4,36,18,13,42,49,46,83,68,35,12,363
SSC11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10
SSC11161,0,4,26,24,24,21,11,8,0,116,0,0,11,8,19,20,3,3,0,61,0,0,9,7,10,15,0,0,0,43,0,0,0,7,12,10,3,0,0,23,0,0,0,3,3,6,0,0,0,17,0,0,0,5,7,8,3,0,0,23,21,5,10,4,12,24,25,47,61,211,137,77,179,184,260,302,230,176,117,1663
SSC11162,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,6,7,4,8,4,0,0,30
SSC11163,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,12,16,21,8,3,63
SSC11164,0,0,0,4,5,0,0,0,0,12,0,0,0,0,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,5,13,10,24,31,25,18,5,129
SSC11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,4,4,7,3,0,0,27
