SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC11764,0,0,13,8,15,16,0,0,0,45,0,0,8,12,5,4,0,0,0,32,0,3,6,13,11,3,3,0,0,43,0,0,0,6,10,3,0,0,0,30,0,0,12,27,33,14,0,0,0,79,0,0,9,29,31,20,0,0,0,86,3,0,0,0,6,5,3,0,0,22,79,52,73,125,152,89,13,4,0,592
SSC11765,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,7,3,0,14,18,16,3,6,0,66
SSC11766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,11,0,0,0,0,12
SSC11767,0,4,5,3,15,23,11,0,0,62,0,0,9,5,5,5,3,0,0,35,0,0,6,7,10,7,4,0,0,42,0,0,0,11,3,7,4,0,0,24,0,0,4,14,27,12,5,0,0,66,0,0,3,5,22,20,3,0,0,59,0,4,0,5,11,3,3,3,0,34,60,50,41,71,124,123,90,26,3,589
SSC11768,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,15,16,3,17,16,20,11,14,0,0,104
SSC11769,0,0,7,13,22,19,6,0,0,69,0,3,7,7,3,13,6,0,0,38,0,0,5,4,5,5,3,4,0,26,0,0,3,5,3,4,0,0,0,14,0,0,0,4,4,6,0,3,0,22,0,0,3,0,0,0,3,0,0,9,0,3,4,11,7,20,21,26,9,100,38,44,100,108,142,225,260,127,46,1084
SSC11770,0,38,101,60,55,42,44,17,10,365,0,20,115,62,39,48,34,15,5,333,0,8,81,57,42,53,33,12,4,287,0,0,70,42,40,45,19,14,4,240,0,4,101,143,88,69,42,32,12,493,0,0,46,206,227,141,67,34,8,724,28,28,83,62,52,37,42,21,26,384,303,328,858,834,723,635,519,304,174,4678
SSC11771,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,3,6,4,15,24,16,19,4,0,93
SSC11772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,3,3,3,8,9,0,0,0,31
SSC11773,0,0,0,0,0,3,4,0,0,12,0,0,0,3,4,0,0,0,0,13,0,0,6,0,5,0,0,0,0,10,0,0,0,0,4,0,0,0,0,6,0,0,0,7,3,0,0,3,0,16,0,0,0,0,3,0,0,0,0,3,0,0,6,3,0,3,3,3,0,17,18,14,24,28,44,32,12,14,0,187
SSC11774,0,37,205,92,43,25,9,0,0,410,0,20,193,91,44,28,4,0,0,387,0,13,144,91,53,20,8,0,0,320,0,3,98,67,31,23,0,0,0,224,0,3,112,98,39,24,0,0,0,270,0,0,20,29,9,5,4,0,0,73,31,31,73,45,35,14,16,3,0,255,295,299,1299,774,456,344,160,35,10,3673
SSC11775,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,3,3,13,18,16,23,24,6,0,117
SSC11776,0,6,28,29,25,31,20,4,3,154,0,0,15,6,18,17,4,3,0,61,0,0,8,19,17,13,3,0,0,64,0,0,0,12,7,14,0,4,0,35,0,0,0,13,12,9,0,0,0,34,0,0,0,3,12,6,4,0,0,25,21,8,16,17,19,26,46,36,14,203,127,92,199,250,311,371,437,247,125,2165
SSC11777,0,0,6,3,3,3,5,0,0,17,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,3,0,4,0,3,6,6,5,0,26,8,12,25,21,32,46,35,17,3,203
SSC11778,0,13,57,34,42,6,3,0,0,163,0,12,36,38,22,14,3,0,0,124,0,0,26,18,20,8,3,0,0,80,0,0,16,23,15,5,0,0,0,59,0,0,37,43,25,13,0,0,0,127,0,0,4,7,11,9,3,0,0,35,21,9,24,18,20,18,30,4,3,151,176,164,429,410,320,275,251,72,20,2121
SSC11779,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,9,3,7,14,8,5,0,0,58
SSC11780,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,6,4,7,4,17,22,5,6,0,71
SSC11781,7,123,419,402,329,256,125,21,3,1684,0,59,269,326,251,135,50,8,3,1096,0,19,236,300,224,130,36,7,0,952,0,4,134,171,163,109,21,3,0,611,0,3,155,268,216,116,26,3,0,794,0,0,34,85,76,37,8,5,3,258,83,74,157,174,165,129,199,142,85,1215,1314,1356,2844,3281,2796,2389,2577,1159,365,18089
SSC11782,8,87,329,223,222,212,73,20,17,1199,0,26,201,164,160,123,39,11,3,728,0,11,114,145,116,87,42,11,3,523,0,6,64,86,87,59,17,9,0,332,0,4,70,111,117,64,24,4,11,402,0,4,17,57,55,45,15,11,3,210,152,136,296,245,234,239,231,234,190,1960,1104,1125,2728,2220,2195,1999,1433,1095,518,14425
SSC11783,0,0,0,0,3,6,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,7,0,19,10,6,9,8,0,0,61
SSC11784,0,3,0,0,5,0,0,0,0,15,0,3,0,0,6,4,0,0,0,11,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,0,0,0,4,0,0,3,12,8,6,11,4,0,38,12,13,20,29,44,49,27,9,3,203
SSC11785,0,5,9,13,19,16,5,0,0,79,0,6,7,13,35,18,4,0,0,81,0,0,7,18,14,12,3,0,0,55,0,0,5,15,16,10,0,0,0,37,0,0,8,16,32,18,3,0,0,80,0,0,0,6,9,16,8,0,3,46,6,9,4,7,11,8,8,8,0,61,94,71,112,154,216,179,129,57,12,1028
SSC11786,0,6,5,3,13,14,11,0,0,46,0,0,5,3,10,3,3,0,0,29,0,0,3,7,3,0,0,0,0,16,0,0,3,9,8,4,0,0,0,27,0,0,0,12,17,11,0,0,0,39,0,0,0,6,8,3,3,0,0,23,6,3,8,4,12,10,4,0,0,45,74,30,54,70,113,84,65,28,3,526
SSC11787,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,7,3,7,0,0,23
SSC11788,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6
SSC11789,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,9,9,15,6,3,44
SSC11790,3,100,422,248,200,141,37,5,7,1174,0,41,275,169,98,79,25,0,0,693,0,18,169,122,82,59,7,0,3,469,0,6,93,80,48,32,8,0,0,279,0,7,89,79,60,34,6,0,0,284,0,3,26,23,32,16,5,5,0,109,152,175,405,295,208,197,104,77,56,1671,1430,1861,4192,2885,2362,2105,1189,678,370,17072
SSC11791,0,25,96,76,65,54,12,5,0,335,0,14,62,57,34,33,9,0,0,202,0,4,32,52,45,28,5,0,0,159,0,0,24,19,24,23,0,0,0,92,0,0,16,16,26,12,3,0,0,80,0,0,6,5,11,0,0,0,0,17,20,30,66,32,45,32,25,19,3,284,323,396,738,630,610,516,291,184,72,3764
SSC11792,0,0,3,6,12,4,3,3,0,28,0,0,0,0,3,3,0,0,0,13,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,3,4,0,3,3,0,0,0,11,6,8,7,16,18,18,10,10,13,104,24,38,50,60,94,84,60,50,17,472
SSC11793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,4,3,3,3,5,10,4,3,0,33
SSC11794,0,4,16,20,27,22,11,4,0,110,0,3,11,11,20,17,4,0,0,67,0,7,12,16,13,10,0,0,0,59,0,5,10,14,21,4,3,0,0,61,0,0,23,28,26,17,0,0,0,104,0,0,0,10,9,6,4,3,0,30,26,16,40,35,31,51,36,36,12,287,140,119,273,299,298,348,284,155,57,1966
SSC11795,0,0,8,10,15,15,4,0,0,66,0,0,7,16,12,14,4,3,0,45,0,0,0,11,19,10,3,0,0,42,0,0,5,16,10,5,0,0,0,38,0,0,3,11,6,6,0,0,0,26,0,0,0,0,0,0,0,0,0,5,14,0,7,12,9,22,15,12,4,90,110,57,99,193,215,300,286,89,16,1366
SSC11796,0,0,3,3,6,0,0,0,0,14,0,0,0,3,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,3,0,0,6,4,4,4,0,18,14,11,10,27,49,28,15,12,0,167
SSC11797,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,14,7,3,13,7,14,37,13,7,0,107
SSC11798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9
SSC11799,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,11,3,0,3,14,3,6,15,3,0,47
SSC11800,0,3,3,8,0,3,0,0,0,20,0,0,3,3,0,0,0,0,0,9,0,0,0,3,3,4,0,0,0,9,0,0,0,0,5,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,4,0,3,4,5,0,3,3,0,35,19,15,33,30,47,37,36,18,9,252
SSC11801,0,4,3,10,4,3,3,0,0,22,0,0,3,0,4,3,0,0,0,18,0,0,0,6,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,3,4,0,5,3,4,0,20,31,26,34,45,62,65,71,28,5,374
SSC11802,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,3,7,5,9,4,3,4,3,45
SSC11803,3,3,13,19,25,16,9,11,3,102,0,0,8,14,11,11,3,0,0,52,0,0,3,12,13,5,3,0,0,34,0,0,3,12,10,3,5,0,0,36,0,0,5,12,7,9,4,0,0,28,0,0,0,0,8,4,3,0,0,14,19,4,16,22,23,23,14,17,10,155,110,69,140,195,202,217,234,143,78,1384
SSC11804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,12
SSC11805,0,7,11,9,17,11,7,3,0,66,0,3,14,9,13,23,9,3,0,73,0,0,6,19,19,13,7,4,0,78,0,0,10,21,15,9,7,0,0,64,0,0,5,42,47,19,4,0,0,115,0,0,0,12,19,12,3,0,0,54,7,0,6,9,9,14,5,3,0,62,66,40,93,165,201,164,102,35,12,868
SSC11806,0,0,0,3,3,0,0,0,0,12,0,0,0,4,4,3,0,0,0,17,0,0,0,0,7,0,0,0,0,11,0,0,0,4,0,0,0,0,0,8,0,0,0,8,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,3,0,0,9,12,16,15,42,40,32,46,6,3,212
SSC11807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,13
SSC11808,0,0,0,3,0,11,3,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,4,0,0,0,7,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,15,14,4,17,0,0,52,11,0,9,29,33,40,42,11,0,176
SSC11809,0,3,3,7,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,4,7,0,0,0,0,21,11,11,23,31,31,29,20,9,0,164
SSC11810,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,13,0,0,3,0,0,0,0,0,0,5,0,0,4,6,3,0,6,4,0,22,5,4,29,30,31,32,34,9,6,190
SSC11811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC11812,3,37,115,115,106,115,31,19,6,546,0,24,102,69,60,72,28,8,3,367,0,15,91,74,63,58,8,0,4,319,3,17,64,60,50,36,9,0,0,237,0,9,131,101,97,59,10,8,0,410,0,3,49,66,40,23,8,6,4,191,69,59,92,95,107,99,102,112,43,781,564,520,1276,1084,1161,1154,922,683,288,7668
SSC11813,0,0,9,15,12,9,3,0,0,50,0,3,7,5,4,5,8,0,0,31,0,0,7,10,12,6,0,0,0,44,0,0,3,10,7,4,3,0,0,29,0,0,4,5,14,3,0,0,0,25,0,0,0,0,3,3,0,4,0,8,3,3,3,5,8,5,8,4,0,41,30,36,68,92,98,82,72,39,8,523
SSC11814,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,10,7,0,4,9,10,3,7,7,0,56
SSC11815,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,6,12,9,16,10,3,0,61
SSC11816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11817,0,0,3,3,4,4,0,0,0,13,0,0,3,0,0,3,3,0,0,13,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,10,5,6,0,25,9,19,24,26,36,43,20,8,4,192
SSC11818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,33,9,7,0,0,0,0,120,0,68,38,9,7,0,0,0,0,125
SSC11819,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,9,3,0,33,8,0,4,6,14,17,15,3,3,80
SSC11820,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,9,4,9,7,3,5,0,49
SSC11821,0,0,0,3,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,7,0,0,0,0,8,0,0,0,3,6,0,3,0,3,18,5,0,9,15,31,16,17,3,0,96
SSC11822,0,9,20,23,30,25,18,0,0,118,0,3,8,13,14,3,4,0,3,44,0,0,3,13,10,16,0,0,0,42,0,0,3,0,3,0,0,0,0,8,0,0,3,0,4,3,0,0,0,19,0,0,0,3,3,3,0,0,3,10,22,15,16,30,23,25,24,19,11,188,109,105,207,211,241,269,261,117,70,1598
SSC11823,0,3,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,11,18,9,3,19,17,23,32,9,0,133
SSC11824,0,18,38,42,59,37,11,4,3,218,0,5,37,38,38,17,3,0,0,144,0,4,18,34,24,16,3,0,0,101,0,5,13,14,25,11,5,0,0,70,0,0,13,25,21,11,9,0,0,82,0,0,0,4,3,3,0,0,0,17,17,11,27,23,19,26,30,26,4,195,198,193,349,374,454,425,448,193,50,2682
SSC11825,0,21,32,35,25,18,8,6,3,142,0,8,25,21,14,18,3,0,0,87,3,3,17,16,8,17,0,0,0,69,0,0,8,18,23,7,0,0,0,61,0,4,11,25,28,6,3,0,0,76,0,0,0,19,19,0,3,0,0,41,11,21,20,12,16,7,18,13,5,128,294,635,537,347,257,216,167,117,53,2625
SSC11826,0,49,142,137,115,96,47,20,4,612,0,20,145,113,113,69,24,3,0,482,0,4,122,108,95,67,20,0,0,426,0,3,81,99,65,41,8,0,0,300,0,0,103,144,128,66,14,0,0,460,0,3,35,84,78,29,7,3,5,242,22,28,62,36,67,52,38,31,26,355,355,411,1104,1103,1065,870,689,443,189,6230
SSC11827,0,40,72,78,97,81,38,12,8,424,0,12,64,58,95,70,26,12,3,350,0,0,53,97,84,63,22,6,5,340,0,0,41,65,91,56,13,6,0,272,0,0,55,152,186,73,21,9,0,496,0,0,15,147,156,67,21,3,0,418,22,14,24,32,43,40,36,26,15,263,529,385,503,939,1109,804,606,347,151,5373
SSC11828,0,32,72,66,91,78,47,7,6,395,0,6,53,60,74,55,21,6,6,284,0,4,50,63,94,55,15,6,0,277,0,0,24,48,57,35,17,3,0,185,0,0,43,102,135,114,17,3,3,420,0,0,20,179,234,99,17,4,6,551,22,24,51,56,42,42,32,38,58,359,389,356,560,803,1080,800,539,460,270,5254
SSC11829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7
SSC11830,0,8,23,31,28,28,4,4,0,120,0,3,15,15,20,14,0,0,0,68,0,0,14,13,26,16,0,0,0,71,0,0,9,15,11,11,0,0,0,43,0,0,9,12,21,6,0,0,0,40,0,0,0,3,5,5,3,0,0,16,16,13,11,13,24,35,41,31,7,191,127,145,239,226,310,380,388,243,61,2128
SSC11831,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,3,0,0,23,14,11,31,32,28,50,21,8,3,203
SSC11832,0,0,0,4,8,11,4,0,0,28,0,0,0,0,11,3,7,0,0,19,0,0,3,3,6,6,3,0,0,19,0,0,0,9,0,0,0,0,0,8,0,0,4,7,9,0,3,0,0,21,0,0,3,3,0,0,0,0,0,5,8,0,0,0,4,3,7,0,0,28,38,16,19,58,79,89,99,25,12,433
SSC11833,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,0,4,3,10,6,3,0,39
SSC11834,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,4,3,9,14,24,20,13,9,3,101
SSC11835,0,0,4,10,12,3,0,0,0,29,0,0,4,7,13,3,0,0,0,28,0,0,0,10,5,10,0,0,0,24,0,0,3,0,10,4,0,0,0,13,0,0,0,4,3,0,0,0,0,10,0,0,0,3,3,8,0,0,0,15,3,0,7,4,4,9,3,3,0,33,27,15,38,73,80,78,70,24,18,429
SSC11836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,0,0,19
SSC11837,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,11
SSC11838,0,35,105,52,59,45,22,7,0,327,0,17,60,46,44,35,15,0,0,216,0,7,56,47,36,29,12,3,0,187,0,3,29,37,45,20,6,0,0,133,0,0,42,59,63,42,6,0,0,222,3,0,15,31,44,36,5,3,3,128,19,29,54,28,20,29,37,35,68,313,219,487,710,502,554,504,368,236,146,3733
SSC11839,0,0,11,14,7,16,5,0,5,57,0,4,12,7,3,13,3,5,0,41,0,0,7,11,12,7,9,0,0,47,0,0,7,10,11,7,0,0,0,37,0,0,9,22,16,22,5,6,0,71,0,0,3,22,14,11,3,0,0,59,3,12,8,11,9,10,3,3,0,49,50,73,104,132,119,141,93,60,26,799
