SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC13593,..,0,12,23,31,32,40,13,4,155,..,3,6,3,3,7,3,3,0,35,..,0,0,0,6,6,3,0,0,15,96,..,..,..,..,..,..,..,..,96,..,24,..,..,..,..,..,..,..,24,..,27,11,10,5,0,0,0,0,55,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,9,..,0,4,3,11,3,4,0,0,23,..,3,8,7,14,12,16,5,0,62,6,3,0,3,0,4,0,0,0,15,96,66,44,55,76,79,61,20,5,497,..,0,13,37,30,30,34,11,0,153,..,3,8,4,6,5,3,0,0,28,..,0,9,13,15,14,6,4,0,59,68,..,..,..,..,..,..,..,..,68,..,16,..,..,..,..,..,..,..,16,..,15,4,0,0,3,0,0,0,22,..,0,0,0,0,3,0,3,4,9,..,3,0,0,0,0,0,0,0,5
SSC13594,..,3,69,69,37,41,53,23,3,299,..,11,35,23,11,5,0,0,0,88,..,0,0,3,4,0,0,0,0,13,210,..,..,..,..,..,..,..,..,210,..,18,..,..,..,..,..,..,..,18,..,36,5,0,0,0,0,0,0,51,..,10,0,4,0,3,0,0,0,21,..,8,4,3,0,0,0,0,0,16,..,0,6,3,0,4,0,3,0,26,..,0,12,4,9,14,7,8,0,59,6,5,14,4,8,4,4,0,0,37,211,90,154,115,73,77,71,39,3,826,..,12,83,58,35,51,43,14,3,303,..,25,46,16,10,3,0,0,0,99,..,3,17,17,14,8,7,0,0,72,219,..,..,..,..,..,..,..,..,219,..,16,..,..,..,..,..,..,..,16,..,20,4,3,3,0,0,0,0,29,..,4,6,3,0,0,3,0,0,20,..,3,0,0,0,0,0,0,0,5
SSC13595,..,0,3,13,15,20,25,8,0,80,..,0,8,9,6,5,0,0,0,22,..,0,0,3,3,0,0,0,0,9,53,..,..,..,..,..,..,..,..,53,..,11,..,..,..,..,..,..,..,11,..,16,5,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,53,34,17,25,32,32,26,6,0,217,..,0,10,17,13,20,14,3,0,84,..,0,8,4,4,4,0,0,0,27,..,0,3,8,4,0,0,0,0,16,38,..,..,..,..,..,..,..,..,38,..,14,..,..,..,..,..,..,..,14,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC13596,..,3,305,495,362,431,428,141,23,2192,..,37,141,101,59,35,11,8,0,399,..,0,3,22,31,23,15,5,3,110,1221,..,..,..,..,..,..,..,..,1221,..,253,..,..,..,..,..,..,..,253,..,272,178,76,41,16,3,0,0,585,..,34,12,15,13,19,15,6,8,125,..,14,16,17,3,8,3,0,0,61,..,10,24,4,14,15,12,5,0,92,..,7,37,61,67,53,74,25,12,344,17,19,19,9,14,9,10,0,0,105,1245,653,746,806,614,608,577,195,45,5485,..,24,370,501,397,438,380,96,4,2205,..,60,133,93,68,33,12,5,0,406,..,18,71,134,119,84,51,28,17,534,1149,..,..,..,..,..,..,..,..,1149,..,258,..,..,..,..,..,..,..,258,..,214,124,35,21,10,5,0,0,405,..,29,9,9,8,35,35,24,12,162,..,16,7,6,4,5,0,0,0,34
SSC13597,..,7,110,114,118,146,151,122,36,806,..,44,68,46,38,28,18,0,0,247,..,4,11,18,16,9,3,4,3,65,578,..,..,..,..,..,..,..,..,578,..,69,..,..,..,..,..,..,..,69,..,123,54,21,29,18,3,0,0,246,..,30,15,8,11,14,11,3,0,85,..,15,31,6,4,3,3,0,0,60,..,44,55,16,16,18,8,3,0,155,..,23,76,69,83,84,69,42,16,466,12,14,17,12,7,14,4,0,0,80,591,367,426,304,327,328,268,183,62,2849,..,11,128,120,139,157,148,109,14,824,..,67,66,42,42,27,8,3,0,260,..,42,91,88,67,45,18,21,22,403,555,..,..,..,..,..,..,..,..,555,..,82,..,..,..,..,..,..,..,82,..,62,30,20,10,9,3,0,0,128,..,22,5,3,14,16,14,10,6,92,..,12,3,3,6,3,0,0,0,26
SSC13598,..,0,23,158,188,125,95,79,26,693,..,0,0,9,16,11,0,0,0,29,..,0,0,4,7,3,0,0,0,21,349,..,..,..,..,..,..,..,..,349,..,133,..,..,..,..,..,..,..,133,..,42,34,8,17,4,0,0,0,95,..,0,4,3,4,0,0,3,3,21,..,3,0,0,0,0,0,0,0,10,..,3,0,0,0,0,3,4,0,9,..,0,3,8,4,8,10,10,4,52,4,3,0,3,0,0,0,0,0,12,348,188,68,186,241,151,115,98,34,1435,..,0,42,174,202,111,103,65,10,711,..,0,3,13,14,8,3,0,0,33,..,0,4,16,25,17,8,3,6,75,337,..,..,..,..,..,..,..,..,337,..,127,..,..,..,..,..,..,..,127,..,26,33,10,11,3,0,0,0,81,..,3,0,0,0,4,4,7,0,24,..,3,0,0,0,0,0,0,0,3
SSC13599,..,10,235,297,208,183,129,54,13,1140,..,10,23,23,18,10,3,3,0,80,..,0,0,5,8,6,8,0,6,38,670,..,..,..,..,..,..,..,..,670,..,143,..,..,..,..,..,..,..,143,..,134,140,40,25,11,4,0,0,346,..,24,38,7,8,19,9,3,3,106,..,8,30,10,7,8,0,0,0,68,..,27,39,11,6,7,3,3,0,100,..,3,20,25,34,34,28,9,12,167,6,8,14,12,5,4,3,6,0,62,679,359,540,434,314,285,190,78,43,2925,..,26,307,295,222,169,111,37,9,1168,..,8,30,22,18,7,3,0,0,89,..,3,28,53,70,34,20,23,14,254,581,..,..,..,..,..,..,..,..,581,..,174,..,..,..,..,..,..,..,174,..,104,85,23,15,10,5,0,0,238,..,24,14,8,5,27,14,12,3,104,..,4,11,4,0,6,0,0,0,28
SSC13600,..,0,42,98,110,165,297,153,29,886,..,6,28,23,30,31,25,5,0,149,..,0,0,10,6,5,6,3,3,39,286,..,..,..,..,..,..,..,..,286,..,64,..,..,..,..,..,..,..,64,..,55,28,23,17,10,0,0,0,125,..,10,3,0,3,5,5,0,0,29,..,4,4,7,3,0,3,0,0,18,..,6,5,0,12,10,12,4,0,56,..,6,12,17,39,77,82,67,24,327,7,8,9,4,9,3,13,3,0,50,295,166,133,186,221,307,437,240,62,2036,..,4,62,97,133,205,272,107,15,885,..,17,33,31,26,36,15,3,0,158,..,9,32,50,35,17,14,15,8,179,302,..,..,..,..,..,..,..,..,302,..,53,..,..,..,..,..,..,..,53,..,32,11,8,12,3,3,0,0,67,..,6,0,0,4,5,11,9,7,45,..,3,0,3,0,0,4,0,0,9
SSC13601,..,14,121,173,153,159,99,53,8,777,..,26,95,49,41,17,10,0,0,236,..,0,9,11,23,22,7,0,0,71,570,..,..,..,..,..,..,..,..,570,..,113,..,..,..,..,..,..,..,113,..,154,90,25,9,13,3,0,0,289,..,22,11,11,3,9,8,3,0,75,..,16,15,9,11,6,0,0,0,55,..,20,21,15,15,19,14,0,0,103,..,15,42,38,65,61,49,21,5,293,13,17,10,8,7,8,4,0,0,70,583,403,413,329,333,303,179,87,18,2643,..,14,174,159,167,145,85,42,4,792,..,47,94,43,45,13,0,0,0,241,..,26,71,88,99,54,15,13,4,384,541,..,..,..,..,..,..,..,..,541,..,123,..,..,..,..,..,..,..,123,..,122,36,11,10,9,0,0,0,186,..,15,3,4,11,19,16,11,0,86,..,20,13,3,0,0,0,3,0,41
SSC13602,..,0,3,9,4,12,5,3,0,35,..,0,0,3,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,16,4,3,12,9,15,10,3,0,81,..,0,3,5,11,11,7,0,0,40,..,0,0,5,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,4,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13603,..,0,0,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,9,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13604,..,0,4,3,15,7,4,0,0,34,..,0,4,0,0,9,0,0,0,8,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,13,14,11,7,19,16,8,3,0,83,..,0,3,3,15,9,4,3,0,38,..,0,4,0,3,4,0,0,0,11,..,0,0,0,0,0,0,0,0,6,15,..,..,..,..,..,..,..,..,15,..,5,..,..,..,..,..,..,..,5,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13605,..,0,53,97,134,127,128,65,20,625,..,10,36,24,25,26,9,0,0,122,..,0,5,6,18,5,4,0,0,41,265,..,..,..,..,..,..,..,..,265,..,89,..,..,..,..,..,..,..,89,..,67,21,20,3,9,0,0,0,120,..,4,6,0,3,3,3,0,0,21,..,0,7,0,0,0,0,0,0,12,..,6,9,3,7,4,4,0,0,31,..,6,19,19,25,30,18,11,8,136,11,13,8,14,3,8,9,0,0,54,278,194,159,179,215,209,172,87,31,1519,..,3,66,104,137,141,120,48,8,634,..,22,24,26,23,22,13,0,0,128,..,11,21,19,22,21,3,3,4,113,229,..,..,..,..,..,..,..,..,229,..,61,..,..,..,..,..,..,..,61,..,45,23,3,7,4,0,0,0,78,..,11,0,0,3,8,14,6,3,47,..,3,0,0,0,0,0,0,0,10
SSC13606,..,0,0,3,4,4,5,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,3,9,10,6,0,0,47,..,0,0,3,9,8,5,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13607,..,0,3,0,6,13,4,3,3,36,..,0,3,4,4,5,3,0,0,14,..,0,0,0,0,3,0,0,0,5,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,12,..,0,0,11,8,9,4,3,0,36,0,3,0,0,0,3,0,0,0,9,11,5,12,13,21,31,21,8,4,123,..,0,0,3,10,10,11,0,0,34,..,0,5,0,6,3,3,0,0,14,..,0,3,0,0,0,0,0,0,8,10,..,..,..,..,..,..,..,..,10,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC13608,..,0,0,0,4,7,4,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,5,4,0,0,31,..,0,0,3,4,6,5,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13609,..,0,0,0,0,0,3,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,8,3,0,0,21,..,0,0,0,0,3,3,0,0,7,..,0,0,0,3,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13610,..,0,0,10,16,24,17,3,0,72,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,23,..,..,..,..,..,..,..,..,23,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,10,4,17,20,28,17,3,0,119,..,0,7,6,18,22,9,0,0,68,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,35,..,..,..,..,..,..,..,..,35,..,8,..,..,..,..,..,..,..,8,..,7,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13611,..,0,0,0,10,15,3,0,0,33,..,0,0,3,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,11,11,0,3,11,15,10,0,0,63,..,0,0,6,11,17,0,0,0,32,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13612,..,9,288,252,106,81,63,14,3,819,..,14,105,42,17,10,0,0,0,194,..,0,3,9,13,3,0,0,0,29,603,..,..,..,..,..,..,..,..,603,..,71,..,..,..,..,..,..,..,71,..,81,35,12,4,0,0,0,0,126,..,10,12,0,0,8,3,0,0,36,..,5,10,4,3,0,0,0,0,28,..,3,12,3,0,4,3,0,0,28,..,10,25,23,16,6,4,3,0,87,10,3,9,13,0,0,0,0,0,39,613,210,502,359,152,114,78,13,5,2055,..,12,370,212,89,77,54,10,0,818,..,32,100,29,26,10,0,0,0,198,..,8,36,55,40,16,3,4,3,163,517,..,..,..,..,..,..,..,..,517,..,87,..,..,..,..,..,..,..,87,..,51,29,0,3,0,0,0,0,84,..,10,4,4,9,9,8,3,0,35,..,4,7,0,3,0,0,0,0,13
SSC13613,..,0,3,5,7,10,13,7,0,47,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,8,7,6,10,11,15,4,0,91,..,0,4,4,12,13,10,0,0,47,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13614,..,0,10,19,19,21,17,6,0,91,..,0,3,8,3,4,3,0,0,20,..,0,0,0,0,0,0,0,0,0,53,..,..,..,..,..,..,..,..,53,..,12,..,..,..,..,..,..,..,12,..,9,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,3,3,0,0,0,0,0,13,..,0,0,3,0,5,4,0,0,10,0,6,0,0,0,0,0,0,0,7,53,26,19,24,27,38,22,12,0,217,..,0,13,16,17,31,14,3,0,92,..,0,3,3,3,0,4,0,0,18,..,0,0,3,3,0,0,0,0,9,46,..,..,..,..,..,..,..,..,46,..,11,..,..,..,..,..,..,..,11,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,3,5,..,0,0,0,0,0,0,0,0,0
SSC13615,..,0,9,26,19,18,6,8,0,92,..,0,7,3,3,4,3,0,0,18,..,0,0,0,0,0,0,0,0,6,67,..,..,..,..,..,..,..,..,67,..,13,..,..,..,..,..,..,..,13,..,6,4,0,0,0,0,0,0,10,..,0,4,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,3,9,3,0,0,18,0,0,0,0,0,0,0,0,0,4,69,15,26,36,23,29,13,11,0,235,..,0,14,26,20,12,16,3,0,93,..,0,4,4,4,3,0,0,0,21,..,4,0,3,4,0,0,0,0,13,58,..,..,..,..,..,..,..,..,58,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,3
SSC13616,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13617,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13618,..,0,0,3,4,0,3,0,0,9,..,0,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,8,3,4,3,3,0,0,29,..,0,4,3,0,3,0,0,0,12,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC13619,..,0,9,5,9,13,8,6,0,50,..,0,3,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,9,0,0,0,0,0,0,0,6,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,6,4,3,3,4,3,0,0,16,0,0,0,3,0,0,0,0,0,4,22,21,16,16,18,20,14,6,0,124,..,0,11,6,10,17,9,3,0,48,..,3,3,0,5,0,0,0,0,8,..,0,0,0,3,0,0,0,0,7,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC13620,..,0,0,5,3,14,8,5,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,9,3,14,10,4,0,53,..,0,0,5,7,6,4,5,0,30,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
