SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC13282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,11,0,30
SSC13283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,10,7,4,6,18,3,55
SSC13284,4,18,32,14,34,49,15,16,3,184,8,21,60,29,40,67,16,64,53,363,246,475,964,489,1336,1886,797,1494,119,7799
SSC13285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,15,9,15,16,11,20,0,115
SSC13286,15,46,43,50,119,100,61,70,3,504,9,33,45,39,128,140,38,67,107,610,378,1227,1275,1302,3435,3143,1193,1563,225,13749
SSC13287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,3,3,7,5,7,7,23,3,58
SSC13288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC13289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,9,0,27
SSC13290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,12,9,31,0,72
SSC13291,5,12,3,8,17,22,15,8,0,96,5,10,7,14,23,23,11,8,37,141,125,228,230,337,839,624,345,393,73,3192
SSC13292,0,3,4,7,21,12,14,13,0,81,0,6,7,4,12,15,9,11,21,78,80,135,160,205,591,446,245,277,36,2170
SSC13293,3,7,8,9,24,17,4,5,0,65,3,3,3,6,20,13,0,3,10,65,72,136,109,123,425,352,187,224,28,1654
SSC13294,0,0,12,4,3,4,3,5,0,34,0,5,7,3,0,18,5,10,13,62,38,171,142,168,143,310,161,375,29,1527
SSC13295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11
SSC13296,0,8,5,5,9,16,5,14,0,74,0,10,7,8,6,21,8,16,15,93,58,162,189,168,269,546,269,459,30,2152
SSC13297,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,8,10,5,21,18,11,21,3,106
SSC13298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13300,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,10,6,18,10,8,8,14,8,21,0,91
SSC13301,0,11,0,6,19,3,0,8,0,53,0,8,0,5,8,13,3,9,14,60,52,134,120,168,262,211,120,255,30,1355
SSC13302,0,0,0,0,0,4,0,0,0,6,0,3,0,0,4,0,0,4,0,20,7,40,26,35,52,38,24,35,8,267
SSC13303,9,18,3,13,28,25,13,12,0,117,3,7,10,17,36,29,10,13,42,182,84,278,240,283,787,626,314,388,80,3080
SSC13304,0,3,0,5,5,3,4,6,0,24,0,0,0,0,7,3,0,0,9,21,22,49,48,80,114,98,47,90,12,558
SSC13305,0,0,3,0,3,3,0,3,0,16,0,0,0,0,0,3,0,0,0,3,17,48,36,35,43,38,22,38,8,279
SSC13306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,7,8,3,5,6,0,40
SSC13307,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,10,36,29,48,52,33,16,35,11,276
SSC13308,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,6,10,12,10,7,3,3,13,3,65
SSC13309,0,0,3,6,5,0,0,4,0,19,0,3,0,0,3,4,3,3,7,28,16,56,44,57,119,120,48,73,10,541
SSC13310,0,7,3,5,5,3,3,0,0,28,0,3,4,0,5,12,0,5,12,36,27,62,69,57,141,184,67,95,24,734
SSC13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,11,3,13,3,40,5,102
SSC13312,11,59,63,58,79,87,45,71,3,481,20,55,38,39,66,139,46,86,90,572,485,1347,1500,1402,2692,3849,1904,3168,207,16564
SSC13313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,15,3,29
SSC13314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,8,0,16
SSC13315,0,7,6,7,7,8,3,5,0,51,0,6,0,0,3,5,4,4,8,37,51,149,130,113,201,229,127,140,15,1162
SSC13316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,13,11,7,6,17,12,34,3,91
SSC13317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,14,3,27
SSC13318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,4,7,7,3,7,0,34
SSC13319,0,6,5,8,3,9,3,6,0,40,0,3,3,3,5,5,3,0,4,25,25,98,92,109,160,145,86,83,14,820
SSC13320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,10,0,25
SSC13321,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,7,17,6,16,27,23,9,23,9,139
SSC13322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13323,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,5,5,7,7,3,7,0,43
SSC13324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,0,9
SSC13325,0,4,0,8,4,4,3,3,0,21,0,4,0,0,3,6,3,0,3,28,25,100,81,103,149,137,91,147,5,832
SSC13326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,7,7,0,27
SSC13327,7,34,15,23,50,45,30,38,0,237,3,19,10,23,50,27,11,22,24,211,169,590,482,654,1070,857,438,534,85,4886
SSC13328,0,3,0,0,0,5,0,7,0,25,0,6,0,4,5,3,0,6,3,29,17,62,54,69,71,105,49,127,11,567
SSC13329,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,6,9,30,21,19,23,35,15,25,9,193
SSC13330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC13332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13333,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,8,11,12,3,9,7,20,3,79
SSC13334,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,26,15,22,26,16,7,25,3,157
SSC13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13336,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,15,16,25,29,18,14,34,3,163
SSC13337,0,0,3,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,6,11,13,9,20,23,13,29,0,124
SSC13338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,20
SSC13339,9,29,27,27,53,48,14,26,3,235,7,19,38,11,45,62,21,44,52,295,178,478,707,542,1322,1707,956,1499,115,7492
SSC13340,0,3,4,10,12,5,7,8,0,47,0,7,3,5,11,7,4,11,6,48,53,196,202,194,258,275,126,188,18,1510
SSC13341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,3,3,0,24
SSC13342,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,4,3,7,12,7,15,12,16,0,78
SSC13343,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,3,6,0,5,0,8,0,36
SSC13344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,18
SSC13345,0,6,3,9,17,8,7,3,0,61,0,14,21,18,28,24,9,7,28,149,38,208,225,221,505,419,124,156,48,1940
SSC13346,0,0,4,0,4,9,0,3,0,21,0,3,0,0,3,7,3,3,6,23,7,50,34,43,85,94,40,57,10,428
SSC13347,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,0,3,0,7,8,3,6,3,34
SSC13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,10,10,7,10,3,13,3,60
SSC13349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,4,11,3,26
SSC13350,0,3,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,3,5,12,33,30,25,49,56,28,44,7,284
SSC13351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,9,4,4,3,3,0,44
SSC13352,0,3,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,8,13,26,34,40,43,41,18,49,6,275
SSC13353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,9,8,11,9,7,3,13,5,64
SSC13354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,16
SSC13355,8,30,26,21,67,60,20,31,0,257,8,31,29,21,63,57,20,24,74,324,169,597,640,549,1500,1464,509,740,125,6294
SSC13356,0,3,6,3,6,5,3,3,0,33,0,7,3,3,4,6,0,3,11,30,21,97,80,103,151,187,67,129,18,859
SSC13357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,5,0,21
SSC13358,3,12,22,17,30,32,12,10,0,134,11,29,33,19,60,99,16,31,56,348,177,394,588,401,1366,1771,508,635,106,5943
SSC13359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,4,0,20
SSC13360,0,13,3,10,14,17,10,11,3,74,0,12,9,13,23,17,7,13,27,114,70,261,224,255,466,485,234,340,80,2408
SSC13361,0,3,3,3,4,0,3,3,0,21,0,4,4,3,0,0,0,0,4,18,14,54,41,66,82,57,39,66,9,429
SSC13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,0,22
SSC13363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,4,5,5,7,0,7,0,40
SSC13364,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,10,3,12,6,14,11,13,11,12,3,81
SSC13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,18
SSC13366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,9,0,20
SSC13367,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,9,11,17,12,10,29,12,9,8,7,112
SSC13368,0,21,15,13,46,28,12,27,3,160,3,26,10,20,31,54,12,23,38,214,89,326,284,318,704,766,305,520,77,3390
SSC13369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SSC13370,0,4,0,3,8,12,4,7,0,38,0,8,6,3,0,12,5,19,9,61,53,207,162,118,128,253,152,427,21,1510
SSC13371,0,18,29,15,36,37,21,18,0,179,14,24,30,24,65,59,15,21,86,335,141,521,565,476,1140,946,362,400,131,4686
SSC13372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,3,9
SSC13373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,3,11,0,30
SSC13374,0,5,3,0,7,6,9,4,0,37,0,7,0,3,9,3,3,9,3,38,16,90,105,94,136,143,87,130,9,821
SSC13375,0,0,0,0,10,3,3,4,0,17,0,0,0,0,0,3,0,0,0,14,22,59,46,31,77,103,37,113,3,493
SSC13376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,5,3,11,5,0,19,0,44
SSC13377,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,12,13,6,13,21,16,6,19,0,103
SSC13378,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,15,14,19,35,16,9,22,0,127
SSC13379,3,21,39,22,60,46,22,25,0,242,8,34,71,43,78,75,17,28,116,463,207,674,1396,808,2055,1605,567,666,215,8196
SSC13380,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,0,11,12,10,18,10,7,13,7,81
SSC13381,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,7,6,3,10,3,3,7,0,40
SSC13382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,7
SSC13383,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,10,0,26
SSC13384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC13385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,3,11,0,31
SSC13386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SSC13387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,3,0,12,0,33
SSC13388,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,14,13,14,29,27,5,21,0,118
SSC13389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC13390,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,17,12,27,23,11,14,3,121
SSC13391,0,3,0,3,3,5,0,7,0,23,0,3,0,5,3,10,0,4,5,34,17,92,79,61,84,151,66,146,12,711
SSC13392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,12,6,17,11,6,0,66
SSC13393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,3,0,4,0,24
SSC13394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13395,7,19,19,19,58,40,19,25,3,206,16,21,21,28,86,73,20,22,93,379,166,567,576,613,1997,1443,478,579,185,6610
SSC13396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SSC13397,0,4,4,7,17,18,3,15,0,75,3,11,9,5,30,22,11,13,29,133,85,175,205,256,919,665,245,320,55,2921
SSC13398,3,29,17,11,26,28,13,25,0,155,7,22,30,20,26,53,16,39,49,249,116,539,530,481,574,1082,522,1159,100,5100
SSC13399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,5,0,16,0,30
SSC13400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,12
SSC13401,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,3,35,10,37,25,25,11,27,3,179
SSC13402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,11
SSC13403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,12
SSC13404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,16
SSC13405,3,18,11,18,40,37,18,27,0,178,3,14,13,14,38,49,21,32,84,264,151,417,460,381,1071,1293,526,813,131,5232
SSC13406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,3,13,9,5,0,43
SSC13407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,12,5,9,17,8,14,3,87
SSC13408,0,0,8,5,16,14,3,5,0,50,0,5,20,9,27,26,3,13,25,127,55,129,198,154,545,483,164,167,46,1949
SSC13409,3,30,19,26,42,54,28,29,4,229,8,20,27,19,52,55,20,30,59,297,131,514,498,492,990,1076,358,538,110,4713
SSC13410,0,8,7,6,31,24,15,12,0,109,6,14,7,16,62,30,16,24,42,214,99,322,280,353,875,684,323,386,79,3402
SSC13411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7
SSC13412,6,19,16,7,15,27,9,28,3,129,3,23,15,21,10,51,6,30,36,191,126,633,568,431,616,937,414,1010,79,4813
SSC13413,0,3,5,0,0,3,3,4,0,19,4,6,6,8,4,3,0,7,5,41,21,98,94,85,79,141,86,170,11,792
SSC13414,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,17,17,13,22,20,3,20,0,119
SSC13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,7,9,5,6,9,26,6,82
SSC13416,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,3,6,6,8,13,0,47
SSC13417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12
SSC13418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13419,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,3,3,3,8,16,3,7,0,46
SSC13420,0,8,0,4,19,12,4,4,0,56,9,8,9,3,3,6,10,5,16,68,34,124,101,93,167,192,79,164,32,988
SSC13421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,18
SSC13422,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,3,11,9,9,15,12,27,0,85
SSC13423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8
SSC13424,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,10,10,8,8,4,11,0,52
SSC13425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,9,5,14,7,7,17,0,77
SSC13426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,19,10,20,19,17,8,19,0,113
SSC13428,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,8,7,13,10,16,19,12,16,3,110
SSC13429,8,26,15,16,28,52,16,34,4,196,5,18,8,19,30,37,7,31,30,184,109,452,380,402,773,932,406,692,60,4193
SSC13430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,12,0,13,0,12,0,50
SSC13431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,3,3,9,10,3,51,0,94
SSC13432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,4,0,3,0,24
SSC13433,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,4,0,13
SSC13434,0,3,0,3,3,0,5,0,0,18,0,3,4,0,7,3,3,3,3,22,20,48,39,54,87,116,59,81,12,522
SSC13435,0,22,16,9,20,29,22,35,0,149,7,19,13,16,14,38,13,47,25,185,149,355,372,404,636,1110,656,1334,49,5059
SSC13436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,3,5,0,27
SSC13437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,10
SSC13438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,6,5,5,14,3,49
SSC13439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,5,0,11
SSC13440,0,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,3,8,13,34,23,30,47,41,21,29,3,238
SSC13441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,7,8,7,11,0,60
SSC13442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12
SSC13443,0,16,4,7,22,32,7,10,0,94,0,18,9,6,31,34,12,20,25,160,86,258,236,272,663,563,258,340,54,2726
SSC13444,0,3,0,3,11,10,10,10,0,45,3,3,6,0,3,5,4,14,9,54,35,96,117,100,261,352,212,358,23,1565
SSC13445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,5,3,6,22,0,44
SSC13446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,7,14,15,29,18,8,10,3,103
SSC13447,3,15,10,9,19,19,5,11,0,90,3,4,13,3,15,20,14,18,3,91,76,251,277,231,360,517,247,522,23,2507
SSC13448,0,3,7,3,9,7,0,8,0,27,0,0,0,0,4,0,3,5,3,16,42,83,83,88,123,117,69,76,15,692
SSC13449,3,31,14,21,52,40,25,43,0,235,3,11,12,16,43,38,17,29,36,211,181,512,487,569,955,800,500,674,86,4767
SSC13450,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,8,0,3,13,10,4,15,0,53
SSC13451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SSC13452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,4,8,13,9,14,10,21,3,83
SSC13453,3,12,5,19,37,33,12,15,0,136,8,9,15,18,40,25,17,16,25,174,90,338,282,292,690,734,256,378,45,3095
SSC13454,6,54,62,47,107,102,56,49,3,488,12,60,49,43,103,135,41,56,129,630,372,1235,1303,1174,2754,3152,1226,1705,243,13169
SSC13455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17,12,6,19,11,10,18,4,103
SSC13456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,5,0,17
SSC13457,0,0,0,0,3,3,4,0,0,11,0,0,0,0,0,3,0,0,3,9,5,47,28,40,43,64,38,60,3,331
SSC13458,0,0,0,0,0,4,0,3,0,13,0,0,0,3,0,0,3,0,0,11,3,21,11,18,25,33,16,30,0,146
SSC13459,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,3,3,0,8,3,15,18,12,14,22,9,29,0,129
SSC13460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,12,0,3,0,29
SSC13461,0,4,9,9,8,3,6,0,0,43,3,3,3,6,18,6,3,8,8,67,26,75,92,107,188,173,59,78,18,812
SSC13462,3,0,3,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,7,14,44,53,59,79,72,33,64,3,420
SSC13463,0,7,9,9,12,15,12,4,0,66,3,9,5,4,5,12,4,6,23,74,57,259,216,207,280,269,131,217,33,1663
SSC13464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,3,3,23
SSC13465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,10,9,8,3,17,0,47
SSC13466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC13467,0,4,0,3,9,4,0,8,0,30,0,0,0,0,4,4,0,0,7,23,17,72,49,61,72,102,32,76,17,489
SSC13468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13469,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,6,0,0,0,12,12,22,18,9,45,41,11,28,3,193
SSC13470,3,9,6,11,19,16,6,10,0,80,0,4,13,11,18,7,9,13,12,83,63,202,199,235,365,322,135,186,33,1730
SSC13471,0,0,0,3,3,6,0,4,0,14,0,3,0,0,0,5,0,4,0,18,11,41,27,34,49,49,20,44,3,278
SSC13472,0,18,10,18,16,14,4,14,0,90,5,10,8,12,15,14,3,11,36,118,78,311,256,334,454,304,180,225,60,2202
SSC13473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13474,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,3,6,9,12,0,4,4,49
SSC13475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,4,6,4,19,0,50
SSC13476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC13477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC13478,0,6,3,8,0,7,0,3,0,29,0,0,0,3,3,5,0,7,0,25,20,56,68,56,91,133,49,108,7,592
SSC13479,0,3,0,4,4,4,3,6,0,27,0,8,3,6,3,4,0,5,12,47,20,129,108,148,201,150,73,103,26,956
SSC13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,3,0,6,7,12
SSC13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,4,0,16
SSC13482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,5,11,0,15,0,44
SSC13484,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,16
SSC13485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10
SSC13486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13,0,7,7,7,11,22,7,12,0,70
