SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC11028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,4,3,13,4,21,4,63
SSC11029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC11031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,3,4,7,3,8,0,42
SSC11032,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,4,12,5,12,17,16,21,14,12,25,3,128
SSC11033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,7,6,9,0,45
SSC11034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11036,3,18,4,4,19,25,12,17,3,106,3,11,8,3,9,13,8,11,32,94,102,338,284,384,605,419,231,442,61,2866
SSC11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,3,6,5,0,0,0,36
SSC11038,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,20,17,18,12,24,15,14,4,129
SSC11039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10
SSC11040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
SSC11041,0,0,0,0,3,0,0,3,0,9,0,0,0,0,4,0,0,0,3,13,8,49,28,37,51,56,22,57,6,313
SSC11042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,10
SSC11043,3,3,3,0,7,11,3,10,0,41,8,5,3,4,3,13,5,6,11,54,46,120,110,158,233,149,99,159,26,1097
SSC11044,3,4,0,3,11,13,0,4,0,37,0,0,0,0,8,3,3,5,19,44,44,86,72,116,195,161,82,154,43,955
SSC11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11046,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,3,22,11,11,18,32,8,15,4,137
SSC11047,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,3,0,4,10,22,26,38,34,18,9,35,5,192
SSC11048,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,10,9,9,26,14,10,7,0,80
SSC11049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,5,12,12,19,9,12,6,20,4,101
SSC11050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC11051,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,14,7,31,33,34,16,29,11,26,3,196
SSC11052,3,15,14,14,18,26,8,12,0,118,6,7,3,7,15,12,10,7,23,88,75,258,257,248,428,379,189,255,49,2139
SSC11053,3,25,8,9,12,22,10,12,0,97,6,8,3,4,18,6,7,8,14,74,91,263,253,331,512,427,189,379,53,2490
SSC11054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,8,8,3,14,0,52
SSC11055,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,3,10,4,9,6,12,0,51
SSC11056,4,11,4,3,10,5,7,3,0,47,0,7,4,3,0,11,7,13,6,56,46,204,161,165,191,247,127,212,23,1368
SSC11057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,5,3,4,8,0,7,3,45
SSC11058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,5,3,0,3,0,28
SSC11059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,11
SSC11060,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,20,17,3,14,13,3,7,4,86
SSC11061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC11062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11063,0,0,3,0,6,0,3,4,0,17,0,0,0,0,4,0,0,0,4,14,16,53,46,61,99,62,31,49,13,425
SSC11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,3,7,9,0,6,0,37
SSC11065,0,0,3,5,0,6,3,4,0,20,0,0,0,0,3,3,0,0,3,10,14,58,46,67,74,47,28,47,4,395
SSC11066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC11068,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,18,11,11,25,31,4,22,4,121
SSC11069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11070,0,19,7,12,20,19,13,20,4,110,3,11,14,8,11,15,11,6,10,83,76,341,270,259,461,456,231,361,27,2478
SSC11071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,17
SSC11072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,10,7,6,0,23,0,53
SSC11073,0,4,0,3,3,7,0,8,0,24,0,3,4,0,3,3,3,3,7,30,25,79,70,86,122,97,58,122,8,673
SSC11074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,3,11,0,41
SSC11075,3,13,11,0,11,12,8,12,0,80,4,10,8,11,11,14,4,9,13,83,91,322,260,258,365,353,194,264,27,2140
SSC11076,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,5,14,22,23,33,26,11,25,0,159
SSC11077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,3,3,3,0,26
SSC11078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,3,3,14,0,26
SSC11079,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,8,5,3,4,13,0,42
SSC11080,7,8,10,14,11,9,12,18,0,91,5,9,8,4,10,18,3,11,28,102,128,247,234,274,330,451,194,292,60,2211
SSC11081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SSC11082,4,17,8,14,26,21,4,13,0,120,3,6,13,3,16,25,6,8,28,111,103,345,316,309,569,529,249,373,60,2850
SSC11083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6
SSC11085,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,0,3,0,0,30
SSC11086,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,5,9,0,4,3,11,0,37
SSC11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC11088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
SSC11089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,17
SSC11090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,7,13,0,10,0,40
SSC11091,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,9,0,0,0,7,0,12,0,25
SSC11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11093,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,7,22,16,17,24,26,12,25,0,151
SSC11094,3,0,4,0,0,5,3,0,0,19,0,0,0,0,4,0,4,0,3,18,19,60,43,58,74,61,22,27,14,382
SSC11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,6,0,4,0,29
SSC11096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC11097,0,0,0,0,8,5,8,3,0,25,0,4,0,4,0,3,5,3,3,23,3,50,32,32,58,73,26,49,3,338
SSC11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,5,3,3,8,0,42
SSC11099,3,24,16,17,35,33,18,24,0,174,9,9,12,14,26,22,11,19,34,138,140,449,426,468,715,633,296,615,78,3834
SSC11100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,4,0,20
SSC11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC11102,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,18,18,25,21,18,9,15,9,132
SSC11103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,3,11,10,8,14,20,9,38,0,112
SSC11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,16
SSC11105,4,29,28,26,63,61,42,59,10,323,12,33,31,32,70,79,24,58,67,413,292,763,644,734,1698,1707,791,1264,129,8020
SSC11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11107,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,8,6,6,4,3,7,0,40
SSC11108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC11109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,9,0,23
SSC11110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,17
SSC11111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC11112,0,14,14,16,23,34,18,25,0,145,7,26,13,20,19,57,18,39,34,236,207,489,589,494,906,1520,778,1444,78,6499
SSC11113,0,4,3,4,7,0,3,3,0,25,0,7,3,5,3,7,5,18,4,51,48,119,126,103,150,259,165,341,13,1327
SSC11114,0,5,0,0,0,5,0,3,0,13,0,6,3,0,0,4,0,7,5,27,35,88,97,79,83,91,61,71,20,631
SSC11115,0,13,10,3,27,12,3,19,0,88,3,14,7,6,23,14,6,10,24,107,93,192,148,246,658,508,230,296,48,2416
SSC11116,3,7,4,0,3,11,3,5,0,33,0,5,0,3,10,8,3,0,16,51,24,77,57,79,151,105,58,54,23,623
SSC11117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,15
SSC11118,5,22,11,13,14,32,23,21,0,144,5,16,12,19,26,45,16,25,23,183,125,482,383,424,542,780,360,610,62,3763
SSC11119,10,40,32,47,59,90,36,61,3,371,15,31,36,32,67,81,39,97,80,473,350,881,906,965,1659,2267,1155,1859,159,10202
SSC11120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,6,0,12,0,39
SSC11121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,20,4,3,11,5,5,10,0,69
SSC11122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,7,5,3,12,0,29
SSC11123,0,6,3,8,4,14,7,7,0,53,0,3,4,0,6,3,0,3,11,29,40,107,133,155,210,174,91,176,30,1106
SSC11124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,9,11,12,17,0,9,0,63
SSC11125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,3,3,11,5,27,0,65
SSC11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,13
SSC11127,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,6,0,26,17,29,37,38,12,38,0,211
SSC11128,0,0,4,0,3,0,0,0,0,13,0,3,0,0,3,0,0,0,0,13,8,30,36,25,39,43,18,39,0,243
SSC11129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,3,7,0,26
SSC11131,3,11,9,3,9,12,10,13,0,76,0,10,6,4,13,30,5,15,18,106,85,170,214,210,468,748,396,677,35,3005
SSC11132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,4,7,0,7,0,33
SSC11133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11134,7,28,29,15,29,43,16,25,3,197,13,30,21,19,42,40,11,25,46,235,159,548,562,466,943,1099,453,694,91,5024
SSC11135,3,34,15,30,48,35,24,28,4,208,5,28,18,13,34,53,7,19,39,220,131,592,501,565,1123,1164,473,717,97,5359
SSC11136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14,0,22
SSC11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,27
SSC11138,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,8,12,19,18,21,7,7,14,5,110
SSC11139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,17
SSC11140,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,3,0,3,4,15,12,30,24,20,43,46,22,56,13,249
SSC11141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,13
SSC11142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,15
SSC11143,0,4,0,3,0,0,0,0,0,7,0,7,0,3,0,0,0,3,3,15,9,54,48,58,76,64,22,70,10,401
SSC11144,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,9,20,27,21,19,19,13,30,0,168
SSC11145,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,3,15,8,11,21,19,0,9,3,92
SSC11146,0,0,3,7,9,6,0,5,0,33,3,7,0,3,12,8,3,13,11,52,40,127,116,131,183,183,58,120,25,984
SSC11147,0,3,4,0,4,5,0,0,0,22,3,3,0,0,0,0,3,3,4,16,24,79,51,65,75,102,52,116,18,588
SSC11148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,13,3,17,13,3,15,4,80
SSC11149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,0,19
SSC11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,9
SSC11151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,3,3,0,25
SSC11152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC11153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC11154,0,3,4,4,11,10,4,5,0,37,0,0,0,0,10,3,0,4,4,21,21,92,88,93,166,130,67,107,8,778
SSC11155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11156,0,0,0,0,3,0,0,3,0,4,0,0,0,0,4,0,0,3,0,8,9,7,7,11,21,21,10,20,3,97
SSC11157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,7,3,3,14,3,47
SSC11159,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,0,7,6,22,19,23,19,30,12,45,11,187
SSC11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC11161,3,3,3,8,12,11,3,6,0,49,3,3,0,5,3,4,0,3,9,31,41,102,91,128,140,116,51,100,21,793
SSC11162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,5,0,25
SSC11163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,3,3,3,0,27
SSC11164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,6,12,9,3,29,3,84
SSC11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,20
SSC11166,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,7,8,3,8,0,37,0,71
SSC11167,0,3,0,5,6,0,8,9,0,26,0,4,4,8,3,12,4,9,5,55,35,143,109,111,92,244,139,253,10,1142
SSC11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6
SSC11169,0,3,0,0,4,4,0,7,0,14,0,0,0,3,0,3,0,3,0,14,10,38,21,50,51,59,29,78,9,345
SSC11170,0,0,0,3,0,0,0,0,0,4,0,3,4,4,3,0,0,3,3,18,3,23,25,31,37,32,14,32,8,204
SSC11171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,3,4,5,0,32
SSC11172,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,13,6,8,12,24,19,31,8,37,12,160
SSC11173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11174,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,16,15,9,9,13,3,16,0,91
SSC11175,3,12,7,10,23,30,12,16,3,120,8,9,6,3,23,35,10,19,19,138,85,262,226,255,577,622,279,426,51,2782
SSC11176,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,7,8,3,30,13,13,22,33,6,18,7,144
SSC11177,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,11,10,8,4,15,21,6,15,3,91
SSC11178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,7,9,8,21,13,0,17,3,84
SSC11179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,0,3,0,3,0,27
SSC11180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC11181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,3,7,0,22
SSC11182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,5,3,19
SSC11183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,3,0,16
SSC11184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,3,0,16
SSC11185,0,3,3,0,4,4,3,0,0,13,0,0,0,7,0,5,0,0,0,19,8,32,41,46,60,58,23,27,5,300
SSC11186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,11
SSC11187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10
SSC11188,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,14,7,4,15,24,7,14,3,85
SSC11189,0,0,0,4,3,0,0,3,0,15,0,0,0,0,4,0,0,0,0,12,6,36,22,24,36,40,22,36,0,220
SSC11190,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,16,14,12,18,13,9,22,5,108
SSC11191,0,8,3,6,4,3,3,0,0,23,3,0,0,0,3,3,0,0,3,14,18,85,79,101,92,74,41,60,8,555
SSC11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,7,0,11,0,31
SSC11194,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,15,9,11,26,3,22,0,102
SSC11195,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,4,0,0,0,4,0,26,7,17,22,18,11,20,0,113
SSC11196,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,5,7,5,11,14,7,19,0,69
SSC11197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,19
SSC11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,0,3,10,0,27
SSC11199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,22,12,18,18,21,6,22,0,118
SSC11200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,9,15,9,12,14,3,25,0,88
SSC11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11202,8,13,19,20,50,46,18,25,0,207,7,17,8,16,46,45,19,23,33,213,196,491,467,521,965,876,391,526,74,4505
SSC11203,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,7,7,20,13,19,26,26,7,25,0,133
SSC11204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,3,4,0,5,0,17
SSC11205,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,14,9,8,13,9,12,20,7,96
SSC11206,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,3,12,4,14,4,17,37,8,6,8,4,104
SSC11207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,11,0,29
SSC11208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,11
SSC11209,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,8,10,10,3,7,4,14,3,59
SSC11210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,6,4,5,0,5,0,59
SSC11211,0,8,0,10,9,10,4,7,0,50,3,20,9,14,12,23,9,25,17,127,71,207,187,186,189,401,212,592,23,2071
SSC11212,0,14,15,20,41,31,24,33,4,184,4,15,34,11,30,67,22,60,47,298,149,387,664,479,1003,1647,869,1821,97,7118
SSC11213,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,4,5,4,15,14,17,37,29,20,32,3,172
SSC11214,3,4,3,0,7,7,0,7,0,36,0,9,4,0,7,12,5,11,16,60,51,233,141,104,226,290,151,259,31,1483
SSC11215,0,0,0,0,3,3,0,0,0,13,0,0,0,3,6,4,3,5,5,27,29,43,34,56,120,74,40,78,14,485
SSC11216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,5,0,24
SSC11217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,5,14,8,8,0,55
SSC11218,3,0,0,0,3,10,0,6,0,24,0,5,0,0,0,4,0,5,0,15,28,39,45,49,81,93,44,70,4,455
SSC11219,0,7,7,14,7,16,4,4,5,70,3,5,3,3,5,14,3,14,11,63,42,203,162,159,171,263,149,278,26,1449
SSC11220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC11221,0,3,3,3,11,9,4,3,0,40,3,3,0,7,11,14,0,6,13,50,35,111,104,122,191,203,103,126,21,1026
SSC11222,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,6,4,24,21,21,17,34,20,68,0,212
SSC11223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,4,3,16,0,38
SSC11224,0,0,3,4,16,15,6,4,0,55,0,5,3,12,14,17,8,9,23,89,31,124,112,161,326,312,142,185,39,1442
SSC11225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,3,0,15
SSC11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11227,14,62,54,52,83,101,59,60,0,484,14,49,51,46,138,115,48,90,110,662,365,1040,1416,1091,2585,2641,1312,1767,174,12387
SSC11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SSC11229,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,6,3,3,0,0,0,0,24
SSC11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,10
SSC11231,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,3,5,3,11,11,12,16,11,13,44,4,133
SSC11232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,6,8,4,8,6,0,19,0,57
SSC11233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,25,17,9,25,23,11,37,3,155
