SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC10103,905,977,1884,81,98,174,366,403,768,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,375,410,781,100,101,202,3,3,10,562,607,1171,51,60,111,1517,1650,3165
SSC10104,22,28,47,0,0,4,4,0,8,0,5,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,22,0,0,0,0,0,0,9,13,24,4,3,9,35,45,79
SSC10105,189,166,351,19,24,48,32,42,79,0,0,0,4,3,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,46,86,0,0,0,0,0,0,64,68,131,22,20,45,278,253,533
SSC10106,8261,7970,16234,1122,938,2060,2898,2495,5389,94,52,147,58,49,107,66,15,78,53,15,66,7,0,6,4,0,7,9,6,11,3,0,3,3180,2637,5820,5042,2792,7831,167,104,271,9509,6476,15985,1319,951,2275,19086,15397,34485
SSC10107,33,37,71,0,0,0,13,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,26,0,0,0,0,0,0,15,8,28,8,5,11,56,59,111
SSC10108,709,737,1444,115,117,234,195,223,421,14,15,25,10,4,17,3,3,5,3,0,3,3,4,7,0,3,5,3,3,3,0,0,0,228,255,480,31,45,80,6,14,19,380,434,815,64,79,148,1155,1251,2411
SSC10109,960,892,1853,56,62,120,237,281,512,5,3,6,6,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,296,543,11,22,32,5,3,8,323,380,700,180,165,348,1462,1434,2895
SSC10110,49,46,92,3,0,3,10,14,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,25,0,0,0,0,0,0,17,13,33,9,8,19,74,68,140
SSC10111,2635,2729,5365,559,580,1140,863,983,1843,21,27,41,36,39,78,3,4,6,9,16,21,0,3,5,0,0,0,8,5,14,0,0,0,943,1071,2017,167,178,348,21,15,36,1694,1843,3537,218,232,447,4539,4805,9349
SSC10112,10,8,10,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,7,3,7,3,0,3,16,6,27
SSC10113,57,58,119,8,7,9,24,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,54,0,0,0,0,0,0,27,42,71,3,9,11,93,101,193
SSC10114,1207,1232,2442,185,175,368,520,518,1038,10,8,25,9,16,27,0,0,3,4,9,16,0,3,3,7,13,19,7,4,11,0,0,0,564,579,1140,64,81,140,5,9,11,819,843,1659,115,101,219,2136,2176,4318
SSC10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10116,496,486,978,54,72,126,143,146,294,0,0,0,3,4,9,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,0,151,155,312,3,4,9,0,3,3,204,238,443,61,55,119,756,784,1541
SSC10117,35,29,64,3,0,5,12,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,29,0,0,0,5,5,7,20,24,39,3,5,9,56,55,113
SSC10118,144,129,269,10,13,25,24,31,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,56,0,0,0,3,3,8,41,49,91,6,6,12,193,180,370
SSC10119,59,67,121,0,0,0,35,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,24,54,0,0,0,0,0,0,32,25,57,0,0,0,93,90,183
SSC10120,44,33,81,3,3,8,18,16,31,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,40,0,0,0,0,4,3,27,22,52,13,9,25,91,71,155
SSC10121,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
SSC10122,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9
SSC10123,12,12,22,3,7,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,6,8,11,9,3,12,29,24,48
SSC10124,9,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,9,13
SSC10125,13,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,20
SSC10126,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,0,0,0,4,7,6,4,0,3,3,6,12
SSC10127,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,3,7
SSC10128,3,3,5,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,0,0,0,9,5,14
SSC10129,29,23,53,0,0,0,11,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,18,0,0,3,0,0,0,11,13,23,3,4,4,43,38,75
SSC10130,54,50,108,0,3,3,9,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,11,9,19,4,12,12,72,74,144
SSC10131,6,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,8,4,14
SSC10132,83,78,162,3,4,10,13,11,24,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,0,0,3,0,3,22,13,35,0,9,8,110,102,210
SSC10133,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC10134,13,14,33,0,3,3,3,0,6,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,0,0,0,0,0,0,9,7,21,7,5,15,33,30,67
SSC10135,11,7,19,0,0,0,3,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,13,0,0,0,0,0,0,3,5,13,13,6,17,25,17,49
SSC10136,22,9,35,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,20,17,36
SSC10137,7,5,13,0,0,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,9,9,9,3,7,12,15,18,32
SSC10138,24,15,36,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,8,0,4,6,27,22,46
SSC10139,9,10,18,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,3,3,0,0,0,7,6,14,0,0,0,17,19,34
SSC10140,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,5,14
SSC10141,3,5,9,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,8,4,16
SSC10142,17,13,30,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,3,0,0,0,4,6,7,5,0,8,28,21,51
SSC10143,127,137,260,12,9,22,46,55,102,0,0,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,62,115,3,3,3,0,0,0,71,71,137,31,32,61,224,239,454
SSC10144,46,39,84,4,0,3,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,12,13,27,20,10,32,69,69,143
SSC10145,224,252,474,39,37,76,126,144,272,0,0,0,3,10,10,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,137,154,291,0,4,3,3,6,5,180,196,379,33,23,53,434,471,907
SSC10146,19,13,28,3,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,5,12,0,0,3,26,18,40
SSC10147,78,72,151,15,16,28,6,13,22,3,7,12,7,0,3,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,24,25,46,0,0,0,0,0,0,41,35,81,10,4,11,120,120,242
SSC10148,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9
SSC10149,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9
SSC10150,14,13,24,3,3,6,6,6,12,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,12,12,18,4,3,4,27,25,54
SSC10151,32,33,63,3,3,7,7,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,10,0,0,0,0,0,0,7,10,23,3,3,7,39,49,92
SSC10152,15,10,25,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,6,3,6,3,0,0,18,17,32
SSC10153,1736,1953,3694,263,308,571,904,927,1827,20,25,43,25,28,59,3,3,6,11,10,20,3,0,3,5,0,4,3,6,11,0,0,0,970,1006,1976,276,330,607,19,23,44,1532,1667,3201,225,212,440,3495,3839,7337
SSC10154,895,990,1889,149,159,317,268,271,539,12,11,27,7,4,11,0,0,0,0,3,0,0,0,0,5,0,3,0,3,3,0,0,0,297,292,589,108,112,217,7,3,10,560,568,1123,67,60,128,1518,1624,3139
SSC10155,1667,1759,3423,189,211,401,456,527,982,4,11,17,7,7,19,0,0,0,3,0,0,8,3,10,0,0,3,10,12,16,0,0,0,486,566,1052,40,55,95,8,8,18,722,838,1557,103,109,210,2492,2705,5200
SSC10156,8,3,14,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,5,5,10,0,0,0,9,8,21
SSC10157,45,36,81,0,0,0,7,5,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,15,0,0,0,0,0,0,8,4,16,3,3,11,52,51,107
SSC10158,6,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,19
SSC10159,54,53,108,0,0,0,5,7,16,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,18,0,0,0,0,0,0,10,14,18,10,12,27,79,72,149
SSC10160,12,19,37,3,6,9,12,10,18,0,0,0,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13,37,0,0,0,0,0,0,19,18,42,4,8,11,41,44,90
SSC10161,53,45,100,6,3,12,18,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,37,0,0,0,0,0,0,23,28,51,14,17,37,94,90,183
SSC10162,1696,2043,3747,591,695,1291,746,894,1641,43,49,88,140,166,307,9,10,15,15,12,26,8,13,21,8,10,18,4,13,15,0,0,0,976,1162,2136,83,80,158,36,33,66,1688,1966,3656,401,498,902,3787,4514,8297
SSC10163,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SSC10164,2110,2362,4470,434,445,876,1031,1131,2163,78,76,155,68,64,131,19,18,35,30,25,52,3,8,13,3,7,7,26,20,45,0,0,0,1252,1355,2606,379,439,816,24,22,44,2097,2253,4350,467,455,922,4671,5073,9746
SSC10165,427,461,888,76,87,166,182,178,356,11,8,20,15,13,33,8,7,15,10,7,13,0,0,0,0,0,0,0,3,3,0,0,0,222,211,436,75,63,139,9,5,13,383,375,760,87,99,184,901,932,1832
SSC10166,226,207,428,35,40,72,83,75,160,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,79,164,0,0,0,4,0,4,124,119,242,7,7,12,348,337,685
SSC10167,135,112,245,12,13,26,54,46,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,46,102,3,10,10,0,0,0,71,70,140,11,6,19,210,188,399
SSC10168,389,353,749,90,99,188,45,39,83,34,38,71,10,12,13,4,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,93,95,183,9,4,13,0,0,0,194,190,385,64,68,133,646,614,1259
SSC10169,8,6,10,0,0,0,6,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,0,0,0,0,0,0,6,7,15,0,0,0,11,12,29
SSC10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10171,40,39,79,0,3,8,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,10,13,23,6,4,9,55,57,112
SSC10172,3,3,6,0,0,7,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,4,3,8
SSC10173,205,208,417,34,27,64,49,52,106,3,3,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,61,61,117,3,3,5,0,0,5,96,90,190,13,10,26,307,312,621
SSC10174,461,478,932,69,96,166,179,210,388,20,29,55,46,45,89,0,0,0,7,12,21,0,0,3,0,0,0,3,0,3,0,0,0,256,297,553,31,33,67,3,7,15,365,435,801,71,94,162,895,1002,1897
SSC10175,17,12,25,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,4,3,5,19,14,35
SSC10176,29,26,52,0,0,3,8,9,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,16,12,30,0,0,0,0,0,3,14,17,34,3,3,8,45,46,90
SSC10177,1856,1887,3750,150,164,313,434,436,873,0,3,9,5,10,14,3,3,3,3,0,9,0,0,0,0,0,0,4,4,8,0,0,0,460,463,922,40,45,85,7,10,13,654,679,1329,75,68,144,2589,2637,5224
SSC10178,1002,1033,2034,66,54,120,244,261,505,3,7,7,3,0,4,3,6,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,253,274,527,117,129,249,6,10,19,453,463,913,118,106,221,1566,1596,3166
SSC10179,5,0,8,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,6,7,15,0,0,0,11,6,21
SSC10180,7402,7759,15156,692,694,1390,3089,3114,6202,40,33,72,48,48,97,14,9,21,22,18,45,4,3,9,4,4,6,12,7,21,0,0,0,3233,3242,6471,1717,1828,3551,76,72,150,5718,5836,11558,1243,1301,2537,14363,14894,29255
SSC10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10182,12,13,27,0,0,0,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,0,0,0,0,0,0,5,9,7,0,0,0,16,16,34
SSC10183,43,36,77,8,6,10,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,3,3,0,0,0,9,13,28,3,4,6,56,58,113
SSC10184,12,5,18,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,5,4,0,0,3,16,9,25
SSC10185,3940,4595,8538,569,639,1208,1346,1561,2903,64,64,127,563,637,1202,18,19,29,22,28,49,26,22,45,19,23,46,18,19,41,0,0,0,2072,2371,4441,87,113,206,56,54,114,2784,3185,5971,402,484,889,7129,8269,15396
SSC10186,12,16,31,3,0,3,3,3,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,7,11,0,0,0,0,0,0,6,8,15,3,0,3,23,22,46
SSC10187,320,257,577,27,23,49,199,189,387,3,10,10,5,7,10,0,0,0,0,3,3,0,0,0,0,0,0,4,4,8,0,0,0,215,207,425,30,30,57,6,3,6,279,259,539,65,45,111,660,566,1223
SSC10188,15,16,35,0,3,4,15,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,0,0,0,15,14,25,0,0,0,36,31,59
SSC10189,3,4,10,0,0,3,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,18,0,0,0,0,0,0,10,9,18,0,0,0,13,12,25
SSC10190,252,222,475,42,37,79,43,53,94,0,0,0,0,10,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45,61,109,4,3,9,0,0,0,88,106,192,30,35,60,372,355,725
SSC10191,6,3,5,5,5,10,26,26,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,23,52,14,10,29,0,0,0,50,46,94,45,36,78,94,80,178
SSC10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10193,1485,1458,2946,150,152,307,323,354,671,0,0,4,6,3,6,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,362,695,27,36,67,0,3,5,510,557,1070,44,77,122,2043,2095,4134
SSC10194,39,49,84,39,49,88,463,448,909,3,4,7,20,16,34,3,3,7,3,0,7,0,0,0,3,3,6,0,0,0,0,0,0,500,478,973,64,73,134,3,5,16,608,605,1213,49,37,80,691,685,1383
SSC10195,723,742,1470,23,26,46,207,216,426,0,3,3,4,3,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,222,231,445,40,53,88,7,4,6,282,304,587,36,34,70,1046,1079,2124
SSC10196,687,751,1444,65,52,124,189,216,407,0,3,7,3,0,3,0,3,4,5,3,5,0,0,0,0,0,0,0,0,3,0,0,0,202,229,430,32,39,75,6,3,9,308,329,632,47,55,102,1040,1138,2177
SSC10197,184,169,349,10,7,19,42,22,63,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,41,31,77,0,0,0,0,0,0,52,41,99,34,28,61,268,241,505
SSC10198,1240,1253,2495,109,111,220,543,538,1080,0,3,8,9,5,11,0,0,0,0,0,0,0,0,0,4,0,5,3,4,4,0,0,0,559,557,1119,10,12,18,11,16,28,686,694,1378,122,110,232,2053,2051,4100
SSC10199,393,424,813,96,114,216,26,33,62,83,80,164,3,6,9,0,4,5,11,3,10,0,0,0,3,3,3,0,0,0,0,0,0,129,128,259,0,3,8,5,0,9,237,252,489,71,74,146,699,746,1446
SSC10200,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC10201,52,46,98,0,3,4,12,9,19,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,18,19,34,3,7,10,0,0,0,24,26,43,5,9,12,84,75,157
SSC10202,138,128,267,25,19,41,33,30,61,0,3,3,0,0,5,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,37,33,70,0,0,0,0,0,0,66,57,118,18,22,44,217,208,428
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10204,542,536,1074,48,59,105,160,174,335,3,3,6,3,9,8,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,167,190,354,8,0,5,4,0,9,224,250,473,36,28,65,801,811,1611
SSC10205,500,455,959,97,84,182,21,27,47,133,146,276,13,6,24,0,0,3,6,3,8,0,0,0,3,4,7,0,0,0,0,0,0,177,188,367,10,14,26,6,9,13,293,291,586,90,79,172,881,831,1713
SSC10206,383,421,802,59,67,128,85,104,189,0,0,0,11,15,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,97,120,215,7,6,16,3,0,3,168,197,366,98,76,173,645,693,1340
SSC10207,1730,1836,3563,198,227,426,479,522,1004,6,6,15,23,28,49,0,3,3,3,6,10,0,0,0,0,0,0,9,3,11,0,0,0,516,565,1087,26,29,51,17,8,27,754,834,1589,182,192,372,2664,2853,5518
SSC10208,190,184,377,23,27,51,75,73,152,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,80,158,8,5,8,0,0,0,110,115,217,32,32,62,332,331,665
SSC10209,49,39,88,4,4,11,4,6,13,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,9,9,22,0,4,4,0,0,0,16,19,34,5,3,12,71,60,131
SSC10210,29,28,57,3,4,8,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,10,10,21,0,0,0,0,0,0,15,14,28,3,5,8,46,47,91
SSC10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10213,47,32,83,9,15,27,10,13,24,5,5,8,3,3,7,4,3,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,23,44,0,0,0,0,0,0,28,40,72,17,14,34,100,91,188
SSC10214,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13
SSC10215,9,6,13,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,0,0,0,0,0,0,10,9,14,0,0,0,15,12,28
SSC10216,121,127,252,11,8,20,20,32,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,54,0,0,0,0,0,0,36,37,72,12,12,26,176,179,353
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
