SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC12051,197,182,385,43,42,88,35,45,87,4,8,12,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,9,16,0,0,0,50,68,111,0,3,4,0,0,0,97,112,203,33,36,73,329,331,656
SSC12052,52,59,114,28,11,36,12,11,22,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,17,37,7,8,8,0,0,0,45,33,78,9,8,12,106,105,204
SSC12053,33,32,71,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,7,11,3,6,6,49,45,87
SSC12054,32,29,61,0,0,0,7,6,17,8,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,21,10,30,0,0,0,0,0,0,21,15,33,3,4,9,56,53,109
SSC12055,1646,1821,3466,195,233,426,451,510,960,3,3,11,17,14,27,0,0,0,0,4,5,3,0,3,0,0,0,10,8,14,0,0,0,491,541,1030,29,43,76,4,9,15,721,833,1549,112,141,249,2472,2797,5266
SSC12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12057,367,356,728,88,87,172,72,74,148,0,0,0,3,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,81,162,0,4,7,5,3,8,172,178,352,93,76,177,640,618,1255
SSC12058,41,38,80,0,4,3,19,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,36,3,0,4,0,4,3,21,27,46,10,6,19,74,71,145
SSC12059,29,28,51,3,0,7,15,9,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,8,27,0,5,5,0,0,0,22,14,36,6,3,11,50,45,100
SSC12060,178,178,360,18,15,34,60,46,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,57,46,106,10,10,18,0,0,0,82,75,159,12,10,22,278,261,535
SSC12061,248,258,500,36,33,70,72,61,127,3,4,9,8,5,9,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,83,73,157,5,5,10,0,3,3,125,121,247,50,47,94,420,424,846
SSC12062,20,18,36,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,8,3,10,0,0,0,24,19,40
SSC12063,23,19,38,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,4,7,3,9,11,22,28,47
SSC12064,99,88,186,0,0,0,44,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,85,0,0,0,0,0,5,47,41,90,13,8,19,158,137,292
SSC12065,47,46,95,3,0,3,4,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,23,0,0,0,0,0,0,8,11,25,3,4,6,62,63,120
SSC12066,42,44,82,4,4,7,10,12,20,3,3,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,36,0,0,0,0,0,0,18,25,48,0,3,4,60,73,136
SSC12067,999,1118,2114,150,151,303,426,485,908,7,3,6,16,19,36,0,0,0,5,3,11,3,0,3,0,0,0,0,0,3,0,0,0,448,517,968,25,29,60,15,12,24,634,714,1352,211,238,444,1848,2066,3912
SSC12068,97,26,121,0,3,6,43,25,66,30,21,53,87,60,153,11,5,11,9,3,9,8,0,11,13,8,22,16,0,17,0,0,0,215,119,337,6,4,12,3,0,8,227,136,364,83,38,120,409,196,605
SSC12069,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,6
SSC12070,14,17,27,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,3,8,3,0,4,21,22,41
SSC12071,2357,2438,4795,207,230,441,634,643,1279,18,17,33,43,42,87,11,11,24,8,5,15,4,3,10,6,3,11,169,168,334,0,0,0,902,883,1785,66,79,144,20,18,38,1194,1214,2410,241,278,517,3792,3933,7725
SSC12072,164,148,312,8,8,12,67,66,133,0,3,0,9,6,10,0,0,0,0,6,8,0,0,0,3,0,5,0,0,0,0,0,0,82,83,161,0,3,3,0,0,0,90,88,181,30,40,73,279,280,557
SSC12073,1172,1212,2388,38,49,87,275,272,553,10,3,13,9,9,15,0,0,0,4,4,7,0,0,0,0,0,0,8,3,10,0,0,0,307,290,602,28,42,74,3,3,4,382,386,766,43,40,81,1597,1635,3235
SSC12074,1868,1904,3765,221,213,437,557,578,1133,5,7,10,18,9,20,8,4,11,5,3,12,0,0,3,3,0,7,0,4,5,0,0,0,597,608,1205,44,43,88,15,17,30,879,884,1759,273,140,419,3019,2926,5941
SSC12075,14,12,25,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,20,15,34
SSC12076,421,382,800,47,43,97,142,126,271,5,3,8,12,10,17,0,0,0,6,0,5,0,5,4,3,3,3,0,0,0,0,0,0,161,145,314,6,3,12,3,3,7,223,201,422,68,60,130,710,637,1346
SSC12077,1882,2109,3985,443,451,894,767,870,1636,8,15,26,30,40,70,3,7,11,9,10,17,6,8,21,6,6,12,6,5,15,0,0,0,841,970,1808,82,93,178,35,36,67,1398,1552,2953,308,326,633,3585,3988,7574
SSC12078,24,14,43,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,7,3,8,0,0,3,31,26,57
SSC12079,898,875,1774,80,88,165,241,231,474,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,249,238,483,20,17,38,0,4,7,352,345,693,46,44,92,1295,1266,2561
SSC12080,294,249,542,44,46,92,67,60,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,60,128,0,0,0,0,0,0,113,103,221,21,16,38,425,369,792
SSC12081,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,4,3,10,0,0,0,7,7,7
SSC12082,8,5,14,6,5,14,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,4,14,8,22,3,11,16,27,28,51
SSC12083,46,45,97,0,3,3,4,10,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,0,0,0,0,0,0,11,15,28,15,17,32,77,76,147
SSC12084,32,38,71,0,3,7,10,7,19,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,29,0,0,3,0,0,0,13,21,32,0,0,0,46,60,108
SSC12085,745,796,1545,69,79,148,456,534,994,3,6,12,6,7,13,3,4,9,4,6,9,0,3,3,0,0,0,17,25,37,0,0,0,496,585,1080,362,198,553,8,3,7,926,871,1794,54,56,108,1722,1721,3445
SSC12086,43,31,78,4,8,12,13,10,24,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,34,0,0,3,0,0,0,26,24,49,19,20,41,88,71,161
SSC12087,49,54,102,0,3,3,10,15,24,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17,24,36,0,0,3,0,0,0,14,29,46,4,3,7,66,83,152
SSC12088,6052,6281,12326,707,732,1440,4523,4654,9178,58,61,122,94,92,192,30,41,72,34,35,66,6,7,16,10,7,17,25,24,49,0,0,0,4785,4918,9701,722,790,1513,48,53,97,6258,6495,12753,413,431,843,12720,13200,25927
SSC12089,2497,2515,5014,248,289,536,1288,1347,2630,26,26,48,66,54,120,16,26,44,6,3,14,5,3,3,3,0,3,10,10,16,0,0,0,1419,1467,2879,287,308,593,11,13,25,1962,2081,4043,179,195,370,4636,4787,9428
SSC12090,1996,2050,4054,426,449,872,1139,1253,2387,14,17,34,42,41,79,6,12,18,15,10,26,3,0,3,4,7,6,11,3,14,0,0,0,1222,1340,2564,45,59,104,31,16,46,1724,1867,3591,293,328,626,4021,4244,8264
SSC12091,62,45,107,0,0,0,14,22,40,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,24,37,0,0,0,0,0,0,16,24,37,8,10,20,84,79,170
SSC12092,88,90,176,5,6,14,13,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,35,0,0,0,0,0,0,20,25,46,5,11,18,121,125,245
SSC12093,37,23,63,9,12,16,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,24,0,0,0,0,0,0,20,25,45,4,4,12,53,59,114
SSC12094,771,718,1493,33,30,59,155,187,345,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,191,353,18,27,46,3,4,7,217,246,465,102,98,199,1093,1068,2157
SSC12095,101,90,187,52,41,100,37,28,66,0,0,0,15,5,21,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,51,38,92,6,3,10,4,0,4,116,92,204,43,28,69,255,200,460
SSC12096,289,303,592,59,65,123,79,100,180,3,3,3,11,14,25,0,0,0,3,8,9,0,0,3,0,0,3,0,0,0,0,0,0,96,127,220,3,6,7,3,0,7,160,194,359,53,54,107,505,560,1060
SSC12097,14,8,20,3,6,10,4,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,0,0,0,0,0,7,13,21,0,0,3,21,22,42
SSC12098,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5
SSC12099,2097,2193,4293,241,209,457,1785,1662,3444,87,76,168,87,94,179,22,28,52,38,38,83,17,5,27,8,7,12,90,94,178,0,0,0,2136,2002,4143,2160,2175,4333,58,43,102,4598,4432,9026,563,568,1134,7255,7194,14452
SSC12100,1616,1571,3189,111,101,212,554,567,1120,0,0,0,13,13,24,0,0,0,0,3,3,3,0,4,0,0,0,4,0,3,0,0,0,574,588,1158,34,38,72,3,10,20,727,737,1462,71,65,137,2409,2379,4790
SSC12101,227,215,440,14,12,28,93,89,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,93,188,3,13,16,0,0,0,115,114,233,11,14,30,359,346,702
SSC12102,47,59,108,0,0,4,5,9,14,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,11,18,3,4,4,0,0,0,14,12,29,9,8,12,67,86,150
SSC12103,36,38,74,0,0,0,10,6,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,17,3,3,3,0,0,0,16,10,26,8,10,15,58,57,110
SSC12104,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10
SSC12105,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10
SSC12106,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,15
SSC12107,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,15
SSC12108,13,11,26,0,0,0,8,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,0,0,0,0,0,0,7,7,14,0,0,3,25,21,44
SSC12109,244,261,503,71,82,155,105,119,221,3,3,3,13,15,29,0,0,3,0,0,0,0,3,3,4,0,4,0,0,3,0,0,0,123,137,266,6,10,13,0,3,3,206,232,434,63,54,118,509,549,1057
SSC12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12111,79,80,159,12,10,23,11,6,21,10,11,24,10,5,12,0,0,0,0,4,4,0,0,0,0,0,3,0,0,0,0,0,0,34,32,62,3,0,6,0,0,0,49,43,91,15,15,32,144,143,285
SSC12112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC12113,9,8,14,3,5,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,6,6,0,0,3,13,13,25
SSC12114,10,7,20,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,4,0,4,14,10,24
SSC12115,49,44,90,0,0,0,12,10,20,4,3,8,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,13,31,0,0,0,0,0,0,16,17,31,6,9,13,74,68,138
SSC12116,1711,1775,3485,364,375,735,713,796,1512,21,26,48,37,28,62,4,3,5,11,13,23,6,8,12,3,6,7,20,28,47,0,0,0,817,901,1719,82,95,171,19,14,25,1273,1382,2654,207,225,424,3188,3375,6566
SSC12117,1487,1495,2988,192,210,405,443,473,911,10,10,20,17,16,27,5,3,10,4,4,4,3,0,4,0,3,3,17,6,24,0,0,0,489,513,1005,42,36,79,16,7,23,744,766,1515,97,88,190,2336,2355,4687
SSC12118,217,227,447,42,36,79,89,87,174,0,0,0,11,3,16,0,0,0,0,0,3,4,3,5,0,0,0,0,3,5,0,0,0,101,97,196,5,7,13,4,0,3,156,145,294,26,20,41,395,389,783
SSC12119,194,215,412,39,47,81,55,54,111,7,8,12,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,16,32,0,0,0,79,84,166,0,0,0,3,0,3,123,131,254,42,48,86,360,392,755
SSC12120,7,15,22,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,6,4,8,0,0,4,14,17,33
SSC12121,18,26,39,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,10,0,0,0,24,27,50
SSC12122,94,85,177,3,3,9,12,12,26,0,0,0,6,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,36,0,0,3,0,0,0,27,20,51,11,7,16,125,117,242
SSC12123,38,31,71,0,0,3,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,0,0,0,0,0,0,8,10,18,3,0,3,45,43,88
SSC12124,30,22,52,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,4,10,0,0,0,32,26,62
SSC12125,401,428,826,58,71,134,130,129,261,3,7,7,11,20,34,0,0,0,4,3,9,0,0,0,0,0,0,3,0,3,0,0,0,158,159,313,6,6,11,3,7,6,226,238,463,21,29,51,650,694,1342
SSC12126,14,11,28,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,11,22,19,41
SSC12127,25,22,51,0,0,3,0,0,3,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,0,0,0,0,0,0,10,6,19,3,3,9,40,38,73
SSC12128,77,74,147,3,14,15,28,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,34,39,69,0,0,3,0,0,0,40,50,92,11,5,17,122,132,257
SSC12129,2325,2572,4896,262,297,560,1293,1426,2714,22,30,49,21,27,54,14,22,37,15,22,37,4,0,8,3,4,3,11,9,20,0,0,0,1390,1537,2930,604,669,1274,11,14,26,2270,2521,4796,161,204,366,4758,5293,10053
SSC12130,1379,1473,2854,93,115,214,362,364,726,3,4,9,13,6,19,4,3,8,4,0,7,0,0,0,0,0,0,3,0,6,0,0,0,386,395,775,158,164,325,3,8,14,644,682,1326,40,40,83,2057,2201,4259
SSC12131,1803,1986,3784,284,305,592,737,822,1557,11,10,19,21,25,49,10,4,16,5,4,9,0,0,3,0,0,3,8,10,16,0,0,0,785,879,1665,30,43,76,24,20,44,1127,1248,2376,251,301,548,3175,3536,6709
SSC12132,51,40,90,0,0,0,27,30,58,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,64,0,0,0,0,0,0,33,32,63,5,12,15,84,81,166
SSC12133,116,120,236,30,25,51,41,55,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,45,58,107,8,5,11,0,0,0,82,86,173,17,25,42,215,235,452
SSC12134,210,200,411,42,41,81,71,88,158,0,4,3,5,5,14,0,0,0,3,0,3,0,0,0,0,0,0,3,4,4,0,0,0,84,94,179,7,11,14,0,0,0,130,148,277,9,14,20,348,361,712
SSC12135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12136,5,8,15,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,14,10,29
SSC12137,266,224,488,20,17,37,40,48,90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,51,98,0,0,0,0,0,0,63,73,134,5,9,16,337,303,638
SSC12138,10,7,22,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,15,14,23
SSC12139,44,32,82,3,0,0,13,15,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,31,0,0,0,0,0,0,20,19,33,3,5,9,71,60,128
SSC12140,88,82,171,3,5,7,19,24,46,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,60,0,0,0,0,0,0,31,35,66,11,14,21,129,129,260
SSC12141,1748,2096,3848,163,191,354,883,1038,1917,7,15,21,16,24,41,0,0,3,10,9,21,3,0,5,0,0,3,4,5,12,0,0,0,929,1098,2019,57,54,114,19,19,39,1166,1361,2525,154,205,359,3072,3669,6740
SSC12142,172,204,375,7,9,9,83,97,182,3,3,3,7,8,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,6,92,112,202,3,3,4,3,3,9,104,125,227,20,37,63,302,371,671
SSC12143,26,23,45,3,3,4,15,13,28,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,32,0,0,0,0,0,0,19,25,36,3,9,9,49,51,94
SSC12144,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,12,3,17
SSC12145,405,407,809,49,65,112,198,197,389,4,4,13,8,13,21,4,0,5,3,0,7,0,0,3,0,0,3,3,3,3,0,0,0,219,228,441,14,11,23,0,0,3,284,296,580,58,51,110,742,758,1505
SSC12146,43,38,90,10,3,16,19,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,50,0,0,0,0,0,0,30,32,60,0,3,4,76,74,152
SSC12147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12148,14,7,19,0,0,0,0,3,10,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,0,0,0,0,0,11,4,16,0,0,0,22,19,34
SSC12149,3095,3062,6158,168,185,347,796,789,1582,6,13,23,22,18,33,4,3,9,6,8,13,0,0,0,3,0,8,0,0,6,0,0,0,839,831,1670,93,113,206,6,8,21,1111,1137,2249,142,146,289,4347,4348,8699
SSC12150,949,952,1908,59,61,115,419,397,818,3,4,10,9,6,15,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,431,412,848,61,70,123,12,6,17,561,544,1104,53,64,118,1566,1560,3131
SSC12151,37,34,77,11,7,19,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,14,18,29,4,3,8,59,56,112
SSC12152,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,12
SSC12153,140,173,314,39,44,81,43,43,88,3,3,5,0,4,3,0,0,3,0,0,4,0,0,0,3,0,3,3,5,5,0,0,0,50,58,112,0,0,3,3,3,3,96,101,191,7,7,16,243,279,522
SSC12154,1424,1578,3006,442,477,924,557,653,1208,50,58,110,372,412,788,13,8,22,13,16,33,9,3,12,3,6,16,14,13,21,4,4,8,1035,1178,2212,78,81,158,29,14,39,1579,1750,3335,326,383,711,3333,3712,7046
SSC12155,43,36,77,14,9,17,23,23,49,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,54,0,0,0,0,0,0,45,32,73,6,6,13,95,74,168
SSC12156,2921,2960,5881,230,206,433,1263,1204,2469,38,38,75,39,51,94,21,14,35,32,21,48,11,16,22,0,5,11,31,34,59,0,0,0,1439,1380,2813,2583,2339,4915,39,22,60,4292,3945,8230,406,381,792,7617,7279,14896
SSC12157,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5
SSC12158,3715,3952,7671,203,196,395,1103,1209,2309,10,16,26,19,13,30,7,3,7,3,3,4,0,6,9,0,0,0,0,0,3,0,0,0,1145,1247,2389,332,300,629,8,13,23,1691,1755,3441,279,303,583,5685,6009,11697
SSC12159,13,9,20,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,6,3,10,0,0,0,19,15,31
SSC12160,28,25,49,8,0,7,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,0,0,0,0,0,0,16,12,36,0,0,4,45,43,92
SSC12161,61,57,113,0,0,0,15,10,22,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,18,16,35,0,3,3,0,0,0,21,16,40,3,4,7,82,76,159
SSC12162,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC12163,2098,2149,4244,257,285,549,1113,1198,2313,14,20,34,24,26,52,11,9,15,10,12,16,0,4,3,0,3,3,3,3,7,0,0,0,1176,1271,2447,259,275,540,18,22,38,1724,1853,3574,366,348,713,4185,4345,8530
SSC12164,312,308,621,43,41,79,87,77,169,0,0,5,6,0,12,0,0,0,0,5,3,0,0,0,0,0,0,0,3,4,0,0,0,98,90,187,0,0,3,0,0,5,145,129,270,42,38,76,498,474,966
