SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC13784,567,1132,12,65,51,266,14,55,235,967,311,1354,14,59,28,90,99,306,144,455,455,1806,3,23,19,60,11,30,82,233,116,349,4,22,18,29,73,161,99,214,213,555,9,25,1244,3517
SSC13785,291,591,5,32,35,147,5,23,266,995,309,1196,20,75,26,96,84,277,130,445,437,1637,3,13,5,31,11,42,60,157,79,236,6,19,15,37,49,121,72,182,153,415,19,40,899,2685
SSC13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13787,321,641,9,43,23,106,7,28,157,625,192,801,17,75,22,76,72,207,111,366,308,1165,4,20,20,61,17,61,76,210,118,350,8,27,11,27,61,122,79,174,190,527,12,20,829,2356
SSC13788,8,18,0,0,0,3,0,0,4,31,7,34,0,0,0,3,3,4,0,8,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,59
SSC13789,54,111,0,11,3,12,7,27,17,71,26,122,3,12,4,17,8,29,18,58,43,178,0,0,0,5,0,0,3,14,3,16,0,0,0,0,6,7,6,7,12,26,0,0,109,313
SSC13790,110,218,4,13,22,99,3,15,85,329,108,455,13,60,27,84,37,118,80,268,190,725,0,6,0,7,0,0,9,18,12,31,4,3,7,11,12,20,14,36,26,62,4,20,334,1027
SSC13791,8,12,0,0,0,0,0,0,3,10,3,10,0,0,0,0,3,8,3,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24
SSC13792,570,1123,8,37,32,152,10,41,154,628,199,864,14,53,25,78,55,161,95,289,297,1150,4,23,10,46,12,32,76,206,102,301,5,13,8,24,60,117,77,151,177,458,9,25,1050,2751
SSC13793,134,260,4,15,15,63,4,24,71,277,93,375,8,29,15,45,51,176,71,252,165,628,3,3,4,14,3,9,38,99,41,130,3,6,14,25,37,90,54,124,94,248,3,8,406,1147
SSC13794,17,39,0,0,0,14,0,0,11,47,14,60,0,4,5,11,3,9,7,26,22,84,0,0,0,3,0,0,3,9,3,14,0,0,0,0,0,3,0,3,8,18,0,0,46,137
SSC13795,38,69,0,3,0,3,0,0,5,16,10,29,3,4,0,4,7,17,7,28,13,52,0,0,0,0,0,0,5,19,5,19,0,0,0,0,3,11,3,11,13,28,0,0,64,145
SSC13796,8,14,0,0,0,3,0,0,7,19,9,24,0,0,0,0,0,5,0,5,11,25,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,4,6,0,0,19,49
SSC13797,37,72,4,9,3,9,0,3,8,37,19,66,3,8,3,4,9,22,10,32,28,98,0,0,0,0,0,3,4,17,4,18,0,0,0,0,3,9,3,9,7,23,0,0,73,196
SSC13798,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15
SSC13799,3,6,0,0,4,7,0,0,0,10,3,18,0,3,0,0,0,0,0,3,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,11,36
SSC13800,4,9,0,0,0,9,0,0,0,13,5,17,0,4,3,4,0,9,6,18,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48
SSC13801,32,58,3,12,3,15,0,0,24,88,30,118,0,3,3,11,7,15,9,34,37,151,0,0,0,3,0,0,3,8,4,13,0,0,0,4,3,5,4,7,5,21,0,0,76,226
SSC13802,310,616,9,54,61,281,15,55,205,831,283,1222,23,109,47,157,77,239,145,500,435,1725,3,9,6,23,3,4,25,63,35,101,3,9,10,33,28,54,43,96,79,197,5,10,826,2547
SSC13803,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC13804,256,512,4,40,52,230,13,51,223,906,297,1221,37,159,46,155,96,294,173,608,467,1831,0,4,4,19,3,12,19,41,27,75,0,7,15,25,33,71,47,105,77,181,8,15,810,2534
SSC13805,1275,2520,20,104,148,660,33,141,675,2655,867,3571,103,399,138,454,278,835,511,1692,1383,5259,9,26,36,124,10,41,141,392,199,578,29,106,43,103,178,371,254,579,456,1159,38,84,3157,9025
SSC13806,11,17,0,0,0,3,0,0,5,15,7,15,0,0,0,0,0,3,0,3,4,21,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,17,39
SSC13807,42,76,0,0,0,6,0,4,17,79,22,87,0,7,0,12,5,24,12,39,29,132,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,6,4,6,3,13,0,4,77,223
SSC13808,12,20,0,0,3,12,0,0,5,19,7,28,0,0,3,3,0,13,4,13,14,41,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,27,66
SSC13809,3,3,0,0,0,0,0,10,0,12,3,17,0,0,0,0,0,3,0,3,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32
SSC13810,27,57,0,0,0,3,0,0,9,53,13,57,0,4,3,12,5,14,7,29,24,84,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,4,8,0,0,52,141
SSC13811,41,90,0,8,5,16,3,11,30,134,41,172,0,15,3,11,18,63,30,92,68,265,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,13,4,13,10,21,4,8,123,376
SSC13812,18,31,0,0,3,11,0,0,8,22,10,30,0,0,3,9,0,8,4,14,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,77
SSC13813,12,26,0,7,0,0,0,3,3,8,4,20,0,0,0,0,0,13,0,13,8,32,0,0,0,0,0,3,0,3,0,7,0,0,0,0,4,3,4,3,3,10,0,0,22,63
SSC13814,11,26,0,0,0,5,0,0,4,14,5,20,0,0,0,0,0,8,0,8,7,33,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,24,62
SSC13815,0,6,0,0,0,0,0,0,7,17,7,17,0,0,0,0,0,5,0,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29
SSC13816,40,77,0,0,3,23,0,4,17,68,24,105,3,7,4,19,6,33,18,53,39,156,0,0,0,3,0,0,12,20,8,28,0,0,0,0,3,11,3,11,14,35,3,3,99,272
SSC13817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13818,423,846,4,25,16,74,4,13,132,508,151,615,4,16,8,27,52,173,65,222,222,837,3,10,15,50,8,36,128,330,153,427,9,26,30,53,90,185,126,262,282,689,27,55,955,2422
SSC13819,163,333,0,9,9,44,5,13,58,213,68,288,10,33,8,27,47,146,65,198,130,487,3,26,9,23,3,13,39,91,53,157,0,3,7,16,30,53,38,76,85,230,4,9,390,1056
SSC13820,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13822,7,7,0,0,0,11,0,0,4,6,3,15,0,4,0,0,0,5,3,8,10,29,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,4,0,4,5,9,0,0,15,49
SSC13823,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,4,5
SSC13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13825,11,16,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,33
SSC13826,250,483,0,0,8,47,0,0,80,289,86,332,0,6,22,80,19,52,42,138,128,472,0,0,3,7,0,0,19,56,25,60,0,0,5,6,18,32,20,42,47,98,7,15,435,1074
SSC13827,103,208,0,0,8,41,0,3,58,218,68,261,4,27,21,60,22,64,43,152,112,412,0,0,0,3,0,0,12,32,13,32,3,5,8,16,17,41,27,62,46,96,0,0,261,718
SSC13828,24,41,0,0,7,28,3,9,13,63,21,97,0,0,0,0,8,28,10,27,29,124,0,0,0,0,0,0,0,3,0,3,0,7,0,0,3,11,7,12,7,15,0,0,63,188
SSC13829,4,15,0,0,0,4,0,4,3,18,6,29,0,0,0,0,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,47
SSC13830,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13831,246,490,9,39,35,169,20,114,164,691,229,1007,22,101,23,84,91,304,138,486,373,1496,0,4,11,32,6,10,34,92,45,138,0,7,10,17,30,66,39,92,87,228,3,11,707,2215
SSC13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13833,12,27,0,0,0,0,0,0,3,7,3,7,0,0,3,11,0,3,3,13,8,21,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,3,10,0,0,21,63
SSC13834,25,51,0,0,4,18,0,3,17,70,25,89,0,3,3,6,4,18,8,30,34,119,0,0,0,0,0,0,7,15,7,15,0,0,0,0,3,6,3,9,9,23,0,5,69,204
SSC13835,710,1437,23,123,187,851,30,131,1579,6059,1820,7165,75,325,144,497,211,702,432,1523,2247,8689,0,7,17,64,5,25,100,248,128,344,15,43,33,79,74,172,123,294,247,636,16,42,3220,10806
SSC13836,27,48,0,4,0,3,0,3,9,34,9,48,3,10,0,5,4,19,8,36,21,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,0,0,45,136
SSC13837,6,13,0,0,0,5,0,0,3,13,3,17,0,0,0,0,3,3,3,3,6,23,0,0,0,0,0,0,3,8,3,8,0,0,0,0,3,3,3,3,3,11,0,0,17,44
SSC13838,131,265,3,9,16,69,8,36,73,311,97,425,7,34,3,11,32,85,42,132,141,559,0,0,0,11,0,4,15,35,18,49,0,3,3,6,21,50,32,64,43,113,3,7,321,938
SSC13839,10,19,0,0,0,0,0,0,9,26,9,26,0,4,0,0,0,3,3,10,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,16,55
SSC13840,78,158,0,0,3,10,0,0,19,69,20,75,3,14,10,21,13,26,18,60,44,135,0,0,0,0,0,0,0,4,0,4,0,0,3,9,5,5,9,15,8,18,3,3,137,313
SSC13841,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13842,33,63,0,7,5,22,0,4,19,69,23,97,5,22,8,19,19,55,23,92,48,188,3,9,0,0,0,0,0,6,7,15,0,3,0,0,0,7,4,10,9,24,0,0,90,278
SSC13843,24,44,0,0,3,13,0,0,8,43,11,51,0,4,0,3,3,13,5,16,16,74,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,3,0,3,3,6,0,0,46,124
SSC13844,11,21,0,6,0,7,0,0,3,8,5,20,0,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,3,16,46
SSC13845,62,120,0,7,8,43,3,21,26,117,44,186,3,13,9,28,20,72,29,108,76,297,0,0,0,0,0,0,5,9,5,9,0,4,0,0,6,7,8,14,8,20,0,6,143,448
SSC13846,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC13847,388,784,11,58,48,251,31,141,243,979,333,1426,26,113,30,92,116,382,176,577,509,2011,3,24,10,48,6,17,56,152,74,236,3,21,16,35,60,129,82,180,159,419,16,27,1067,3239
SSC13848,634,1248,10,61,78,361,17,78,472,1861,580,2356,51,190,83,284,126,390,255,869,836,3226,3,8,11,34,9,21,62,159,82,216,10,21,30,61,77,160,108,240,193,456,14,28,1683,4957
SSC13849,38,74,0,3,3,7,3,10,13,68,18,89,0,8,3,12,10,19,12,42,36,129,0,0,0,6,0,0,8,20,9,25,0,3,3,6,8,19,8,22,22,53,0,3,89,259
SSC13850,651,1320,18,119,133,602,15,72,724,2836,890,3630,72,310,154,534,214,698,440,1544,1331,5173,0,6,28,101,5,17,64,168,101,291,23,75,28,71,141,313,193,454,297,750,34,65,2310,7300
SSC13851,776,1525,21,103,143,617,35,153,611,2398,807,3268,62,246,90,295,245,766,395,1316,1202,4587,0,17,31,90,16,51,144,410,188,562,20,61,27,62,103,214,148,339,345,900,27,52,2340,7058
SSC13852,45,94,3,9,11,35,0,3,47,173,58,222,3,6,0,8,10,22,12,38,66,262,0,0,0,0,0,0,3,11,5,15,0,0,0,0,4,3,4,3,6,18,0,0,122,376
SSC13853,21,40,3,13,0,0,0,7,3,14,6,33,0,8,0,0,3,8,3,17,13,47,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,0,9,0,0,38,100
SSC13854,3,10,0,0,3,11,0,0,0,3,4,16,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26
SSC13855,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,8
SSC13856,811,1601,17,93,121,544,29,127,729,2894,895,3654,38,172,73,230,124,379,232,783,1131,4434,4,25,29,100,11,45,134,361,179,526,8,19,17,39,71,146,95,203,276,726,18,41,2237,6810
SSC13857,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13859,3,10,0,0,0,0,0,0,4,9,4,9,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,6,18
SSC13860,17,25,0,0,0,0,0,4,10,27,11,33,0,0,0,0,0,0,0,0,11,33,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,3,7,3,4,31,75
SSC13861,11,15,0,0,0,6,0,0,5,11,4,21,0,6,0,0,3,9,3,10,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45
SSC13862,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC13863,149,295,0,4,9,41,3,12,108,407,121,467,3,16,9,38,22,60,37,107,151,575,0,7,8,29,0,5,46,119,57,159,3,8,11,21,31,59,42,83,94,243,10,11,404,1132
SSC13864,15,36,0,4,0,9,0,0,3,5,5,22,0,0,0,3,7,9,7,14,10,32,0,0,0,0,0,0,3,9,3,9,0,0,0,3,0,0,0,3,0,9,0,0,31,77
SSC13865,12,23,0,0,0,7,0,0,3,17,3,20,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,14,45
SSC13866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13867,0,3,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,4,0,10,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,9,0,0,8,16
SSC13868,4,8,0,0,0,4,0,6,3,12,7,19,0,0,0,0,0,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25
SSC13869,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC13870,18,40,0,0,0,3,0,4,9,43,14,56,3,10,0,0,0,3,3,12,18,62,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,3,6,3,6,0,0,40,110
SSC13871,6,10,0,0,0,3,0,0,4,15,3,15,0,0,0,0,0,3,4,3,9,20,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,12,33
SSC13872,5,16,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
SSC13873,7,10,4,14,0,0,0,0,0,3,0,19,0,0,0,3,0,4,0,3,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,40
SSC13874,90,180,3,21,8,47,4,25,25,111,43,204,4,8,5,26,17,57,31,89,74,290,7,24,0,6,0,4,22,70,29,95,0,4,3,7,10,25,17,35,45,134,10,14,212,625
SSC13875,175,338,12,56,31,147,12,35,139,543,192,785,18,66,26,71,62,196,101,337,293,1126,3,11,10,36,9,17,41,121,64,188,5,22,4,16,37,83,56,116,115,303,3,3,586,1770
SSC13876,140,290,3,18,17,74,3,10,50,214,74,313,3,8,15,42,24,72,40,129,115,440,0,5,3,18,0,6,21,44,30,79,0,3,9,9,13,28,21,44,54,122,0,3,307,858
SSC13877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13878,83,165,0,14,10,50,0,3,52,206,64,272,4,19,7,32,20,71,33,125,102,396,0,0,0,0,0,3,12,32,12,38,0,0,4,8,7,11,13,21,23,61,6,7,215,633
SSC13879,53,111,3,9,0,9,4,14,21,112,28,148,0,11,3,7,11,34,13,53,48,196,0,0,3,13,0,3,3,5,4,25,0,0,3,8,3,5,9,10,14,36,0,3,112,346
SSC13880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13881,3,4,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,10,18
SSC13882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13883,36,68,4,8,5,17,3,9,13,53,16,80,0,0,0,3,4,14,5,16,21,95,0,0,0,0,0,3,3,12,4,10,0,0,0,3,0,3,0,8,9,20,0,0,68,183
SSC13884,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,5,13
SSC13885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC13886,411,805,3,18,21,92,8,19,122,498,150,630,8,26,15,46,34,106,55,178,207,807,0,4,9,27,3,12,43,114,57,158,0,3,4,7,28,63,29,73,87,224,6,16,710,1851
SSC13887,316,626,11,47,29,149,16,73,164,647,215,917,3,21,23,58,64,208,94,284,308,1202,5,22,20,74,14,41,112,314,142,459,4,14,12,30,48,99,66,149,213,604,19,47,855,2472
SSC13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC13889,26,57,0,0,0,0,0,0,3,21,3,21,0,4,3,7,5,22,9,33,13,51,0,0,0,6,0,0,3,9,6,13,0,0,0,0,6,15,6,15,15,31,0,3,57,137
SSC13890,160,309,0,9,7,37,0,10,40,164,53,212,0,0,5,11,26,74,23,80,77,291,0,0,4,13,0,0,8,28,15,38,0,0,4,7,9,26,17,35,30,68,0,9,266,678
SSC13891,0,3,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
SSC13892,3,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC13893,9,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15
SSC13894,148,295,3,16,13,59,0,12,60,239,76,329,3,26,12,36,27,73,44,132,118,465,0,0,3,12,0,4,19,46,24,63,0,9,0,10,7,19,12,37,37,103,0,3,305,862
SSC13895,12,28,0,0,3,14,0,3,5,21,7,34,0,0,3,9,0,3,7,11,11,46,0,0,0,0,0,0,3,5,3,5,0,0,0,0,0,3,0,3,3,10,0,5,30,86
SSC13896,42,81,0,5,0,14,0,3,17,64,22,87,3,4,0,0,5,20,6,24,32,113,0,0,0,0,0,11,3,7,3,13,0,0,0,0,4,15,4,15,12,32,0,0,82,227
SSC13897,9,19,0,0,0,3,0,0,3,21,6,27,0,0,0,0,0,6,0,6,9,36,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,20,60
SSC13898,4,6,0,0,0,4,0,0,3,10,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,0,9,0,0,6,26
SSC13899,12,25,0,0,0,0,0,0,3,19,3,19,0,0,0,0,0,4,0,4,3,18,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,4,5,0,0,18,54
SSC13900,10,17,0,0,3,8,0,4,3,7,6,21,5,18,0,4,5,17,6,36,17,57,0,0,3,7,0,0,0,0,3,4,0,3,0,4,0,0,3,11,3,17,0,0,25,86
SSC13901,4,12,0,8,0,0,0,0,3,21,6,28,0,0,3,13,4,4,8,13,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,19,55
SSC13902,46,89,0,7,6,19,0,0,17,52,17,75,3,10,0,0,0,4,6,13,22,91,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,9,0,0,69,182
SSC13903,9,23,0,4,3,23,0,0,0,3,6,31,0,9,0,0,5,15,4,17,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,25,75
SSC13904,4,12,0,0,0,0,0,0,3,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,20
SSC13905,3,4,0,0,4,11,0,0,4,14,3,25,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32
SSC13906,15,33,0,0,0,3,0,0,10,29,6,33,0,0,0,0,3,9,3,9,14,39,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,27,82
SSC13907,1090,2223,37,207,154,694,39,175,1230,4680,1457,5760,106,481,165,592,396,1313,672,2383,2124,8142,7,48,33,109,19,81,173,480,234,715,21,75,54,130,230,516,307,722,545,1430,64,142,3823,11940
SSC13908,9,22,0,0,0,0,0,0,6,14,6,14,0,0,0,4,0,8,4,8,7,26,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,24,55
SSC13909,3,3,0,0,0,3,0,0,0,9,3,9,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,3,3,0,0,9,20
SSC13910,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC13911,35,71,0,3,3,10,0,0,12,52,17,65,0,0,4,7,5,13,9,26,24,90,0,0,0,4,0,0,3,3,4,11,0,0,0,0,3,6,3,6,7,17,0,5,66,179
SSC13912,623,1240,13,48,44,236,18,85,287,1181,360,1547,18,86,37,125,101,317,158,525,523,2073,6,21,23,87,16,63,181,502,226,674,13,35,40,89,151,324,200,447,426,1121,20,35,1592,4466
SSC13913,7,16,0,0,0,0,0,0,0,8,0,8,0,0,0,0,4,8,4,8,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,10,34
SSC13914,25,52,0,0,7,18,3,4,4,28,13,57,0,6,3,5,3,11,10,26,21,78,0,0,0,0,0,3,0,7,4,6,0,0,0,0,3,6,3,6,4,12,0,0,54,140
SSC13915,7,10,0,0,0,0,0,0,6,41,6,41,0,0,0,0,0,4,0,8,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57
