SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC11949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11950,365,718,3,18,30,140,5,22,144,592,187,777,8,46,12,47,58,165,83,265,267,1038,0,0,9,22,4,20,34,101,48,140,4,9,10,27,26,61,48,93,96,239,12,19,732,2013
SSC11951,208,417,10,78,97,450,26,110,331,1351,462,1986,50,214,57,220,159,568,271,1001,733,2986,5,16,17,66,12,43,62,191,88,314,13,44,5,12,64,148,78,203,169,516,12,32,1120,3950
SSC11952,11,25,0,0,0,0,3,10,10,30,11,34,0,6,0,0,0,5,3,13,14,48,0,0,0,0,0,0,0,3,0,3,0,0,5,4,3,7,3,11,4,16,0,0,31,90
SSC11953,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC11954,705,1376,19,103,159,731,6,36,639,2549,829,3419,79,314,168,609,182,580,432,1503,1261,4921,0,7,14,35,3,11,85,213,105,266,16,38,39,79,89,195,143,317,244,587,24,54,2235,6941
SSC11955,235,457,3,22,56,236,10,51,272,1070,339,1379,27,115,28,85,49,160,103,353,446,1732,0,5,8,39,3,17,54,147,70,204,3,9,4,6,19,47,28,61,93,264,17,26,789,2487
SSC11956,8,13,0,0,0,5,0,6,0,13,3,21,0,4,7,12,7,16,7,32,15,53,0,0,0,3,0,0,0,0,0,3,0,5,0,0,3,4,0,10,4,9,0,0,26,75
SSC11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11958,18,39,0,0,0,3,0,0,4,29,8,37,5,20,7,17,3,10,10,47,22,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,5,8,0,0,42,129
SSC11959,5,6,0,0,0,3,0,0,4,16,6,23,0,0,3,5,0,3,3,12,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,42
SSC11960,119,243,0,3,8,26,0,9,39,134,46,174,5,10,7,26,21,62,33,105,79,271,0,0,3,9,0,0,13,30,16,38,0,0,7,11,8,18,12,31,31,66,6,4,235,591
SSC11961,20,37,0,0,0,0,0,0,6,14,6,14,5,10,4,13,7,26,13,57,18,74,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,3,0,0,37,119
SSC11962,14,26,0,0,0,0,0,0,3,12,3,12,0,0,0,0,3,3,3,3,8,19,0,0,0,0,0,0,8,17,8,17,0,0,0,3,3,4,0,6,6,25,0,0,29,60
SSC11963,448,885,6,40,51,206,9,28,297,1116,361,1395,28,127,63,223,141,460,236,815,603,2215,0,0,11,47,5,14,63,156,82,219,8,27,20,40,96,220,124,283,203,504,22,56,1274,3662
SSC11964,2830,5864,30,171,276,1246,73,332,1821,6730,2192,8479,177,742,385,1295,640,2079,1198,4118,3395,12601,13,63,72,262,25,81,353,926,461,1335,43,155,226,531,481,1063,755,1755,1214,3085,231,521,7673,22067
SSC11965,195,395,3,38,36,167,6,35,172,680,231,928,50,205,57,196,111,352,213,752,440,1679,0,0,6,15,3,14,11,34,23,60,7,11,22,50,37,82,58,144,83,205,15,31,733,2317
SSC11966,120,235,0,0,3,11,0,0,24,70,21,81,0,3,13,33,14,37,20,72,45,155,0,0,0,4,0,5,7,21,10,31,0,4,0,8,20,41,23,52,31,86,0,0,200,469
SSC11967,31,56,0,7,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,36,76
SSC11968,46,97,0,0,7,29,0,9,21,72,25,111,0,11,7,22,16,42,24,74,50,179,0,7,0,5,0,10,11,23,14,42,0,0,0,3,6,5,8,10,19,47,0,0,116,325
SSC11969,6,16,0,0,0,3,0,0,4,9,3,18,0,0,0,0,0,4,0,4,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,0,0,18,48
SSC11970,42,86,0,0,0,10,0,0,11,33,13,50,0,0,0,3,3,10,8,17,17,61,0,0,0,0,0,0,4,5,3,11,0,0,0,0,0,0,0,0,7,13,0,4,65,167
SSC11971,23,47,0,0,3,15,0,0,12,39,15,58,0,0,0,0,7,11,7,11,15,70,0,0,0,9,0,0,0,0,0,9,0,0,0,0,3,4,3,4,5,10,0,0,42,121
SSC11972,17,37,0,7,3,5,0,0,12,37,10,47,0,0,3,11,3,5,8,20,18,64,0,0,0,8,0,0,4,7,4,13,0,0,0,0,4,3,4,3,8,18,0,0,44,121
SSC11973,5,8,0,0,0,8,0,0,5,14,3,19,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,34
SSC11974,693,1378,15,90,117,554,26,133,433,1707,591,2482,101,432,113,398,398,1294,609,2126,1201,4611,3,20,12,40,4,6,49,134,69,201,21,71,22,45,100,219,135,335,206,533,22,49,2126,6574
SSC11975,329,649,0,11,3,18,3,19,43,161,53,212,4,12,8,17,19,57,26,89,78,299,0,0,5,22,3,16,37,92,46,125,0,0,8,21,30,60,42,87,85,209,9,19,497,1180
SSC11976,9,14,0,0,0,0,0,0,3,9,3,9,0,0,0,3,0,3,0,4,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,31
SSC11977,13,32,0,0,0,0,0,8,7,28,12,34,0,0,0,0,0,4,0,4,9,38,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,7,4,7,3,11,0,0,31,75
SSC11978,1108,2250,30,192,171,821,69,316,1048,4093,1318,5418,113,478,174,599,428,1427,712,2504,2033,7928,11,38,56,223,27,112,280,821,375,1192,36,119,78,178,335,712,444,998,817,2191,64,131,4024,12500
SSC11979,85,173,0,7,15,74,0,10,49,207,69,289,10,47,22,68,30,109,66,227,131,517,0,0,4,7,0,0,8,20,11,26,0,0,3,8,14,36,21,40,33,68,3,3,254,765
SSC11980,10,12,0,0,0,0,0,3,3,6,4,12,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25
SSC11981,1297,2583,22,114,106,486,49,216,586,2345,764,3157,36,135,87,261,184,578,304,970,1063,4129,9,48,57,218,32,113,323,918,421,1299,16,43,43,84,183,383,242,518,657,1818,44,98,3069,8624
SSC11982,8,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,15
SSC11983,94,187,5,18,11,37,3,6,59,239,70,301,8,19,9,34,12,32,24,81,93,381,0,0,0,0,3,9,12,34,12,43,0,0,3,3,4,9,9,16,26,62,0,3,220,632
SSC11984,3,10,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22
SSC11985,6,9,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,5,3,7,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,22
SSC11986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC11987,10,17,0,3,0,8,0,6,3,8,5,22,0,0,0,0,0,6,0,6,10,35,0,3,0,0,0,0,0,7,5,10,0,0,0,0,3,4,3,4,4,13,0,0,19,59
SSC11988,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
SSC11989,4,10,0,0,0,6,0,0,0,4,3,8,0,0,0,3,0,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,25
SSC11990,200,382,0,6,5,21,6,17,97,371,108,414,3,10,4,10,12,39,21,63,127,472,0,0,5,20,8,20,49,116,60,160,3,3,4,17,36,72,39,95,102,249,20,34,447,1142
SSC11991,22,45,0,0,3,10,0,0,14,57,17,61,3,5,3,3,3,13,11,29,27,91,0,0,0,0,0,0,3,3,3,3,0,0,0,0,5,14,5,14,6,16,0,3,53,155
SSC11992,7,19,0,0,0,4,0,3,8,31,9,37,0,0,0,0,0,4,0,4,8,40,0,0,0,4,0,0,0,3,3,6,0,0,0,0,4,4,4,4,6,10,0,0,26,68
SSC11993,18,33,0,0,0,0,0,0,6,24,6,24,0,4,0,0,5,11,6,15,12,41,0,0,0,0,0,0,9,18,9,18,0,0,0,0,3,3,3,3,7,25,0,0,35,102
SSC11994,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SSC11995,3,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,10,18
SSC11996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11998,221,442,7,33,21,112,3,20,72,307,104,468,11,43,28,98,49,156,92,302,195,764,0,0,5,13,0,4,16,36,20,53,0,0,4,8,21,41,24,57,44,104,0,3,467,1319
SSC11999,30,59,0,3,3,20,3,10,11,25,13,63,6,21,0,3,5,12,9,43,30,104,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,7,7,14,5,16,0,0,67,182
SSC12000,496,1001,11,50,33,174,21,104,313,1239,375,1568,25,93,34,129,122,383,179,606,559,2175,5,12,18,68,11,36,164,412,194,525,3,23,24,53,114,227,145,304,337,827,25,52,1413,4064
SSC12001,511,1027,12,50,59,276,14,66,496,1960,589,2354,36,158,63,235,150,482,248,879,832,3231,4,15,11,42,8,24,95,242,118,330,14,48,29,69,96,216,146,335,264,667,22,47,1629,4967
SSC12002,58,112,0,0,3,13,3,8,14,56,22,79,0,3,3,5,13,40,19,51,37,133,0,0,0,0,0,0,9,19,9,19,0,0,0,3,8,11,9,10,17,31,0,0,102,278
SSC12003,0,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12004,30,63,0,0,3,21,0,0,19,86,25,108,3,15,3,14,8,18,15,42,38,144,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,5,10,8,12,0,3,73,221
SSC12005,7,14,0,0,0,9,0,4,8,18,8,29,0,0,0,0,3,13,3,13,10,42,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,5,3,3,0,0,21,63
SSC12006,5,14,0,0,3,7,0,0,3,28,5,29,0,0,0,0,0,0,0,0,5,29,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,18,53
SSC12007,5,15,0,0,0,0,0,0,4,15,4,15,0,0,0,4,0,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34
SSC12008,20,45,0,4,3,11,0,0,5,21,10,34,0,0,0,0,3,10,3,10,10,46,0,0,0,3,0,0,3,7,4,12,0,0,0,4,0,0,0,4,8,15,0,3,39,107
SSC12009,0,4,0,0,0,0,0,0,3,7,3,7,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11
SSC12010,6,12,0,0,0,0,0,0,3,16,5,18,0,0,0,0,0,3,0,3,7,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,31
SSC12011,12,24,0,0,3,10,0,0,8,29,8,40,0,0,0,0,4,7,4,7,11,51,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,4,0,0,28,79
SSC12012,17,39,0,3,6,14,0,0,11,39,13,59,0,0,0,5,4,13,5,19,25,78,0,0,0,5,0,0,3,16,4,16,0,0,0,0,3,3,3,3,10,24,0,3,54,149
SSC12013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12014,132,256,3,18,8,45,5,11,45,170,63,244,0,4,17,36,23,60,34,104,94,351,0,3,3,3,0,3,18,38,18,57,0,4,3,4,15,24,17,35,37,91,0,3,260,691
SSC12015,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,10
SSC12016,740,1453,24,117,206,949,36,166,835,3285,1105,4510,115,454,189,642,210,661,506,1752,1611,6263,3,15,21,61,3,3,117,294,144,386,12,44,33,63,86,185,136,296,278,679,13,25,2646,8415
SSC12017,12,22,0,0,8,21,0,9,9,37,12,70,3,12,0,3,5,6,9,21,20,91,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,38,123
SSC12018,11,21,0,0,0,0,0,0,3,15,3,15,0,0,0,0,3,7,3,7,3,23,0,0,0,0,0,0,3,3,4,5,0,0,0,0,3,5,3,5,7,10,0,0,25,51
SSC12019,3,8,0,0,0,8,0,0,5,23,5,31,0,0,0,0,3,6,3,6,9,36,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,0,0,3,3,7,0,0,15,51
SSC12020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC12021,34,69,0,0,3,11,4,11,18,78,26,100,0,0,3,14,8,19,8,25,36,126,0,0,0,0,0,0,7,27,7,27,0,0,0,0,0,5,0,5,8,29,0,3,78,230
SSC12022,16,32,0,0,0,7,0,0,6,21,7,29,0,0,0,0,3,10,6,12,12,35,0,0,0,0,0,0,0,4,0,4,0,0,0,4,3,3,4,6,5,14,0,3,31,81
SSC12023,172,349,3,25,17,100,3,17,176,714,204,868,8,25,15,39,30,92,48,160,251,1029,4,21,9,22,3,10,48,138,65,191,6,13,11,30,51,119,70,158,131,353,32,58,586,1788
SSC12024,334,664,3,18,28,141,9,29,158,620,198,810,15,70,31,91,73,238,123,402,325,1212,0,9,3,11,0,0,27,70,32,88,3,4,8,15,28,65,41,81,67,170,6,13,732,2064
SSC12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12026,46,94,0,0,10,38,0,3,21,80,34,126,3,9,0,0,4,15,9,26,40,149,0,6,3,10,0,6,3,9,8,27,0,9,0,0,6,10,4,17,12,47,0,0,101,290
SSC12027,161,329,9,47,38,175,7,18,99,407,153,644,22,103,23,79,42,135,82,312,238,957,0,9,4,9,3,3,13,35,18,57,3,7,3,3,15,27,16,44,32,97,4,5,431,1390
SSC12028,6,8,0,6,0,0,0,0,0,5,0,7,0,0,0,0,0,7,0,7,3,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,12,24
SSC12029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC12030,245,475,4,16,23,102,0,0,157,589,184,702,6,33,17,54,25,67,50,161,235,860,0,0,8,25,0,3,23,55,32,84,3,6,17,35,25,54,42,93,78,178,5,13,560,1536
SSC12031,6,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16
SSC12032,216,423,4,42,30,139,7,32,156,697,197,901,20,85,23,68,55,178,95,326,296,1229,0,6,13,52,3,18,22,67,40,142,0,3,0,3,26,50,31,59,68,195,4,8,585,1857
SSC12033,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25
SSC12034,3,9,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,7,3,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
SSC12035,14,35,0,0,3,8,0,0,8,35,10,41,0,0,0,3,6,15,5,18,14,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,4,6,0,0,35,95
SSC12036,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,10
SSC12037,39,80,0,9,0,12,0,9,7,28,13,59,0,6,3,7,3,17,9,32,18,84,0,0,0,3,3,8,4,7,5,21,0,0,0,0,0,3,0,3,5,26,3,6,69,198
SSC12038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12039,4,7,0,0,0,5,0,0,0,3,3,9,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17
SSC12040,9,17,0,0,4,16,0,0,10,30,13,48,0,0,0,0,3,8,3,15,16,54,0,0,0,8,0,4,3,8,4,22,0,0,0,0,0,5,0,5,10,19,0,0,34,98
SSC12041,8,23,0,0,0,3,0,0,0,3,3,9,0,3,0,0,3,8,4,14,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42
SSC12042,463,940,11,80,52,256,19,100,588,2201,677,2635,19,88,30,100,81,278,129,465,805,3103,3,15,14,54,9,31,82,239,108,334,3,22,19,54,43,95,68,168,178,501,10,18,1452,4562
SSC12043,0,3,0,0,3,5,0,0,0,0,3,5,0,0,0,3,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
SSC12044,26,56,0,0,0,8,0,3,12,53,15,61,0,0,0,3,4,17,6,22,23,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,0,4,59,151
SSC12045,231,450,6,17,17,86,9,31,74,304,107,436,10,37,7,16,31,90,47,140,150,578,0,0,3,8,0,5,17,49,18,63,0,4,3,8,13,28,22,40,40,103,6,17,428,1146
SSC12046,391,784,6,32,32,150,23,93,195,805,250,1073,14,45,22,79,89,293,131,420,379,1496,3,18,10,36,15,50,89,262,117,369,5,16,19,43,73,153,99,210,208,577,18,33,1002,2890
SSC12047,8,14,0,0,3,11,0,0,6,24,9,31,0,3,0,0,4,8,3,17,13,44,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,4,0,0,22,68
SSC12048,256,506,3,13,31,150,5,25,190,725,230,916,9,32,16,65,42,130,69,229,299,1146,3,14,3,18,0,0,40,106,47,141,8,23,17,39,50,100,75,157,117,297,6,14,686,1960
SSC12049,26,56,0,7,4,17,0,0,14,41,13,63,0,0,0,4,3,10,3,12,22,71,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,3,3,5,0,4,51,139
SSC12050,43,72,0,0,4,12,0,0,14,57,14,66,0,0,4,7,5,9,8,20,25,86,0,0,0,4,0,0,0,3,7,8,0,3,3,3,0,3,3,12,11,23,0,3,76,184
SSC12051,81,155,3,10,3,23,0,3,60,238,69,271,3,7,3,10,15,44,20,60,87,336,0,0,0,0,3,10,3,11,7,26,0,0,0,8,0,0,3,13,12,33,0,0,176,526
SSC12052,35,61,0,0,0,7,0,11,13,46,15,65,0,7,0,8,3,9,4,21,20,84,0,0,0,0,0,0,4,10,4,10,0,4,0,3,3,5,5,10,10,19,0,4,60,166
SSC12053,14,25,0,0,0,4,3,7,9,28,6,36,0,0,0,0,0,3,3,7,10,44,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,3,0,3,7,9,0,0,28,77
SSC12054,18,28,0,7,0,8,0,0,8,30,11,43,3,8,0,4,0,10,6,18,20,65,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,36,102
SSC12055,687,1363,11,75,51,230,24,121,305,1189,393,1616,39,162,42,132,168,548,249,839,641,2451,9,34,21,63,4,18,83,227,114,340,5,16,16,34,100,217,115,265,230,604,10,24,1570,4441
SSC12056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC12057,145,288,0,5,15,74,0,12,49,189,63,276,6,20,9,25,17,48,29,98,96,368,0,7,8,16,0,3,24,75,33,103,0,0,3,13,28,55,28,64,64,163,7,9,311,833
SSC12058,21,38,0,0,3,8,0,0,10,31,7,38,0,0,0,0,3,6,3,6,14,50,0,0,0,3,0,0,3,13,5,19,0,3,0,0,3,5,0,5,11,22,0,0,40,105
SSC12059,11,29,0,0,0,4,0,3,6,22,8,34,0,3,0,0,0,10,0,14,9,45,0,0,0,0,0,0,3,3,3,3,0,0,0,3,0,0,0,3,3,4,0,0,27,74
SSC12060,64,132,0,10,8,31,3,6,37,142,46,199,7,24,16,56,26,77,50,158,96,356,0,0,0,0,0,3,0,0,0,3,0,4,0,3,3,10,10,21,6,22,0,4,168,516
SSC12061,138,271,3,13,6,42,0,8,39,156,57,222,0,16,4,23,9,34,20,73,79,290,0,0,0,7,4,13,4,13,13,28,0,3,4,9,13,22,17,34,24,56,0,4,245,631
SSC12062,3,13,0,6,0,0,0,3,3,12,3,23,0,0,0,3,0,0,0,3,9,23,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,11,41
SSC12063,9,17,0,0,0,3,0,0,0,3,0,6,0,0,0,0,4,8,4,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,38
SSC12064,38,77,0,0,0,5,0,3,10,64,18,68,0,7,3,14,11,37,19,57,35,126,0,0,0,7,0,3,0,4,3,14,0,5,0,3,5,17,7,19,15,31,0,0,83,234
SSC12065,32,54,0,0,0,0,0,0,4,14,4,14,0,0,0,0,5,9,5,9,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,3,42,92
SSC12066,14,29,0,0,0,16,0,0,7,36,9,55,0,9,7,10,5,13,14,38,23,90,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,3,3,5,0,0,39,124
SSC12067,331,674,11,83,36,176,23,102,168,689,241,1049,25,106,19,62,99,323,141,485,386,1535,0,15,18,75,14,39,88,258,119,384,13,43,15,39,84,197,114,276,232,664,15,25,965,2901
SSC12068,16,28,0,0,0,3,0,0,31,111,27,111,0,0,0,0,0,0,0,0,27,111,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,44,141
SSC12069,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC12070,4,11,0,0,0,0,0,0,0,3,0,3,0,3,3,5,0,3,3,12,3,19,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,4,6,10,4,10,0,0,16,38
SSC12071,723,1438,14,85,111,494,38,164,485,1899,646,2641,44,194,76,246,238,780,364,1228,1005,3868,8,28,22,74,19,73,177,485,223,666,20,64,45,110,173,379,239,554,469,1220,42,84,2234,6613
SSC12072,56,111,0,0,13,45,5,9,38,148,52,208,4,5,5,16,21,51,25,72,72,278,0,5,3,12,0,0,7,17,8,37,0,0,3,4,9,10,9,18,19,50,0,0,150,441
SSC12073,361,714,3,20,60,256,3,22,288,1123,351,1421,36,129,61,217,125,410,215,756,567,2176,0,0,9,28,3,3,32,85,39,119,8,17,12,20,40,89,56,127,98,244,8,12,1033,3145
SSC12074,469,931,10,58,94,443,23,130,473,1881,601,2508,71,303,84,288,181,565,332,1162,936,3668,3,22,12,50,11,37,96,292,129,407,22,70,27,62,100,232,151,364,276,767,13,30,1697,5400
SSC12075,3,3,0,0,0,5,0,0,0,3,0,12,0,0,0,0,0,4,0,4,3,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,4,0,0,6,26
SSC12076,203,404,0,10,8,45,5,13,50,201,66,274,10,34,5,21,31,93,43,145,110,416,3,20,7,24,0,0,33,98,37,138,3,7,0,0,20,50,26,57,62,195,3,17,378,1028
SSC12077,748,1469,10,55,71,312,15,67,342,1301,439,1735,18,64,51,171,127,393,195,631,633,2369,4,19,33,104,23,83,191,481,246,690,12,49,50,110,175,358,232,519,481,1206,36,72,1901,5111
SSC12078,9,23,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,9,3,9,3,12,0,0,0,0,0,0,0,3,3,7,0,4,0,0,3,3,5,7,5,13,0,3,20,49
SSC12079,178,352,13,76,44,195,15,79,179,712,248,1063,38,169,38,122,115,395,192,687,436,1745,3,10,7,28,4,21,43,110,59,159,5,24,12,19,58,125,74,172,133,339,6,18,753,2453
