SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC10392,0,12,3,6,0,3,0,0,0,21,0,4,0,4,0,0,0,0,0,9,3,4,0,4,25,15,7,8,0,65,0,3,0,22,9,3,4,5,4,40,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,14,8,37,9,32,44,24,11,23,9,194,0,0,0,3,0,0,0,0,0,10,0,6,8,0,0,0,4,4,0,19,9,5,35,0,3,9,23,10,0,81,0,0,20,0,0,0,7,6,0,32,0,0,5,0,0,0,0,8,0,7,0,13,3,7,0,3,0,0,0,26,0,7,0,4,0,0,0,3,0,21,4,12,3,9,23,17,20,6,0,95,0,8,0,32,11,3,3,4,4,63,0,0,7,0,0,0,0,3,0,15
SSC10393,4,79,3,27,9,3,0,5,0,130,12,68,3,3,8,3,0,3,0,98,24,25,3,12,52,17,0,3,0,127,22,73,7,25,16,5,0,3,4,144,3,33,4,9,5,7,0,3,0,70,7,0,14,10,7,9,0,6,0,43,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,10,0,0,0,3,3,0,0,0,0,15,81,307,44,96,114,43,0,25,8,725,8,25,9,3,3,3,3,3,0,53,4,7,3,0,4,0,0,3,0,31,18,31,56,8,3,4,25,10,0,153,15,16,42,0,3,0,7,5,0,92,11,11,20,7,9,3,0,4,0,70,14,101,8,37,14,3,3,6,0,180,12,111,5,6,8,3,0,4,0,153,39,36,9,16,55,26,4,9,0,196,30,106,7,41,17,12,0,6,4,238,13,57,7,12,7,12,0,7,3,117
SSC10394,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,4,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC10396,0,17,0,9,3,0,0,3,3,40,0,17,0,4,3,0,0,0,0,26,14,4,0,4,33,10,0,5,0,71,0,3,0,18,0,3,0,3,0,29,0,4,0,0,3,0,0,0,0,4,0,0,6,0,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,10,19,52,14,40,50,19,0,15,6,206,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,9,10,49,3,5,0,16,10,0,102,10,0,39,4,0,5,3,5,0,60,0,0,7,0,0,0,0,4,0,12,4,22,0,15,3,0,0,3,3,49,8,24,0,3,4,0,0,0,0,42,24,14,5,3,37,14,0,6,0,103,0,12,3,25,0,3,0,3,0,44,0,4,0,0,3,0,3,3,0,10
SSC10397,20,526,29,255,63,37,12,24,8,980,35,331,4,86,36,25,5,23,7,537,224,303,25,143,754,201,50,119,26,1852,52,171,25,423,151,60,13,64,15,981,17,41,14,17,43,28,4,10,0,178,31,7,89,77,46,39,4,43,4,342,3,0,0,3,0,0,0,7,0,18,0,15,7,20,19,16,9,16,4,108,9,18,9,22,28,13,7,20,22,149,448,1634,306,1126,1316,469,148,393,107,5952,45,127,92,43,87,39,39,31,4,496,113,432,131,70,152,68,107,85,32,1180,174,337,888,74,162,77,311,254,27,2309,60,45,324,8,21,16,46,77,8,609,11,16,71,4,16,6,19,32,0,178,34,701,53,314,77,39,36,52,11,1317,50,423,15,101,51,32,23,35,5,725,506,643,125,246,1037,357,337,261,47,3565,101,279,52,557,189,82,87,115,26,1485,31,84,36,34,61,41,22,26,0,326
SSC10398,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10399,5,16,3,10,7,3,0,0,0,47,0,13,0,3,4,3,0,0,0,19,14,6,0,6,21,12,0,0,0,52,6,13,0,20,11,7,0,0,0,57,3,11,0,4,0,0,0,0,0,19,0,0,10,6,6,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,10,24,63,19,52,44,25,3,9,3,245,3,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,9,9,8,40,0,3,4,5,6,0,69,13,3,26,0,3,0,0,0,0,42,0,3,9,0,0,0,0,5,0,17,4,29,7,11,7,3,0,3,0,60,0,17,0,3,4,3,0,0,0,31,25,17,3,4,22,18,0,4,0,89,6,19,3,23,15,7,0,3,3,73,5,11,0,7,3,0,0,0,0,30
SSC10400,0,62,4,10,5,0,3,0,0,86,3,32,0,3,7,3,0,0,3,48,16,35,0,13,70,19,0,13,0,163,3,11,0,17,13,3,0,8,3,59,0,8,0,0,3,0,0,0,0,17,0,0,10,4,5,3,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,3,0,0,3,0,12,35,163,21,62,109,38,12,24,11,472,0,9,3,0,4,4,4,0,0,29,9,23,9,0,10,3,3,0,0,53,17,20,59,0,16,6,22,23,6,161,7,3,18,3,0,3,0,3,0,37,0,0,3,0,0,0,0,0,0,6,3,87,3,16,5,0,3,0,0,128,8,36,0,4,6,3,3,0,3,63,41,56,9,13,94,27,13,18,3,273,3,24,0,30,12,3,3,7,3,91,5,11,3,0,3,4,0,0,0,30
SSC10401,0,3,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,8,0,3,0,0,8,0,3,0,0,15,0,5,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,13,16,5,3,5,0,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,6,0,0,0,3,3,0,17,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,7,0,0,3,0,0,0,0,13,3,7,0,3,5,3,3,0,0,28,0,3,0,7,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,4
SSC10402,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC10403,9,81,0,13,14,0,0,0,0,131,7,100,0,0,13,3,0,0,0,129,53,100,0,14,109,28,0,7,8,319,12,51,3,35,18,13,0,0,3,136,7,14,3,0,12,11,0,0,0,50,3,3,6,7,10,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,8,4,0,5,5,0,0,0,0,15,3,3,0,3,7,0,0,0,3,19,118,398,25,81,224,67,3,12,17,951,18,24,4,0,13,3,0,0,0,63,20,37,15,0,10,4,3,0,4,89,56,54,87,7,27,11,18,10,3,267,36,25,49,0,7,5,0,3,0,136,0,0,3,0,0,0,0,3,0,10,9,167,3,18,17,3,4,0,3,224,16,123,0,3,13,4,0,0,0,172,179,200,5,21,137,59,17,13,15,642,29,92,3,45,25,18,7,0,6,222,8,21,3,0,15,15,0,3,0,69
SSC10404,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10406,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,4,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,3,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,6,3,0,4,3,0,0,3,0,21,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC10407,11,167,3,31,13,7,0,0,0,240,31,228,0,25,23,4,0,0,0,309,51,45,6,23,161,29,0,7,0,330,21,86,4,67,28,10,0,3,0,221,6,40,9,11,11,9,0,3,0,83,8,4,17,5,16,9,0,3,0,59,0,0,0,0,0,0,0,0,0,3,0,7,0,3,6,0,0,0,0,17,3,3,0,3,3,3,0,0,3,22,136,617,50,177,283,77,3,23,5,1371,11,50,8,6,9,5,0,3,0,95,15,27,8,3,3,4,0,3,0,70,57,70,144,6,23,9,37,30,9,389,32,14,111,4,9,5,11,21,3,206,7,5,15,3,3,3,0,6,0,44,14,212,13,42,15,7,0,4,3,314,46,299,3,28,25,8,0,0,0,414,121,105,9,31,199,58,17,19,8,558,45,141,6,92,34,15,6,9,0,349,18,64,13,9,18,15,3,3,0,148
SSC10408,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC10409,0,8,0,3,3,0,0,0,0,14,0,6,0,3,0,0,0,0,0,13,0,4,0,0,11,0,0,0,0,18,0,3,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,3,23,3,20,15,5,0,0,3,79,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,5,15,0,4,0,7,3,0,41,5,0,20,0,0,0,3,0,0,28,0,0,4,0,0,0,0,0,0,10,0,8,0,4,3,0,0,0,0,16,0,11,0,3,0,0,0,0,0,11,0,4,4,0,11,3,0,0,0,24,0,5,0,14,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,6
SSC10410,5,43,3,21,6,3,0,3,0,89,3,34,0,8,5,0,0,0,0,53,14,9,3,9,46,16,3,5,0,103,0,7,0,33,9,7,3,0,0,58,3,3,0,0,0,0,0,0,0,6,8,0,8,11,3,7,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,6,6,0,0,0,19,46,102,24,87,76,34,3,15,3,400,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,7,3,96,0,3,0,38,25,0,176,7,0,25,0,0,3,11,11,3,62,14,3,4,0,7,0,3,9,0,40,5,58,3,26,6,5,0,8,0,107,3,44,0,9,5,0,0,0,0,69,24,10,12,12,54,21,10,7,0,155,4,15,0,37,12,7,5,4,0,85,3,5,0,0,3,0,0,4,0,14
SSC10411,0,83,10,35,6,3,0,4,0,143,6,85,0,24,7,0,0,0,5,123,36,28,0,23,149,31,3,14,3,281,4,40,4,89,37,13,0,10,5,210,0,5,3,3,5,11,3,0,0,35,11,0,20,25,15,13,7,9,0,92,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,3,16,0,0,0,8,9,3,0,4,0,32,66,261,48,210,248,78,12,39,11,979,0,5,0,3,7,0,3,3,0,26,8,17,9,5,6,4,0,4,3,48,43,21,230,7,19,14,59,31,5,430,15,0,117,7,0,3,14,23,6,185,7,3,26,3,4,3,3,6,0,57,3,93,11,46,10,5,0,4,0,177,11,113,0,31,6,0,3,0,5,163,76,52,9,20,176,44,15,13,5,412,14,50,10,117,40,11,8,12,5,276,4,11,8,3,5,8,3,7,0,54
SSC10412,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC10413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10414,3,10,0,8,0,0,0,0,0,20,0,16,0,0,4,0,0,0,0,19,4,3,0,3,19,7,0,0,0,33,0,5,0,8,7,4,0,0,0,24,0,0,0,0,0,4,0,0,0,9,0,0,4,4,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,46,4,22,35,14,0,0,0,135,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,3,0,3,0,35,7,3,26,0,0,0,0,4,0,44,0,0,0,0,0,0,0,3,0,9,3,14,0,8,0,0,0,0,0,25,3,25,0,0,4,0,0,0,0,34,10,12,0,3,19,4,0,4,0,54,0,13,0,10,7,3,0,0,0,36,0,4,0,0,0,4,0,0,0,7
SSC10415,3,53,4,64,7,8,0,3,0,142,4,36,0,21,0,5,0,0,0,73,27,27,4,16,87,31,0,13,6,213,13,25,3,91,14,15,3,5,3,169,0,0,0,0,0,0,0,3,0,7,7,3,30,17,9,17,0,5,0,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,0,9,3,6,3,3,3,33,63,154,50,218,131,79,11,39,15,763,0,11,3,0,0,3,3,0,0,24,0,9,7,0,3,3,3,3,3,23,32,10,136,3,10,3,40,20,3,267,13,4,54,3,3,3,10,19,3,114,3,0,19,0,3,0,4,10,0,32,5,65,5,79,11,4,0,4,0,176,6,51,0,24,3,3,0,0,0,89,53,33,9,24,90,43,17,22,9,301,19,35,4,119,17,17,5,11,3,225,3,4,0,0,3,0,0,3,0,17
SSC10416,0,5,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,4,0,0,0,19,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3
SSC10417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
