SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC10489,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,22,3,47
SSC10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SSC10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10
SSC10493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10494,3,3,0,0,0,8,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,17,3,38
SSC10495,3,12,4,5,0,30,0,3,13,10,19,0,48,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,0,0,0,3,6,11,6,8,50,42,147,11,264
SSC10496,0,3,3,0,0,10,0,0,4,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,4,18,11,62,13,116
SSC10497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC10499,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,3,0,19
SSC10500,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC10501,9,24,3,4,0,42,9,4,49,8,18,0,85,0,0,0,0,0,0,0,0,0,0,5,11,0,14,0,0,0,0,3,0,3,28,13,124,46,115,7,326
SSC10502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,11
SSC10503,0,21,8,12,3,58,0,3,11,12,25,0,58,0,0,0,0,0,0,3,0,0,0,3,12,0,20,0,0,0,0,4,0,10,18,11,82,70,205,33,418
SSC10504,0,3,0,0,0,4,0,0,3,3,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,23,0,40
SSC10505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10506,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,12,0,25
SSC10507,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,24
SSC10508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC10509,0,5,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,17,4,39
SSC10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10511,0,3,0,0,0,6,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,18,0,36
SSC10512,0,0,0,0,0,4,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,29,3,54
SSC10513,0,10,3,7,0,23,3,0,11,5,7,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,9,24,7,48,29,76,7,186
SSC10514,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,15,0,24
SSC10515,14,148,61,52,17,352,21,8,156,96,118,22,430,3,0,13,8,12,3,39,8,0,22,29,131,6,196,10,0,32,24,62,30,160,182,56,941,629,1286,218,3317
SSC10516,0,4,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,12,4,20,3,33
SSC10517,29,163,44,52,12,402,82,21,176,89,73,14,455,6,3,19,20,33,0,84,9,0,34,37,101,0,185,8,0,42,20,50,28,153,445,116,1195,738,1191,167,3845
SSC10518,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,10,25,0,35
SSC10519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10521,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SSC10522,3,49,10,22,3,92,6,3,25,14,30,5,84,0,0,3,3,0,0,5,0,0,3,0,15,0,14,0,0,0,3,6,0,15,20,8,124,91,179,28,449
SSC10523,15,60,27,25,3,147,26,12,93,50,57,7,232,0,0,7,0,3,0,9,0,3,4,8,41,0,52,0,0,0,8,11,3,22,63,42,260,200,464,31,1062
SSC10524,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,4,24,0,44
SSC10525,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,18
SSC10526,0,19,4,3,0,39,3,0,14,12,14,3,56,0,0,0,0,4,0,3,0,0,3,3,13,0,18,0,0,6,0,11,5,16,32,3,150,104,187,29,513
SSC10527,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,7,8,19,0,37
SSC10528,7,41,9,11,0,86,3,5,25,21,28,4,90,0,0,4,0,9,0,7,0,0,0,0,21,0,19,0,0,0,7,12,4,25,40,22,122,108,276,20,579
SSC10529,0,7,9,10,0,23,4,0,12,11,20,0,50,0,0,0,0,5,0,5,0,0,0,3,11,0,17,0,0,0,3,11,8,12,12,4,34,41,185,23,295
SSC10530,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,10
SSC10531,0,3,0,0,0,3,0,4,6,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,17,0,35
SSC10532,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SSC10533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10534,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,8,16,4,43
SSC10535,6,10,0,3,0,18,0,0,4,10,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,8,3,41,39,69,16,175
SSC10536,64,151,52,37,16,408,76,32,176,88,92,28,492,4,4,19,3,10,0,39,10,3,19,27,71,5,125,6,4,21,18,45,16,110,323,160,843,518,921,120,2889
SSC10537,7,10,0,7,3,25,3,0,8,15,29,0,57,0,0,0,0,0,0,3,0,0,0,0,7,0,8,0,0,3,0,4,0,4,7,9,24,30,118,20,202
SSC10538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10539,0,7,0,3,3,18,0,0,8,9,5,6,20,0,0,0,0,0,0,3,0,0,0,3,15,3,19,0,0,0,6,11,0,25,13,7,47,51,132,16,263
SSC10540,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,8,3,16
SSC10541,0,0,0,3,0,9,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,7,12,44,5,72
SSC10542,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC10543,16,112,35,55,10,263,21,12,97,87,128,15,356,0,0,8,10,19,5,39,3,0,6,8,83,4,109,3,0,9,16,53,15,96,117,44,408,397,1098,109,2174
SSC10544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,19
SSC10545,0,3,0,9,0,14,0,0,7,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,0,3,13,3,34,19,87,6,158
SSC10546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10547,9,28,3,10,0,58,6,0,19,6,16,0,50,0,3,9,4,9,0,23,0,0,3,0,12,0,21,0,0,4,5,8,3,18,39,21,127,65,186,32,471
SSC10548,7,11,3,0,0,24,3,0,11,12,11,0,35,0,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,0,5,3,13,7,11,52,43,114,17,249
SSC10549,6,27,11,12,6,62,3,9,28,11,22,3,78,0,0,0,0,3,0,5,0,0,0,7,30,0,37,3,0,3,9,10,3,23,18,21,113,88,334,31,607
SSC10550,0,5,0,0,0,15,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,4,3,6,17,9,35,5,82
SSC10551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,9
SSC10552,0,4,0,4,0,17,0,3,14,15,15,0,38,0,0,0,0,5,0,8,0,0,0,0,12,0,8,0,0,0,0,0,3,3,3,7,24,28,98,13,167
SSC10553,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,3,22
SSC10554,0,0,0,0,0,3,0,0,0,3,5,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,3,13,27,7,57
SSC10555,0,0,0,0,0,4,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,10,0,30
SSC10556,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,6
SSC10557,19,67,17,20,3,175,57,13,116,22,21,7,231,5,0,8,4,9,0,28,7,0,11,16,22,3,61,3,0,33,8,12,10,65,295,69,711,275,323,50,1722
SSC10558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10559,0,5,0,7,0,11,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,11,4,18,21,50,10,110
SSC10560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14
SSC10561,0,3,0,0,0,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,14,3,39
SSC10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC10563,3,24,3,7,7,36,0,0,11,9,7,5,35,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,3,3,5,10,3,45,31,70,20,186
SSC10564,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,3,16,3,30
SSC10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10566,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,18,3,30
SSC10567,0,3,0,0,0,3,0,0,3,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,9,13,49,6,80
SSC10568,0,3,3,4,0,16,0,0,8,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,4,3,4,0,37,13,36,3,102
SSC10569,20,114,20,18,6,239,40,15,117,67,62,14,316,3,0,11,7,4,0,28,4,0,27,22,56,4,115,5,0,31,21,39,28,126,288,79,909,549,719,151,2700
SSC10570,3,15,3,3,0,36,0,0,10,13,12,0,41,0,0,0,0,3,0,3,0,0,0,0,5,0,13,0,0,0,0,8,0,7,13,6,52,53,128,16,276
SSC10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10572,0,0,0,0,0,3,3,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,14
SSC10573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,7
SSC10574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10575,7,25,9,7,3,63,3,3,20,20,17,3,64,0,0,3,0,0,0,5,0,0,4,3,53,6,58,0,0,3,4,28,10,42,15,16,125,92,383,52,687
SSC10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,21
SSC10577,0,0,0,0,0,3,0,0,3,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,23,0,39
SSC10578,11,39,7,3,0,75,11,9,61,15,26,6,123,0,0,3,3,3,0,11,0,0,3,0,11,0,21,0,3,3,3,4,0,15,53,23,217,83,183,17,576
SSC10579,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,29
SSC10580,0,11,5,3,0,18,0,0,0,3,15,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,6,0,6,4,0,32,20,101,3,157
SSC10581,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SSC10582,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10583,0,6,3,5,0,20,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,3,0,6,3,0,21,20,57,3,112
SSC10584,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,20,3,48
SSC10585,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,15
SSC10586,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,12
SSC10587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10588,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,14
SSC10589,6,7,0,4,0,16,0,3,3,5,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,37,15,66,5,136
SSC10590,0,3,0,3,0,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,5,3,19,16,76,11,136
SSC10591,0,8,0,0,0,12,0,0,4,0,6,0,15,0,0,4,0,0,0,8,0,0,0,0,4,0,4,0,0,3,0,3,0,6,16,0,35,15,31,3,100
SSC10592,42,225,66,106,10,493,71,61,264,207,355,40,998,0,0,4,5,25,0,38,0,3,7,18,161,7,199,3,6,6,11,64,25,112,162,155,727,594,2282,239,4164
SSC10593,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,4,21,0,38
SSC10594,27,107,12,13,6,266,94,20,180,33,26,9,359,14,3,42,15,19,0,95,13,0,22,17,29,6,77,12,3,54,6,12,9,106,610,129,1420,355,388,84,2993
SSC10595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC10596,0,3,0,0,0,6,0,0,6,5,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,10,33,3,62
SSC10597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10
SSC10598,0,0,4,0,0,6,3,0,3,4,0,0,15,0,0,0,0,3,0,8,0,0,0,3,0,0,3,0,0,0,0,0,0,3,16,3,28,15,34,3,98
SSC10599,3,15,3,0,0,35,3,0,10,6,7,0,23,0,0,0,0,3,0,6,0,0,0,5,13,0,13,0,0,3,4,9,3,12,32,12,71,51,103,10,272
SSC10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10601,3,48,17,10,0,103,21,9,72,40,42,11,182,3,3,3,3,4,0,23,0,0,13,10,45,3,71,3,0,22,14,20,10,68,138,43,494,246,400,51,1369
SSC10602,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9
SSC10603,0,5,3,0,0,7,0,0,4,0,3,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,4,18,0,39
SSC10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8
SSC10605,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,12,0,26
SSC10606,0,0,0,0,0,9,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,19,9,13,0,54
SSC10607,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,7,18,3,37
SSC10608,9,46,9,7,3,75,8,12,32,18,25,0,92,3,0,0,4,3,0,10,0,0,0,0,8,0,13,0,0,3,0,4,0,11,30,26,128,81,189,17,461
SSC10609,0,3,3,0,0,19,0,0,8,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,3,0,6,17,8,33,17,49,4,123
SSC10610,0,0,0,0,0,3,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,5,21,3,33
SSC10611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SSC10612,0,0,0,3,0,6,0,0,4,5,9,0,24,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,4,0,13,23,78,4,121
SSC10613,0,3,3,6,0,10,0,0,6,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,4,0,20,6,34,3,66
SSC10614,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,15
SSC10615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC10616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10617,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,17
SSC10618,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,0,17
SSC10619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12
SSC10620,0,3,0,0,0,3,0,0,9,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,0,8,4,7,21,13,29,6,83
SSC10621,9,27,6,9,0,56,9,3,31,23,27,4,96,0,0,4,5,3,0,21,0,0,3,4,9,0,21,0,0,0,6,4,5,19,32,18,135,83,198,32,496
SSC10622,0,3,0,0,0,3,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,3,18,4,39
SSC10623,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,8
SSC10624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10625,0,9,7,4,0,16,3,0,15,3,6,0,33,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,3,5,9,40,32,76,13,170
SSC10626,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,15,0,21
SSC10627,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC10628,0,4,0,3,0,11,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,6,4,8,5,32,5,64
SSC10629,0,0,0,3,0,3,0,0,5,4,8,0,27,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,3,15,15,55,7,99
SSC10630,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,9,17,4,46
SSC10631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC10632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10633,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,13
SSC10634,0,3,0,3,0,10,0,0,0,0,3,0,9,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,14,10,24,3,54
SSC10635,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,7,24
SSC10636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC10637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,16
SSC10638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
