SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC10147,4,3,3,0,0,11,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,8,36,3,75
SSC10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10150,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,6,0,18
SSC10151,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,4,27
SSC10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,14
SSC10153,36,115,26,20,9,280,61,36,176,53,33,15,372,10,4,32,8,9,0,61,8,3,34,11,37,0,97,16,5,58,12,20,15,127,487,175,1450,504,562,106,3282
SSC10154,14,50,15,3,3,117,31,3,73,18,6,7,129,6,0,6,0,0,0,18,3,3,5,3,12,3,33,8,3,33,8,6,0,59,259,70,614,145,117,37,1244
SSC10155,30,104,32,27,11,277,43,13,115,57,62,13,305,0,0,4,7,3,0,15,3,0,16,14,53,0,80,8,0,13,12,27,6,61,182,88,525,314,624,74,1802
SSC10156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SSC10157,0,0,0,0,0,4,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,0,29
SSC10158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC10159,0,4,0,0,0,7,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,9,11,0,34
SSC10160,3,0,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,3,20,3,34
SSC10161,0,0,0,0,0,10,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,4,5,28,11,49
SSC10162,14,98,28,34,3,206,21,13,99,88,167,23,408,0,0,0,6,10,0,20,3,0,14,10,59,4,85,0,0,4,11,30,17,64,96,39,360,304,928,111,1832
SSC10163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10164,39,169,45,19,7,441,154,18,208,74,33,11,489,17,11,60,15,18,0,114,12,0,40,15,35,10,108,30,4,66,22,24,11,159,1079,280,2158,588,490,110,4702
SSC10165,8,41,4,3,0,90,26,5,43,13,4,3,86,6,0,12,3,3,0,24,3,0,5,3,3,0,21,8,0,13,0,3,3,25,192,38,391,98,79,15,822
SSC10166,0,17,7,8,0,28,3,0,15,15,25,3,63,0,0,0,0,0,0,0,0,0,0,3,8,0,14,0,0,0,0,3,0,3,8,3,53,50,126,7,257
SSC10167,3,10,5,3,0,25,0,0,3,3,5,0,15,0,0,0,0,0,0,3,0,0,0,0,5,0,10,0,0,0,0,7,0,16,6,9,23,17,96,11,160
SSC10168,3,18,3,3,0,31,3,0,13,11,16,3,48,0,0,0,0,3,0,3,0,0,0,0,11,0,15,0,0,0,0,0,7,12,9,9,44,43,133,19,259
SSC10169,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SSC10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10171,0,0,0,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,23,0,42
SSC10172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3
SSC10173,9,8,3,0,0,29,4,6,19,9,15,0,53,0,0,0,0,0,0,0,0,0,0,3,13,0,18,0,0,0,0,3,0,3,15,14,57,41,90,10,229
SSC10174,15,40,10,5,0,83,20,8,57,26,18,6,139,0,0,4,7,3,0,17,0,0,7,3,18,3,33,3,0,14,3,5,7,33,59,29,270,130,187,40,713
SSC10175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,18
SSC10176,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,4,4,14,5,37
SSC10177,21,135,42,38,8,286,35,10,98,46,50,8,240,0,0,11,3,14,3,33,3,3,11,17,71,3,106,8,0,12,8,46,5,78,165,77,601,378,770,87,2079
SSC10178,5,30,6,4,0,62,14,7,56,34,31,8,148,3,0,8,0,7,0,17,0,0,7,7,26,0,39,11,0,8,9,19,7,47,123,29,378,188,291,46,1052
SSC10179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
SSC10180,29,216,66,61,7,511,114,28,423,238,235,44,1085,3,0,26,12,23,3,65,18,3,62,79,137,21,323,29,7,117,80,134,91,463,868,152,2485,1360,1761,374,6999
SSC10181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9
SSC10183,0,3,0,3,0,3,0,0,7,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,13,11,19,0,51
SSC10184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC10185,42,210,49,90,11,437,52,30,195,190,312,27,814,0,0,9,11,32,3,53,0,0,20,28,130,7,182,3,0,23,19,93,18,152,136,109,760,716,1954,183,3855
SSC10186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10187,5,35,0,7,0,61,36,6,68,8,3,3,119,0,0,3,0,3,0,11,0,0,6,3,5,0,13,0,0,11,0,0,0,17,78,22,235,60,87,12,496
SSC10188,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,9,0,23
SSC10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8
SSC10190,4,10,3,0,0,17,4,0,11,6,14,0,31,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,4,3,11,3,4,26,16,81,9,141
SSC10191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,14,3,31,6,6,3,62
SSC10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10193,24,103,31,20,0,219,18,8,76,47,59,7,210,0,0,0,5,4,3,13,4,0,6,13,58,0,87,3,0,17,15,23,5,58,116,48,462,334,642,67,1671
SSC10194,4,20,3,5,0,44,13,0,58,18,17,0,98,0,0,0,0,5,0,10,0,0,0,0,10,0,20,7,0,9,5,11,6,34,100,13,221,81,155,18,588
SSC10195,4,33,12,14,3,108,11,12,40,19,11,3,96,3,0,0,0,5,0,8,0,0,10,11,21,0,37,3,0,10,6,8,3,24,96,35,271,177,204,36,817
SSC10196,14,40,11,11,3,84,13,6,40,19,10,0,96,0,0,4,0,3,0,8,4,0,6,3,26,0,38,3,0,5,5,13,6,26,74,34,246,137,184,27,698
SSC10197,0,9,0,3,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,11,0,4,22,16,64,16,113
SSC10198,6,55,19,21,7,124,9,9,31,46,60,4,161,3,0,3,0,3,0,11,0,0,5,3,67,0,79,0,0,3,6,40,3,53,40,30,163,224,733,46,1238
SSC10199,3,28,5,5,0,40,0,6,16,21,18,5,62,0,0,0,0,0,0,6,0,0,0,0,11,0,14,0,0,0,3,9,4,14,10,12,62,62,153,22,323
SSC10200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10201,0,3,4,0,0,6,3,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,4,12,3,44
SSC10202,0,3,0,0,0,3,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,18,15,36,7,76
SSC10203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10204,0,7,5,13,0,33,0,5,14,22,39,4,92,0,0,0,0,0,0,0,0,0,0,0,31,0,35,0,0,0,0,15,0,23,3,6,43,74,353,21,498
SSC10205,9,27,5,10,0,48,0,0,15,17,25,6,66,0,0,0,0,3,0,6,0,0,0,3,20,0,23,0,0,3,4,8,3,12,10,9,79,81,230,30,439
SSC10206,3,16,4,8,0,32,0,0,16,12,24,3,59,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,3,0,3,11,0,8,48,34,134,15,242
SSC10207,16,53,12,29,0,122,15,12,50,74,121,14,278,0,0,3,5,6,5,13,0,3,4,7,63,7,79,0,0,0,6,19,17,42,39,42,184,243,796,82,1390
SSC10208,4,11,0,3,0,24,3,0,13,8,4,4,37,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,3,7,0,12,14,9,48,44,95,16,224
SSC10209,0,3,0,0,0,5,0,0,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,3,24
SSC10210,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,12,3,17,0,34
SSC10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10213,0,3,0,0,0,9,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,9,14,3,54
SSC10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10215,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10
SSC10216,0,9,4,3,0,16,0,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,5,26,11,41,15,94
SSC10217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10218,0,4,3,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,4,8,25,0,37
SSC10219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10220,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,11,13,4,36
SSC10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4
SSC10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10
SSC10223,0,19,7,6,0,34,0,3,19,19,35,3,75,0,0,0,0,0,0,5,0,0,0,0,10,0,13,0,0,0,0,13,0,11,10,7,51,69,216,14,364
SSC10224,14,99,32,23,6,211,17,10,91,59,76,10,268,3,0,3,3,8,3,24,0,0,7,13,75,3,101,3,0,19,17,40,28,112,132,36,530,371,735,118,1920
SSC10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10226,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,18
SSC10227,25,233,53,61,11,426,34,18,181,115,197,17,562,3,0,7,11,17,0,47,3,0,11,32,124,0,169,4,0,12,15,59,12,102,146,72,750,567,1606,143,3282
SSC10228,9,6,3,8,0,23,0,0,23,15,43,3,74,0,0,0,0,4,0,3,0,0,0,0,8,0,12,0,0,3,3,5,5,11,13,11,66,55,203,17,362
SSC10229,0,3,0,3,0,12,4,3,12,6,16,0,43,0,0,0,0,0,0,0,0,0,3,3,11,0,16,0,0,0,0,9,0,13,7,7,36,29,128,26,227
SSC10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,4,0,17
SSC10231,25,163,44,40,8,354,37,18,135,83,91,10,369,8,0,4,9,4,3,25,5,0,13,7,56,3,90,8,3,6,3,26,8,55,187,88,667,307,762,69,2084
SSC10232,3,15,10,11,0,36,0,0,10,19,23,3,46,0,0,0,0,0,0,3,0,0,0,0,13,0,13,0,0,6,0,3,6,19,5,9,64,62,163,21,334
SSC10233,125,703,166,152,29,1531,318,100,767,348,309,60,1908,13,0,47,23,36,0,123,59,18,115,94,229,20,533,89,9,154,98,128,56,536,2399,496,5072,2307,3199,474,13932
SSC10234,0,8,3,3,0,12,0,0,7,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,4,3,3,20,15,47,0,88
SSC10235,3,12,7,4,0,27,0,0,9,6,7,0,25,0,0,0,0,3,0,0,0,0,0,0,6,0,8,0,0,0,0,4,0,12,15,11,45,29,86,3,191
SSC10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10237,3,46,8,12,3,96,30,3,47,30,13,10,130,0,0,16,8,6,0,24,4,0,11,7,25,0,50,4,0,21,12,15,3,52,114,21,376,192,268,45,1023
SSC10238,15,111,41,28,5,263,34,15,107,64,55,20,310,4,3,17,7,19,3,46,4,0,21,20,83,6,130,13,3,33,21,39,27,135,271,94,931,510,798,144,2752
SSC10239,0,15,3,0,0,39,3,0,27,6,10,0,43,0,3,3,0,0,0,12,4,3,5,6,0,4,22,0,0,5,3,3,0,16,73,27,234,78,78,14,508
SSC10240,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,4,13
SSC10241,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,5,20
SSC10242,0,6,0,0,0,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,10,13,3,44
SSC10243,21,165,46,29,10,343,69,18,195,81,63,6,431,3,0,10,8,10,0,33,3,0,19,21,65,0,108,14,0,54,35,43,19,155,443,112,1302,641,805,121,3428
SSC10244,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,8,10,4,34
SSC10245,0,7,0,5,0,10,0,4,6,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,19,12,33,0,73
SSC10246,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,12
SSC10247,0,3,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,20,3,37
SSC10248,0,9,0,7,0,18,0,0,8,4,12,0,29,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,3,0,5,0,6,32,26,85,11,153
SSC10249,36,191,41,23,10,457,142,29,285,59,38,23,583,5,0,15,11,3,0,34,17,6,20,16,28,0,82,29,6,53,17,18,11,135,859,165,1608,437,436,105,3619
SSC10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10251,0,7,4,0,0,15,0,0,3,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,4,0,3,3,0,19,17,75,5,122
SSC10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10253,20,40,8,14,0,91,20,9,75,45,104,18,272,0,0,0,3,6,0,12,0,0,5,5,31,0,42,0,0,0,3,7,10,18,38,35,208,154,593,63,1091
SSC10254,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,9,15,4,44
SSC10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC10256,0,0,0,0,0,4,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,4,34
SSC10257,16,89,18,19,3,183,27,9,106,63,56,10,269,0,0,0,3,5,0,17,0,0,15,20,59,3,104,8,0,24,18,25,18,100,163,49,604,372,528,92,1804
SSC10258,0,3,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,17,6,37,5,64
SSC10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC10260,0,4,0,0,0,8,0,0,3,4,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,12,10,20,0,50
SSC10261,0,5,3,0,0,15,0,3,6,7,10,0,33,0,0,0,0,0,0,0,0,0,0,0,17,0,16,0,0,0,0,12,0,12,14,5,32,38,105,11,205
SSC10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4
SSC10263,20,146,38,15,5,282,120,12,243,57,42,19,499,8,0,6,4,3,0,25,16,0,24,20,57,4,117,18,5,46,24,27,12,126,561,107,1328,507,550,116,3174
SSC10264,9,57,21,28,3,128,14,9,51,52,66,3,190,3,0,0,4,0,0,9,0,0,6,5,42,4,59,0,0,3,3,18,6,29,57,25,201,184,439,33,943
SSC10265,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,10,5,22
SSC10266,0,3,0,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,16,15,28,4,66
SSC10267,0,9,0,0,0,8,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,6,9,0,38
SSC10268,0,5,5,14,0,24,3,5,17,20,41,3,91,0,0,0,0,3,0,4,0,0,0,3,28,0,39,0,0,0,3,9,3,13,7,5,52,75,330,18,491
SSC10269,0,17,3,6,0,28,3,0,8,7,16,0,28,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,10,0,11,3,0,39,40,140,6,223
SSC10270,3,0,3,3,0,7,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,14,3,48
SSC10271,29,160,29,18,3,338,166,29,301,63,22,31,614,11,0,59,18,13,0,112,9,3,30,21,43,6,113,31,3,97,32,21,30,214,889,162,2311,486,437,159,4438
SSC10272,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,24
SSC10273,23,79,27,7,3,164,24,8,97,55,53,8,254,0,0,16,3,3,0,25,7,0,3,7,23,0,38,0,3,6,7,16,4,31,80,53,336,182,342,50,1045
SSC10274,0,0,0,0,0,3,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,7,12,21,4,58
SSC10275,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16
SSC10276,12,88,34,25,8,190,34,13,119,89,106,17,393,0,0,4,3,9,0,17,3,0,3,7,62,0,80,0,0,11,5,25,8,52,95,49,413,316,907,93,1872
SSC10277,9,91,30,35,8,190,17,14,108,74,149,13,376,0,0,5,4,9,3,19,0,0,4,14,69,0,91,4,0,5,3,43,0,56,68,49,374,286,1009,59,1843
SSC10278,3,7,5,11,0,28,0,3,15,10,15,8,47,0,0,0,0,0,0,0,0,0,0,0,16,0,18,0,0,0,0,3,3,7,4,8,44,30,146,19,252
SSC10279,12,116,43,40,4,272,43,8,174,102,127,21,485,5,0,23,6,11,3,52,11,3,22,32,67,3,138,11,0,32,38,60,40,181,358,74,1038,655,970,208,3301
SSC10280,0,0,0,3,0,6,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,6,0,3,5,5,45,5,66
SSC10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6
SSC10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10283,25,159,72,28,8,352,51,19,119,72,46,18,327,3,0,9,3,6,3,27,4,0,19,24,90,3,142,13,0,34,26,36,11,123,306,111,984,586,756,101,2841
SSC10284,0,9,4,4,0,11,0,0,9,9,10,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,6,8,5,3,36,27,63,8,141
SSC10285,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,22,0,31
SSC10286,0,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,19,0,41
SSC10287,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,3,0,10,0,23
SSC10288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,11,0,20
SSC10289,3,4,0,0,0,13,0,0,7,4,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,13,4,24,20,67,6,132
SSC10290,0,0,0,0,0,4,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,6,16,0,33
SSC10291,0,0,0,0,0,5,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,20,4,35
SSC10292,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,3,27
SSC10293,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,8,3,36
SSC10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10296,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,10,0,20
SSC10297,12,53,14,23,0,111,18,17,42,33,40,8,168,0,0,3,0,7,0,11,0,0,3,7,23,0,41,0,0,4,3,15,3,28,49,36,214,191,409,26,930
SSC10298,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,21,3,44
