SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC10048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,16,10,22
SSC10049,80,82,166,30,31,54,0,0,0,0,0,0,3,4,3,1048,787,1831,96,98,192,38,0,36,15,0,15,4,0,4,12,5,13,13,21,33,1333,1028,2356,38,37,75,0,0,0,0,0,0,35,34,63,8,4,15,0,0,0,83,77,155,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,3,6,15,10,6,13,93,88,185,16,14,28,0,0,0,0,0,0,16,17,27,20,37,57,91,160,256,20,19,34,1572,1346,2925
SSC10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,8,15
SSC10051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,13,7,21
SSC10053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,8,11
SSC10054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,4,0,0,0,19,18,35
SSC10055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,3,0,0,0,17,15,30
SSC10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,21,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,38,23,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,3,6,7,0,0,4,47,34,75
SSC10057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,10,22
SSC10058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,11,6,23
SSC10059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,35,69,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,37,45,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,4,15,0,0,0,50,55,103
SSC10060,0,0,0,12,13,22,0,0,0,0,0,0,0,0,0,565,516,1089,43,35,81,16,0,16,7,0,7,4,0,4,10,3,14,21,27,51,685,603,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,11,4,14,0,0,0,0,0,0,0,0,0,0,0,0,18,44,61,60,94,161,5,4,8,775,753,1525
SSC10061,64,71,137,403,541,951,0,0,0,86,85,169,23,21,35,1029,997,2024,58,96,150,18,0,18,63,20,85,144,55,199,17,17,39,161,222,380,2072,2115,4186,93,87,188,0,0,0,17,9,26,16,11,26,0,4,4,6,0,11,131,117,255,0,0,0,18,10,20,3,5,12,0,6,6,9,11,16,28,34,58,16,16,38,180,170,351,16,14,29,7,3,5,5,0,6,26,15,44,137,186,320,140,273,412,25,18,47,2575,2791,5363
SSC10062,0,3,3,4,4,3,0,0,0,0,0,0,0,0,0,290,226,522,16,16,28,30,0,30,3,0,3,0,0,0,4,0,4,5,11,19,351,254,605,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,7,6,9,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,4,4,6,0,0,0,7,6,16,3,0,3,0,0,0,0,0,0,3,0,3,25,52,79,23,34,61,4,3,7,418,360,779
SSC10063,12,17,26,0,3,6,0,0,0,0,0,0,0,0,0,515,450,969,29,19,41,26,0,30,10,0,10,0,3,4,0,0,0,15,13,22,611,497,1110,0,0,5,0,0,0,0,0,0,20,20,36,3,3,6,0,0,0,25,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,27,21,52,4,0,4,0,0,0,0,0,0,4,5,3,16,30,42,49,80,131,6,7,14,716,639,1355
SSC10064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13
SSC10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,12,11,23
SSC10066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,4,7
SSC10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,36,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,3,0,0,0,29,25,49
SSC10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,5,4,14
SSC10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,51,100,4,6,15,3,0,0,0,0,0,3,0,3,0,0,0,0,0,7,62,64,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,25,6,6,19,0,3,3,78,90,172
SSC10070,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,15,31,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,27,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,3,3,3,6,36,31,60
SSC10071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC10072,4,9,14,3,0,3,0,0,0,0,0,0,0,0,0,245,194,439,14,13,34,9,0,12,5,0,4,0,0,0,0,4,6,5,15,18,291,232,528,3,0,3,0,0,0,0,0,0,12,14,25,0,0,0,0,0,0,11,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,16,16,34,0,0,0,0,0,0,0,0,0,0,0,0,38,66,101,27,29,53,3,0,5,377,352,728
SSC10073,5,9,7,3,0,3,0,0,0,0,0,0,0,0,0,235,197,436,14,14,30,7,0,7,0,0,0,0,0,0,3,4,5,3,0,3,275,221,492,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,16,25,42,23,44,62,4,0,4,318,294,613
SSC10074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,22
SSC10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,53,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,31,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16,3,5,6,0,0,0,46,49,94
SSC10076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,27,74,6,6,12,3,0,3,0,0,0,0,0,0,0,0,0,9,11,19,62,45,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,31,9,10,21,5,0,4,91,73,163
SSC10077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SSC10078,3,0,3,3,4,4,0,0,0,0,0,0,0,0,0,196,151,348,10,14,29,10,0,10,3,0,3,0,0,0,0,0,0,8,6,14,239,179,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,0,4,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,13,16,20,36,57,0,0,0,261,233,495
SSC10079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,40,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,15,5,8,14,0,0,0,52,33,79
SSC10080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9
SSC10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,81,7,0,7,4,0,4,3,0,3,0,0,0,4,0,4,15,13,31,73,54,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,33,13,13,24,0,0,0,107,80,187
SSC10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,15,14,27
SSC10083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,6
SSC10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,22,15,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,0,3,5,0,0,0,38,27,67
SSC10085,3,3,3,23,23,47,0,0,0,0,3,3,18,18,35,3233,3115,6351,303,373,683,85,6,94,64,8,67,85,23,109,40,18,59,270,267,535,4127,3854,7985,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,3,0,3,0,3,7,4,0,4,7,3,10,48,24,70,59,28,83,3,3,3,0,0,3,0,0,3,3,5,10,188,250,435,384,648,1027,41,55,97,4801,4838,9636
SSC10086,670,748,1424,25,48,75,0,0,0,3,0,0,14,3,15,1336,824,2164,91,131,221,53,0,51,24,3,24,32,3,36,18,19,37,43,66,107,2318,1842,4162,75,81,155,0,0,0,3,0,4,34,19,49,11,17,32,8,7,18,128,128,259,0,0,0,0,0,0,6,3,10,0,4,4,0,0,0,8,6,15,18,8,23,152,144,294,15,17,32,0,0,0,0,0,0,21,17,31,55,89,148,143,176,318,43,19,59,2725,2284,5011
SSC10087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,19
SSC10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,50,0,9,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,32,32,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,11,0,0,0,39,46,91
SSC10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,81,158,13,3,18,0,0,0,3,0,3,0,0,0,5,0,4,3,0,3,104,84,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,20,8,19,21,3,3,4,118,119,234
SSC10090,1063,988,2047,55,81,133,0,0,0,3,0,4,4,8,8,876,608,1481,38,88,131,3,0,3,20,9,27,32,3,37,17,15,28,126,155,278,2228,1953,4187,47,63,112,0,0,0,0,0,3,28,11,36,3,11,16,12,5,24,96,92,187,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,3,3,6,14,6,20,108,104,217,16,10,24,0,0,0,0,0,0,16,10,24,109,113,223,117,258,379,23,10,28,2605,2456,5058
SSC10091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,12,11,22
SSC10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,12,20
SSC10093,99,97,195,19,35,63,0,0,0,0,4,3,0,0,0,497,381,876,29,34,64,12,0,12,17,3,16,17,0,19,5,0,6,11,25,33,713,585,1293,24,36,55,0,0,0,0,0,0,8,18,31,5,14,16,7,3,10,49,72,114,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,4,5,7,56,76,129,3,3,9,0,0,0,0,0,0,3,3,9,30,39,69,56,77,137,5,5,9,862,788,1646
SSC10094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,77,0,0,3,7,0,7,0,0,0,0,0,0,0,0,0,0,4,3,51,39,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,18,3,4,9,0,0,0,57,57,117
SSC10095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,53,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,7,0,0,3,42,36,71
SSC10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
SSC10097,10,24,37,10,13,20,0,0,0,0,0,0,0,0,0,370,209,575,29,44,68,15,0,12,0,0,0,3,0,3,3,0,7,3,3,9,445,289,736,23,13,45,0,0,0,0,0,0,8,4,10,0,4,4,0,0,0,33,27,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,37,30,66,0,0,5,0,0,0,0,0,0,3,0,7,6,10,15,20,27,51,14,3,23,527,364,893
SSC10098,2137,1982,4119,164,285,447,0,0,0,17,14,35,16,11,27,2444,1534,3975,105,227,338,43,0,41,87,5,94,82,22,100,37,25,59,232,306,543,5365,4415,9780,344,352,691,12,5,16,10,5,17,56,31,90,19,30,49,34,12,45,474,434,906,0,0,0,0,3,11,11,6,14,3,8,11,4,0,7,22,29,42,29,28,56,519,494,1014,37,40,77,0,0,0,0,0,0,39,39,74,151,164,315,404,552,949,55,35,93,6523,5703,12225
SSC10099,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,55,50,103,9,4,8,0,0,0,0,0,0,0,0,0,3,0,6,11,14,22,74,74,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,10,31,10,12,22,3,0,3,111,94,205
SSC10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,46,116,0,7,6,10,0,10,0,0,0,0,0,0,0,0,0,5,0,5,84,52,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,4,17,14,3,4,4,98,77,176
SSC10101,0,0,0,0,10,11,0,0,0,0,0,0,3,0,3,527,427,951,61,51,108,8,0,8,7,0,11,5,0,6,0,0,3,9,19,35,628,508,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,13,20,33,76,110,13,8,28,682,616,1295
SSC10102,0,4,8,10,5,16,0,0,0,0,0,0,0,0,3,948,756,1700,54,55,107,8,0,8,5,0,5,0,0,3,7,3,7,12,22,37,1050,843,1885,0,0,5,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,18,17,5,28,4,0,5,0,0,0,0,0,0,4,0,3,23,50,76,104,169,271,0,6,10,1198,1082,2275
