SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC10798,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,96,72,168,14,6,21,4,0,4,0,0,0,0,0,0,0,0,0,7,3,12,120,90,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,13,18,30,4,0,4,147,112,255
SSC10799,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66,49,112,3,3,8,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,78,56,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,18,36,8,19,29,0,0,5,110,98,208
SSC10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,15,8,20
SSC10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
SSC10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,36,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,22,19,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,9,0,0,0,28,27,54
SSC10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10804,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,122,80,198,7,14,19,0,0,3,0,0,0,0,0,0,0,0,0,10,7,13,139,103,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,14,18,26,0,0,0,156,133,285
SSC10805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,14,25
SSC10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,26,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,27,0,4,4,0,0,0,46,40,84
SSC10807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,13
SSC10808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,4,45,43,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,5,12,13,0,0,0,59,56,119
SSC10809,15,10,23,27,25,46,0,0,0,0,0,0,0,0,3,1017,904,1920,67,73,140,14,0,19,24,3,25,10,0,16,9,4,13,29,17,47,1205,1036,2237,3,3,12,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,6,3,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,6,10,8,21,23,16,36,0,0,3,0,0,0,0,0,0,0,0,3,24,44,65,109,173,280,10,4,18,1366,1280,2642
SSC10810,0,0,4,3,3,10,0,0,0,0,0,0,0,0,0,241,220,462,8,15,23,6,0,6,9,0,9,7,3,9,0,0,0,0,4,9,277,244,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,15,25,33,43,78,3,0,0,324,314,640
SSC10811,3,0,7,4,13,14,0,0,0,0,0,0,0,0,0,535,487,1020,48,32,75,9,0,9,5,0,6,7,3,11,0,0,3,11,3,15,626,537,1166,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,8,7,20,0,0,0,0,0,0,0,0,0,0,3,3,10,18,35,48,88,139,7,3,8,708,654,1364
SSC10812,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,107,97,206,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,115,113,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,16,26,42,0,0,0,139,155,289
SSC10813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,85,195,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,117,94,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,26,10,17,30,0,3,3,154,118,268
SSC10814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,42,3,5,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,13,31,25,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,30,3,0,3,0,0,0,54,43,93
SSC10815,409,403,815,18,16,30,0,0,0,0,0,0,3,8,5,1971,1618,3583,92,103,194,54,0,54,21,0,21,18,4,23,31,9,40,105,155,254,2721,2315,5038,10,22,37,0,0,0,0,3,8,24,24,50,9,24,29,3,0,3,51,73,124,0,0,0,0,0,0,3,4,8,0,0,0,0,0,3,5,4,8,24,14,42,79,96,169,12,6,14,0,0,0,3,0,3,11,3,16,68,99,162,177,361,543,40,32,66,3091,2905,5996
SSC10816,288,239,525,9,11,25,0,0,0,0,0,0,0,0,0,2097,1752,3851,90,128,218,61,0,61,23,0,25,15,4,20,18,7,27,27,38,69,2626,2186,4814,11,16,33,0,0,0,0,3,4,56,44,99,10,11,24,6,4,10,87,75,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,9,23,104,85,187,9,5,13,0,0,0,0,0,0,8,5,14,129,246,376,230,380,607,23,17,41,3123,2923,6047
SSC10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,11,17
SSC10818,381,319,705,359,325,686,0,0,0,0,0,0,7,4,15,3650,2693,6343,129,298,426,61,0,66,48,0,56,25,3,21,27,20,41,89,98,186,4781,3764,8547,232,201,434,0,0,0,0,0,0,157,92,246,29,61,93,6,0,12,426,355,785,0,0,0,0,0,0,52,35,89,9,20,30,5,0,3,66,59,121,23,27,51,518,438,960,78,60,142,3,0,3,3,0,3,84,61,144,182,295,476,324,521,841,55,30,89,5947,5103,11051
SSC10819,689,714,1407,18,26,41,0,0,7,0,0,3,7,3,8,1468,927,2391,69,128,197,22,0,22,19,4,21,13,8,21,16,10,26,48,121,170,2368,1934,4305,73,104,177,0,5,5,3,0,3,33,29,56,8,25,35,8,0,8,130,158,288,0,0,0,0,0,0,3,3,5,0,3,4,0,0,0,3,7,13,12,4,16,145,177,317,16,12,26,0,0,0,0,0,0,16,12,26,73,73,151,153,220,373,25,18,47,2780,2443,5219
SSC10820,28,36,57,0,4,8,0,0,0,0,0,0,0,0,0,420,284,707,17,15,34,7,0,7,0,0,0,0,0,0,3,4,7,3,6,13,476,351,834,7,5,12,0,0,0,0,0,0,24,11,36,0,13,10,0,0,0,30,25,59,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,3,3,0,3,3,34,30,63,4,3,6,0,0,0,0,0,0,4,3,6,4,16,19,16,46,65,7,6,10,543,456,1000
SSC10821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,8
SSC10822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,44,0,3,4,3,0,3,0,0,0,0,0,0,0,0,0,5,6,13,31,27,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,3,0,5,0,0,0,47,35,79
SSC10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,29,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,4,11,27,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,21,0,3,3,0,0,5,40,28,71
SSC10824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10826,83,83,169,12,5,18,0,0,0,0,0,0,0,0,0,446,269,716,26,35,64,15,0,15,3,0,3,3,0,3,5,0,5,7,10,18,595,414,1009,12,13,27,0,0,0,0,0,0,11,5,18,0,3,5,0,0,3,25,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,31,33,63,4,5,14,0,0,0,0,0,0,4,5,14,11,12,24,31,33,60,13,7,23,686,498,1183
SSC10827,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,22,66,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,53,26,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,4,16,8,10,16,0,0,0,74,38,119
SSC10828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,41,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,11,9,0,0,0,31,32,68
SSC10829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,7,11
SSC10830,3,0,3,13,7,26,0,0,0,0,0,0,0,0,3,344,329,673,17,27,45,3,0,3,12,0,9,26,8,38,4,3,8,24,23,49,448,411,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,5,12,19,0,0,0,0,0,0,0,0,0,0,0,0,4,22,24,35,65,104,9,0,5,504,505,1011
SSC10831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,11
SSC10832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,70,5,3,7,3,0,3,0,0,0,0,0,0,0,0,0,6,0,6,50,33,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,14,27,3,6,12,0,0,0,72,55,130
SSC10833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,10
SSC10834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,31,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,27,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,4,12,0,0,0,30,25,56
SSC10835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC10836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,3,9
SSC10837,16,17,30,3,3,4,0,0,0,0,0,0,0,0,0,208,146,351,7,11,19,4,0,4,3,0,3,0,0,0,0,0,0,3,0,3,239,180,421,7,10,23,0,0,0,0,0,0,11,8,16,0,3,3,0,0,0,18,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,42,4,3,5,0,0,0,0,0,0,4,3,5,12,16,26,11,33,49,0,3,3,288,259,547
SSC10838,5,9,13,15,19,27,0,0,0,0,0,0,0,0,0,241,145,387,28,20,46,4,0,4,3,0,3,0,0,0,0,0,3,4,5,9,298,205,505,16,4,21,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,18,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,21,14,31,0,0,0,0,0,0,0,0,0,4,0,4,6,8,14,19,30,50,5,7,14,351,263,614
SSC10839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,67,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,42,35,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,0,0,47,43,87
SSC10840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,3,14
SSC10841,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,303,255,556,13,33,46,17,0,15,4,0,4,3,0,0,3,0,3,4,3,11,346,300,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,17,27,39,20,28,48,4,3,9,390,354,741
SSC10842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10843,0,0,0,8,6,9,0,0,0,0,0,0,3,7,7,1299,1183,2482,140,115,253,51,3,52,25,0,25,23,0,26,11,3,19,84,79,161,1653,1392,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,14,3,15,16,6,23,0,0,0,0,0,0,0,0,0,0,0,0,35,61,101,142,237,374,25,28,54,1869,1730,3598
SSC10844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,40,68,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,20,6,30,56,47,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23,6,4,10,4,5,5,86,66,154
SSC10845,9,10,17,76,61,140,0,0,0,0,0,0,3,0,3,359,275,634,16,33,49,4,0,4,9,0,6,7,0,7,0,3,3,12,12,18,497,390,889,3,12,15,0,0,0,0,0,0,4,13,14,0,0,5,0,0,0,12,24,35,0,0,0,0,0,0,5,9,13,3,0,0,0,0,0,10,9,14,3,4,5,30,32,56,0,0,4,0,0,0,0,0,0,0,0,4,52,51,98,34,40,81,6,4,6,621,519,1140
SSC10846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,41,34,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,3,3,8,0,0,0,54,43,94
SSC10847,84,62,150,1324,1092,2411,0,0,3,4,0,4,11,5,13,6453,5271,11724,240,446,690,86,0,86,76,4,76,38,5,42,50,31,79,141,176,320,8504,7097,15601,134,104,232,0,0,0,0,0,0,106,58,159,6,13,21,3,0,3,248,167,416,0,0,0,0,0,0,129,86,209,16,57,72,8,5,14,157,145,300,44,41,88,448,353,802,48,42,88,8,13,20,5,3,7,65,55,113,503,675,1176,503,952,1456,57,61,125,10080,9192,19267
SSC10848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,55,0,6,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,39,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,5,10,0,0,0,48,39,81
SSC10849,5,9,12,118,89,208,0,0,0,0,0,0,3,0,4,390,312,703,11,35,52,0,0,0,11,0,11,10,0,11,7,3,8,13,16,22,576,465,1041,14,9,20,0,0,0,0,0,0,7,0,3,0,5,6,0,0,0,15,15,33,0,0,0,0,0,0,13,6,22,0,5,4,0,0,0,12,13,23,7,3,13,35,29,67,0,3,9,0,0,3,0,0,0,4,6,11,64,69,126,38,69,101,10,5,11,723,639,1364
SSC10850,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,201,152,349,11,7,14,43,0,47,0,0,0,0,0,0,0,0,0,7,3,12,265,171,431,0,0,0,0,0,0,0,0,0,6,3,9,0,3,3,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,7,16,3,0,3,0,0,0,0,0,0,3,0,3,19,37,58,15,38,56,6,5,13,321,256,575
SSC10851,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,487,418,906,11,21,36,3,0,3,8,0,9,4,7,14,10,5,16,18,14,35,551,463,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,58,88,144,49,73,120,3,3,10,665,629,1292
SSC10852,237,246,482,38,57,95,0,0,0,3,0,3,9,0,10,2504,1830,4333,133,178,313,74,0,74,19,0,22,8,0,12,26,8,34,31,34,73,3091,2353,5448,53,59,111,0,0,0,0,3,3,84,63,153,9,31,43,0,0,0,151,156,314,0,0,0,0,0,0,4,0,3,0,11,11,0,0,0,3,13,17,19,11,33,181,184,366,22,33,55,0,0,0,0,0,0,20,33,55,60,113,171,177,283,465,48,47,95,3577,3017,6595
