SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC10889,..,203,203,257,29,283,129,3,136,125,0,130,65,3,69,45,0,45,624,235,861
SSC10890,..,7,7,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15
SSC10891,..,3,3,10,0,10,0,0,0,8,0,8,3,0,3,0,0,0,25,3,28
SSC10892,..,1957,1957,2435,347,2786,1714,162,1871,1464,68,1535,474,36,510,208,21,230,6299,2593,8891
SSC10893,..,68,68,142,7,149,85,0,90,117,0,117,54,0,54,17,0,20,410,79,487
SSC10894,..,10,10,29,0,33,6,0,6,8,0,8,7,0,7,0,0,0,48,16,66
SSC10895,..,7,7,12,4,16,3,0,3,5,0,5,0,0,0,0,0,0,25,9,36
SSC10896,..,61,61,202,3,205,102,0,102,195,3,200,65,0,71,43,0,44,611,66,672
SSC10897,..,0,0,14,0,14,8,0,8,0,0,0,0,0,0,0,0,0,18,0,23
SSC10898,..,650,650,1426,27,1448,1192,10,1199,1632,3,1636,613,0,611,253,0,253,5112,685,5797
SSC10899,..,852,852,756,61,818,629,13,648,685,4,691,413,3,410,417,3,420,2895,945,3840
SSC10900,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6
SSC10901,..,228,228,250,17,269,178,0,175,248,0,250,102,0,102,38,0,42,819,248,1065
SSC10902,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10903,..,12,12,31,0,31,15,0,15,11,0,11,8,0,8,3,0,3,63,12,77
SSC10904,..,21,21,34,4,40,13,0,13,9,0,9,3,0,3,3,0,3,67,27,89
SSC10905,..,401,401,244,17,265,51,0,51,32,0,32,25,0,25,13,0,13,368,416,785
SSC10906,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,4
SSC10907,..,1310,1310,915,383,1291,217,188,404,104,106,216,32,42,75,20,39,57,1282,2073,3354
SSC10908,..,412,412,753,38,787,543,9,554,612,3,614,285,0,284,153,0,153,2348,462,2808
SSC10909,..,29,29,153,4,150,98,3,99,126,0,126,35,0,35,21,0,21,427,34,460
SSC10910,..,378,378,424,55,478,191,7,202,110,0,110,36,0,36,8,0,8,771,437,1211
SSC10911,..,127,127,201,17,223,122,0,123,138,3,143,46,0,46,25,0,25,541,148,683
SSC10912,..,64,64,96,4,97,57,0,57,65,0,67,24,0,24,16,0,16,251,75,325
SSC10913,..,3,3,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,3,7
SSC10914,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10915,..,56,56,150,4,159,49,3,52,67,0,67,20,0,20,10,0,10,295,61,358
SSC10916,..,21,21,19,0,19,11,0,11,5,0,5,4,0,4,3,0,3,41,17,64
SSC10917,..,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,9
SSC10918,..,165,165,326,23,349,289,3,287,376,0,375,176,0,176,89,0,89,1245,186,1433
SSC10919,..,14,14,34,0,36,11,0,11,13,0,13,3,0,3,0,0,0,57,17,71
SSC10920,..,105,105,257,14,262,109,0,109,128,0,128,45,0,45,28,0,28,561,118,675
SSC10921,..,4,4,5,0,12,4,0,4,9,0,9,0,0,0,4,0,4,25,13,32
SSC10922,..,25,25,72,9,74,31,0,31,26,0,26,20,0,20,3,0,7,145,35,183
SSC10923,..,53,53,121,3,130,45,0,45,40,0,40,13,0,13,5,0,5,229,57,280
SSC10924,..,94,94,143,15,154,116,0,116,82,0,82,64,0,67,85,0,85,493,111,609
SSC10925,..,6,6,19,0,19,3,0,3,8,0,8,3,0,3,0,0,0,39,6,40
SSC10926,..,4,4,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,9,4,9
SSC10927,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC10928,..,109,109,135,3,145,88,0,89,105,0,105,52,0,52,26,0,26,406,113,521
SSC10929,..,10,10,18,0,18,11,0,11,11,0,11,9,0,9,3,0,3,58,10,68
SSC10930,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4
SSC10931,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,4,6
SSC10932,..,22,22,49,4,54,36,3,42,46,0,49,30,0,30,27,0,27,195,33,228
SSC10933,..,9,9,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,9,5,17
SSC10934,..,27,27,113,0,112,34,0,34,49,0,49,33,0,33,11,0,11,245,30,269
SSC10935,..,59,59,148,5,153,67,0,67,157,0,157,74,0,74,18,0,18,466,60,530
SSC10936,..,10,10,29,0,28,12,0,13,14,0,14,7,0,7,7,0,7,68,14,84
SSC10937,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10938,..,386,386,552,91,648,277,19,294,322,0,323,97,0,95,26,0,26,1278,502,1786
SSC10939,..,52,52,128,8,136,43,0,44,47,0,47,29,0,27,7,0,7,249,63,316
SSC10940,..,11,11,20,5,23,8,0,8,10,0,10,4,0,4,0,0,4,36,17,55
SSC10941,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10942,..,4,4,7,0,7,3,0,3,6,0,6,4,0,4,0,0,0,25,4,25
SSC10943,..,128,128,264,5,276,89,0,89,101,0,101,38,0,38,5,0,5,508,135,645
SSC10944,..,8,8,22,3,30,13,0,15,16,0,16,7,0,7,0,0,0,53,13,66
SSC10945,..,6,6,9,0,9,0,0,0,3,0,3,0,0,0,5,0,5,17,6,23
SSC10946,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC10947,..,4,4,18,0,25,10,0,10,13,0,13,3,0,3,8,0,8,51,3,60
SSC10948,..,3,3,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,9,3,14
SSC10949,..,444,444,463,30,492,162,0,166,181,0,181,89,0,89,43,0,43,943,469,1416
SSC10950,..,6,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,6,16
SSC10951,..,103,103,125,4,129,34,0,32,29,0,29,10,0,10,10,0,10,206,111,319
SSC10952,..,3,3,6,0,6,0,0,3,0,0,0,0,0,0,0,0,0,14,3,15
SSC10953,..,9,9,10,0,10,4,0,4,11,0,11,0,0,0,0,0,0,28,9,34
SSC10954,..,82,82,217,6,223,108,0,108,134,0,134,71,0,71,31,0,31,561,91,649
SSC10955,..,4,4,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,9,4,8
SSC10956,..,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,4,0,4
SSC10957,..,4,4,6,0,6,3,0,3,0,0,0,5,0,5,0,0,0,21,4,24
SSC10958,..,15,15,32,5,41,7,0,7,10,0,10,0,0,0,4,0,4,61,26,81
SSC10959,..,3186,3186,3145,361,3509,1324,58,1384,1035,19,1059,466,9,474,277,3,275,6253,3644,9891
SSC10960,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC10961,..,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10
SSC10962,..,8,8,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,10,8,25
SSC10963,..,0,0,7,0,11,3,0,3,0,0,0,0,0,0,0,0,0,19,3,17
SSC10964,..,139,139,142,7,144,64,0,68,49,0,49,49,0,49,14,0,14,316,149,460
SSC10965,..,29,29,115,7,123,116,0,116,156,0,156,64,0,64,43,0,43,498,36,534
SSC10966,..,57,57,130,4,140,73,0,71,88,0,92,39,0,39,12,0,12,342,69,409
SSC10967,..,3,3,6,0,6,3,0,3,3,0,3,0,0,0,4,0,4,14,3,15
SSC10968,..,7,7,20,0,20,3,3,3,12,0,12,0,0,0,4,0,4,36,7,42
SSC10969,..,71,71,66,10,77,36,4,38,18,0,18,9,0,9,19,0,19,150,79,223
SSC10970,..,660,660,917,80,1002,471,13,490,418,3,419,190,0,190,72,0,72,2078,759,2838
SSC10971,..,146,146,322,13,336,231,3,233,384,4,386,203,0,202,73,0,73,1212,169,1378
SSC10972,..,21,21,27,0,27,18,0,18,29,0,29,9,0,9,4,0,4,83,21,99
SSC10973,..,16,16,14,0,14,3,0,3,3,0,3,4,0,4,0,0,0,32,16,43
SSC10974,..,0,0,3,0,3,3,0,3,3,0,3,0,0,0,3,0,3,13,0,20
SSC10975,..,15,15,30,0,31,8,0,8,7,0,7,3,0,3,0,0,0,56,20,75
SSC10976,..,9,9,25,0,25,14,0,14,9,0,9,3,0,3,4,0,4,60,9,66
SSC10977,..,4,4,14,0,14,0,0,0,3,0,3,0,0,0,0,0,0,14,4,21
SSC10978,..,13,13,20,0,22,8,0,8,3,0,3,0,0,0,0,0,0,36,12,49
SSC10979,..,40,40,72,11,82,32,0,31,26,0,26,18,0,16,10,0,10,157,55,207
SSC10980,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10981,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11
SSC10982,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10983,..,5,5,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,9,5,18
SSC10984,..,25,25,30,0,29,9,0,8,12,0,12,8,0,8,11,0,11,66,26,87
SSC10985,..,90,90,154,14,167,86,0,86,101,0,101,43,0,43,41,0,41,419,106,521
SSC10986,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10987,..,516,516,734,77,816,498,6,507,446,5,455,244,0,244,179,3,180,2114,611,2726
SSC10988,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,4,11
SSC10989,..,5,5,13,0,13,0,0,0,10,0,10,5,0,5,0,0,0,26,5,29
SSC10990,..,3,3,8,0,9,5,0,5,3,0,3,3,0,3,0,0,0,14,5,23
SSC10991,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5
SSC10992,..,44,44,76,5,79,29,0,29,17,0,17,4,0,4,11,0,11,131,50,179
SSC10993,..,11,11,21,0,24,0,0,3,4,0,4,5,0,5,0,0,0,34,11,47
SSC10994,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3
SSC10995,..,12,12,3,3,4,0,0,0,0,0,0,0,0,0,3,0,3,9,9,21
SSC10996,..,168,168,305,19,324,225,0,230,328,0,330,161,0,161,35,0,35,1055,191,1247
SSC10997,..,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,18,0,19
SSC10998,..,17,17,15,3,17,5,0,5,5,0,5,0,0,0,0,0,0,29,20,46
SSC10999,..,826,826,1307,86,1392,852,29,884,1043,10,1055,437,0,432,201,3,204,3837,958,4796
SSC11000,..,324,324,473,30,497,316,15,334,479,11,491,176,0,180,69,4,75,1517,382,1896
SSC11001,..,469,469,676,27,703,550,15,565,662,6,673,413,4,417,399,0,399,2701,524,3221
SSC11002,..,383,383,394,22,409,175,0,181,159,0,159,77,0,77,49,0,49,849,401,1253
SSC11003,..,15,15,40,4,50,10,0,10,16,0,16,8,0,8,3,0,3,82,20,99
SSC11004,..,3,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC11005,..,10,10,57,0,58,13,0,13,16,0,16,9,0,9,6,0,6,96,11,113
SSC11006,..,23,23,43,0,43,20,0,20,19,0,17,16,0,16,0,0,0,96,22,119
SSC11007,..,18,18,35,6,34,10,0,10,9,0,9,0,0,0,0,0,0,53,18,71
SSC11008,..,32,32,21,0,26,8,0,8,17,0,19,0,0,0,0,0,0,58,32,93
SSC11009,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SSC11010,..,248,248,236,35,268,117,9,128,103,7,111,54,0,50,27,0,27,537,299,834
SSC11011,..,7,7,19,0,19,12,0,12,3,0,3,4,0,4,0,0,0,37,7,45
SSC11012,..,46,46,47,3,48,14,0,14,13,0,13,14,0,14,3,0,3,83,48,133
SSC11013,..,128,128,243,15,252,171,0,171,209,0,209,108,0,108,43,0,43,762,148,909
SSC11014,..,260,260,355,21,373,241,6,245,256,4,259,114,0,114,63,0,63,1028,285,1318
SSC11015,..,1644,1644,1785,587,2370,841,229,1072,657,56,711,169,9,181,54,0,54,3509,2523,6033
SSC11016,..,13,13,14,6,23,3,0,3,7,0,7,3,0,3,0,0,0,36,22,58
SSC11017,..,8,8,15,0,15,3,0,3,3,0,3,0,0,0,0,0,0,24,8,30
SSC11018,..,41,41,67,8,74,23,0,23,25,0,25,11,0,11,8,0,8,134,49,186
SSC11019,..,603,603,478,126,604,152,60,217,129,8,140,39,0,45,8,0,8,803,805,1610
SSC11020,..,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,4,17
SSC11021,..,3,3,8,0,8,3,0,3,0,0,0,3,0,3,0,0,0,13,3,20
SSC11022,..,20,20,24,0,22,7,0,7,8,0,8,5,0,5,5,0,5,49,22,73
SSC11023,..,30,30,53,3,57,14,0,17,7,0,7,7,0,7,0,0,0,83,37,117
SSC11024,..,123,123,181,11,190,44,0,44,57,0,57,36,0,36,11,0,11,323,128,449
SSC11025,..,165,165,256,7,262,116,0,119,100,0,100,53,0,53,36,0,36,558,176,736
SSC11026,..,8,8,35,3,35,17,0,17,16,0,16,7,0,7,8,0,8,91,11,100
SSC11027,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11028,..,15,15,18,0,21,4,0,4,3,0,3,3,0,3,0,0,0,31,18,47
SSC11029,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11030,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3
SSC11031,..,3,3,18,0,19,11,0,11,8,0,8,0,0,0,0,0,0,34,4,38
SSC11032,..,36,36,52,6,56,21,0,18,13,0,14,11,0,11,3,0,3,94,44,141
SSC11033,..,3,3,15,0,15,4,0,4,3,0,3,0,0,0,0,0,0,23,3,22
SSC11034,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11035,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11036,..,938,938,925,69,992,334,8,347,251,3,255,114,0,114,50,0,47,1673,1017,2686
SSC11037,..,19,19,25,0,26,8,0,8,4,0,4,0,0,0,0,0,0,30,18,56
SSC11038,..,93,93,110,8,115,25,0,30,10,0,10,5,0,5,0,0,0,159,104,261
SSC11039,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SSC11040,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6
SSC11041,..,48,48,105,0,102,34,0,34,36,0,36,20,0,20,12,0,12,209,50,256
SSC11042,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC11043,..,415,415,458,17,477,134,4,136,124,0,124,61,0,61,33,0,33,808,435,1240
SSC11044,..,305,305,294,29,327,139,0,139,96,0,96,48,0,48,42,0,42,616,337,949
SSC11045,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11046,..,17,17,32,0,32,17,0,12,20,0,20,9,0,9,4,0,4,74,15,90
SSC11047,..,63,63,66,9,73,34,0,34,21,0,21,5,0,5,10,0,10,137,75,209
SSC11048,..,16,16,23,0,23,8,0,8,8,0,8,5,0,5,0,0,0,43,18,66
SSC11049,..,24,24,40,0,43,10,0,10,9,0,9,3,0,3,3,0,3,70,24,99
SSC11050,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SSC11051,..,40,40,53,4,58,17,0,20,16,0,16,11,0,8,4,0,6,101,49,154
SSC11052,..,436,436,628,37,662,284,7,287,287,5,295,118,0,118,69,0,65,1389,486,1868
SSC11053,..,878,878,1044,52,1102,288,5,293,262,0,265,140,0,140,58,0,58,1794,935,2735
SSC11054,..,7,7,10,0,10,3,0,3,10,0,10,3,0,3,0,0,0,24,7,30
SSC11055,..,8,8,17,0,12,3,0,3,12,0,12,0,0,0,0,0,0,26,13,40
SSC11056,..,176,176,281,15,296,165,4,168,198,0,203,75,0,75,29,0,29,746,196,937
SSC11057,..,12,12,5,0,5,3,0,3,7,0,7,3,0,3,0,0,0,26,12,36
SSC11058,..,7,7,12,0,12,3,0,3,0,0,0,3,0,3,0,0,0,15,7,27
SSC11059,..,0,0,3,0,3,3,0,3,0,0,0,5,0,5,0,0,0,8,0,14
SSC11060,..,37,37,57,6,59,12,0,12,15,0,15,3,0,3,0,0,0,87,40,125
SSC11061,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11062,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC11063,..,119,119,142,21,160,48,0,51,60,0,60,28,0,28,22,0,22,295,139,432
SSC11064,..,11,11,15,0,16,6,0,6,3,0,3,3,0,8,3,0,3,35,7,42
SSC11065,..,47,47,95,11,111,50,0,50,45,0,45,12,0,12,13,0,13,217,62,282
SSC11066,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11067,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SSC11068,..,15,15,22,0,26,17,0,17,16,0,16,12,0,12,0,0,0,62,17,76
SSC11069,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11070,..,120,120,413,8,421,223,5,230,409,0,409,148,0,148,77,0,72,1271,134,1401
SSC11071,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,7,0,12
SSC11072,..,9,9,11,0,11,8,0,8,4,0,4,7,0,7,3,0,3,30,9,42
SSC11073,..,109,109,178,15,190,100,3,102,107,0,111,40,0,40,18,0,22,439,134,575
SSC11074,..,0,0,12,0,12,3,0,3,3,0,3,5,0,5,0,0,0,18,0,18
SSC11075,..,416,416,847,38,880,266,4,269,280,0,280,123,0,123,35,0,35,1547,456,2000
SSC11076,..,24,24,48,5,49,22,0,22,12,0,12,8,0,8,5,0,5,95,28,120
SSC11077,..,17,17,7,3,8,4,0,4,3,0,3,3,0,3,0,0,0,15,17,30
SSC11078,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,6,7,11
SSC11079,..,8,8,8,0,8,8,0,8,0,0,0,3,0,3,3,0,3,16,8,24
SSC11080,..,718,718,850,46,896,255,3,256,225,0,229,106,0,106,36,0,36,1462,765,2232
SSC11081,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC11082,..,792,792,784,50,832,350,15,365,398,3,399,141,0,141,48,0,48,1724,854,2584
SSC11083,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC11084,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11085,..,10,10,13,0,11,3,0,3,5,0,5,0,0,0,0,0,0,19,10,29
SSC11086,..,7,7,14,0,14,3,0,3,7,0,7,0,0,0,0,0,0,28,7,35
SSC11087,..,7,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,14
SSC11088,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15
SSC11089,..,7,7,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,13,7,15
SSC11090,..,4,4,16,0,16,3,0,3,0,0,0,6,0,6,0,0,0,26,4,31
SSC11091,..,3,3,3,0,3,0,0,3,4,0,4,0,0,0,0,0,0,13,3,13
SSC11092,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11093,..,18,18,23,0,24,15,0,15,15,0,15,13,0,13,14,0,14,72,18,89
SSC11094,..,83,83,119,8,132,42,0,42,54,0,54,33,0,33,24,0,24,274,88,364
SSC11095,..,3,3,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,14,3,18
SSC11096,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC11097,..,37,37,52,7,55,36,0,36,47,0,47,27,0,27,11,0,11,164,39,205
SSC11098,..,5,5,12,0,12,3,0,3,3,0,3,0,0,0,0,0,0,22,5,27
SSC11099,..,1227,1227,1343,76,1413,518,9,530,418,0,418,193,0,193,105,0,105,2581,1309,3890
SSC11100,..,7,7,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,11,13,19
SSC11101,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC11102,..,30,30,22,4,30,18,0,18,15,0,15,12,0,12,0,0,0,69,33,104
SSC11103,..,14,14,15,0,15,9,0,8,8,0,8,6,0,6,0,0,0,39,14,53
SSC11104,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SSC11105,..,694,694,1351,83,1437,971,9,979,1073,3,1070,449,0,447,304,0,304,4146,786,4934
SSC11106,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11107,..,7,7,22,0,22,11,0,11,4,0,4,3,0,3,0,0,0,37,7,46
SSC11108,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11109,..,0,0,12,0,12,0,0,0,5,0,5,0,0,0,0,0,0,16,0,18
SSC11110,..,5,5,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,5,12
SSC11111,..,7,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13
SSC11112,..,1676,1676,1573,206,1777,653,54,700,547,10,555,129,3,135,33,3,34,2933,1948,4876
SSC11113,..,379,379,378,29,404,106,8,112,119,3,115,25,0,25,10,0,10,634,410,1044
SSC11114,..,186,186,202,18,223,85,7,86,58,0,59,27,0,27,14,0,14,391,215,604
SSC11115,..,821,821,527,54,579,251,14,264,190,0,187,93,0,97,43,0,43,1102,884,1992
SSC11116,..,151,151,177,18,192,111,6,118,103,3,103,61,0,60,63,0,63,519,172,693
SSC11117,..,10,10,10,0,11,3,0,3,0,0,0,0,0,0,0,0,0,15,8,19
SSC11118,..,525,525,608,22,632,404,19,422,582,0,588,255,0,255,91,0,96,1947,572,2516
SSC11119,..,2627,2627,2747,352,3097,970,49,1019,627,6,634,265,0,265,99,0,104,4698,3041,7738
SSC11120,..,3,3,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,14,3,13
SSC11121,..,13,13,20,0,20,7,0,7,6,0,6,3,0,3,8,0,8,40,13,51
SSC11122,..,6,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,6,20
SSC11123,..,343,343,401,15,417,123,0,128,114,0,114,46,0,46,19,0,19,706,362,1071
SSC11124,..,8,8,9,0,13,9,0,9,8,0,8,3,0,3,4,0,4,29,6,31
SSC11125,..,13,13,15,0,15,3,0,3,5,0,5,3,0,3,0,0,0,31,13,40
SSC11126,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC11127,..,23,23,73,5,75,17,0,17,45,0,45,23,0,23,7,0,7,160,27,183
SSC11128,..,29,29,60,0,60,29,0,29,39,0,39,25,0,25,7,0,7,156,29,188
SSC11129,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11130,..,4,4,16,0,16,3,0,3,5,0,5,0,0,0,0,0,0,24,4,27
SSC11131,..,698,698,703,86,785,305,39,340,197,6,204,40,3,42,13,0,13,1250,829,2078
SSC11132,..,9,9,12,0,16,0,0,0,8,0,8,0,0,0,0,0,0,22,12,26
SSC11133,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11134,..,729,729,869,96,965,583,35,611,680,19,697,278,9,291,164,7,174,2572,897,3472
SSC11135,..,846,846,998,102,1092,699,17,716,741,4,747,304,0,304,154,0,154,2884,966,3856
SSC11136,..,11,11,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,11,23
SSC11137,..,3,3,7,0,7,0,0,0,3,0,3,3,0,4,0,0,0,10,5,17
SSC11138,..,20,20,32,6,31,10,0,10,10,0,10,18,0,18,0,0,0,64,25,87
SSC11139,..,0,0,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,11,0,15
SSC11140,..,44,44,77,3,76,27,0,27,32,0,32,12,0,12,7,0,7,159,46,208
SSC11141,..,3,3,5,0,5,3,0,3,3,0,3,3,0,3,0,0,0,15,3,17
SSC11142,..,4,4,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,8,4,10
SSC11143,..,42,42,102,9,115,50,0,50,40,0,40,25,0,25,13,0,13,228,58,284
SSC11144,..,19,19,35,3,34,15,0,15,30,0,30,11,0,11,3,0,3,86,17,107
SSC11145,..,37,37,51,0,52,14,0,14,14,0,14,4,0,4,3,0,3,81,37,117
SSC11146,..,356,356,447,27,478,144,0,144,112,0,112,42,0,42,18,0,18,760,384,1148
SSC11147,..,146,146,181,15,195,58,3,61,70,0,70,37,0,37,19,0,19,369,168,530
SSC11148,..,16,16,31,3,35,15,0,15,4,0,4,0,0,0,3,0,3,59,24,76
SSC11149,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8
SSC11150,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6
SSC11151,..,3,3,10,0,10,0,0,0,0,0,0,3,0,3,0,0,0,15,3,18
SSC11152,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC11153,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SSC11154,..,40,40,163,13,172,89,3,89,95,0,95,44,0,44,24,0,24,422,47,473
SSC11155,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SSC11156,..,9,9,17,0,21,11,0,11,16,0,16,4,0,4,0,0,0,49,13,65
SSC11157,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC11158,..,51,51,16,0,21,6,0,6,8,0,8,9,0,9,0,0,0,43,53,94
SSC11159,..,50,50,64,0,66,20,0,20,24,0,24,8,0,8,5,0,5,122,53,175
SSC11160,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC11161,..,169,169,270,19,287,100,4,101,106,0,106,48,0,48,19,0,19,548,189,739
SSC11162,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
SSC11163,..,21,21,18,0,18,4,0,4,0,0,0,0,0,0,0,0,0,18,21,41
SSC11164,..,10,10,34,0,34,3,0,3,3,0,3,3,0,3,0,0,0,48,10,59
SSC11165,..,0,0,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,6,0,13
SSC11166,..,11,11,18,0,18,3,0,3,15,0,15,0,0,0,0,0,0,34,11,43
SSC11167,..,142,142,180,13,191,105,6,106,201,0,200,73,0,73,29,0,26,583,159,743
SSC11168,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
SSC11169,..,58,58,104,5,108,44,0,46,31,0,31,15,0,15,15,0,15,209,65,275
