SSC_CODE_2016,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC13431,13,10,3,0,76
SSC13432,22,4,4,0,46
SSC13433,0,0,0,0,22
SSC13434,95,43,9,0,496
SSC13435,780,471,102,28,5665
SSC13436,3,0,4,0,28
SSC13437,3,3,0,0,12
SSC13438,4,8,0,0,39
SSC13439,4,0,5,0,18
SSC13440,68,41,11,0,249
SSC13441,15,12,3,3,70
SSC13442,3,4,0,0,8
SSC13443,424,335,73,13,2356
SSC13444,229,128,64,55,1981
SSC13445,11,7,3,0,47
SSC13446,28,4,15,3,109
SSC13447,439,227,93,70,2648
SSC13448,117,77,37,12,732
SSC13449,535,446,224,120,4740
SSC13450,8,7,3,0,50
SSC13451,0,0,0,0,9
SSC13452,20,26,7,3,111
SSC13453,434,218,107,41,3179
SSC13454,1651,1014,567,346,14696
SSC13455,32,16,12,3,129
SSC13456,4,0,0,0,15
SSC13457,80,86,39,6,442
SSC13458,28,16,3,0,187
SSC13459,30,19,10,0,149
SSC13460,12,8,3,0,40
SSC13461,122,54,54,19,873
SSC13462,129,91,24,6,484
SSC13463,409,409,338,119,2411
SSC13464,9,3,4,0,26
SSC13465,11,7,4,0,48
SSC13466,0,3,0,0,6
SSC13467,92,74,27,9,542
SSC13468,0,0,0,0,3
SSC13469,45,14,11,3,193
SSC13470,268,147,77,14,1623
SSC13471,82,45,15,0,310
SSC13472,609,555,309,68,3059
SSC13473,0,0,0,0,0
SSC13474,14,25,41,79,207
SSC13475,14,3,0,0,36
SSC13476,0,0,0,0,4
SSC13477,4,0,0,0,5
SSC13478,120,72,42,9,615
SSC13479,263,118,38,7,1073
SSC13480,3,0,3,0,6
SSC13481,3,0,0,0,14
SSC13482,7,0,3,0,15
SSC13483,10,6,5,0,40
SSC13484,5,0,0,0,13
SSC13485,5,0,3,0,18
SSC13486,14,4,0,0,64
SSC13487,58,37,11,0,332
SSC13488,0,0,0,0,0
SSC13489,820,567,316,150,5091
SSC13490,8,4,0,0,19
SSC13491,281,185,56,16,1160
SSC13492,390,255,110,31,2037
SSC13493,4,10,0,0,27
SSC13494,14,8,0,3,51
SSC13495,32,31,9,0,238
SSC13496,11,4,3,0,47
SSC13497,3,3,0,0,6
SSC13498,410,287,124,42,1948
SSC13499,42,21,10,0,234
SSC13500,27,17,5,3,178
SSC13501,0,0,0,0,3
SSC13502,234,104,38,10,2358
SSC13503,374,232,141,97,2540
SSC13504,3,3,0,3,21
SSC13505,78,48,13,0,349
SSC13506,0,0,0,0,7
SSC13507,6,0,0,0,19
SSC13508,122,96,26,10,474
SSC13509,655,374,155,70,3864
SSC13510,95,51,13,0,500
SSC13511,19,6,0,0,122
SSC13512,5,6,0,0,28
SSC13513,3,3,0,0,24
SSC13514,17,13,10,0,91
SSC13515,53,38,8,0,208
SSC13516,271,151,73,39,2103
SSC13517,19,8,3,3,115
SSC13518,1222,752,353,121,8886
SSC13519,7,0,3,0,37
SSC13520,3,0,0,0,14
SSC13521,5,11,3,0,46
SSC13522,9,11,4,0,25
SSC13523,156,115,30,11,1045
SSC13524,21,10,3,0,146
SSC13525,17,5,0,0,68
SSC13526,18,19,9,0,82
SSC13527,4,8,3,0,41
SSC13528,15,8,6,0,53
SSC13529,0,0,0,0,19
SSC13530,0,0,0,0,8
SSC13531,16,12,9,0,59
SSC13532,354,246,79,13,2595
SSC13533,363,191,108,22,1727
SSC13534,5,12,28,23,114
SSC13535,132,98,54,18,672
SSC13536,10,8,0,0,38
SSC13537,24,5,3,0,79
SSC13538,3,0,0,0,8
SSC13539,151,232,147,138,1051
SSC13540,312,300,182,61,1598
SSC13541,0,3,0,0,13
SSC13542,214,151,89,27,1704
SSC13543,9,0,0,0,12
SSC13544,287,118,35,4,1647
SSC13545,3,3,0,0,25
SSC13546,31,26,10,10,143
SSC13547,168,71,16,3,2969
SSC13548,3,0,0,0,11
SSC13549,336,174,124,44,2171
SSC13550,261,135,52,33,2005
SSC13551,0,0,0,0,120
SSC13552,0,0,0,0,6
SSC13553,0,0,0,0,0
SSC13554,114,105,42,8,594
SSC13555,9,10,0,0,39
SSC13556,22,15,3,0,89
SSC13557,14,3,0,0,58
SSC13558,0,0,0,0,9
SSC13559,597,333,245,65,4224
SSC13560,0,0,0,0,0
SSC13561,16,4,0,0,38
SSC13562,42,19,13,5,166
SSC13563,127,114,50,12,604
SSC13564,35,32,14,3,229
SSC13565,0,0,0,0,4
SSC13566,0,0,0,0,0
SSC13567,0,0,0,0,0
SSC13568,12,8,4,0,41
SSC13569,17,20,12,0,67
SSC13570,150,185,69,18,769
SSC13571,114,62,37,11,562
SSC13572,28,26,3,0,147
SSC13573,114,46,34,9,709
SSC13574,13,28,5,0,111
SSC13575,46,12,4,3,124
SSC13576,9,3,0,0,23
SSC13577,102,93,41,31,730
SSC13578,94,76,51,21,558
SSC13579,449,301,165,76,2885
SSC13580,43,49,7,3,209
SSC13581,80,40,11,0,468
SSC13582,420,306,193,82,2388
SSC13583,217,126,66,21,1878
SSC13584,64,40,16,4,316
SSC13585,27,14,4,3,146
SSC13586,18,26,6,3,125
SSC13587,299,179,73,55,2429
SSC13588,196,106,60,22,966
SSC13589,154,60,32,3,763
SSC13590,15,18,6,0,132
SSC13591,39,24,11,3,218
SSC13592,47,32,7,3,288
SSC13593,98,74,35,13,513
SSC13594,69,90,46,25,905
SSC13595,51,27,6,0,219
SSC13596,736,590,211,39,5043
SSC13597,388,298,219,71,2719
SSC13598,276,204,154,43,1714
SSC13599,307,160,77,43,2756
SSC13600,435,464,261,60,2122
SSC13601,349,182,92,23,2411
SSC13602,19,15,0,4,90
SSC13603,7,0,0,0,10
SSC13604,23,7,4,0,98
SSC13605,347,263,114,41,1731
SSC13606,14,3,0,0,38
SSC13607,43,28,14,0,190
SSC13608,11,8,3,0,33
SSC13609,8,3,0,0,23
SSC13610,53,27,4,0,159
SSC13611,24,6,3,0,74
SSC13612,163,76,16,4,2019
SSC13613,26,12,7,0,105
SSC13614,40,24,7,0,181
SSC13615,33,21,5,3,208
SSC13616,0,0,0,0,0
SSC13617,3,3,3,0,19
SSC13618,6,4,0,0,44
SSC13619,17,11,4,0,100
SSC13620,20,11,7,0,66
SSC13621,12,7,0,0,51
SSC13622,151,97,54,17,849
SSC13623,347,139,76,14,1922
SSC13624,0,3,0,0,18
SSC13625,30,22,15,0,167
SSC13626,33,25,9,0,173
SSC13627,7,5,0,0,19
SSC13628,152,64,12,0,834
SSC13629,917,672,361,250,4819
SSC13630,23,50,6,0,119
SSC13631,416,177,36,13,2379
SSC13632,1550,590,130,34,8262
SSC13633,0,0,0,0,5
SSC13634,19,21,3,0,109
SSC13635,0,0,0,0,0
SSC13636,248,254,143,63,1370
SSC13637,277,176,44,9,2574
SSC13638,125,114,62,31,588
SSC13639,1565,1236,787,333,9810
SSC13640,273,235,158,40,1753
SSC13641,305,215,59,20,2088
SSC13642,310,164,74,25,4171
SSC13643,642,372,218,114,5110
SSC13644,169,52,15,14,2003
SSC13645,3,4,0,0,25
SSC13646,6,13,4,0,82
SSC13647,43,30,13,0,233
SSC13648,10,8,4,0,77
SSC13649,533,272,90,16,4555
SSC13650,498,300,110,33,5108
SSC13651,9,3,0,0,28
SSC13652,11,9,0,0,29
SSC13653,192,84,16,6,824
SSC13654,43,27,13,3,285
SSC13655,3,0,0,0,9
SSC13656,0,0,0,0,3
SSC13657,3,4,3,0,20
SSC13658,6,10,3,0,26
SSC13659,13,16,3,0,59
SSC13660,27,29,14,4,157
SSC13661,3,5,0,0,31
SSC13662,581,269,146,118,2384
SSC13663,5,7,0,0,22
SSC13664,103,47,14,7,361
SSC13665,15,15,3,0,62
SSC13666,0,0,0,0,8
SSC13667,37,12,7,0,108
SSC13668,15,10,0,0,72
SSC13669,3,4,0,0,30
SSC13670,6,0,3,0,8
SSC13671,0,0,0,0,0
SSC13672,19,6,3,0,54
SSC13673,15,3,0,3,42
SSC13674,22,11,4,0,88
SSC13675,1678,996,567,302,14665
SSC13676,266,140,52,14,1806
SSC13677,69,52,36,11,371
SSC13678,11,0,0,0,14
SSC13679,8,15,0,0,99
SSC13680,18,24,13,0,99
SSC13681,97,65,31,7,353
SSC13682,24,26,7,0,117
SSC13683,7,3,0,0,28
SSC13684,427,207,70,34,2236
SSC13685,6,9,8,0,46
SSC13686,7,0,3,0,32
SSC13687,518,280,105,73,4593
SSC13688,24,20,3,0,118
SSC13689,6,5,0,4,37
SSC13690,196,188,73,18,1063
SSC13691,39,21,10,0,137
SSC13692,8,13,4,0,56
SSC13693,15,4,0,0,31
SSC13694,36,51,27,9,226
SSC13695,78,121,106,9,546
SSC13696,5,6,0,0,36
SSC13697,201,197,82,34,939
SSC13698,120,117,51,12,615
SSC13699,948,465,255,101,12228
SSC13700,332,399,223,82,1653
SSC13701,691,423,252,206,6273
SSC13702,196,127,28,4,948
SSC13703,58,49,15,9,258
SSC13704,32,17,3,4,135
SSC13705,18,16,5,0,101
SSC13706,8,6,0,0,49
SSC13707,8,0,3,0,25
SSC13708,0,0,0,0,4
SSC13709,32,23,10,0,101
SSC13710,0,0,0,0,0
SSC13711,408,359,255,111,2280
SSC13712,59,47,22,5,329
SSC13713,8,9,4,0,34
SSC13714,64,39,14,0,663
SSC13715,737,458,180,78,12294
SSC13716,59,19,3,0,1226
SSC13717,778,658,463,278,5275
SSC13718,230,167,103,26,1537
SSC13719,3,3,0,0,22
SSC13720,5,5,0,0,14
SSC13721,3,4,0,0,22
SSC13722,137,63,28,5,702
SSC13723,64,29,11,0,191
SSC13724,44,28,8,3,260
SSC13725,17,19,7,0,112
SSC13726,5,0,0,0,13
SSC13727,346,241,125,29,2239
SSC13728,18,21,5,0,102
SSC13729,6,0,0,0,12
SSC13730,41,45,11,3,141
SSC13731,16,25,3,0,87
SSC13732,11,7,11,0,72
SSC13733,82,76,34,0,411
SSC13734,0,0,0,0,0
SSC13735,4,10,0,0,27
SSC13736,10,8,0,0,40
SSC13737,76,117,23,5,389
SSC13738,3,7,0,0,31
SSC13739,19,4,0,0,70
SSC13740,13,3,0,0,52
SSC13741,101,63,21,9,1100
SSC13742,18,11,0,5,51
SSC13743,23,10,4,4,96
SSC13744,3,6,0,0,18
SSC13745,4,3,0,0,26
SSC13746,13,6,6,0,89
SSC13747,15,3,3,0,58
SSC13748,279,251,111,40,1391
SSC13749,42,18,11,4,121
SSC13750,9,3,4,0,38
SSC13751,3,5,0,0,27
SSC13752,0,0,0,0,0
SSC13753,23,12,0,0,85
SSC13754,0,0,0,0,12
SSC13755,97,68,25,4,376
SSC13756,0,8,0,0,16
SSC13757,6,3,0,0,18
SSC13758,43,31,6,0,206
SSC13759,34,35,16,8,215
SSC13760,15,14,3,0,89
SSC13761,0,0,0,0,4
SSC13762,15,15,12,3,94
SSC13763,47,24,8,3,201
SSC13764,1179,941,653,333,6796
SSC13765,24,38,8,0,159
SSC13766,105,104,167,189,932
SSC13767,26,17,6,0,91
SSC13768,31,41,6,0,168
SSC13769,135,111,73,48,990
SSC13770,7,8,0,0,48
SSC13771,109,85,53,20,606
SSC13772,144,126,56,20,857
SSC13773,22,8,5,0,101
SSC13774,229,151,74,24,941
SSC13775,193,91,38,3,1194
SSC13776,18,12,0,0,69
SSC13777,10,6,5,0,56
SSC13778,11,7,0,0,30
SSC13779,288,496,272,66,1519
SSC13780,118,80,33,16,921
SSC13781,80,33,16,0,318
SSC13782,402,197,140,44,2802
SSC13783,35,16,5,3,118
SSC13784,342,260,151,40,1868
SSC13785,232,79,46,14,1740
SSC13786,0,0,0,0,0
SSC13787,236,145,90,18,1245
SSC13788,8,4,0,0,34
SSC13789,48,29,7,3,191
SSC13790,115,87,41,12,688
SSC13791,6,0,0,0,6
SSC13792,405,377,148,77,1910
SSC13793,140,92,68,81,790
SSC13794,30,17,5,0,110
SSC13795,31,25,15,0,126
SSC13796,3,0,0,0,14
SSC13797,57,17,7,0,138
SSC13798,3,0,0,0,9
SSC13799,4,5,0,0,16
SSC13800,14,4,0,0,38
SSC13801,23,8,3,0,136
SSC13802,263,135,56,19,1385
SSC13803,0,0,0,0,3
SSC13804,264,205,94,46,1600
SSC13805,1114,841,365,98,6057
SSC13806,7,5,3,0,39
SSC13807,38,31,9,3,163
SSC13808,9,8,3,0,45
SSC13809,0,4,0,0,14
SSC13810,31,6,0,3,107
SSC13811,39,17,15,0,202
SSC13812,13,10,4,0,56
SSC13813,7,0,0,0,31
SSC13814,12,9,0,0,45
SSC13815,0,0,0,0,16
SSC13816,50,28,3,0,209
SSC13817,0,0,0,0,0
SSC13818,295,297,149,64,1840
SSC13819,143,115,43,18,739
SSC13820,0,0,0,0,4
SSC13821,0,0,0,0,0
SSC13822,8,3,0,0,31
SSC13823,0,0,0,0,0
SSC13824,0,0,0,0,0
SSC13825,10,3,0,0,24
SSC13826,179,124,40,8,1310
SSC13827,104,71,13,12,619
SSC13828,11,14,6,0,99
SSC13829,3,0,0,0,26
SSC13830,0,0,0,0,0
SSC13831,216,96,40,9,1136
SSC13832,0,0,0,0,0
SSC13833,9,12,0,0,41
SSC13834,40,26,5,0,146
SSC13835,471,193,48,9,5861
SSC13836,18,30,3,0,96
SSC13837,5,0,3,0,25
SSC13838,127,63,48,19,580
SSC13839,4,6,0,0,32
SSC13840,78,76,18,4,611
SSC13841,0,0,0,0,0
SSC13842,51,15,10,0,182
SSC13843,13,10,0,0,58
SSC13844,9,6,0,0,34
SSC13845,56,43,14,6,277
SSC13846,3,0,0,0,3
SSC13847,313,220,138,112,1946
SSC13848,685,386,172,67,3414
SSC13849,59,27,3,0,169
SSC13850,764,449,221,76,4640
SSC13851,541,233,91,14,3393
SSC13852,22,15,5,0,205
SSC13853,14,12,0,0,60
SSC13854,4,0,0,4,16
SSC13855,0,5,0,0,19
SSC13856,551,332,141,23,4062
SSC13857,3,0,0,0,11
SSC13858,0,0,0,0,0
SSC13859,5,4,0,0,14
SSC13860,10,3,0,3,55
SSC13861,10,6,0,0,50
SSC13862,0,0,0,0,0
SSC13863,129,54,24,6,894
SSC13864,9,11,4,0,49
SSC13865,4,0,4,0,31
SSC13866,0,0,0,0,0
SSC13867,4,4,0,0,24
SSC13868,0,0,0,0,12
SSC13869,0,0,0,0,3
SSC13870,15,5,3,0,76
SSC13871,5,6,3,0,35
SSC13872,3,0,0,0,17
SSC13873,14,11,4,0,41
SSC13874,46,43,19,7,270
SSC13875,144,93,54,16,980
SSC13876,136,86,32,4,542
SSC13877,0,0,0,0,4
SSC13878,98,73,22,3,450
SSC13879,35,33,10,0,183
SSC13880,0,0,0,0,0
SSC13881,5,4,0,0,21
SSC13882,0,0,0,0,0
SSC13883,22,21,3,0,124
SSC13884,0,4,0,0,7
SSC13885,4,0,0,0,18
SSC13886,235,250,131,46,1193
SSC13887,238,181,64,22,1377
SSC13888,0,0,0,0,0
SSC13889,42,29,6,3,142
SSC13890,152,107,63,8,536
SSC13891,0,3,0,0,11
SSC13892,7,3,0,0,14
SSC13893,5,10,0,0,28
SSC13894,152,68,20,6,582
SSC13895,17,4,3,0,67
SSC13896,23,22,9,4,142
SSC13897,4,11,3,0,32
SSC13898,3,0,0,0,15
SSC13899,4,0,0,0,27
SSC13900,18,6,0,0,57
SSC13901,3,5,0,3,35
SSC13902,18,14,18,5,128
SSC13903,26,9,10,0,79
SSC13904,0,3,0,0,6
SSC13905,7,4,4,0,23
SSC13906,10,8,0,0,52
SSC13907,864,533,213,49,6946
SSC13908,12,0,0,0,33
SSC13909,6,3,0,0,18
SSC13910,0,0,0,0,4
SSC13911,24,6,7,0,100
SSC13912,466,360,242,150,2717
SSC13913,7,0,3,0,19
SSC13914,18,15,4,0,87
SSC13915,3,5,5,0,28
SSC13916,61,49,34,12,287
SSC13917,8,4,0,0,22
SSC13918,436,414,243,208,2563
SSC13919,13,8,0,0,36
SSC13920,19,10,3,0,73
SSC13921,0,6,0,0,13
SSC13922,4,9,0,0,22
SSC13923,27,31,20,9,194
SSC13924,0,0,0,0,0
SSC13925,341,331,219,102,2101
SSC13926,0,0,0,0,0
SSC13927,29,21,4,0,109
SSC13928,58,50,32,10,387
SSC13929,230,136,98,47,1539
SSC13930,19,17,0,3,89
SSC13931,0,0,0,0,3
SSC13932,63,61,40,24,460
SSC13933,68,49,7,4,248
SSC13934,141,112,75,14,1148
SSC13935,9,3,0,0,43
SSC13936,16,4,5,0,44
SSC13937,4,3,0,0,22
SSC13938,0,0,0,0,9
SSC13939,5,0,0,0,22
SSC13940,65,41,24,12,283
SSC13941,3,3,0,0,32
SSC13942,9,13,0,0,54
SSC13943,0,0,0,0,4
SSC13944,8,8,3,0,34
SSC13945,42,28,9,0,156
SSC13946,17,8,3,3,84
SSC13947,37,18,5,4,138
SSC13948,9,3,0,0,56
SSC13949,11,7,3,3,34
SSC13950,54,36,23,3,419
SSC13951,95,46,44,11,576
SSC13952,9,12,0,0,40
SSC13953,12,0,0,0,33
SSC13954,42,35,10,8,199
SSC13955,0,0,0,0,0
SSC13956,32,16,0,3,141
SSC13957,21,15,11,0,94
SSC13958,36,27,9,0,282
SSC13959,8,3,0,0,24
SSC13960,10,17,0,0,68
SSC13961,141,114,50,30,769
SSC13962,401,305,204,66,2429
SSC13963,16,9,0,0,70
SSC13964,50,15,8,0,208
SSC13965,0,0,0,0,8
SSC13966,449,316,217,124,2731
SSC13967,5,0,0,0,26
SSC13968,12,12,3,0,43
SSC13969,585,637,441,199,2915
SSC13970,4,5,0,0,12
SSC13971,38,11,0,0,118
SSC13972,0,0,3,0,4
SSC13973,340,370,215,74,1658
SSC13974,11,12,0,0,54
SSC13975,24,9,7,0,80
SSC13976,11,5,0,0,72
SSC13977,11,6,0,0,37
SSC13978,0,4,0,0,12
SSC13979,321,339,142,36,1249
SSC13980,1116,859,468,207,6871
SSC13981,15,3,0,0,41
SSC13982,81,50,17,9,1272
SSC13983,309,124,57,31,1658
SSC13984,788,719,505,285,4211
SSC13985,532,530,427,187,3343
SSC13986,442,427,294,188,2877
SSC13987,0,0,3,0,19
SSC13988,11,11,10,4,85
SSC13989,0,0,0,0,0
SSC13990,0,0,0,0,0
SSC13991,3,0,0,0,18
SSC13992,8,4,0,0,52
SSC13993,28,16,0,0,94
SSC13994,56,32,17,0,244
SSC13995,29,6,4,0,66
SSC13996,15,3,3,0,58
SSC13997,15,16,3,3,81
SSC13998,12,5,0,0,39
SSC13999,12,0,3,0,23
SSC14000,95,55,15,3,379
SSC14001,27,18,7,0,103
SSC14002,8,0,7,0,32
SSC14003,524,547,321,117,2950
SSC14004,74,52,15,8,330
SSC14005,31,12,6,3,102
SSC14006,216,128,51,13,5719
SSC14007,1240,1032,533,355,7839
SSC14008,392,239,200,217,2470
SSC14009,0,3,0,0,10
SSC14010,0,0,0,0,3
SSC14011,47,32,21,4,211
SSC14012,0,0,4,0,6
SSC14013,0,0,0,0,3
SSC14014,0,0,0,0,11
SSC14015,33,19,8,0,143
SSC14016,0,0,0,0,3
SSC14017,0,0,0,0,28
SSC14018,11,4,0,0,38
SSC14019,10,9,0,0,32
SSC14020,21,15,4,0,79
SSC14021,18,19,4,0,90
SSC14022,19,6,0,0,75
SSC14023,3,0,0,0,3
SSC14024,11,8,5,0,49
SSC14025,7,0,0,0,22
SSC14026,3,3,0,0,10
SSC14027,0,4,0,0,4
SSC14028,12,10,4,0,55
SSC14029,9,9,5,3,63
SSC14030,16,33,7,0,83
SSC14031,0,0,0,0,0
SSC14032,0,3,3,0,6
SSC14033,99,58,8,3,305
SSC14034,8,8,0,0,21
SSC14035,43,26,4,0,144
SSC14036,0,0,0,0,0
SSC14037,13,8,3,0,60
SSC14038,8,3,0,0,13
SSC14039,3,0,0,0,8
SSC14040,0,0,0,0,0
SSC14041,94,73,18,3,454
SSC14042,11,3,0,0,27
SSC14043,6,3,4,0,55
SSC14044,15,0,3,0,44
SSC14045,18,14,3,4,62
SSC14046,5,4,0,0,10
SSC14047,0,0,0,0,7
SSC14048,8,8,0,0,45
SSC14049,10,7,3,0,67
SSC14050,32,25,13,0,126
SSC14051,268,199,66,27,1289
SSC14052,33,18,19,13,170
SSC14053,0,0,0,0,10
SSC14054,0,0,0,0,12
SSC14055,72,50,13,6,434
SSC14056,0,0,0,0,4
SSC14057,35,26,16,4,154
SSC14058,3,0,0,0,7
SSC14059,11,11,4,0,81
SSC14060,30,22,13,0,109
SSC14061,352,277,170,37,1508
SSC14062,23,9,3,0,82
SSC14063,52,34,7,7,319
SSC14064,28,17,13,0,215
SSC14065,583,451,167,42,2964
SSC14066,17,8,0,0,70
SSC14067,128,69,26,0,502
SSC14068,165,140,71,14,698
SSC14069,128,79,35,9,630
SSC14070,15,13,7,0,62
SSC14071,882,596,284,143,5137
SSC14072,25,19,11,0,115
SSC14073,53,17,4,0,163
SSC14074,279,146,69,31,2159
SSC14075,413,366,127,67,1902
SSC14076,95,71,49,13,525
SSC14077,0,0,0,0,0
SSC14078,16,5,3,0,38
SSC14079,136,44,13,0,866
SSC14080,134,81,41,8,1140
SSC14081,0,0,0,0,0
SSC14082,38,28,0,0,101
SSC14083,561,387,239,116,3915
SSC14084,31,44,9,3,138
SSC14085,1642,1093,746,437,9976
SSC14086,291,233,177,131,3690
SSC14087,9,14,0,0,57
SSC14088,15,3,4,0,66
SSC14089,260,144,51,10,1630
SSC14090,26,16,13,0,120
SSC14091,14,10,0,0,54
SSC14092,17,4,4,0,63
SSC14093,202,202,81,50,1188
SSC14094,3,10,4,0,23
SSC14095,0,3,0,0,12
SSC14096,146,54,19,3,764
SSC14097,81,44,22,7,333
SSC14098,52,23,6,3,188
SSC14099,94,48,14,3,360
SSC14100,3,0,0,0,3
SSC14101,119,84,30,12,729
SSC14102,96,94,41,7,330
SSC14103,83,44,12,0,289
SSC14104,87,38,9,3,490
SSC14105,11,5,0,0,54
SSC14106,9,3,0,0,29
SSC14107,12,4,3,0,34
SSC14108,4,0,0,0,17
SSC14109,35,15,8,6,153
SSC14110,0,0,0,0,3
SSC14111,18,14,5,0,86
SSC14112,75,68,26,3,403
SSC14113,33,14,7,0,110
SSC14114,146,124,26,12,851
SSC14115,3,8,6,0,33
SSC14116,0,0,0,0,0
SSC14117,0,0,0,0,0
SSC14118,852,604,388,266,5838
SSC14119,0,5,0,3,16
SSC14120,14,16,4,0,56
SSC14121,13,3,0,0,47
SSC14122,593,361,158,63,3401
SSC14123,251,111,36,3,999
SSC14124,8,3,0,0,21
SSC14125,4,0,8,0,30
SSC14126,16,4,3,0,66
SSC14127,35,17,6,0,161
SSC14128,29,15,3,0,78
SSC14129,0,4,0,0,7
SSC14130,3,0,0,0,18
SSC14131,9,3,3,0,45
SSC14132,14,9,11,0,56
SSC14133,11,0,0,0,44
SSC14134,8,4,0,0,31
SSC14135,338,321,117,36,1483
SSC14136,14,16,6,0,95
SSC14137,14,0,4,0,30
SSC14138,3,3,0,0,18
SSC14139,21,9,3,0,44
SSC14140,185,115,62,88,1058
SSC14141,335,173,188,301,2509
SSC14142,161,98,83,88,1472
SSC14143,9,0,0,0,28
SSC14144,82,52,24,3,401
SSC14145,6,8,4,0,45
SSC14146,0,0,0,0,7
SSC14147,17,16,7,0,67
SSC14148,114,66,30,15,795
SSC14149,105,104,42,22,613
SSC14150,5,3,0,0,31
SSC14151,420,331,203,95,2668
SSC14152,3,3,0,0,28
SSC14153,593,504,334,108,3777
SSC14154,47,23,9,3,269
SSC14155,0,0,0,0,0
SSC14156,10,11,0,3,36
SSC14157,3,5,3,0,36
SSC14158,77,38,23,6,489
SSC14159,9,4,3,0,49
SSC14160,0,4,0,0,18
SSC14161,11,3,6,0,47
SSC14162,0,3,5,0,44
SSC14163,44,22,4,0,183
SSC14164,3,0,0,0,18
SSC14165,332,223,88,43,1772
SSC14166,8,3,0,0,35
SSC14167,230,144,117,35,1630
SSC14168,0,3,0,0,15
SSC14169,4,0,0,0,9
SSC14170,37,25,5,0,118
SSC14171,87,68,33,12,531
SSC14172,12,3,4,0,64
SSC14173,541,388,245,150,3968
SSC14174,238,134,41,13,1327
SSC14175,14,3,0,0,58
SSC14176,0,0,0,0,0
SSC14177,301,162,92,25,2718
SSC14178,0,0,0,0,0
SSC14179,0,4,0,0,15
SSC14180,22,20,3,0,76
SSC14181,247,133,66,24,1562
SSC14182,44,26,6,3,249
SSC14183,706,532,338,73,9434
SSC14184,9,8,0,0,21
SSC14185,10,3,0,0,37
SSC14186,144,89,35,7,589
SSC14187,91,52,37,21,502
SSC14188,14,13,10,0,67
SSC14189,13,8,5,0,47
SSC14190,22,14,6,0,96
SSC14191,27,26,13,4,123
SSC14192,556,212,71,7,4190
SSC14193,83,20,5,3,506
SSC14194,0,0,0,0,0
SSC14195,6,3,0,0,34
SSC14196,7,3,0,0,42
SSC14197,455,341,239,107,2704
SSC14198,0,3,0,0,3
SSC14199,9,16,3,0,45
SSC14200,277,223,172,232,2722
SSC14201,3,3,0,0,22
SSC14202,292,241,106,29,2196
SSC14203,46,13,5,0,141
SSC14204,25,6,3,0,68
SSC14205,7,3,3,0,12
SSC14206,0,0,0,0,12
SSC14207,3,0,0,0,13
SSC14208,10,4,0,0,26
SSC14209,55,36,11,3,300
SSC14210,17,10,3,0,52
SSC14211,124,89,43,32,815
SSC14212,3,0,0,0,8
SSC14213,4,5,0,0,45
SSC14214,13,3,0,0,24
SSC14215,5,10,4,0,73
SSC14216,4,0,0,0,22
SSC14217,3,6,3,0,18
SSC14218,6,4,0,0,19
SSC14219,56,47,31,3,351
SSC14220,15,11,3,4,63
SSC14221,307,240,142,69,1642
SSC14222,0,3,0,0,19
SSC14223,8,3,7,0,70
SSC14224,6,6,3,0,73
SSC14225,118,117,64,37,609
SSC14226,771,703,326,113,3536
SSC14227,352,127,26,9,4770
SSC14228,713,307,161,57,5904
SSC14229,17,20,10,0,57
SSC14230,0,0,0,0,0
SSC14231,0,3,3,0,23
SSC14232,78,49,19,3,459
SSC14233,88,46,18,7,332
SSC14234,0,0,0,0,0
SSC14235,192,149,49,13,1734
SSC14236,263,157,29,6,1466
SSC14237,279,96,18,0,1350
SSC14238,115,87,52,17,575
SSC14239,374,227,163,113,1909
SSC14240,287,269,176,60,1418
SSC14241,263,201,118,34,1682
SSC14242,8,0,0,0,23
SSC14243,15,8,3,0,57
SSC14244,85,65,56,57,631
SSC14245,99,122,135,92,609
SSC14246,460,176,64,11,3989
SSC14247,320,255,197,186,2047
SSC14248,93,45,22,3,640
SSC14249,1951,1143,378,125,9198
SSC14250,447,315,153,91,2871
SSC14251,884,477,226,71,7752
SSC14252,320,184,115,44,2017
SSC14253,151,113,56,13,978
SSC14254,13,4,4,0,54
SSC14255,353,169,131,45,2499
SSC14256,216,143,108,88,1377
SSC14257,15,11,4,0,75
SSC14258,0,0,0,0,0
SSC14259,139,62,30,8,1110
SSC14260,448,372,187,22,2519
SSC14261,639,370,244,173,9724
SSC14262,230,136,54,16,1329
SSC14263,0,0,0,0,0
SSC14264,379,247,76,13,2361
SSC14265,0,0,0,0,3
SSC14266,238,212,127,20,1929
SSC14267,35,35,21,7,161
SSC14268,194,154,87,24,1456
SSC14269,4,0,0,0,16
SSC14270,3,3,3,0,22
SSC14271,45,29,3,0,161
SSC14272,23,7,3,0,86
SSC14273,7,0,3,0,26
SSC14274,9,15,3,0,48
SSC14275,76,32,19,5,365
SSC14276,247,148,64,20,1324
SSC14277,22,9,3,3,77
SSC14278,9,0,0,0,21
SSC14279,27,16,7,3,158
SSC14280,19,18,14,0,165
SSC14281,17,7,3,0,46
SSC14282,3,9,0,0,19
SSC14283,14,3,0,0,37
SSC14284,5,7,0,0,13
SSC14285,105,57,16,5,679
SSC14286,3,0,0,0,37
SSC14287,3,4,0,0,19
SSC14288,255,126,32,18,1401
SSC14289,0,6,0,0,19
