SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC10647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,15,0,0,7,0,0,3,0,0,11,3,7,3,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,3,5,3,3,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,3,0,9,4,18,7,15,5,10,3,0,61
SSC10649,0,3,7,4,0,0,13,0,0,0,3,3,3,0,0,15,4,17,11,4,19,8,0,0,60,0,8,4,18,17,15,4,0,64,7,13,26,56,58,36,13,6,219,3,0,0,8,3,3,0,0,18,0,0,4,7,11,9,0,0,31,11,20,26,68,73,46,13,6,262,0,0,0,0,7,3,0,0,13,10,18,17,25,29,33,18,15,155,29,57,60,124,150,108,42,18,589
SSC10650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10651,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,3,6,3,4,7,0,0,32,0,0,4,0,6,3,0,0,19,3,15,9,10,11,8,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,14,13,14,8,0,0,60,0,0,0,3,0,0,0,0,8,3,10,0,8,9,12,3,0,41,17,27,25,27,40,23,8,0,167
SSC10652,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC10654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SSC10655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,9,7,5,0,0,0,23
SSC10656,13,8,18,11,0,0,57,0,3,4,6,8,11,0,0,34,0,24,29,54,24,23,4,0,163,5,18,26,31,33,20,7,0,128,18,30,44,55,26,21,8,0,195,0,0,0,3,0,5,0,0,10,0,0,6,3,3,9,0,0,23,18,31,50,57,31,31,10,0,232,0,0,3,0,3,0,0,0,10,10,5,8,11,13,11,3,0,67,35,84,126,170,139,101,27,3,697
SSC10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,4,0,0,0,0,19
SSC10658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,3,0,5,5,0,0,0,7,0,3,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,10,9,0,0,0,28,10,4,5,16,14,3,0,0,58
SSC10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,3,5,4,0,0,16
SSC10660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,5,0,0,0,3,3,0,0,0,6,3,3,4,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,4,4,10,3,0,0,27,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,5,0,18,5,3,13,11,18,10,7,0,62
SSC10661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,6,3,0,0,0,18
SSC10662,98,98,58,25,11,0,325,0,16,28,42,39,16,0,0,141,37,166,237,177,100,39,8,3,763,30,69,122,119,101,47,10,3,501,73,156,187,197,149,84,35,8,883,8,7,16,11,8,3,0,0,54,8,8,17,20,26,33,6,0,123,90,169,219,226,183,118,45,9,1059,3,3,10,8,11,10,0,0,44,44,53,32,46,53,42,32,20,321,200,516,740,708,547,296,110,34,3155
SSC10663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,4,0,11
SSC10664,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,3,0,13,7,4,11,8,6,5,6,0,42
SSC10665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
SSC10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,6,3,0,0,10,3,0,3,4,0,5,0,0,15,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,3,9,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,3,3,18,3,3,8,16,13,14,3,3,64
SSC10667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,3,8,0,0,0,14
SSC10668,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,7,3,0,0,11,0,0,4,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,8,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,6,9,6,18,15,0,0,48
SSC10669,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,6,6,3,0,0,26,0,0,0,6,3,4,0,0,12,0,0,0,3,6,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,11,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,6,5,0,0,0,17,3,12,16,23,27,9,0,0,87
SSC10670,11,21,33,35,8,0,120,0,4,5,15,26,15,3,0,65,4,33,39,54,70,106,48,4,362,7,15,20,52,53,77,42,9,273,21,43,60,84,76,83,26,8,400,3,3,7,6,9,8,3,0,42,0,3,3,11,14,34,14,0,80,26,48,62,102,101,134,40,8,522,0,0,0,3,3,4,0,0,10,13,7,17,30,45,46,47,57,252,45,103,162,273,331,419,185,84,1606
SSC10671,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,8,3,4,8,9,5,4,3,0,30,0,0,15,3,8,3,0,0,42,6,22,15,21,29,16,3,0,106,3,0,4,3,0,0,0,0,10,0,0,0,3,6,0,0,0,11,10,24,18,22,35,16,7,0,122,0,0,0,0,0,4,0,0,5,11,6,8,12,22,15,9,3,83,28,33,50,49,69,42,18,7,286
SSC10672,12,34,35,29,7,0,130,0,3,7,7,19,12,3,0,50,12,33,48,74,51,35,6,0,256,4,16,34,37,40,38,12,0,185,26,39,34,70,54,55,23,4,315,3,6,0,0,0,0,0,0,6,0,3,0,16,14,8,3,4,54,30,44,39,81,70,69,26,6,368,0,0,0,6,5,3,0,0,17,14,10,7,16,9,23,15,9,101,65,118,152,255,233,209,71,17,1122
SSC10673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,4,0,0,0,0,3,0,0,0,7,0,0,4,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,10,6,4,0,0,33
SSC10674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,6,4,3,0,0,25
SSC10675,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,6,0,0,13,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,0,0,0,13,14,3,0,37
SSC10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,8,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,3,10,8,3,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,13,4,6,3,19,7,3,0,0,45
SSC10677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,15,0,0,0,0,0,0,0,0,0,7,3,3,3,0,0,0,0,13,8,4,4,7,4,7,3,0,32
SSC10679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10680,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,4,0,4,0,0,3,0,3,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,3,3,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,5,3,5,16,9,0,0,42
SSC10681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,14,0,0,4,0,0,0,0,0,10,0,0,0,3,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,7,5,6,8,7,11,0,0,42
SSC10682,111,24,17,0,0,0,281,0,17,12,8,4,3,0,0,38,45,196,197,80,42,10,5,0,567,10,68,56,37,11,0,0,0,184,15,43,46,25,14,0,0,0,142,0,8,3,0,0,0,0,0,9,0,6,3,7,7,0,0,0,17,16,57,56,28,16,0,0,0,174,3,7,4,4,0,0,0,0,22,16,31,23,9,3,4,0,0,75,93,490,461,195,88,12,7,0,1346
SSC10683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,14,3,5,4,4,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,6,3,3,0,0,29,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,18,7,8,11,15,13,10,4,0,69
SSC10684,70,79,42,33,5,0,246,0,12,32,28,20,18,0,0,108,9,88,137,94,84,23,15,0,449,16,68,93,115,60,33,6,0,386,52,141,135,129,87,36,10,4,595,15,4,0,5,4,4,0,0,34,3,9,13,18,19,11,3,0,70,61,156,149,152,109,52,10,5,691,3,4,4,6,5,4,0,0,22,45,27,54,61,59,33,18,5,293,139,366,538,535,378,183,47,20,2204
SSC10685,3,5,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,6,5,5,0,0,24,0,0,0,4,9,3,0,0,19,0,12,10,9,15,8,3,0,60,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,0,14,0,8,13,14,15,6,3,0,69,0,0,0,0,0,0,0,0,0,6,3,3,7,9,6,6,0,42,10,15,26,34,32,31,13,0,166
SSC10686,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,4,5,4,6,4,0,0,18,0,3,0,5,4,3,0,0,15,0,9,4,6,9,5,0,0,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,9,3,9,4,11,8,11,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,12,10,20,24,19,0,0,92
SSC10687,0,0,8,0,0,0,7,0,0,0,3,3,0,0,0,6,0,3,0,3,4,5,3,0,18,0,0,0,0,3,3,0,0,12,0,9,15,9,11,8,0,0,47,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,9,12,8,18,9,0,0,55,0,0,0,0,0,0,0,0,3,0,0,0,4,4,5,0,0,15,0,13,22,22,42,14,8,0,117
SSC10688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,3,3,0,0,0,0,7,0,0,0,7,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,10,7,6,0,0,0,32
SSC10689,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,0,8,0,4,0,5,3,3,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,9,3,6,9,3,7,3,0,46
SSC10690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,3,0,0,3,0,0,9,0,0,0,9,6,4,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,5,0,11,11,7,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,0,3,6,13,12,18,10,3,71
SSC10691,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,14,0,0,0,3,0,0,0,0,9,0,3,9,4,10,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,3,7,8,18,8,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,6,3,4,0,0,15,3,3,20,20,25,11,0,0,82
SSC10692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,5,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,4,0,14,3,3,0,6,13,3,4,0,33
SSC10693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,5,3,0,0,16
SSC10694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,3,3,4,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,10,4,0,3,0,29,0,0,0,0,0,0,0,0,0,3,8,0,3,7,0,0,0,15,12,12,6,11,11,0,3,0,54
SSC10695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,17
SSC10696,0,4,0,5,0,0,10,0,0,4,3,6,0,0,0,12,6,16,26,13,13,13,0,0,81,6,9,24,17,26,12,3,0,96,24,59,29,37,29,21,4,0,193,3,3,0,3,3,0,0,0,17,0,3,0,3,3,0,0,0,15,26,62,34,42,33,21,4,0,223,0,0,0,0,0,3,0,0,7,24,16,15,16,23,17,16,0,125,64,113,95,99,95,70,23,5,550
SSC10697,9,10,14,8,3,0,50,0,4,5,10,14,7,0,0,29,6,11,23,23,28,17,10,0,114,0,7,6,18,19,12,8,0,79,4,12,17,22,14,8,4,0,76,0,0,3,0,3,0,0,0,5,0,0,3,4,0,0,0,0,7,5,14,25,28,14,13,4,0,87,0,0,3,3,0,0,0,0,5,15,11,4,17,16,15,3,0,84,31,39,70,111,105,67,28,0,453
SSC10698,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,3,0,7,11,4,6,3,0,30
SSC10699,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,3,3,3,8,14,0,0,0,33
SSC10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,3,10,3,7,0,3,0,26
SSC10701,17,31,37,52,14,4,157,0,0,5,12,21,20,7,0,61,11,23,70,88,97,116,56,15,476,3,3,33,38,72,85,40,19,290,5,14,19,48,41,64,27,13,237,0,0,0,0,10,3,3,0,22,7,0,8,13,14,16,15,6,64,16,14,29,55,58,84,48,15,321,0,0,0,3,3,4,5,3,20,14,6,10,18,43,70,47,31,232,47,54,163,252,330,422,217,88,1562
SSC10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,6,0,3,0,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,10,0,9,3,3,4,12,0,0,35
SSC10703,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,3,3,8,3,0,13,0,0,3,7,7,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,14,3,0,4,12,22,11,9,3,63
SSC10704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,13
SSC10705,37,51,26,24,8,3,167,0,4,9,15,26,7,0,0,67,52,98,126,134,131,47,20,10,622,14,35,73,96,64,44,18,6,352,34,40,57,94,79,42,26,11,385,0,3,4,13,3,0,0,0,22,0,0,8,18,19,13,4,0,71,41,51,65,120,102,56,29,16,474,0,3,3,5,9,10,0,3,37,20,8,13,27,39,28,23,18,180,131,228,329,453,396,220,93,49,1902
SSC10706,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,11,6,0,0,0,23,0,0,0,0,3,0,0,0,5,0,3,3,18,10,3,3,0,37,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,6,3,6,18,9,3,3,0,45,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,3,0,15,11,19,15,32,20,9,5,0,95
SSC10707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,16,3,0,3,0,8,3,0,3,25
SSC10708,3,3,7,7,3,0,21,0,0,0,0,3,0,0,0,7,0,0,16,11,15,4,0,0,45,0,0,0,9,9,9,4,0,38,5,8,8,8,13,14,0,0,60,0,0,0,0,0,3,0,0,4,0,0,0,4,3,9,0,0,11,7,8,13,11,15,23,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,5,9,0,0,19,15,9,31,40,49,54,10,0,212
