SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC10709,0,0,0,5,0,0,7,0,0,0,3,0,0,0,0,3,0,0,3,3,4,3,0,0,15,0,0,3,9,4,3,0,0,20,3,3,3,6,10,8,0,0,40,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,3,3,3,5,13,11,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,4,8,6,3,0,26,5,12,15,27,37,30,7,0,124
SSC10710,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,6,3,0,0,0,0,18,0,3,5,0,3,0,0,0,10,0,6,4,11,9,3,0,0,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,4,5,9,11,7,7,0,0,43,0,0,0,0,0,0,0,0,0,3,3,7,4,9,8,0,0,29,9,16,29,18,20,14,3,0,105
SSC10711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,10,0,0,0,18
SSC10712,4,0,4,4,0,0,18,0,4,3,0,4,7,0,0,12,3,18,24,16,13,11,4,0,85,0,16,18,19,27,24,3,3,104,10,48,39,49,63,40,32,4,282,0,0,3,0,3,0,0,0,11,0,0,8,3,8,9,0,4,35,10,52,51,54,75,50,32,7,329,0,3,0,0,0,3,0,0,8,18,10,4,23,20,22,22,8,126,29,106,106,112,143,117,58,20,689
SSC10713,3,7,3,3,3,0,15,0,0,6,3,3,0,0,0,13,0,6,11,16,23,3,3,0,61,0,7,11,22,16,3,0,0,55,10,22,20,32,37,11,3,0,149,0,0,0,3,0,0,0,0,7,0,0,0,8,3,0,0,0,9,15,28,23,43,43,8,3,0,163,0,0,0,0,0,0,0,0,0,14,9,10,20,20,12,3,5,92,32,42,60,108,106,34,11,7,398
SSC10714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,0,0,14
SSC10715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,5,3,0,0,3,0,13,0,3,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,6,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,4,6,6,0,0,18,3,9,9,11,11,8,4,0,58
SSC10716,7,3,0,0,0,0,8,0,0,0,6,0,0,0,0,6,0,3,8,10,6,3,0,0,28,0,0,10,6,5,4,0,0,30,9,6,4,18,11,10,0,0,62,0,0,0,0,0,3,0,0,6,0,3,0,0,0,0,0,0,5,8,12,4,21,15,7,0,0,70,0,0,0,0,0,0,0,0,0,5,4,3,9,9,3,3,0,38,16,17,28,50,31,25,6,0,176
SSC10717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,4,5,0,0,0,14,0,4,3,5,8,3,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,3,3,5,6,3,0,0,28,0,0,0,0,0,0,0,0,3,7,0,3,5,3,0,0,0,16,7,9,15,10,19,3,0,0,71
SSC10718,296,157,92,49,9,4,1667,12,69,35,37,30,10,3,0,198,772,1429,530,336,285,138,64,19,3568,183,361,198,210,157,73,37,15,1232,96,158,102,132,74,71,53,28,703,18,17,9,15,10,3,0,0,63,22,25,18,27,48,18,11,3,172,127,196,131,174,127,92,61,30,943,29,47,18,37,26,9,4,6,185,258,263,131,115,101,68,67,54,1065,1471,3331,1341,1068,826,440,249,140,8860
SSC10719,10,6,12,3,0,0,62,0,3,0,3,0,0,0,0,9,18,50,29,39,17,3,3,0,166,10,14,3,16,7,4,3,0,58,6,16,17,13,11,13,4,3,79,4,0,0,0,0,0,0,0,5,3,0,3,3,0,0,0,3,20,9,15,22,20,15,14,4,5,101,0,0,0,4,0,0,0,0,13,9,8,14,4,10,14,3,14,85,50,118,81,91,69,36,21,24,494
SSC10720,5,4,3,0,0,0,28,3,0,3,3,3,0,0,0,9,30,45,32,16,16,14,3,0,157,28,50,38,27,20,10,8,0,190,50,88,67,61,52,19,20,3,361,12,15,16,11,4,3,0,0,65,4,19,8,6,11,4,3,0,56,67,124,89,88,71,25,25,5,487,0,4,5,5,0,4,3,0,23,92,65,55,75,74,50,52,12,479,218,305,233,218,186,93,88,15,1371
SSC10721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,10,3,0,0,20
SSC10722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6
SSC10723,3,3,10,3,0,0,25,0,3,3,3,0,6,0,0,10,4,29,32,10,21,12,5,0,105,3,7,18,20,21,12,5,0,85,16,34,39,47,46,34,9,0,220,4,0,0,4,3,0,0,0,9,0,3,6,0,13,10,0,3,31,15,35,43,50,59,46,9,3,259,0,0,0,0,0,3,0,0,10,0,4,7,3,9,12,5,4,44,23,81,103,90,116,93,26,5,538
SSC10724,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,3,0,0,0,24
SSC10725,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,7,6,3,0,0,0,15,3,0,3,8,0,0,0,3,12,3,4,4,6,5,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,4,4,11,8,6,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,13,21,14,10,0,3,75
SSC10726,3,6,5,0,0,0,20,0,3,0,4,4,0,0,0,13,7,26,20,17,9,3,7,0,86,13,35,40,19,19,8,0,0,135,49,115,101,71,56,27,3,0,426,8,7,4,0,3,3,0,0,30,3,4,9,4,9,3,0,0,39,66,125,113,81,64,30,9,4,490,0,0,0,0,3,0,0,0,7,28,17,19,22,18,12,4,3,124,111,205,205,151,132,51,14,8,879
SSC10727,0,0,0,0,0,0,7,0,0,0,3,3,3,0,0,7,0,3,4,12,8,4,0,0,32,0,5,3,4,3,0,0,0,19,9,5,12,18,17,9,0,0,65,0,4,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,6,10,12,19,17,7,0,0,76,0,0,0,0,0,0,0,0,4,5,0,0,3,3,0,0,3,19,15,19,26,37,41,18,3,3,163
SSC10728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10729,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,0,0,13,3,0,0,0,3,3,0,0,9,0,5,0,6,3,8,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,5,9,10,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,4,8,7,12,14,13,9,0,75
SSC10730,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,0,4,3,4,0,0,15
SSC10731,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,3,0,0,9,0,0,0,5,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,8,0,0,28
SSC10732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,3,3,0,0,4,0,18
SSC10733,29,39,45,35,3,0,182,0,15,19,17,28,17,0,0,98,40,232,158,124,162,102,26,7,857,18,107,85,64,85,56,11,8,438,50,142,124,106,123,69,21,11,641,6,13,4,9,11,5,0,0,39,12,12,15,22,27,13,8,3,109,60,163,142,136,154,86,32,9,788,8,4,6,3,5,4,0,3,42,140,206,144,161,200,125,52,41,1071,268,754,583,552,691,432,135,71,3486
SSC10734,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,4,10,3,0,0,17,0,3,3,0,7,0,0,0,8,0,4,0,3,17,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,15,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,17,3,6,17,10,35,8,0,0,80
SSC10735,14,34,33,18,4,0,104,0,0,10,17,12,8,3,0,49,9,13,52,63,40,30,5,3,214,3,7,20,30,29,12,10,0,105,15,16,25,42,28,21,6,0,145,4,0,0,0,4,0,0,0,9,3,0,6,4,0,3,0,0,26,19,19,34,43,34,25,12,0,182,0,0,0,0,0,0,0,0,9,14,9,14,12,16,21,7,0,94,40,56,139,205,159,116,40,3,751
SSC10736,36,39,43,20,5,0,166,0,3,12,7,13,16,4,0,49,20,72,73,81,69,59,32,4,416,3,15,23,29,39,47,16,3,183,3,14,15,32,36,30,14,6,158,0,0,0,0,0,3,0,0,3,0,3,4,10,18,13,3,0,52,4,14,21,42,52,44,23,6,214,0,0,10,4,6,0,0,0,22,12,6,8,14,17,19,10,9,96,36,134,185,213,247,210,92,19,1134
SSC10737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,10,0,0,3,0,0,0,0,0,5,0,0,3,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,5,3,0,0,0,11,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,8,9,7,0,3,0,43
SSC10738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,4,0,3,0,0,10
SSC10739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,3,0,0,9
SSC10740,40,23,18,9,3,0,229,10,21,17,4,3,7,0,0,63,236,595,291,149,108,58,16,0,1454,132,335,206,167,108,51,20,9,1032,152,269,279,217,158,89,46,15,1229,37,38,42,38,19,12,0,0,183,27,37,54,62,41,24,7,4,259,219,346,376,317,216,129,49,17,1665,5,28,20,27,18,10,3,3,121,213,226,195,231,211,145,125,140,1490,828,1680,1148,913,690,406,221,173,6060
SSC10741,12,10,4,3,0,0,69,0,5,3,0,3,3,0,0,20,93,190,99,40,24,18,3,0,468,43,106,80,54,23,9,3,3,319,63,108,106,108,58,36,28,6,513,9,7,5,7,3,3,3,0,36,10,11,21,22,8,9,0,4,82,87,129,135,132,70,43,31,7,637,5,7,7,6,0,3,4,0,23,86,57,62,70,56,45,30,7,411,316,523,395,312,185,123,68,19,1947
SSC10742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,11,4,9,3,7,6,0,0,0,25
SSC10743,19,10,8,0,0,0,73,0,8,0,3,0,0,3,0,11,20,67,48,19,6,3,0,14,184,16,52,22,9,4,4,5,4,114,29,73,39,23,13,13,6,9,203,3,4,0,0,0,0,0,8,18,3,3,4,3,0,3,0,4,21,35,81,40,23,13,19,5,23,238,3,0,3,0,0,0,0,5,10,21,23,17,5,6,13,5,9,97,96,264,151,69,36,36,20,46,719
SSC10744,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,10,6,0,0,17
SSC10745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,4,3,0,22
SSC10747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SSC10748,28,22,12,11,0,0,75,0,3,12,13,20,11,3,0,69,19,92,92,53,38,32,11,0,337,7,53,62,63,72,40,17,5,319,67,165,144,119,92,51,21,3,657,13,10,4,3,6,0,3,0,43,0,7,11,14,11,17,3,0,69,74,183,155,139,113,64,27,5,760,3,3,3,0,8,6,7,0,25,36,35,26,33,36,32,12,0,211,143,384,378,321,296,193,80,15,1804
SSC10749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,8
SSC10750,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,4,0,18,0,0,4,3,0,0,0,0,11,0,6,6,8,7,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,6,6,8,10,0,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,17,4,15,25,22,24,10,8,0,94
SSC10751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,18
SSC10752,0,0,3,0,0,0,6,0,3,0,0,0,0,0,0,5,0,3,4,0,0,3,0,0,16,0,0,3,10,0,0,0,0,12,0,3,8,4,8,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,18,14,13,16,5,3,0,69
SSC10753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC10754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,3,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,6,3,5,5,5,3,0,34
SSC10755,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,3,23,16,3,3,0,0,0,0,49,30,9,0,0,0,0,0,0,41,60,0,0,0,0,0,0,0,65,23,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,0,3,92,0,0,0,0,0,0,0,91,3,0,0,0,0,0,0,0,3,59,3,0,0,0,0,0,0,64,203,43,7,6,3,0,0,0,257
SSC10756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC10757,7,10,14,6,0,0,31,0,0,5,5,8,5,0,0,26,7,18,34,34,38,22,3,0,152,13,18,34,48,42,24,11,0,187,37,44,66,89,74,66,26,3,410,6,3,0,3,3,3,3,0,24,3,7,12,17,11,16,3,3,68,50,54,79,112,88,86,35,4,505,0,0,0,0,3,12,0,0,15,21,5,13,25,25,29,18,11,142,87,98,166,227,216,180,63,14,1067
SSC10758,7,5,3,3,0,0,20,0,0,3,0,0,3,0,0,7,3,12,8,5,16,10,0,3,60,8,3,0,15,16,4,0,0,52,8,15,13,37,31,27,10,7,157,0,0,0,3,0,0,0,0,8,3,0,4,3,3,4,3,0,19,16,15,18,45,37,31,13,8,185,0,0,0,0,3,0,3,0,8,8,7,10,12,16,25,16,15,101,28,40,44,81,89,80,42,27,428
SSC10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,3,3,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,16,4,3,3,17,4,3,0,0,46
SSC10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,8,5,4,0,22,7,9,9,5,12,4,6,0,47
SSC10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,4,3,3,8,8,0,0,0,25
SSC10763,0,4,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,6,7,14,5,0,0,42,0,0,3,8,14,3,0,0,21,4,8,6,9,9,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,8,6,9,16,3,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,23,15,7,18,36,45,19,6,0,146
SSC10764,4,13,8,9,3,0,34,0,0,8,10,13,3,0,0,36,3,24,30,40,27,12,0,3,150,3,10,23,27,27,9,4,0,110,14,31,49,41,39,17,7,0,200,0,0,9,0,0,0,0,0,15,0,3,0,4,5,0,0,0,16,14,39,54,46,45,19,9,0,225,0,0,0,3,3,0,4,0,8,15,6,7,13,9,8,4,3,57,37,79,128,161,132,57,22,6,621
SSC10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,22
SSC10766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,20
SSC10767,12,3,0,0,0,0,31,0,3,3,0,3,4,0,0,15,13,25,32,13,26,10,0,0,108,11,35,25,23,21,12,0,0,126,37,103,84,60,65,35,10,0,397,7,9,11,4,3,0,0,0,36,3,5,7,12,9,10,3,0,53,44,118,102,78,80,42,11,0,479,0,0,3,0,7,0,0,0,17,20,8,16,19,16,9,6,0,100,93,213,193,130,150,82,25,3,885
SSC10768,29,9,10,9,0,0,91,0,6,6,3,7,3,0,0,29,29,113,96,42,37,24,5,0,347,36,102,97,67,57,24,7,0,387,130,282,228,197,151,88,36,10,1127,15,15,18,18,5,3,0,0,76,4,19,30,21,21,20,3,0,117,143,322,279,235,184,112,44,12,1317,3,3,3,4,6,8,0,0,38,65,93,68,59,59,82,36,18,485,279,664,578,426,360,260,89,33,2684
SSC10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC10770,23,11,9,9,7,0,88,0,7,17,8,11,3,0,0,52,18,92,83,55,36,21,8,0,316,19,50,49,42,50,19,4,3,240,44,101,104,94,79,50,33,8,502,4,3,8,6,3,4,0,0,23,3,3,12,21,10,10,3,0,57,50,107,121,116,90,64,31,9,586,3,0,6,0,3,3,3,0,19,14,28,17,21,30,59,77,115,360,106,317,321,258,226,177,133,136,1661
