SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
107011132,856,106,34,998,530,214,50,10,801,4,0,13,813,83,15,916,468,188,42,12,707,3,5,13,720,86,13,823,355,151,32,6,549,6,7,9,559,91,18,667,292,147,29,3,474,4,6,7,486,154,22,664,172,117,34,11,331,0,5,9,333,271,19,624,42,43,21,0,108,0,0,0,108,339,9,459,11,17,4,0,30,0,0,3,34,308,8,352,9,7,4,0,11,0,0,0,11,487,19,519,3630,1965,614,77,6289,117,106,221,6510,2513,243,9270
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,5
107011134,775,152,23,951,459,191,43,8,695,6,10,22,712,127,37,877,518,223,56,9,798,11,7,15,816,148,33,995,491,203,58,4,765,14,11,25,790,184,21,992,448,226,51,8,729,18,0,20,748,291,23,1057,254,175,48,5,482,8,7,13,492,481,34,1008,82,102,23,0,207,5,0,5,213,612,19,841,16,23,4,4,45,0,0,0,45,599,22,667,5,11,4,0,18,0,0,0,23,1170,212,1398,3960,2294,676,70,6997,160,143,310,7305,4666,554,12527
107011545,596,246,57,902,297,172,44,5,524,21,17,36,559,212,45,819,289,188,41,10,532,25,7,34,563,250,60,875,292,168,44,11,508,17,7,22,534,301,39,876,258,162,46,0,475,15,8,22,498,354,40,898,194,144,25,11,370,5,10,17,390,465,29,876,55,34,14,0,99,0,0,0,102,568,28,703,5,22,8,0,35,0,0,0,37,560,39,635,0,6,4,0,10,4,0,4,16,1160,78,1254,2748,1840,565,123,5273,221,152,375,5644,5159,630,11432
107011546,410,145,51,605,197,104,34,4,345,11,4,19,361,149,40,551,208,113,32,8,363,17,6,22,384,169,43,596,207,94,31,4,328,20,11,30,361,204,37,598,177,100,38,0,310,11,3,16,330,266,34,632,93,98,26,5,220,15,7,25,244,352,31,623,29,27,12,6,74,0,0,0,74,400,32,506,5,22,7,0,26,0,0,0,26,422,28,482,0,3,4,0,4,0,0,0,4,1050,65,1122,1743,1167,379,71,3356,156,106,265,3620,3816,560,7996
107011547,169,23,8,212,92,46,10,0,149,4,0,4,154,46,7,208,119,49,14,4,180,0,4,4,187,48,14,242,101,46,17,0,164,3,0,6,166,63,9,243,104,56,19,0,177,0,0,5,181,98,13,293,60,48,10,0,122,9,4,9,135,163,21,323,24,28,9,0,56,0,0,5,56,249,34,332,3,13,0,0,24,0,0,0,24,278,34,334,0,9,0,0,8,0,0,0,8,589,77,671,846,538,159,23,1564,52,35,77,1638,1741,251,3630
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4
107031136,1165,142,51,1355,638,293,63,12,1005,11,5,20,1029,129,34,1189,666,288,87,8,1047,11,9,23,1073,150,31,1255,560,228,68,8,862,22,3,25,884,193,19,1092,461,259,71,10,796,9,5,10,810,273,26,1105,260,180,45,0,490,5,14,19,505,425,27,960,61,92,32,0,181,0,0,4,183,607,24,811,11,26,13,0,48,0,0,0,48,552,24,624,7,10,0,0,20,0,0,0,20,803,165,985,5561,3059,1016,128,9762,175,128,302,10062,4174,543,14780
107031137,297,71,27,393,157,93,22,7,282,6,9,14,294,52,22,371,170,81,15,4,275,9,5,11,284,81,23,384,165,86,31,5,284,5,0,3,291,93,17,406,186,95,17,0,304,7,6,14,315,143,17,469,106,76,22,4,212,4,6,7,222,220,11,451,31,35,14,0,81,4,0,5,82,302,15,404,5,11,8,0,22,0,0,0,22,358,19,393,0,0,0,0,3,0,0,0,7,622,50,678,1563,993,309,71,2929,94,66,159,3085,2339,284,5709
107031138,395,65,15,477,211,118,16,4,351,6,5,9,362,49,15,416,249,125,15,5,392,7,9,16,408,62,17,487,211,123,28,5,368,8,0,8,376,62,26,466,242,155,37,5,435,13,5,17,458,126,17,600,165,137,28,6,337,4,5,15,350,346,26,717,59,80,14,0,165,4,0,7,167,568,33,769,7,28,0,0,45,0,0,0,45,614,31,693,5,18,5,4,30,0,0,0,30,1099,194,1321,1939,1342,266,44,3587,69,77,144,3735,3295,444,7473
107031139,362,30,15,402,198,101,10,0,312,3,0,7,321,30,11,359,219,106,22,3,343,0,0,3,349,37,14,400,192,94,35,5,321,6,0,5,327,44,17,392,177,97,20,3,296,0,5,10,305,68,15,382,98,88,28,3,220,3,3,6,229,238,20,488,40,59,11,3,106,4,0,3,112,366,17,490,3,19,5,0,29,0,0,0,25,338,18,387,0,4,6,0,12,0,0,0,12,439,18,470,1506,1023,259,24,2812,48,46,97,2911,1821,198,4930
107031140,327,51,10,387,232,136,17,6,385,6,0,4,389,25,17,429,260,116,21,10,411,6,3,10,420,55,19,493,246,141,24,9,416,6,9,16,431,67,20,521,225,165,36,10,427,8,5,10,446,128,16,590,164,149,23,4,345,7,10,10,353,265,23,643,61,104,21,0,189,0,4,3,195,448,34,683,24,43,7,0,77,0,0,0,80,439,42,561,19,29,4,0,52,0,0,0,52,840,71,963,1984,1446,290,57,3775,59,67,120,3893,2578,315,6792
107031141,1140,117,35,1293,724,336,100,9,1167,20,7,22,1193,123,46,1360,755,348,89,10,1208,18,14,32,1243,161,40,1444,651,329,91,10,1074,14,11,19,1098,182,26,1302,521,264,72,9,864,12,8,21,884,301,33,1212,286,205,64,4,555,9,5,20,571,592,35,1200,94,92,34,3,221,5,3,8,231,737,37,1007,20,42,6,0,62,0,0,3,67,788,53,898,5,14,0,0,18,0,0,0,24,1030,172,1223,5235,3177,975,110,9501,205,150,355,9854,4972,641,15473
107031142,485,88,23,589,258,125,31,3,419,8,8,10,433,82,22,538,313,143,38,9,506,6,5,10,519,114,22,651,293,154,61,8,512,10,6,12,525,126,24,677,269,150,48,5,476,10,9,18,494,209,22,722,176,132,47,5,361,3,7,14,370,373,29,774,63,60,25,5,149,0,3,0,151,513,20,685,11,21,7,0,41,0,0,3,44,563,26,636,7,5,6,0,16,0,0,0,16,910,109,1030,2511,1558,550,75,4683,123,103,226,4916,3514,420,8849
107031143,853,238,68,1157,430,218,64,7,715,25,17,45,759,252,80,1098,467,271,70,11,817,32,13,47,863,287,76,1227,432,268,66,16,789,22,12,31,815,359,55,1232,406,251,86,17,754,28,16,39,796,499,82,1373,254,220,68,5,548,14,11,24,570,762,62,1395,74,93,31,3,202,3,7,10,206,932,56,1195,20,44,7,4,76,0,0,0,74,1024,73,1174,3,10,6,4,26,0,0,0,28,1929,278,2231,3933,2672,882,157,7642,314,204,523,8171,7535,1143,16847
107041144,1079,175,50,1303,596,314,85,10,1007,16,8,29,1037,187,44,1262,664,291,65,7,1030,12,15,30,1058,224,57,1342,606,257,64,7,936,20,15,30,963,307,44,1317,497,286,73,12,865,23,19,42,908,373,52,1337,311,231,77,13,632,7,7,21,648,598,39,1283,108,136,25,5,278,0,4,6,281,773,42,1091,31,62,12,5,100,0,3,3,102,903,57,1062,13,28,3,5,45,0,0,3,51,2017,242,2309,5088,3425,1108,149,9773,220,248,463,10237,6851,891,17983
107041145,833,149,53,1034,451,233,62,8,754,12,8,24,779,165,31,975,485,221,62,14,776,21,4,31,804,183,44,1029,450,193,44,7,697,13,9,21,715,218,44,981,399,207,66,6,686,17,5,19,707,322,42,1063,215,179,44,4,446,12,13,24,471,553,40,1064,73,73,27,0,176,3,0,7,173,671,34,882,13,39,0,0,54,0,3,3,59,696,32,784,6,15,0,0,28,0,0,0,28,1314,105,1447,3881,2377,729,101,7084,210,171,386,7466,5159,627,13250
107041146,1139,201,36,1382,755,335,69,14,1177,27,12,39,1220,185,39,1440,870,342,63,10,1286,29,17,47,1333,177,39,1548,706,279,67,12,1060,25,7,39,1102,184,25,1313,524,251,58,8,842,16,12,31,871,281,33,1184,294,202,54,0,554,17,10,35,585,511,34,1125,96,103,31,0,234,3,3,6,238,737,42,1020,30,63,12,4,106,0,0,3,108,801,19,923,11,26,4,0,42,0,0,0,42,1719,153,1917,5600,3804,1152,118,10679,280,352,634,11308,6512,853,18677
107041147,516,57,17,591,353,198,38,7,596,3,3,11,603,62,12,684,388,180,43,8,616,5,4,11,624,60,16,706,319,140,39,6,505,3,0,12,516,75,19,606,304,173,47,5,529,5,0,8,542,114,15,669,150,116,32,0,293,6,3,6,307,216,13,534,45,80,22,0,152,0,5,4,158,273,19,444,9,14,4,0,22,0,6,6,29,289,15,326,8,18,3,0,28,0,0,0,28,399,90,515,2568,1630,494,52,4740,80,77,153,4893,2001,273,7176
107041148,623,70,27,726,424,231,41,6,709,5,7,15,726,78,27,828,474,234,39,8,760,19,7,21,782,88,25,895,452,191,53,0,697,9,3,15,710,104,17,835,404,225,49,3,688,11,6,20,707,169,21,894,226,186,49,4,465,5,13,16,480,389,27,896,90,103,19,5,207,4,5,7,218,511,22,746,24,64,9,0,95,0,0,0,99,512,10,616,3,19,4,0,24,0,0,5,23,705,55,783,3149,2085,540,45,5821,104,122,230,6052,3257,297,9605
107041150,1180,163,53,1390,748,381,96,3,1232,22,9,34,1261,167,47,1471,802,363,78,13,1251,14,11,24,1278,175,49,1496,774,311,71,6,1157,14,10,22,1179,215,39,1442,527,295,76,5,910,14,14,25,929,321,44,1294,299,242,83,4,627,10,9,22,645,578,28,1248,88,123,23,3,245,0,3,8,248,820,38,1102,21,41,13,0,75,0,0,8,77,816,41,935,0,13,6,0,24,0,0,0,24,1717,166,1909,5300,3247,972,98,9613,182,199,374,9993,5992,615,16600
107041548,782,158,49,990,336,120,37,7,499,19,5,33,529,153,57,743,329,125,38,8,499,20,15,32,533,140,61,734,384,136,53,8,577,13,8,20,604,185,32,816,373,170,42,5,588,22,12,36,625,282,43,948,238,164,43,0,450,6,10,22,465,463,42,977,75,108,22,3,201,0,6,3,209,630,42,877,31,39,15,0,81,0,0,4,88,656,25,770,15,37,4,3,58,0,0,0,58,1334,181,1567,4759,2624,921,110,8416,242,221,463,8883,5079,813,14775
107041549,811,196,59,1060,438,204,58,3,703,27,13,40,743,162,60,969,481,197,61,5,743,29,4,33,777,160,56,995,441,167,42,12,659,17,5,23,679,205,60,945,350,172,35,8,561,12,13,31,588,276,42,910,200,131,29,3,365,8,7,18,382,390,35,806,68,68,16,0,146,3,4,7,159,474,40,664,17,45,0,0,71,0,0,0,75,532,44,642,6,15,5,0,21,0,0,0,22,955,138,1110,4334,2768,868,117,8083,280,251,535,8621,4699,840,14159
108011151,149,32,23,198,113,47,13,7,174,9,3,12,186,50,25,260,141,79,13,7,243,3,6,13,254,44,35,333,179,101,16,8,300,11,6,14,315,78,26,423,163,98,14,3,279,10,6,14,292,130,37,459,99,86,19,4,211,3,8,8,221,218,23,463,45,46,9,0,101,0,0,0,99,302,40,443,17,18,5,5,43,0,0,0,47,289,35,367,13,29,0,6,45,0,0,0,45,447,66,556,1119,764,139,53,2079,74,51,128,2204,1795,388,4384
108011152,526,100,37,666,276,171,17,8,466,18,0,22,488,107,36,635,319,184,18,10,543,17,6,24,564,156,45,764,312,211,29,11,558,15,6,25,581,178,42,806,273,226,45,10,553,11,16,28,577,275,56,913,226,274,21,6,535,12,13,25,559,610,51,1222,93,162,10,10,274,3,5,9,284,1004,82,1370,31,62,5,0,109,0,0,0,109,1231,97,1440,13,31,8,6,61,0,0,0,61,2383,338,2780,2515,2192,246,118,5072,167,94,263,5335,6542,920,12795
108011153,232,57,23,316,135,95,14,6,248,9,3,11,262,61,43,358,157,101,15,15,285,6,3,7,296,65,38,396,159,119,20,12,310,17,8,22,338,102,32,462,172,142,13,3,334,6,6,20,352,201,41,588,115,166,19,3,305,13,24,34,341,349,59,745,47,79,15,0,140,3,3,10,149,498,58,706,19,31,4,4,57,0,0,3,61,539,65,657,7,19,4,0,31,0,0,0,32,580,71,690,1162,1139,168,73,2550,90,72,161,2711,2689,516,5919
108011154,158,35,4,199,82,68,10,0,165,8,0,8,167,48,4,223,110,60,8,0,177,9,4,9,187,68,12,267,116,90,13,0,220,12,4,12,232,70,11,310,115,107,18,6,243,5,3,12,256,127,13,396,89,102,15,7,210,14,11,28,238,297,28,555,22,63,12,4,99,0,0,0,104,529,20,652,6,23,0,0,38,0,0,0,36,643,48,726,3,21,0,6,27,0,0,0,27,1262,251,1539,880,865,114,54,1907,91,57,147,2060,3255,450,5766
108021155,506,304,70,876,288,163,20,15,485,28,11,37,521,229,80,832,292,158,20,9,475,17,15,28,507,252,75,837,344,180,28,17,566,24,12,42,605,279,62,944,283,199,31,13,524,27,18,46,571,353,73,991,184,203,20,0,414,21,20,39,449,514,67,1038,78,106,21,0,202,0,6,9,211,704,58,981,31,54,4,0,96,0,0,0,96,803,56,956,10,25,4,0,48,0,0,0,48,1351,199,1597,2667,1996,269,143,5082,277,197,477,5558,6189,1050,12802
108021156,291,80,37,406,175,118,14,12,317,11,6,17,331,94,40,462,219,144,21,9,386,6,10,18,404,99,48,552,246,167,21,11,448,7,13,18,470,169,54,689,271,195,33,12,512,15,14,29,544,230,73,849,209,225,29,17,477,14,19,34,507,416,52,978,89,102,9,6,202,7,0,8,218,624,67,904,34,52,4,0,88,0,0,0,89,532,64,678,28,32,3,8,68,0,0,0,72,648,80,802,1886,1536,194,118,3739,126,100,228,3958,3343,661,7968
108021157,170,48,17,234,101,78,10,0,185,0,4,4,192,45,18,253,114,81,0,0,203,3,0,8,210,58,19,281,96,72,11,3,184,7,9,7,194,72,22,281,109,86,16,9,218,7,10,17,233,134,21,391,75,86,15,3,179,0,8,8,191,229,27,447,25,39,9,6,82,4,0,0,83,318,20,419,6,15,3,0,27,0,0,0,27,358,19,408,3,13,0,4,19,0,0,0,19,600,60,680,856,781,88,55,1779,55,63,115,1894,2129,280,4307
108021158,173,69,33,278,106,83,3,3,201,13,6,23,217,65,25,306,122,94,7,8,229,7,7,17,245,80,18,338,129,91,17,4,244,11,12,19,254,95,34,390,119,109,15,9,252,4,6,18,272,158,31,459,101,126,11,7,241,7,6,13,261,340,60,663,43,61,10,0,111,3,4,12,123,510,42,671,16,27,4,0,40,0,0,0,40,565,42,640,11,20,0,3,32,0,3,3,34,1149,108,1297,975,971,107,61,2119,103,80,183,2301,3328,516,6148
108021159,292,73,34,395,135,105,7,4,255,12,0,13,267,61,28,361,217,130,9,0,363,6,6,16,378,77,35,496,210,120,17,5,351,15,7,15,368,114,48,526,216,171,26,8,422,14,12,27,446,217,61,717,147,180,30,11,367,14,5,20,383,342,61,785,85,96,9,0,193,0,5,10,202,473,53,729,39,25,3,0,67,0,0,0,67,495,42,607,18,33,8,5,65,0,0,0,65,563,55,685,1599,1356,162,73,3193,131,88,222,3413,2783,546,6738
108021160,170,27,24,220,97,70,5,0,173,3,0,4,182,34,15,224,129,47,15,4,196,10,0,12,203,54,19,271,109,70,8,0,189,7,5,11,202,68,10,280,134,105,22,4,268,7,6,13,275,131,20,426,89,109,14,3,215,8,5,11,235,261,11,508,21,62,9,4,93,4,6,6,102,460,23,582,11,23,3,0,38,0,6,4,40,583,35,656,4,10,3,0,14,0,0,0,14,838,61,914,933,784,124,33,1872,73,46,123,1998,2637,271,4905
108031161,25,0,0,28,17,8,3,5,31,3,0,3,33,8,0,39,5,10,0,0,23,0,0,0,20,0,0,24,8,3,0,0,18,0,0,0,18,3,3,18,13,14,3,0,34,0,0,0,32,4,4,42,8,13,0,0,26,0,0,0,26,14,3,43,5,10,5,0,17,0,0,0,17,8,5,28,7,3,0,0,7,0,0,0,7,14,5,25,3,5,0,0,9,0,0,0,9,35,9,52,98,108,27,9,241,3,4,6,245,96,36,379
108041162,573,85,32,688,367,202,20,4,601,15,7,27,621,105,28,756,483,231,28,9,758,17,15,31,792,136,16,941,513,297,32,16,860,20,11,30,885,237,37,1161,461,355,64,18,899,27,17,46,941,398,60,1398,297,350,34,10,691,17,26,42,732,811,53,1593,95,147,25,0,268,8,10,13,280,1451,72,1808,22,77,6,4,115,0,3,6,122,1777,81,1978,4,34,0,14,57,0,3,0,61,3002,183,3237,3387,2663,349,117,6514,178,175,344,6858,8558,671,16093
108041164,835,163,77,1075,507,269,29,9,815,18,13,29,843,140,50,1033,556,238,27,14,829,22,6,30,860,192,45,1094,553,242,14,10,823,16,17,37,858,250,47,1149,424,282,35,6,747,15,14,37,782,318,57,1149,282,287,33,9,616,13,22,32,646,574,57,1274,128,172,32,4,330,10,9,17,346,1014,70,1431,30,69,7,8,108,0,3,3,110,1358,86,1556,11,42,12,11,70,0,0,0,72,2764,478,3311,4602,3322,410,146,8476,221,246,466,8941,7742,1243,17928
108041165,202,34,24,255,125,63,10,10,203,7,4,8,211,32,25,265,163,78,3,3,244,10,3,13,261,43,30,327,166,104,17,9,295,9,3,11,306,66,28,403,183,108,16,4,303,3,10,15,315,107,35,458,127,112,9,5,256,9,6,14,274,221,26,518,65,81,7,0,157,4,3,5,161,290,40,487,37,33,0,0,72,0,0,0,72,292,32,399,18,26,0,3,53,0,0,0,53,312,31,396,1322,887,96,51,2360,54,53,113,2466,1609,338,4419
108041166,514,102,41,658,341,175,16,4,541,0,5,13,550,102,41,692,410,194,12,7,616,5,10,12,628,113,47,791,383,202,25,6,610,14,8,22,635,138,36,811,295,194,28,6,530,14,11,26,550,203,24,787,214,213,30,4,465,9,12,20,490,345,23,854,87,100,10,0,194,3,3,5,198,579,24,809,22,50,5,0,77,0,4,4,76,662,35,780,7,20,0,3,36,0,0,4,41,1216,82,1337,3018,2077,248,79,5426,141,115,261,5686,4085,505,10275
108041619,545,82,37,663,373,184,22,9,582,5,6,13,595,96,27,719,453,196,27,3,680,14,6,23,705,87,23,818,383,191,17,8,596,16,13,35,631,119,31,780,346,208,29,8,593,7,10,14,609,185,38,829,236,237,36,5,513,12,17,23,539,355,48,946,91,103,18,0,209,3,4,12,220,557,33,808,21,62,0,5,90,0,4,4,93,650,37,777,5,38,5,0,46,0,0,0,46,985,66,1093,3005,2229,285,73,5587,137,153,292,5880,3560,451,9884
108041620,783,105,29,915,496,261,21,11,787,10,8,22,804,101,19,924,629,265,22,10,931,12,12,25,951,118,31,1102,557,284,39,7,887,14,9,22,912,137,33,1080,461,294,46,3,802,16,8,29,832,240,28,1097,287,270,32,6,594,11,22,35,628,502,31,1164,83,155,17,0,260,4,4,6,267,813,31,1113,28,67,0,3,99,0,4,4,110,1100,49,1255,9,35,3,6,48,3,0,3,45,2532,145,2723,3927,2886,338,92,7239,150,167,318,7556,6272,488,14313
108051167,174,44,13,230,100,46,11,6,160,0,4,8,170,52,15,238,120,80,4,0,201,6,0,10,215,58,22,291,136,92,9,8,242,5,7,7,256,69,16,339,149,104,12,11,281,9,8,15,296,119,25,440,105,99,14,0,215,10,9,18,234,209,32,473,54,46,5,4,114,0,0,3,123,313,32,467,40,41,0,6,86,0,0,0,86,406,32,528,22,21,4,9,55,0,0,0,55,662,56,770,1042,778,105,77,1993,62,48,114,2110,2155,295,4560
108051168,441,69,34,540,266,152,13,13,441,13,8,19,467,77,28,576,347,199,16,12,584,12,7,16,596,75,39,713,328,180,30,11,551,15,5,21,571,152,48,778,309,193,30,6,537,9,13,18,555,264,42,865,235,227,41,15,522,14,9,22,545,527,59,1134,91,129,24,0,249,4,9,7,259,927,66,1253,22,54,5,3,91,0,0,0,91,1019,81,1189,8,20,6,6,46,0,0,0,46,1398,127,1570,2503,1873,257,119,4755,131,100,230,4987,4873,627,10490
108051169,759,222,107,1087,378,203,26,22,627,39,12,50,679,229,86,994,413,263,24,11,717,43,20,61,779,264,76,1122,474,253,22,19,766,26,10,43,808,299,85,1184,418,280,28,14,743,30,14,47,793,407,97,1299,333,269,33,10,646,33,14,42,691,691,100,1480,103,133,14,4,257,5,6,9,270,999,83,1351,34,73,12,3,117,0,0,0,122,1224,107,1451,17,32,3,0,53,0,0,0,53,2525,336,2913,3847,2911,328,174,7260,411,245,659,7917,7995,1465,17372
108051170,340,95,31,463,224,136,26,5,396,13,9,18,408,112,47,571,312,181,19,3,520,14,3,17,530,156,43,730,340,211,27,14,594,20,10,28,624,201,57,881,355,266,40,13,668,28,12,35,703,346,61,1108,267,266,49,10,591,24,14,39,625,688,82,1401,117,153,28,8,300,12,8,18,318,1056,69,1448,44,73,5,7,126,0,0,0,129,1056,70,1252,28,44,3,11,83,0,0,0,83,1300,131,1520,2417,1925,281,130,4750,194,107,299,5045,5530,755,11328
108051171,198,37,12,255,104,54,7,3,170,6,11,14,183,64,11,263,129,56,9,0,192,3,0,10,199,61,22,284,136,84,13,7,235,3,10,14,244,75,13,334,140,97,3,0,240,3,5,10,253,137,36,425,99,82,10,5,186,6,11,17,199,185,34,415,34,47,3,0,88,0,7,7,95,269,24,390,12,9,0,0,21,0,0,0,21,324,23,364,5,8,0,0,9,0,0,0,9,543,74,628,1110,743,92,42,1988,68,84,150,2136,1964,326,4426
109011172,1141,117,49,1314,661,280,26,4,977,17,13,29,1001,114,41,1157,635,246,33,5,921,15,3,18,943,98,34,1081,613,224,19,7,865,15,6,20,882,129,30,1039,424,211,31,4,670,8,15,29,693,191,39,920,341,228,24,0,589,16,13,29,625,321,32,974,111,120,21,0,254,0,6,7,266,555,27,846,17,65,5,0,88,0,0,3,90,600,32,729,10,25,3,0,41,0,0,0,41,1156,97,1291,5520,3130,371,83,9109,157,180,339,9441,3970,570,13974
109011173,449,100,54,599,304,111,15,3,434,17,4,20,454,100,30,578,308,151,16,4,477,17,5,20,501,115,43,659,344,144,22,5,512,3,6,14,523,108,43,681,290,136,20,3,454,16,3,22,478,144,42,657,190,160,23,3,373,9,6,13,384,248,44,688,54,83,8,0,143,4,0,9,148,372,32,559,19,40,5,0,58,0,0,0,58,418,34,515,0,10,0,7,19,0,0,0,19,827,68,910,2761,1693,226,66,4746,131,120,254,4995,2963,650,8607
109011174,496,65,48,608,291,144,13,3,454,21,7,30,483,79,33,595,331,118,8,5,464,17,5,20,478,69,29,579,338,165,25,3,529,12,7,16,550,109,46,705,326,156,15,7,500,8,3,19,523,165,35,718,253,171,24,3,450,12,4,21,470,255,32,758,100,138,15,9,256,0,3,6,261,399,37,702,29,67,11,0,108,0,3,3,110,503,32,648,9,41,0,3,52,0,0,0,56,1049,86,1194,2949,1800,204,72,5022,150,102,254,5277,3117,519,8910
109011175,584,74,53,710,338,186,25,9,555,3,9,16,565,83,54,707,417,174,18,10,615,17,0,20,631,75,63,776,438,169,27,10,653,5,0,8,663,116,71,846,432,206,34,8,675,13,3,18,689,161,75,932,327,205,38,12,582,11,9,17,600,296,76,974,147,133,17,11,307,6,0,7,310,456,81,849,58,64,3,11,134,0,0,0,135,551,56,737,51,42,12,14,116,0,0,0,116,790,105,1015,3426,1937,281,112,5753,98,74,169,5925,3225,796,9946
109011176,714,147,67,927,380,237,9,10,635,30,11,37,671,174,57,904,351,209,20,11,591,29,11,42,632,161,52,840,381,173,22,12,589,22,9,25,618,202,56,876,350,189,26,17,580,19,13,29,613,250,43,900,250,196,26,10,478,21,18,43,518,370,56,943,121,131,14,0,270,3,9,14,280,675,51,1007,18,52,6,0,79,0,0,0,78,764,53,896,4,16,0,0,27,0,0,0,27,1297,154,1477,3743,2473,262,142,6625,266,195,459,7086,4901,841,12831
109021177,96,22,18,133,60,21,3,6,88,7,5,3,95,13,24,132,73,28,0,5,104,0,4,4,109,16,12,141,95,38,5,3,142,3,0,9,145,29,21,200,115,57,3,6,178,10,0,10,187,50,29,270,102,50,3,3,155,5,3,5,157,71,23,254,38,26,5,0,69,0,0,0,69,79,19,170,18,15,0,0,36,0,0,0,36,105,26,160,10,6,0,0,30,0,0,0,30,266,47,348,806,407,41,45,1292,34,18,54,1347,778,300,2429
