SA2_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
121031410,1111,200,27,1334,947,311,61,15,1336,19,16,39,1373,245,24,1642,961,324,56,15,1357,32,12,49,1407,237,29,1667,891,312,51,13,1269,21,19,35,1304,221,24,1550,709,280,40,8,1041,34,9,41,1085,302,29,1417,447,234,45,5,732,16,11,26,757,415,20,1193,179,219,37,9,449,13,10,23,471,628,37,1136,73,132,21,0,231,0,6,7,238,753,18,1007,37,96,20,3,154,0,5,5,155,2225,74,2462,5944,3043,747,119,9854,217,216,436,10290,6475,347,17110
121031411,976,146,23,1144,846,278,38,5,1167,23,5,29,1192,141,17,1351,908,294,36,10,1248,27,15,46,1294,173,20,1487,888,303,43,9,1245,32,15,45,1291,201,16,1508,683,301,63,9,1050,30,11,37,1089,266,19,1373,347,246,46,5,641,13,3,18,664,386,18,1069,164,183,34,0,391,10,8,18,410,532,23,959,71,116,17,3,213,0,4,4,218,759,22,998,19,107,8,5,135,0,0,3,140,2461,237,2839,5568,2988,699,74,9324,213,187,401,9725,6325,457,16505
121031412,850,140,29,1023,744,237,34,5,1020,21,3,25,1049,159,30,1239,817,288,44,10,1166,24,6,33,1197,179,20,1389,814,309,32,8,1164,24,9,34,1193,232,42,1468,611,239,49,5,904,24,9,34,940,251,24,1219,411,224,42,8,678,12,8,24,698,363,25,1089,157,161,19,4,341,0,6,11,348,483,14,852,72,106,13,0,199,0,0,0,203,655,24,878,28,84,14,0,128,0,3,0,135,1690,83,1902,5170,2743,649,79,8644,180,147,328,8969,5439,379,14785
121041413,1428,145,56,1627,945,231,60,12,1245,26,15,35,1283,139,32,1460,917,192,46,10,1160,29,11,36,1201,144,40,1384,784,219,48,8,1059,38,14,52,1110,157,42,1309,606,228,29,0,869,24,8,30,899,219,34,1155,363,257,35,6,662,24,16,40,702,298,33,1026,198,221,27,3,450,6,8,12,458,525,32,1018,84,167,27,3,279,0,3,5,284,680,33,1000,28,91,5,0,133,0,0,3,135,1247,82,1459,7202,2663,672,94,10630,218,144,364,10993,4336,538,15864
121041414,1735,147,55,1940,992,246,59,15,1309,19,20,38,1345,146,53,1546,806,190,42,8,1039,26,5,27,1069,119,29,1222,706,154,29,4,890,35,12,45,932,142,26,1106,444,146,32,6,625,28,4,32,658,164,18,843,330,176,23,6,536,9,13,24,559,294,37,887,137,139,19,7,293,6,6,17,311,424,25,760,56,92,14,0,164,4,9,13,173,573,20,764,24,65,9,4,100,0,3,6,104,931,56,1090,8030,2303,663,102,11095,223,137,366,11454,3593,503,15551
121041416,1348,122,66,1542,824,203,51,11,1088,36,7,39,1127,117,65,1311,654,164,31,5,859,36,6,44,901,118,38,1055,570,142,38,12,751,36,11,46,797,149,51,987,460,183,31,9,687,26,13,37,724,202,42,962,327,195,28,4,555,18,15,37,596,313,55,961,148,164,29,0,341,5,5,11,349,458,45,854,72,117,9,3,207,0,4,4,205,562,47,817,33,100,6,5,145,0,0,0,149,1312,203,1659,7077,2284,600,115,10073,260,151,411,10480,4014,834,15333
121041417,1190,114,78,1384,600,121,32,3,754,22,3,27,785,84,58,923,481,108,20,0,606,11,3,17,630,88,50,763,434,95,20,3,560,25,3,25,590,107,48,739,344,141,24,0,517,14,20,34,552,162,54,767,223,147,19,0,393,15,14,23,416,226,39,679,108,106,12,0,228,3,4,9,233,277,31,546,56,89,14,0,151,3,0,4,156,377,35,565,36,67,9,0,110,0,0,3,116,641,67,828,5514,1602,432,71,7625,183,112,292,7914,2634,700,11248
121041688,782,106,31,923,528,139,36,13,712,16,4,21,729,110,30,864,586,146,23,9,760,16,5,20,783,152,32,972,512,178,26,11,728,17,5,25,752,187,33,976,460,177,39,6,688,21,13,30,722,212,33,961,278,191,39,3,511,14,12,24,533,287,33,854,129,172,18,0,322,0,0,5,326,425,25,779,50,132,19,3,201,0,4,4,203,569,26,797,39,114,5,0,168,0,0,0,166,1435,126,1719,4254,1924,479,109,6763,147,106,255,7013,4191,457,11662
121041689,768,107,24,891,565,161,25,12,773,14,7,24,790,141,28,963,679,194,37,12,919,20,6,32,947,163,31,1139,671,186,31,4,890,20,11,36,925,196,31,1151,497,211,19,8,730,24,8,34,763,213,24,996,320,223,25,0,563,8,7,16,587,298,32,912,165,162,17,0,350,8,4,9,359,384,17,765,74,124,15,0,211,3,7,5,214,510,15,741,27,115,9,0,155,0,0,0,156,1199,56,1412,4748,2091,472,70,7394,152,113,266,7659,4034,365,12058
122011418,970,136,34,1142,875,305,62,12,1250,20,6,28,1282,180,34,1488,1091,389,51,18,1551,23,10,43,1589,220,47,1862,992,357,65,10,1421,26,15,39,1467,219,40,1726,765,337,54,15,1165,29,18,49,1219,303,43,1564,343,276,48,3,672,16,14,32,710,375,36,1121,139,188,24,3,353,3,3,7,362,496,21,878,58,110,14,3,188,0,0,0,184,639,27,845,23,79,10,0,113,0,0,0,117,1377,78,1569,6127,3221,805,113,10269,186,169,362,10628,5164,464,16258
122011419,1819,195,90,2101,1045,296,51,7,1401,30,13,39,1435,166,78,1686,874,290,36,6,1209,36,6,46,1252,193,51,1496,774,282,45,11,1107,35,9,44,1150,191,67,1408,633,328,34,9,998,20,24,39,1042,287,44,1376,400,313,33,3,748,18,12,24,771,446,51,1267,152,192,23,4,371,8,6,17,389,529,36,954,42,115,20,0,183,3,3,5,186,667,32,882,21,85,6,4,116,0,3,0,119,1387,123,1630,8599,3370,811,114,12899,284,174,461,13355,4966,877,19198
122021420,463,98,24,584,351,195,36,9,590,11,9,14,605,106,29,743,468,202,49,15,737,13,6,22,754,123,43,920,445,230,48,0,731,10,11,21,747,138,34,915,436,288,51,14,781,13,8,23,808,204,17,1031,321,278,43,5,649,11,7,23,671,369,31,1073,136,235,29,4,406,3,6,9,419,521,20,962,57,142,13,6,223,3,0,3,224,636,25,892,20,76,10,4,111,0,0,0,114,1168,120,1399,3089,2385,559,94,6124,120,103,226,6351,4010,440,10793
122021421,429,55,13,500,342,152,18,10,524,5,9,5,531,57,26,609,441,186,35,3,664,10,3,13,680,97,29,807,437,200,38,5,683,16,8,21,707,115,37,856,377,225,52,10,662,13,4,15,675,149,38,863,233,196,30,9,466,4,5,10,472,291,25,786,102,138,22,6,270,0,4,4,272,408,28,710,41,103,12,0,161,0,0,0,163,516,31,708,20,72,8,0,105,0,0,0,105,1306,111,1517,2777,1952,464,58,5248,65,86,149,5399,3544,405,9351
122021422,580,58,33,672,378,205,46,9,641,6,6,15,656,78,19,750,571,225,40,11,847,20,11,31,881,95,23,1000,579,272,58,3,916,8,7,20,929,127,27,1087,524,291,49,14,877,16,12,30,914,186,46,1144,335,284,54,6,677,17,16,29,710,348,33,1092,134,217,31,3,382,0,5,12,392,489,20,903,48,107,13,0,168,0,4,7,179,581,19,780,22,64,13,4,98,0,3,3,97,997,54,1148,3862,2586,625,77,7150,126,118,239,7387,3587,367,11343
122021690,656,69,34,762,463,264,51,6,786,11,8,20,806,91,33,933,625,260,53,11,948,15,5,21,968,94,44,1108,523,229,58,10,822,18,6,21,846,84,34,961,424,242,48,5,723,16,13,30,754,161,27,941,286,232,44,5,573,10,8,17,589,245,38,869,122,162,39,3,320,3,3,10,329,501,39,865,35,79,16,0,128,0,0,0,129,640,53,821,17,45,13,8,77,0,0,0,77,1478,415,1969,3813,2464,640,82,6995,131,111,240,7234,3948,837,12017
122021691,579,60,30,671,428,230,46,10,712,11,4,13,725,81,39,840,512,224,27,8,767,7,3,14,776,74,31,885,463,186,43,4,696,15,0,15,715,90,17,819,358,183,40,0,578,8,6,17,597,113,15,722,205,170,27,3,406,7,8,16,424,178,30,635,75,104,21,3,201,0,0,3,203,285,26,508,18,51,19,0,91,0,0,0,92,353,13,461,9,29,5,0,44,0,0,0,46,555,54,653,3172,1992,520,54,5740,85,79,165,5902,2293,341,8538
122031424,748,110,28,890,545,216,39,11,813,6,4,11,830,101,37,966,670,248,43,8,967,12,9,19,983,135,31,1150,553,268,61,7,880,27,5,32,914,144,32,1085,446,252,56,3,761,16,8,22,776,203,27,1010,253,201,56,3,518,12,15,21,537,300,21,859,89,97,24,4,205,6,3,4,215,425,34,670,33,54,12,0,92,0,0,0,92,468,22,588,13,33,4,0,52,0,0,0,52,1179,120,1355,4011,2361,685,94,7152,117,117,239,7393,3837,442,11672
122031425,392,46,20,461,304,169,26,0,498,5,0,4,507,47,20,576,392,158,28,0,580,5,5,9,591,49,20,654,322,150,34,4,511,8,3,11,523,47,18,585,238,105,21,0,371,8,5,13,379,76,16,470,132,92,25,0,243,5,3,6,252,136,18,403,53,53,13,0,125,0,0,0,127,209,8,346,12,30,6,0,50,0,3,3,51,351,14,413,0,15,0,0,22,0,0,0,24,811,62,896,2155,1319,353,33,3859,64,66,132,3988,2176,252,6410
122031427,535,95,26,652,521,234,35,6,803,10,0,12,818,106,25,945,694,250,45,0,997,13,8,24,1019,123,13,1157,583,245,49,8,884,11,4,13,902,142,13,1061,428,228,44,9,702,16,11,23,725,156,29,907,216,171,27,5,409,12,5,19,426,219,20,664,99,90,15,0,208,5,4,8,215,312,6,539,31,51,8,0,87,6,0,6,94,394,21,508,7,32,11,3,50,0,0,0,50,1292,126,1466,3504,2138,513,54,6214,105,103,212,6423,3604,326,10358
122031429,1590,168,74,1829,999,345,83,18,1446,19,8,25,1468,145,57,1666,999,349,55,12,1411,33,16,54,1460,174,59,1697,891,338,66,14,1313,20,13,36,1344,196,54,1595,634,300,52,4,999,23,9,29,1030,226,35,1287,345,264,62,5,675,9,7,20,697,369,29,1089,138,178,35,3,349,3,12,17,361,488,30,876,40,66,12,6,120,0,0,5,123,523,25,677,6,33,13,0,52,0,0,0,52,1003,98,1150,7830,3531,996,147,12505,199,182,382,12887,4360,659,17904
122031430,973,121,25,1116,839,361,71,9,1277,22,9,27,1302,134,32,1466,910,331,48,14,1296,15,7,25,1323,150,29,1498,784,317,49,11,1157,20,10,32,1188,160,35,1384,500,254,46,4,803,20,6,26,827,156,21,1009,278,204,46,0,525,12,12,23,545,267,18,830,114,126,35,0,277,3,10,11,290,390,19,699,29,67,12,0,103,0,3,3,110,530,32,671,7,25,0,0,35,0,0,0,39,1207,169,1413,5312,2888,723,65,8992,155,132,287,9285,3941,490,13715
122031432,137,21,7,161,113,46,13,0,174,0,0,3,175,32,5,216,154,73,16,6,237,4,0,0,242,43,8,293,153,84,19,0,256,4,0,4,264,51,8,318,115,80,17,3,214,4,3,3,218,46,5,272,81,60,19,3,161,0,0,0,167,83,7,260,37,43,7,0,85,0,0,0,88,119,3,215,19,22,3,0,42,0,4,4,46,168,14,225,13,28,4,0,42,0,0,0,42,393,11,448,976,649,171,19,1820,31,15,46,1863,1160,99,3122
122031692,352,33,10,389,317,152,37,3,508,6,4,8,514,49,4,568,421,159,32,4,619,5,4,12,626,67,13,700,376,148,42,0,572,7,8,14,589,73,7,670,281,136,23,11,453,14,3,17,470,79,3,544,143,75,24,0,243,0,3,8,248,130,6,386,66,77,19,0,157,5,4,4,164,215,8,389,21,49,18,0,89,0,0,0,89,399,13,494,5,35,7,0,50,0,0,0,47,1286,53,1383,2237,1319,421,45,4021,58,63,123,4144,2775,148,7063
122031693,776,95,22,895,537,195,50,15,800,11,0,16,811,100,19,939,614,214,48,8,882,12,8,15,896,119,50,1065,567,262,47,5,879,10,8,17,895,144,40,1079,423,242,53,3,722,19,9,29,744,156,29,933,266,213,34,4,516,8,8,14,530,279,40,844,110,123,29,4,257,7,0,5,266,387,25,680,35,62,13,0,115,0,4,4,118,446,16,580,9,34,9,3,57,4,0,0,57,1017,42,1115,4226,2444,668,89,7432,119,104,224,7649,3424,406,11477
122031694,536,69,33,640,343,144,29,5,515,9,7,8,524,77,21,622,395,181,38,7,622,10,4,16,639,67,26,731,385,179,28,9,603,15,5,19,621,93,20,741,323,162,34,11,528,11,3,14,539,95,15,646,168,111,25,3,306,4,4,9,314,174,9,500,50,61,17,0,130,0,4,4,132,205,14,352,17,24,5,0,50,0,0,0,49,224,13,293,0,11,0,0,14,0,0,0,14,415,19,457,2843,1644,469,72,5037,87,80,166,5199,1922,267,7396
122031695,1617,185,88,1887,786,308,82,12,1188,29,15,39,1226,173,45,1453,686,259,55,7,1005,20,9,34,1035,135,36,1208,591,202,66,16,875,20,15,33,906,154,27,1089,456,194,65,9,730,18,9,24,754,194,36,982,282,179,57,5,527,9,12,24,553,280,27,856,123,100,40,0,264,9,7,13,277,382,33,687,18,40,10,0,71,0,0,4,70,414,19,506,17,19,3,0,39,4,0,4,39,829,71,941,6335,3192,905,157,10592,230,196,425,11012,3572,628,15211
122031696,853,115,20,988,747,281,62,11,1096,7,9,19,1117,110,21,1247,920,355,70,10,1357,19,12,34,1391,128,35,1554,787,318,56,9,1167,20,14,34,1203,158,27,1386,581,265,64,11,914,13,13,22,941,166,15,1125,297,193,52,0,547,9,13,27,571,235,21,832,99,135,33,0,266,8,6,8,279,453,12,737,44,78,21,0,133,0,0,0,136,595,8,744,25,48,10,0,87,0,0,4,86,1260,17,1366,4981,2824,818,79,8708,138,148,284,8992,4198,253,13445
122031697,645,63,24,731,396,165,36,4,605,9,6,11,619,66,23,713,410,178,40,3,637,15,0,15,649,76,22,748,390,165,39,7,599,7,5,17,614,92,20,724,335,180,43,3,552,12,4,16,562,101,22,684,203,147,25,4,377,11,6,20,394,184,18,600,74,103,20,0,198,0,3,3,202,344,19,563,28,47,8,5,91,0,0,0,88,471,35,600,6,37,10,3,51,0,0,0,51,1647,165,1862,3133,1810,489,55,5485,87,73,160,5649,3462,445,9564
123011433,679,90,37,806,432,231,45,8,708,9,4,9,722,90,31,843,496,201,38,10,749,10,6,14,762,102,24,893,458,167,72,6,701,13,0,13,708,117,35,865,308,165,55,0,535,5,3,6,537,147,21,701,256,138,46,4,447,7,4,13,459,300,22,776,97,98,19,0,219,0,3,8,217,476,25,719,28,51,12,0,81,0,0,0,83,618,39,743,6,19,5,0,30,0,0,0,29,1357,200,1588,3483,1915,714,72,6180,89,80,175,6358,3837,514,10709
123011698,454,51,15,515,230,79,32,4,342,4,0,7,350,67,18,436,268,96,28,4,397,6,0,6,399,60,9,469,174,71,28,0,272,8,3,8,285,50,3,339,134,56,29,3,221,4,0,5,228,78,3,313,90,49,18,0,159,3,0,4,163,81,5,247,16,21,7,0,46,0,0,0,43,114,6,169,6,8,3,0,17,0,0,0,17,109,5,128,3,0,0,0,8,0,0,0,8,135,10,151,1929,919,412,57,3317,68,34,102,3422,1182,158,4756
123011699,917,124,40,1089,521,214,72,8,807,23,8,21,832,106,30,965,513,191,62,6,769,13,0,17,782,135,20,934,413,173,56,13,651,7,7,15,664,124,31,821,340,163,53,8,559,9,0,13,572,150,17,737,206,146,47,6,407,9,3,9,416,236,18,674,74,65,18,0,154,0,4,4,157,397,16,578,20,28,4,0,47,0,0,0,46,419,19,484,9,11,0,0,16,0,0,0,16,622,41,691,4019,2054,768,113,6953,122,91,213,7169,3145,363,10672
123011700,660,97,22,776,475,183,52,13,730,3,3,7,738,113,20,872,641,245,69,0,962,22,0,23,983,120,33,1138,482,156,63,7,711,13,0,14,723,101,13,841,331,123,39,4,494,10,3,14,508,92,10,611,173,95,26,5,300,4,7,7,307,206,12,517,62,42,18,6,121,0,0,0,122,246,5,375,14,14,0,0,27,0,0,0,27,268,7,302,0,8,4,0,7,0,0,0,7,362,9,385,3416,1741,686,84,5926,103,70,173,6099,2298,190,8588
123011701,1117,189,39,1348,745,329,89,10,1173,18,11,29,1203,150,46,1397,848,306,102,13,1264,25,12,33,1295,185,22,1502,805,274,69,16,1165,12,9,16,1182,170,27,1373,599,251,80,9,938,12,3,23,957,205,40,1196,301,162,55,8,525,6,3,13,538,335,27,901,113,83,30,8,231,0,0,9,236,422,25,678,29,42,11,0,79,0,0,0,79,467,13,559,7,3,5,0,14,0,0,0,13,547,23,586,5751,3014,1111,164,10044,214,153,365,10406,3837,417,14652
123011702,904,94,15,1012,358,121,30,10,517,11,9,18,535,63,19,617,312,80,27,5,429,9,4,17,441,50,14,509,201,72,19,4,302,3,0,9,305,53,7,365,143,51,31,4,224,3,0,3,229,66,14,301,87,51,21,0,157,0,4,0,159,107,8,270,44,21,7,0,74,0,0,0,69,132,4,208,4,12,3,0,18,0,0,0,19,140,7,166,0,0,0,0,3,0,0,0,3,122,7,135,3073,1342,620,82,5116,91,57,151,5269,1309,188,6763
123021436,1049,360,85,1495,516,252,91,18,876,33,14,44,926,299,91,1309,489,209,105,14,813,28,12,38,853,309,91,1251,379,171,80,18,640,30,8,40,683,330,63,1078,399,162,78,6,652,17,7,23,673,354,72,1104,217,114,68,7,407,9,11,21,427,453,45,924,89,63,30,0,187,4,3,11,197,599,36,835,21,30,10,0,63,0,0,0,67,650,43,749,7,13,4,0,25,0,0,0,19,825,77,924,4149,2237,1221,178,7779,357,179,530,8315,6013,951,15284
123021437,1261,387,141,1787,644,252,113,15,1032,52,16,64,1096,296,102,1490,617,191,79,17,899,32,18,45,947,269,87,1306,468,171,96,6,746,36,3,42,786,271,62,1127,414,166,80,7,662,26,10,35,699,347,71,1115,295,152,56,10,510,21,18,42,549,405,65,1018,125,85,33,3,246,5,5,6,257,594,50,896,21,29,10,0,60,0,3,3,62,767,55,893,6,11,13,0,34,0,4,4,31,1301,120,1455,5300,2502,1273,192,9263,435,259,695,9961,6586,1245,17797
123021438,1099,383,116,1594,568,259,97,24,949,42,5,45,986,290,92,1370,531,202,98,15,850,28,11,41,889,247,77,1214,462,193,104,17,778,23,6,34,802,285,52,1141,503,211,113,11,828,24,11,35,866,371,45,1282,405,197,117,5,718,12,13,25,748,542,49,1339,125,93,49,5,278,0,8,10,279,669,43,995,22,35,14,3,70,0,0,0,72,573,23,667,0,3,0,4,5,0,0,0,5,624,34,665,4709,2437,1360,182,8687,325,214,538,9225,5634,844,15701
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021441,945,274,73,1294,470,197,93,21,789,31,6,35,822,245,54,1125,455,186,84,13,740,27,10,37,773,190,62,1024,380,147,82,7,614,25,4,31,649,213,53,913,341,147,73,9,570,17,7,24,590,275,56,925,243,146,75,6,470,15,10,23,496,422,45,966,123,94,39,5,259,4,4,13,272,648,35,951,34,38,17,3,93,0,0,0,93,778,39,910,8,15,9,0,36,0,0,0,36,889,84,1008,3732,1995,1061,155,6941,290,159,449,7391,5243,750,13383
123021443,1309,371,109,1782,612,291,100,31,1030,29,14,37,1072,349,88,1505,573,243,81,19,917,26,19,44,960,339,73,1377,493,199,82,14,786,24,7,37,814,347,62,1224,503,208,84,14,808,29,15,44,851,381,66,1299,311,153,77,8,544,22,14,27,579,509,44,1123,124,75,40,6,246,4,0,5,253,738,40,1034,18,28,6,0,58,0,0,0,60,633,45,736,4,3,4,4,18,0,0,0,18,637,121,772,4735,2662,1061,224,8678,354,255,608,9285,6114,1023,16420
123021444,937,325,107,1363,506,228,89,20,834,32,9,43,877,295,71,1245,543,192,94,9,838,25,5,35,871,286,77,1230,531,204,80,8,825,30,10,38,863,321,54,1235,539,215,94,10,868,30,15,35,905,392,61,1354,395,191,101,11,702,28,9,37,738,632,54,1426,146,98,41,0,294,13,3,11,299,864,71,1238,30,48,15,0,92,0,0,5,93,856,79,1030,4,19,9,0,32,0,0,0,33,939,235,1208,4659,2413,1230,156,8462,339,186,524,8988,6731,1117,16836
123021703,1434,394,60,1892,630,180,69,19,903,24,12,34,939,231,39,1207,359,135,47,9,554,17,3,23,583,193,23,794,244,77,32,7,364,14,4,20,385,128,19,531,186,69,39,12,301,5,0,9,308,170,20,505,109,58,30,7,204,5,7,11,213,214,22,448,42,39,11,0,91,5,0,8,97,225,10,333,8,11,4,0,31,0,0,0,29,243,9,284,3,10,3,0,19,0,0,0,18,345,23,389,4078,1680,779,142,6679,178,143,323,7002,3402,415,10819
123021704,761,164,36,959,419,146,46,12,616,23,10,32,646,126,28,804,345,104,33,9,496,14,4,17,511,128,23,670,280,77,37,3,399,18,13,33,427,151,24,607,227,95,46,4,374,11,4,13,387,173,27,586,162,85,31,3,281,8,9,16,292,171,24,482,60,31,18,6,111,0,0,4,119,282,22,422,8,6,0,0,18,0,0,0,16,240,47,304,4,7,0,0,5,0,0,0,5,423,326,754,2837,1226,484,113,4659,175,118,287,4946,2703,689,8339
123021705,978,262,94,1336,503,234,69,13,820,30,11,42,865,265,67,1200,450,187,56,8,705,24,10,32,733,218,63,1009,469,170,64,8,712,19,9,28,747,230,50,1030,449,147,79,12,691,24,12,32,716,329,54,1101,324,135,68,8,535,21,7,32,566,493,34,1095,97,54,38,4,192,4,4,5,200,612,23,833,29,22,7,0,60,0,0,0,60,548,24,641,10,14,4,0,24,0,0,0,24,728,69,820,4139,2031,806,133,7104,306,185,492,7596,5001,732,13334
123021706,650,329,91,1061,382,186,53,25,645,26,18,51,697,238,85,1021,341,159,64,0,570,28,17,45,616,251,70,932,280,122,56,9,466,29,11,37,509,243,51,800,283,121,41,8,457,14,10,26,483,318,59,855,188,100,40,9,333,9,5,19,348,350,33,733,75,41,22,3,141,3,0,6,150,453,35,632,15,18,7,3,41,0,0,0,41,466,35,546,3,6,5,0,11,0,0,0,11,658,76,738,2699,1517,623,117,4956,304,187,492,5447,4707,816,10966
123031445,281,52,16,348,185,87,17,6,299,9,4,10,308,44,18,366,203,103,27,8,340,4,3,6,350,58,25,430,209,97,29,9,332,7,0,7,336,63,16,417,164,68,24,3,263,7,0,3,266,84,17,371,116,67,18,5,198,0,0,6,203,152,15,366,52,43,10,0,108,0,0,0,109,196,10,317,12,14,3,3,36,5,0,5,37,264,15,319,9,13,4,4,22,0,0,0,23,399,30,445,1593,895,265,49,2807,69,37,105,2908,1623,217,4749
123031446,723,103,53,878,438,152,45,7,644,3,5,4,649,53,24,728,404,152,49,10,616,7,0,10,626,74,34,732,348,138,43,10,536,9,3,13,555,89,39,683,275,147,54,10,490,0,4,0,490,129,41,660,194,98,37,4,335,0,6,8,337,216,26,582,69,57,18,3,147,0,0,0,151,325,23,504,20,20,10,0,56,0,0,0,60,387,20,462,4,20,7,0,31,0,0,0,31,532,133,694,3094,1594,577,105,5367,58,54,112,5487,2436,511,8431
123031447,951,152,50,1160,555,216,61,9,845,16,11,27,869,148,52,1071,606,306,79,18,1005,22,7,37,1037,191,58,1285,644,248,71,14,972,18,6,29,1000,198,48,1244,494,232,66,19,801,19,7,20,823,258,32,1113,338,216,69,6,637,9,5,13,650,399,27,1076,108,108,26,4,243,5,0,7,252,673,52,974,30,44,8,0,84,0,3,3,84,675,41,803,8,21,3,3,39,0,0,0,39,1025,202,1261,5218,2874,933,159,9184,197,120,317,9501,4701,784,14989
123031448,527,74,51,649,268,135,55,11,463,3,5,9,476,89,25,589,357,186,50,12,600,0,0,8,606,80,34,719,329,149,37,13,530,4,4,8,540,89,26,659,247,110,45,9,407,6,3,8,417,142,23,574,172,116,47,6,337,5,4,6,344,220,28,585,84,79,22,5,197,0,3,3,199,333,27,558,33,35,9,0,86,0,0,0,86,357,29,472,12,18,0,0,32,0,0,0,29,448,48,529,2605,1557,559,103,4822,67,78,142,4969,2385,405,7760
124011449,241,52,14,309,121,90,34,4,243,7,6,13,256,51,10,316,162,98,30,0,293,6,0,8,299,65,22,383,168,97,28,3,297,8,0,8,305,75,27,406,152,148,39,8,342,13,7,18,358,140,26,522,105,108,31,0,241,9,7,13,259,230,22,506,47,85,27,0,154,0,3,9,159,311,28,496,15,41,12,0,73,0,0,0,78,385,27,488,6,26,0,0,37,0,0,0,37,598,42,669,1091,949,328,34,2402,60,44,106,2509,2186,269,4965
