SA3_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
12404,0,0,0,6,8,23,14,19,8,78,0,0,5,7,9,3,0,3,0,29,3,0,0,40,9,10,21,7,3,86,0,0,4,16,3,7,4,0,0,32,0,0,0,10,9,3,0,0,0,28,0,0,3,11,3,0,0,3,0,19,0,0,5,23,19,18,21,14,0,98,0,0,0,6,13,26,34,17,11,110,0,0,0,3,5,3,0,0,0,11,0,0,0,14,0,4,9,0,0,33,0,0,3,18,15,8,13,5,0,67,0,0,0,36,18,8,4,4,0,72,0,0,3,11,17,102,132,49,16,329,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,39,45,26,14,149,0,17,45,189,130,88,48,16,0,535,0,0,0,5,6,11,7,6,0,36,0,0,4,18,4,4,0,0,0,25
12405,0,0,11,6,13,41,45,53,6,183,0,0,3,8,5,6,4,0,0,40,4,47,77,541,125,119,84,36,10,1047,0,4,8,46,24,14,15,0,0,111,0,0,5,33,15,12,6,0,0,73,0,6,42,86,46,25,13,0,3,217,0,0,0,30,22,38,29,12,7,138,0,3,0,14,36,66,79,46,20,262,0,0,0,11,3,0,0,0,0,18,0,3,12,30,21,5,5,4,0,86,0,3,16,107,68,87,40,14,5,339,4,4,8,25,14,26,14,4,0,98,0,0,4,25,26,110,125,45,8,348,0,0,3,21,21,27,19,8,3,94,0,4,4,20,11,9,3,0,0,55,0,0,3,30,0,4,0,0,0,35,0,0,0,8,4,30,36,23,7,107,26,184,294,671,209,170,41,13,6,1613,0,0,0,6,11,26,22,5,0,62,6,23,41,117,37,32,13,3,0,277
12501,0,0,0,3,14,30,59,60,17,179,8,27,121,446,144,188,59,16,4,1012,92,159,423,1978,210,136,80,34,12,3127,8,32,71,298,81,49,39,13,3,593,3,56,98,351,42,22,8,3,0,591,8,57,119,402,208,66,12,13,3,888,0,3,3,55,6,13,20,11,3,110,0,8,3,38,49,66,77,100,48,388,0,0,12,51,22,10,4,4,0,110,65,165,636,2905,814,532,224,79,10,5429,10,28,93,528,449,421,293,112,27,1963,7,27,82,353,72,87,42,17,3,692,0,0,0,5,4,11,32,32,8,86,0,0,6,29,9,16,6,3,0,69,0,13,41,227,128,74,28,12,8,533,9,58,869,2255,43,27,13,0,0,3273,0,4,4,11,0,4,8,0,3,33,22,103,148,354,136,93,48,6,0,903,0,0,0,7,4,0,3,0,0,18,68,251,551,1588,211,94,19,5,0,2784
12502,0,0,0,12,15,13,39,50,11,139,16,70,176,665,395,650,198,41,12,2223,31,119,131,788,234,177,106,39,15,1642,0,19,44,236,87,65,40,17,4,514,3,42,59,401,132,115,65,24,6,848,6,4,0,40,43,27,4,3,0,127,0,7,0,52,25,15,8,9,3,133,0,3,8,31,36,63,78,80,23,325,0,15,19,65,51,7,9,3,0,176,33,230,347,1407,743,425,190,83,14,3478,0,7,25,159,255,192,170,61,26,894,3,56,71,289,144,145,109,42,4,859,0,0,0,0,5,24,21,6,4,62,0,0,0,17,13,7,5,4,8,51,0,0,0,26,29,33,15,3,8,107,0,4,5,48,10,0,0,0,0,69,0,8,3,17,9,5,23,27,11,97,8,94,149,255,149,137,68,34,7,904,0,0,0,7,4,3,3,0,0,18,15,44,30,154,21,17,3,0,0,284
12503,0,3,7,22,28,79,196,153,26,523,0,12,43,203,95,150,47,19,3,567,68,144,469,2539,369,210,151,98,37,4075,9,19,34,221,90,68,34,17,5,494,13,207,355,1177,181,111,40,25,9,2137,24,156,395,1281,620,251,105,45,15,2898,0,11,5,52,34,40,61,28,6,230,3,5,8,47,95,159,331,338,165,1144,3,5,6,38,6,7,0,7,3,75,6,18,54,242,106,93,54,35,5,608,26,162,497,3421,2565,2000,1182,439,128,10419,4,26,33,205,85,91,46,15,3,512,0,0,0,10,23,160,470,299,101,1053,0,0,11,46,32,37,29,28,10,201,0,8,67,261,125,96,60,17,6,643,4,40,287,1019,78,40,13,0,0,1485,0,3,0,4,4,15,27,28,21,105,46,302,471,843,356,204,99,29,10,2348,0,0,0,5,5,13,21,8,3,57,69,210,397,1243,127,72,24,6,3,2153
12504,0,3,0,27,19,62,123,150,43,428,4,19,123,426,187,244,93,26,11,1124,1253,2288,2225,19191,1403,834,349,118,27,27703,3,13,36,296,80,66,42,13,10,558,13,96,159,990,263,157,70,42,18,1797,3,21,42,173,109,47,15,12,3,417,0,20,8,90,32,25,34,28,15,243,3,10,14,71,54,94,124,134,59,564,4,11,22,80,34,15,5,3,0,180,7,101,191,784,329,258,133,70,21,1895,6,24,58,424,463,474,340,171,57,2020,4,27,70,347,112,152,107,35,17,870,0,0,0,5,20,60,221,166,67,537,0,10,22,50,34,45,34,14,3,205,0,3,15,107,39,42,30,8,3,248,0,52,185,941,66,20,5,4,0,1278,0,0,5,14,9,22,51,40,17,155,37,232,319,706,319,237,134,33,12,2040,0,3,3,25,14,8,26,14,5,96,40,117,144,636,94,47,19,11,0,1096
12601,0,0,0,3,5,10,11,11,4,38,11,48,188,497,302,532,156,41,13,1790,57,159,129,1103,348,228,88,37,17,2166,0,7,18,85,40,35,11,8,3,209,3,12,13,154,48,42,25,4,3,307,3,3,3,15,3,0,0,0,0,25,0,8,7,29,35,24,18,10,3,126,0,0,0,9,15,34,35,34,20,153,3,7,17,43,34,8,10,7,0,130,18,155,293,858,426,301,96,35,6,2192,0,0,0,17,23,23,25,23,7,122,5,46,61,203,124,160,93,26,6,721,0,0,0,3,0,10,8,0,0,15,0,0,0,10,6,9,3,3,0,29,0,0,5,23,12,11,9,10,3,67,0,0,19,41,8,0,0,0,0,69,0,3,8,8,22,11,20,13,10,93,3,60,86,125,112,98,76,32,7,598,0,0,0,3,5,8,0,9,0,20,11,27,20,82,16,9,3,0,0,159
12602,0,11,9,25,30,79,134,147,38,475,26,58,269,1202,460,759,317,80,26,3191,132,192,356,2790,362,265,146,93,28,4368,8,32,202,648,178,130,85,42,13,1341,8,35,60,777,199,218,154,79,41,1583,8,18,10,58,45,23,18,23,0,199,8,16,18,151,102,56,44,31,23,436,6,23,25,143,141,258,507,499,244,1839,7,51,72,266,128,55,34,10,3,626,51,216,642,2323,764,503,283,106,27,4918,3,15,5,151,174,201,172,109,27,864,14,36,147,658,234,238,228,79,15,1653,0,0,0,8,11,27,57,33,14,152,0,0,23,28,19,24,16,9,4,127,0,0,28,70,28,23,32,15,7,199,6,6,81,366,10,0,0,0,0,477,0,5,10,37,25,22,47,26,15,187,25,90,167,530,343,303,159,57,22,1686,0,0,3,11,21,9,8,8,3,62,16,24,57,248,29,26,8,4,0,416
12701,0,13,23,22,37,44,45,48,7,247,0,0,16,58,21,21,3,4,0,117,4,57,55,504,168,104,60,14,6,979,0,9,15,85,39,17,12,3,0,194,0,12,37,162,104,100,36,11,0,477,7,201,577,2090,885,664,293,106,32,4852,3,4,4,23,11,19,19,10,3,97,4,7,19,79,207,329,521,365,168,1688,0,3,0,15,8,0,0,0,0,23,0,0,4,25,9,10,8,3,0,65,6,28,93,775,493,352,167,52,17,1973,0,9,23,87,36,34,24,4,3,227,0,0,3,17,53,160,237,82,13,569,0,0,9,45,42,37,43,11,5,196,0,0,3,3,9,9,3,0,0,32,0,6,3,48,3,8,0,0,0,62,0,0,0,8,3,14,33,18,12,96,51,240,378,612,191,128,56,12,4,1667,0,0,0,8,9,15,9,4,0,47,0,32,39,163,82,18,4,3,0,347
12702,3,30,67,35,29,67,111,72,26,433,0,4,35,201,34,76,37,6,9,401,0,27,62,350,76,99,46,24,7,691,6,18,43,158,48,59,47,15,5,400,7,73,167,482,226,209,111,101,50,1423,114,1269,2431,6503,3298,2365,1358,675,174,18188,0,3,3,13,18,29,39,14,0,122,3,11,13,78,260,571,1056,1092,379,3467,0,0,5,23,5,3,3,0,0,48,0,3,3,41,13,11,8,3,0,82,37,55,73,438,424,378,193,82,31,1708,5,9,37,233,71,87,46,8,3,491,0,0,17,15,38,223,380,230,66,967,0,3,0,34,17,62,51,21,5,195,0,4,21,66,53,37,11,5,4,197,0,3,7,43,0,0,0,0,0,60,4,4,8,5,9,23,38,23,12,122,83,494,685,830,219,170,64,15,4,2565,0,13,0,5,6,10,15,9,3,61,4,32,27,118,21,33,10,0,0,246
12703,0,4,24,67,81,124,206,166,27,707,0,3,23,91,31,68,20,3,4,242,77,359,367,2414,769,366,131,50,26,4570,6,24,54,349,105,67,58,20,5,689,0,36,75,258,44,49,18,14,0,489,53,572,872,2050,749,466,279,115,39,5193,3,23,3,36,31,19,11,13,8,146,0,5,18,63,111,200,326,328,162,1217,0,7,3,31,11,5,3,0,3,62,3,0,6,88,11,11,10,5,0,144,11,47,83,877,545,416,231,81,16,2301,3,22,29,124,71,74,39,14,9,389,0,0,0,6,7,35,106,66,11,235,0,4,3,61,44,62,48,28,15,270,3,3,17,51,24,12,3,0,0,119,0,15,31,306,19,18,9,0,0,397,0,3,3,11,4,14,18,19,13,86,41,230,376,770,270,174,62,19,8,1955,0,0,5,10,6,16,18,13,3,59,18,128,138,466,169,75,18,5,0,1014
12801,3,17,14,32,61,146,186,145,41,642,0,15,23,110,56,92,45,22,3,373,8,29,41,243,92,38,42,36,16,543,0,10,14,110,45,29,31,22,3,266,4,8,0,31,13,10,5,3,0,73,0,0,0,11,5,10,3,0,0,34,3,40,13,159,71,46,37,23,18,417,0,0,9,58,66,116,190,178,64,680,0,11,12,54,26,17,9,0,4,137,0,4,8,54,24,13,7,8,0,116,0,0,3,40,58,56,55,17,8,237,0,3,14,59,41,72,48,17,8,269,0,0,3,9,8,20,90,51,11,198,0,0,0,3,19,22,5,0,0,52,0,0,0,7,4,0,0,3,0,14,0,5,10,40,4,3,0,0,0,69,0,4,6,30,23,35,73,41,31,245,10,80,144,684,352,301,146,59,26,1813,0,0,6,14,18,17,29,12,9,112,0,12,3,24,5,4,4,0,0,51
12802,0,4,3,24,51,104,113,72,14,388,5,9,13,92,54,110,43,9,3,338,8,10,37,211,117,78,55,30,13,557,0,15,14,88,47,39,16,12,4,231,0,0,0,34,11,7,0,0,0,52,0,0,0,8,7,6,4,3,0,28,3,31,5,161,98,50,51,21,8,427,0,3,10,33,65,88,119,86,42,449,0,6,12,60,29,12,0,0,0,120,0,6,15,54,18,19,3,0,0,110,0,0,5,65,113,103,70,17,6,381,0,3,11,72,57,75,43,14,6,284,0,0,0,0,14,44,51,25,14,157,0,0,0,10,27,29,15,10,3,102,0,0,0,11,3,6,6,0,0,27,0,8,26,99,10,3,0,0,0,144,0,7,6,28,16,37,71,41,36,254,3,50,113,491,375,234,117,36,13,1437,0,0,0,10,23,18,34,16,7,105,0,3,3,23,7,13,8,0,0,49
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,3,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,3,3,3,3,3,0,10,0,0,16,23,3,0,0,0,0,39,4,3,20,100,3,3,0,3,0,140,0,0,11,14,9,4,4,0,0,35,0,0,0,16,3,0,0,0,0,20,0,3,5,14,7,3,0,0,0,36,0,0,8,21,7,3,3,0,0,45,0,0,8,21,3,9,3,0,3,49,0,0,3,6,0,0,0,0,0,12,0,0,13,21,3,0,0,0,0,39,0,0,0,14,15,0,3,3,0,33,0,0,3,29,9,7,0,0,0,43,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,11,15,0,0,0,0,0,30,0,0,7,8,3,8,18,0,0,48,9,9,34,101,64,60,48,9,0,324,0,0,4,6,4,0,0,0,0,14,4,3,4,22,0,0,0,0,0,32
