SA3_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
11904,23,703,3611,2281,1744,1338,479,152,53,10384,12,286,2370,1624,1390,858,265,49,27,6876,9,115,1759,1575,1263,738,194,45,20,5721,4,39,1046,1205,867,489,122,32,11,3804,3,30,1371,1984,1336,706,140,36,12,5624,6,17,343,892,773,384,95,55,24,2595,551,705,2033,1349,1145,955,873,960,947,9520,7044,10147,27235,19672,16749,13935,10504,6846,3379,115524
12001,28,481,2025,1067,955,815,476,118,51,6014,10,210,1613,954,820,579,314,76,27,4597,4,91,1407,1117,884,656,232,75,15,4484,0,34,954,995,745,474,183,48,15,3448,3,40,1523,2138,1423,933,267,70,25,6420,0,16,629,1913,1591,776,273,84,43,5325,289,413,1192,901,703,628,565,381,324,5393,3888,5799,15461,13042,11061,9170,6820,3998,2011,71258
12002,7,265,983,660,560,505,311,59,15,3376,0,128,947,686,538,439,210,37,11,2993,0,50,920,808,638,460,175,28,4,3088,0,21,658,722,560,362,136,28,9,2491,0,18,1245,1967,1288,700,237,37,3,5495,0,9,671,2611,1993,858,265,37,12,6460,162,279,916,946,704,552,406,225,185,4381,1851,2918,8862,10765,8452,6166,4305,1745,726,45798
12003,31,925,4284,2229,1838,1359,526,172,55,11419,14,401,3001,1738,1381,942,324,92,29,7924,4,159,2375,1723,1349,871,238,64,25,6810,0,60,1413,1387,1119,727,167,41,20,4934,0,44,1812,2572,2059,1148,269,49,25,7965,8,19,461,1524,1621,829,212,56,37,4767,552,1130,2611,1529,1296,1037,854,679,568,10268,7977,14123,32542,21121,19108,15141,9886,6695,3410,130010
12101,19,563,2237,1308,1048,872,634,232,111,7025,4,318,1957,1211,845,726,452,167,76,5752,9,113,1826,1384,934,767,348,144,78,5599,3,51,1326,1275,827,594,285,106,54,4514,0,52,2261,3205,1906,1197,470,172,63,9324,4,22,944,3821,3648,1741,588,174,99,11030,326,419,1334,1085,808,672,578,423,452,6099,5940,6623,18445,18632,14866,11314,8185,4538,2514,91054
12102,6,361,1309,1193,1056,844,416,135,62,5381,0,124,1025,1066,901,674,270,76,38,4179,0,63,852,1074,968,607,205,51,17,3840,0,19,593,970,804,536,122,24,7,3074,4,9,790,2209,1610,896,174,47,17,5746,3,3,176,1026,1141,535,99,31,6,3019,254,203,498,598,524,414,356,328,329,3501,4963,4314,9800,13098,11445,9125,6439,3439,1532,64158
12103,16,509,1275,956,1219,1011,869,444,226,6530,11,254,1082,896,991,810,670,336,140,5196,8,112,934,959,1148,942,551,281,157,5086,0,24,630,980,1009,745,436,192,98,4114,3,16,1019,2480,2485,1583,790,330,157,8860,9,14,450,3420,5059,2553,916,374,201,12991,561,321,498,634,803,595,588,644,957,5594,9309,6664,9680,15148,18549,13568,10550,6905,4039,94421
12104,14,556,2147,966,777,765,721,297,116,6359,5,314,2237,968,700,658,557,230,79,5748,3,131,2223,1246,873,684,496,183,80,5917,3,47,1626,1180,706,585,370,121,67,4709,3,42,3122,3029,1742,1192,713,242,79,10169,9,25,1439,3753,3554,2329,1122,352,145,12730,274,456,1729,1315,998,903,800,473,392,7336,3393,4564,18895,15981,12343,10449,8880,4197,2052,80751
12201,4,207,821,410,396,377,297,106,54,2678,0,85,705,424,332,271,206,72,30,2122,3,36,659,505,378,303,189,83,22,2178,0,11,506,436,309,246,129,50,19,1700,3,9,901,1122,779,486,204,78,33,3624,0,5,516,1891,1707,838,270,96,36,5366,153,173,572,519,405,331,314,189,195,2851,2006,1972,6522,7028,6038,4439,3389,1732,892,34011
12202,11,244,721,725,850,891,551,186,80,4253,0,92,571,669,747,622,346,105,45,3208,0,51,422,686,747,617,278,88,32,2908,0,13,255,498,587,433,174,60,27,2048,0,8,317,993,1111,806,331,108,39,3709,8,8,123,1039,1381,908,385,140,47,4032,226,178,297,462,514,518,552,450,467,3660,3586,2999,4844,7787,9100,8360,6806,3560,1651,48692
12203,27,719,2720,2084,2126,1588,891,372,173,10689,11,260,2089,1870,1775,1189,550,179,78,8016,4,109,1645,1947,1756,1112,411,113,55,7150,3,41,987,1559,1398,768,243,76,26,5108,0,35,1482,3393,2694,1336,381,108,63,9503,4,21,594,3332,3281,1252,303,91,49,8932,603,468,1235,1373,1264,994,970,952,1076,8947,8820,7584,18210,23388,22258,15625,12246,7783,4399,120319
12301,22,391,1313,1138,1043,673,203,36,19,4842,0,180,1085,975,778,490,118,12,0,3638,3,58,856,980,733,427,89,8,4,3155,3,22,547,792,647,335,64,9,0,2413,0,20,522,1211,951,462,67,12,6,3247,0,6,94,385,385,191,41,14,3,1119,263,212,408,459,406,296,317,310,372,3045,4473,3835,8536,9686,8270,6044,3993,1823,868,47522
12302,48,934,3173,2531,2419,1955,566,82,28,11736,15,341,2119,1891,1584,1255,268,19,3,7499,6,139,1417,1489,1275,991,194,15,8,5539,0,54,680,934,879,656,96,8,0,3323,3,25,721,1140,1026,791,111,13,0,3827,19,21,117,317,324,280,83,24,11,1195,1002,900,1715,1431,1332,1269,1153,663,445,9920,10819,11588,23532,21245,19751,18705,12208,4844,1695,124387
12303,16,236,703,628,648,520,186,47,11,2992,9,104,527,451,495,359,90,9,3,2052,0,50,411,514,437,286,64,4,3,1777,0,18,243,402,381,242,41,7,0,1329,0,16,245,538,551,356,51,3,0,1765,3,11,73,183,251,170,48,10,4,742,292,150,330,390,385,411,311,240,173,2683,2820,2427,4898,5502,5664,5118,3525,1617,605,32176
12401,22,273,902,1039,1087,1073,550,119,56,5116,3,114,658,878,884,816,346,68,4,3774,0,41,546,822,957,842,208,34,6,3458,0,16,353,736,879,647,134,13,7,2787,0,15,352,1013,1223,996,199,34,11,3835,0,8,78,401,509,429,91,33,16,1565,333,194,391,544,606,699,723,556,429,4469,4763,3632,6977,9660,10952,11722,9227,4091,1622,62651
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3
12403,67,1031,3248,2659,2157,1767,498,84,25,11536,5,390,2434,2054,1631,1100,288,47,10,7958,0,183,1666,1815,1532,970,220,27,9,6434,6,59,1044,1358,1142,712,128,13,3,4462,3,51,1052,1764,1406,868,152,15,4,5316,11,23,212,564,552,334,94,23,3,1834,718,662,1541,1280,1158,1006,907,560,274,8114,9252,9509,21585,19957,17390,15276,10485,4480,1715,109652
12404,14,286,709,512,592,394,162,48,11,2724,4,120,503,419,412,275,82,12,9,1833,0,56,363,377,393,240,61,8,3,1506,0,18,170,263,279,167,38,5,3,937,0,20,178,320,351,211,48,9,3,1142,3,9,24,103,142,85,25,12,0,402,248,385,758,592,526,319,289,229,146,3488,2504,2865,5313,4631,5030,4073,2873,1630,693,29613
12405,31,391,1212,962,987,789,152,21,9,4545,4,147,762,698,617,500,79,8,0,2814,0,57,498,545,484,358,44,5,3,1996,0,18,251,314,304,230,34,0,0,1160,0,9,227,370,331,246,31,0,0,1219,3,12,44,86,83,80,17,7,3,332,329,369,689,570,524,565,362,223,141,3771,3659,4293,8219,7108,7020,6726,3763,1540,535,42867
12501,17,444,2330,1245,904,586,146,34,8,5711,4,195,1433,774,571,375,91,9,6,3459,0,89,1027,673,454,291,74,11,0,2614,0,29,613,542,304,195,30,9,0,1726,0,13,781,879,466,276,52,3,4,2469,3,16,191,340,257,135,35,11,0,986,443,936,2459,1475,997,679,414,232,174,7813,4753,8122,21886,12855,10282,8401,4455,2268,998,74020
12502,9,330,1225,945,939,741,297,118,44,4645,3,167,869,796,703,451,173,59,16,3232,0,57,728,732,693,440,144,31,14,2852,3,16,453,624,547,354,89,23,8,2106,0,13,533,1122,924,503,119,39,10,3263,0,9,143,483,472,306,72,27,17,1530,235,212,506,458,478,395,382,283,222,3170,4319,4050,8921,9515,9390,7908,5243,3213,1287,53851
12503,28,729,2865,2053,1761,1232,384,82,37,9179,4,314,1897,1452,1168,731,165,28,15,5774,7,129,1267,1216,852,545,103,15,8,4142,3,39,688,798,559,351,60,9,3,2513,3,39,758,1137,787,389,60,8,8,3190,6,16,182,370,278,137,35,19,11,1060,867,992,2253,1660,1494,1179,961,675,434,10508,9475,11419,25543,20518,17970,14912,10288,5694,2710,118524
12504,15,623,3855,2531,1606,1095,418,110,45,10298,10,267,2976,2138,1229,730,247,30,17,7644,5,112,2525,1940,1082,655,176,31,25,6553,3,38,1643,1689,854,575,115,13,9,4937,0,31,1955,2814,1361,688,142,27,9,7025,3,9,368,840,532,301,74,31,10,2171,476,710,2543,1702,992,926,706,623,491,9169,6122,8596,31657,23639,14712,12117,8835,5260,2597,113525
12601,9,275,769,522,552,503,288,123,51,3091,3,122,599,479,472,392,182,76,38,2369,0,55,499,545,485,415,169,62,19,2250,0,20,334,498,446,348,128,34,23,1822,0,9,455,1069,1013,706,206,46,19,3524,0,3,147,799,1008,593,159,34,9,2756,130,141,242,251,243,200,199,254,306,1962,3275,3537,5721,6478,6650,5882,3895,2337,1149,38919
12602,29,743,3172,1800,1595,1293,677,222,106,9640,3,350,2342,1551,1279,959,382,86,46,6991,8,119,2003,1664,1267,888,317,89,40,6394,7,48,1251,1416,1100,715,226,50,28,4836,3,39,1706,2808,2013,1192,349,82,36,8233,9,24,514,2061,1975,988,361,105,51,6083,485,618,1316,995,901,788,673,679,868,7333,7565,10696,23128,19383,16985,14401,10055,6307,3780,112299
12701,35,624,2199,1619,1479,939,209,43,16,7158,9,252,1517,1266,982,600,104,20,0,4746,6,101,1092,1033,892,429,84,14,0,3652,4,45,592,710,597,300,55,4,0,2301,3,34,661,930,684,326,61,7,4,2713,4,11,147,312,296,146,37,16,9,980,749,562,1134,1138,1020,829,643,372,108,6562,7919,7418,15040,14596,13668,10478,5976,2881,815,78799
12702,41,994,3018,2173,2227,1706,400,89,24,10676,8,378,1913,1403,1361,952,215,29,11,6278,3,135,1246,1061,1012,655,152,14,7,4282,3,47,624,698,590,428,87,16,3,2487,0,23,616,809,707,438,93,22,0,2702,3,20,159,295,296,177,63,30,0,1047,1012,925,1633,1506,1644,1442,1019,781,432,10380,13302,14377,25102,23149,25512,23570,14407,8079,3187,150687
12703,26,613,2306,1978,1743,1032,276,55,21,8043,16,288,1611,1440,1178,620,149,24,4,5327,0,91,1183,1223,948,505,101,14,0,4066,0,31,668,936,781,349,59,8,0,2834,3,21,667,1179,887,437,78,9,3,3270,10,12,154,443,379,189,49,17,4,1253,727,766,1776,1523,1292,1080,828,587,311,8888,7812,8082,17990,17526,15096,11560,7540,3939,1547,91086
12801,12,631,1995,1479,1525,1363,706,252,127,8096,12,316,1758,1219,1306,1021,437,134,51,6252,5,118,1487,1386,1283,1005,355,100,40,5781,3,43,903,1086,1047,763,234,75,30,4188,4,33,1117,2033,1832,1172,327,106,56,6677,8,25,444,1483,1502,977,364,106,34,4946,418,391,1010,908,851,850,721,706,721,6572,6213,6176,13882,14820,15114,13539,10243,6474,3563,90027
12802,22,733,1801,1577,1682,1551,678,151,40,8241,12,312,1537,1422,1242,1031,391,56,22,6021,3,123,1367,1556,1380,1065,242,48,17,5807,3,43,806,1221,1186,799,169,24,6,4254,3,23,1091,2202,2031,1293,243,28,6,6914,3,14,231,1168,1284,721,145,13,21,3595,366,271,551,636,673,614,532,520,646,4806,6879,6495,12299,15255,15071,13664,9692,4569,2381,86302
19797,0,0,0,3,4,3,0,0,0,10,0,0,3,0,3,3,0,0,0,14,0,0,3,4,0,7,0,0,0,17,0,0,0,3,3,0,0,0,0,3,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,3,4,0,10,17,25,11,4,78,12,9,32,34,50,74,108,42,10,374
19999,3,61,179,89,80,80,34,6,0,533,0,23,95,63,45,31,16,4,0,277,5,9,77,47,37,30,6,3,0,219,0,7,61,25,27,15,4,0,0,136,0,0,64,75,34,15,3,5,0,210,0,0,19,49,20,5,12,0,0,111,110,265,641,427,392,338,220,74,24,2494,517,1358,2703,1900,1798,1722,1196,282,78,11545
