SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
111021219,51,17,7,10,88,53,24,11,0,91,86,37,17,4,139,35,25,5,0,64,24,12,0,0,36,9,4,0,0,14,3,0,0,0,6,3,5,0,0,7,26,16,9,4,57,12,0,0,0,13,401,200,72,25,705
111021220,17,10,5,0,33,23,14,8,0,46,40,17,3,3,67,25,9,3,0,34,10,3,0,0,13,4,0,0,0,8,3,3,0,0,9,10,0,0,0,11,21,12,3,4,42,3,5,0,0,4,206,106,38,12,361
111021221,23,9,4,0,35,21,18,9,3,50,36,14,6,3,57,21,7,3,0,32,12,3,0,0,11,4,0,0,0,7,0,4,0,0,6,3,0,0,0,0,15,12,6,0,36,3,0,0,0,3,188,90,43,8,333
111031222,30,13,3,0,47,37,19,3,0,58,80,46,15,3,153,51,43,6,0,100,34,22,6,0,57,16,12,0,0,22,6,3,3,0,14,4,3,0,0,8,29,25,18,0,69,9,4,0,0,12,367,217,57,6,654
111031223,44,31,17,5,93,40,16,4,7,68,63,21,11,10,107,26,11,5,0,43,16,9,3,0,26,3,3,0,0,8,0,3,0,0,8,0,0,0,0,3,21,10,11,7,43,8,0,3,0,16,308,148,69,33,562
111031224,38,16,7,3,56,38,11,3,3,58,75,31,3,0,117,36,21,3,0,62,27,12,0,0,44,8,4,0,0,12,4,7,0,0,14,3,3,0,0,9,27,31,4,0,62,4,3,0,0,8,338,183,36,8,569
111031225,52,26,4,0,85,51,24,8,5,87,104,37,16,0,158,80,36,12,3,127,30,27,4,0,58,7,10,0,0,20,5,9,0,0,15,3,0,7,0,13,33,17,8,0,57,10,9,4,0,21,477,236,73,17,798
111031226,31,14,11,3,55,36,10,4,3,65,65,40,16,3,124,36,27,13,5,78,14,18,4,0,39,12,8,4,0,16,4,5,4,0,13,0,0,0,0,0,26,16,5,6,52,7,0,0,0,10,297,174,77,28,577
111031227,55,25,11,3,95,50,16,0,8,78,119,41,17,5,179,60,26,3,0,94,32,12,0,0,46,7,5,0,0,19,3,5,0,0,5,0,4,0,0,5,34,17,3,5,59,3,0,3,0,9,507,208,65,28,809
111031228,28,7,7,0,38,28,10,4,0,45,43,21,7,0,66,27,16,6,0,47,15,12,3,0,34,12,4,3,0,18,5,13,3,0,25,9,3,0,0,16,22,16,9,3,49,3,0,0,0,4,248,116,34,7,410
111031229,18,5,0,0,27,16,9,0,0,23,39,14,7,0,58,27,17,0,0,40,17,3,3,0,26,10,0,0,0,16,10,6,0,0,13,8,3,0,0,9,19,11,3,0,36,3,0,0,0,3,222,81,16,4,323
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,35,11,10,3,63,32,16,3,4,58,59,24,12,8,107,19,18,5,4,43,12,4,0,0,18,3,3,3,0,12,3,4,0,0,9,0,0,0,0,4,16,12,4,0,35,5,3,0,0,12,277,130,47,36,487
111031232,26,10,0,0,38,19,9,0,4,32,54,17,4,0,76,24,9,0,0,29,8,3,0,0,18,4,0,0,0,9,0,0,0,0,3,0,0,0,0,3,16,7,4,0,25,4,0,0,0,4,194,75,24,7,292
111031233,74,34,12,7,130,83,38,11,4,136,135,51,20,4,207,84,26,15,3,128,31,11,0,0,43,21,3,0,0,27,7,7,4,0,19,0,4,0,0,5,29,27,9,7,66,13,4,3,0,14,626,275,103,38,1036
111031234,45,15,8,4,68,70,12,12,7,100,95,22,12,0,127,43,19,4,0,63,23,6,3,0,34,6,3,0,0,11,11,4,0,0,14,0,0,0,0,0,33,21,3,3,59,13,5,0,0,15,430,155,47,25,658
111031235,27,7,3,0,40,27,14,10,0,46,63,29,3,4,99,31,22,3,0,52,19,9,0,0,29,3,3,0,0,7,0,0,0,0,0,3,0,0,0,3,25,10,0,3,41,4,3,0,0,8,271,125,32,12,432
112011236,70,30,15,6,125,77,26,6,3,115,134,41,9,7,185,44,25,3,3,75,26,12,0,0,37,8,3,3,0,10,8,5,0,0,9,3,0,0,0,3,34,27,5,9,74,16,6,4,0,31,551,236,62,32,887
112011237,52,29,8,5,93,43,24,5,4,72,86,43,11,3,144,47,14,3,3,69,23,14,0,0,39,7,8,0,0,18,6,3,3,0,9,6,0,0,0,6,32,18,8,5,58,7,3,0,0,13,416,198,52,24,691
112011238,14,13,0,0,27,16,3,3,0,28,33,19,0,0,55,13,4,0,0,15,9,4,0,0,11,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,7,4,0,22,3,0,0,0,3,152,63,20,3,236
112011239,33,17,0,3,63,40,10,6,0,62,71,27,3,0,98,16,14,0,0,26,11,3,0,0,14,5,7,0,0,9,0,3,0,0,6,3,0,0,0,3,34,21,6,0,70,6,0,3,0,10,323,145,36,11,513
112011240,29,10,0,0,37,20,5,3,0,31,59,18,3,0,82,13,5,0,0,22,13,5,0,0,21,5,0,0,0,9,3,4,0,0,4,4,0,0,0,4,21,22,3,0,46,6,5,0,0,7,246,102,18,4,370
112011241,24,8,10,0,41,18,16,3,0,44,30,16,5,0,49,13,3,0,0,18,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,6,0,28,0,3,0,0,6,142,81,20,8,256
112011242,15,19,0,0,31,21,3,0,0,24,44,27,5,0,72,30,7,0,0,35,9,3,0,0,13,3,0,0,0,6,9,0,6,0,7,4,0,0,0,4,8,11,4,0,28,3,3,0,0,8,175,104,23,3,301
112011243,36,9,3,0,45,33,12,3,0,53,49,17,3,3,75,11,9,0,0,25,4,4,0,0,15,3,0,0,0,4,3,0,0,0,3,0,0,0,0,0,31,18,0,0,52,9,3,0,0,13,300,123,14,10,443
112021244,53,18,28,12,111,58,22,3,15,99,62,42,13,8,121,27,15,0,3,47,9,6,5,0,17,3,0,3,3,15,0,0,0,0,3,0,0,0,0,0,24,16,5,7,57,12,8,3,6,29,357,204,89,56,701
112021245,13,5,3,3,26,26,7,0,0,30,27,13,5,0,41,10,4,3,0,21,3,3,0,3,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,8,3,3,29,3,6,3,0,19,165,78,35,22,292
112021246,58,28,13,11,111,55,26,10,9,92,97,30,15,6,141,45,20,5,3,72,23,9,3,0,37,3,4,0,3,13,4,3,0,0,5,0,3,0,0,4,23,17,9,5,48,6,9,3,3,19,410,220,83,38,756
112021247,29,13,9,0,54,29,19,0,4,55,24,19,0,0,46,8,8,3,0,21,3,4,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,10,6,4,0,27,7,0,0,4,8,206,105,22,21,353
112021248,65,40,21,3,129,81,29,3,3,121,121,56,14,9,200,50,32,6,3,94,22,10,3,3,37,4,3,0,0,11,3,4,3,0,11,0,0,0,0,3,41,32,14,5,89,12,11,0,0,16,570,306,92,42,1008
112021249,32,23,10,9,73,51,19,4,3,82,65,24,13,0,105,25,11,3,3,44,15,7,0,0,22,3,0,3,0,11,7,0,0,0,6,0,0,0,0,0,52,19,5,4,81,9,5,0,0,8,353,168,63,24,616
112031250,44,13,5,0,62,34,14,4,0,55,67,35,8,0,109,45,15,5,3,63,14,7,4,3,25,7,8,0,0,12,3,8,0,0,9,0,0,4,0,4,27,17,6,4,48,12,0,0,0,14,331,154,53,14,545
112031251,24,14,14,9,63,46,13,5,0,69,64,26,9,3,100,29,13,4,3,46,5,15,0,0,17,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,23,21,9,8,61,4,3,3,3,12,306,144,71,36,552
112031252,31,11,8,7,53,29,15,4,3,53,40,21,9,3,75,26,10,5,0,45,12,3,0,0,14,0,3,0,0,3,6,4,0,0,8,0,0,0,0,0,20,13,5,4,47,3,0,0,0,3,243,117,45,25,430
112031253,38,14,10,5,69,34,16,12,0,68,59,35,15,0,112,22,21,7,0,48,13,7,3,0,29,7,0,0,3,10,0,0,0,0,4,0,0,0,0,0,29,26,5,6,58,11,4,3,0,13,316,185,70,18,594
112031254,77,32,10,0,128,95,21,11,4,130,157,50,10,3,220,63,35,7,7,112,21,10,0,4,33,6,3,0,0,17,0,7,0,0,6,8,0,0,0,5,46,34,12,3,100,12,0,3,0,14,648,269,67,27,1016
112031550,51,27,8,3,93,64,22,9,3,93,132,54,14,3,206,39,37,4,3,86,18,14,3,0,39,10,3,0,0,16,3,3,3,0,11,4,0,0,0,4,36,17,11,12,74,8,9,0,0,15,459,231,72,25,787
112031551,3,3,0,0,7,11,3,0,0,13,14,11,0,0,27,3,0,0,0,9,3,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,8,0,0,11,3,0,0,0,3,46,30,4,0,85
112031552,39,13,9,0,68,37,13,8,0,54,55,27,11,4,97,27,5,7,0,40,10,8,3,4,25,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,18,18,5,3,38,13,4,0,0,12,266,124,40,20,451
113011256,39,23,15,4,77,55,26,12,5,94,81,33,17,3,132,37,27,17,0,83,18,17,5,0,34,9,6,4,0,23,3,3,0,0,10,4,5,0,0,9,25,20,7,3,59,20,11,6,7,33,397,216,96,33,749
113011257,17,12,10,3,39,35,17,8,0,53,49,17,6,8,75,20,12,3,0,35,16,3,3,0,22,5,3,0,0,7,4,3,0,0,9,3,0,0,0,6,21,8,7,0,45,3,8,0,0,13,235,112,46,31,425
113011258,29,8,13,3,50,37,6,12,7,63,35,12,6,3,57,28,6,3,0,40,8,6,0,3,16,4,0,0,0,6,0,3,0,0,4,0,0,0,0,0,13,12,3,6,36,8,3,0,0,9,223,101,55,27,404
113011259,26,6,4,3,43,26,0,6,3,35,24,8,6,0,38,11,6,0,0,11,9,3,0,0,11,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,7,3,0,3,16,3,5,0,0,8,143,61,33,12,260
113021260,10,0,0,0,13,7,0,0,0,8,12,5,3,0,23,0,3,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,18,0,0,0,0,0,62,37,12,4,113
113021261,18,5,4,3,30,19,3,3,6,31,33,10,6,3,51,23,4,7,0,30,6,0,0,0,5,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,17,11,4,4,34,4,0,0,0,7,173,73,38,26,305
113021262,3,0,0,0,9,13,3,0,0,16,19,3,0,0,27,9,4,0,0,15,8,3,0,0,9,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,11,7,3,0,14,3,3,0,0,6,96,34,11,3,151
113031263,22,6,9,4,41,29,15,3,0,41,29,10,7,3,53,11,3,0,0,13,10,7,0,0,17,3,0,0,0,5,4,3,3,0,8,0,0,0,0,0,14,4,4,0,21,4,3,0,0,7,174,76,38,11,300
113031264,3,3,3,3,14,6,3,4,0,17,17,8,3,0,26,5,3,3,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,4,3,27,3,0,0,0,5,72,37,20,8,140
113031265,26,3,7,0,35,17,10,0,0,29,22,10,4,3,44,11,5,3,0,18,4,3,0,0,8,3,0,0,0,7,0,3,0,0,4,0,0,0,0,0,16,11,7,3,29,3,0,0,0,3,127,77,24,13,243
113031266,25,8,3,10,37,24,11,3,3,38,22,9,4,0,41,10,0,0,0,17,3,0,0,0,6,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,12,0,3,17,11,0,0,0,11,149,70,28,14,261
113031267,35,23,13,3,73,44,30,11,8,90,73,47,20,7,140,47,25,8,5,89,27,9,3,0,32,12,3,0,0,13,3,9,0,3,12,3,4,0,0,7,30,13,16,4,72,13,0,3,0,19,362,216,98,42,714
113031268,8,5,0,0,11,6,3,6,0,19,9,5,0,0,20,6,3,0,0,15,3,5,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,0,6,0,0,0,0,3,61,44,12,5,121
113031269,52,26,21,10,108,80,28,11,6,130,138,57,25,9,220,64,42,14,5,123,35,17,10,0,57,12,6,3,0,19,9,7,7,0,16,3,0,0,0,3,32,21,11,12,76,19,11,0,3,38,579,294,121,67,1061
113031270,46,20,8,7,81,37,11,9,5,65,68,31,5,3,106,40,12,0,0,49,10,6,0,0,17,0,0,0,0,4,9,0,0,0,7,3,3,0,0,3,19,11,6,3,41,19,5,0,4,25,365,152,60,35,612
113031271,15,21,13,3,44,34,10,8,7,54,66,31,9,9,115,31,10,9,0,49,8,4,4,0,19,7,0,0,0,11,0,0,0,0,7,4,0,0,0,3,22,20,6,9,55,12,3,0,0,14,265,142,68,31,503
114011272,22,0,3,3,32,15,0,3,0,18,36,16,0,0,49,23,3,0,0,30,15,3,0,0,16,3,0,0,0,3,0,0,0,0,0,3,3,0,0,4,17,10,3,0,30,4,3,0,0,6,172,62,14,3,252
114011273,15,9,0,0,26,16,6,4,0,22,10,11,0,5,18,8,3,0,0,13,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,15,0,0,0,0,3,80,54,10,11,154
114011274,15,6,3,0,28,23,7,0,0,26,41,7,0,0,47,3,10,0,0,11,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,19,4,0,0,0,8,143,48,15,6,211
114011275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,18,8,4,0,21,12,8,0,0,19,11,10,0,0,20,4,3,3,0,10,8,0,0,0,8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,4,9,6,3,0,21,0,0,0,0,3,85,47,12,4,143
114011277,41,24,8,3,77,61,23,12,3,104,79,44,13,8,149,36,18,3,0,59,19,12,3,0,32,3,6,0,0,14,0,0,0,0,4,8,3,0,0,7,31,22,11,8,69,11,6,0,6,19,410,234,77,32,757
114011278,73,45,26,10,159,79,37,13,13,140,103,59,18,8,189,38,31,3,0,79,31,12,5,3,48,10,3,0,0,7,0,4,0,0,7,4,3,0,0,11,44,29,22,7,104,16,10,7,3,39,583,342,135,66,1135
114011279,67,32,13,5,115,56,23,14,9,103,84,35,16,4,133,30,16,11,0,61,12,4,3,0,14,3,3,3,0,7,3,0,0,0,5,0,0,0,0,0,24,31,3,5,68,16,7,3,3,25,413,211,89,39,745
114011280,14,9,6,0,25,12,0,3,3,16,21,4,0,0,30,7,3,0,0,12,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,18,3,3,0,0,6,109,46,17,8,171
114011281,0,0,0,0,3,14,3,0,0,20,12,9,0,3,22,3,4,0,0,5,3,0,0,0,6,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,7,3,0,15,0,0,0,0,0,60,31,8,7,108
114011282,59,22,12,5,95,68,16,10,7,105,84,29,10,0,119,21,7,3,4,32,14,7,0,0,27,0,0,0,0,4,0,3,0,0,3,0,0,0,0,0,29,23,12,0,66,9,6,0,0,17,397,179,72,24,670
114011283,8,8,4,4,26,19,5,0,0,27,22,10,0,0,32,3,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,16,3,0,23,0,0,0,0,4,92,70,20,3,178
114021284,32,6,9,3,48,33,19,0,4,54,60,23,12,6,99,31,16,3,0,57,14,12,0,3,30,5,3,0,0,9,7,0,0,0,7,0,0,0,0,3,23,23,3,4,52,3,4,0,0,9,252,121,44,21,443
114021285,13,6,7,3,32,11,7,3,3,27,24,10,3,0,45,20,13,0,0,32,15,12,0,0,27,4,4,0,0,11,7,0,0,0,3,0,0,0,0,0,6,4,0,0,17,4,0,0,0,5,134,77,28,10,255
114021286,16,11,3,0,31,21,8,3,0,31,54,24,3,0,80,25,12,3,0,36,11,12,0,0,28,6,3,0,0,7,8,7,0,0,8,0,3,0,0,4,17,21,8,3,54,4,0,0,0,5,201,115,27,14,355
114021287,19,9,10,0,38,42,13,3,3,62,52,19,4,3,82,27,10,6,3,48,18,4,0,0,24,3,0,0,0,9,0,7,0,0,8,0,0,0,0,0,15,18,6,3,45,10,0,0,0,12,241,126,51,21,438
114021288,8,5,0,0,12,8,3,3,0,15,7,6,3,0,20,5,6,0,0,12,8,0,0,0,12,3,3,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,3,0,15,0,0,0,0,0,53,40,13,4,112
114021289,0,3,0,0,10,14,14,0,0,28,24,6,6,0,42,12,3,4,0,19,5,5,0,0,13,0,0,4,0,6,3,3,0,0,4,7,0,0,0,7,4,16,3,0,24,0,0,0,0,3,101,64,23,6,199
115011290,26,24,3,0,52,33,11,6,3,53,107,45,11,3,163,76,40,8,0,124,57,33,6,0,97,25,21,3,0,44,29,30,5,3,66,11,7,3,0,19,34,27,11,0,71,4,3,0,0,8,469,282,62,15,829
115011291,11,10,0,0,26,23,9,0,0,33,45,16,3,7,76,31,18,10,3,57,25,18,3,0,46,10,5,0,0,25,18,14,3,0,29,7,17,4,0,25,20,22,4,0,54,4,5,0,0,5,232,170,36,11,441
115011294,3,4,0,0,8,6,0,0,0,6,19,6,5,0,25,13,5,0,0,21,12,5,0,0,25,0,3,0,0,4,3,4,0,0,9,4,7,3,0,13,5,4,0,0,12,0,0,0,0,4,79,48,14,0,152
115011296,5,4,0,0,16,9,3,4,0,18,22,8,0,0,35,25,16,0,0,41,8,16,5,0,28,10,10,0,0,23,7,13,0,3,30,7,6,0,0,14,7,12,4,3,24,0,0,0,0,3,130,102,22,8,260
115011553,8,3,0,0,11,10,9,0,0,19,31,13,4,0,53,24,15,0,0,38,21,7,0,0,28,13,0,0,0,14,15,3,0,0,17,4,3,3,3,12,19,6,3,4,31,3,0,0,0,3,169,78,11,10,266
115011554,0,0,0,0,3,3,0,0,0,11,11,3,0,0,14,7,8,3,0,24,3,9,0,0,13,7,4,0,0,7,3,0,3,0,8,6,0,0,0,6,3,3,0,0,12,0,0,0,0,0,44,40,16,3,102
115011555,11,9,4,0,17,23,8,3,0,33,30,16,9,0,53,30,10,6,0,49,16,13,3,0,30,10,8,3,0,25,9,7,0,0,23,9,4,0,0,16,14,7,3,3,31,0,0,0,0,0,190,108,37,7,338
115011556,13,3,0,0,14,11,4,0,0,23,27,19,11,3,62,29,14,4,0,46,19,15,3,0,39,7,8,4,0,20,10,5,0,0,14,5,11,0,0,13,16,7,7,0,28,0,6,0,0,6,165,111,26,10,312
115011557,9,3,0,0,6,3,3,0,0,15,12,4,0,0,17,13,10,3,4,27,5,7,4,0,19,0,5,0,0,7,3,3,3,0,14,4,3,3,0,13,14,9,3,0,23,0,3,0,0,0,71,56,13,11,148
115011558,21,0,0,0,24,12,10,0,3,29,53,30,7,0,86,45,23,4,0,77,29,21,5,3,61,34,17,4,0,49,23,27,4,0,54,17,15,3,0,36,24,26,16,0,59,8,0,0,0,8,298,191,56,7,553
115011559,24,14,6,0,50,22,20,5,0,48,44,34,11,3,97,52,23,5,0,84,35,37,8,4,82,11,13,4,0,31,15,14,6,0,34,5,12,8,0,24,19,15,17,0,49,7,3,0,0,7,285,219,80,18,600
115021297,22,10,4,0,37,23,12,9,3,46,59,33,6,0,103,40,21,10,0,74,36,26,3,3,73,17,6,3,0,33,11,7,3,5,31,15,14,3,4,35,34,26,4,0,66,0,3,3,0,11,299,214,68,19,604
115021298,5,3,0,0,12,7,3,3,0,12,22,6,0,0,27,7,5,0,0,14,9,3,0,0,20,6,0,0,0,7,5,4,3,0,13,0,0,0,0,6,4,3,0,3,13,4,0,0,0,4,83,53,17,4,157
115031299,0,3,0,0,6,5,3,0,0,7,7,3,0,0,9,5,3,0,0,12,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,4,0,3,8,3,0,0,0,3,41,23,3,6,74
115031300,27,20,6,5,56,32,19,3,3,58,98,41,20,3,158,55,30,4,0,89,39,18,7,3,65,14,3,0,3,19,14,12,3,0,33,7,0,3,0,11,25,28,10,0,65,11,3,0,0,16,390,204,77,25,700
115041301,14,13,0,0,27,27,3,4,0,31,31,16,10,0,53,17,13,5,0,38,20,8,6,0,32,9,7,3,0,19,6,5,3,3,20,3,4,0,0,8,8,4,6,0,20,9,0,0,0,10,179,95,43,11,330
115041302,8,8,5,0,28,21,24,6,0,45,45,36,17,6,110,43,38,11,0,87,32,31,13,0,81,11,17,3,0,32,9,10,0,3,24,5,10,0,0,17,22,23,12,3,58,7,0,0,0,9,259,222,78,26,578
116011303,28,19,4,3,61,47,12,3,0,61,87,35,11,4,142,61,22,3,3,93,31,9,3,0,50,11,8,3,0,26,5,3,0,0,15,0,3,0,0,6,26,14,5,6,56,8,6,0,0,15,416,189,58,29,686
116011304,50,13,20,7,89,65,14,11,3,94,125,50,22,15,204,64,30,7,7,107,49,13,4,3,73,23,18,5,0,48,9,8,3,4,23,5,3,0,0,11,25,24,19,8,75,21,8,5,3,37,566,242,129,63,1002
116011306,67,30,10,16,119,65,37,14,9,126,112,59,14,14,201,68,30,15,10,120,52,29,7,0,97,28,19,4,0,49,5,11,3,4,26,0,6,4,3,13,29,28,12,9,85,21,6,0,4,31,600,328,127,90,1145
116011307,61,25,16,6,108,73,25,6,3,110,151,60,22,3,237,77,45,12,6,133,56,32,3,3,97,24,16,0,0,42,12,16,7,5,37,4,8,0,0,10,52,46,12,4,112,29,8,5,0,40,647,350,109,46,1154
116011308,53,17,9,3,84,50,25,15,3,87,126,46,12,4,187,75,44,10,3,132,51,25,3,0,82,12,19,3,0,35,10,10,3,0,25,6,4,4,4,21,29,27,13,4,76,18,5,6,4,29,559,288,108,32,994
116011560,31,21,4,4,60,45,14,8,3,66,100,24,8,11,136,48,24,12,3,89,25,16,0,0,45,14,15,0,0,32,11,3,7,0,22,0,0,0,3,7,17,13,12,0,44,10,3,0,0,8,374,182,63,23,650
116011561,34,16,14,8,70,37,19,7,6,68,79,40,8,8,135,65,27,8,6,101,35,15,3,0,56,21,15,5,0,35,10,10,3,3,22,4,3,0,0,8,19,15,5,10,48,10,4,0,0,18,388,212,71,40,710
116021309,10,11,0,3,24,15,11,0,3,32,43,35,9,3,92,20,33,16,6,70,28,16,3,0,48,14,17,0,0,33,10,17,0,0,26,6,3,3,0,10,8,17,7,0,35,10,0,0,0,10,191,191,45,23,446
116021310,23,19,9,0,52,30,22,8,3,59,92,67,7,0,172,57,46,14,4,120,43,38,13,3,98,20,12,6,5,42,20,19,3,0,43,7,8,3,0,21,24,28,12,3,58,5,3,0,0,7,375,297,82,23,781
116021312,34,18,13,4,63,34,16,11,6,65,91,32,14,5,148,42,39,10,3,92,32,22,9,3,64,12,12,0,0,23,5,5,3,0,12,5,6,3,0,14,25,23,4,7,62,12,3,0,0,14,375,225,81,36,724
116021562,3,3,0,0,6,5,4,3,0,7,14,10,3,0,24,9,4,0,0,20,9,4,0,0,16,5,6,0,0,12,0,11,3,0,19,3,0,0,0,4,3,8,3,0,13,3,0,0,0,4,55,62,14,5,128
116021563,30,24,12,3,67,49,27,13,4,99,107,65,21,10,203,66,41,12,0,120,57,30,8,6,95,29,20,7,0,57,18,18,4,3,43,4,5,3,0,16,19,33,12,3,69,8,7,4,0,15,478,321,96,40,941
116031313,90,53,37,27,205,80,39,27,12,160,123,68,18,20,230,50,40,12,16,122,33,22,5,4,68,12,14,4,4,36,9,4,10,3,18,4,0,3,4,14,39,34,22,31,126,13,14,4,9,50,722,465,240,183,1614
116031314,23,10,3,3,45,18,9,8,5,49,42,25,12,6,80,30,17,3,0,50,10,13,3,0,25,3,0,4,0,11,3,7,0,0,9,0,0,0,0,0,10,13,3,6,33,9,3,0,0,15,186,125,50,26,388
116031315,38,35,8,5,89,49,24,15,10,91,96,55,12,13,187,54,40,14,3,102,39,22,7,3,79,21,19,5,0,43,12,14,5,6,36,0,7,0,0,11,25,17,10,10,67,10,9,0,0,18,430,301,116,65,906
116031316,78,46,47,37,204,81,38,32,22,173,114,61,30,39,243,64,36,11,14,123,39,19,10,4,72,5,14,3,0,23,9,3,3,0,20,6,3,3,3,14,40,32,23,32,129,26,14,5,4,54,672,411,246,204,1530
116031317,91,32,18,19,156,82,36,19,10,150,169,52,27,25,279,67,26,16,5,119,29,30,10,4,76,4,5,9,7,29,4,4,3,0,18,0,3,6,0,11,47,22,15,9,97,23,7,3,5,43,705,337,187,133,1359
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,46,29,13,5,90,56,20,11,3,87,105,47,24,9,186,60,38,17,5,124,41,37,9,6,92,15,12,10,3,40,8,5,11,3,28,4,7,6,0,17,28,24,17,8,74,8,4,3,0,21,454,269,137,54,912
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011321,27,10,0,0,31,22,6,3,0,35,50,25,6,3,78,48,17,10,0,76,23,17,3,0,45,18,11,3,0,29,4,17,0,0,23,10,0,0,0,12,15,12,6,0,37,9,0,0,0,11,269,141,35,6,450
117011322,48,26,3,0,81,65,18,5,0,91,107,46,7,0,160,70,35,7,0,105,47,27,4,0,76,10,14,5,0,38,20,15,4,0,37,11,7,4,0,18,48,18,13,0,81,18,9,3,0,29,554,255,66,13,886
117011323,40,13,3,0,62,39,13,0,0,51,77,31,9,0,121,44,19,5,0,66,20,8,3,0,28,12,7,0,0,18,12,16,0,0,25,0,4,0,0,11,23,17,11,0,51,4,3,0,3,15,320,169,52,10,557
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
