SA2_MAINCODE_2016,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_1PF_T,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_1PF_T,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_1PF_T,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_1PF_T,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_1PF_T,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_1PF_T,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_1PF_T,C16_4000m_1PF_1C,C16_4000m_1PF_2C,C16_4000m_1PF_3C,C16_4000m_1PF_4mo_ch,C16_4000m_1PF_T,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_1PF_T,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_1PF_T,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_1PF_T
128011605,0,3,0,0,4,4,0,0,0,9,3,4,0,0,7,7,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,3,0,0,0,7,5,3,0,0,12,0,0,0,0,0,38,20,6,0,64
128011606,7,4,3,0,10,11,9,0,0,20,25,16,0,0,37,23,6,10,0,36,7,12,5,0,24,7,7,3,0,14,5,5,0,0,10,8,0,0,0,7,14,8,3,3,32,3,3,0,0,9,135,75,27,5,241
128021533,4,5,5,0,22,11,8,0,0,15,28,8,0,3,45,16,12,0,0,27,11,5,0,0,17,12,3,0,0,11,3,3,0,0,7,0,0,0,0,0,13,9,4,0,21,7,3,0,0,11,119,73,15,10,212
128021534,9,3,0,3,14,17,9,0,0,18,21,8,3,3,42,22,15,5,0,42,17,8,0,0,30,13,5,0,0,22,8,7,0,0,21,4,13,0,0,16,14,17,11,3,44,3,0,0,0,5,141,102,31,15,285
128021535,27,15,4,3,47,41,22,12,0,68,82,56,10,3,148,54,42,12,3,107,53,36,10,0,95,27,27,7,0,51,21,31,5,0,61,13,12,7,0,32,22,32,19,3,77,9,3,0,0,7,372,305,93,20,794
128021536,25,8,0,0,37,33,15,3,4,53,71,22,9,4,108,44,20,6,0,69,48,21,3,0,75,14,14,5,0,37,14,14,3,0,36,6,5,3,0,15,32,24,9,0,71,3,10,0,0,7,353,205,51,19,627
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128021538,46,25,4,0,78,58,22,4,3,93,110,57,10,0,176,92,40,5,0,148,72,22,9,0,104,30,12,4,0,47,24,9,3,0,32,10,12,3,0,22,49,37,6,4,99,10,0,4,0,15,594,277,59,19,944
128021607,28,17,8,0,53,32,20,7,0,63,73,43,13,3,129,46,37,13,0,101,35,16,3,0,59,16,12,0,0,32,6,19,9,0,31,0,8,0,0,7,24,17,4,4,45,3,0,0,0,4,325,231,62,16,627
128021608,3,0,0,0,11,9,3,0,0,12,38,18,3,0,56,18,9,3,0,34,23,9,0,0,26,4,3,0,0,11,7,3,4,0,13,0,6,3,0,10,8,7,0,0,23,0,0,0,0,3,140,71,21,3,231
128021609,0,0,0,0,0,4,0,0,0,3,12,5,0,0,21,4,0,0,0,8,7,0,0,0,8,4,4,0,0,6,6,5,0,3,10,4,3,0,0,4,7,3,0,0,10,0,0,0,0,0,55,28,11,10,94
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
