SA2_MAINCODE_2016,C16_85o_Seprtd_M,C16_85o_Seprtd_F,C16_85o_Divorce_M,C16_85o_Divorce_F,C16_85o_Wid_M,C16_85o_Wid_F,C16_85o_Nvr_mard_M,C16_85o_Nvr_mard_F,C16_85o_T_M,C16_85o_T_F,C16_85o_T_P,C16_T_Married_M,C16_T_Married_F,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_T_M,C16_Tot_T_F,C16_Tot_T_P
123031446,0,0,0,0,14,64,4,0,46,87,129,2174,2192,92,95,209,247,61,234,1116,973,3656,3738,7391
123031447,4,0,9,11,40,151,8,6,113,202,309,3325,3335,227,266,460,662,152,500,2266,2022,6430,6790,13216
123031448,0,0,0,0,19,35,0,0,36,42,84,2002,2016,71,83,208,260,66,168,1148,1023,3493,3552,7044
124011449,0,0,5,8,15,47,6,4,41,61,104,983,1004,81,107,261,395,73,201,829,744,2231,2442,4677
124011450,0,0,7,15,29,111,0,4,89,146,240,4276,4283,163,215,458,734,151,491,2315,2023,7362,7745,15108
124011451,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,7,14
124011452,3,3,11,19,40,147,12,12,113,212,325,2056,2045,199,245,607,973,158,514,2329,2203,5357,5984,11338
124011453,3,0,3,15,15,60,5,4,57,87,140,2149,2154,137,197,376,621,86,283,1509,1493,4263,4753,9011
124011454,0,3,8,25,83,330,3,15,199,438,633,4635,4661,213,262,574,992,217,874,2607,2407,8238,9193,17433
124011455,0,0,0,7,13,89,0,18,49,125,176,1268,1259,66,77,200,391,61,292,754,704,2345,2724,5076
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3
124031457,0,0,0,12,9,69,0,3,45,97,140,2889,2929,214,248,468,663,133,368,2308,2135,6013,6346,12357
124031458,0,0,3,0,27,50,0,3,63,59,124,4584,4586,249,337,476,796,131,383,3404,3175,8842,9283,18124
124031459,0,0,3,5,36,131,4,4,83,175,263,3008,3094,171,223,304,556,130,486,1767,1662,5384,6017,11401
124031460,0,0,0,8,14,49,0,0,39,63,104,4386,4404,212,308,386,722,76,327,2729,2583,7794,8352,16143
124031461,3,0,4,8,31,126,3,6,83,158,236,3253,3230,238,300,509,773,175,601,2395,2231,6575,7139,13711
124031462,0,0,4,10,49,143,5,10,90,187,277,3284,3274,256,377,600,890,165,528,3128,2795,7429,7864,15293
124031463,0,0,5,0,13,23,0,10,36,45,81,2115,2145,95,94,231,260,50,178,1273,1029,3761,3701,7460
124031464,0,0,7,15,53,267,3,10,127,334,458,1908,1893,261,282,591,826,178,720,2406,2053,5344,5766,11110
124031465,0,0,0,0,6,17,0,0,18,17,31,1084,1090,68,52,139,153,50,119,723,585,2060,1999,4052
124041466,4,0,4,21,57,248,10,6,137,318,459,2370,2332,185,240,524,795,160,708,2127,1975,5379,6049,11425
124041467,3,0,3,8,27,84,8,3,74,112,182,2556,2565,225,297,453,794,117,405,2464,2239,5819,6304,12120
124041468,0,0,3,0,15,25,0,0,24,28,49,1526,1378,106,69,202,211,74,124,1468,906,3375,2690,6070
124051469,0,0,0,3,11,14,0,0,10,18,30,1312,1328,63,85,125,186,35,101,1027,926,2569,2626,5195
124051470,3,0,0,3,7,53,0,4,33,70,106,4045,4048,222,297,458,699,116,397,2915,2544,7759,7992,15749
124051580,0,0,0,0,20,52,0,0,38,65,101,1963,1947,176,209,359,495,79,364,1900,1687,4472,4697,9168
124051581,3,4,9,9,29,168,4,6,93,210,304,2295,2276,312,355,639,784,143,630,2875,2445,6263,6486,12753
125011473,0,0,0,0,3,31,0,0,19,43,54,4226,3812,248,229,430,592,41,198,3463,2538,8408,7365,15778
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,4,0,0,3,32,102,8,20,77,150,230,4020,3418,186,214,328,419,107,423,3056,1658,7697,6124,13821
125011583,0,0,4,0,10,26,7,3,28,42,68,3046,2262,118,133,248,297,48,199,2136,870,5601,3761,9367
125011584,0,0,3,3,26,89,0,3,63,117,181,1825,1735,92,124,175,233,68,244,1236,915,3394,3243,6641
125011585,3,3,3,0,13,56,0,6,39,84,123,2002,1841,81,110,215,294,56,249,1430,1020,3787,3517,7304
125011586,3,0,4,5,32,138,6,0,93,170,261,4413,4272,172,195,429,595,120,474,3643,2724,8783,8256,17037
125011587,0,0,0,0,11,46,0,0,26,52,76,1053,1007,66,84,155,191,48,155,735,573,2058,2016,4069
125021476,0,0,6,14,73,263,0,20,235,368,607,6615,6749,177,235,438,740,210,851,3342,2879,10791,11451,22239
125021477,0,0,9,9,48,182,9,8,162,254,421,4517,4519,197,237,550,790,187,640,3022,2516,8477,8708,17191
125021478,3,3,3,10,29,113,9,0,98,165,260,3746,3824,169,223,469,679,116,533,2426,2244,6927,7502,14423
125031479,9,0,7,20,71,217,3,17,177,297,477,3500,3357,268,321,513,740,167,703,2820,2112,7267,7242,14505
125031480,4,0,6,18,59,249,19,7,163,309,473,2783,2753,288,279,516,615,182,661,2369,1825,6143,6127,12267
125031481,0,0,3,0,28,81,3,0,82,104,180,4305,4105,287,302,555,642,124,495,3482,2366,8745,7915,16664
125031482,3,4,4,5,46,184,3,7,141,236,378,5986,5989,254,308,526,730,205,848,3056,2697,10023,10573,20597
125031483,3,0,7,16,31,144,3,8,118,201,318,4055,3973,283,378,496,646,132,662,3022,2177,7987,7838,15823
125031484,0,0,7,12,46,237,3,13,140,309,443,3948,3828,313,410,528,773,160,779,3014,2453,7964,8244,16206
125031485,3,3,0,16,66,209,6,0,160,279,440,5829,5607,337,481,644,945,191,908,4336,3166,11337,11098,22441
125031486,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,8,0,8
125031487,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,11
125041489,0,0,12,12,59,219,3,17,162,292,458,4399,4317,259,291,657,976,159,638,3745,3071,9230,9291,18517
125041490,0,0,0,7,14,78,0,3,50,101,152,1926,1958,45,69,123,215,60,262,865,733,3016,3241,6253
125041491,0,0,5,21,54,216,10,8,151,281,430,4831,4764,161,206,426,708,148,633,2226,1964,7792,8286,16079
125041492,3,0,6,16,16,105,3,13,80,147,231,7249,6787,262,315,626,771,93,488,4557,3061,12782,11426,24205
125041493,3,0,8,9,92,277,5,4,209,342,554,4855,4773,216,237,463,767,232,947,2877,2398,8639,9123,17762
125041494,3,0,0,6,32,85,0,0,73,109,187,2562,2555,74,95,224,328,105,336,1111,1010,4071,4320,8394
125041588,0,0,0,7,59,185,8,12,112,226,336,3039,2856,117,120,237,376,129,520,1528,1050,5046,4924,9974
125041589,0,0,3,6,35,129,3,3,94,164,255,3708,3598,134,153,309,439,118,485,2031,1363,6299,6037,12333
126011495,3,0,8,21,53,254,7,4,223,359,583,6352,6514,155,210,370,654,178,706,3902,3319,10963,11399,22364
126011496,0,3,5,14,67,256,0,18,214,356,565,4983,5030,125,152,292,564,162,673,2366,2219,7929,8634,16561
126021497,4,0,3,11,66,211,10,20,207,301,508,5690,5822,141,211,430,698,170,722,3647,3411,10072,10859,20931
126021498,0,0,3,18,46,178,8,22,149,251,398,3060,3069,139,132,348,570,129,493,1959,1929,5636,6198,11834
126021499,0,0,8,26,64,287,18,56,206,438,645,2143,2173,60,85,189,389,106,513,1573,1088,4084,4249,8327
126021500,3,0,8,44,86,349,17,64,234,510,746,4089,4034,163,177,430,739,165,756,4136,4263,8981,9972,18948
126021501,0,0,12,11,47,177,3,5,154,240,390,2720,2773,72,98,236,392,137,474,1732,1438,4899,5170,10062
126021503,0,0,0,12,32,108,6,9,102,157,259,4288,4311,184,208,379,664,102,432,2921,2776,7869,8395,16260
126021590,0,0,0,0,22,44,0,0,46,58,99,967,965,25,33,63,102,34,147,511,482,1602,1730,3335
126021591,0,3,9,17,93,355,11,31,257,475,732,5729,5749,247,293,634,920,233,961,4051,3788,10891,11710,22595
127011504,0,0,0,15,28,89,3,0,71,117,192,2489,2505,303,414,563,798,170,713,2801,2396,6314,6827,13142
127011505,0,0,10,0,32,109,9,4,85,131,220,1903,1863,123,101,239,204,81,337,1379,1026,3720,3534,7261
127011506,0,0,0,0,15,53,0,0,55,69,122,4042,4025,172,189,322,429,70,339,2165,1877,6783,6862,13639
127011592,0,0,0,0,0,0,0,0,0,0,3,14,13,3,0,7,0,0,0,4,10,28,26,52
127011593,0,0,0,0,5,23,0,0,8,21,31,1523,1541,90,116,88,168,29,130,1024,866,2752,2823,5578
127011594,0,0,0,0,10,53,0,5,36,67,104,2491,2477,157,231,244,451,59,322,1822,1622,4775,5106,9875
127011595,0,0,0,0,3,37,0,3,14,39,61,2557,2548,134,205,225,350,41,251,1698,1500,4650,4857,9501
127011596,0,3,0,0,9,21,0,0,16,26,42,2436,2464,103,183,175,306,38,199,1395,1294,4153,4448,8596
127011597,0,3,0,0,8,22,0,0,23,28,49,3209,3218,158,227,244,402,49,229,1848,1570,5502,5643,11152
127021509,6,3,3,5,30,90,0,12,80,130,212,3046,3079,198,300,365,667,101,506,2492,2123,6207,6674,12883
127021510,3,0,3,4,34,163,9,3,102,196,295,4113,4148,230,296,315,481,143,661,2786,2321,7587,7911,15498
127021511,0,3,12,16,70,264,9,12,234,339,573,4580,4504,369,443,1109,1409,193,959,3622,3095,9867,10408,20280
127021512,5,0,0,8,33,94,3,4,111,139,251,3047,3061,220,292,574,798,153,605,2619,2256,6613,7016,13630
127021513,4,3,8,12,37,207,4,4,144,274,418,3807,3827,284,376,730,1060,139,761,3142,2692,8099,8722,16822
127021514,0,0,0,0,8,44,0,0,47,53,101,2105,2125,112,157,177,305,56,253,1430,1277,3886,4123,8008
127021515,3,4,0,9,31,129,3,0,115,184,293,3366,3319,312,340,510,718,142,727,2707,2179,7038,7281,14319
127021516,3,3,0,8,29,119,3,4,111,160,279,3683,3687,247,356,480,737,141,686,2797,2398,7348,7858,15205
127021517,0,0,0,0,23,44,0,5,53,54,109,1788,1781,100,131,169,256,56,267,1210,997,3327,3429,6758
127021518,0,0,3,5,10,50,0,0,39,59,103,1009,1026,27,40,107,81,45,172,687,467,1874,1788,3665
127021519,3,3,3,6,40,146,6,5,127,189,322,3588,3593,270,309,469,642,159,749,2679,2105,7170,7402,14573
127021520,3,4,0,4,28,114,0,3,86,153,233,2318,2321,122,162,210,382,85,463,1569,1387,4300,4720,9022
127021521,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,6,0,0,0,14,3,25,14,35
127031522,3,3,3,11,29,113,3,3,88,152,237,3218,3251,177,237,322,525,112,471,2119,1868,5941,6350,12297
127031523,0,0,4,3,34,131,0,0,89,159,253,4129,4137,221,267,422,591,138,537,2244,1907,7154,7443,14597
127031524,0,0,3,13,41,135,9,6,100,181,283,4386,4339,194,246,390,586,128,460,2937,2345,8045,7968,16013
127031598,4,0,8,13,43,191,12,3,145,232,377,5347,5262,452,598,797,1125,173,1061,3778,2862,10536,10913,21448
127031599,0,0,0,3,22,72,0,0,58,92,147,2026,2020,191,237,303,482,111,434,1750,1389,4375,4558,8937
127031600,0,0,0,9,11,110,0,7,38,143,179,3802,3803,134,222,240,389,64,398,2091,1913,6323,6725,13051
127031601,0,3,3,9,4,23,0,0,21,43,69,1032,980,110,133,292,296,32,228,958,688,2421,2322,4740
128011529,0,0,5,7,37,146,4,3,157,212,367,3936,3950,145,193,370,617,138,513,2126,1992,6723,7267,13992
128011530,3,0,13,31,82,401,14,9,272,537,813,3757,3742,189,235,472,843,202,932,2422,2111,7046,7873,14914
128011531,6,6,4,35,96,410,10,15,308,582,883,3634,3673,143,177,390,597,217,904,1789,1642,6168,6990,13156
128011602,0,0,14,20,41,207,0,4,118,260,382,2028,2027,161,207,455,695,101,539,1792,1571,4531,5038,9573
128011603,0,0,3,13,46,144,0,3,134,196,337,2816,2865,77,101,226,386,118,441,1403,1188,4630,4983,9611
128011604,0,0,10,31,63,231,11,26,191,351,538,4357,4383,335,347,946,1193,217,732,3975,3582,9830,10233,20062
128011605,0,0,0,0,5,22,0,0,24,32,60,800,802,9,10,56,65,17,69,373,314,1258,1261,2516
128011606,0,0,3,3,22,91,6,5,70,118,194,1737,1739,50,73,153,238,69,229,1017,905,3021,3174,6198
128021533,0,0,0,8,34,153,11,12,81,194,279,1434,1424,58,67,125,211,95,334,804,689,2510,2721,5238
128021534,0,0,4,0,26,65,0,0,74,89,162,2629,2618,71,72,155,234,74,213,1377,1192,4312,4332,8650
128021535,0,0,3,11,44,168,3,0,109,216,328,4790,4844,170,211,410,720,136,511,2804,2437,8303,8728,17032
128021536,0,3,5,16,56,194,6,3,181,276,454,4917,4951,154,210,405,631,155,611,2402,2117,8039,8515,16559
128021537,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,7,5,17,26
128021538,5,0,6,30,101,397,9,26,241,530,764,3962,3979,228,328,682,1152,240,905,2977,2689,8091,9050,17146
128021607,0,0,0,10,49,130,3,3,107,176,281,3830,3850,148,203,314,548,149,472,1881,1606,6314,6677,12998
128021608,0,0,0,0,13,42,0,0,44,57,99,1722,1742,47,73,116,187,54,206,810,741,2751,2948,5701
128021609,0,0,0,0,5,4,0,0,10,10,17,895,892,15,27,63,95,15,40,484,440,1474,1491,2965
197979799,0,0,0,0,3,3,0,0,3,7,10,102,119,3,8,10,29,7,21,26,35,157,220,374
199999499,6,0,9,9,8,26,7,3,32,48,78,1157,1181,635,257,980,569,143,185,4049,2395,6958,4590,11545
