SA2_MAINCODE_2016,C06_C_Tot_0_14,C06_C_Tot_15_24,C06_C_Tot_25_34,C06_C_Tot_35_44,C06_C_Tot_45_54,C06_C_Tot_55_64,C06_C_Tot_65_74,C06_C_Tot_75_84,C06_C_Tot_85ov,C06_C_T_T,C06_Hinduism_0_14,C06_Hinduism_15_24,C06_Hinduism_25_34,C06_Hinduism_35_44,C06_Hinduism_45_54,C06_Hinduism_55_64,C06_Hinduism_65_74,C06_Hinduism_75_84,C06_Hinduism_85ov,C06_Hinduism_Tot,C06_Islam_0_14,C06_Islam_15_24,C06_Islam_25_34,C06_Islam_35_44,C06_Islam_45_54,C06_Islam_55_64,C06_Islam_65_74,C06_Islam_75_84,C06_Islam_85ov,C06_Islam_Tot,C06_Judaism_0_14,C06_Judaism_15_24,C06_Judaism_25_34,C06_Judaism_35_44,C06_Judaism_45_54,C06_Judaism_55_64,C06_Judaism_65_74,C06_Judaism_75_84,C06_Judaism_85ov,C06_Judaism_Tot,C06_OR_Au_Ab_Tr_R_0_14,C06_OR_Au_Ab_Tr_R_15_24,C06_OR_Au_Ab_Tr_R_25_34,C06_OR_Au_Ab_Tr_R_35_44,C06_OR_Au_Ab_Tr_R_45_54,C06_OR_Au_Ab_Tr_R_55_64,C06_OR_Au_Ab_Tr_R_65_74,C06_OR_Au_Ab_Tr_R_75_84,C06_OR_A_Ab_Tr_Re_85oe,C06_OR_Au_Ab_Tr_Re_Tot,C06_OR_Sikhism_0_14,C06_OR_Sikhism_15_24,C06_OR_Sikhism_25_34,C06_OR_Sikhism_35_44,C06_OR_Sikhism_45_54,C06_OR_Sikhism_55_64,C06_OR_Sikhism_65_74,C06_OR_Sikhism_75_84,C06_OR_Sikhism_85oe,C06_OR_Sikhism_Tot,C06_OR_OR_0_14,C06_OR_OR_15_24,C06_OR_OR_25_34,C06_OR_OR_35_44,C06_OR_OR_45_54,C06_OR_OR_55_64,C06_OR_OR_65_74,C06_OR_OR_75_84,C06_OR_OR_85oe,C06_OR_OR_Tot,C06_OR_Tot_0_14,C06_OR_Tot_15_24,C06_OR_Tot_25_34,C06_OR_Tot_35_44,C06_OR_Tot_45_54,C06_OR_Tot_55_64,C06_OR_Tot_65_74,C06_OR_Tot_75_84,C06_OR_Tot_85ov,C06_OR_T_T,C06_SBOSB_No_RA_0_14,C06_SBOSB_No_RA_15_24,C06_SBOSB_No_RA_25_34,C06_SBOSB_No_RA_35_44,C06_SBOSB_No_RA_45_54,C06_SBOSB_No_RA_55_64,C06_SBOSB_No_RA_65_74,C06_SBOSB_No_RA_75_84,C06_SBOSB_No_RA_85ov,C06_SBOSB_No_RA_Tot,C06_Rel_aff_ns_0_14,C06_Rel_aff_ns_15_24,C06_Rel_aff_ns_25_34,C06_Rel_aff_ns_35_44,C06_Rel_aff_ns_45_54,C06_Rel_aff_ns_55_64,C06_Rel_aff_ns_65_74,C06_Rel_aff_ns_75_84,C06_Rel_aff_ns_85ov,C06_Rel_aff_NS_T,C06_Tot_0_14_yrs,C06_Tot_15_24_yrs,C06_Tot_25_34_yrs,C06_Tot_35_44_yrs,C06_Tot_45_54_yrs,C06_Tot_55_64_yrs,C06_Tot_65_74_yrs,C06_Tot_75_84_yrs,C06_Tot_85o,C06_T_T,C11_Buddhism_0_14_yrs,C11_Buddhism_15_24,C11_Buddhism_25_34,C11_Buddhism_35_44,C11_Buddhism_45_54,C11_Buddhism_55_64,C11_Buddhism_65_74,C11_Buddhism_75_84,C11_Buddhism_85ov,C11_Buddhism_Tot,C11_Christ_Angl_0_14,C11_Christ_Angl_15_24,C11_Christ_Angl_25_34,C11_Christ_Angl_35_44,C11_Christ_Angl_45_54,C11_Christ_Angl_55_64,C11_Christ_Angl_65_74,C11_Christ_Angl_75_84,C11_Christ_Angl_85ov,C11_Christ_Angl_Tot,C11_C_Assyr_Apo_0_14,C11_C_Assyr_Apo_15_24,C11_C_Assyr_Apo_25_34,C11_C_Assyr_Apo_35_44,C11_C_Assyr_Apo_45_54,C11_C_Assyr_Apo_55_64,C11_C_Assyr_Apo_65_74,C11_C_Assyr_Apo_75_84,C11_C_Assyr_Apo_85ov,C11_C_Assyr_Apo_Tot,C11_C_Baptist_0_14,C11_C_Baptist_15_24,C11_C_Baptist_25_34,C11_C_Baptist_35_44,C11_C_Baptist_45_54,C11_C_Baptist_55_64,C11_C_Baptist_65_74,C11_C_Baptist_75_84,C11_C_Baptist_85ov,C11_C_Baptist_Tot,C11_Christ_Breth_0_14,C11_Christ_Breth_15_24,C11_Christ_Breth_25_34,C11_Christ_Breth_35_44,C11_Christ_Breth_45_54,C11_Christ_Breth_55_64,C11_Christ_Breth_65_74,C11_Christ_Breth_75_84,C11_Christ_Breth_85ov,C11_Christ_Breth_To,C11_Ch_Catholic_0_14,C11_Ch_Catholic_15_24,C11_Ch_Catholic_25_34,C11_Ch_Catholic_35_44,C11_Ch_Catholic_45_54,C11_Ch_Catholic_55_64,C11_Ch_Catholic_65_74,C11_Ch_Catholic_75_84,C11_Ch_Catholic_85ov,C11_C_Catholic_Tot,C11_C_Chur_Christ_0_14,C11_C_Chur_Christ_15_24,C11_C_Chur_Christ_25_34,C11_C_Chur_Christ_35_44,C11_C_Chur_Christ_45_54,C11_C_Chur_Christ_55_64,C11_C_Chur_Christ_65_74,C11_C_Chur_Christ_75_84,C11_C_Chur_Christ_85ov,C11_C_Chur_Christ_Tot,C11_C_East_Ortho_0_14,C11_C_East_Ortho_15_24,C11_C_East_Ortho_25_34,C11_C_East_Ortho_35_44,C11_C_East_Ortho_45_54,C11_C_East_Ortho_55_64,C11_C_East_Ortho_65_74,C11_C_East_Ortho_75_84,C11_C_East_Ortho_85ov,C11_C_East_Ortho_To,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot
115011556,1090,931,639,806,939,927,401,249,43,6017,15,20,19,12,24,27,3,0,0,127,25,18,18,16,12,8,0,0,0,101,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,8,7,6,3,3,0,0,0,43,11,10,4,6,4,10,0,0,0,44,21,13,13,17,7,7,3,0,0,85,201,177,114,155,152,109,35,17,8,966,112,94,83,79,100,78,21,25,7,597,1478,1284,898,1107,1283,1173,479,295,61,8063,50,31,48,68,46,34,23,7,3,312,248,176,168,175,238,322,208,100,33,1664,0,0,0,0,0,0,0,0,0,0,64,20,33,42,25,32,16,6,3,244,0,0,0,0,0,0,0,0,0,3,616,413,279,389,394,341,218,90,23,2772,0,3,0,0,0,0,0,0,0,8,44,26,31,35,29,15,13,4,3,199,8,0,5,5,4,7,3,0,0,27
115011557,839,470,392,593,530,352,133,46,14,3362,28,26,16,33,18,9,0,0,0,130,58,18,23,33,20,14,3,0,0,173,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,7,10,10,3,5,0,0,0,46,5,4,7,7,3,0,0,0,0,22,17,13,12,16,4,4,0,0,0,73,105,46,60,79,57,36,10,3,0,407,71,40,43,42,52,36,4,0,3,289,1147,635,565,836,717,467,160,59,19,4599,38,31,25,31,45,41,10,3,0,227,154,81,49,111,113,124,47,23,3,699,0,0,0,0,0,0,0,0,0,0,14,18,13,20,18,13,11,3,0,113,11,0,0,3,0,0,0,0,0,15,469,286,119,290,284,174,73,34,7,1734,0,0,0,0,5,0,0,0,0,12,41,9,14,21,22,4,8,0,0,125,0,0,0,0,3,3,0,0,0,7
115011558,2728,2108,953,1850,2181,1564,708,551,252,12904,155,134,68,148,133,75,15,7,4,735,80,76,35,52,64,36,5,3,0,362,6,3,3,6,4,6,6,0,0,32,0,0,0,0,0,0,0,0,0,0,35,16,16,27,15,5,4,3,0,113,29,29,8,32,36,21,8,3,0,166,62,46,18,57,50,31,11,3,0,277,565,532,256,405,507,294,74,50,12,2704,258,221,109,170,194,135,64,66,36,1250,4002,3258,1515,2841,3347,2223,918,696,309,19106,137,138,73,119,231,135,43,15,5,896,541,447,182,404,581,454,324,153,112,3203,0,0,0,0,0,0,0,0,0,3,144,144,54,76,173,110,64,48,28,833,13,3,3,5,0,0,8,13,19,67,954,789,330,552,729,617,276,147,58,4448,5,8,0,6,7,5,4,0,3,35,55,39,13,39,60,28,41,13,0,290,0,3,0,3,5,4,3,0,0,19
115011559,3085,1529,1555,2092,1610,964,419,197,36,11489,95,45,43,74,68,14,5,6,0,355,100,69,63,69,41,20,8,0,0,371,3,0,3,3,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,33,29,26,20,26,8,3,0,0,150,17,26,13,19,25,11,3,7,0,122,45,59,40,39,54,20,11,7,0,269,409,220,233,242,195,103,32,17,0,1454,290,154,183,173,131,103,29,17,0,1085,4083,2106,2159,2746,2159,1255,520,239,37,15313,100,54,54,89,76,46,25,6,3,452,811,383,330,680,484,398,207,66,21,3379,0,0,0,0,0,0,0,0,0,3,72,78,32,57,72,45,34,7,0,403,55,33,28,18,10,10,4,12,0,180,1813,831,637,1070,908,621,335,134,30,6366,5,5,0,3,10,3,0,0,0,25,87,52,44,86,63,29,9,7,3,383,20,9,13,20,6,11,4,7,0,90
115021297,3097,2127,1200,2124,2222,2089,1126,635,231,14849,12,15,10,10,17,14,8,4,0,86,28,22,8,24,10,8,7,0,0,113,4,5,5,7,11,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,7,12,8,9,10,0,3,0,0,44,11,11,15,8,10,16,3,0,0,67,19,19,20,19,14,12,10,3,0,114,546,446,280,404,430,341,115,48,23,2630,343,268,154,244,306,238,103,85,30,1764,4079,2946,1686,2864,3053,2737,1364,773,285,19784,37,27,29,37,64,46,11,3,0,267,780,559,268,632,759,757,548,246,116,4674,0,0,0,0,0,0,0,0,0,0,74,68,28,55,79,73,42,12,10,436,0,9,0,4,6,3,6,3,0,34,1583,1085,507,888,1037,754,528,274,81,6735,0,0,3,0,13,0,0,0,0,19,78,35,26,53,43,34,24,9,7,309,13,6,7,6,11,7,4,0,4,63
115021298,656,476,286,422,528,496,256,212,66,3408,0,3,0,3,0,3,0,0,0,11,10,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,16,7,0,0,0,5,0,0,0,0,16,199,134,92,119,157,99,42,24,4,869,75,60,44,68,64,80,45,21,9,467,953,681,451,625,772,692,345,254,80,4859,6,7,12,15,6,8,4,0,0,63,194,134,63,163,203,190,165,84,58,1249,0,0,0,0,0,0,0,0,0,0,29,27,3,16,33,11,9,0,5,134,0,0,0,0,0,0,0,0,0,3,319,194,97,181,226,130,92,46,15,1307,0,0,3,0,0,0,0,0,0,4,10,0,0,12,11,3,5,4,0,49,0,3,3,3,6,0,0,0,0,21
115031299,279,124,143,237,219,268,148,65,16,1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,0,0,0,15,0,3,0,3,5,4,0,0,0,15,127,52,33,93,85,63,42,13,7,515,101,42,53,75,70,57,42,15,3,462,510,220,228,418,383,398,236,94,25,2509,0,3,3,3,3,6,3,0,0,15,86,38,31,101,95,94,90,34,10,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,119,59,45,72,89,55,55,16,0,513,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,0,0,0,22,11,5,9,12,3,0,4,3,0,44
115031300,3436,2055,1498,2526,2434,1797,859,414,106,15116,5,0,3,6,4,3,0,0,0,22,4,9,6,5,3,4,0,3,0,27,0,3,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,10,20,14,10,0,0,0,74,11,15,10,20,14,10,0,0,0,74,901,538,414,539,487,308,88,49,14,3342,585,338,209,364,346,269,102,49,26,2291,4954,2962,2151,3476,3314,2414,1056,521,141,20979,7,16,19,23,30,31,9,0,0,133,1223,827,520,1041,1115,924,533,217,86,6490,0,0,0,0,0,0,0,0,0,0,97,63,37,56,64,70,39,7,3,434,0,3,0,3,0,0,0,0,0,7,1428,893,552,935,896,585,331,119,30,5769,5,0,0,5,3,8,7,0,0,25,32,11,9,29,29,16,12,6,0,137,23,22,3,10,22,4,10,13,0,109
115041301,1421,909,792,1055,1024,849,394,227,79,6748,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,3,0,0,0,25,0,3,0,0,13,3,0,0,0,25,296,166,132,171,118,103,32,7,4,1020,205,102,108,124,101,84,53,41,3,822,1922,1186,1038,1363,1272,1052,479,268,84,8660,12,3,10,10,3,16,7,0,3,63,543,337,280,447,437,371,251,109,33,2803,0,0,0,0,0,0,0,0,0,0,22,12,18,12,11,21,7,0,0,99,0,0,0,0,0,0,0,0,0,3,721,415,333,468,419,312,207,71,18,2966,0,0,0,0,0,0,0,0,0,0,18,15,10,17,16,12,4,0,0,90,0,0,3,0,4,5,8,0,0,18
115041302,3809,1351,2093,2402,1486,1109,417,156,29,12856,106,54,44,106,60,12,12,3,0,407,100,54,41,70,48,12,7,3,0,335,3,3,3,3,5,6,0,0,0,23,0,0,0,0,0,0,0,0,0,0,38,30,34,25,24,5,4,4,0,164,14,15,16,25,17,12,5,0,0,94,58,46,49,46,33,14,8,4,0,255,474,187,265,323,200,80,26,16,3,1567,423,132,224,228,129,99,46,15,5,1307,5032,1840,2758,3234,2001,1346,523,207,48,16986,54,21,37,56,52,30,10,4,0,254,993,357,318,836,459,363,216,61,23,3623,4,0,0,0,0,0,0,0,0,5,63,25,24,64,32,32,21,8,0,267,12,5,3,3,7,6,0,0,0,40,2001,904,694,1236,838,572,288,95,29,6665,7,0,11,6,8,0,0,0,0,33,92,37,25,76,54,31,13,9,0,331,17,13,3,14,12,3,0,0,0,53
116011303,1535,1126,1428,1125,1102,863,598,488,132,8395,102,79,193,85,35,17,6,3,0,521,283,194,244,114,107,48,17,3,0,1020,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,53,36,78,32,6,8,5,3,3,228,12,23,19,13,20,7,0,0,0,89,67,52,99,39,27,10,5,9,3,315,305,217,320,202,148,78,32,23,6,1340,253,173,198,157,125,92,48,58,15,1123,2596,1870,2543,1781,1589,1134,717,595,159,12990,63,40,71,83,49,22,19,10,0,353,290,178,300,243,249,254,165,140,45,1863,0,0,0,0,0,0,0,0,0,0,59,35,46,29,49,24,14,6,0,253,0,0,0,0,0,0,0,0,0,0,760,477,676,573,496,464,307,212,70,4032,0,3,5,3,3,0,0,3,0,29,86,54,82,86,64,79,60,20,8,536,3,10,10,12,8,3,3,4,0,51
116011304,2229,1768,1630,1457,1720,1377,862,557,139,11738,117,48,90,85,60,21,8,6,0,431,164,98,92,91,59,31,11,7,0,555,3,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,59,27,30,43,26,0,3,3,0,194,5,4,8,11,9,4,0,0,0,40,66,31,32,50,38,7,3,3,0,232,467,253,261,215,171,106,35,11,3,1512,301,184,180,148,171,123,80,56,10,1259,3378,2412,2321,2104,2248,1682,1016,629,157,15942,41,23,33,51,40,30,17,5,0,241,433,250,336,348,371,421,244,169,38,2610,0,3,0,0,0,0,0,0,0,3,54,30,42,42,26,35,11,6,0,242,3,4,3,0,3,3,0,0,0,20,1241,868,879,725,785,801,463,329,186,6273,13,10,4,11,14,9,4,0,0,64,78,44,57,79,40,60,40,13,10,411,13,0,5,16,3,0,3,0,0,39
116011306,2857,2125,1627,1844,2039,1391,611,359,80,12937,242,146,198,206,152,65,29,5,0,1037,237,191,107,145,115,63,17,3,0,881,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,60,32,47,39,34,12,3,0,0,232,5,10,10,6,15,10,0,0,0,59,65,44,54,51,46,18,6,0,0,290,498,249,203,241,194,83,28,16,0,1506,367,204,167,229,162,118,53,58,22,1365,4320,3013,2405,2773,2790,1778,750,448,107,18384,63,61,58,60,80,61,14,11,0,398,430,310,232,308,372,310,155,85,25,2215,0,0,0,0,3,0,0,0,0,3,65,43,22,34,52,19,14,11,4,266,3,0,0,3,0,0,0,0,0,13,1485,1104,965,946,1081,952,388,226,67,7210,11,8,13,8,9,6,9,3,0,66,76,58,66,75,61,61,48,24,10,469,16,13,4,18,21,10,9,8,3,96
116011307,3253,2222,2369,2459,2623,2073,1226,840,204,17266,107,65,85,99,77,33,18,5,0,502,179,89,89,95,62,37,17,6,0,571,3,3,0,3,6,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,39,13,17,21,9,5,3,0,0,108,20,11,24,18,19,7,4,0,0,98,60,21,41,42,27,13,7,0,0,208,740,488,479,444,376,190,73,41,9,2839,378,244,282,259,260,214,131,87,20,1889,4783,3170,3390,3465,3501,2594,1487,987,239,23616,68,38,51,71,73,57,22,10,3,403,804,501,583,688,752,754,408,334,107,4926,0,0,0,0,0,0,0,0,0,3,99,43,48,65,61,62,27,23,6,445,0,3,7,0,4,8,0,0,0,21,1712,956,967,1101,980,984,499,348,109,7658,3,0,8,0,7,6,6,0,0,34,115,71,60,109,80,53,43,26,7,559,13,9,15,12,9,9,10,8,3,89
116011308,2908,2088,2160,2046,2160,2122,1045,559,136,15224,389,177,261,294,176,63,35,17,3,1423,195,137,143,117,85,48,12,3,0,740,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,53,29,39,44,23,3,11,4,0,201,23,10,13,21,10,4,3,0,0,85,73,45,50,65,33,5,9,4,0,285,540,369,381,332,270,162,58,33,10,2155,352,204,213,190,188,157,86,53,13,1454,4535,3071,3277,3142,3023,2602,1261,684,164,21765,85,49,72,108,115,64,26,9,4,532,452,288,361,417,437,522,320,162,47,3013,3,0,0,0,0,0,0,0,0,5,130,67,68,79,73,48,31,12,3,511,7,0,0,5,0,3,0,0,0,11,1504,883,959,978,929,1006,629,312,101,7297,12,12,9,10,14,8,3,0,0,74,126,93,112,113,80,101,82,43,16,762,16,8,21,7,13,16,5,0,0,88
116011560,1505,957,1022,1062,954,763,645,301,62,7276,125,70,107,102,56,27,14,0,0,498,175,100,89,103,76,25,10,3,0,578,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,20,34,23,13,5,0,0,0,138,10,7,7,7,7,3,0,0,0,43,48,30,42,31,22,7,0,0,0,181,278,156,186,161,134,59,40,15,7,1047,220,121,148,153,121,93,67,47,4,966,2382,1459,1617,1662,1405,990,791,372,77,10750,29,25,27,47,49,29,12,6,3,227,254,158,169,208,192,181,159,112,32,1472,4,0,0,3,0,0,3,4,0,10,33,29,30,11,30,26,13,3,0,183,0,0,0,0,3,0,0,0,0,3,811,503,483,560,487,440,337,167,52,3843,11,6,0,12,7,3,0,0,0,34,94,45,53,85,45,52,41,21,3,444,3,4,11,4,8,7,3,0,0,40
116011561,2004,1324,1352,1357,1256,969,802,574,162,9803,138,70,92,103,53,26,7,6,0,500,217,97,136,104,70,32,9,7,0,689,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,28,23,25,11,8,0,0,0,127,11,12,15,6,7,0,0,0,0,51,49,40,46,35,17,8,3,0,0,187,341,238,226,188,136,56,48,25,7,1257,285,145,156,164,103,83,64,49,18,1072,3061,1937,2047,1990,1670,1210,947,662,186,13712,51,18,33,56,42,26,12,3,0,254,343,228,215,290,312,268,204,166,35,2051,0,0,0,0,0,0,0,0,0,5,92,53,41,54,53,36,22,5,5,362,3,0,0,3,0,0,0,0,0,6,1018,617,667,636,644,492,394,287,137,4889,3,7,3,6,5,8,0,0,0,30,91,68,66,82,69,58,50,22,10,510,21,12,18,12,16,8,3,3,0,83
116021309,2624,1182,1681,1752,1152,746,273,95,23,9523,187,94,124,166,96,40,20,12,3,730,157,98,82,95,74,38,3,3,0,549,4,0,3,5,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,134,82,81,102,62,28,20,5,0,517,12,13,13,12,11,4,4,0,0,76,147,97,100,118,69,29,23,5,0,592,411,140,261,230,134,58,15,9,3,1264,274,126,117,154,105,48,12,6,0,851,3884,1777,2423,2600,1697,999,356,127,29,13897,102,60,58,88,98,50,24,13,0,503,477,169,198,458,229,181,87,30,8,1831,0,0,0,0,0,0,0,0,0,3,57,33,35,56,37,35,9,3,4,274,0,0,0,0,0,0,0,0,0,6,1311,650,522,821,643,419,191,58,19,4643,14,6,10,8,3,3,0,0,0,40,75,28,41,56,38,28,20,7,0,305,9,5,3,3,7,7,4,0,0,38
116021310,1778,731,1570,1172,698,428,223,113,16,6727,146,52,142,117,52,28,9,0,3,558,140,79,96,90,54,21,4,8,0,497,3,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,52,26,24,37,29,3,4,0,0,183,3,18,14,10,12,7,3,0,0,63,58,43,41,46,39,9,4,0,0,243,308,118,286,172,61,43,25,8,3,1012,325,318,529,365,196,95,39,23,0,1891,2800,1369,2719,2009,1134,635,318,147,19,11159,111,54,129,112,69,53,17,5,0,558,755,206,578,705,287,266,126,61,8,2985,5,0,3,3,0,0,0,0,0,9,77,32,48,52,38,14,9,0,0,272,3,0,3,3,0,0,0,0,0,12,2176,723,1292,1332,698,432,183,59,13,6903,13,8,6,9,11,3,0,0,0,56,125,51,76,91,48,23,8,4,0,419,5,6,7,8,9,8,4,4,0,42
116021312,1686,1233,1034,1201,1158,1011,548,328,61,8259,0,0,6,0,0,0,0,0,0,10,3,15,4,3,9,3,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,8,3,4,3,0,0,0,19,0,3,8,3,3,4,0,0,0,30,386,213,222,175,159,72,24,11,9,1275,236,127,131,145,129,84,66,41,8,970,2339,1597,1409,1544,1486,1184,642,383,74,10657,11,6,12,6,22,9,5,0,3,78,463,298,305,358,403,388,234,111,37,2593,0,0,0,0,0,0,0,0,0,0,55,34,33,18,39,33,13,8,0,229,14,6,4,12,8,0,8,3,0,52,835,633,502,557,571,555,359,174,52,4241,7,3,3,0,4,0,0,0,0,22,28,20,19,26,19,29,25,11,3,172,10,3,10,11,11,9,12,4,0,72
116021562,561,328,418,433,289,145,33,33,3,2237,27,13,31,21,17,4,0,0,0,119,28,17,15,13,15,3,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,12,15,14,7,0,0,0,82,0,3,0,0,0,0,0,0,0,4,22,10,12,14,14,6,0,0,0,86,104,49,71,53,37,22,8,0,0,340,41,35,27,32,20,7,3,0,0,169,788,458,585,581,398,200,48,40,3,3108,25,6,17,18,14,9,3,0,0,90,104,50,98,94,68,62,18,5,4,488,0,0,0,0,0,0,0,0,0,7,23,9,8,18,12,3,0,0,0,69,3,0,0,3,3,0,0,0,0,5,321,179,200,193,172,87,37,13,6,1210,3,3,9,6,6,0,0,0,0,24,13,10,14,16,14,8,0,4,0,77,3,3,0,3,3,5,0,0,0,13
116021563,3833,2116,2579,2572,1962,1165,451,212,51,14942,235,125,209,189,124,43,14,9,3,955,208,120,124,113,79,31,13,3,0,684,0,4,3,0,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,0,108,69,69,64,52,14,14,8,0,396,7,22,16,11,11,7,0,0,0,71,111,90,90,74,60,19,14,8,0,471,676,340,495,319,196,103,31,18,8,2185,442,205,244,252,173,97,49,32,19,1506,5598,3060,3790,3595,2688,1489,583,289,89,21174,116,61,98,101,69,52,13,10,4,528,780,409,567,680,548,351,138,61,32,3572,0,0,0,0,3,0,0,0,0,6,78,46,51,63,45,42,13,5,0,349,6,4,7,0,3,4,0,0,0,23,1880,1107,1164,1147,1008,793,306,128,25,7560,8,7,4,15,11,7,0,0,3,57,86,37,46,63,52,33,28,11,0,367,5,3,8,3,8,5,7,0,0,39
116031313,3326,1906,1561,1703,1616,1593,733,219,43,12712,75,41,56,50,37,17,4,0,0,283,269,165,133,113,80,75,23,4,0,857,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,5,6,4,4,0,0,0,0,17,5,9,7,14,5,3,0,0,0,44,12,13,10,15,8,3,0,0,0,67,922,347,300,232,167,101,37,10,5,2119,685,310,245,257,235,209,107,35,7,2093,5311,2803,2326,2396,2172,2008,910,273,54,18248,17,20,21,21,19,16,7,3,0,137,777,449,389,498,520,541,368,88,21,3644,0,3,0,3,7,4,6,0,0,22,49,34,26,22,33,29,15,3,0,206,0,0,0,0,0,0,0,0,0,0,1378,940,656,720,668,651,412,138,22,5592,4,3,4,4,3,3,0,0,0,22,48,35,30,38,22,36,32,21,3,265,20,21,16,14,30,10,11,5,0,123
116031314,1506,783,936,960,662,333,134,110,66,5490,103,49,70,85,36,15,8,3,0,363,113,51,58,54,36,15,3,3,3,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,40,83,72,21,6,6,0,0,334,3,4,3,0,5,0,0,0,0,22,110,45,85,69,28,5,3,0,0,348,288,98,134,91,51,19,12,5,0,689,162,91,89,96,57,40,14,5,3,554,2319,1121,1400,1382,896,435,174,129,73,7928,28,15,15,35,16,17,3,0,0,127,270,130,180,204,174,77,38,10,0,1092,0,0,0,0,0,0,0,0,0,0,18,14,9,11,10,5,8,0,0,73,0,0,3,0,0,0,0,0,0,5,805,454,484,468,405,250,103,83,62,3120,4,3,4,3,6,0,0,0,0,17,40,44,41,29,30,28,11,5,0,217,6,4,4,6,9,7,3,0,0,41
116031315,3764,2181,1882,2385,1925,833,389,229,74,13671,280,111,177,190,89,44,16,8,0,927,446,198,197,221,139,34,18,9,3,1269,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,67,25,32,50,20,5,4,0,0,200,5,6,8,7,4,0,0,0,0,28,74,30,37,54,24,3,7,0,0,228,538,263,255,194,118,54,10,3,3,1430,360,154,141,159,119,44,19,3,0,1000,5507,2975,2736,3248,2455,1033,470,254,85,18760,42,30,23,35,48,23,8,6,0,209,539,317,281,428,407,215,92,46,19,2343,5,5,3,3,0,3,0,0,0,24,54,38,31,39,48,23,7,7,0,240,3,3,0,0,0,0,0,0,0,12,1898,1373,997,1143,1223,711,251,136,48,7782,17,19,3,6,18,18,0,3,0,87,80,63,45,68,57,25,9,16,7,367,17,5,11,19,9,8,10,0,0,66
116031316,2740,1574,1186,1453,1182,1356,705,242,40,10473,18,10,14,20,15,9,5,0,0,81,159,73,62,60,32,26,12,3,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,10,11,3,13,4,5,6,0,0,0,38,18,4,15,4,5,10,0,0,0,54,766,340,230,208,125,75,42,7,0,1799,602,273,197,216,153,152,80,24,9,1703,4313,2275,1713,1976,1528,1632,838,274,47,14590,12,11,19,14,14,14,5,3,0,93,636,464,410,506,429,455,353,132,20,3404,0,0,0,0,0,0,0,0,0,0,26,29,19,22,23,26,16,3,0,158,0,0,0,0,0,0,0,0,0,6,1171,675,588,565,500,491,393,126,29,4538,0,3,3,0,3,0,3,0,0,10,26,22,23,31,24,21,24,15,3,197,22,9,5,12,15,7,11,6,0,90
