SA2_MAINCODE_2016,C11_F_u_a_a_h_FH_One_PFam,C11_F_u_a_a_h_FH_oth_fa,C11_F_u_a_a_h_FH_Tot,C11_F_u_a_a_h_LP_H,C11_F_u_a_a_h_GH,C11_F_u_a_a_h_OH,C11_F_u_a_a_h_Tot,C11_F_u_a_T_FH_CF_no_ch,C11_F_u_a_T_FH_CF_w_ch,C11_F_u_a_T_FH_One_PFam,C11_F_u_a_T_FH_oth_fa,C11_F_u_a_T_FH_Tot,C11_F_u_a_T_LP_H,C11_F_u_a_T_GH,C11_F_u_a_T_OH,C11_F_u_a_T_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_T_FH_CF_no_ch,C11_OD_T_FH_CF_w_ch,C11_OD_T_FH_One_PFam,C11_OD_T_FH_oth_fa,C11_OD_T_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_T_T,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_T,C11_T_FH_CF_no_ch,C11_T_FH_CF_w_ch,C11_T_FH_One_PFam,C11_T_FH_oth_fa,C11_T_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_T_T,C16_S_h_FH_CF_no_ch,C16_S_h_FH_CF_w_ch,C16_S_h_FH_One_PFam,C16_S_h_FH_oth_fa,C16_S_h_FH_Tot,C16_S_h_LP_H,C16_S_h_GH,C16_S_h_OH,C16_S_h_Tot,C16_Sd_r_t_1_FH_CF_no_ch,C16_Sd_r_t_1_FH_CF_w_ch,C16_Sd_r_t_1_FH_One_PFam,C16_Sd_r_t_1_FH_oth_fa,C16_Sd_r_t_1_FH_Tot,C16_Sd_r_t_1_LP_H,C16_Sd_r_t_1_GH,C16_Sd_r_t_1_OH,C16_Sd_r_t_1_Tot,C16_Sd_r_t_2m_FH_CF_no_ch,C16_Sd_r_t_2m_FH_CF_w_ch,C16_Sd_r_t_2m_FH_One_PFam,C16_Sd_r_t_2m_FH_oth_fa,C16_Sd_r_t_2m_FH_Tot,C16_Sd_r_t_2m_LP_H,C16_Sd_r_t_2m_GH,C16_Sd_r_t_2m_OH,C16_Sd_r_t_2m_Tot,C16_Sd_r_t_T_FH_CF_no_ch,C16_Sd_r_t_T_FH_CF_w_ch,C16_Sd_r_t_T_FH_One_PFam,C16_Sd_r_t_T_FH_oth_fa,C16_Sd_r_t_T_FH_Tot,C16_Sd_r_t_T_LP_H,C16_Sd_r_t_T_GH,C16_Sd_r_t_T_OH,C16_Sd_r_t_T_Tot,C16_F_u_a_1_2_FH_CF_no_ch,C16_F_u_a_1_2_FH_CF_w_ch,C16_F_u_a_1_2_FH_One_PFam,C16_F_u_a_1_2_FH_oth_fa,C16_F_u_a_1_2_FH_Tot,C16_F_u_a_1_2_LP_H,C16_F_u_a_1_2_GH,C16_F_u_a_1_2_OH,C16_F_u_a_1_2_Tot,C16_F_u_a_3_FH_CF_no_ch,C16_F_u_a_3_FH_CF_w_ch,C16_F_u_a_3_FH_One_PFam,C16_F_u_a_3_FH_oth_fa,C16_F_u_a_3_FH_Tot,C16_F_u_a_3_LP_H,C16_F_u_a_3_GH,C16_F_u_a_3_OH,C16_F_u_a_3_Tot,C16_F_u_a_4m_FH_CF_no_ch,C16_F_u_a_4m_FH_CF_w_ch,C16_F_u_a_4m_FH_One_PFam,C16_F_u_a_4m_FH_oth_fa,C16_F_u_a_4m_FH_Tot,C16_F_u_a_4m_LP_H,C16_F_u_a_4m_GH,C16_F_u_a_4m_OH,C16_F_u_a_4m_Tot,C16_F_u_a_a_h_FH_CF_no_ch,C16_F_u_a_a_h_FH_CF_w_ch,C16_F_u_a_a_h_FH_One_PFam,C16_F_u_a_a_h_FH_oth_fa,C16_F_u_a_a_h_FH_Tot,C16_F_u_a_a_h_LP_H,C16_F_u_a_a_h_GH,C16_F_u_a_a_h_OH,C16_F_u_a_a_h_Tot,C16_F_u_a_T_FH_CF_no_ch,C16_F_u_a_T_FH_CF_w_ch,C16_F_u_a_T_FH_One_PFam,C16_F_u_a_T_FH_oth_fa,C16_F_u_a_T_FH_Tot,C16_F_u_a_T_LP_H,C16_F_u_a_T_GH,C16_F_u_a_T_OH,C16_F_u_a_T_Tot,C16_OD_C_c_hb_FH_CF_no_ch,C16_OD_C_c_hb_FH_CF_w_ch,C16_OD_C_c_hb_FH_One_PFam,C16_OD_C_c_hb_FH_oth_fa,C16_OD_C_c_hb_FH_Tot,C16_OD_C_c_hb_LP_H,C16_OD_C_c_hb_GH,C16_OD_C_c_hb_OH,C16_OD_C_c_hb_Tot,C16_OD_Ih_t_s_FH_CF_no_ch,C16_OD_Ih_t_s_FH_CF_w_ch,C16_OD_Ih_t_s_FH_One_PFam,C16_OD_Ih_t_s_FH_oth_fa,C16_OD_Ih_t_s_FH_Tot,C16_OD_Ih_t_s_LP_H,C16_OD_Ih_t_s_GH,C16_OD_Ih_t_s_OH,C16_OD_Ih_t_s_Tot,C16_OD_H_f_so_FH_CF_no_ch,C16_OD_H_f_so_FH_CF_w_ch,C16_OD_H_f_so_FH_One_PFam,C16_OD_H_f_so_FH_oth_fa,C16_OD_H_f_so_FH_Tot,C16_OD_H_f_so_LP_H,C16_OD_H_f_so_GH,C16_OD_H_f_so_OH,C16_OD_H_f_so_Tot,C16_OD_T_FH_CF_no_ch,C16_OD_T_FH_CF_w_ch,C16_OD_T_FH_One_PFam,C16_OD_T_FH_oth_fa,C16_OD_T_FH_Tot,C16_OD_Tot_LP_H,C16_OD_Tot_GH,C16_OD_Tot_OH,C16_OD_T_T,C16_DS_ns_FH_CF_no_ch,C16_DS_ns_FH_CF_w_ch,C16_DS_ns_FH_One_PFam,C16_DS_ns_FH_oth_fa,C16_DS_ns_FH_Tot,C16_DS_ns_LP_H,C16_DS_ns_GH,C16_DS_ns_OH,C16_DS_NS_T,C16_T_FH_CF_no_ch,C16_T_FH_CF_w_ch,C16_T_FH_One_PFam,C16_T_FH_oth_fa
122031431,3,0,25,13,0,0,39,1128,532,315,35,2019,1462,208,273,3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,17,7,3,0,34,5,8,3,0,17,7,3,0,34,0,0,0,0,0,3,0,0,5,2303,2711,760,83,5864,2347,305,407,8921,913,2214,367,38,3545,482,75,147,4246,85,15,21,0,121,243,6,32,400,125,104,36,3,262,133,8,25,428,207,117,57,3,382,372,16,57,830,195,114,38,5,363,367,23,66,813,487,286,154,18,949,554,77,130,1715,556,322,133,17,1034,558,55,90,1733,0,0,0,0,3,3,0,0,7,1241,731,330,43,2343,1494,157,281,4274,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,12,11,0,26,4,4,3,35,7,11,11,0,27,4,4,3,37,11,6,0,0,17,14,0,0,27,2376,3077,767,88
122031432,0,0,5,4,0,0,4,3,0,0,0,8,15,0,0,21,5,3,3,0,15,26,0,0,48,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,7,3,0,14,32,4,0,49,0,7,0,0,7,0,0,0,6,297,560,74,7,942,136,27,32,1128,270,527,74,3,880,78,13,46,1023,0,0,0,0,4,4,0,0,4,8,7,3,0,15,5,0,0,22,6,13,5,0,20,8,0,0,28,3,4,3,0,10,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,10,13,0,0,21,3,0,0,0,3,20,0,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,20,0,14,42,3,3,0,0,5,3,0,0,10,292,548,82,3
123011433,4,0,3,3,0,0,5,38,9,13,3,58,143,11,25,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,3,4,0,0,9,0,0,0,0,0,4,0,0,3,1133,1609,400,28,3170,868,75,120,4236,1046,1706,364,20,3138,477,60,73,3749,57,5,11,4,74,286,3,24,391,42,20,22,0,76,97,4,5,183,101,24,28,4,152,381,6,27,577,22,0,11,0,35,59,0,4,99,10,0,0,0,10,26,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,11,0,42,88,0,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,13,1175,1733,402,24
123011434,0,0,7,3,0,0,8,5,4,0,0,7,34,3,4,54,10,0,0,0,13,27,0,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,29,0,13,60,0,0,0,0,0,0,0,0,0,1208,2492,577,43,4324,658,76,96,5151,1390,3166,688,50,5300,619,83,194,6201,40,20,22,7,93,70,0,11,170,25,41,31,0,94,14,5,4,122,56,69,56,7,189,86,11,10,289,4,3,3,0,12,38,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,11,38,0,0,49,9,0,0,0,12,27,0,26,64,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,4,11,0,0,0,12,29,0,26,64,8,0,0,0,6,9,0,0,19,1470,3238,749,59
123011435,0,0,0,0,0,0,0,4,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,3,7,4,0,0,10,0,0,0,15,1664,3823,926,65,6474,779,138,175,7564,1806,4290,1098,63,7264,850,115,203,8424,44,63,49,3,155,68,3,18,245,62,83,63,4,211,75,8,22,313,108,144,113,3,368,147,7,41,559,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,4,4,0,0,5,1910,4440,1217,73
123021436,0,0,0,3,0,3,3,11,3,9,0,19,86,7,17,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1295,2209,1342,72,4918,1185,149,254,6507,1142,1995,1136,68,4333,817,125,243,5524,52,75,87,9,217,101,14,24,347,37,62,114,8,214,155,7,34,412,91,130,198,13,428,258,19,58,762,10,10,13,0,34,46,0,11,96,3,4,5,0,21,14,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,19,11,22,3,57,60,6,14,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,5,7,3,3,0,0,5,9,0,3,13,1250,2143,1348,80
123021437,0,0,12,12,3,5,26,244,62,54,9,368,446,30,67,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,4,4,0,0,10,0,4,0,0,4,9,0,3,11,0,0,0,0,0,0,0,0,0,1265,1844,781,72,3962,1368,162,247,5736,900,1719,646,62,3335,663,107,143,4241,107,31,44,4,183,216,12,37,442,77,101,74,7,255,221,22,34,544,187,132,115,11,440,441,37,73,987,66,31,32,9,138,219,14,41,413,60,29,20,3,113,103,7,46,271,219,82,55,4,356,215,35,32,646,0,0,0,0,3,3,0,0,6,348,143,106,12,616,539,62,117,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,5,13,9,0,31,9,3,14,61,5,13,11,0,33,10,3,21,66,6,3,3,0,8,5,0,3,23,1453,2010,879,90
123021438,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1157,2794,1236,62,5259,814,114,304,6494,1168,2416,853,54,4487,617,88,147,5341,64,74,117,7,268,112,11,44,436,50,128,212,0,401,98,12,118,616,117,204,334,15,665,209,17,163,1053,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,3,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,1286,2626,1189,64
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,0,0,0,3,0,0,3,17,10,8,0,31,22,0,4,61,3,0,7,0,12,27,0,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,0,7,0,11,33,0,0,47,0,0,0,0,0,0,0,0,0,1169,2247,795,67,4278,1177,137,163,5753,946,2133,565,40,3687,572,79,166,4502,143,192,117,17,461,292,24,51,832,169,314,167,19,674,221,27,63,982,310,501,283,33,1135,511,49,116,1814,16,27,10,3,56,52,4,5,117,10,13,11,0,40,24,3,25,89,9,19,3,0,31,6,0,22,58,0,0,0,0,3,0,0,0,3,35,64,27,3,128,86,4,52,265,3,0,0,0,4,26,0,14,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,30,0,14,47,101,5,0,0,106,14,0,6,127,1403,2703,875,78
123021441,0,0,0,4,0,0,6,55,20,34,3,112,153,7,12,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,9,0,0,8,0,3,0,0,3,3,0,0,6,1429,1960,846,76,4305,1170,123,179,5783,1222,1874,717,58,3873,766,104,155,4904,38,38,45,5,121,126,4,14,268,63,62,47,9,180,162,10,22,372,96,96,84,19,296,295,17,35,642,17,17,8,0,38,54,3,10,108,0,0,0,0,0,0,0,0,0,43,25,27,3,93,54,11,13,168,0,0,0,0,0,0,0,0,0,54,35,37,3,129,107,10,24,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,1377,2015,846,75
123021442,0,0,3,3,0,0,4,23,27,19,3,73,92,0,9,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,1356,2614,1256,106,5331,1423,144,166,7064,975,2417,875,68,4331,765,128,235,5451,168,303,135,13,619,354,30,55,1056,177,388,214,19,794,239,36,106,1180,346,693,346,31,1419,594,61,165,2240,5,12,5,0,15,8,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,5,5,10,5,0,21,15,0,3,40,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,0,0,9,3,3,0,0,4,8,4,0,17,4,9,3,0,16,4,0,3,22,1330,3129,1232,101
123021443,0,0,0,3,0,0,5,39,34,29,0,109,92,13,28,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,50,17,3,85,23,0,4,116,26,50,13,3,89,23,0,8,116,0,4,0,0,3,0,0,0,3,1022,2441,923,86,4476,890,106,174,5643,999,2600,805,79,4479,617,87,173,5356,57,101,78,8,247,124,7,21,397,51,104,72,3,221,153,6,36,421,105,206,147,11,470,280,19,56,821,15,25,25,0,68,54,4,8,129,3,4,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,26,0,77,55,4,8,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,7,0,7,13,1131,2837,973,93
123021444,0,0,0,3,0,0,4,28,8,13,4,52,54,4,15,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,3,0,0,0,8,0,0,0,8,0,0,0,0,0,3,0,0,7,1240,2654,1088,79,5066,870,125,320,6380,1261,2451,976,72,4766,619,108,219,5705,67,66,103,6,239,112,4,34,390,42,48,89,3,185,87,9,41,314,105,118,192,10,420,196,15,73,711,86,15,22,3,124,70,8,20,219,11,4,4,0,18,5,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,20,25,3,137,80,8,26,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,3,4,0,0,5,1462,2589,1190,85
123031445,0,0,3,3,0,0,4,0,0,0,0,4,3,0,0,6,8,0,0,0,8,30,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,29,0,7,44,0,0,0,0,0,0,0,0,0,499,740,190,10,1441,346,25,54,1863,472,734,179,12,1392,238,31,90,1752,65,3,3,3,75,64,0,5,148,0,0,0,0,0,0,0,0,0,65,3,3,3,75,64,0,5,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,29,0,6,40,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,5,0,0,11,27,0,6,45,3,3,3,0,5,3,0,5,12,544,742,182,18
123031446,0,0,14,4,0,0,21,12,8,6,0,30,15,0,3,47,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,3,3,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,604,1074,197,19,1890,283,41,54,2262,775,1410,220,16,2416,268,33,96,2816,58,4,5,0,71,51,0,4,120,0,0,3,0,3,0,0,0,6,63,4,7,0,69,51,0,4,129,0,0,4,0,7,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,0,0,21,0,0,0,0,3,0,0,0,5,0,4,0,0,5,0,0,0,5,3,3,0,0,8,3,0,0,12,3,7,3,0,13,3,0,3,24,0,3,0,0,8,3,0,0,16,845,1425,232,12
123031447,0,0,0,8,0,0,13,19,4,6,0,34,102,3,3,142,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,8,8,3,0,0,13,7,0,5,17,8,3,4,0,13,10,0,3,27,3,0,0,0,3,0,0,0,0,1328,2023,674,46,4069,1024,92,183,5366,1314,2153,641,45,4156,786,77,251,5271,88,27,24,4,137,162,4,20,316,7,3,11,0,23,27,0,8,59,95,33,29,5,158,186,4,28,378,12,4,7,0,21,38,6,7,76,3,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,12,0,27,43,6,7,83,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,11,0,0,15,3,0,0,17,5,12,0,0,14,8,0,0,25,3,9,0,0,13,3,0,0,15,1433,2206,687,49
123031448,3,0,4,5,0,3,10,8,5,3,0,11,8,10,5,34,5,4,4,0,11,19,0,0,39,0,3,0,0,5,0,0,0,4,0,3,3,0,6,0,0,0,6,5,11,5,0,27,25,0,4,48,0,0,0,0,0,0,0,0,0,738,1227,268,25,2261,328,48,81,2725,734,1269,226,12,2245,315,37,113,2712,3,0,4,0,16,6,0,5,21,0,0,0,0,0,0,0,0,0,3,0,4,0,16,7,0,5,23,0,0,3,0,3,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,5,9,0,0,0,0,5,20,0,12,30,0,3,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,4,0,7,3,0,9,17,0,12,39,5,3,0,0,9,0,0,0,10,750,1275,237,12
124011449,0,0,0,0,0,0,0,3,0,0,0,3,12,0,0,17,3,0,0,0,3,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,16,0,0,0,0,3,0,0,0,5,650,440,247,10,1346,746,69,322,2483,687,463,257,16,1427,757,88,168,2437,3,3,0,0,12,21,0,0,33,0,0,0,0,4,8,0,3,12,8,8,4,0,15,22,0,5,43,0,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,3,16,0,0,0,0,0,3,0,20,23,0,0,0,0,4,0,0,9,7,0,3,0,0,3,0,0,0,3,4,3,0,0,7,3,0,23,40,3,3,0,0,8,7,0,3,19,697,473,261,16
124011450,0,0,3,3,0,0,4,10,0,0,0,12,21,0,0,35,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,3,0,3,0,0,3,8,0,0,11,0,0,0,0,0,0,0,0,3,1788,2706,664,39,5191,1180,132,125,6630,1811,2633,607,55,5107,962,112,156,6340,33,16,11,0,64,98,3,11,175,21,12,38,0,70,36,3,6,120,60,25,49,0,128,133,11,20,293,0,0,0,0,0,7,0,0,9,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,0,0,8,1875,2663,655,53
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,6,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
124011452,9,0,16,29,0,3,47,40,14,33,0,85,234,22,24,370,5,0,0,0,5,3,0,15,21,0,0,0,0,0,0,0,23,23,0,0,0,0,0,3,0,0,12,5,0,0,0,6,9,0,39,58,0,0,0,0,7,3,0,0,11,1260,1041,635,41,2979,1928,247,478,5631,1238,1027,573,34,2872,1518,233,346,4965,23,9,15,0,53,137,10,36,233,33,16,21,4,61,88,9,13,181,59,20,35,3,115,223,20,50,412,38,12,31,6,85,207,24,34,346,9,0,3,0,19,62,9,4,95,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,48,15,33,11,106,271,32,42,452,0,0,0,0,0,3,0,6,13,0,0,0,0,0,0,0,6,7,4,3,0,0,10,12,0,3,23,8,3,0,0,7,15,0,22,44,13,4,0,0,13,18,0,6,40,1365,1062,642,48
124011453,0,0,0,7,0,0,10,6,0,3,0,13,42,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1050,1403,479,23,2952,1038,126,121,4243,1059,1385,483,23,2951,978,115,149,4193,8,4,12,0,21,31,4,0,58,0,0,3,0,8,3,0,3,13,8,4,14,0,26,35,4,7,68,4,3,7,0,8,46,3,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,7,0,8,46,3,5,67,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,5,6,4,3,0,0,8,4,0,0,16,1079,1397,501,23
124011454,0,0,5,15,0,0,21,18,8,7,4,37,66,3,9,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,3,0,0,9,0,0,0,8,3,3,3,0,9,0,0,7,18,0,0,0,0,0,3,0,0,3,2099,2984,824,56,5966,1598,158,110,7829,2058,2822,736,57,5667,1218,128,158,7174,69,16,23,0,111,174,10,14,298,54,19,19,0,90,175,3,13,277,124,34,47,0,202,345,13,24,581,5,3,7,0,13,22,4,3,37,4,3,0,0,11,25,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,5,0,21,44,4,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,7,3,0,3,0,7,6,0,0,13,4,6,4,0,10,11,0,0,17,2194,2868,789,59
124011455,0,0,0,0,0,0,3,4,4,4,0,7,10,0,3,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,730,581,230,11,1559,667,63,149,2435,748,611,208,13,1583,621,77,123,2407,18,4,5,0,29,38,0,3,76,9,4,0,0,10,21,0,0,34,21,13,6,0,39,59,0,7,108,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,4,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,6,4,3,0,0,7,3,0,0,15,781,628,217,13
