SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
102011041,0,0,6,509,1109,483,627,272,102,3102,391,863,476,620,313,105,2768,79,121,11,0,0,0,219,25,34,13,4,8,3,85,107,152,26,5,8,3,301,57,55,20,11,3,0,147,0,6,0,0,3,0,8,5,3,0,0,0,0,8,3,3,0,0,0,0,9,65,69,20,9,4,0,171,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,4,10,0,3,0,0,0,0,8,561,1089,527,643,325,113,3258
102011042,0,0,0,1923,1891,746,605,238,123,5533,942,1328,600,577,235,106,3800,549,377,86,51,7,0,1066,142,120,40,26,9,3,337,689,500,124,77,12,4,1400,263,89,22,11,4,0,394,9,8,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,3,274,96,26,11,4,0,412,40,18,8,3,5,0,80,3,0,0,0,0,0,3,4,6,0,0,0,0,10,45,27,9,8,5,0,94,16,12,0,0,0,0,27,1977,1957,757,675,251,111,5730
102011043,0,0,3,1137,1372,678,596,253,111,4150,586,1028,571,574,258,136,3145,416,229,17,11,0,0,671,87,57,38,19,3,5,214,505,283,56,31,4,5,880,41,23,8,0,3,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,42,25,8,0,3,0,78,20,3,0,0,0,0,20,0,0,0,0,0,0,0,3,3,4,4,0,0,16,17,12,4,3,0,0,37,3,0,0,0,0,0,4,1150,1344,642,611,265,136,4153
102021044,0,0,0,2099,2765,1199,1223,515,237,8039,1333,2288,1129,1189,558,224,6707,424,158,29,17,5,5,639,170,104,35,26,17,3,356,597,261,64,41,20,9,993,99,74,21,15,3,3,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,73,21,15,3,3,217,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,3,0,7,0,0,12,19,6,0,0,0,0,29,2049,2634,1223,1247,579,227,7964
102021045,0,0,0,660,1099,682,613,361,191,3612,622,1191,617,638,344,198,3609,26,21,10,6,0,0,61,0,3,3,0,0,0,6,27,26,12,9,0,0,70,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,6,3,0,5,0,0,0,6,3,3,0,0,0,0,4,656,1217,633,647,342,199,3694
102021046,0,0,3,1101,1347,518,435,174,99,3685,949,1307,493,458,179,91,3468,23,31,3,0,0,0,62,4,0,0,7,0,0,9,31,29,3,5,0,0,69,83,32,10,3,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,28,10,3,0,0,135,35,7,0,0,0,0,42,0,0,0,0,0,0,0,3,3,3,0,0,0,9,36,14,3,0,0,0,52,3,7,0,0,0,0,12,1101,1382,505,467,182,91,3739
102021047,0,0,0,1066,1721,887,981,443,199,5289,785,1519,827,963,432,200,4719,124,117,12,3,5,3,268,20,19,14,10,3,3,67,142,139,24,13,11,4,329,162,60,4,3,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,62,4,3,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,4,0,0,0,0,9,1095,1724,861,977,437,206,5298
102021048,0,0,3,2379,2702,1184,962,479,282,7984,1480,2243,1102,965,478,281,6552,210,143,48,32,10,8,453,40,26,12,4,0,0,83,249,169,57,37,18,8,527,499,276,70,21,11,5,876,0,0,0,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,4,502,280,71,22,11,5,888,89,26,3,5,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,28,3,5,0,0,126,56,4,8,0,0,0,67,2374,2732,1243,1029,501,292,8170
102021049,0,0,3,149,313,153,175,98,52,942,141,332,140,179,97,77,961,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,7,0,0,0,0,0,7,143,336,147,186,100,73,986
102021050,0,0,0,1148,1680,493,483,211,108,4126,1181,1661,509,507,215,108,4182,8,5,3,0,0,0,16,0,4,4,0,0,0,8,8,8,8,0,0,0,22,19,16,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,5,0,0,0,44,12,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,0,0,0,0,28,0,3,0,0,0,0,7,1222,1702,521,511,213,108,4282
102021051,0,0,0,294,525,273,293,158,72,1622,179,431,220,272,130,78,1309,61,71,19,17,4,0,167,60,56,19,14,6,0,157,124,127,39,28,8,0,325,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,0,0,0,3,308,566,258,304,138,78,1649
102021052,0,0,0,490,761,304,318,129,51,2052,454,799,343,307,148,47,2104,9,6,3,0,0,0,15,4,9,0,0,0,0,9,12,7,4,3,0,0,26,14,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,24,0,0,0,0,0,0,3,0,8,3,0,0,0,12,0,0,0,0,0,0,0,4,4,3,0,0,0,16,0,0,0,0,0,0,0,480,815,353,310,148,47,2167
102021053,0,0,8,2144,2156,747,533,244,115,5936,702,1120,467,445,184,98,3020,543,302,58,37,19,4,967,370,323,121,70,30,8,925,913,626,183,115,49,7,1890,199,77,30,12,3,5,316,186,117,38,21,4,0,375,278,258,60,28,3,3,625,3,0,0,0,0,0,3,667,450,130,53,12,8,1317,40,22,8,0,0,0,69,0,0,0,0,0,0,0,7,8,10,3,0,0,22,47,28,12,3,0,0,99,25,16,3,0,0,0,44,2356,2243,799,616,242,114,6371
102021054,0,0,0,1337,1351,497,400,138,68,3798,677,1047,454,398,179,77,2837,340,185,26,8,0,0,564,36,39,13,4,0,0,93,380,222,42,14,0,0,660,183,75,15,5,3,3,286,12,5,0,0,0,0,15,12,0,0,0,0,0,14,0,0,0,0,0,0,0,202,83,17,5,3,3,314,28,13,8,3,5,0,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,28,15,8,3,5,0,54,5,5,3,0,0,0,18,1293,1374,523,417,183,83,3881
102021055,0,0,0,311,570,304,314,143,72,1708,202,434,262,278,149,75,1397,51,49,27,15,8,0,147,60,55,27,25,7,3,175,113,100,54,41,10,4,317,3,10,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,10,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,10,331,549,323,324,159,77,1757
102021056,0,0,0,553,1134,639,867,408,215,3825,593,1229,698,1048,539,267,4380,76,80,23,5,3,0,192,8,31,22,19,3,0,85,82,113,45,21,5,3,278,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,3,0,12,680,1349,754,1069,546,273,4674
102021057,0,0,3,897,999,493,412,192,114,3108,541,877,460,367,191,115,2550,77,48,19,13,3,0,156,86,88,28,23,10,3,238,164,133,42,33,12,5,392,99,19,12,3,0,0,128,27,15,6,3,3,0,56,10,9,3,0,0,0,25,4,0,0,0,0,0,4,138,43,19,6,3,0,209,25,17,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,0,0,0,0,50,9,3,0,0,0,0,18,883,1080,525,414,207,123,3224
103011058,0,0,10,2480,2839,1245,1102,467,225,8358,1602,2357,1115,1042,433,205,6752,514,307,88,50,9,7,970,144,89,28,13,6,0,282,659,395,120,63,11,7,1248,335,156,26,13,4,3,534,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,157,30,14,4,3,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,0,4,0,17,11,7,3,0,4,0,20,96,17,3,0,0,0,112,2700,2925,1267,1124,456,211,8681
103011059,4,0,3,593,1126,491,547,289,143,3183,546,1121,551,656,326,165,3368,89,41,15,11,3,0,158,32,12,3,0,0,0,44,119,55,19,9,3,0,201,22,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,3,0,0,0,37,7,8,0,0,3,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,0,3,0,21,17,0,0,3,0,0,26,709,1188,580,672,337,170,3652
103011060,0,0,10,514,858,320,347,180,89,2311,490,838,319,327,172,77,2233,3,4,3,0,0,0,6,0,0,0,0,0,0,0,3,4,3,0,0,0,6,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,6,7,0,3,0,0,18,503,853,325,331,175,78,2272
103011061,0,0,0,474,609,229,209,119,46,1682,418,618,190,192,93,46,1548,7,3,0,0,0,0,8,0,0,0,0,0,0,0,7,3,0,0,0,0,8,25,9,0,0,0,0,35,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,0,0,0,0,41,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,9,21,25,0,3,4,3,60,481,660,196,199,91,50,1671
103021062,0,0,3,741,964,358,312,187,87,2647,613,795,279,279,154,79,2196,3,3,0,0,0,0,12,0,0,0,0,0,0,0,9,3,0,0,0,0,13,49,10,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,4,0,0,0,68,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,16,7,3,9,0,0,0,20,20,26,10,9,5,3,71,698,836,303,289,162,81,2369
103021063,0,0,0,1127,1237,423,385,210,103,3483,878,1206,469,351,173,94,3173,78,33,4,0,0,0,122,3,4,0,0,0,0,3,83,35,4,0,0,0,128,163,43,6,3,0,0,219,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,43,9,3,0,0,229,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,3,0,0,10,15,0,0,3,0,0,22,5,6,0,0,0,0,15,1160,1291,488,356,173,98,3571
103021064,0,0,11,602,840,263,221,133,61,2116,565,759,233,223,124,55,1953,12,20,10,6,4,0,48,0,0,0,0,0,0,0,12,20,10,6,4,0,48,22,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,0,0,0,32,6,3,0,0,0,0,8,0,0,0,0,0,0,3,6,0,3,0,0,0,16,13,3,3,0,0,0,24,14,15,6,3,0,0,37,630,805,249,237,123,53,2100
103021065,0,0,5,1155,1417,452,407,264,107,3806,876,1317,450,393,248,105,3396,87,21,5,0,5,0,117,0,6,0,0,0,0,6,87,27,5,0,5,0,119,108,23,0,0,0,0,137,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,23,0,0,0,0,141,15,8,0,0,0,0,27,3,5,0,0,0,0,13,7,10,5,0,0,0,30,26,22,9,0,0,0,68,10,3,0,4,0,0,15,1111,1388,469,404,254,108,3737
103021066,0,0,0,439,613,179,142,93,35,1500,425,567,146,122,80,31,1360,32,18,0,0,0,0,51,0,0,0,0,0,0,0,36,18,0,0,0,0,53,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,3,0,0,0,0,9,3,0,0,0,3,0,11,471,586,149,125,79,31,1449
103021067,0,0,4,1171,1354,585,447,299,170,4029,865,1221,517,466,273,149,3491,62,40,12,8,0,0,120,13,0,0,0,0,0,13,83,40,12,8,0,0,138,199,49,14,3,3,0,265,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,51,16,3,3,0,273,6,4,0,0,0,0,16,3,0,0,0,0,0,6,3,3,0,0,0,0,9,14,9,6,0,0,0,26,18,4,6,3,3,0,30,1180,1318,552,480,278,152,3958
103021068,0,0,3,360,481,143,137,90,57,1266,336,449,149,122,78,50,1182,9,3,0,0,0,0,5,0,0,0,0,0,0,0,9,3,0,0,0,0,5,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,15,3,3,0,0,0,0,10,0,0,0,0,0,0,3,6,3,0,0,0,0,11,6,5,0,0,0,0,17,0,8,0,0,0,0,13,363,472,149,125,75,50,1237
103021069,0,0,0,644,860,265,236,150,104,2257,586,792,241,207,155,81,2056,6,4,0,0,0,0,9,0,0,0,0,0,0,0,6,4,0,0,0,0,9,54,3,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,0,0,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,0,10,7,6,3,0,0,0,13,16,9,4,4,4,0,36,664,807,253,206,155,81,2175
103031070,0,0,9,1651,1680,614,573,251,95,4859,1359,1483,612,514,219,107,4300,284,94,26,20,3,0,427,43,28,8,0,0,0,84,329,123,38,22,3,0,507,66,28,6,8,0,0,108,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,27,6,8,0,0,126,17,3,0,0,0,0,16,0,0,0,0,0,0,0,4,9,4,0,0,0,18,17,10,4,0,3,0,35,11,3,3,0,0,0,12,1800,1648,663,542,223,108,4985
103031071,0,0,3,742,1092,391,423,189,82,2920,626,946,335,345,145,63,2463,19,8,0,0,0,0,28,4,0,0,0,0,0,4,23,8,0,0,0,0,27,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,11,0,0,0,0,0,18,0,0,0,0,0,0,6,74,109,41,38,22,6,299,87,112,41,37,24,13,312,16,27,7,6,0,3,54,753,1097,386,386,172,79,2871
103031072,0,0,4,1072,1340,577,496,260,114,3864,840,1288,614,566,269,109,3683,165,72,27,9,3,3,268,9,3,4,0,0,0,17,175,70,31,12,3,3,290,114,44,16,3,0,0,181,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,44,16,3,0,0,187,41,10,0,0,0,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,3,46,10,0,3,0,0,62,9,11,3,0,0,0,21,1198,1421,659,585,270,114,4244
103031073,0,0,0,460,514,175,128,76,29,1389,455,514,143,121,60,30,1326,6,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,11,17,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,24,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,0,0,0,0,0,3,4,0,0,0,0,0,10,11,9,3,0,0,0,23,503,527,147,127,61,30,1393
103031074,0,0,0,881,1487,461,451,250,113,3653,899,1351,440,440,231,108,3474,31,7,7,0,0,0,44,0,0,0,0,0,0,0,31,7,7,0,0,0,44,8,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,21,27,4,3,0,0,0,28,4,4,0,0,3,0,6,6,8,0,4,0,0,22,31,18,3,5,5,0,61,14,12,8,7,5,0,38,982,1385,460,449,236,117,3628
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,3,684,908,338,336,197,98,2557,618,931,356,334,190,87,2517,16,7,4,0,0,0,30,0,0,0,0,0,0,4,14,13,5,0,0,0,34,44,9,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,0,0,0,0,58,3,0,0,0,0,0,3,0,3,0,0,0,0,4,3,11,3,0,3,0,16,11,16,3,0,5,0,27,29,0,0,0,0,0,29,717,965,368,334,190,93,2667
103041077,0,0,7,2549,2485,1028,838,442,218,7561,1661,2125,904,716,362,171,5937,552,216,39,31,7,0,845,94,27,14,10,0,3,145,645,246,52,34,12,3,988,232,60,16,3,3,0,315,15,3,0,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,3,251,60,16,3,3,0,336,10,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,3,0,0,8,10,0,0,3,0,0,20,84,13,3,9,4,0,107,2643,2446,970,767,379,172,7386
103041078,0,0,3,1237,1890,909,1043,479,212,5768,1092,2082,1000,1184,535,247,6139,197,118,33,16,6,0,360,26,19,4,0,0,0,48,219,131,35,14,6,0,409,116,38,9,3,0,3,173,17,7,0,0,0,0,21,8,9,0,0,0,0,17,0,0,0,0,0,0,0,141,55,11,9,0,3,211,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,14,8,0,0,7,3,0,20,1466,2275,1045,1212,542,254,6792
103041079,0,0,3,791,1458,549,551,370,178,3899,718,1393,537,631,368,158,3794,13,3,0,0,0,0,22,0,0,0,0,0,0,0,13,3,0,0,0,0,23,35,10,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,10,3,0,3,0,51,13,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,3,0,0,0,7,22,3,3,0,0,0,30,7,13,0,6,0,0,28,787,1421,543,631,373,160,3916
104011080,0,0,20,2138,2522,974,844,390,218,7087,1464,2200,850,752,365,213,5848,258,99,8,10,0,0,377,106,70,34,10,8,0,230,363,171,43,24,8,0,609,359,111,37,11,4,3,522,21,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,114,38,11,4,3,549,50,12,3,0,0,0,66,9,3,0,0,0,0,10,4,9,3,0,0,3,18,59,24,8,3,0,3,93,15,20,4,0,3,0,48,2282,2533,940,790,377,224,7143
104011081,0,0,0,1305,2183,796,705,349,215,5563,1224,2214,719,595,334,206,5293,17,5,0,0,0,0,24,5,6,0,0,0,0,8,26,8,0,0,0,0,32,8,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,8,0,0,0,0,20,56,24,7,4,0,0,92,32,18,10,6,0,3,71,3,6,3,3,0,0,12,88,51,21,12,5,6,182,13,27,0,0,4,0,54,1368,2306,744,610,344,211,5577
104011082,0,0,7,1825,2826,763,622,268,139,6435,1370,2545,693,523,266,123,5522,175,103,22,5,3,0,307,62,52,20,6,3,0,142,238,151,36,17,6,0,446,181,113,23,8,0,0,326,22,25,0,0,0,0,51,8,3,0,0,0,0,10,0,0,0,0,0,0,0,212,135,22,10,0,0,383,172,113,3,0,0,0,286,0,0,0,0,0,0,3,15,11,0,3,0,0,31,191,124,10,4,0,3,324,17,16,8,3,0,0,44,2030,2980,768,559,271,124,6727
104021083,0,0,0,546,778,343,317,125,51,2175,508,766,303,295,126,64,2060,31,10,4,0,0,0,43,3,3,0,4,0,0,7,30,16,4,3,0,0,53,11,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,3,0,0,22,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,3,6,0,0,3,15,555,793,315,301,127,69,2154
104021084,0,0,3,1926,2359,892,803,339,144,6463,872,1589,700,653,318,177,4314,301,204,62,32,12,0,613,226,200,75,36,14,4,557,527,402,136,74,19,10,1168,363,202,85,29,11,4,682,50,20,3,0,0,0,80,72,71,15,5,0,0,156,0,0,0,0,0,0,0,482,294,103,36,13,5,928,105,41,4,5,0,0,162,0,0,0,0,0,0,0,4,0,0,0,0,0,5,113,41,4,5,0,0,166,49,40,9,13,0,0,109,2040,2367,955,773,354,190,6681
104021085,0,0,6,1353,1438,484,354,167,89,3885,466,862,343,281,139,92,2179,142,98,27,10,10,3,291,116,126,40,10,6,3,306,258,227,68,24,14,8,599,439,225,72,41,19,7,804,64,50,20,10,0,0,141,70,23,8,3,0,0,105,0,0,0,0,0,0,0,581,294,96,48,18,7,1051,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,8,6,3,0,3,0,0,11,14,19,6,4,0,0,51,1326,1408,519,366,171,107,3890
104021086,0,0,0,216,478,196,228,93,52,1261,204,473,208,192,95,53,1230,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,5,0,0,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,0,3,0,0,10,3,7,0,0,0,0,9,215,482,212,202,97,60,1272
104021087,0,0,3,424,516,144,146,59,34,1320,412,486,144,122,59,27,1247,3,3,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,5,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,13,3,3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,6,4,9,0,3,0,0,18,441,505,144,123,59,27,1302
104021088,0,0,0,455,1059,442,436,211,82,2686,371,1029,413,471,208,84,2578,37,49,18,14,6,3,124,51,70,41,20,6,0,185,87,115,57,28,11,3,307,21,28,6,0,3,0,58,0,0,0,0,0,0,0,12,19,0,3,0,0,38,0,0,0,0,0,0,0,31,45,9,4,3,0,99,24,17,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,6,24,19,7,3,0,0,52,6,7,3,0,0,0,21,530,1224,486,516,222,85,3056
104021089,0,0,0,1844,2646,1078,1005,442,204,7222,1095,2174,929,904,420,214,5735,371,247,60,36,13,4,728,59,58,21,11,5,0,153,432,297,80,47,14,3,886,256,167,45,17,0,3,485,42,15,4,3,0,0,69,0,0,0,0,0,0,0,9,3,0,0,0,0,7,304,181,55,19,0,4,561,83,36,6,0,0,0,122,3,0,0,0,0,0,8,3,7,0,0,0,0,15,89,45,7,6,0,0,149,15,12,6,6,8,0,43,1936,2709,1075,973,444,229,7369
