SA2_MAINCODE_2016,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_T,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_T_T,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_S_r_t_h_t_1_s_NPUR_1,C16_S_r_t_h_t_1_s_NPUR_2,C16_S_r_t_h_t_1_s_NPUR_3,C16_S_r_t_h_t_1_s_NPUR_4,C16_S_r_t_h_t_1_s_NPUR_5,C16_S_r_t_h_t_1_s_NPUR_6mo,C16_SDRTHTS_To,C16_S_r_t_h_t_2mor_s_NPUR_1,C16_S_r_t_h_t_2mor_s_NPUR_2,C16_S_r_t_h_t_2mor_s_NPUR_3,C16_S_r_t_h_t_2mor_s_NPUR_4,C16_S_r_t_h_t_2mor_s_NPUR_5,C16_SDRTHT2S_NPUR_6mo,C16_SDRTHT2S_To,C16_Sd_r_t_h_t_To_NPUR_1,C16_Sd_r_t_h_t_To_NPUR_2,C16_Sd_r_t_h_t_To_NPUR_3,C16_Sd_r_t_h_t_To_NPUR_4,C16_Sd_r_t_h_t_To_NPUR_5,C16_SDRTHT_NPUR_6mor,C16_Sd_r_t_h_t_To_Tot,C16_Fl_u_a_1_2SB_NPUR_1,C16_Fl_u_a_1_2SB_NPUR_2,C16_Fl_u_a_1_2SB_NPUR_3,C16_Fl_u_a_1_2SB_NPUR_4,C16_Fl_u_a_1_2SB_NPUR_5,C16_F_u_a_1_2SB_NPUR_6mor,C16_FUA_1_2SB_Tot,C16_F_u_a_I_a_3SB_NPUR_1,C16_F_u_a_I_a_3SB_NPUR_2,C16_F_u_a_I_a_3SB_NPUR_3,C16_F_u_a_I_a_3SB_NPUR_4,C16_F_u_a_I_a_3SB_NPUR_5,C16_F_u_a_I_a_3SB_NPUR_6m,C16_FUA_In_a_3_st_b_To,C16_F_u_a_4mor_s_b_NPUR_1,C16_F_u_a_4mor_s_b_NPUR_2,C16_F_u_a_4mor_s_b_NPUR_3,C16_F_u_a_4mor_s_b_NPUR_4,C16_F_u_a_4mor_s_b_NPUR_5,C16_F_u_a_4m_s_b_NPUR_6mor,C16_FUA_4mor_st_bl_Tot,C16_FUA_AH_NPUR_1,C16_FUA_AH_NPUR_2,C16_FUA_AH_NPUR_3,C16_FUA_AH_NPUR_4,C16_FUA_AH_NPUR_5,C16_FUA_AH_NPUR_6mo,C16_FUA_AH_Tot,C16_FUA_To_NPUR_1,C16_FUA_To_NPUR_2,C16_FUA_To_NPUR_3,C16_FUA_To_NPUR_4,C16_FUA_To_NPUR_5,C16_FUA_To_NPUR_6mo,C16_FUA_To_To,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mo,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mo,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_TO,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_T_T,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_T,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_T_T
107031138,0,0,0,786,1179,380,351,168,40,2903,296,786,288,284,144,52,1855,67,52,15,12,3,0,148,169,233,65,36,11,4,519,234,290,77,48,8,3,663,106,58,15,6,3,0,198,39,32,5,0,0,0,73,116,72,0,0,0,0,191,0,0,0,0,0,0,0,262,162,24,8,3,0,457,8,3,3,0,0,0,19,0,0,0,0,0,0,0,5,9,4,0,3,0,18,9,9,9,0,3,0,32,9,3,0,0,0,0,15,809,1253,400,340,164,61,3027
107031139,0,0,3,308,759,355,363,170,44,2006,264,676,303,382,167,51,1843,6,24,4,7,3,0,44,30,38,15,4,3,0,84,40,59,16,9,5,0,128,17,21,3,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,3,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,756,325,397,172,51,2018
107031140,0,0,0,540,930,312,409,200,81,2474,396,920,329,391,197,92,2333,9,23,7,3,0,0,43,13,22,14,3,0,0,50,25,45,21,8,0,0,98,89,35,6,7,0,0,142,4,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,42,6,9,0,0,152,0,10,0,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,14,0,4,0,0,19,7,30,0,3,0,0,44,529,1045,362,411,200,93,2639
107031141,0,0,0,689,1431,718,1014,444,173,4467,398,1258,744,1176,483,202,4260,101,129,44,25,3,5,311,186,222,118,83,10,13,634,293,353,161,113,18,14,943,48,68,25,11,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,72,25,14,0,0,155,45,7,3,0,0,0,57,0,0,0,0,0,0,0,5,11,0,0,0,0,16,51,22,3,0,0,0,75,0,11,5,0,0,0,15,786,1704,932,1303,497,220,5450
107031142,0,0,0,775,1138,610,620,241,113,3497,463,957,513,525,239,118,2817,196,148,40,14,4,0,409,81,90,40,24,3,0,247,280,242,79,43,16,6,658,36,19,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,20,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,9,3,11,0,0,0,0,9,3,5,0,0,0,0,8,788,1232,601,570,254,123,3563
107031143,0,0,3,2039,2656,1282,1007,441,243,7669,1168,2104,1105,895,443,237,5955,162,88,25,7,4,0,290,217,151,44,23,11,3,453,378,235,76,37,14,3,737,374,212,58,27,6,3,677,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,212,58,27,6,3,680,149,88,7,0,0,0,248,0,0,0,0,0,0,0,6,4,0,5,0,0,11,159,93,5,5,0,0,258,8,4,3,0,0,0,17,2085,2647,1243,968,461,239,7649
107041144,0,0,4,2073,2556,1147,1184,463,166,7587,994,1724,950,1023,490,174,5359,349,216,66,48,22,7,707,422,275,119,72,22,7,914,768,492,187,118,45,15,1621,173,125,34,19,5,3,358,27,22,13,4,0,0,62,119,144,64,13,5,0,344,0,0,0,0,0,0,4,316,287,109,35,8,3,765,3,0,0,0,0,0,7,0,0,0,0,0,0,0,19,14,3,7,3,0,49,22,19,5,7,3,0,57,7,7,3,0,0,0,18,2108,2524,1256,1181,548,197,7822
107041145,0,0,7,1910,1991,918,815,337,141,6112,659,1153,591,697,291,97,3492,396,233,78,34,18,5,768,422,342,132,116,22,14,1048,818,569,210,149,42,17,1814,256,144,41,22,4,8,476,126,71,27,3,3,0,226,19,27,0,0,0,0,53,0,0,0,0,0,0,0,400,241,67,22,9,6,754,12,7,0,0,3,0,20,0,0,0,0,0,0,0,5,4,3,6,3,0,27,16,10,3,6,3,0,45,7,0,0,4,0,0,13,1905,1976,870,888,348,128,6117
107041146,0,0,8,1562,2370,1152,1286,550,207,7128,895,1796,977,1229,520,246,5668,111,114,33,36,8,8,320,126,113,75,46,15,8,383,239,233,104,82,22,17,697,329,193,56,33,11,7,625,18,12,9,9,7,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,3,352,203,62,37,18,7,673,104,46,12,5,0,0,166,0,0,0,0,0,0,0,8,8,4,0,0,3,23,111,53,10,6,0,3,184,14,10,4,3,0,0,30,1609,2288,1162,1356,567,270,7255
107041147,0,0,0,423,730,482,665,283,92,2675,262,641,442,662,259,84,2364,9,14,6,3,0,0,36,15,20,14,8,3,0,64,32,33,14,12,3,0,97,55,83,47,23,5,0,216,21,23,7,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,109,49,26,5,0,271,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,4,0,0,0,0,8,11,5,5,0,0,0,19,3,0,0,3,3,0,11,381,790,515,705,272,86,2756
107041148,0,0,3,792,1252,593,694,287,116,3747,449,1064,533,702,297,98,3140,51,40,10,4,5,0,107,89,90,49,37,10,0,278,142,128,54,42,14,0,386,78,59,26,8,8,0,180,30,68,11,9,0,0,116,6,3,3,0,0,0,14,0,0,0,0,0,0,0,125,128,40,15,10,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,0,0,21,6,4,5,6,0,0,20,13,3,0,4,0,0,22,725,1331,632,771,320,100,3889
107041150,0,0,3,1692,2224,1128,1157,485,175,6862,682,1516,793,1198,513,170,4864,170,119,33,23,13,3,358,267,202,128,63,21,11,682,436,316,162,88,30,13,1043,436,300,92,45,12,5,898,67,33,8,0,0,0,110,25,22,7,0,0,0,54,0,0,0,0,0,0,4,532,355,109,49,17,5,1065,6,3,0,0,0,0,17,0,0,0,0,0,0,0,3,7,3,4,0,0,17,10,11,3,4,0,0,30,9,10,9,11,3,0,38,1670,2210,1075,1341,561,188,7042
107041548,0,0,6,2246,2251,728,365,116,36,5737,176,192,126,102,47,38,678,15,13,3,0,0,0,28,81,113,52,24,10,4,291,100,128,52,26,10,4,315,306,254,79,34,14,7,691,650,561,167,46,10,0,1426,943,1274,335,137,26,3,2714,3,0,0,0,0,0,3,1897,2090,575,219,47,12,4837,3,0,0,0,0,0,3,0,0,0,0,0,0,0,12,5,0,6,0,0,22,15,5,0,6,0,0,25,141,73,7,3,0,0,220,2322,2481,763,349,107,54,6073
107041549,0,0,6,1833,1936,993,792,300,137,5994,540,964,529,552,270,140,2990,96,74,48,24,3,0,246,196,238,180,105,28,9,760,295,314,227,125,32,11,1012,362,273,103,66,23,13,845,290,214,87,47,12,3,657,245,239,103,61,12,3,659,3,3,0,0,0,0,9,898,726,294,180,41,22,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,3,16,8,3,0,3,0,3,17,5,8,3,0,0,0,23,1753,2019,1056,866,345,174,6219
108011151,0,0,3,445,678,255,234,109,51,1776,412,691,268,208,90,37,1706,8,6,0,0,0,0,15,0,0,0,0,0,0,0,8,6,0,0,0,0,15,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,18,10,4,4,3,0,0,25,0,3,0,0,0,0,6,0,3,0,0,0,0,8,17,9,6,3,0,0,35,0,4,3,6,0,0,14,442,719,273,218,93,37,1787
108011152,0,0,3,1760,2476,620,514,251,83,5702,968,1861,531,438,177,105,4087,448,358,53,27,8,3,899,43,47,3,7,3,0,105,489,408,62,32,7,3,1007,237,103,39,17,0,0,393,102,58,10,3,0,0,180,69,100,18,5,0,0,193,0,0,0,0,0,0,0,406,261,67,21,0,0,769,42,23,3,0,0,0,72,0,0,0,0,0,0,0,10,12,3,0,0,0,33,51,38,7,3,0,0,104,21,20,6,4,0,0,48,1946,2592,680,504,189,111,6014
108011153,0,0,0,547,896,286,260,110,62,2159,504,906,281,250,134,54,2127,10,11,3,3,0,0,24,3,11,0,0,0,0,13,12,19,3,3,0,0,38,7,5,3,0,0,0,20,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,0,0,0,25,78,49,7,4,0,0,135,0,0,0,0,0,0,4,0,0,0,0,0,0,5,79,49,7,3,0,3,147,5,5,0,0,0,0,9,617,988,293,255,133,55,2338
108011154,0,0,3,1046,1158,239,158,69,32,2703,389,706,157,142,48,25,1462,299,244,43,4,0,3,593,46,45,8,6,3,0,109,345,283,51,10,3,4,703,134,52,9,3,3,0,205,67,38,13,0,3,0,125,112,72,12,7,0,0,204,0,0,0,0,0,0,0,314,165,36,14,6,0,539,33,6,0,0,0,0,39,0,0,0,0,0,0,0,5,0,4,0,0,0,12,32,13,4,3,0,0,50,9,14,0,0,0,0,25,1100,1176,250,169,56,31,2784
108021155,0,0,3,1424,1762,760,566,318,238,5067,1100,1624,723,570,284,216,4520,106,26,6,5,0,0,146,25,7,3,3,0,0,36,128,32,14,7,0,0,185,142,30,13,4,0,0,197,0,0,0,0,0,0,0,10,3,0,0,0,0,13,0,0,0,0,0,0,0,152,31,13,4,0,0,205,24,5,0,0,0,0,32,0,0,0,0,0,0,3,12,3,3,0,0,0,22,37,6,4,3,0,0,52,16,14,10,3,0,0,44,1444,1721,759,583,288,218,5015
108021156,0,0,0,934,1411,471,365,178,128,3484,874,1280,463,336,189,104,3237,35,19,6,0,0,0,65,0,0,0,0,0,0,3,35,19,7,0,0,0,62,18,10,0,0,0,0,26,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,5,20,10,0,0,0,0,33,15,10,0,0,0,0,25,0,3,0,0,0,0,3,0,0,3,0,0,0,3,16,16,3,0,0,0,37,31,20,9,11,5,3,76,974,1350,479,344,190,111,3448
108021157,0,0,0,546,714,219,177,102,46,1811,428,663,209,187,103,41,1629,19,12,3,5,0,0,42,3,4,0,0,0,0,11,29,15,3,5,3,0,54,55,16,3,0,0,0,74,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,3,0,0,0,79,26,25,0,0,0,0,50,0,0,0,0,0,0,3,13,6,3,0,0,0,24,37,32,6,7,0,0,80,3,4,0,0,0,0,12,553,733,219,195,109,41,1851
108021158,0,0,0,1154,1128,311,225,101,62,2980,654,857,281,172,112,52,2126,112,47,3,0,0,0,159,3,12,3,3,0,0,27,116,58,7,3,0,0,192,193,90,21,6,4,0,312,24,18,3,0,0,0,48,14,11,0,0,0,0,24,0,0,0,0,0,0,0,231,116,24,9,9,0,382,150,81,5,0,0,0,237,0,0,0,0,0,0,0,5,8,0,3,0,0,17,152,91,6,4,0,0,250,7,3,0,0,0,0,11,1165,1127,320,187,118,53,2968
108021159,0,0,0,688,1173,347,337,178,110,2822,691,1103,363,336,159,109,2763,17,13,3,0,4,0,35,4,3,0,0,0,0,10,20,12,3,0,4,0,41,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,12,6,3,0,0,0,24,3,3,0,0,0,0,9,0,3,0,0,0,0,7,15,14,3,0,0,0,38,7,4,3,0,0,0,17,738,1138,371,336,163,114,2864
108021160,0,0,3,639,919,235,160,97,33,2087,481,837,208,155,84,37,1795,104,49,10,0,0,0,163,14,0,0,0,0,0,16,118,51,10,0,0,0,181,78,62,10,3,3,0,161,14,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,73,11,4,3,0,186,13,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,0,0,0,0,27,3,9,0,3,0,0,13,703,979,234,159,81,42,2200
108031161,0,0,0,41,45,21,22,3,0,136,43,52,18,14,6,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,52,18,14,6,0,132
108041162,0,0,3,1728,2772,763,675,347,126,6403,1139,2564,707,621,292,139,5455,324,212,17,9,0,3,559,47,25,8,4,0,0,91,368,240,26,14,3,3,650,160,70,23,3,0,3,262,10,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,77,23,6,0,3,277,238,120,6,0,8,0,378,0,3,0,0,0,0,6,7,8,3,3,0,0,18,249,133,12,3,8,3,403,20,19,3,0,3,0,44,1938,3022,768,638,300,145,6814
108041163,0,0,9,2913,4354,1386,1318,531,220,10717,1477,3118,1166,1236,545,206,7747,530,406,94,36,4,3,1080,185,227,84,39,8,3,540,722,635,177,70,14,10,1624,331,169,47,14,6,0,565,198,125,18,12,5,0,350,336,302,46,15,0,0,702,0,0,0,0,0,0,0,867,592,108,38,14,0,1620,18,11,0,0,0,0,26,3,4,0,0,0,0,5,3,4,0,0,0,0,12,22,16,0,0,0,0,41,13,17,7,3,3,0,39,3099,4375,1460,1344,575,217,11078
108041164,0,0,5,2118,2558,742,566,234,120,6344,849,1687,646,594,257,113,4156,570,458,94,34,10,3,1168,137,140,31,22,3,3,338,704,605,122,51,16,9,1500,528,233,44,13,3,0,818,95,61,10,3,0,0,169,130,116,17,4,0,0,273,0,0,0,0,0,0,0,753,415,68,15,3,0,1260,136,67,7,0,0,0,209,0,0,0,0,0,0,0,3,7,0,0,0,0,13,139,73,4,3,0,0,221,19,19,5,0,0,3,43,2464,2801,850,671,283,120,7181
108041165,0,0,0,422,757,264,243,123,62,1873,356,703,268,239,116,67,1749,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,3,0,0,0,0,8,7,0,0,0,0,0,7,0,0,0,0,0,0,0,8,3,0,0,0,0,15,28,17,3,3,3,0,53,397,727,269,238,122,76,1825
108041166,0,0,3,837,1453,523,529,260,121,3736,672,1392,500,533,303,136,3545,127,65,28,13,3,3,237,7,3,3,0,0,0,13,129,71,32,13,3,3,248,94,26,4,3,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,26,4,3,0,0,125,3,4,0,0,0,0,7,0,0,0,0,0,0,3,3,3,3,3,0,0,17,11,10,3,3,0,0,29,0,6,0,0,0,0,9,915,1498,541,561,310,137,3957
108051167,0,0,0,588,842,234,206,84,43,1998,513,827,231,190,88,48,1893,14,6,0,0,0,0,25,0,0,0,0,0,0,0,14,6,0,0,0,0,25,47,4,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,4,3,0,0,0,59,12,3,3,0,0,0,17,3,0,0,0,0,0,4,7,12,0,0,0,0,19,24,12,3,0,0,0,38,0,8,0,3,0,0,10,603,852,239,189,89,48,2029
108051168,0,0,0,853,1616,493,448,213,85,3702,650,1530,434,421,227,86,3342,178,182,30,8,3,0,400,24,31,14,7,3,0,75,198,217,43,16,4,0,476,81,59,13,9,0,0,167,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,86,64,18,9,0,0,181,44,48,7,0,0,0,100,0,0,0,0,0,0,0,13,8,4,0,0,0,16,58,54,5,0,0,0,113,10,22,8,5,0,0,46,1004,1877,505,453,236,85,4160
108051169,0,0,17,2443,2936,983,854,427,250,7897,1557,2514,963,829,411,224,6497,482,179,32,8,3,3,718,25,20,4,0,0,0,51,504,202,39,14,3,3,762,425,132,33,12,0,0,603,28,9,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,139,33,12,0,0,632,33,15,3,0,0,0,50,0,0,0,0,0,0,0,8,6,0,4,3,0,15,37,20,3,5,3,0,73,30,19,5,8,0,0,58,2578,2894,1043,866,416,228,8027
108051170,0,0,0,1121,1984,555,452,230,127,4478,1069,2017,571,459,229,125,4467,44,30,4,4,0,0,84,28,43,12,0,0,0,86,73,70,16,3,3,0,172,5,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,3,0,0,0,20,71,38,0,4,0,0,111,6,3,0,0,0,0,15,3,0,0,0,0,0,8,82,42,3,3,0,0,135,3,12,3,0,0,0,27,1243,2147,591,468,238,125,4810
108051171,0,0,0,582,775,313,222,116,63,2065,490,696,288,227,105,74,1879,65,13,4,3,0,0,94,4,0,0,0,0,0,8,72,19,5,6,0,0,99,34,15,3,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,3,3,0,0,57,0,3,0,0,0,0,7,0,4,0,0,0,0,3,0,3,0,0,0,0,8,3,9,0,0,0,0,14,3,3,0,0,0,0,9,609,743,299,236,103,73,2059
109011172,0,0,3,1069,1606,737,792,309,109,4623,852,1647,810,881,366,123,4681,290,141,29,16,0,0,477,18,12,7,3,0,0,46,300,154,43,22,0,0,523,49,18,8,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,18,8,0,0,0,76,7,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,3,5,0,0,0,18,10,3,3,0,0,3,14,1214,1823,864,910,368,131,5304
109011173,0,0,0,1016,1234,544,463,195,111,3569,818,1121,522,439,191,82,3171,259,149,40,17,5,3,476,24,3,0,0,0,0,29,288,158,36,17,5,3,510,6,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,8,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,14,3,5,0,0,3,0,17,1130,1291,569,457,198,86,3722
109011174,0,0,7,1506,1493,535,466,184,66,4246,768,1139,386,411,157,48,2915,516,197,58,23,14,3,813,153,71,14,6,0,0,240,662,268,73,30,14,3,1051,89,21,8,3,0,0,118,17,3,0,0,0,0,22,16,5,0,0,0,0,29,0,0,0,0,0,0,0,126,31,8,3,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,3,0,0,0,22,3,11,3,0,0,0,19,3,4,3,0,0,0,13,1562,1453,476,448,171,52,4161
109011175,0,0,4,933,1424,542,559,308,155,3920,888,1471,503,586,321,157,3920,32,7,3,3,0,0,48,0,0,0,0,0,0,0,32,7,3,3,0,0,48,32,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,40,3,5,0,0,3,0,10,0,0,0,0,0,0,4,3,7,0,0,3,3,12,5,12,0,0,5,3,26,13,12,0,0,6,6,28,974,1497,514,591,329,157,4064
109011176,0,0,0,1965,2032,789,616,277,122,5801,1187,1677,645,576,240,130,4450,715,275,105,36,5,5,1145,57,25,10,3,0,0,98,773,306,109,38,11,5,1242,54,19,13,0,0,0,92,15,8,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,26,21,4,0,0,124,29,14,0,0,0,0,44,0,0,0,0,0,0,0,3,0,0,0,0,0,3,27,14,3,0,0,0,46,15,3,0,0,0,0,21,2072,2029,772,616,258,130,5886
109021177,0,0,0,372,404,166,133,67,43,1181,291,388,131,104,65,27,1003,17,5,0,0,0,0,24,0,0,0,0,0,0,0,17,12,0,0,0,0,27,28,19,3,3,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,3,3,0,0,51,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,14,4,0,0,4,0,0,9,348,415,137,111,66,25,1105
109021178,0,0,4,547,836,298,272,132,86,2173,442,728,278,268,140,51,1910,22,7,0,4,0,0,38,0,0,0,0,0,0,0,22,7,0,4,0,0,38,74,33,3,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,33,3,0,0,0,115,26,25,3,0,0,0,50,5,3,0,0,0,0,9,3,3,3,0,0,0,10,32,30,3,3,0,0,69,9,10,0,0,0,0,16,576,810,287,276,146,51,2147
109021179,0,0,3,357,508,175,145,93,40,1318,291,434,158,124,102,45,1145,12,3,0,0,0,0,15,0,3,0,0,0,0,3,12,3,0,0,0,0,22,26,8,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,3,0,0,0,41,16,7,0,0,0,0,19,0,0,0,0,0,0,0,4,3,0,0,0,0,9,15,10,0,0,0,0,28,6,0,0,3,3,0,13,351,457,168,128,109,45,1254
109031180,0,0,3,722,899,253,261,106,51,2288,531,808,240,219,102,36,1939,76,33,6,3,0,0,117,0,0,0,0,0,0,0,78,33,6,3,0,0,118,82,37,7,3,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,37,7,3,0,0,130,15,9,0,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,9,15,12,3,0,0,0,35,3,9,0,0,0,0,11,718,896,256,229,106,36,2232
109031181,0,0,3,650,1094,278,286,156,71,2538,616,930,281,274,148,66,2306,39,33,0,0,0,0,67,0,0,0,0,0,0,0,39,36,0,0,0,0,69,89,42,6,3,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,42,6,3,0,0,139,31,23,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,0,3,32,23,0,3,0,0,56,4,8,0,0,0,0,7,772,1032,288,278,148,64,2586
109031182,0,0,3,983,1054,362,312,142,70,2913,750,998,318,298,145,48,2555,37,13,4,3,0,0,57,0,0,5,0,0,0,5,36,13,10,3,0,0,57,166,59,9,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,59,9,0,0,0,232,14,4,0,0,0,0,22,0,0,0,0,0,0,0,11,0,0,0,0,0,13,23,3,3,0,0,0,28,13,13,3,0,0,0,33,985,1089,336,300,146,53,2906
109031183,0,0,3,680,1024,311,304,175,75,2574,625,983,283,253,148,65,2362,44,7,0,3,0,0,53,0,0,0,0,0,0,3,44,12,0,4,0,0,55,54,11,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,3,0,0,0,65,13,12,3,0,0,0,34,0,3,0,0,0,0,4,3,9,0,3,0,0,15,21,24,3,4,0,0,50,7,8,0,4,3,0,23,751,1034,289,265,151,68,2561
109031184,0,0,11,533,874,212,225,115,36,1993,403,767,241,268,126,40,1843,67,49,0,4,0,0,121,5,0,0,0,0,0,4,71,50,0,4,0,0,126,94,53,8,3,0,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,53,8,3,0,4,169,30,18,0,0,0,0,46,0,0,0,0,0,0,0,3,8,0,3,3,0,13,34,25,4,3,3,0,64,4,5,0,0,0,0,6,600,902,256,281,131,37,2204
109031185,0,0,3,1175,1493,374,372,195,103,3712,962,1352,372,351,185,98,3323,76,28,0,0,0,0,107,0,0,0,0,0,0,0,76,28,0,0,0,0,103,98,31,9,0,0,0,147,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,31,9,0,0,0,148,45,25,4,6,0,0,81,0,0,0,0,0,0,0,13,18,6,8,0,0,44,59,43,8,10,3,0,129,8,0,0,0,0,3,12,1213,1461,390,370,184,102,3718
