SA2_MAINCODE_2016,Ot_ty_Ed_Ins_Pt_st_C06_P,Ot_ty_Ed_Ins_Pt_st_C11_M,Ot_ty_Ed_Ins_Pt_st_C11_F,Ot_ty_Ed_Ins_Pt_st_C11_P,Ot_ty_Ed_Ins_Pt_st_C16_M,Ot_ty_Ed_Ins_Pt_st_C16_F,Ot_ty_Ed_Ins_Pt_st_C16_P,O_t_E_I_F_P_s_s_ns_C06_M,O_t_E_I_F_P_s_s_ns_C06_F,O_t_E_I_F_P_s_s_ns_C06_P,O_t_E_I_F_P_s_s_ns_C11_M,O_t_E_I_F_P_s_s_ns_C11_F,O_t_E_I_F_P_s_s_ns_C11_P,O_t_E_I_F_P_s_s_ns_C16_M,O_t_E_I_F_P_s_s_ns_C16_F,O_t_E_I_F_P_s_s_ns_C16_P,Oth_ty_Edu_Ins_Tot_C06_M,Oth_ty_Edu_Ins_Tot_C06_F,Oth_ty_Edu_Ins_Tot_C06_P,Oth_ty_Edu_Ins_Tot_C11_M,Oth_ty_Edu_Ins_Tot_C11_F,Oth_ty_Edu_Ins_Tot_C11_P,Oth_ty_Edu_Ins_Tot_C16_M,Oth_ty_Edu_Ins_Tot_C16_F,Oth_ty_Edu_Ins_Tot_C16_P,Type_Educ_Insti_ns_C06_M,Type_Educ_Insti_ns_C06_F,Type_Educ_Insti_ns_C06_P,Type_Educ_Insti_ns_C11_M,Type_Educ_Insti_ns_C11_F,Type_Educ_Insti_ns_C11_P,Type_Educ_Insti_ns_C16_M,Type_Educ_Insti_ns_C16_F,Type_Educ_Insti_ns_C16_P,Tot_C06_M,Tot_C06_F,Tot_C06_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P
106041126,38,15,24,39,11,25,44,0,0,0,0,0,0,0,0,3,15,29,46,16,36,52,22,37,51,485,482,965,760,468,1229,667,408,1077,1799,1818,3617,2011,1762,3771,1969,1803,3766
106041127,16,4,7,15,0,10,9,0,0,0,0,0,0,0,0,0,4,14,17,4,6,12,0,10,9,363,93,454,159,147,305,195,175,375,802,585,1390,597,606,1202,658,609,1268
106041128,14,0,22,23,0,17,16,0,0,0,0,0,0,0,0,0,3,15,20,0,18,24,0,22,23,157,177,332,162,172,334,244,234,486,747,768,1517,794,858,1653,882,915,1789
106041129,21,0,20,23,3,17,23,0,0,0,0,0,3,0,0,0,6,23,31,7,20,26,8,18,28,266,242,504,261,291,557,433,489,924,1017,1042,2065,1048,1092,2142,1200,1400,2600
107011131,72,23,56,73,30,76,108,0,0,0,0,0,3,0,0,0,20,70,89,38,70,111,48,96,147,611,695,1305,661,751,1411,595,615,1206,2965,3036,5997,3092,3248,6347,3047,3291,6335
107011132,21,17,17,37,5,24,29,0,0,0,0,0,0,0,0,0,4,19,27,19,22,37,8,29,41,204,180,379,131,118,251,146,140,286,1226,1207,2434,1196,1207,2405,1371,1389,2759
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,6,3,8,3,0,5
107011134,57,9,34,42,12,38,46,0,0,0,0,0,0,0,0,0,24,52,81,18,41,58,22,58,73,747,746,1494,343,372,711,431,519,954,2824,2801,5627,2413,2424,4836,2337,2462,4793
107011545,42,13,33,48,13,43,55,0,0,3,0,0,0,0,0,0,20,27,51,22,43,63,22,58,78,609,645,1259,510,521,1028,471,471,942,1938,1934,3869,1826,1920,3751,1992,1972,3967
107011546,37,4,25,30,10,30,41,0,0,0,0,0,0,0,0,0,11,36,52,9,33,49,26,44,63,432,372,806,414,388,800,435,352,788,1234,1203,2438,1318,1353,2667,1394,1359,2750
107011547,12,4,10,16,5,9,16,0,0,0,0,0,4,0,0,0,3,9,12,7,15,23,11,10,17,205,196,402,171,166,337,173,167,336,544,568,1105,529,514,1050,513,540,1051
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,7,8,0,0,4
107031136,34,14,58,70,17,67,78,0,0,0,0,0,0,0,0,0,20,31,46,17,62,82,18,75,97,379,319,700,301,277,576,278,308,586,2256,2093,4356,2157,2286,4443,2083,2335,4419
107031137,30,8,17,27,12,19,32,0,0,3,0,0,0,0,0,0,12,23,36,13,25,37,19,25,41,226,257,480,180,197,380,250,338,587,1046,1077,2122,977,1046,2019,957,1095,2051
107031138,26,8,24,33,15,34,48,0,0,0,0,0,0,0,3,3,7,29,32,10,23,34,24,35,58,184,211,402,157,166,322,251,268,523,844,962,1806,890,921,1808,1026,1046,2075
107031139,17,6,19,29,5,12,18,0,0,0,0,0,0,0,0,0,13,20,29,9,29,39,10,19,25,141,129,269,139,112,249,124,119,247,962,913,1870,873,854,1724,810,814,1619
107031140,23,11,20,29,7,17,26,0,3,3,0,0,0,0,0,0,12,19,33,16,21,40,9,27,38,192,214,406,170,166,337,338,381,716,1115,1065,2177,1069,1061,2128,1188,1229,2422
107031141,20,16,34,46,17,48,65,0,0,0,0,0,0,0,3,3,13,16,30,16,35,54,26,60,87,389,392,784,295,311,598,423,449,873,1874,1874,3748,2162,2212,4376,2655,2754,5410
107031142,30,8,25,36,10,27,40,0,0,0,0,0,0,0,0,0,16,29,42,11,31,40,18,48,64,335,388,722,206,211,417,249,277,525,1435,1560,2997,1259,1402,2660,1264,1402,2667
107031143,55,21,44,67,27,59,86,0,0,0,0,3,5,0,3,3,29,47,74,29,63,93,49,80,127,802,824,1625,768,756,1525,836,855,1684,2903,2912,5813,2813,2831,5648,2875,2982,5859
107041144,65,33,41,77,30,59,94,3,0,4,0,3,3,0,3,3,37,45,88,40,61,107,52,80,132,556,606,1163,547,620,1168,528,569,1088,2918,2951,5873,3160,3309,6473,3358,3461,6821
107041145,63,17,45,65,22,54,75,3,0,3,0,0,0,0,0,3,25,50,77,31,61,91,35,76,109,497,594,1088,416,435,851,395,463,860,2193,2371,4567,2135,2249,4382,2074,2227,4307
107041146,67,23,57,79,26,48,79,0,0,0,0,4,3,0,0,0,23,63,85,39,75,108,48,74,121,559,531,1087,547,523,1062,428,450,879,3217,3078,6297,3571,3284,6852,3854,3631,7477
107041147,39,18,28,47,17,26,40,0,0,0,0,0,0,0,0,0,13,36,49,20,30,51,17,29,46,206,185,385,209,224,430,207,190,391,1379,1374,2754,1379,1381,2762,1380,1322,2706
107041148,49,13,38,57,12,37,42,0,0,0,0,0,0,0,0,0,19,40,58,23,42,68,15,43,59,289,296,586,262,279,548,273,283,554,1525,1680,3208,1636,1777,3408,1708,1802,3507
107041150,77,33,51,81,29,59,83,0,0,0,0,3,3,0,0,0,29,61,96,36,64,98,33,64,102,641,659,1298,450,441,891,459,527,977,2781,2841,5621,2766,2810,5574,2940,3115,6052
107041548,55,22,31,53,23,37,58,0,3,3,0,0,0,0,0,4,30,46,80,46,43,90,43,56,102,734,575,1312,722,498,1217,852,838,1693,1915,1644,3555,2431,2066,4495,2590,2481,5068
107041549,94,23,51,74,35,45,76,3,0,3,0,0,0,0,3,3,58,63,118,43,64,114,61,73,130,722,674,1393,526,444,972,526,469,995,2811,2605,5423,2972,2750,5723,3428,3100,6526
108011151,8,3,9,14,3,13,18,0,0,0,0,0,0,0,0,0,3,5,7,3,14,12,3,19,22,151,151,301,181,127,310,180,172,356,580,590,1171,626,631,1256,578,610,1191
108011152,31,8,22,32,12,19,27,0,0,4,0,0,0,0,3,3,9,33,43,13,24,38,11,35,49,515,591,1109,574,661,1234,556,661,1215,1620,1779,3402,1708,1874,3578,1657,1897,3554
108011153,20,5,14,18,3,12,18,0,0,0,0,0,0,0,0,0,3,21,24,9,16,25,9,19,20,219,185,402,172,173,346,269,260,532,817,821,1643,714,755,1474,842,835,1674
108011154,12,0,7,7,3,11,11,0,0,0,0,0,0,0,3,3,6,18,17,0,12,17,4,17,21,198,244,440,216,227,445,289,320,615,583,654,1238,611,637,1252,627,691,1313
108021155,47,13,31,39,10,34,43,3,0,5,0,0,0,3,3,3,23,45,62,13,43,56,18,45,61,997,687,1686,939,592,1529,1260,943,2202,2508,2219,4728,2427,2175,4600,2688,2457,5148
108021156,31,5,22,34,4,17,24,8,0,8,0,4,4,0,0,0,11,30,38,12,28,44,8,28,34,355,365,721,363,312,676,481,449,936,1388,1431,2819,1238,1235,2475,1209,1254,2464
108021157,13,3,5,8,4,10,19,0,0,0,0,0,0,0,0,0,11,14,23,4,9,12,12,13,24,158,171,332,171,182,356,215,242,457,570,648,1217,608,693,1299,655,698,1351
108021158,16,8,12,21,3,15,12,0,0,0,0,0,0,0,0,0,12,20,25,12,18,28,3,15,21,234,288,527,229,276,507,306,358,668,783,885,1664,776,863,1639,811,899,1715
108021159,20,7,19,28,6,17,23,4,0,4,0,0,0,0,0,0,16,22,36,19,31,48,11,20,26,276,259,535,207,206,406,332,308,647,1110,1024,2134,1050,1046,2093,1076,1158,2235
108021160,21,3,18,20,5,11,18,0,0,0,0,0,0,0,0,0,9,15,20,3,18,21,10,11,19,116,146,259,179,180,354,187,204,392,523,562,1086,558,635,1186,538,600,1139
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,10,27,5,5,13,21,13,40,38,37,75,24,30,52,39,41,77
108041162,28,14,51,69,14,27,38,0,0,0,3,0,3,0,0,4,13,26,38,23,58,80,18,40,58,506,561,1066,469,545,1016,594,626,1224,1975,1991,3965,1944,2090,4038,1967,2143,4110
108041163,73,38,70,101,35,86,122,4,0,3,0,3,3,4,3,5,29,57,82,47,91,138,52,104,150,731,829,1556,674,640,1309,811,846,1653,3537,3759,7301,3551,3699,7256,3805,4067,7878
108041164,56,20,39,56,23,43,73,0,0,0,0,0,5,0,0,0,23,48,74,27,49,69,29,64,93,496,566,1063,587,611,1197,644,759,1405,1584,1824,3403,1808,2041,3846,2138,2478,4615
108041165,18,5,13,17,5,21,31,0,0,0,0,0,0,0,0,0,7,24,25,6,18,30,16,32,44,175,135,307,190,161,358,300,285,582,721,741,1462,703,726,1433,811,824,1642
108041166,34,9,22,33,16,29,47,0,0,0,0,0,0,0,0,0,11,27,38,13,36,51,19,42,60,342,414,754,278,283,564,435,461,899,1420,1539,2963,1420,1533,2947,1619,1834,3456
108051167,18,3,15,18,3,16,18,0,0,0,0,0,0,0,0,0,5,19,18,7,16,17,3,18,24,150,174,325,141,125,266,181,217,395,596,653,1250,566,574,1145,600,674,1277
108051168,33,11,25,32,11,24,30,0,0,0,0,0,0,0,0,0,7,22,36,20,27,47,18,26,40,291,290,581,255,261,519,319,351,666,1223,1253,2478,1214,1337,2550,1305,1407,2715
108051169,73,22,54,73,16,42,62,0,0,0,3,0,3,0,0,4,29,61,96,33,76,108,34,64,101,649,707,1354,701,767,1475,815,937,1751,2688,2972,5659,2772,2986,5756,2736,3088,5826
108051170,36,6,15,27,7,43,51,0,0,0,0,0,0,0,0,0,12,38,46,11,21,34,11,48,59,353,318,676,430,406,836,576,580,1162,1549,1573,3115,1473,1506,2975,1596,1684,3279
108051171,20,4,6,8,0,9,8,0,0,0,0,0,3,0,0,0,10,14,28,4,14,20,7,13,16,176,193,368,172,183,350,179,206,389,831,873,1699,746,743,1492,683,770,1451
109011172,33,18,39,58,26,49,76,0,3,7,0,3,3,0,0,3,15,31,49,32,44,81,39,60,101,346,317,656,320,322,646,372,416,793,1729,1861,3590,1890,2265,4159,2181,2566,4746
109011173,30,12,14,28,20,30,49,0,0,0,0,0,0,0,3,3,18,27,41,15,21,38,27,46,70,439,378,819,373,362,738,435,449,885,1517,1568,3089,1444,1552,2996,1449,1542,2991
109011174,43,23,29,53,25,34,51,0,0,0,0,0,0,0,0,0,24,29,47,35,37,69,28,42,74,395,384,778,397,337,738,463,474,943,1577,1843,3421,1531,1658,3189,1418,1596,3013
109011175,37,5,30,36,14,22,42,0,3,3,5,0,6,0,0,0,11,34,47,16,40,55,19,34,52,334,336,667,325,306,638,425,463,894,1676,1707,3385,1649,1759,3407,1827,1908,3742
109011176,47,9,38,49,23,43,67,0,0,0,0,3,3,0,0,0,19,51,69,23,41,68,36,61,101,532,571,1098,438,512,952,584,615,1192,2094,2322,4412,1863,2068,3935,1988,2192,4181
109021177,3,8,3,12,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,9,9,14,0,6,6,112,105,218,106,81,187,189,194,382,497,497,987,411,427,838,442,464,906
109021178,15,7,5,16,3,21,23,0,0,0,0,0,0,0,0,0,9,6,19,7,12,21,10,21,31,252,234,483,221,208,427,339,318,659,887,882,1762,814,809,1622,908,929,1835
109021179,10,0,8,10,3,9,11,0,0,0,0,0,0,0,0,0,4,4,13,0,14,14,5,11,12,166,115,282,216,158,372,264,209,469,553,457,1012,564,492,1060,577,534,1107
109031180,12,3,7,8,0,7,7,0,0,0,0,0,0,0,0,0,9,9,16,8,12,17,0,14,11,156,195,347,168,210,382,230,247,482,726,791,1515,692,808,1496,698,816,1519
109031181,20,8,20,27,0,9,15,0,0,0,0,0,0,0,0,0,5,17,25,13,22,33,8,18,24,229,216,439,219,179,394,367,354,716,820,812,1633,835,847,1689,953,969,1925
109031182,22,9,10,19,3,19,28,0,0,0,0,0,0,0,0,0,8,20,25,9,12,23,8,25,27,311,282,596,292,297,593,385,407,792,1106,1125,2230,958,1071,2029,991,1129,2126
109031183,20,5,12,17,4,17,26,0,0,0,0,0,0,0,0,0,4,15,20,6,19,23,9,21,32,314,299,619,262,189,454,353,342,691,1114,1181,2291,932,934,1865,942,983,1924
109031184,24,3,12,18,10,11,19,0,4,5,0,0,0,0,0,0,11,20,26,4,11,22,8,12,24,222,174,397,177,175,350,221,256,480,603,577,1177,629,631,1254,705,827,1537
109031185,18,10,5,20,6,11,18,0,0,0,0,0,0,0,0,3,8,16,23,15,8,21,11,16,24,262,257,514,369,380,748,543,564,1107,1203,1227,2433,1238,1293,2528,1353,1434,2784
110011186,63,19,50,69,34,43,72,5,0,5,0,0,0,0,0,0,22,58,88,36,61,102,44,58,100,758,802,1561,769,894,1660,881,1002,1880,4329,4872,9197,4292,4823,9111,4434,4972,9403
110011187,15,3,9,10,5,9,12,0,0,0,0,0,0,0,0,0,3,12,20,3,5,10,3,11,16,126,126,247,143,136,283,207,184,388,598,586,1191,613,583,1200,678,687,1367
110011188,14,3,6,12,3,10,17,0,0,0,0,0,0,0,0,0,3,9,15,6,9,14,8,18,19,147,162,308,167,150,319,244,266,507,826,944,1778,890,943,1836,859,994,1847
110011189,8,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,0,8,9,0,3,5,106,107,207,94,98,193,190,195,388,431,454,882,376,442,820,455,497,950
110021190,17,12,22,30,6,18,29,0,0,0,0,0,0,0,0,0,7,17,25,11,21,33,9,22,34,407,324,730,405,283,684,631,524,1154,1316,1312,2631,1245,1228,2470,1356,1347,2699
110021191,23,5,21,22,9,27,34,0,0,3,0,0,0,4,0,4,15,23,39,3,29,33,10,37,51,312,362,676,400,445,843,457,504,961,1594,1673,3263,1662,1729,3395,1608,1746,3361
110021192,11,0,5,7,6,8,15,0,0,0,0,3,0,0,0,0,5,9,19,3,13,10,42,34,72,190,186,383,163,153,318,305,297,607,746,732,1481,739,795,1536,836,853,1692
110021193,27,3,16,17,5,16,18,0,0,0,0,0,0,0,0,0,3,24,24,3,16,17,4,16,25,184,165,351,147,144,294,351,307,659,772,813,1584,679,697,1372,866,852,1717
110021194,21,4,28,34,9,9,16,0,3,3,0,0,0,0,0,0,10,19,29,12,33,49,12,14,25,221,205,424,304,265,570,408,448,853,865,903,1767,889,994,1882,925,1044,1964
110031195,22,9,22,31,8,9,12,0,0,0,0,0,0,0,0,3,8,14,22,15,21,38,10,12,23,614,624,1245,573,535,1102,561,547,1109,1394,1504,2896,1369,1379,2754,1287,1344,2633
110031196,18,3,8,16,5,6,10,0,0,0,0,0,0,0,0,0,11,18,25,3,19,26,4,10,13,278,224,498,188,139,328,377,330,705,947,844,1794,822,770,1589,918,921,1838
110031197,24,3,17,17,6,16,21,0,0,0,0,0,0,0,0,0,7,26,35,4,17,18,9,20,22,248,237,480,271,270,541,362,438,795,985,991,1971,944,1033,1977,1031,1184,2217
110031198,21,3,16,17,8,4,14,0,0,0,0,0,0,0,0,0,10,13,24,3,17,22,13,6,16,224,180,401,196,168,368,321,308,629,803,778,1583,680,719,1395,792,785,1573
110041199,26,13,23,33,12,23,29,0,4,4,0,0,0,0,0,0,13,25,31,15,21,38,10,27,39,312,321,637,359,380,742,387,447,838,1212,1317,2529,1215,1343,2553,1287,1458,2744
110041200,13,0,7,7,3,9,12,0,0,0,0,0,0,0,0,0,6,9,17,0,11,8,4,12,15,172,118,287,165,153,322,224,192,419,682,589,1268,664,642,1304,597,595,1199
110041201,16,3,13,17,3,12,18,0,0,0,0,0,0,0,0,0,9,18,24,7,17,28,8,15,19,325,342,666,304,276,578,385,424,809,1044,1092,2131,1029,1060,2092,1080,1160,2248
110041202,68,25,35,63,20,38,62,3,0,3,3,0,5,7,0,7,30,67,93,33,51,85,34,51,87,480,526,1002,692,666,1364,806,804,1605,2979,2880,5859,3094,2912,6001,3026,3057,6085
110041203,35,12,37,53,30,47,77,0,0,0,0,0,0,0,0,0,6,35,44,21,38,62,36,59,91,516,529,1039,545,553,1098,639,651,1290,1782,2023,3812,1857,2085,3941,2104,2406,4506
110041204,14,3,11,20,3,3,7,0,0,0,0,0,0,0,0,0,18,12,31,20,16,38,7,13,25,200,204,404,233,223,454,323,316,633,845,875,1720,897,893,1792,958,993,1942
110041205,40,14,34,54,17,48,64,0,0,4,0,0,0,3,0,3,16,36,51,19,47,65,19,55,70,512,519,1035,480,454,936,822,836,1660,2295,2348,4640,2323,2477,4796,2741,2865,5601
111011206,45,22,27,49,15,47,66,0,0,3,0,0,0,0,0,0,17,42,56,21,39,60,18,63,84,439,538,977,460,528,986,431,510,946,2311,2335,4649,2350,2513,4870,2419,2529,4945
111011207,18,6,12,13,3,18,17,0,0,0,0,0,0,0,0,0,9,18,25,4,14,22,9,25,30,186,205,389,193,184,377,141,168,308,706,752,1460,722,769,1492,652,732,1386
111011208,73,30,60,86,38,64,100,0,3,4,0,0,0,0,0,0,36,57,88,35,80,121,50,81,133,757,760,1515,597,639,1230,578,600,1179,3322,3446,6771,3236,3360,6598,3276,3386,6665
111011209,84,41,60,97,34,62,92,0,0,0,0,0,0,0,0,0,35,75,107,46,78,126,47,72,120,693,659,1353,561,593,1149,496,520,1019,3348,3285,6632,3201,3321,6519,3239,3420,6657
111011210,25,4,16,27,15,21,33,0,0,0,0,0,0,0,0,0,5,25,36,7,27,36,17,22,38,369,428,797,286,285,573,278,348,625,1493,1463,2956,1241,1253,2491,1208,1349,2557
111011211,13,3,10,15,3,9,8,0,0,0,0,0,0,0,0,0,6,6,13,3,10,15,3,11,14,117,116,230,52,66,118,89,128,223,544,469,1009,479,471,945,499,529,1023
111011212,27,15,17,32,12,26,38,4,0,3,0,0,3,0,0,0,13,27,43,23,18,41,19,37,49,375,395,767,400,382,782,329,347,674,1479,1543,3017,1428,1472,2894,1419,1503,2918
111011213,44,23,31,55,12,22,38,0,0,0,0,0,0,0,0,0,17,37,54,24,41,63,21,30,50,205,233,439,205,215,422,237,188,423,1837,1838,3675,1740,1804,3545,1787,1745,3530
111011214,53,16,33,45,12,24,38,0,0,0,0,0,0,0,0,0,24,41,64,27,33,57,21,34,53,363,390,754,285,277,561,295,324,622,1729,1867,3597,1712,1772,3483,1768,1851,3618
111021215,23,11,29,39,12,26,35,0,0,3,0,0,3,0,3,0,10,20,36,20,34,53,20,31,52,232,258,486,248,256,506,287,354,640,1189,1269,2457,1214,1197,2409,1162,1252,2414
111021216,11,13,25,40,14,33,39,0,0,0,0,0,0,0,0,0,7,12,18,12,32,50,19,42,61,213,225,438,218,217,436,228,205,431,1092,1063,2158,1103,1117,2227,1136,1176,2317
111021217,22,9,20,26,17,39,53,0,0,0,0,0,0,0,0,0,13,21,28,12,22,39,19,52,75,265,337,596,250,263,508,351,368,716,1399,1430,2830,1602,1646,3251,2058,2194,4248
111021218,43,9,29,41,22,51,68,0,0,0,0,0,0,3,0,3,26,44,66,13,45,64,35,65,101,425,450,873,357,367,731,432,464,901,1918,1990,3909,1883,1941,3823,1943,2081,4029
111021219,46,16,31,47,12,31,45,3,8,8,0,0,0,3,3,7,17,44,68,24,42,68,27,47,76,431,465,893,399,411,810,367,465,828,1839,1924,3761,1755,1825,3586,1653,1871,3521
111021220,39,19,25,42,16,24,41,0,0,0,3,0,3,0,0,0,14,34,47,22,26,56,18,25,40,313,278,591,202,169,370,167,177,346,1242,1235,2478,1122,1109,2228,1039,1104,2143
111021221,23,6,12,17,10,9,18,0,0,0,0,0,0,0,0,0,17,19,36,4,21,24,13,14,26,195,174,370,176,157,329,150,147,294,994,992,1984,911,949,1863,844,906,1751
111031222,58,15,30,45,14,39,56,0,0,0,0,0,0,0,0,0,29,44,71,18,33,54,16,52,68,407,429,836,357,325,675,254,279,534,2068,2129,4199,2089,2130,4216,2241,2351,4593
111031223,26,4,15,26,8,19,26,0,0,3,0,0,0,0,0,0,4,23,31,9,21,33,12,27,41,349,333,685,314,323,638,296,277,569,1238,1228,2465,1166,1205,2373,1135,1096,2238
111031224,49,25,33,56,21,32,53,3,0,3,0,0,0,0,0,0,20,47,69,31,40,73,31,40,70,489,467,948,468,393,860,418,379,791,1688,1788,3476,1798,1768,3568,1800,1861,3659
111031225,53,36,35,74,17,42,61,0,0,0,0,0,0,0,3,3,36,36,70,41,46,85,27,58,90,394,501,896,401,397,795,293,375,668,2273,2379,4658,2472,2551,5030,2498,2595,5094
111031226,37,16,26,42,19,41,62,0,0,0,0,0,0,0,0,0,18,24,43,24,34,57,27,58,80,209,231,446,220,206,420,219,246,468,1684,1672,3361,1824,1779,3602,2149,2226,4376
111031227,53,30,34,63,21,34,60,0,0,0,0,0,0,0,5,8,18,54,75,41,45,91,38,54,90,603,601,1204,582,574,1157,493,528,1026,2117,2212,4324,2177,2163,4339,2148,2265,4420
111031228,62,11,38,53,13,33,49,4,0,5,0,0,0,0,0,0,32,46,80,17,54,70,17,35,55,362,379,748,307,281,593,331,342,682,1949,2051,3999,1980,2131,4106,2062,2169,4233
111031229,52,21,32,54,19,35,56,0,0,0,0,3,3,0,0,0,19,51,70,26,51,75,27,43,71,681,571,1253,433,343,780,507,430,937,1677,1724,3401,1603,1625,3231,1638,1621,3262
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0
111031231,26,8,20,33,20,22,38,0,0,0,0,0,0,0,4,4,9,27,41,27,34,56,35,46,83,344,370,716,377,382,760,337,312,651,1860,1969,3827,2156,2135,4288,2813,2695,5515
111031232,18,10,10,18,13,9,19,0,0,0,0,0,0,3,0,3,3,19,23,14,15,24,16,13,29,320,204,524,192,180,374,448,479,930,790,687,1482,691,686,1371,1070,1096,2164
111031233,45,29,61,91,21,56,74,0,0,0,0,0,0,3,4,5,31,39,71,40,80,115,29,67,96,502,562,1061,571,673,1238,494,608,1098,2560,2614,5168,2686,2805,5487,2678,2826,5502
111031234,35,9,31,44,21,29,50,0,0,0,0,0,0,0,0,0,12,41,51,21,52,74,32,41,77,503,463,967,411,467,883,416,627,1050,1802,1760,3568,1794,2008,3801,1959,2240,4198
111031235,38,9,28,37,24,22,39,0,0,0,0,0,0,0,0,0,15,30,45,21,31,49,22,32,51,483,455,939,344,248,591,297,251,546,1154,1215,2369,1162,1174,2335,1174,1222,2397
112011236,54,12,36,50,17,31,47,0,0,0,0,0,0,0,0,0,19,48,63,19,45,65,27,42,68,614,775,1391,572,614,1187,736,922,1663,2074,2311,4385,1938,2168,4107,2083,2358,4437
112011237,64,21,44,59,10,50,63,0,0,0,0,0,0,0,0,0,16,54,73,28,46,77,19,56,73,414,443,860,375,383,759,610,606,1211,2200,2471,4671,2154,2264,4416,2432,2544,4979
112011238,19,10,26,41,8,21,27,0,0,0,0,0,0,0,0,0,7,23,33,10,36,46,5,26,31,222,204,428,169,153,320,323,343,670,824,823,1656,793,852,1644,899,970,1874
112011239,47,7,33,49,19,24,41,0,0,0,0,0,0,0,0,0,16,47,62,17,44,59,17,31,50,316,279,595,211,227,437,389,403,787,1191,1169,2361,1065,1182,2247,1158,1312,2470
112011240,56,21,39,57,27,44,68,0,0,0,0,0,0,0,0,0,24,53,78,30,58,86,36,57,92,610,518,1124,437,374,809,766,770,1531,1557,1479,3040,1289,1289,2578,1542,1637,3182
112011241,16,6,12,18,3,10,6,0,0,0,0,0,0,0,0,0,0,24,24,6,21,27,4,13,17,198,196,395,143,151,295,257,270,524,725,732,1460,643,660,1301,695,776,1473
112011242,26,13,27,40,11,19,30,0,0,0,0,0,0,0,0,0,11,21,35,13,30,50,17,26,43,159,158,318,162,153,322,226,199,420,1068,1149,2217,1098,1208,2302,1141,1201,2343
112011243,69,15,34,54,11,36,51,0,0,0,0,0,4,0,0,3,20,55,78,27,48,71,24,51,70,394,437,829,301,270,570,561,553,1120,1227,1385,2610,1144,1258,2399,1302,1402,2708
112021244,44,13,32,39,5,25,33,0,3,3,0,0,0,0,0,0,19,43,62,16,34,52,15,36,46,346,392,736,440,454,896,488,515,1005,1544,1716,3258,1633,1785,3419,1725,1892,3614
112021245,22,7,17,23,9,11,19,0,0,0,0,0,0,0,0,0,9,21,26,16,22,36,10,22,31,225,203,430,290,228,514,402,337,738,1030,1065,2092,1010,1075,2083,1025,1049,2075
112021246,69,24,39,63,13,31,47,0,3,3,0,3,3,0,0,0,23,52,83,23,50,77,26,44,67,334,385,720,291,325,613,447,526,973,1737,1959,3693,1790,2027,3821,1898,2197,4088
112021247,25,6,13,20,10,16,24,0,0,0,0,0,0,0,0,0,14,34,44,14,18,27,11,22,25,218,241,461,242,250,494,384,349,735,1126,1204,2327,999,1101,2102,1031,1084,2119
112021248,43,23,43,72,15,38,60,0,0,3,3,0,6,0,3,4,14,46,61,38,62,104,32,53,85,558,600,1158,473,456,924,697,678,1368,2633,2891,5522,2434,2609,5047,2443,2617,5055
112021249,70,21,43,61,15,29,50,3,4,6,0,0,3,0,0,0,35,69,106,29,53,76,31,34,70,416,391,806,474,384,858,680,688,1371,2314,2446,4766,2316,2372,4686,2289,2390,4682
112031250,35,10,33,40,17,27,47,0,0,0,0,0,0,0,0,0,13,31,49,13,46,58,28,37,66,402,396,799,395,459,851,570,608,1181,1306,1396,2707,1544,1708,3252,1946,2031,3977
112031251,27,9,18,27,18,28,45,0,0,0,0,0,0,0,0,0,10,26,31,15,29,41,23,43,63,247,269,515,284,306,588,376,474,856,1068,1143,2207,1119,1301,2418,1271,1517,2786
112031252,35,12,29,45,10,15,19,0,0,0,0,0,0,0,0,0,17,31,47,21,42,58,13,19,31,412,381,794,325,343,667,575,518,1089,1518,1559,3076,1352,1483,2834,1457,1544,3003
112031253,40,18,39,58,22,28,47,0,0,0,0,0,0,0,0,0,12,39,49,25,45,75,27,42,69,341,331,666,388,325,716,514,528,1040,1582,1608,3188,1803,1828,3630,1912,2152,4062
112031254,63,31,36,64,22,44,71,0,0,0,0,0,0,0,0,0,22,53,72,39,69,104,37,59,93,994,1050,2041,728,842,1570,900,993,1893,2256,2452,4712,2189,2499,4689,2407,2591,4997
112031550,47,18,38,55,10,24,39,0,3,3,0,0,0,0,3,3,19,46,62,24,51,74,17,41,58,437,482,927,397,479,875,398,495,899,1967,2074,4041,1818,2107,3926,1811,2046,3851
112031551,15,3,8,16,3,7,11,0,0,0,0,0,0,0,0,0,8,13,21,8,12,14,3,7,16,85,70,146,70,63,132,77,74,145,520,521,1048,483,489,974,491,518,1012
