SA2_MAINCODE_2016,C06_PI_S_R225_274,C06_PI_S_R275_349,C06_PI_S_R350_449,C06_PI_S_R450_549,C06_PI_S_R550_649,C06_PI_S_R650m,C06_PI_S_R_NS,C06_PI_S_R_Tot,C06_AI_NS_R0_74,C06_AI_NS_R75_99,C06_AI_NS_R100_149,C06_AI_NS_R150_199,C06_AI_NS_R200_224,C06_AI_NS_R225_274,C06_AI_NS_R275_349,C06_AI_NS_R350_449,C06_AI_NS_R450_549,C06_AI_NS_R550_649,C06_AI_NS_R650m,C06_AI_NS_R_NS,C06_AI_NS_R_Tot,C06_Tot_R0_74,C06_Tot_R75_99,C06_Tot_R100_149,C06_Tot_R150_199,C06_Tot_R200_224,C06_Tot_R225_274,C06_Tot_R275_349,C06_Tot_R350_449,C06_Tot_R450_549,C06_Tot_R550_649,C06_Tot_R650m,C06_Tot_R_NS,C06_Tot_R_Tot,C11_N_inc_R0_74,C11_N_inc_R75_99,C11_Ne_Ni_inc_R100_149,C11_Ne_Ni_inc_R150_199,C11_Ne_Ni_inc_R200_224,C11_Ne_Ni_inc_R225_274,C11_Ne_Ni_inc_R275_349,C11_Ne_Ni_inc_R350_449,C11_Ne_Ni_inc_R450_549,C11_Ne_Ni_inc_R550_649,C11_Ne_Ni_inc_R650m,C11_Ne_Ni_inc_R_NS,C11_N_inc_R_Tot,C11_1_149_R0_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650m,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R0_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650m,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R0_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650m,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R0_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650m,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R0_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650m,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R0_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650m,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R0_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650m,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R0_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650m,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R0_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650m,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R0_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650m,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R0_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650m,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R0_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649
106021115,31,15,0,0,0,0,8,150,20,6,19,10,5,7,3,0,0,0,4,15,88,288,153,514,573,284,420,192,13,3,3,25,83,2565,0,7,0,3,0,0,5,3,0,0,0,7,26,7,6,3,3,0,0,8,3,0,0,0,3,35,23,41,28,21,13,8,12,0,0,0,3,16,167,20,94,54,48,14,14,19,5,0,0,4,12,283,7,11,34,49,31,37,56,9,0,0,0,4,242,0,4,42,27,10,24,26,5,0,0,0,8,143,9,14,35,55,38,44,69,18,0,0,0,7,290,9,3,20,46,34,47,70,28,0,0,3,6,258,3,7,14,36,19,59,109,43,6,0,3,0,304,7,0,9,17,21,37,76,29,5,0,0,6,201,4,3,6,26,22,42,131,70,5,0,0,4,324,0,0,3,14,20,15,53,51,3,0,0,0,168,3,3,0,3,5,18,48,38,9,0
106021116,4,3,0,0,0,0,3,17,0,0,0,0,0,0,3,0,0,0,0,0,3,21,4,22,57,31,45,43,11,0,0,0,6,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,3,0,0,0,0,0,15,3,0,0,3,3,6,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,3,0,0,0,0,18,0,0,3,0,0,0,9,4,0,0,0,0,23,0,0,0,0,3,5,12,4,0,0,0,3,30,0,0,0,0,3,0,7,11,3,0,0,0,26,3,0,0,4,3,5,18,11,0,0,0,0,45,0,0,0,0,0,0,10,7,0,0,0,0,19,0,0,0,0,0,4,10,14,5,0
106021117,21,20,0,0,0,0,3,105,6,3,7,13,0,6,0,0,0,0,0,6,49,195,77,252,373,176,287,179,11,0,0,21,46,1611,0,0,4,0,0,7,5,3,0,0,0,0,23,9,3,8,3,3,0,4,0,0,0,0,5,28,14,22,21,9,9,11,4,3,0,0,0,3,94,16,45,41,26,10,9,11,3,0,0,3,3,166,10,10,31,29,21,23,33,18,3,0,0,0,180,4,3,30,13,4,12,7,6,0,0,0,3,87,4,4,15,34,19,47,41,17,0,0,0,6,186,4,0,8,23,8,38,42,18,0,0,0,3,151,7,0,11,18,18,33,45,36,4,0,0,3,174,6,0,0,7,10,27,58,35,3,0,3,3,148,4,0,3,3,5,32,63,71,7,0,0,0,191,3,0,3,3,4,7,35,52,9,0,6,5,116,3,0,4,3,0,8,23,68,15,4
106021118,11,8,0,0,0,0,0,47,3,0,3,0,0,0,0,0,0,0,0,0,7,38,13,64,109,74,95,56,8,0,0,0,11,472,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,0,0,0,14,0,3,4,3,0,7,4,0,0,0,0,0,27,3,0,0,5,0,8,10,4,0,0,0,0,27,0,0,3,4,3,0,0,0,0,0,0,0,11,0,0,0,6,3,19,18,4,0,0,0,0,45,0,0,0,5,0,9,16,3,0,0,0,3,38,5,0,4,3,5,13,18,7,0,0,0,4,57,0,0,0,3,7,12,12,7,0,0,0,0,54,3,0,0,5,6,11,27,12,3,0,0,0,70,3,0,0,0,7,5,11,10,0,0,0,0,45,0,0,0,0,3,7,6,7,3,0
106031119,9,11,8,0,0,0,0,56,0,0,3,0,0,0,0,0,0,0,0,0,4,29,14,41,78,83,114,79,17,0,0,3,17,473,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,4,3,5,4,3,0,0,3,0,0,0,0,30,0,0,0,3,7,6,12,7,0,0,0,0,33,0,0,0,0,3,6,7,0,3,0,0,0,21,3,0,9,0,3,15,15,7,0,0,0,0,52,0,0,0,4,3,7,16,9,0,0,0,0,37,0,0,0,0,6,9,29,12,3,0,0,0,57,0,0,0,4,0,6,13,14,3,0,0,0,44,0,0,0,0,0,6,17,20,0,0,0,0,51,0,0,0,0,0,3,10,3,0,0,0,0,29,0,0,0,0,0,0,0,3,0,0
106031120,12,0,0,0,0,0,0,43,0,0,0,6,0,3,0,0,0,0,0,0,14,36,21,74,229,114,108,23,0,0,0,3,6,616,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,3,5,0,0,0,0,3,29,3,0,8,22,8,17,13,0,0,0,0,3,83,3,0,6,20,13,29,7,6,0,0,0,0,86,0,0,4,4,10,8,10,4,0,0,0,0,38,0,0,4,18,10,22,25,4,0,0,0,0,93,0,0,0,6,15,21,29,7,0,0,0,0,82,0,0,3,7,8,21,23,6,0,0,0,0,78,0,0,0,4,0,8,31,13,0,0,0,0,66,0,0,0,3,3,15,15,12,0,0,0,0,48,0,0,0,0,5,6,16,6,0,0,0,0,36,0,0,0,0,0,10,6,9,0,0
106031121,34,26,8,0,0,0,9,172,12,3,4,12,8,4,4,0,3,0,3,10,60,208,44,232,517,347,413,257,74,16,5,23,66,2209,6,0,0,3,0,10,3,3,0,0,0,0,24,4,4,0,0,0,3,10,0,0,0,0,0,24,10,20,13,15,12,16,13,15,3,0,0,5,116,27,42,25,26,18,21,18,5,0,0,3,15,205,8,14,22,44,34,50,52,21,4,0,3,3,253,8,0,11,24,10,35,28,9,0,0,5,5,137,6,10,3,39,29,68,73,23,3,0,0,7,264,10,0,9,15,25,42,85,47,8,0,3,3,256,6,0,3,12,21,48,71,57,5,0,3,6,235,9,0,3,7,13,40,55,44,7,0,3,0,186,9,0,0,9,14,40,82,78,14,3,6,4,255,3,0,3,3,20,23,28,45,5,3,0,3,137,3,0,0,0,3,10,21,34,13,7
106031122,17,5,0,0,0,0,3,116,7,7,13,9,3,0,0,0,0,0,7,11,53,201,128,456,493,174,169,46,3,0,5,16,81,1774,0,4,0,3,3,9,3,0,0,0,0,4,23,7,3,10,5,0,7,0,0,0,0,0,0,28,15,35,20,11,11,14,8,3,0,0,0,4,125,17,64,32,32,12,17,10,0,0,0,3,7,198,0,11,31,40,26,37,15,0,0,0,0,4,167,0,12,35,25,18,23,16,3,0,0,0,0,131,10,13,25,40,30,59,35,5,0,0,3,0,214,3,3,10,33,22,60,38,5,3,0,4,0,191,5,3,10,27,33,57,55,5,0,0,0,3,198,0,0,8,18,22,46,30,9,0,0,0,5,143,4,4,6,15,22,54,58,19,0,0,0,4,180,0,0,0,9,13,11,29,11,0,0,0,3,80,0,3,0,7,3,13,8,5,4,0
106031123,3,3,0,0,0,0,0,10,4,0,0,3,0,0,0,0,0,0,0,0,3,24,0,11,21,11,11,10,9,0,0,0,6,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,5,4,3,0,0,0,3,19,3,0,0,0,0,4,3,3,0,0,0,0,14,0,0,0,0,0,3,3,0,0,0,0,0,12,3,0,0,3,0,4,3,6,0,0,0,3,20,6,0,0,0,3,0,3,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0
106031124,9,3,0,0,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,11,47,15,54,111,77,62,40,0,0,0,0,11,410,3,0,0,0,0,0,0,3,0,0,0,0,11,3,0,0,3,0,0,0,0,0,0,0,0,12,3,0,0,5,3,8,0,0,0,0,0,0,24,3,0,5,8,8,10,8,0,0,0,0,0,49,5,0,8,14,9,14,7,0,0,0,0,0,66,0,0,0,6,3,8,8,0,0,0,0,5,41,7,0,4,4,12,18,10,3,0,0,0,0,63,3,0,3,0,3,20,15,3,0,0,0,0,58,6,0,0,6,5,9,16,3,0,0,0,4,44,3,0,0,0,7,0,11,3,0,0,0,0,29,3,0,3,0,3,6,15,5,0,0,0,0,39,0,0,0,0,0,3,7,0,0,0,0,3,14,0,0,0,0,0,3,5,3,0,0
106031125,12,15,3,0,0,0,6,88,3,0,3,0,0,0,0,0,0,0,0,0,11,50,19,178,198,119,138,80,20,0,0,3,20,822,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,9,7,8,5,0,0,0,0,0,3,34,3,3,7,4,11,4,8,0,0,0,0,0,41,4,3,10,17,4,10,11,3,0,0,0,0,71,5,4,5,5,5,3,8,0,0,0,0,0,27,0,0,7,7,11,13,21,3,3,0,0,0,71,7,0,5,10,7,10,19,9,4,0,3,3,77,6,0,6,11,21,15,22,12,6,0,0,3,104,10,0,0,20,28,12,26,6,3,0,0,0,99,8,0,0,15,30,20,29,27,3,0,0,3,139,3,0,3,9,24,15,16,10,4,0,0,3,87,0,0,0,5,6,3,11,8,10,0
106041126,16,6,0,0,0,3,0,89,8,3,5,3,0,0,0,0,0,0,0,8,37,163,113,243,444,122,112,66,7,4,0,15,48,1344,0,3,3,3,3,0,0,0,0,0,0,0,15,3,7,7,0,3,0,4,0,0,0,0,3,29,3,10,27,12,5,4,5,0,0,0,0,4,69,7,10,39,29,9,5,3,3,0,0,0,14,120,4,4,22,38,13,13,6,5,0,0,0,9,113,0,0,8,19,9,19,0,3,0,0,0,0,64,4,3,15,32,29,28,21,9,0,0,3,10,150,6,3,12,30,24,12,19,10,4,0,3,0,129,4,0,10,22,26,34,34,20,7,0,0,5,156,0,0,11,7,20,24,31,18,0,0,4,4,116,9,0,5,16,16,37,49,42,5,3,4,4,184,0,0,0,4,3,16,27,30,3,0,3,0,88,7,0,3,14,11,27,32,67,9,0
106041127,0,0,0,0,0,0,3,37,3,0,5,0,0,0,0,0,0,0,0,3,16,135,20,116,85,26,20,3,0,0,0,3,40,451,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,10,7,0,7,0,3,3,3,0,0,0,0,0,24,0,3,0,4,0,6,0,3,0,0,0,0,24,0,0,4,0,0,0,0,0,0,0,0,0,14,10,0,3,9,0,3,11,0,0,0,0,3,43,9,0,6,6,4,3,7,0,0,0,0,5,39,5,3,0,0,0,4,3,4,0,0,0,3,22,15,0,0,3,3,5,5,3,0,0,0,3,43,19,0,3,8,6,6,7,3,0,0,0,0,57,8,0,0,0,0,0,15,0,0,0,0,0,26,8,0,3,0,5,3,8,12,0,0
106041128,3,0,0,0,0,0,3,40,3,3,0,3,0,0,0,0,0,0,0,4,21,100,51,158,179,77,35,16,4,0,0,6,31,663,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,6,3,5,14,9,0,3,0,0,0,0,0,0,35,7,19,36,13,3,0,3,0,0,0,0,0,79,0,0,14,21,7,13,4,0,0,0,0,5,61,3,0,0,7,7,7,0,0,0,0,0,0,26,0,4,13,28,29,10,9,0,0,0,0,4,99,3,0,9,16,10,8,6,0,0,0,0,0,57,3,0,3,11,10,9,7,7,0,0,0,7,64,4,0,0,5,11,13,8,0,0,0,0,4,46,8,0,6,13,6,15,30,4,0,0,0,3,84,0,0,0,0,6,10,12,3,0,0,0,0,37,3,0,0,4,7,8,8,7,3,0
106041129,0,0,0,0,0,0,3,58,3,0,11,3,0,0,0,0,0,0,0,7,18,315,50,203,152,24,11,9,5,0,0,5,57,830,3,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,6,7,4,5,3,0,0,0,0,0,0,0,6,28,20,8,18,3,3,0,0,0,0,0,0,3,63,15,3,16,9,9,3,0,0,0,0,0,8,72,4,0,11,8,3,3,0,0,0,0,0,3,40,39,5,9,19,6,6,5,0,0,0,0,7,100,33,3,3,15,5,10,3,0,0,0,0,5,82,34,0,10,9,13,7,3,3,0,0,0,8,89,30,0,4,7,8,4,10,3,0,0,0,3,73,42,0,4,20,8,17,5,6,0,0,0,6,111,11,0,0,9,4,4,4,3,0,0,0,0,40,18,0,0,6,4,0,7,3,0,0
107011131,27,11,0,0,0,0,5,129,8,5,15,10,3,0,0,0,0,0,0,13,65,201,147,362,379,309,275,90,13,0,0,15,59,1850,3,0,0,3,0,8,3,0,0,0,0,4,18,5,10,7,4,0,4,0,0,0,0,0,0,35,30,36,16,16,3,11,4,0,0,0,0,3,120,24,78,33,27,16,13,12,3,0,0,0,8,215,3,9,24,40,20,26,44,5,3,0,0,5,187,3,5,43,27,7,21,12,0,0,0,0,3,123,3,9,17,46,18,48,63,15,0,0,3,6,228,7,0,6,32,14,41,51,25,3,0,0,8,187,3,0,6,9,16,34,48,31,3,0,0,4,165,8,0,0,9,15,33,49,16,0,0,0,5,137,3,0,3,9,4,31,48,22,7,0,3,4,140,4,0,0,3,0,19,16,22,3,0,0,0,77,0,0,0,4,5,5,12,12,6,0
107011132,4,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,3,9,10,8,19,19,35,113,47,8,3,0,0,9,271,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,3,7,3,0,0,0,0,19,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,3,0,0,7,0,0,0,0,0,24,0,0,0,3,3,3,16,6,0,0,0,3,34,0,0,0,0,0,0,9,13,0,0,0,0,30,3,0,0,3,0,0,15,18,0,0,0,0,39,3,0,0,0,0,4,18,8,0,0,3,3,42,0,0,0,0,0,3,4,12,5,0,0,0,26,0,0,0,0,0,0,0,14,7,0
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,14,0,3,0,0,0,0,55,13,8,8,3,3,3,3,0,0,0,0,9,42,196,108,180,184,136,139,38,26,3,0,19,54,1086,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,4,0,0,0,0,0,0,0,0,3,26,15,38,20,9,11,3,0,0,0,0,0,5,104,23,72,27,10,3,4,9,3,0,0,0,12,160,0,18,29,12,8,12,9,7,3,0,0,3,105,4,3,44,16,3,10,5,3,0,0,0,3,98,9,3,13,14,18,19,29,9,3,0,0,3,116,5,0,5,15,14,20,27,13,0,0,0,4,112,0,4,7,7,3,30,27,14,0,0,0,3,86,0,0,5,0,9,10,21,14,0,0,0,0,63,4,0,0,0,3,18,31,15,10,0,0,7,94,0,0,0,3,0,8,14,7,9,0,0,0,49,0,0,0,3,0,0,8,18,4,0
107011545,7,3,0,0,0,0,8,82,18,9,8,5,4,0,0,0,0,0,3,5,55,232,136,263,294,167,114,27,0,0,0,17,62,1314,3,0,0,3,0,0,0,0,0,0,0,3,16,3,10,8,5,3,0,0,0,0,0,0,0,27,20,39,28,15,4,5,4,0,0,0,0,6,123,22,96,37,27,7,12,3,4,0,0,3,9,213,7,12,31,33,19,16,23,3,0,0,0,4,136,0,0,48,27,10,10,16,0,0,0,0,3,124,6,6,13,29,15,33,28,7,0,0,0,3,132,8,3,12,18,15,33,18,8,0,0,0,3,109,5,0,10,15,19,30,31,8,0,0,0,4,115,0,0,0,10,6,7,17,3,0,0,0,0,47,5,0,8,6,11,23,25,9,0,0,0,3,88,0,0,0,3,5,14,11,8,0,0,0,0,44,3,0,0,0,0,5,3,4,0,0
107011546,7,0,0,0,0,0,5,73,13,5,10,8,0,0,0,0,0,0,0,13,51,317,143,362,236,126,67,13,3,4,3,16,57,1347,0,3,0,0,3,0,0,0,0,0,0,0,18,19,16,3,7,4,0,0,0,0,0,0,0,48,35,45,41,37,11,9,5,0,0,0,0,7,193,30,72,51,37,7,13,10,3,0,0,3,7,221,10,9,41,36,17,16,22,4,0,0,0,3,152,6,8,32,26,12,16,7,3,0,0,0,0,98,3,6,23,42,29,27,19,3,0,0,0,0,147,4,5,14,28,13,35,16,7,0,0,0,9,139,7,3,8,23,9,19,21,8,0,0,0,0,97,6,0,7,11,7,19,14,3,0,0,0,0,78,4,0,3,18,3,14,16,11,0,0,0,0,65,3,0,0,3,7,5,12,0,3,0,0,0,30,3,0,3,0,3,4,6,3,0,0
107011547,3,3,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,11,48,28,104,69,54,54,19,3,0,0,6,10,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,5,5,4,4,0,0,0,0,0,27,0,4,16,14,4,3,3,0,0,0,0,0,48,0,0,16,21,10,0,9,4,0,0,0,0,67,0,0,6,6,3,3,3,0,0,0,0,0,32,0,0,10,8,5,16,5,4,0,0,0,0,56,3,0,5,4,4,11,7,4,0,0,0,0,46,0,0,0,5,0,8,14,3,3,0,0,0,35,0,0,3,0,4,7,11,5,3,0,0,0,32,3,0,0,4,3,8,7,8,0,0,3,0,29,0,0,0,4,0,5,3,3,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,19,7,4,0,0,0,3,52,0,0,4,3,3,0,0,0,0,0,0,3,18,45,24,47,95,95,197,101,10,3,0,3,19,643,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,7,5,3,6,5,0,5,0,0,0,0,30,14,6,6,0,6,4,5,5,0,0,0,3,52,3,3,3,3,4,15,22,13,0,0,0,0,67,5,0,4,3,0,4,3,3,0,0,0,0,29,0,0,7,5,6,18,23,18,0,0,0,0,75,0,3,0,9,8,14,16,10,0,0,0,0,58,0,0,0,4,0,7,26,25,3,0,0,0,64,3,0,0,0,3,3,19,17,0,0,0,4,57,6,0,3,0,9,8,40,45,3,0,0,0,118,4,0,0,0,0,0,9,22,5,0,0,0,42,0,0,0,0,0,3,0,12,5,0
107031137,3,0,0,0,0,0,0,23,3,0,0,7,0,3,0,0,0,0,0,3,20,60,36,83,129,141,141,20,0,0,0,9,19,634,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,5,4,16,5,7,0,6,3,0,0,0,0,3,47,3,23,12,5,0,3,0,0,0,0,0,3,64,3,0,10,23,9,15,16,3,0,0,0,3,82,0,0,9,5,3,8,3,3,0,0,0,0,38,3,0,5,10,9,12,24,3,0,0,0,0,70,3,0,3,5,7,11,18,8,0,0,0,0,63,4,0,3,6,6,9,20,11,0,0,0,3,59,0,0,0,5,3,9,17,10,0,0,0,0,48,0,0,0,0,3,20,22,21,3,0,0,5,70,0,0,0,0,0,7,8,10,0,0,0,0,27,0,0,0,0,0,0,6,3,0,0
107031138,11,10,4,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,7,34,3,50,119,75,165,145,21,3,3,7,18,646,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,8,3,6,5,5,0,4,3,0,0,0,3,0,41,9,0,4,8,3,7,3,0,0,0,0,0,33,3,0,5,4,16,16,13,5,0,0,0,3,70,0,0,3,3,0,3,10,3,0,0,0,0,24,3,0,7,5,4,12,28,17,3,0,0,3,73,4,0,0,7,3,12,26,20,5,0,0,0,81,6,0,0,4,6,6,30,24,3,0,0,3,84,0,0,0,0,3,13,15,16,3,0,0,0,57,3,0,0,3,4,9,21,29,11,3,3,0,92,0,0,0,0,0,5,20,15,5,0,0,3,50,3,0,0,0,4,0,4,23,5,0
107031139,3,9,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,3,5,18,0,22,34,47,99,77,7,3,0,0,3,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,15,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,3,3,5,10,3,0,0,0,0,24,0,0,0,3,3,0,3,0,0,0,0,0,8,3,0,0,3,0,3,13,9,0,0,0,0,33,0,0,0,0,10,7,5,7,0,0,0,0,36,3,0,0,0,0,9,7,7,4,0,0,0,31,0,0,0,0,0,4,9,6,0,0,0,0,27,0,0,0,3,3,3,9,17,4,0,0,0,35,0,0,0,0,0,3,4,14,0,0,0,0,28,0,0,0,0,0,0,0,11,5,0
107031140,13,11,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,6,5,46,14,40,52,49,96,74,16,6,0,3,12,407,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,3,3,0,0,0,0,0,0,0,0,18,3,9,3,11,6,3,3,0,0,0,0,5,36,3,3,4,10,3,3,13,0,0,0,0,4,50,0,0,3,0,0,0,9,4,0,0,0,0,19,3,5,0,4,4,6,9,11,3,0,0,0,44,4,0,0,3,3,5,9,14,4,3,0,0,44,0,0,0,4,4,9,9,11,4,0,0,5,43,0,0,0,3,7,0,7,15,0,0,0,0,34,3,0,0,5,3,4,18,24,3,0,0,0,69,0,0,0,0,3,4,8,14,5,0,0,0,32,4,0,0,0,0,0,3,12,6,0
