SA2_MAINCODE_2016,C06_Aus_BP_B_OS,C06_Aus_Fa_O_B_OS,C06_Aus_Mo_O_B_OS,C06_Aus_BP_B_Aus,C06_Aus_Bplace_NS,C06_Aus_Tot_resp,C06_Aus_Ab_BP_B_OS,C06_Aus_Ab_Fa_O_B_OS,C06_Aus_Ab_Mo_O_B_OS,C06_Aus_Ab_BP_B_Aus,C06_Aus_Abor_Bplace_NS,C06_Aus_Abor_Tot_respons,C06_Chi_BP_B_OS,C06_Chi_Fa_O_B_OS,C06_Chi_Mo_O_B_OS,C06_Chi_BP_B_Aus,C06_Chi_Bplace_NS,C06_Chi_Tot_resp,C06_Cro_BP_B_OS,C06_Cro_Fa_O_B_OS,C06_Cro_Mo_O_B_OS,C06_Cro_BP_B_Aus,C06_Cro_Bplace_NS,C06_Cro_Tot_resp,C06_Dut_BP_B_OS,C06_Dut_Fa_O_B_OS,C06_Dut_Mo_O_B_OS,C06_Dut_BP_B_Aus,C06_Dut_Bplace_NS,C06_Dut_Tot_resp,C06_Eng_BP_B_OS,C06_Eng_Fa_O_B_OS,C06_Eng_Mo_O_B_OS,C06_Eng_BP_B_Aus,C06_Eng_Bplace_NS,C06_Eng_Tot_resp,C06_Fil_BP_B_OS,C06_Fil_Fa_O_B_OS,C06_Fil_Mo_O_B_OS,C06_Fil_BP_B_Aus,C06_Fil_Bplace_NS,C06_Fil_Tot_resp,C06_Fre_BP_B_OS,C06_Fre_Fa_O_B_OS,C06_Fre_Mo_O_B_OS,C06_Fre_BP_B_Aus,C06_Fre_Bplace_NS,C06_Fre_Tot_resp,C06_Ger_BP_B_OS,C06_Ger_Fa_O_B_OS,C06_Ger_Mo_O_B_OS,C06_Ger_BP_B_Aus,C06_Ger_Bplace_NS,C06_Ger_Tot_resp,C06_Gre_BP_B_OS,C06_Gre_Fa_O_B_OS,C06_Gre_Mo_O_B_OS,C06_Gre_BP_B_Aus,C06_Gre_Bplace_NS,C06_Gre_Tot_resp,C06_Hun_BP_B_OS,C06_Hun_Fa_O_B_OS,C06_Hun_Mo_O_B_OS,C06_Hun_BP_B_Aus,C06_Hun_Bplace_NS,C06_Hun_Tot_resp,C06_Ind_BP_B_OS,C06_Ind_Fa_O_B_OS,C06_Ind_Mo_O_B_OS,C06_Ind_BP_B_Aus,C06_Ind_Bplace_NS,C06_Ind_Tot_resp,C06_Iri_BP_B_OS,C06_Iri_Fa_O_B_OS,C06_Iri_Mo_O_B_OS,C06_Iri_BP_B_Aus,C06_Iri_Bplace_NS,C06_Iri_Tot_resp,C06_Ita_BP_B_OS,C06_Ita_Fa_O_B_OS,C06_Ita_Mo_O_B_OS,C06_Ita_BP_B_Aus,C06_Ita_Bplace_NS,C06_Ita_Tot_resp,C06_Kor_BP_B_OS,C06_Kor_Fa_O_B_OS,C06_Kor_Mo_O_B_OS,C06_Kor_BP_B_Aus,C06_Kor_Bplace_NS,C06_Kor_Tot_resp,C06_Leb_BP_B_OS,C06_Leb_Fa_O_B_OS,C06_Leb_Mo_O_B_OS,C06_Leb_BP_B_Aus,C06_Leb_Bplace_NS,C06_Leb_Tot_resp,C06_Mac_BP_B_OS,C06_Mac_Fa_O_B_OS,C06_Mac_Mo_O_B_OS,C06_Mac_BP_B_Aus,C06_Mac_Bplace_NS,C06_Mac_Tot_resp,C06_Mal_BP_B_OS,C06_Mal_Fa_O_B_OS,C06_Mal_Mo_O_B_OS,C06_Mal_BP_B_Aus,C06_Mal_Bplace_NS,C06_Mal_Tot_resp,C06_Mao_BP_B_OS,C06_Mao_Fa_O_B_OS,C06_Mao_Mo_O_B_OS,C06_Mao_BP_B_Aus,C06_Mao_Bplace_NS,C06_Mao_Tot_resp,C06_NZ_BP_B_OS,C06_NZ_Fa_O_B_OS,C06_NZ_Mo_O_B_OS,C06_NZ_BP_B_Aus,C06_NZ_Bplace_NS,C06_NZ_Tot_resp,C06_Pol_BP_B_OS,C06_Pol_Fa_O_B_OS,C06_Pol_Mo_O_B_OS,C06_Pol_BP_B_Aus,C06_Pol_Bplace_NS,C06_Pol_Tot_resp,C06_Rus_BP_B_OS,C06_Rus_Fa_O_B_OS,C06_Rus_Mo_O_B_OS,C06_Rus_BP_B_Aus,C06_Rus_Birthplac_ns,C06_Rus_Tot_resp,C06_Sco_BP_B_OS,C06_Sco_Fa_O_B_OS,C06_Sco_Mo_O_B_OS,C06_Sco_BP_B_Aus,C06_Sco_Birthplac_ns,C06_Sco_Tot_resp,C06_Ser_BP_B_OS,C06_Ser_Fa_O_B_OS,C06_Ser_Mo_O_B_OS,C06_Ser_BP_B_Aus,C06_Ser_Bplace_NS,C06_Ser_Tot_resp,C06_SAf_BP_B_OS,C06_SAf_Fa_O_B_OS,C06_SAf_Mo_O_B_OS,C06_SAf_BP_B_Aus,C06_SAf_Bplace_NS,C06_SAf_Tot_resp,C06_Span_BP_B_OS,C06_Span_Fa_O_B_OS,C06_Span_Mo_O_B_OS,C06_Span_BP_B_Aus,C06_Span_Bplace_NS,C06_Span_Tot_resp,C06_Sinha_BP_B_OS,C06_Sinha_Fa_O_B_OS,C06_Sinha_Mo_O_B_OS,C06_Sinha_BP_B_Aus,C06_Sinha_Bplace_NS,C06_Sinha_Tot_resp,C06_Turk_BP_B_OS,C06_Turk_Fa_O_B_OS,C06_Turk_Mo_O_B_OS,C06_Turk_BP_B_Aus,C06_Turk_Bplace_NS,C06_Turk_Tot_resp,C06_Viet_BP_B_OS,C06_Viet_Fa_O_B_OS,C06_Viet_Mo_O_B_OS,C06_Viet_BP_B_Aus,C06_Viet_Bplace_NS,C06_Viet_Tot_resp,C06_Wel_BP_B_OS,C06_Wel_Fa_O_B_OS,C06_Wel_Mo_O_B_OS,C06_Wel_BP_B_Aus,C06_Wel_Bplace_NS,C06_Wel_Tot_resp,C06_Oth_BP_B_OS,C06_Oth_Fa_O_B_OS,C06_Oth_Mo_O_B_OS,C06_Oth_BP_B_Aus,C06_Oth_Bplace_NS,C06_Oth_Tot_resp,C06_Anc_ns_BP_B_OS,C06_Anc_ns_Fa_O_B_OS,C06_Anc_ns_Mo_O_B_OS,C06_Anc_ns_BP_B_Aus,C06_Anc_ns_Bplace_NS,C06_Anc_NS_T_resp,C06_T_P_BP_B_OS,C06_T_P_Fa_only_bor_os,C06_T_P_Mo_O_B_OS,C06_T_P_BP_B_Aus,C06_T_P_Bplace_NS,C06_T_P_Tot_resp,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS
109021177,12,72,47,1579,54,1751,0,0,0,19,0,19,7,3,0,9,0,20,0,0,0,0,0,0,0,3,3,6,0,22,64,57,36,1031,27,1208,0,0,0,0,0,6,0,0,0,6,0,7,9,10,0,76,3,95,11,3,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,4,6,10,10,311,0,343,45,16,0,51,0,112,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,0,0,8,0,19,3,0,0,3,0,4,0,0,0,0,0,3,23,11,19,181,0,237,3,0,0,0,0,3,4,0,0,0,0,7,3,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,20,18,3,22,6,70,4,13,3,143,89,254,214,147,76,2774,170,3379,4,60
109021178,17,125,69,2527,101,2838,0,11,0,135,8,158,10,0,0,11,0,22,15,0,0,4,0,18,27,3,7,5,0,42,142,103,90,1712,63,2116,7,0,3,0,0,10,6,0,0,3,0,10,19,10,11,281,8,328,13,3,0,21,0,43,12,3,0,0,0,15,14,0,0,0,0,14,25,24,12,436,13,516,140,34,9,112,11,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,14,0,16,10,8,6,3,0,24,17,5,4,0,3,31,11,3,0,10,0,19,3,3,0,3,0,11,40,22,23,412,8,503,9,4,0,3,0,18,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,4,16,0,27,76,25,9,33,0,142,17,5,3,227,273,529,536,253,156,4750,448,6148,13,92
109021179,8,77,52,1549,57,1744,0,0,0,27,0,28,0,0,0,7,0,7,0,0,0,3,0,0,3,7,4,14,0,29,59,56,35,873,45,1069,6,0,0,0,0,6,0,0,0,9,0,12,20,8,6,90,5,118,6,3,0,7,0,17,0,0,0,0,0,0,17,0,0,0,4,20,10,14,11,328,7,372,177,34,8,133,5,358,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,11,0,0,0,3,0,8,15,4,8,0,0,23,6,0,0,3,0,10,4,0,0,0,0,3,11,9,11,227,3,263,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,9,48,8,0,16,9,77,10,5,3,75,154,247,383,144,93,2632,262,3511,23,51
109031180,8,139,91,2622,39,2904,0,0,0,0,0,0,11,0,0,10,3,25,7,3,0,7,0,17,40,10,4,11,7,74,200,119,91,1678,46,2130,8,0,0,0,5,10,0,7,0,19,0,23,37,9,9,192,3,248,0,3,0,6,0,4,0,0,0,3,0,8,5,0,0,3,0,4,33,25,11,667,7,743,25,13,3,44,0,81,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,8,4,0,0,0,0,5,23,4,3,5,0,29,13,0,0,6,0,21,0,3,0,3,0,10,72,21,19,427,0,540,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,9,0,21,42,8,6,22,3,88,8,3,8,182,177,383,477,253,157,4678,275,5844,5,129
109031181,14,116,112,2630,75,2952,0,0,0,6,0,6,12,0,0,13,0,29,0,0,0,0,0,0,39,15,8,12,0,72,270,120,114,1631,55,2181,23,3,7,0,0,27,3,4,0,18,0,21,28,17,9,199,0,250,3,0,0,8,0,11,6,0,0,0,3,12,5,0,0,4,0,4,36,33,16,655,15,753,25,11,3,39,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,22,7,0,0,0,0,7,6,0,4,4,0,12,14,3,0,10,0,34,3,0,0,0,0,7,51,25,19,492,3,594,0,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,24,68,5,4,46,0,127,10,0,4,211,244,466,561,235,191,4765,376,6128,12,115
109031182,14,178,104,3320,86,3700,0,3,0,21,0,27,18,0,0,17,3,36,0,3,0,0,0,3,33,11,0,23,0,68,204,158,93,2152,66,2678,3,0,5,0,0,9,11,3,0,16,0,29,33,29,6,188,3,257,13,3,0,10,0,29,0,3,0,0,0,0,7,0,3,0,0,11,32,42,16,684,15,793,59,19,3,94,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,5,3,0,50,10,8,5,4,0,27,9,3,0,7,0,22,0,0,0,0,0,4,55,44,24,521,17,664,4,0,0,0,0,3,12,3,0,0,0,22,0,0,0,3,0,6,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,12,0,21,60,21,11,34,3,134,23,8,3,241,280,559,585,321,189,5898,443,7433,14,154
109031183,17,131,142,3332,85,3713,0,0,0,88,0,85,6,0,0,6,7,21,0,0,0,0,0,0,51,8,9,28,0,95,152,133,116,2255,46,2705,6,0,3,0,0,13,6,0,3,13,0,24,26,11,4,185,8,238,3,0,0,4,0,11,3,0,0,0,0,4,3,0,0,0,0,0,13,20,17,668,22,747,47,15,3,108,7,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,3,8,0,0,0,10,12,0,9,3,0,18,10,0,0,4,3,21,0,0,0,3,0,6,63,42,38,656,12,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,3,11,0,22,36,8,9,22,0,76,14,6,3,229,373,623,416,250,233,6111,525,7539,10,113
109031184,11,92,73,1940,45,2154,0,0,0,12,0,12,14,4,0,9,0,24,4,0,0,0,0,4,24,3,4,12,0,46,155,107,82,1310,21,1675,4,0,0,0,0,9,3,0,0,15,0,20,24,9,4,118,7,152,4,4,3,9,0,18,7,0,0,0,0,6,0,0,0,0,0,0,20,26,10,465,10,534,17,5,10,74,0,110,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,9,0,8,0,0,0,0,0,5,12,0,0,0,0,13,12,0,3,3,0,17,3,0,0,0,0,3,49,18,14,335,6,421,4,0,0,0,0,4,4,0,0,0,0,8,0,0,0,5,0,9,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,10,0,0,11,0,22,18,3,5,23,0,57,11,3,4,87,215,323,367,184,134,3503,284,4479,12,91
109031185,11,238,163,4042,81,4532,0,0,0,20,3,27,21,0,0,9,0,37,5,0,0,3,0,6,78,13,10,30,0,133,296,217,153,2676,89,3430,26,0,3,0,0,34,3,0,0,26,0,25,53,19,5,197,3,275,8,6,0,0,3,18,6,4,0,0,0,12,16,3,0,0,0,17,54,33,27,993,30,1131,51,26,6,110,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,8,0,24,10,0,0,6,0,21,33,4,8,9,0,58,9,3,0,0,0,10,10,0,0,3,0,13,92,64,33,649,20,855,3,0,0,8,0,15,3,0,0,0,0,3,0,0,0,7,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,4,10,7,6,15,3,36,67,19,12,71,0,170,18,12,7,270,201,508,773,442,293,7353,396,9258,20,198
110011186,75,670,555,9216,203,10717,0,0,0,226,5,239,256,16,15,61,3,345,8,3,0,7,0,13,108,53,33,70,5,270,807,520,410,5661,147,7543,43,3,21,0,4,67,43,10,0,49,0,105,193,60,42,689,7,992,26,12,0,34,0,73,17,7,0,11,0,39,85,10,6,8,0,110,147,115,84,2243,44,2638,58,26,16,148,3,252,33,0,0,3,0,36,20,3,3,28,0,58,0,0,0,0,0,0,4,9,3,11,0,35,13,9,3,11,0,36,67,34,22,3,3,122,51,8,3,31,0,95,30,7,3,16,0,50,226,140,106,1643,33,2146,6,0,4,3,0,20,55,12,6,0,4,70,16,0,0,12,0,35,35,3,0,0,3,44,9,0,7,4,0,17,3,0,0,0,0,5,36,20,12,55,3,124,567,120,117,178,29,1008,44,12,7,422,956,1448,2532,1102,870,15804,1357,21661,57,676
110011187,7,91,82,2018,71,2265,0,0,0,28,0,28,0,0,0,0,0,3,0,0,0,0,0,0,11,3,3,3,0,19,97,75,66,1290,39,1568,0,0,0,0,0,0,3,0,0,9,0,15,21,11,4,139,5,174,0,3,0,0,0,3,5,0,0,0,0,5,8,0,0,6,0,10,27,13,18,453,12,518,6,3,0,9,0,22,0,0,0,0,0,0,3,0,3,7,0,11,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,0,3,5,7,4,3,0,16,4,0,0,3,0,4,3,0,0,0,0,3,28,22,18,297,12,377,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,16,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,8,0,14,29,11,6,19,0,62,4,6,7,116,122,253,221,149,134,3461,231,4203,11,102
110011188,17,159,102,2535,84,2900,0,0,0,37,0,42,12,8,0,13,0,36,0,0,0,0,0,0,37,15,12,19,0,82,216,142,113,1626,53,2155,0,0,0,0,0,0,6,3,0,14,3,34,51,16,8,190,3,265,3,3,0,0,0,8,8,0,0,4,0,12,0,0,0,3,0,3,49,26,16,602,20,710,14,9,0,23,0,48,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,3,0,0,0,0,7,8,0,4,0,0,6,12,5,10,6,0,31,13,0,0,0,0,16,3,0,0,0,0,10,51,32,26,436,4,546,0,3,0,5,0,5,3,0,0,0,0,3,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,15,93,27,11,34,10,174,6,12,3,151,152,317,497,273,184,4477,293,5722,11,154
110011189,8,63,52,1644,37,1793,0,0,0,9,0,8,0,0,0,3,0,3,3,0,0,0,0,4,6,0,0,13,0,18,75,55,51,1005,22,1209,0,0,0,0,0,3,6,0,0,4,0,10,7,5,0,100,0,122,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,6,13,16,12,254,7,306,3,0,0,18,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,4,10,3,3,0,0,18,0,0,0,0,0,4,0,0,0,0,0,3,18,21,13,247,7,298,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,8,18,10,4,18,6,51,3,4,3,70,60,145,168,111,81,2695,132,3188,4,60
110021190,12,181,133,3966,90,4385,0,0,3,49,0,51,6,0,0,30,0,37,0,0,0,0,0,3,39,5,3,33,3,83,284,153,132,2710,89,3373,7,0,5,0,0,14,7,0,3,20,0,32,48,20,9,322,5,408,5,3,0,5,0,17,6,0,0,3,0,13,5,3,0,0,0,7,44,35,28,867,17,983,10,11,3,40,3,66,3,0,0,0,0,3,0,0,0,10,0,14,0,0,0,0,0,0,3,3,0,6,0,13,3,3,7,5,0,14,12,9,3,12,3,33,5,5,0,4,0,15,5,0,0,4,0,12,66,52,33,697,10,861,3,0,0,0,0,4,5,0,0,0,0,6,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,21,0,40,63,9,7,48,0,134,5,3,5,254,435,706,560,317,240,7040,624,8782,11,148
110021191,12,252,147,5442,145,6003,0,0,0,69,5,71,25,6,0,63,0,96,5,0,0,0,0,5,35,10,6,43,0,98,244,228,153,3520,116,4254,17,0,6,3,0,21,9,4,3,26,0,40,42,23,9,401,8,482,4,0,0,4,3,8,10,0,0,7,0,16,4,0,0,4,0,7,38,43,16,901,16,1008,28,13,4,75,5,129,0,0,0,0,0,0,15,3,3,8,0,25,0,0,0,3,0,3,3,0,0,3,0,7,4,3,0,8,0,15,14,17,6,0,0,31,11,3,0,12,0,29,0,0,0,5,0,5,65,42,39,763,23,927,0,0,0,5,0,3,13,4,0,0,0,18,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,0,22,0,35,97,25,15,69,3,204,9,7,4,344,315,669,599,427,245,9385,583,11240,15,255
110021192,9,78,93,2187,53,2419,0,0,3,67,3,74,0,0,0,5,0,12,3,0,0,0,0,3,22,0,3,4,4,35,178,60,75,1435,44,1797,5,0,4,4,0,10,0,0,0,7,0,11,74,5,8,202,3,295,4,3,0,4,0,10,3,0,0,0,0,5,0,0,0,4,0,3,23,14,10,397,3,439,30,7,0,28,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,13,3,0,4,0,0,8,0,6,3,4,3,15,3,0,0,9,0,14,0,0,0,3,0,3,28,19,7,306,10,367,3,0,0,0,0,4,0,0,0,0,0,5,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,0,12,55,5,8,24,0,91,7,3,0,128,206,349,366,134,140,3832,316,4796,6,79
110021193,9,96,104,2809,89,3106,0,0,0,11,0,11,0,0,0,11,0,11,0,0,0,0,0,0,16,0,4,12,0,30,133,95,87,2114,74,2499,7,0,0,4,0,13,6,4,0,15,0,25,22,10,7,208,0,245,0,4,0,3,0,9,0,0,0,0,0,5,0,0,0,8,0,5,19,20,4,556,6,606,8,8,5,30,0,49,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,7,0,7,3,0,0,3,0,5,10,0,3,4,0,14,4,0,0,0,0,9,0,0,0,3,0,4,25,31,21,383,8,463,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,3,0,16,0,21,39,9,12,22,7,82,7,0,3,186,134,329,274,184,165,5104,295,6012,4,104
110021194,5,167,109,2838,78,3205,0,3,0,164,0,170,14,0,0,11,3,27,6,0,0,0,0,9,28,15,0,14,5,63,237,156,82,1829,75,2384,9,3,3,0,0,19,15,0,0,9,3,27,38,9,3,364,6,428,7,0,0,5,0,11,4,0,0,0,0,6,5,0,3,6,0,14,52,31,25,680,11,790,58,25,4,58,0,149,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,3,0,11,4,3,0,0,0,10,15,8,9,4,0,38,9,4,0,4,0,17,0,0,0,3,0,10,56,41,27,442,10,570,0,3,0,3,0,6,0,0,0,0,0,0,3,3,0,20,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,18,0,28,72,14,7,37,9,141,7,5,3,186,175,373,544,313,187,5155,338,6536,10,160
110031195,20,117,67,3796,150,4150,0,3,0,337,17,359,30,0,4,36,0,71,17,0,0,0,0,20,21,6,3,9,0,48,122,102,78,2111,102,2517,3,0,0,0,0,4,6,0,0,7,0,13,25,10,10,201,6,247,10,3,0,5,0,16,13,0,0,3,0,16,29,0,0,7,0,33,30,30,13,603,19,696,15,3,7,32,4,63,3,0,0,0,0,3,6,13,0,23,5,50,0,0,0,0,0,8,5,3,0,3,0,12,11,5,0,10,0,26,23,4,3,3,0,36,10,0,3,3,0,18,7,0,0,0,0,6,47,25,26,397,15,504,36,0,0,5,0,39,4,0,0,0,0,4,0,0,0,4,0,11,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,17,0,31,71,15,11,50,7,150,11,7,9,321,902,1252,490,249,151,6525,1176,8597,8,124
110031196,4,68,90,2615,90,2868,0,0,0,284,6,290,3,0,0,25,0,29,3,3,0,5,0,9,23,6,0,16,3,49,98,77,70,1795,43,2085,3,0,7,0,0,8,0,3,0,18,0,22,12,8,3,169,0,194,11,0,3,0,0,11,4,0,0,0,0,7,0,0,5,3,0,9,31,21,19,616,11,698,0,0,0,15,0,20,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,7,6,0,0,0,3,12,7,3,4,3,3,21,3,8,0,5,0,14,0,0,3,0,0,4,19,8,18,409,6,467,0,0,0,0,0,0,9,0,0,0,0,11,3,0,0,4,0,10,0,0,0,4,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,12,21,9,9,30,5,76,6,5,3,215,266,495,232,139,144,4969,409,5890,5,68
110031197,19,115,88,3392,133,3742,0,0,0,76,5,82,18,0,0,25,0,40,0,0,0,0,0,0,28,8,0,16,0,48,105,90,62,1893,89,2241,10,0,3,0,0,12,4,3,0,12,0,18,18,9,5,215,8,249,7,5,0,3,0,12,3,0,0,0,0,3,10,0,0,0,3,14,16,22,16,506,12,564,9,0,0,9,0,17,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,4,0,10,4,0,3,0,0,12,10,3,3,0,0,20,4,0,3,3,0,14,0,3,0,10,0,8,34,27,27,365,14,458,3,0,0,0,0,3,9,0,0,0,0,6,0,0,0,20,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,16,45,12,4,35,5,95,5,7,0,235,248,500,300,193,133,5538,472,6637,12,92
110031198,13,95,86,2717,61,2968,0,0,0,18,0,19,12,0,0,3,0,15,0,0,0,0,0,0,13,6,3,15,3,39,93,82,63,1492,48,1773,3,0,0,0,0,6,0,0,0,15,0,14,24,9,3,163,3,203,5,3,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,16,7,400,3,453,3,3,0,12,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9,0,6,3,0,22,7,3,9,0,0,20,3,0,0,7,0,12,0,0,0,3,0,3,32,23,8,309,7,367,5,3,0,0,0,5,3,0,0,0,0,9,6,0,3,6,0,14,6,0,0,7,0,20,5,0,0,0,0,5,0,0,0,0,0,0,5,3,0,10,3,23,33,14,11,27,4,87,5,0,4,176,206,393,265,159,121,4399,323,5269,9,90
110041199,8,163,128,4199,127,4618,0,0,0,37,3,36,15,0,3,19,3,37,0,0,0,0,0,0,29,10,8,13,0,59,150,126,89,2623,76,3060,18,0,10,0,0,27,0,0,0,22,5,23,30,12,7,299,3,351,4,6,3,4,0,16,0,0,0,0,0,4,0,0,0,0,0,3,30,26,24,752,24,856,12,3,0,33,0,56,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,4,4,3,6,0,24,0,3,4,9,0,19,12,4,9,6,0,28,3,6,0,4,0,15,0,0,0,4,0,6,42,40,19,481,20,610,0,0,0,0,0,0,4,0,4,0,0,11,0,0,0,3,0,4,0,0,0,3,0,3,0,3,0,0,0,3,3,0,0,0,0,3,12,5,0,14,0,30,37,13,4,43,3,103,15,7,6,290,310,636,384,266,191,7126,533,8496,13,147
110041200,10,73,77,2135,56,2351,0,0,0,9,0,10,0,3,0,13,0,18,0,0,0,0,0,0,14,8,0,8,3,33,85,88,55,1298,53,1576,0,0,0,3,0,3,0,0,0,9,0,7,8,6,0,108,5,134,3,0,0,10,0,11,7,0,0,0,0,7,0,0,0,0,0,0,15,10,9,398,3,442,6,4,0,20,0,28,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,3,0,9,3,0,0,0,0,4,3,4,4,5,0,13,0,3,0,0,0,3,4,0,4,0,0,13,22,16,11,285,3,340,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,7,4,3,9,0,16,15,3,5,19,0,48,4,8,4,112,115,243,184,151,116,3546,229,4233,7,81
110041201,11,156,102,3553,113,3943,0,0,0,137,0,146,29,0,0,15,0,47,0,0,0,0,0,3,27,8,7,13,0,62,201,151,85,2192,81,2703,11,0,3,0,0,11,3,0,0,10,0,15,32,10,7,194,6,240,4,3,0,3,0,16,10,0,0,0,0,8,0,0,0,0,0,0,37,37,11,660,22,775,10,4,3,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,0,22,0,0,0,4,0,9,10,3,3,3,0,22,3,0,0,0,0,11,0,0,0,0,0,4,38,30,30,525,18,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,16,34,10,15,29,3,93,9,6,0,225,467,706,400,265,163,6037,674,7537,12,145
110041202,20,446,331,9829,231,10858,0,0,0,89,9,94,91,12,8,57,0,166,7,3,3,0,0,12,65,23,10,44,0,154,434,388,247,5953,171,7185,31,0,13,0,0,42,10,3,0,47,0,58,72,28,16,640,16,773,6,5,0,22,3,40,6,0,0,5,0,16,32,0,0,7,0,39,65,71,44,1854,35,2063,42,20,4,134,9,216,3,0,0,0,0,3,8,5,0,7,0,20,0,0,0,0,0,0,21,5,6,14,3,49,26,0,3,7,0,39,30,20,11,11,0,78,17,4,8,20,0,50,7,0,0,3,0,13,121,90,70,1225,15,1519,9,0,0,3,0,14,12,3,0,0,0,15,7,0,0,18,0,25,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,3,14,14,8,44,0,76,123,48,47,94,0,319,29,16,11,521,446,1022,1119,752,527,16227,862,19482,25,393
