SA2_MAINCODE_2016,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650m,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R0_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650m,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R0_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649,C16_2500_2999_R650m,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R0_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650m,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000m_R0_74,C16_4000m_R75_99,C16_4000m_R100_149,C16_4000m_R150_199,C16_4000m_R200_224,C16_4000m_R225_274,C16_4000m_R275_349,C16_4000m_R350_449,C16_4000m_R450_549,C16_4000m_R550_649,C16_4000m_R650m,C16_4000m_R_NS,C16_4000m_R_Tot,C16_PI_S_R0_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650m,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R0_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650m,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R0_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650m,C16_Tot_R_NS,C16_Tot_R_Tot
102021054,5,0,7,3,31,45,5,3,0,4,105,0,0,0,4,3,9,20,31,8,6,0,0,78,0,0,0,0,0,4,12,11,6,0,0,0,33,0,0,0,0,0,3,5,7,0,3,0,0,18,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,3,3,0,7,20,30,3,0,0,0,71,0,0,12,7,5,3,10,9,0,0,0,3,50,37,12,75,100,87,137,409,293,54,17,9,27,1258
102021055,0,0,0,0,13,41,15,0,0,3,73,0,0,0,0,0,0,3,28,21,3,0,0,60,3,0,0,0,0,0,0,9,12,6,0,0,31,0,0,0,0,0,0,4,6,11,3,0,0,28,0,0,0,0,0,0,0,3,10,3,0,0,24,0,0,0,0,3,0,5,21,11,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,10,16,15,79,244,104,23,8,11,522
102021056,0,0,3,0,16,55,103,10,0,0,199,3,0,0,0,0,0,3,42,101,11,0,3,166,0,0,0,0,0,0,0,29,63,6,0,0,103,0,0,0,3,0,0,0,23,61,6,3,0,97,0,0,0,0,0,0,0,8,24,4,0,0,36,0,0,0,3,4,4,0,32,55,10,5,3,114,0,0,0,5,0,0,0,0,3,0,0,3,18,15,4,23,83,26,46,72,356,591,62,8,33,1326
102021057,0,3,5,3,43,63,8,4,3,0,128,0,0,0,3,0,3,23,30,11,0,0,3,83,0,0,0,0,0,0,4,15,4,0,0,0,28,0,0,0,0,0,0,10,12,6,0,0,0,32,0,0,0,0,0,0,0,3,0,3,0,0,12,0,0,0,11,3,10,24,20,11,0,0,0,85,0,0,14,4,0,4,8,5,0,0,0,12,47,31,22,144,120,76,86,315,348,73,11,8,40,1267
103011058,3,17,24,65,151,88,5,0,0,3,363,3,0,3,3,3,31,85,72,18,0,0,3,224,0,0,0,0,0,6,36,44,5,3,0,3,105,0,0,0,0,0,11,22,29,6,0,0,3,79,0,0,0,0,0,0,3,16,5,0,0,0,26,4,0,8,19,15,29,58,56,7,0,0,3,196,0,0,14,7,6,3,10,5,3,0,0,16,64,89,21,216,326,274,637,990,539,71,6,6,88,3265
103011059,0,3,3,7,32,48,0,0,0,3,104,3,0,0,0,3,3,16,46,6,0,0,0,77,0,0,0,0,0,0,8,38,0,0,0,0,51,0,0,0,0,0,0,3,27,0,0,0,0,43,0,0,0,0,0,0,3,3,0,0,0,0,13,3,0,4,4,4,4,14,27,4,0,0,3,69,4,0,7,0,3,0,0,0,0,0,0,10,25,32,14,72,85,66,73,193,326,24,0,3,38,927
103011060,0,0,3,3,7,3,0,0,0,0,35,6,0,3,0,3,3,3,4,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,4,0,0,0,0,3,13,3,0,0,0,0,0,0,0,0,0,0,3,4,64,10,31,28,33,27,34,27,3,0,0,16,282
103011061,3,3,5,11,12,4,0,0,0,0,49,7,0,0,3,6,10,4,0,3,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,0,0,4,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,5,3,0,0,0,0,0,26,3,0,4,4,0,3,3,0,0,0,0,0,18,58,14,49,47,49,97,64,18,3,0,3,24,421
103021062,4,13,8,8,3,3,0,0,0,0,69,20,0,0,8,3,12,3,0,0,0,0,7,54,15,0,3,0,3,3,3,0,0,0,0,0,30,6,0,0,0,0,3,0,0,0,0,0,0,12,6,0,0,0,0,0,3,0,0,0,0,0,9,7,3,6,20,3,3,0,0,0,0,0,0,41,3,3,6,9,0,0,0,0,0,0,0,4,25,165,30,116,199,66,73,21,6,3,0,5,46,715
103021063,4,9,18,33,7,4,0,0,0,0,84,4,0,3,7,9,13,6,3,4,0,0,0,53,4,0,0,3,3,3,0,0,0,0,0,0,13,0,0,0,0,4,3,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,8,13,15,4,5,0,0,0,3,47,3,0,6,9,3,5,0,0,0,0,0,9,31,52,24,173,306,178,215,74,20,4,5,7,29,1085
103021064,4,5,0,9,4,0,0,0,0,4,41,5,0,0,0,5,6,4,0,0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,11,3,0,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,5,3,0,3,0,0,0,0,0,0,21,0,0,3,4,0,0,0,0,0,0,0,3,7,90,4,53,108,48,44,27,4,0,0,4,25,404
103021065,4,17,16,22,14,0,0,0,0,3,82,9,0,4,7,8,18,12,3,0,0,0,6,67,3,0,0,3,3,0,3,0,0,0,0,0,15,6,0,4,0,5,6,3,0,0,0,0,0,22,3,0,0,0,0,0,4,4,0,0,0,0,9,9,0,6,12,12,4,3,0,0,0,0,3,47,5,3,9,4,10,7,0,0,0,0,0,13,49,123,36,174,235,159,146,61,18,4,0,3,55,1024
103021066,3,3,3,3,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,3,7,0,3,0,0,0,0,0,0,19,0,0,6,3,0,0,0,0,0,0,0,0,9,72,8,66,54,45,18,4,0,0,0,0,12,291
103021067,7,19,21,22,46,8,0,0,0,5,129,3,0,4,3,3,19,35,12,0,0,0,0,80,0,0,0,0,3,3,18,3,0,0,0,0,29,3,0,0,3,3,7,18,9,0,0,0,0,43,0,0,0,3,3,3,13,0,0,0,0,0,24,0,0,3,9,9,16,23,6,0,0,0,3,68,0,0,14,6,4,3,0,3,0,0,0,12,47,58,14,182,250,180,246,243,49,3,4,5,55,1289
103021068,5,0,3,0,0,0,0,0,0,0,18,10,0,7,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,25,0,0,4,0,0,0,0,0,0,0,0,3,3,66,19,70,45,22,17,3,9,0,0,0,13,274
103021069,4,8,6,12,3,4,0,0,0,12,61,13,0,3,4,0,4,4,0,0,0,0,3,35,3,0,0,0,0,4,0,0,0,0,0,0,9,4,0,0,3,0,11,6,3,3,0,0,0,28,3,0,0,0,0,7,3,0,0,0,0,0,13,7,3,3,4,3,6,3,0,0,0,0,0,33,4,0,0,4,0,4,0,0,0,0,0,3,19,135,15,66,103,42,77,27,8,5,3,0,35,513
103031070,0,13,5,26,41,21,8,0,0,4,125,4,0,0,7,6,19,23,11,0,0,0,0,73,0,0,0,0,3,4,7,8,0,0,0,0,24,3,0,0,0,3,3,13,15,0,0,0,0,35,0,0,0,0,3,3,6,3,4,0,0,0,21,8,0,7,10,9,10,13,3,0,0,0,3,59,4,0,14,9,3,15,0,0,0,0,0,8,51,78,19,187,224,174,351,314,92,12,3,3,57,1524
103031071,0,6,3,4,12,3,0,0,0,0,31,7,0,0,4,3,0,3,10,0,0,0,0,26,0,0,0,0,0,3,3,0,0,0,0,0,8,4,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,4,8,0,4,4,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,0,0,6,6,52,3,50,77,43,73,61,46,3,0,5,19,431
103031072,0,5,7,20,52,62,14,0,0,3,162,3,0,0,3,7,8,62,64,14,0,0,4,168,0,0,0,0,0,3,18,30,6,0,0,0,53,0,0,0,0,0,3,19,34,18,0,0,4,78,4,0,0,3,0,3,5,13,10,3,0,8,48,3,0,0,9,0,5,33,34,12,0,5,0,100,3,0,0,4,4,7,6,3,0,0,0,10,43,50,9,42,143,121,196,451,387,68,9,9,57,1540
103031073,0,3,7,6,7,0,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,3,19,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,4,4,3,3,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,13,60,6,37,83,59,54,42,3,0,0,0,13,353
103031074,0,7,9,13,20,10,3,0,0,4,70,6,0,0,5,6,8,15,7,0,0,0,3,52,7,0,0,3,4,4,5,0,3,0,0,3,32,7,0,0,0,3,3,0,4,4,0,0,0,20,0,0,0,0,0,6,0,3,0,0,0,0,14,13,0,3,5,9,3,8,8,0,0,0,3,49,3,0,0,3,3,0,0,0,0,0,0,3,13,153,7,47,111,75,109,126,49,16,0,6,39,728
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,4,7,26,14,3,0,0,0,3,69,3,0,0,0,4,8,16,6,0,0,0,0,46,3,0,0,3,0,3,10,4,0,0,0,0,24,4,0,0,0,0,0,7,0,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,8,4,0,0,3,3,9,11,3,0,0,0,3,33,3,0,0,0,4,0,0,0,0,0,0,3,17,75,9,57,78,91,128,102,39,4,3,4,28,614
103041077,3,19,15,58,101,41,4,0,0,3,265,3,0,3,11,22,24,79,44,4,0,0,5,189,3,0,0,0,3,10,24,24,4,0,0,0,70,9,0,0,6,3,5,19,20,3,4,3,3,72,5,0,0,0,0,0,3,15,3,0,3,0,33,5,0,11,13,15,33,43,22,0,0,0,3,144,3,0,19,19,8,5,5,0,0,0,0,12,81,94,38,284,371,326,570,683,257,33,8,7,93,2757
103041078,0,3,3,30,108,123,14,0,0,0,288,3,0,0,0,3,13,69,110,12,3,0,3,227,0,0,0,3,4,5,18,55,10,0,0,0,93,0,0,0,0,0,6,21,79,13,3,3,3,129,0,0,0,0,0,0,3,27,13,3,3,0,55,0,0,5,7,8,16,26,72,15,4,0,4,159,0,0,3,9,4,8,6,4,0,0,0,11,48,44,21,90,147,133,280,538,681,87,23,7,63,2117
103041079,4,3,8,17,19,8,0,0,0,3,87,15,0,8,8,3,10,3,5,0,0,0,11,61,10,0,0,0,3,0,7,3,0,0,0,0,22,11,0,0,3,0,6,7,5,0,0,0,0,25,3,0,0,3,4,0,3,0,3,0,0,0,19,6,0,3,11,8,9,12,3,0,0,0,5,51,0,0,0,3,0,3,0,0,0,0,0,8,16,132,16,49,77,65,107,92,52,13,4,4,50,673
104011080,3,5,9,32,75,46,0,0,0,8,194,3,0,0,9,3,16,37,32,0,0,0,3,99,4,0,0,0,6,5,19,12,0,0,0,0,46,0,0,0,3,3,7,13,16,0,0,0,0,44,0,0,0,0,0,0,3,10,0,0,0,0,19,3,0,11,16,6,32,48,18,3,0,0,3,136,7,4,23,8,3,7,8,3,0,0,0,16,85,73,41,237,302,260,524,646,204,21,4,10,66,2386
104011081,3,3,3,10,12,7,0,0,0,3,65,5,0,0,4,0,8,9,9,0,0,0,0,35,4,0,0,0,0,0,3,3,0,0,0,0,16,5,0,0,0,0,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,6,9,17,14,0,0,0,0,65,0,0,4,3,0,7,0,0,0,0,0,6,28,148,16,67,87,83,163,170,88,11,9,6,46,876
104011082,0,3,5,18,51,56,19,9,8,0,164,7,0,3,3,6,3,34,27,8,0,8,3,105,3,0,0,0,0,3,3,13,0,0,3,0,33,6,0,4,0,4,5,9,19,15,3,5,3,62,3,0,0,0,0,3,3,3,4,3,13,3,36,4,0,5,12,7,17,47,26,5,3,0,3,131,0,0,3,12,5,9,12,4,0,0,0,9,53,84,16,81,193,159,293,545,321,99,23,55,67,1923
104021083,0,0,3,0,13,34,9,3,0,0,65,4,0,0,3,0,0,7,10,3,0,0,0,34,0,0,0,0,0,0,4,7,3,0,0,0,7,0,0,0,0,0,0,3,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,15,12,3,0,0,0,43,0,0,0,0,0,0,3,0,0,0,0,3,9,49,6,27,38,28,64,135,148,27,4,3,11,546
104021084,4,0,4,23,69,93,28,7,4,3,241,3,0,0,0,0,6,29,61,32,7,3,3,138,0,0,0,0,0,0,3,30,18,0,0,4,59,3,0,0,0,0,3,7,23,29,0,4,3,73,0,0,0,3,0,0,3,9,10,5,0,0,37,3,0,4,4,4,16,27,46,17,3,0,4,137,0,0,15,11,8,8,3,9,3,0,3,17,87,71,9,220,185,191,374,545,625,196,34,26,82,2550
104021085,0,5,0,12,47,78,13,3,0,3,166,0,0,3,0,0,5,18,42,25,0,0,3,94,3,0,0,0,0,3,5,19,17,3,0,0,48,0,0,0,0,0,4,5,21,18,7,0,0,52,0,0,0,0,0,0,0,9,6,3,0,0,16,5,0,9,0,0,4,16,27,14,0,0,0,83,0,3,11,3,3,0,6,3,0,0,0,5,40,46,8,188,108,94,213,364,404,116,18,9,46,1621
104021086,0,5,3,3,7,12,3,0,0,3,34,3,0,0,3,0,0,7,4,0,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,8,19,12,29,45,59,15,3,0,4,222
104021087,3,0,3,3,3,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,5,4,0,0,0,3,22,3,0,0,0,3,0,0,0,0,0,0,3,14,56,7,25,32,31,54,48,5,0,3,0,20,285
104021088,4,0,0,6,22,36,24,3,3,0,105,0,0,0,0,0,0,6,15,23,4,5,0,58,0,0,0,0,0,0,4,7,16,3,0,0,32,3,0,0,0,0,0,6,7,8,5,3,0,38,0,0,0,0,0,0,0,9,9,8,3,0,19,0,0,0,3,0,3,7,24,19,3,0,3,71,0,0,0,3,0,0,4,0,3,0,3,0,16,22,0,16,14,16,34,145,247,138,31,23,24,716
104021089,0,4,0,18,45,82,13,0,0,3,174,4,0,0,3,3,6,28,73,22,3,0,3,148,0,0,0,0,0,3,8,13,16,9,0,0,48,3,0,0,0,0,0,4,16,14,6,0,0,52,0,0,0,0,0,0,4,3,12,0,3,0,22,0,0,0,6,3,5,31,43,17,3,0,4,120,0,0,7,5,3,4,10,8,3,0,0,11,59,72,20,136,165,128,257,449,624,154,28,15,88,2126
104021090,0,0,0,4,12,15,5,0,0,0,37,0,0,0,0,0,0,7,12,4,0,0,0,32,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,4,9,0,0,0,0,21,0,0,3,3,3,0,0,3,0,0,0,3,23,18,3,56,46,27,82,126,107,17,7,9,19,511
104021091,0,5,7,22,37,71,14,3,0,3,167,3,0,4,3,3,7,12,36,16,0,0,4,82,3,0,0,0,0,3,5,17,9,3,3,0,43,3,0,0,0,0,0,0,14,4,0,0,0,31,0,0,0,0,0,0,0,7,7,3,4,0,19,0,0,7,3,0,8,21,30,4,0,0,3,84,0,0,3,4,3,4,3,3,3,0,3,8,38,44,10,59,82,63,161,340,343,66,12,13,49,1237
105011092,9,7,10,5,3,0,0,0,0,4,71,23,0,4,0,6,9,3,0,0,0,0,0,46,12,0,0,0,0,0,0,0,0,0,0,3,27,22,0,3,0,0,0,4,0,0,0,0,0,34,3,3,0,3,0,0,0,0,0,0,0,0,8,15,5,4,14,0,0,0,0,0,0,0,3,52,3,11,10,3,3,3,0,0,0,0,0,0,38,181,113,92,107,45,28,23,3,3,0,9,36,634
105011093,13,13,7,12,10,4,0,0,0,9,86,15,8,14,39,4,6,10,0,0,0,0,5,100,8,0,3,11,3,0,12,3,0,0,0,3,43,7,4,7,23,3,5,6,0,0,0,0,0,57,3,3,0,14,3,3,0,4,0,0,0,3,32,3,0,0,16,4,3,4,0,0,0,0,4,38,0,0,3,3,0,3,0,0,0,0,0,3,15,102,38,92,173,63,68,62,20,3,0,5,34,663
105011094,4,3,4,5,3,0,0,0,0,3,38,9,3,0,3,10,4,0,0,0,0,0,0,32,5,0,0,0,0,4,0,0,0,0,0,0,10,8,0,0,0,0,3,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,3,10,5,0,9,10,0,3,0,0,0,0,0,3,32,9,0,0,3,0,3,3,0,0,0,0,4,23,126,10,67,116,55,50,8,6,0,0,3,36,475
105011095,4,8,7,7,8,0,0,0,0,6,63,4,0,12,10,7,11,7,0,0,0,0,0,48,3,0,0,5,0,9,0,0,0,0,0,0,17,4,0,5,3,0,3,0,0,0,0,0,0,24,0,0,7,0,0,3,0,0,0,0,0,3,17,8,0,11,0,6,3,6,0,0,0,0,5,43,0,0,11,7,3,0,0,0,0,0,0,3,25,97,25,121,123,74,64,24,0,3,0,3,38,579
105011096,6,15,12,4,0,0,0,0,3,9,104,34,4,12,11,0,7,3,0,0,0,0,0,70,17,3,3,3,3,3,0,0,0,0,0,3,33,16,0,3,3,0,0,0,0,0,0,0,0,28,7,3,0,0,0,0,0,0,0,0,0,0,13,18,0,5,14,11,8,0,3,0,0,0,13,76,11,0,4,13,6,0,0,0,0,0,0,4,40,301,48,153,246,109,55,18,8,0,3,11,66,1023
105021097,13,29,23,32,23,13,0,0,0,8,172,15,4,7,20,10,30,19,9,0,0,0,7,129,5,3,8,3,3,14,17,3,0,0,0,3,59,12,6,3,5,4,12,15,10,0,0,0,4,79,13,0,3,0,0,7,8,5,0,0,0,0,39,14,3,11,14,12,17,16,13,0,0,0,3,109,9,0,20,25,8,0,3,0,0,0,0,11,71,182,72,202,449,264,256,178,63,5,4,16,70,1761
105021098,3,0,0,0,0,0,0,0,0,0,34,10,0,3,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,3,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,3,8,12,3,7,0,6,3,0,0,0,0,0,0,29,8,0,0,0,0,0,0,0,0,0,0,3,13,122,23,93,29,12,11,3,0,0,0,0,29,328
105031099,8,18,14,5,5,0,0,0,0,0,54,8,0,9,9,8,10,4,0,0,0,0,4,52,3,0,0,3,3,5,0,0,0,0,0,0,23,3,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,8,9,0,6,10,13,9,3,0,0,0,0,0,49,0,4,4,12,0,0,0,0,0,0,0,4,25,137,23,147,221,118,62,21,8,0,3,6,40,790
105031100,8,3,13,34,40,18,0,0,0,0,114,0,3,0,6,13,22,32,25,3,0,0,6,114,0,0,0,3,3,6,13,11,6,0,0,0,40,0,0,0,3,0,0,8,14,0,3,0,0,33,0,0,0,0,0,3,3,3,0,0,0,0,9,4,0,3,3,3,18,32,13,0,0,0,8,84,0,0,11,3,0,3,4,0,0,0,0,8,34,37,10,101,138,128,264,358,166,14,5,10,48,1286
105031101,4,13,18,43,124,56,9,0,0,5,284,4,0,0,4,20,31,60,55,8,0,0,4,190,0,0,0,3,4,4,27,33,6,0,0,0,81,0,0,4,3,0,6,20,32,6,3,0,0,78,3,0,0,3,0,4,8,22,6,3,0,0,43,0,0,4,12,6,21,40,40,8,0,0,12,136,3,0,14,12,6,7,6,0,0,0,0,9,58,71,25,204,277,170,353,640,396,58,5,5,68,2272
105031102,0,5,17,18,21,26,7,0,3,3,106,0,3,0,0,3,6,13,26,8,0,0,0,68,6,0,0,0,0,0,7,19,4,0,0,0,38,0,0,0,0,0,0,4,23,3,0,0,0,37,0,0,0,0,0,0,0,8,3,3,3,0,16,0,0,0,9,4,6,15,15,8,0,0,4,70,4,0,3,5,0,5,5,0,0,0,0,8,31,38,8,68,122,79,151,185,206,31,3,14,33,944
105031103,0,0,7,0,4,0,0,0,0,0,15,3,0,0,0,0,3,6,0,3,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,3,3,0,6,3,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,0,0,3,52,8,14,17,24,20,31,9,6,0,0,19,197
105031104,3,10,14,6,0,0,0,0,0,0,40,4,0,0,5,7,3,0,0,0,0,0,0,25,3,0,3,5,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,10,4,3,3,0,0,0,0,3,28,6,0,4,5,0,0,0,0,0,0,0,0,25,76,7,84,139,68,48,6,0,0,0,3,23,454
105031105,0,10,3,9,10,5,0,0,0,0,53,8,3,0,7,8,3,5,3,0,0,0,0,31,9,0,0,0,0,5,0,3,0,0,0,0,17,4,0,3,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,4,7,0,4,3,5,8,3,3,0,0,0,3,37,9,0,13,7,0,3,3,0,0,0,0,3,38,97,29,101,115,78,125,72,20,3,0,0,24,661
105031106,9,12,12,15,3,3,0,0,0,0,60,9,0,0,3,3,8,5,0,0,0,0,0,30,3,0,0,0,0,0,7,0,0,0,0,0,16,3,0,0,0,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,12,13,13,7,0,0,0,0,3,59,0,3,9,4,6,5,0,0,0,0,0,8,38,87,22,145,194,125,118,55,13,4,0,11,37,809
106011107,0,4,0,10,32,32,7,3,0,0,97,6,0,0,0,5,10,33,37,8,0,4,0,104,3,0,0,0,0,7,6,28,4,0,0,0,57,7,0,0,0,0,0,7,11,4,6,0,4,36,0,0,0,0,0,0,5,0,0,5,3,0,19,0,0,0,0,0,0,14,17,0,0,4,7,43,6,0,0,0,0,0,3,0,0,0,0,9,16,53,6,18,25,37,91,245,214,40,17,17,29,794
106011108,0,5,14,30,115,65,6,0,0,7,255,6,0,0,3,0,16,62,68,3,0,0,4,161,0,0,0,0,0,3,19,28,4,0,0,0,60,0,0,4,3,0,5,14,17,0,0,0,0,45,0,0,0,0,0,0,9,12,4,0,0,0,26,4,0,8,9,4,18,45,26,4,0,0,8,124,6,0,9,12,0,9,16,5,0,0,0,12,74,87,28,202,215,161,515,875,455,23,4,9,79,2660
106011109,0,0,0,3,7,9,3,0,0,0,26,3,0,0,0,0,6,3,10,8,0,0,0,28,0,0,0,0,3,0,0,4,0,0,0,0,14,0,0,0,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,0,3,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,5,10,42,3,7,22,25,53,65,54,16,4,5,13,303
106011110,0,0,8,10,14,6,0,0,0,0,45,9,0,0,7,3,3,10,14,4,0,0,3,49,0,0,0,0,0,0,4,3,0,0,0,0,12,4,0,0,0,0,0,5,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,6,15,4,0,0,0,3,45,3,0,0,0,0,0,4,0,0,0,0,4,16,77,8,43,64,48,108,123,56,5,3,4,27,575
106011111,3,4,11,27,86,68,0,0,0,3,205,3,0,0,0,4,12,37,50,0,0,0,0,109,0,0,0,0,0,3,15,15,0,0,0,0,36,3,0,0,3,0,3,3,16,0,0,0,0,34,0,0,0,0,0,0,3,6,0,0,0,0,14,6,0,6,10,5,12,37,23,0,0,0,10,100,0,0,13,4,3,4,15,0,0,0,0,11,58,62,11,123,182,119,285,626,322,7,3,4,60,1799
106011112,8,10,9,57,81,58,4,0,0,3,232,3,0,4,5,10,26,78,81,6,0,0,3,215,0,0,0,0,0,8,22,23,9,0,0,3,59,0,0,3,4,0,10,37,42,10,4,0,4,115,0,0,0,0,0,0,14,21,19,0,3,0,54,6,3,5,8,3,24,30,27,8,4,0,13,128,0,0,8,9,3,0,3,3,0,0,0,8,35,56,27,140,202,119,288,516,368,76,12,8,62,1867
106011113,0,0,0,4,10,8,0,0,0,0,37,3,0,3,0,0,3,5,12,3,0,0,0,37,0,0,0,0,3,7,3,6,0,0,0,3,21,3,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,3,3,0,0,11,6,0,0,0,0,3,5,12,0,0,0,3,34,0,0,0,0,0,0,0,0,0,0,0,3,9,56,4,10,20,23,34,48,54,7,5,0,21,293
