SA2_MAINCODE_2016,C06_CFNC_0_299,C06_CFNC_300_449,C06_CFNC_450_599,C06_CFNC_600_799,C06_CFNC_800_999,C06_CFNC_1000_1399,C06_CFNC_1400_1799,C06_CFNC_1800_2399,C06_CFNC_2400_2999,C06_CFNC_3000_3999,C06_CFNC_4000ov,C06_CFNC_NS,C06_CFNC_Tot,C06_CF_Cu15DS_0_299,C06_CF_Cu15DS_300_449,C06_CF_Cu15DS_450_599,C06_CF_Cu15DS_600_799,C06_CF_Cu15DS_800_999,C06_CF_Cu15DS_1000_1399,C06_CF_Cu15DS_1400_1799,C06_CF_Cu15DS_1800_2399,C06_CF_Cu15DS_2400_2999,C06_CF_Cu15DS_3000_3999,C06_CF_Cu15DS_4000ov,C06_CF_Cu15DS_NS,C06_CF_Cu15DS_Tot,C06_CF_Cu15NDS_0_299,C06_CF_Cu15NDS_300_449,C06_CF_Cu15NDS_450_599,C06_CF_Cu15NDS_600_799,C06_CF_Cu15NDS_800_999,C06_CF_Cu15NDS_1000_1399,C06_CF_Cu15NDS_1400_1799,C06_CF_Cu15NDS_1800_2399,C06_CF_Cu15NDS_2400_2999,C06_CF_Cu15NDS_3000_3999,C06_CF_Cu15NDS_4000ov,C06_CF_Cu15NDS_NS,C06_CF_Cu15NDS_Tot,C06_CF_NCu15DS_0_299,C06_CF_NCu15DS_300_449,C06_CF_NCu15DS_450_599,C06_CF_NCu15DS_600_799,C06_CF_NCu15DS_800_999,C06_CF_NCu15DS_1000_1399,C06_CF_NCu15DS_1400_1799,C06_CF_NCu15DS_1800_2399,C06_CF_NCu15DS_2400_2999,C06_CF_NCu15DS_3000_3999,C06_CF_NCu15DS_4000ov,C06_CF_NCu15DS_NS,C06_CF_NCu15DS_Tot,C06_CF_NDCO_0_299,C06_CF_NDCO_300_449,C06_CF_NDCO_450_599,C06_CF_NDCO_600_799,C06_CF_NDCO_800_999,C06_CF_NDCO_1000_1399,C06_CF_NDCO_1400_1799,C06_CF_NDCO_1800_2399,C06_CF_NDCO_2400_2999,C06_CF_NDCO_3000_3999,C06_CF_NDCO_4000ov,C06_CF_NDCO_NS,C06_CF_NDCO_Tot,C06_CF_T_0_299,C06_CF_T_300_449,C06_CF_T_450_599,C06_CF_T_600_799,C06_CF_T_800_999,C06_CF_T_1000_1399,C06_CF_T_1400_1799,C06_CF_T_1800_2399,C06_CF_T_2400_2999,C06_CF_T_3000_3999,C06_CF_T_4000ov,C06_CF_T_NS,C06_CF_T_T,C06_1PF_Cu15DS_0_299,C06_1PF_Cu15DS_300_449,C06_1PF_Cu15DS_450_599,C06_1PF_Cu15DS_600_799,C06_1PF_Cu15DS_800_999,C06_1PF_Cu15DS_1000_1399,C06_1PF_Cu15DS_1400_1799,C06_1PF_Cu15DS_1800_2399,C06_1PF_Cu15DS_2400_2999,C06_1PF_Cu15DS_3000_3999,C06_1PF_Cu15DS_4000ov,C06_1PF_Cu15DS_NS,C06_1PF_Cu15DS_Tot,C06_1PF_CU15_NDS_0_299,C06_1PF_CU15_NDS_300_449,C06_1PF_CU15_NDS_450_599,C06_1PF_CU15_NDS_600_799,C06_1PF_CU15_NDS_800_999,C06_1PF_CU15_NDS_1000_1399,C06_1PF_CU15_NDS_1400_1799,C06_1PF_CU15_NDS_1800_2399,C06_1PF_CU15_NDS_2400_2999,C06_1PF_CU15_NDS_3000_3999,C06_1PF_CU15_NDS_4000ov,C06_1PF_CU15_NDS_NS,C06_1PF_CU15_NDS_Tot,C06_1PF_NCu15DS_0_299,C06_1PF_NCu15DS_300_449,C06_1PF_NCu15DS_450_599,C06_1PF_NCu15DS_600_799,C06_1PF_NCu15DS_800_999,C06_1PF_NCu15DS_1000_1399,C06_1PF_NCu15DS_1400_1799,C06_1PF_NCu15DS_1800_2399,C06_1PF_NCu15DS_2400_2999,C06_1PF_NCu15DS_3000_3999,C06_1PF_NCu15DS_4000ov,C06_1PF_NCu15DS_NS,C06_1PF_NCu15DS_Tot,C06_1PF_NDCO_0_299,C06_1PF_NDCO_300_449,C06_1PF_NDCO_450_599,C06_1PF_NDCO_600_799,C06_1PF_NDCO_800_999,C06_1PF_NDCO_1000_1399,C06_1PF_NDCO_1400_1799,C06_1PF_NDCO_1800_2399,C06_1PF_NDCO_2400_2999,C06_1PF_NDCO_3000_3999,C06_1PF_NDCO_4000ov,C06_1PF_NDCO_NS,C06_1PF_NDCO_Tot,C06_1PF_T0_299,C06_1PF_T300_449,C06_1PF_T450_599,C06_1PF_T600_799,C06_1PF_T800_999,C06_1PF_T1000_1399,C06_1PF_T1400_1799,C06_1PF_T1800_2399,C06_1PF_T2400_2999,C06_1PF_T3000_3999,C06_1PF_T4000ov,C06_1PF_TNS,C06_1PF_TT,C06_T_0_299,C06_T_300_449,C06_T_450_599,C06_T_600_799,C06_T_800_999,C06_T_1000_1399,C06_T_1400_1799,C06_T_1800_2399,C06_T_2400_2999,C06_T_3000_3999,C06_T_4000ov,C06_T_NS,C06_T_T,C11_CFNC_0_299,C11_CFNC_300_449,C11_CFNC_450_599,C11_CFNC_600_799,C11_CFNC_800_999,C11_CFNC_1000_1399,C11_CFNC_1400_1799,C11_CFNC_1800_2399,C11_CFNC_2400_2999,C11_CFNC_3000_3999,C11_CFNC_4000ov,C11_CFNC_NS,C11_CFNC_T,C11_CF_Cu15DS_0_299,C11_CF_Cu15DS_300_449,C11_CF_Cu15DS_450_599,C11_CF_Cu15DS_600_799,C11_CF_Cu15DS_800_999,C11_CF_Cu15DS_1000_1399,C11_CF_Cu15DS_1400_1799,C11_CF_Cu15DS_1800_2399,C11_CF_Cu15DS_2400_2999,C11_CF_Cu15DS_3000_3999,C11_CF_Cu15DS_4000ov,C11_CF_Cu15DS_NS,C11_CF_Cu15DS_T,C11_CF_Cu15NDS_0_299,C11_CF_Cu15NDS_300_449,C11_CF_Cu15NDS_450_599,C11_CF_Cu15NDS_600_799,C11_CF_Cu15NDS_800_999,C11_CF_Cu15NDS_1000_1399,C11_CF_Cu15NDS_1400_1799,C11_CF_Cu15NDS_1800_2399,C11_CF_Cu15NDS_2400_2999,C11_CF_Cu15NDS_3000_3999,C11_CF_Cu15NDS_4000ov,C11_CF_Cu15NDS_NS,C11_CF_Cu15NDS_Tot,C11_CF_NCu15DS_0_299,C11_CF_NCu15DS_300_449,C11_CF_NCu15DS_450_599,C11_CF_NCu15DS_600_799,C11_CF_NCu15DS_800_999
124031459,13,23,12,19,35,61,59,127,68,18,13,35,483,10,4,6,3,7,33,21,30,9,8,3,16,158,6,10,10,22,38,127,145,189,63,45,15,35,713,0,4,5,19,19,13,30,23,9,8,3,13,148,5,5,8,16,20,36,14,33,10,8,3,23,183,19,27,33,62,89,211,207,280,98,68,26,87,1203,0,0,0,0,0,8,0,0,0,0,0,0,20,0,9,0,5,11,20,15,12,3,7,3,4,85,3,0,0,0,0,6,0,4,0,4,0,0,22,0,3,0,3,11,10,7,9,5,3,0,10,56,7,10,3,10,20,45,19,18,10,11,3,19,184,40,57,43,91,139,320,286,428,165,99,40,140,1868,23,10,10,10,16,37,48,114,74,57,29,31,459,9,0,0,3,6,12,20,51,13,15,11,7,145,7,6,3,10,22,55,76,223,187,97,33,25,745,8,6,3,5,12
124031460,11,11,8,20,31,74,95,197,113,59,14,45,679,4,3,5,12,9,48,46,66,35,34,6,17,288,19,15,16,36,61,222,289,456,243,126,35,78,1603,6,3,3,9,14,42,40,50,35,18,10,13,248,3,7,11,10,23,55,54,58,24,25,7,16,283,28,37,30,66,113,374,423,634,340,202,54,125,2428,3,3,0,3,0,3,0,3,0,0,0,0,26,0,4,0,3,5,20,36,23,12,11,7,9,133,0,4,0,0,5,3,8,7,0,0,0,3,37,3,5,4,3,7,13,16,7,5,3,3,6,75,4,13,11,8,17,47,64,39,16,16,8,23,268,41,57,49,93,164,490,578,870,473,284,74,186,3369,17,6,8,21,11,57,69,176,158,126,29,38,720,5,7,5,3,13,31,40,89,66,66,31,19,382,16,5,11,18,33,82,141,426,370,241,49,47,1434,13,9,6,13,11
124031461,18,15,19,22,33,111,83,158,37,16,6,43,570,4,3,4,13,12,29,22,24,14,0,0,7,128,8,6,15,19,46,138,184,219,57,20,5,34,769,5,13,5,17,17,35,22,28,3,5,0,12,162,11,9,4,27,31,53,32,23,9,3,5,20,233,34,30,35,74,104,255,264,288,83,31,12,77,1288,0,0,0,3,3,5,5,3,0,0,0,0,19,3,5,0,9,9,22,19,12,8,0,0,3,95,0,3,3,4,7,14,11,4,3,0,0,0,37,6,6,3,10,7,22,12,6,0,0,0,14,88,12,13,9,19,30,64,41,28,8,3,0,19,245,58,56,62,120,169,433,391,478,134,53,20,130,2101,22,6,15,25,29,70,76,172,107,47,15,23,596,3,3,4,3,4,21,24,33,28,12,3,3,136,13,4,3,8,16,52,102,296,221,68,16,31,834,3,4,5,7,10
124031462,4,10,8,23,22,67,94,114,30,18,0,27,421,3,0,3,8,11,35,19,36,6,5,3,3,129,9,6,11,23,46,124,169,166,45,14,8,34,656,3,3,7,9,8,17,30,15,9,0,3,7,111,3,3,4,14,16,27,13,31,3,7,0,17,135,15,16,25,51,86,207,232,243,61,23,17,60,1028,0,0,0,0,7,3,4,6,0,0,0,0,17,0,5,3,12,19,24,21,12,9,0,0,4,116,0,0,0,10,3,7,4,4,0,0,0,4,38,0,3,3,3,6,24,17,6,0,0,0,4,63,3,5,8,24,36,60,42,28,9,0,0,14,238,24,34,39,101,144,339,372,387,99,46,18,100,1684,16,8,8,4,25,64,100,146,48,34,15,26,495,3,3,0,3,6,16,21,32,19,10,3,7,128,6,4,4,19,13,73,145,262,104,52,13,32,725,3,3,0,0,10
124031463,0,0,3,7,8,22,18,22,6,16,16,13,140,0,5,3,0,6,8,13,16,7,3,16,7,83,3,4,3,7,12,44,40,54,27,26,38,18,272,0,4,4,7,0,7,7,15,6,10,5,3,69,0,0,4,0,6,14,6,14,6,4,5,3,77,4,13,15,15,27,78,65,91,47,45,67,34,497,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,6,0,0,3,3,26,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,5,3,0,0,3,0,4,18,0,0,3,3,3,12,10,10,0,5,6,12,57,7,15,22,22,34,111,90,126,56,66,84,57,689,9,6,0,0,12,12,20,34,16,22,23,16,170,3,0,0,0,3,9,10,21,15,17,21,3,100,3,0,0,3,6,19,27,52,30,38,47,23,249,0,3,0,0,0
124031464,11,6,10,3,11,28,41,55,14,12,4,15,212,0,4,0,3,0,12,9,11,0,3,0,0,34,3,0,5,15,14,49,86,62,19,3,3,21,282,0,3,0,5,7,12,16,3,0,3,0,3,50,3,0,0,5,9,11,13,9,7,0,0,4,72,8,9,5,27,35,86,119,80,26,14,3,27,438,0,0,0,0,3,3,3,0,0,0,0,0,12,0,3,0,0,0,10,7,3,4,0,0,12,42,0,0,0,0,4,5,0,0,0,0,0,3,13,3,3,0,5,4,12,3,0,0,0,0,3,42,0,10,3,4,11,27,20,4,10,0,0,20,104,23,20,19,32,57,141,172,148,47,21,9,61,752,14,0,3,10,16,46,48,85,28,23,10,16,289,0,0,0,0,3,16,3,11,11,5,0,0,55,0,3,4,3,4,35,67,88,36,26,13,14,283,0,0,0,3,3
124031465,0,3,0,4,9,27,25,29,16,20,8,9,155,0,0,0,0,7,18,18,21,3,0,3,5,85,0,7,5,9,20,52,67,85,43,34,25,13,354,3,3,3,3,3,15,5,9,0,3,3,9,55,3,0,5,0,6,15,16,9,7,3,4,3,79,10,9,15,12,37,103,108,122,59,45,32,33,575,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,3,5,8,3,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,6,3,0,0,0,0,0,17,0,0,3,10,4,13,11,5,4,0,0,3,54,10,15,19,27,51,143,144,153,78,60,38,49,790,4,6,7,8,10,16,34,28,19,25,14,20,181,0,0,0,3,0,5,9,12,8,11,10,0,74,4,3,0,4,8,21,41,66,60,53,24,26,314,0,0,0,7,4
124041466,11,13,10,8,25,41,39,80,23,14,7,24,299,0,5,0,4,6,18,13,15,5,4,0,7,81,10,13,9,10,33,84,87,112,34,23,5,21,434,0,4,3,3,9,15,11,13,4,0,3,4,74,4,4,3,5,19,17,15,17,5,3,0,9,105,15,24,19,28,60,133,130,156,55,37,7,39,700,0,0,0,0,3,3,3,0,0,0,0,0,7,0,5,3,5,11,17,14,17,3,0,3,4,75,0,0,0,4,5,7,3,3,0,0,0,3,30,0,0,3,3,7,7,8,4,0,0,0,5,40,0,4,6,11,23,34,30,22,5,6,0,12,151,28,48,33,52,103,212,199,258,75,49,21,71,1149,16,7,10,11,13,32,37,105,47,25,6,11,321,5,0,0,0,4,11,10,22,12,15,7,3,94,5,0,0,9,13,28,64,171,87,58,18,14,464,0,0,3,0,9
124041467,9,3,8,15,12,58,88,119,44,16,9,27,405,3,0,0,6,14,31,32,24,10,3,3,13,138,9,11,13,34,44,134,174,210,55,22,18,44,762,4,5,3,12,8,30,20,16,6,9,3,11,118,4,3,4,6,14,34,22,30,13,8,4,4,144,19,17,14,55,75,225,252,280,80,40,36,75,1164,0,0,0,3,3,7,3,4,0,0,0,0,26,3,5,3,12,15,24,18,18,6,0,0,3,103,0,5,0,3,5,3,4,7,0,0,0,3,33,3,3,3,4,12,14,11,3,3,0,0,4,64,6,7,10,24,36,50,37,33,11,0,0,9,224,34,32,28,92,125,332,367,427,134,57,45,115,1787,20,7,0,5,14,35,69,114,83,35,18,21,417,0,3,7,0,6,23,24,44,14,6,4,5,143,11,3,0,12,17,54,116,258,147,47,29,28,721,5,0,3,6,4
124041468,0,3,0,9,3,30,25,22,15,16,15,26,159,0,0,0,3,0,12,6,18,3,4,5,6,65,3,9,3,10,13,46,48,70,45,34,21,25,334,3,0,0,0,7,11,8,7,4,12,0,9,63,0,3,4,5,0,16,11,13,9,4,8,10,92,3,13,12,24,24,74,74,111,63,52,39,55,556,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,3,0,3,9,0,3,0,7,30,0,0,0,0,0,3,3,3,0,0,0,0,11,0,0,0,5,5,0,9,0,0,0,0,3,25,0,3,4,11,5,6,13,11,4,3,4,5,70,3,20,20,39,38,113,118,140,85,69,55,85,780,13,3,3,4,0,6,19,29,29,21,22,16,156,0,3,0,3,0,3,11,10,3,19,12,3,62,6,0,0,3,3,22,27,73,40,54,37,18,280,3,3,0,0,0
124051469,0,5,4,8,10,24,22,42,26,11,3,7,169,3,4,4,13,12,32,31,22,15,9,6,10,147,7,10,9,21,40,91,111,128,37,21,10,20,512,3,6,4,11,8,18,16,19,8,3,3,5,89,3,0,3,4,3,31,24,35,16,9,0,14,143,14,18,19,48,65,167,181,203,71,32,17,54,895,0,0,0,0,0,3,0,0,0,0,0,0,13,0,3,3,11,3,18,14,17,0,0,0,4,70,0,0,0,0,0,3,3,0,0,0,0,0,11,0,3,0,4,0,6,0,9,3,0,0,0,33,5,3,5,12,9,27,16,30,8,0,0,5,122,19,23,27,72,82,220,222,280,107,42,20,68,1181,4,0,4,4,9,15,28,50,48,25,0,10,198,5,3,0,3,9,22,21,29,18,16,5,10,134,6,4,0,11,8,24,39,103,82,41,13,19,356,3,3,5,5,9
124051470,6,20,10,28,38,100,86,191,56,31,9,36,621,4,16,10,23,26,70,41,54,23,11,4,20,306,7,15,17,40,69,225,242,318,123,30,19,59,1161,3,14,13,24,32,79,41,42,17,14,4,18,300,9,21,13,23,40,88,71,55,21,13,4,26,387,20,69,57,108,164,463,395,464,188,73,26,128,2159,0,9,7,0,3,7,9,9,5,0,0,7,49,3,13,0,14,13,36,14,26,8,3,0,10,146,0,3,3,0,12,21,7,9,0,0,0,4,62,3,6,6,13,22,30,11,16,3,0,0,10,112,12,28,20,30,47,87,43,58,13,5,3,26,375,41,111,88,167,253,652,524,725,256,109,39,193,3153,18,13,19,27,26,64,90,168,123,61,10,40,667,10,3,0,4,5,32,33,61,47,25,6,8,237,13,9,8,12,20,83,116,407,239,102,35,47,1092,10,8,4,5,20
124051580,8,13,3,16,18,55,57,64,12,18,5,25,288,0,5,3,4,7,14,13,19,4,5,0,3,82,10,3,10,20,25,93,113,140,38,17,11,21,496,6,4,0,4,5,13,16,14,0,0,0,9,72,3,3,0,7,12,24,21,21,4,5,0,11,117,14,17,16,40,52,153,163,198,46,30,13,38,767,0,0,3,3,4,7,5,0,3,0,0,0,21,3,4,3,7,11,22,13,15,3,0,0,12,90,0,0,3,5,0,4,0,6,0,0,0,3,22,0,4,7,4,7,7,10,12,0,0,0,8,55,3,4,15,20,18,42,32,30,8,0,0,20,198,22,32,35,73,93,248,248,288,64,46,19,86,1253,15,0,7,12,12,26,56,108,24,13,4,15,297,0,0,0,0,3,12,16,35,11,7,0,5,100,3,0,4,5,10,46,73,208,64,31,10,19,468,0,0,3,3,6
124051581,10,9,18,7,28,47,60,71,11,12,0,22,287,0,0,0,8,3,14,21,21,0,0,0,7,70,10,4,7,13,29,96,109,97,15,4,8,25,418,0,0,6,3,4,14,12,17,0,0,0,7,69,4,10,8,6,10,21,17,13,10,4,0,7,113,14,15,17,32,46,146,163,150,27,9,10,41,670,0,0,3,0,4,3,3,0,0,0,0,0,20,0,4,4,11,10,22,10,17,0,3,0,10,85,0,0,0,0,5,3,9,0,0,0,0,0,18,0,0,4,7,9,11,11,7,0,0,0,5,62,0,5,11,18,20,46,25,28,0,3,0,17,181,26,26,42,65,87,232,248,249,43,18,11,77,1135,16,8,9,10,12,57,64,106,40,15,3,18,355,0,0,5,0,3,14,20,37,7,3,0,3,101,3,4,6,4,8,44,90,168,45,21,11,19,421,0,3,0,4,7
125011473,3,0,4,3,7,22,25,62,65,77,19,9,301,0,4,0,0,0,3,6,12,8,10,4,3,48,3,0,3,3,8,31,27,68,49,61,25,16,299,0,0,0,0,0,8,6,3,10,7,6,4,52,4,0,0,7,0,7,0,15,0,7,3,5,57,8,10,6,8,13,53,41,102,69,86,34,28,457,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,3,0,3,3,22,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,3,0,4,9,4,3,0,4,27,0,0,0,0,6,3,6,11,7,4,7,3,62,13,11,11,15,24,82,78,180,146,174,62,43,826,15,6,4,3,8,20,35,85,116,98,64,14,479,0,0,0,0,0,3,4,11,10,15,0,0,46,9,3,3,3,11,15,41,82,76,120,64,11,435,4,0,0,3,3
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,4,5,3,3,14,24,26,45,15,12,0,10,171,0,0,3,5,4,14,12,12,7,10,3,7,88,4,7,10,8,22,66,58,87,45,33,11,35,376,0,0,3,3,7,24,12,20,8,7,3,10,102,3,4,3,6,8,16,11,20,6,3,4,5,91,11,19,15,26,38,115,99,136,66,54,18,59,650,0,0,3,0,0,0,0,0,0,0,0,3,11,0,0,0,3,8,13,6,7,3,3,0,3,48,0,4,3,0,0,5,0,3,0,0,0,0,20,0,0,0,0,9,8,6,5,3,0,0,7,36,0,3,4,4,14,27,15,17,10,4,3,12,112,10,29,25,34,63,172,145,195,85,71,24,79,934,11,5,11,9,11,35,47,69,23,13,4,12,254,5,3,0,3,3,17,16,34,5,13,10,8,125,12,0,3,10,10,42,76,111,43,36,14,28,388,9,3,0,4,7
125011583,4,3,0,7,10,29,31,15,5,3,3,4,117,0,0,0,0,0,8,3,4,0,3,0,3,31,3,8,4,11,21,58,56,31,11,4,3,19,224,3,0,3,4,5,11,6,13,0,3,0,6,50,0,3,0,3,3,4,8,8,0,0,0,3,28,8,8,5,19,28,85,65,53,15,6,3,26,338,0,0,0,3,3,0,3,0,0,0,0,0,9,0,0,0,0,0,7,3,3,0,0,0,0,21,0,0,0,0,0,6,3,0,0,0,0,0,16,0,4,0,0,0,5,0,3,0,0,0,3,29,3,4,6,7,8,17,12,10,7,0,0,9,73,14,22,16,35,51,131,103,71,24,13,9,43,531,3,3,0,8,6,32,32,32,5,8,6,3,141,0,0,0,3,0,11,12,12,10,3,0,0,42,3,3,0,11,13,50,65,35,15,12,7,13,216,0,3,0,0,4
125011584,3,0,3,3,8,9,10,21,13,8,0,3,85,0,3,0,4,6,14,8,19,5,7,4,10,82,3,5,5,11,15,47,32,45,20,11,6,26,217,0,0,3,4,3,3,8,13,4,0,3,6,55,3,4,3,3,3,11,3,12,0,0,0,3,51,3,12,11,19,27,74,53,83,34,22,12,45,402,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,4,0,3,0,0,0,0,20,0,0,0,0,3,3,0,0,0,0,0,4,12,0,0,3,0,0,0,3,4,0,0,0,4,15,3,4,5,3,6,11,5,12,0,3,0,5,60,10,16,19,27,39,96,68,113,45,34,16,57,540,5,4,3,7,5,15,24,39,27,18,11,5,153,7,0,3,4,3,13,9,24,8,3,6,4,90,5,0,3,4,5,29,43,92,47,39,21,16,303,3,3,0,0,3
125011585,0,0,0,3,13,14,19,27,11,16,4,8,115,0,0,4,4,3,5,10,11,3,3,0,5,57,0,11,10,17,18,45,41,58,18,11,16,9,236,0,0,3,0,9,16,13,10,4,0,0,4,62,0,4,0,3,4,10,12,10,8,3,0,3,66,3,10,16,21,31,72,80,89,38,15,19,17,418,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,4,3,0,0,0,4,35,0,0,0,0,3,7,0,0,5,0,0,0,20,4,0,0,0,3,8,7,7,0,0,0,3,37,4,8,0,9,10,27,19,15,8,0,3,10,99,11,15,17,37,62,111,112,123,50,33,23,38,628,3,0,0,3,4,26,20,26,23,11,11,6,128,3,0,0,0,0,7,18,8,14,6,0,3,58,7,4,3,4,11,35,37,73,26,21,17,3,236,3,3,0,5,3
125011586,9,3,10,11,21,42,40,45,32,24,13,21,269,0,0,0,7,3,20,19,17,13,9,3,13,105,6,7,7,15,29,56,76,102,40,37,23,34,427,0,5,7,10,5,26,24,25,13,9,5,14,147,4,4,9,4,4,19,19,23,12,20,6,13,125,9,13,25,34,44,116,131,168,80,78,37,71,802,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,0,0,4,9,3,7,4,3,4,3,38,0,0,0,3,4,10,3,9,3,0,0,0,39,3,3,0,0,5,7,16,3,3,0,0,7,49,5,0,3,4,12,27,21,22,13,8,3,15,132,19,22,31,47,73,188,191,234,117,108,55,106,1202,22,15,3,11,22,47,60,100,47,71,36,28,459,3,4,3,0,6,10,17,27,11,20,15,11,126,16,6,12,9,9,46,75,138,79,88,46,22,542,8,0,6,4,8
125011587,3,0,0,3,3,7,15,14,3,7,0,3,56,0,0,0,3,0,10,3,3,10,0,0,8,40,3,0,0,10,11,42,32,35,11,9,4,13,170,3,3,0,0,0,7,4,13,0,5,0,6,45,0,0,0,0,0,6,10,3,0,4,3,0,25,3,5,0,18,14,62,51,54,18,21,6,32,285,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,6,0,0,0,0,0,19,0,0,0,0,0,0,3,0,3,0,0,0,14,0,0,0,3,3,5,0,4,3,0,0,0,21,3,0,0,7,4,10,4,9,7,3,0,4,57,12,6,4,29,14,78,69,78,32,24,6,42,393,5,0,0,3,7,4,14,19,9,7,5,4,80,0,0,0,0,0,7,9,6,5,5,3,3,37,7,0,3,0,7,17,20,45,21,20,8,8,144,0,0,0,0,0
125021476,16,5,11,12,15,44,59,103,58,61,21,31,446,3,12,3,18,14,45,37,44,28,26,11,23,277,19,13,11,34,40,141,151,229,136,148,49,64,1036,15,8,11,25,23,47,46,53,29,31,8,23,315,9,7,8,16,9,36,30,41,16,19,6,19,226,47,40,29,93,90,270,263,373,212,228,80,134,1858,0,0,0,0,0,0,0,5,0,0,0,0,22,0,4,3,3,5,19,12,16,3,11,4,3,88,0,0,3,3,6,17,14,13,3,0,0,5,55,6,3,5,10,8,9,11,9,0,3,3,10,70,10,9,10,18,20,46,31,41,12,18,7,19,234,72,52,50,122,129,361,350,512,287,307,109,186,2547,40,8,8,9,12,41,53,87,75,108,66,26,537,23,3,0,4,11,32,34,47,29,65,53,9,316,22,11,11,18,18,71,83,202,165,267,166,35,1065,22,10,7,10,13
125021477,3,4,4,4,11,29,56,69,96,51,16,28,371,4,0,6,6,8,19,16,28,16,16,4,20,147,10,13,20,15,35,106,133,244,116,71,22,43,813,11,4,7,6,8,15,18,20,11,11,3,12,125,3,3,5,9,8,19,18,29,13,8,6,9,133,22,25,36,36,66,158,185,317,155,100,32,77,1217,0,0,0,3,0,4,5,3,0,0,0,0,17,4,0,7,3,7,11,12,12,7,0,0,4,71,0,0,3,0,3,5,3,0,3,0,0,4,30,0,6,3,5,8,5,6,7,3,3,0,3,50,6,12,11,9,20,28,24,22,18,9,0,9,166,34,38,58,53,101,214,269,410,267,157,44,114,1759,24,8,3,4,7,50,36,81,104,134,45,18,509,8,4,3,4,8,28,10,46,27,27,12,7,195,20,3,9,3,21,60,78,181,210,224,87,36,929,4,5,4,6,6
125021478,12,3,5,8,11,30,44,60,55,38,18,28,315,0,0,4,6,15,24,11,14,8,18,17,9,126,16,7,3,11,22,84,84,152,59,62,30,26,562,6,0,5,3,11,25,15,25,17,17,12,7,145,4,5,5,3,3,25,6,18,6,3,8,11,101,21,18,18,30,49,149,119,211,90,110,60,54,927,0,0,0,0,3,0,0,5,0,0,0,0,14,0,0,0,0,0,8,5,12,6,5,5,5,48,3,0,0,0,7,6,3,5,7,0,0,4,35,4,0,0,4,0,11,4,4,5,0,0,9,45,3,0,3,6,14,27,18,27,14,5,5,13,136,36,21,25,43,71,206,174,301,163,159,79,93,1382,23,3,5,9,3,33,24,84,77,98,36,16,411,6,0,0,0,6,23,10,28,26,27,8,8,142,9,0,3,16,11,49,57,139,118,148,85,18,658,14,4,3,4,5
125031479,7,8,10,12,18,43,45,38,24,19,10,13,242,3,3,3,14,8,21,11,17,7,5,5,8,113,6,8,9,21,45,124,101,125,63,29,9,27,558,0,5,3,7,7,23,26,16,9,8,0,8,115,0,5,5,9,9,22,27,21,5,10,6,6,122,11,21,25,45,70,185,160,179,90,47,21,48,899,0,0,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,3,13,8,15,4,0,0,0,55,3,0,3,0,4,3,6,3,3,0,0,0,26,0,0,4,7,8,10,17,0,0,3,3,5,50,3,3,5,13,16,38,31,25,7,4,3,10,148,21,33,38,67,103,267,239,243,116,69,41,68,1296,5,8,3,11,12,33,40,71,41,28,14,16,273,11,3,6,3,7,25,27,33,21,16,5,8,168,20,5,3,12,22,57,85,184,101,70,25,17,596,11,0,3,8,15
