region_id,C01_0_14_SEO,C01_0_14_SOL_SE_Vw_w,C01_0_14_SOL_SE_Nw_Na,C01_0_14_SOL_SE_P_E_n,C01_0_14_SOL_SE_T,C01_0_14_LPE_NS,C01_0_14_T,C01_15_24_SEO,C01_15_24_SOL_SE_Vw_w,C01_15_24_SOL_SE_Nw_N,C01_15_24_SOL_SE_P_E_n,C01_15_24_S_ot_l_SE_T,C01_15_24_LPE_NS,C01_15_24_T,C01_25_34_SEO,C01_25_34_SOL_SE_Vw_w,C01_25_34_SOL_SE_Na,C01_25_34_SOL_SE_P_E_n,C01_25_34_SOL_SE_To,C01_25_34_LPE_NS,C01_25_34_T,C01_35_44_SEO,C01_35_44_SOL_SE_Vw_w,C01_35_44_SOL_SE_Na,C01_35_44_SOL_SE_P_E_n,C01_35_44_SOL_SE_To,C01_35_44_LPE_NS,C01_35_44_T,C01_45_54_SEO,C01_45_54_SOL_SE_Vw_w,C01_45_54_SOL_SE_Na,C01_45_54_SOL_SE_P_E_n,C01_45_54_SOL_SE_To,C01_45_54_LPE_NS,C01_45_54_T,C01_55_64_SEO,C01_55_64_SOL_SE_Vw_w,C01_55_64_SOL_SE_Na,C01_55_64_SOL_SE_P_E_n,C01_55_64_SOL_SE_To,C01_55_64_LPE_NS,C01_55_64_T,C01_65_74_SEO,C01_65_74_SOL_SE_Vw_w,C01_65_74_SOL_SE_Na,C01_65_74_SOL_SE_P_E_n,C01_65_74_SOL_SE_To,C01_65_74_LPE_NS,C01_65_74_T,C01_75_84_SEO,C01_75_84_SOL_SE_Vw_w,C01_75_84_SOL_SE_Na,C01_75_84_SOL_SE_P_E_n,C01_75_84_SOL_SE_To,C01_75_84_LPE_NS,C01_75_84_T,C01_85ov_SEO,C01_85o_SOL_SE_Vw_w,C01_85o_SOL_SE_Na,C01_85o_SOL_SE_P_E_n,C01_85o_SOL_SE_To,C01_85o_LPE_NS,C01_85o_T,C01_T_SEO,C01_To_SOL_SE_Vw_w,C01_To_SOL_SE_Nw_Na,C01_To_SOL_SE_P_E_n,C01_T_SOL_SE_T,C01_T_LPE_NS,C01_T_T,C06_0_14_SEO,C06_0_14_SOL_SE_Vw_w,C06_0_14_SOL_SE_Nw_Na,C06_0_14_SOL_SE_P_E_n,C06_0_14_SOL_SE_T,C06_0_14_LPE_NS,C06_0_14_T,C06_15_24_SEO,C06_15_24_SOL_SE_Vw_w,C06_15_24_SOL_SE_Nw_N,C06_15_24_SOL_SE_P_E_n,C06_15_24_S_ot_l_SE_T,C06_15_24_LPE_NS,C06_15_24_T,C06_25_34_SEO,C06_25_34_SOL_SE_Vw_w,C06_25_34_SOL_SE_Na,C06_25_34_SOL_SE_P_E_n,C06_25_34_SOL_SE_To,C06_25_34_LPE_NS,C06_25_34_T,C06_35_44_SEO,C06_35_44_SOL_SE_Vw_w,C06_35_44_SOL_SE_Na,C06_35_44_SOL_SE_P_E_n,C06_35_44_SOL_SE_To,C06_35_44_LPE_NS,C06_35_44_T,C06_45_54_SEO,C06_45_54_SOL_SE_Vw_w,C06_45_54_SOL_SE_Na,C06_45_54_SOL_SE_P_E_n,C06_45_54_SOL_SE_To,C06_45_54_LPE_NS,C06_45_54_T,C06_55_64_SEO,C06_55_64_SOL_SE_Vw_w,C06_55_64_SOL_SE_Na,C06_55_64_SOL_SE_P_E_n,C06_55_64_SOL_SE_To,C06_55_64_LPE_NS,C06_55_64_T,C06_65_74_SEO,C06_65_74_SOL_SE_Vw_w,C06_65_74_SOL_SE_Na,C06_65_74_SOL_SE_P_E_n,C06_65_74_SOL_SE_To,C06_65_74_LPE_NS,C06_65_74_T,C06_75_84_SEO,C06_75_84_SOL_SE_Vw_w,C06_75_84_SOL_SE_Na,C06_75_84_SOL_SE_P_E_n,C06_75_84_SOL_SE_To,C06_75_84_LPE_NS,C06_75_84_T,C06_85ov_SEO,C06_85o_SOL_SE_Vw_w,C06_85o_SOL_SE_Na,C06_85o_SOL_SE_P_E_n,C06_85o_SOL_SE_To,C06_85o_LPE_NS,C06_85o_T,C06_T_SEO,C06_To_SOL_SE_Vw_w,C06_To_SOL_SE_Nw_Na,C06_To_SOL_SE_P_E_n,C06_T_SOL_SE_T,C06_T_LPE_NS,C06_T_T,C11_0_14_SEO,C11_0_14_SOL_SE_Vw_w,C11_0_14_SOL_SE_Nw_Na,C11_0_14_SOL_SE_P_E_n,C11_0_14_SOL_SE_T,C11_0_14_LPE_NS,C11_0_14_T,C11_15_24_SEO,C11_15_24_SOL_SE_Vw_w,C11_15_24_SOL_SE_Nw_N,C11_15_24_SOL_SE_P_E_n,C11_15_24_S_ot_l_SE_T,C11_15_24_LPE_NS,C11_15_24_T,C11_25_34_SEO,C11_25_34_SOL_SE_Vw_w,C11_25_34_SOL_SE_Na,C11_25_34_SOL_SE_P_E_n,C11_25_34_SOL_SE_To,C11_25_34_LPE_NS,C11_25_34_T,C11_35_44_SEO,C11_35_44_SOL_SE_Vw_w,C11_35_44_SOL_SE_Na,C11_35_44_SOL_SE_P_E_n,C11_35_44_SOL_SE_To,C11_35_44_LPE_NS,C11_35_44_T,C11_45_54_SEO,C11_45_54_SOL_SE_Vw_w,C11_45_54_SOL_SE_Na,C11_45_54_SOL_SE_P_E_n,C11_45_54_SOL_SE_To,C11_45_54_LPE_NS,C11_45_54_T,C11_55_64_SEO,C11_55_64_SOL_SE_Vw_w,C11_55_64_SOL_SE_Na,C11_55_64_SOL_SE_P_E_n,C11_55_64_SOL_SE_To,C11_55_64_LPE_NS,C11_55_64_T,C11_65_74_SEO,C11_65_74_SOL_SE_Vw_w,C11_65_74_SOL_SE_Na,C11_65_74_SOL_SE_P_E_n,C11_65_74_SOL_SE_To,C11_65_74_LPE_NS,C11_65_74_T,C11_75_84_SEO,C11_75_84_SOL_SE_Vw_w,C11_75_84_SOL_SE_Na,C11_75_84_SOL_SE_P_E_n,C11_75_84_SOL_SE_To,C11_75_84_LPE_NS,C11_75_84_T,C11_85o_SEO,C11_85o_SOL_SE_Vw_w,C11_85o_SOL_SE_Na,C11_85o_SOL_SE_P_E_n
LGA11800,12436,409,67,25,501,623,13560,6970,228,16,8,252,237,7459,6036,271,35,3,309,202,6547,8596,374,41,10,425,222,9243,8584,325,43,5,373,219,9176,6226,212,23,3,238,187,6651,5119,233,51,3,287,232,5638,3147,118,34,3,155,202,3504,868,25,15,0,40,73,981,57982,2195,325,60,2580,2197,62759,12221,420,98,37,555,396,13172,7426,319,21,4,344,320,8090,5748,313,20,5,338,205,6291,8107,411,46,8,465,274,8846,9271,377,55,8,440,309,10020,7756,301,17,3,321,241,8318,5512,223,41,0,264,231,6007,3623,160,46,0,206,274,4103,1129,43,17,0,60,162,1351,60793,2567,361,65,2993,2412,66198,11843,569,199,29,797,507,13147,7287,489,67,7,563,300,8150,5874,489,87,15,591,278,6743,7531,526,93,8,627,309,8467,9130,465,60,7,532,327,9989,9193,373,49,8,430,362,9985,6510,218,31,0,249,288,7047,3784,201,40,3,244,213,4241,1565,57,25,0
LGA11860,457,4,0,0,4,14,475,188,3,0,0,3,6,197,189,4,0,0,4,6,199,304,5,0,0,5,4,313,251,4,0,0,4,9,264,190,3,0,0,3,9,202,110,3,0,0,3,7,120,38,0,0,0,0,3,41,11,0,0,0,0,0,11,1738,26,0,0,26,58,1822,383,3,3,3,9,21,413,137,3,0,0,3,9,149,172,3,0,0,3,6,181,246,6,0,0,6,9,261,250,3,0,0,3,15,268,186,0,0,0,0,11,197,110,3,0,0,3,6,119,36,3,0,0,3,9,48,14,0,0,0,0,0,14,1534,24,3,3,30,86,1650,359,0,3,0,3,3,365,140,0,0,0,0,3,143,143,3,0,0,3,0,146,194,5,0,0,5,3,202,230,3,0,0,3,8,241,199,0,0,0,0,13,212,131,3,0,0,3,4,138,46,0,0,0,0,3,49,8,0,0,0
LGA12000,958,9,3,0,12,22,992,408,3,0,0,3,4,415,386,0,0,0,0,4,390,563,5,0,0,5,6,574,479,5,0,0,5,13,497,426,9,3,0,12,6,444,313,3,0,0,3,4,320,184,3,3,0,6,21,211,62,0,0,0,0,3,65,3779,37,9,0,46,83,3908,913,16,3,8,27,11,951,363,0,0,0,0,6,369,326,8,0,0,8,12,346,536,8,0,0,8,6,550,521,6,0,0,6,10,537,465,4,0,0,4,7,476,347,0,0,0,0,14,361,218,0,0,0,0,17,235,78,0,0,0,0,4,82,3767,42,3,8,53,87,3907,873,11,0,0,11,34,918,380,9,0,0,9,21,410,296,3,0,0,3,9,308,452,11,0,0,11,13,476,530,12,0,0,12,34,576,483,0,0,0,0,17,500,402,3,0,0,3,24,429,243,4,0,0,4,8,255,95,0,0,0
LGA12050,2203,86,11,4,101,130,2434,990,42,0,0,42,48,1080,922,38,3,3,44,54,1020,1295,98,8,3,109,56,1460,1229,81,8,0,89,60,1378,906,94,4,0,98,39,1043,586,81,9,3,93,47,726,377,42,3,3,48,34,459,117,9,3,0,12,19,148,8625,571,49,16,636,487,9748,1806,125,16,9,150,255,2211,978,29,0,0,29,88,1095,812,32,0,0,32,82,926,1194,71,4,0,75,106,1375,1341,75,4,0,79,74,1494,1082,90,4,0,94,62,1238,684,78,3,0,81,29,794,449,55,8,0,63,22,534,151,14,8,0,22,7,180,8497,569,47,9,625,725,9847,1722,61,17,4,82,173,1977,959,53,0,0,53,48,1060,771,48,4,0,52,65,888,1127,76,5,0,81,95,1303,1338,91,11,3,105,85,1528,1181,82,3,0,85,35,1301,806,90,3,0,93,34,933,460,55,6,0,61,21,542,210,26,4,0
LGA12150,1132,8,5,0,13,47,1192,449,4,0,0,4,6,459,573,3,0,0,3,12,588,637,8,0,0,8,9,654,573,12,0,0,12,5,590,429,15,0,0,15,12,456,356,11,3,0,14,18,388,175,4,3,0,7,10,192,55,0,0,0,0,3,58,4379,65,11,0,76,122,4577,959,4,0,0,4,34,997,429,0,3,0,3,14,446,419,3,0,0,3,12,434,544,6,0,0,6,15,565,586,3,0,0,3,25,614,472,8,5,0,13,4,489,326,7,0,0,7,21,354,214,6,0,0,6,8,228,59,3,0,0,3,3,65,4008,40,8,0,48,136,4192,793,3,0,0,3,37,833,412,6,3,0,9,39,460,383,8,0,0,8,7,398,457,3,3,0,6,24,487,530,9,0,0,9,26,565,529,9,0,0,9,23,561,357,5,0,0,5,19,381,229,4,0,0,4,14,247,68,0,0,0
LGA12200,1544,8,6,0,14,63,1621,688,7,0,0,7,12,707,734,6,0,0,6,11,751,1022,10,0,0,10,12,1044,943,14,3,0,17,23,983,793,12,4,0,16,14,823,625,6,3,0,9,24,658,383,11,3,0,14,13,410,120,4,3,0,7,3,130,6852,78,22,0,100,175,7127,1425,5,0,0,5,34,1464,724,3,3,0,6,10,740,592,11,0,0,11,9,612,885,12,0,3,15,15,915,982,13,3,0,16,18,1016,918,6,5,0,11,22,951,735,11,3,0,14,9,758,487,5,0,0,5,22,514,142,3,0,0,3,7,152,6890,69,14,3,86,146,7122,1288,18,7,0,25,67,1380,675,4,0,4,8,37,720,529,18,0,0,18,26,573,748,19,0,0,19,33,800,965,17,0,0,17,29,1011,1005,6,4,0,10,42,1057,841,7,4,0,11,37,889,515,7,0,0,7,25,547,185,0,0,0
LGA12300,2027,22,5,0,27,106,2160,981,9,0,0,9,34,1024,1036,17,3,0,20,51,1107,1350,24,4,0,28,45,1423,1417,30,3,0,33,46,1496,1225,22,0,0,22,50,1297,1193,17,0,0,17,48,1258,654,11,4,3,18,50,722,142,3,3,0,6,11,159,10025,155,22,3,180,441,10646,1988,26,7,4,37,77,2102,1026,8,3,0,11,26,1063,973,17,4,0,21,20,1014,1309,18,5,0,23,29,1361,1466,21,6,0,27,46,1539,1483,29,4,0,33,54,1570,1214,24,0,0,24,42,1280,839,24,0,0,24,59,922,190,3,0,0,3,21,214,10488,170,29,4,203,374,11065,1924,19,5,3,27,64,2015,1016,19,3,0,22,40,1078,860,33,6,0,39,26,925,1200,26,0,0,26,27,1253,1394,26,3,0,29,49,1472,1580,29,3,0,32,44,1656,1327,27,0,0,27,35,1389,829,21,0,0,21,41,891,257,12,3,0
LGA12350,2699,38,3,3,44,121,2864,1281,18,5,3,26,42,1349,1300,35,5,3,43,52,1395,1584,36,5,3,44,31,1659,1622,41,3,0,44,47,1713,1324,42,3,3,48,39,1411,1037,26,4,0,30,57,1124,646,17,7,0,24,26,696,200,3,3,0,6,13,219,11693,256,38,15,309,428,12430,2562,28,8,6,42,77,2681,1238,20,0,0,20,27,1285,1127,33,3,0,36,40,1203,1506,26,3,0,29,38,1573,1588,35,9,0,44,29,1661,1541,34,8,0,42,38,1621,1162,22,3,3,28,32,1222,749,21,3,0,24,41,814,231,8,0,0,8,9,248,11704,227,37,9,273,331,12308,2139,44,4,4,52,131,2322,1235,13,5,0,18,63,1316,926,26,0,0,26,78,1030,1274,30,4,0,34,81,1389,1477,47,7,0,54,75,1606,1719,53,3,0,56,87,1862,1304,35,3,0,38,77,1419,768,13,4,0,17,50,835,287,9,4,0
LGA12500,1658,11,6,3,20,89,1767,806,10,3,0,13,47,866,945,7,6,0,13,32,990,1063,20,7,0,27,42,1132,960,33,3,3,39,36,1035,663,12,3,3,18,45,726,612,14,4,0,18,51,681,388,13,6,0,19,36,443,120,5,3,0,8,24,152,7215,125,41,9,175,402,7792,1449,21,6,0,27,52,1528,773,18,0,0,18,32,823,748,6,3,0,9,17,774,899,29,6,0,35,32,966,1032,27,0,0,27,27,1086,760,16,4,0,20,23,803,619,12,3,0,15,33,667,493,17,4,0,21,28,542,133,4,3,0,7,7,147,6906,150,29,0,179,251,7336,1252,16,11,4,31,57,1340,744,9,3,0,12,40,796,543,27,3,0,30,35,608,804,24,4,0,28,44,876,910,31,0,0,31,42,983,931,21,0,0,21,45,997,670,11,0,0,11,42,723,494,19,3,0,22,27,543,180,6,4,0
LGA12600,8640,133,15,20,168,542,9350,4862,72,8,0,80,159,5101,4926,94,18,5,117,156,5199,5222,136,12,3,151,173,5546,4535,106,21,0,127,172,4834,3199,75,11,3,89,128,3416,2124,62,13,0,75,130,2329,1239,35,11,0,46,90,1375,378,8,3,0,11,27,416,35125,721,112,31,864,1577,37566,8211,144,35,37,216,541,8968,4682,84,7,0,91,385,5158,4178,127,6,5,138,268,4584,4785,132,19,9,160,310,5255,4667,111,17,5,133,273,5073,3598,87,14,0,101,216,3915,2397,61,14,0,75,161,2633,1577,33,11,0,44,118,1739,479,8,9,0,17,48,544,34574,787,132,56,975,2320,37869,8250,201,38,8,247,320,8817,5045,114,10,0,124,234,5403,4322,197,22,3,222,170,4714,4600,230,21,0,251,186,5037,4959,154,25,0,179,240,5378,4146,96,9,4,109,188,4443,2802,68,14,0,82,153,3037,1685,49,4,0,53,96,1834,642,9,8,0
LGA12700,1672,19,7,7,33,86,1791,772,6,0,0,6,29,807,819,10,3,0,13,36,868,1187,15,3,0,18,25,1230,1113,11,0,0,11,44,1168,871,22,0,0,22,33,926,548,8,0,0,8,37,593,346,6,0,0,6,20,372,110,0,0,0,0,9,119,7438,97,13,7,117,319,7874,1613,11,8,3,22,69,1704,795,6,0,0,6,29,830,670,13,0,0,13,20,703,1115,15,0,0,15,49,1179,1183,11,0,0,11,40,1234,1008,11,0,0,11,39,1058,655,7,3,0,10,38,703,347,0,0,0,0,40,387,102,3,0,0,3,37,142,7488,77,11,3,91,361,7940,1487,11,9,3,23,55,1565,859,13,0,0,13,26,898,651,9,0,0,9,25,685,977,10,0,0,10,41,1028,1263,20,0,0,20,39,1322,1193,13,0,0,13,40,1246,839,11,0,0,11,31,881,392,4,3,0,7,12,411,152,3,0,0
LGA12750,5845,100,19,8,127,380,6352,2750,34,3,0,37,173,2960,2553,105,10,3,118,136,2807,4071,135,8,3,146,172,4389,4370,164,12,0,176,153,4699,4029,285,22,4,311,118,4458,3824,218,35,12,265,168,4257,2269,93,25,3,121,115,2505,518,19,3,0,22,43,583,30229,1153,137,33,1323,1458,33010,5668,108,16,18,142,272,6082,2994,48,3,0,51,116,3161,2501,82,10,0,92,106,2699,3793,161,10,5,176,138,4107,4869,141,17,0,158,142,5169,5029,242,26,4,272,122,5423,3791,257,47,3,307,96,4194,2599,124,19,4,147,110,2856,774,22,10,0,32,43,849,32018,1185,158,34,1377,1145,34540,5454,99,31,0,130,316,5900,2904,54,0,4,58,147,3109,2260,79,7,3,89,120,2469,3425,142,7,4,153,174,3752,4531,164,9,3,176,208,4915,5645,196,22,3,221,232,6098,4464,285,19,10,314,192,4970,2622,174,28,0,202,159,2983,987,53,7,0
LGA12850,13423,17687,5822,1002,24511,3132,41066,8324,17104,1155,244,18503,802,27629,6501,14550,4398,286,19234,855,26590,7411,12964,7311,289,20564,789,28764,6697,10319,6487,217,17023,644,24364,4463,5515,4436,131,10082,460,15005,3385,2822,4153,100,7075,411,10871,1969,1200,2067,52,3319,307,5595,499,173,670,18,861,56,1416,52672,82334,36499,2339,121172,7456,181300,12184,17605,5415,942,23962,2511,38657,8611,16452,1020,184,17656,996,27263,5593,13881,3220,189,17290,958,23841,5853,12891,6114,209,19214,1106,26173,6443,10930,7378,177,18485,943,25871,4875,7021,4959,123,12103,603,17581,3067,3526,4126,78,7730,461,11258,2143,1455,2883,60,4398,376,6917,587,247,857,17,1121,85,1793,49356,84008,35972,1979,121959,8039,179354,12174,18205,5252,655,24112,1973,38259,8674,17238,1152,161,18551,841,28066,5664,15416,2931,175,18522,768,24954,5029,13796,5591,195,19582,826,25437,6115,11989,7762,157,19908,817,26840,5007,8746,6688,127,15561,662,21230,3097,4316,4263,105,8684,416,12197,2118,1875,3438,66,5379,303,7800,695,462,1169,34
LGA12900,2130,15,3,4,22,66,2218,1143,15,3,0,18,24,1185,1069,12,0,0,12,12,1093,1305,20,0,0,20,17,1342,1228,26,0,0,26,20,1274,1047,13,3,0,16,31,1094,724,9,0,0,9,34,767,487,11,0,0,11,35,533,180,3,0,0,3,4,187,9313,124,9,4,137,243,9693,1952,22,7,7,36,76,2064,1005,6,0,0,6,43,1054,921,22,3,0,25,42,988,1137,21,3,0,24,30,1191,1148,13,6,0,19,43,1210,1128,23,3,0,26,36,1190,817,15,3,0,18,35,870,498,3,0,0,3,36,537,193,6,0,0,6,8,207,8799,131,25,7,163,349,9311,1855,30,13,0,43,31,1929,984,14,0,3,17,16,1017,848,18,0,0,18,18,884,985,31,0,0,31,24,1040,1167,13,0,0,13,24,1204,1174,17,5,0,22,38,1234,889,6,0,0,6,46,941,550,9,3,0,12,32,594,200,3,3,0
LGA12950,1026,6,0,3,9,54,1089,451,3,3,0,6,20,477,451,10,0,0,10,21,482,614,3,0,0,3,23,640,607,16,3,0,19,24,650,511,25,5,0,30,9,550,395,31,15,3,49,23,467,256,7,0,0,7,5,268,73,0,3,0,3,8,84,4384,101,29,6,136,187,4707,943,10,0,0,10,43,996,446,9,0,0,9,23,478,406,8,0,0,8,9,423,539,8,0,0,8,19,566,631,10,0,0,10,18,659,553,10,0,0,10,23,586,430,6,0,0,6,18,454,273,4,4,0,8,17,298,90,0,0,0,0,3,93,4311,65,4,0,69,173,4553,814,14,3,3,20,40,874,426,0,0,0,0,15,441,352,10,0,0,10,17,379,441,16,3,0,19,22,482,604,16,0,0,16,38,658,550,6,0,0,6,34,590,488,4,5,0,9,29,526,262,3,0,0,3,26,291,95,0,0,0
LGA13010,1699,16,3,3,22,83,1804,817,8,3,0,11,47,875,804,11,0,0,11,78,893,1106,23,4,0,27,58,1191,1100,21,3,3,27,43,1170,1006,14,0,0,14,35,1055,774,23,0,0,23,42,839,439,18,0,0,18,38,495,150,3,3,0,6,9,165,7895,137,16,6,159,433,8487,1710,8,5,5,18,54,1782,794,12,0,0,12,35,841,749,8,3,0,11,72,832,1020,18,0,0,18,83,1121,1150,20,3,0,23,59,1232,1177,24,0,0,24,40,1241,862,14,4,3,21,46,929,523,9,0,0,9,29,561,203,3,0,0,3,12,218,8188,116,15,8,139,430,8757,1485,13,6,0,19,63,1567,819,11,3,0,14,42,875,700,26,0,0,26,64,790,844,15,4,0,19,69,932,1164,20,0,0,20,74,1258,1192,23,0,0,23,46,1261,983,13,0,3,16,26,1025,568,10,0,0,10,35,613,212,5,0,0
LGA13050,919,8,3,0,11,56,986,412,3,0,0,3,12,427,414,4,0,0,4,14,432,647,10,0,0,10,16,673,620,9,0,0,9,15,644,592,5,0,0,5,10,607,509,7,3,0,10,19,538,273,3,3,0,6,6,285,90,3,0,0,3,0,93,4476,52,9,0,61,148,4685,831,6,5,0,11,33,875,389,9,0,0,9,8,406,319,6,3,0,9,12,340,594,10,0,0,10,15,619,665,15,0,0,15,24,704,749,7,0,0,7,31,787,532,6,0,0,6,23,561,335,5,0,0,5,21,361,126,0,0,0,0,4,130,4540,64,8,0,72,171,4783,749,11,3,0,14,11,774,419,0,0,0,0,12,431,334,9,0,0,9,3,346,533,8,0,0,8,12,553,661,5,0,0,5,13,679,748,13,3,3,19,21,788,634,7,0,0,7,12,653,384,9,0,0,9,11,404,126,4,3,0
LGA13100,30178,754,142,74,970,1718,32866,16505,601,24,14,639,761,17905,16633,749,49,23,821,669,18123,21263,1067,59,11,1137,725,23125,19059,856,76,18,950,578,20587,13242,688,80,17,785,461,14488,11863,578,78,16,672,574,13109,9749,354,70,3,427,636,10812,2731,75,26,0,101,197,3029,141223,5722,604,176,6502,6319,154044,28091,693,207,92,992,1712,30795,17352,551,36,3,590,1057,18999,14564,767,56,3,826,917,16307,19053,1157,78,18,1253,1191,21497,19980,943,68,23,1034,1099,22113,15814,746,77,31,854,937,17605,11132,649,103,12,764,818,12714,9793,421,88,8,517,947,11257,3330,118,42,0,160,501,3991,139109,6045,755,190,6990,9179,155278,27715,1040,262,55,1357,1293,30365,17918,689,37,7,733,749,19400,14411,1044,60,9,1113,718,16242,18439,1418,100,17,1535,827,20801,20538,1220,99,11,1330,934,22802,18254,966,105,5,1076,752,20082,13070,757,121,12,890,669,14629,9356,494,105,20,619,658,10633,4323,203,53,0
LGA13310,4978,95,16,15,126,476,5580,3234,79,7,3,89,341,3664,2985,99,17,0,116,465,3566,3369,89,17,3,109,387,3865,3246,102,12,0,114,232,3592,2493,88,18,3,109,188,2790,1851,54,13,0,67,179,2097,1022,36,10,3,49,107,1178,313,8,3,0,11,30,354,23491,650,113,27,790,2405,26686,4781,82,24,21,127,206,5114,3375,103,5,0,108,237,3720,2930,103,5,4,112,362,3404,3369,131,13,0,144,274,3787,3354,100,13,3,116,203,3673,2949,94,10,0,104,157,3210,1947,79,11,0,90,112,2149,1249,42,10,4,56,72,1377,371,6,3,16,25,29,425,24325,740,94,48,882,1652,26859,4864,99,33,9,141,195,5200,3051,88,15,3,106,188,3345,2630,129,26,4,159,282,3071,3251,144,13,3,160,295,3706,3587,117,17,0,134,208,3929,3354,130,10,4,144,148,3646,2376,102,14,3,119,132,2627,1378,44,3,3,50,126,1554,470,17,7,0
LGA13320,5197,70,8,7,85,285,5567,2452,24,0,0,24,124,2600,2447,40,7,3,50,101,2598,3708,75,9,0,84,105,3897,3779,88,7,0,95,115,3989,4418,109,5,3,117,119,4654,4271,89,9,3,101,117,4489,2661,52,7,0,59,134,2854,561,23,3,3,29,35,625,29494,570,55,19,644,1135,31273,5082,141,26,11,178,195,5455,2730,49,5,0,54,94,2878,2206,46,7,0,53,98,2357,3441,93,3,3,99,127,3667,4088,100,10,0,110,155,4353,4836,97,9,0,106,138,5080,4611,120,7,0,127,176,4914,3089,61,11,5,77,188,3354,839,18,3,3,24,92,955,30922,725,81,22,828,1263,33013,4933,82,23,5,110,308,5351,2755,43,6,5,54,119,2928,2081,74,4,0,78,109,2268,3139,98,9,4,111,124,3374,4139,126,19,0,145,157,4441,5083,143,13,3,159,222,5464,5285,145,11,0,156,225,5666,3328,81,5,4,90,198,3616,1112,22,3,3
LGA13340,2130,14,4,3,21,76,2227,969,10,0,0,10,28,1007,865,11,0,0,11,23,899,1296,13,0,0,13,20,1329,1306,19,0,0,19,30,1355,974,20,3,0,23,32,1029,671,19,0,0,19,25,715,393,9,0,0,9,15,417,151,0,0,0,0,7,158,8755,115,7,3,125,256,9136,2049,12,3,7,22,50,2121,1043,12,0,0,12,29,1084,764,12,3,0,15,15,794,1279,14,0,0,14,26,1319,1391,15,4,0,19,42,1452,1259,16,0,0,16,21,1296,722,18,0,0,18,32,772,489,17,0,0,17,26,532,151,4,0,0,4,13,168,9147,120,10,7,137,254,9538,1972,38,3,3,44,61,2077,980,19,0,0,19,38,1037,785,17,3,0,20,28,833,1074,27,0,0,27,47,1148,1388,22,3,0,25,49,1462,1365,18,3,0,21,65,1451,897,13,0,0,13,56,966,457,4,5,0,9,26,492,198,4,0,0
LGA13380,8970,143,24,19,186,415,9571,4364,51,5,3,59,124,4547,3835,101,4,3,108,116,4059,5666,136,13,0,149,138,5953,5685,117,4,0,121,127,5933,4857,116,0,0,116,107,5080,4023,93,9,5,107,169,4299,2430,51,3,0,54,140,2624,716,6,3,0,9,46,771,40546,814,65,30,909,1382,42837,8597,112,33,22,167,299,9063,4572,53,9,0,62,137,4771,3553,84,10,0,94,119,3766,5222,149,7,0,156,156,5534,6259,124,8,3,135,166,6560,5995,127,10,0,137,132,6264,4398,103,8,0,111,141,4650,2762,62,10,0,72,162,2996,807,9,0,0,9,130,946,42165,823,95,25,943,1442,44550,8114,147,35,9,191,327,8632,4535,50,4,5,59,189,4783,3351,88,9,8,105,132,3588,4672,165,19,0,184,185,5041,6065,157,10,0,167,216,6448,6592,162,9,0,171,267,7030,5334,128,16,0,144,216,5694,3040,91,18,0,109,189,3338,1069,53,6,0
LGA13450,4765,565,130,42,737,342,5844,2573,397,30,10,437,116,3126,2722,590,103,10,703,108,3533,2642,652,101,20,773,110,3525,2157,505,90,12,607,98,2862,1329,464,140,16,620,77,2026,901,380,211,9,600,79,1580,569,169,160,4,333,50,952,160,29,64,0,93,16,269,17818,3751,1029,123,4903,996,23717,4526,493,139,38,670,285,5481,2497,387,45,3,435,184,3116,2394,417,71,5,493,154,3041,2608,598,107,9,714,144,3466,2314,551,91,14,656,157,3127,1605,458,75,10,543,117,2265,956,423,176,9,608,84,1648,668,241,194,9,444,53,1165,211,39,60,0,99,17,327,17779,3607,958,97,4662,1195,23636,4427,554,155,20,729,308,5464,2467,434,42,7,483,203,3153,2219,582,108,6,696,215,3130,2353,612,79,9,700,177,3230,2446,594,63,10,667,170,3283,1940,474,92,5,571,136,2647,1094,403,109,9,521,83,1698,732,284,184,3,471,61,1264,254,99,84,5
LGA13500,812,6,0,4,10,20,842,372,3,0,0,3,9,384,417,7,3,0,10,11,438,531,0,3,0,3,10,544,468,9,3,0,12,9,489,439,4,0,0,4,10,453,289,6,0,0,6,6,301,184,4,0,0,4,9,197,63,3,0,0,3,4,70,3575,42,9,4,55,88,3718,818,4,3,3,10,20,848,366,3,0,0,3,12,381,357,8,3,0,11,14,382,468,8,0,0,8,17,493,509,6,3,0,9,3,521,461,6,0,0,6,17,484,327,3,0,0,3,13,343,181,7,0,0,7,13,201,78,3,0,0,3,3,84,3565,48,9,3,60,112,3737,777,5,0,0,5,11,793,365,3,0,0,3,12,380,306,12,0,0,12,5,323,407,6,0,6,12,3,422,491,9,7,0,16,11,518,486,8,0,0,8,18,512,401,4,0,0,4,29,434,205,0,0,0,0,12,217,79,0,0,0
