SA3_CODE_2016,C16_CFNC_1F1P_1000_1499,C16_CFNC_1F1P_1500_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000m,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_T,C16_CFNC_1E1A_N,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_299,C16_CFNC_1E1A_300_399,C16_CFNC_1E1A_400_499,C16_CFNC_1E1A_500_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_999,C16_CFNC_1E1A_1000_1499,C16_CFNC_1E1A_1500_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000m,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_T,C16_CFNC_1F1NW_N,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_299,C16_CFNC_1F1NW_300_399,C16_CFNC_1F1NW_400_499,C16_CFNC_1F1NW_500_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_999,C16_CFNC_1F1NW_1000_1499,C16_CFNC_1F1NW_1500_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000m,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_N,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_299,C16_CFNC_1P1NW_300_399,C16_CFNC_1P1NW_400_499,C16_CFNC_1P1NW_500_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_999,C16_CFNC_1P1NW_1000_1499,C16_CFNC_1P1NW_1500_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000_mr,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_N,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_299,C16_CFNC_1A1NW_300_399,C16_CFNC_1A1NW_400_499,C16_CFNC_1A1NW_500_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_999,C16_CFNC_1A1NW_1000_1499,C16_CFNC_1A1NW_1500_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000m,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_T,C16_CFNC_BA_N,C16_CFNC_BA_1_149,C16_CFNC_BA_150_299,C16_CFNC_BA_300_399,C16_CFNC_BA_400_499,C16_CFNC_BA_500_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_999,C16_CFNC_BA_1000_1499,C16_CFNC_BA_1500_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000m,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_N,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_299,C16_CFNC_BNW_300_399,C16_CFNC_BNW_400_499,C16_CFNC_BNW_500_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_999,C16_CFNC_BNW_1000_1499,C16_CFNC_BNW_1500_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000m,C16_CFNC_BNW_Ns,C16_CFNC_BNW_T,C16_CFNC_LFns_N,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_299,C16_CFNC_LFns_300_399,C16_CFNC_LFns_400_499,C16_CFNC_LFns_500_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_999,C16_CFNC_LFns_1000_1499,C16_CFNC_LFns_1500_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000mo,C16_CFNC_LFns_Ns,C16_CFNC_LFns_T,C16_CFNC_T_N,C16_CFNC_T_1_149,C16_CFNC_T_150_299,C16_CFNC_T_300_399,C16_CFNC_T_400_499,C16_CFNC_T_500_649,C16_CFNC_T_650_799,C16_CFNC_T_800_999,C16_CFNC_T_1000_1499,C16_CFNC_T_1500_1999,C16_CFNC_T_2000_2499,C16_CFNC_T_2500_2999,C16_CFNC_T_3000_3999,C16_CFNC_T_4000m,C16_CFNC_T_Ns,C16_CFNC_T_T,C16_CF_BFT_N,C16_CF_BFT_1_149,C16_CF_BFT_150_299,C16_CF_BFT_300_399,C16_CF_BFT_400_499,C16_CF_BFT_500_649,C16_CF_BFT_650_799,C16_CF_BFT_800_999,C16_CF_BFT_1000_1499,C16_CF_BFT_1500_1999,C16_CF_BFT_2000_2499,C16_CF_BFT_2500_2999,C16_CF_BFT_3000_3999,C16_CF_BFT_4000_mr,C16_CF_BFT_Ns,C16_CF_BFT_Tot,C16_CF_BPT_N,C16_CF_BPT_1_149,C16_CF_BPT_150_299,C16_CF_BPT_300_399,C16_CF_BPT_400_499,C16_CF_BPT_500_649,C16_CF_BPT_650_799,C16_CF_BPT_800_999,C16_CF_BPT_1000_1499,C16_CF_BPT_1500_1999,C16_CF_BPT_2000_2499,C16_CF_BPT_2500_2999,C16_CF_BPT_3000_3999,C16_CF_BPT_4000_mr,C16_CF_BPT_Ns,C16_CF_BPT_Tot,C16_CF_1F1P_N,C16_CF_1F1P_1_149,C16_CF_1F1P_150_299,C16_CF_1F1P_300_399,C16_CF_1F1P_400_499,C16_CF_1F1P_500_649,C16_CF_1F1P_650_799,C16_CF_1F1P_800_999,C16_CF_1F1P_1000_1499,C16_CF_1F1P_1500_1999,C16_CF_1F1P_2000_2499,C16_CF_1F1P_2500_2999,C16_CF_1F1P_3000_3999,C16_CF_1F1P_4000mo,C16_CF_1F1P_Ns,C16_CF_1F1P_T,C16_CF_1E1A_N,C16_CF_1E1A_1_149,C16_CF_1E1A_150_299,C16_CF_1E1A_300_399,C16_CF_1E1A_400_499,C16_CF_1E1A_500_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_999,C16_CF_1E1A_1000_1499,C16_CF_1E1A_1500_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000_mr,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot
11101,290,333,312,223,170,114,19,1510,0,0,0,0,0,0,0,5,30,37,45,26,27,12,10,201,0,0,0,3,7,10,36,89,263,198,179,53,83,65,28,1019,3,9,15,10,40,70,120,138,256,117,49,25,19,22,17,918,0,0,0,0,0,0,12,16,40,27,20,7,4,6,4,145,0,0,0,0,0,0,3,3,14,11,19,4,7,0,9,75,126,68,50,40,481,184,1857,739,1413,355,188,65,58,61,247,5928,0,3,0,0,6,0,19,7,20,4,5,0,0,0,658,724,136,80,69,56,549,295,2105,1081,2625,1410,1388,844,808,521,1019,12996,4,0,0,0,0,0,9,10,72,191,419,494,748,596,256,2806,0,0,0,0,0,3,8,33,105,101,98,60,67,44,49,573,6,3,6,0,0,7,20,38,395,790,990,937,871,677,285,5026,0,0,0,0,3,0,3,9,52,92,123,124,153,90,39,693
11102,219,236,190,114,75,59,16,956,0,0,0,0,4,0,3,9,23,17,46,20,12,7,6,142,0,0,3,4,5,13,21,71,198,158,105,53,38,25,5,694,0,3,5,10,15,32,82,109,169,71,27,25,13,9,17,601,0,0,0,0,0,3,8,15,25,12,13,8,0,0,0,97,0,0,0,0,0,0,0,0,5,8,6,3,3,4,9,44,61,52,42,27,327,147,1258,517,896,194,114,34,28,31,183,3920,0,0,0,0,3,0,22,4,20,3,8,0,0,0,389,447,74,61,58,40,368,207,1443,788,1740,931,897,568,390,249,657,8471,5,0,0,0,3,3,4,5,58,155,322,331,419,246,174,1724,0,0,0,0,3,0,8,14,80,71,43,37,17,15,21,312,3,0,0,0,3,4,4,37,310,613,538,481,369,231,180,2774,0,0,0,0,0,0,4,6,63,64,87,66,55,42,27,409
11103,397,521,452,269,202,193,33,2138,0,0,0,0,0,3,13,6,51,43,59,42,55,28,9,316,0,0,4,3,5,26,55,158,374,280,260,90,105,76,39,1461,8,6,21,23,52,84,142,168,274,119,72,45,41,36,19,1100,4,0,0,0,5,3,14,25,46,27,18,9,10,0,7,173,0,0,0,0,4,0,4,0,8,10,16,18,8,10,4,92,149,68,58,31,496,206,1744,660,1291,332,187,72,67,78,220,5673,0,3,0,3,6,3,25,8,14,3,9,0,4,3,945,1022,164,83,93,64,590,360,2075,1147,2831,1853,2011,1350,1271,898,1335,16116,3,0,0,0,0,3,6,9,94,222,496,547,870,782,289,3316,0,0,0,0,0,3,17,34,143,135,114,73,69,71,46,707,4,0,0,0,7,6,14,54,466,875,1024,1099,1038,914,282,5777,0,0,0,0,4,0,3,12,66,115,159,153,174,113,61,859
11201,266,285,186,129,84,76,13,1116,0,0,0,0,0,3,8,9,31,34,22,23,15,19,8,173,0,3,0,0,7,18,33,85,166,110,69,49,26,33,23,624,0,4,9,9,39,56,131,125,211,88,39,31,23,27,17,811,0,0,4,0,6,3,13,12,17,7,6,4,4,9,8,95,0,0,0,0,0,0,4,6,14,10,12,3,0,4,4,65,59,35,36,16,257,116,1014,423,878,241,151,55,44,64,168,3560,0,0,3,0,4,3,20,3,17,3,9,3,4,0,489,564,77,52,55,31,336,225,1306,776,1974,1069,852,483,397,380,771,8782,0,3,0,0,3,4,17,16,96,161,256,212,269,194,134,1357,0,0,0,0,8,12,21,50,178,112,95,46,41,32,55,657,3,0,0,0,3,9,15,37,313,481,452,321,231,201,181,2240,0,0,0,0,0,0,3,5,50,54,53,26,37,23,32,291
11202,328,244,164,83,59,43,23,1030,0,0,0,0,0,3,3,9,40,24,20,15,3,8,5,133,3,0,3,5,8,26,65,98,186,124,73,20,11,21,22,653,0,0,7,3,40,77,121,134,125,59,29,4,4,7,15,628,0,0,0,0,5,7,16,9,37,15,9,3,0,0,4,103,3,0,0,0,0,0,5,0,15,9,5,5,3,0,4,53,46,34,40,19,294,115,957,337,559,99,63,16,10,18,133,2748,0,0,0,0,8,0,23,11,20,4,7,0,0,0,354,427,64,50,57,28,400,245,1273,737,1657,903,680,300,216,166,594,7380,4,0,0,0,0,4,4,18,133,207,296,232,240,122,107,1368,0,0,4,0,3,7,17,22,114,99,45,28,13,10,36,408,3,5,0,0,3,3,10,36,342,448,362,224,157,74,110,1790,0,0,0,0,0,3,3,9,47,68,49,31,24,17,19,268
11203,312,303,248,111,74,46,18,1195,0,0,0,0,0,0,4,14,39,33,29,23,10,14,8,181,0,0,3,0,3,23,37,92,234,131,96,43,37,18,26,755,0,9,16,4,44,65,127,159,200,75,30,26,9,9,15,791,0,0,0,0,7,8,19,19,26,14,15,4,9,3,5,126,0,0,0,0,0,0,4,0,15,10,8,11,4,4,3,55,111,74,41,29,442,205,1748,649,1085,230,161,48,44,42,270,5180,0,3,0,0,7,3,33,6,18,6,6,4,0,3,585,683,127,100,64,36,537,344,2039,1047,2275,1129,991,511,365,233,969,10759,3,0,0,0,0,3,10,12,91,204,268,271,300,205,159,1529,0,0,3,0,5,7,19,33,126,103,77,39,34,16,47,510,3,3,3,0,3,7,17,40,422,593,577,405,296,224,192,2786,0,0,0,0,0,0,0,8,45,71,81,49,57,32,18,364
11301,219,185,121,69,49,37,20,764,0,0,0,0,0,0,9,10,27,21,22,11,4,0,4,108,0,0,0,0,6,15,36,56,115,74,44,11,23,13,12,416,0,3,6,3,18,13,40,33,61,18,13,7,4,0,15,241,0,0,3,0,0,8,7,10,17,3,4,0,3,0,4,54,0,0,0,0,0,0,0,3,9,12,10,3,0,0,11,57,73,27,14,8,192,46,442,141,252,59,39,7,14,14,118,1457,3,0,0,0,10,0,12,3,3,5,3,0,0,0,235,279,92,32,29,18,248,102,596,315,932,607,555,268,238,151,456,4651,3,0,0,0,0,3,4,15,93,183,228,217,206,118,184,1253,0,0,0,0,0,5,4,5,40,25,24,10,11,10,19,158,0,0,0,0,0,10,14,45,286,367,337,218,168,107,164,1715,0,0,0,0,0,0,0,9,38,56,53,29,26,14,28,249
11302,76,72,58,28,18,13,4,296,0,0,0,0,0,0,0,0,13,13,6,6,0,4,3,48,0,0,0,0,0,3,6,11,48,30,26,3,8,7,17,154,0,0,3,3,7,9,16,27,18,8,3,3,0,0,4,103,0,0,0,0,4,0,3,7,6,6,4,3,0,0,5,29,0,0,0,0,0,0,0,3,4,6,6,0,0,0,0,16,10,15,6,4,71,25,220,61,107,22,8,9,8,4,50,606,3,0,0,0,0,0,9,0,3,0,0,0,0,0,124,139,20,12,9,10,87,45,263,135,348,203,199,96,68,52,215,1775,0,0,0,0,0,0,3,0,16,31,63,47,62,20,47,293,0,0,0,0,0,0,3,9,11,6,12,0,0,3,8,59,0,0,0,0,0,0,3,8,73,103,93,69,40,16,43,445,0,0,0,0,0,0,0,0,3,15,13,8,6,0,9,60
11303,379,342,253,151,99,69,34,1441,3,0,0,0,3,0,8,7,38,45,38,25,19,11,16,209,3,3,4,3,13,20,63,101,259,147,89,34,44,31,37,853,0,4,13,13,45,49,90,127,158,71,28,10,9,12,20,650,0,0,0,0,9,4,17,18,34,17,12,0,3,0,9,125,0,0,0,0,3,0,7,0,10,17,15,11,6,11,8,92,65,53,30,25,313,110,1090,360,651,143,97,28,33,36,185,3231,0,0,0,0,3,0,22,0,8,5,3,0,0,4,586,631,96,68,48,41,412,218,1372,749,1979,1203,1103,614,517,356,949,9715,3,0,0,0,0,4,12,18,113,268,490,462,533,329,241,2473,0,0,0,0,5,0,9,12,82,69,47,35,21,15,32,312,0,3,4,0,7,3,18,57,446,700,615,439,358,241,259,3144,0,0,0,0,0,0,7,11,56,99,102,75,79,25,44,494
11401,349,305,215,121,76,67,16,1258,0,0,0,0,3,3,3,6,38,26,35,10,17,6,9,162,3,0,3,0,12,21,49,105,259,139,111,45,46,22,26,842,0,10,19,11,56,100,162,162,227,77,60,23,17,20,27,970,0,3,0,0,8,6,20,19,33,21,12,4,10,5,6,152,0,0,0,0,3,0,10,8,20,19,16,4,3,10,12,86,167,96,61,52,652,258,2286,820,1469,343,187,75,46,57,326,6901,4,3,0,0,16,0,33,16,17,6,4,4,0,0,738,841,183,118,95,74,768,412,2668,1286,2810,1253,987,530,419,295,1191,13081,0,0,0,0,5,4,10,13,101,205,283,253,344,189,163,1581,0,3,0,0,4,12,22,44,136,96,53,25,19,12,50,477,0,0,4,0,4,12,17,71,468,557,531,388,249,168,192,2653,0,0,0,0,0,3,3,8,65,62,68,52,48,31,33,371
11402,151,157,127,69,66,76,15,701,0,0,0,0,3,0,0,3,22,20,20,12,10,11,4,97,0,0,0,0,3,5,25,38,110,76,67,27,52,49,25,484,3,3,12,6,18,30,68,90,118,73,28,21,19,36,16,529,0,0,0,0,4,4,8,4,5,7,5,0,4,3,3,47,0,0,0,0,0,0,0,0,4,8,3,7,3,3,3,34,73,40,29,10,198,89,587,315,643,217,134,57,63,71,95,2614,0,0,0,0,4,3,13,4,8,4,4,0,0,0,377,421,85,51,48,25,238,149,753,507,1241,743,621,352,382,385,566,6155,3,0,0,0,0,0,0,5,47,98,173,148,240,212,135,1069,0,0,0,0,0,5,11,19,51,40,38,13,18,13,21,241,0,0,3,0,0,0,11,21,182,297,332,263,210,214,141,1676,0,0,0,0,0,0,0,0,21,33,36,25,22,28,25,202
11501,143,200,216,200,173,233,7,1213,0,3,0,0,0,0,3,3,22,15,31,24,32,37,3,172,4,3,3,0,4,24,24,63,209,217,221,88,138,149,21,1171,0,5,21,14,23,59,74,99,226,134,72,51,40,42,20,887,3,0,4,0,4,5,3,5,24,21,17,8,9,6,6,111,0,0,0,0,0,0,0,0,5,5,7,8,12,13,7,50,420,139,74,27,353,130,823,546,1174,369,241,112,88,71,150,4720,3,3,0,0,3,0,6,4,3,5,0,0,0,0,589,624,440,158,111,44,401,244,987,781,2030,1184,1247,924,1136,1199,843,11719,8,9,3,0,0,4,4,14,106,256,603,739,1719,2865,478,6808,0,0,0,0,9,7,20,32,146,109,112,76,112,117,62,803,6,0,3,0,0,9,16,54,306,585,868,1096,1395,2046,440,6824,3,0,0,0,0,0,3,7,43,59,94,118,189,237,51,806
11502,49,54,39,52,44,71,6,332,0,0,0,0,0,0,4,0,4,3,10,4,3,11,9,55,3,0,0,0,0,3,5,9,31,39,43,11,34,26,5,216,3,0,6,3,8,12,16,16,48,26,16,15,17,17,8,196,0,0,0,0,0,3,4,0,10,0,4,0,0,0,4,28,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,14,45,25,9,7,94,15,186,88,195,59,42,37,26,34,42,904,0,0,0,0,0,3,0,0,3,4,3,0,0,0,123,146,55,29,14,6,111,35,231,142,404,253,261,195,220,279,212,2453,0,0,0,0,0,0,0,9,30,45,69,106,203,406,129,990,0,0,0,0,0,3,3,3,26,26,22,24,19,29,22,178,0,3,0,0,3,3,3,13,87,124,158,161,206,325,107,1187,0,0,0,0,0,4,0,0,9,15,12,11,31,29,24,133
11503,50,79,73,38,38,34,11,346,0,0,0,0,0,0,0,3,14,11,12,3,6,6,3,62,0,3,0,0,3,3,10,25,65,55,41,12,19,12,16,254,0,0,3,3,12,16,14,12,36,24,9,3,3,0,6,147,0,0,0,0,0,3,3,6,7,3,3,0,0,3,3,26,0,0,0,0,0,0,0,3,0,9,6,0,3,3,0,25,33,19,14,4,72,23,168,82,169,51,37,11,7,14,32,744,0,0,0,0,3,0,0,3,3,0,0,0,0,0,113,130,37,27,20,8,92,49,216,157,407,317,332,180,206,158,204,2419,0,0,3,0,0,3,0,6,26,61,125,144,229,220,106,917,0,0,0,0,0,3,3,5,22,17,12,15,18,3,12,114,0,0,0,0,0,3,3,13,112,205,233,225,186,133,94,1208,0,0,0,0,0,3,0,0,11,22,30,17,34,17,13,152
11504,37,60,52,55,31,27,6,289,0,0,0,0,0,0,3,0,3,3,8,3,13,8,0,37,0,0,0,0,0,4,14,16,49,46,45,16,27,18,6,235,0,0,3,0,12,12,20,18,31,17,15,7,3,4,4,140,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,13,56,17,11,3,68,13,135,68,148,46,22,15,14,9,25,660,0,0,0,0,0,0,0,0,8,0,0,0,0,0,92,96,62,22,9,3,80,32,185,132,340,227,287,231,259,180,170,2231,3,0,0,0,0,0,5,4,40,68,157,250,473,613,110,1707,0,0,0,0,0,0,6,7,32,23,23,25,18,24,9,169,7,0,0,0,0,0,5,18,108,222,287,341,366,385,110,1849,0,0,0,0,0,0,0,0,10,19,29,30,47,44,14,198
11601,291,293,213,119,75,37,19,1101,0,0,0,0,0,0,3,7,30,41,37,20,15,10,10,164,0,0,3,4,8,42,91,204,453,263,160,45,45,22,36,1370,3,8,26,15,44,76,84,97,123,46,23,8,7,4,21,573,0,3,0,3,3,7,17,10,30,18,12,0,3,0,12,119,0,0,0,0,0,0,0,0,11,13,9,6,3,3,9,59,357,81,52,39,410,157,1055,298,489,107,61,22,11,10,142,3296,6,4,4,0,4,0,19,3,14,3,3,0,0,0,416,478,370,102,80,59,480,295,1303,696,1727,1231,1239,768,618,271,716,9959,3,0,0,0,3,4,3,15,172,522,1034,937,1166,824,299,4977,0,0,0,0,3,4,19,48,171,113,91,57,52,24,36,616,0,0,4,0,3,9,14,58,508,840,907,641,559,313,195,4052,0,0,0,0,3,0,6,7,79,121,144,121,129,65,41,720
11602,120,163,157,127,80,53,6,735,0,0,0,0,0,0,0,0,18,18,21,26,27,12,0,122,3,0,0,4,4,11,43,62,194,125,119,45,50,28,9,704,0,0,11,12,21,24,48,41,65,23,13,7,15,4,7,274,0,0,3,0,0,0,8,7,13,7,8,0,6,0,3,58,0,0,0,0,0,0,0,0,3,10,9,3,11,3,3,43,256,38,28,13,147,59,392,116,258,55,30,11,6,4,50,1466,3,0,0,0,0,3,4,0,0,3,0,0,0,0,243,256,270,51,40,28,179,110,517,267,765,605,872,652,716,410,363,5831,3,0,0,0,3,0,3,10,90,260,685,840,1526,1270,285,4985,0,0,0,0,0,4,5,15,73,66,56,37,60,40,27,387,0,0,0,0,0,7,12,32,327,597,783,812,798,619,197,4194,0,0,0,3,0,0,4,9,30,67,109,129,163,102,37,649
11603,177,206,133,66,31,23,5,671,0,0,0,0,0,0,0,0,22,18,38,11,8,5,6,121,3,4,0,4,10,33,74,158,304,170,75,25,13,7,28,911,0,3,8,8,23,46,58,61,72,26,17,3,6,0,13,359,0,0,0,0,3,5,6,17,27,9,4,0,4,0,10,91,0,0,0,0,0,3,4,0,7,8,9,8,5,0,4,49,181,50,45,25,317,114,772,184,293,51,26,4,3,7,122,2194,0,0,0,0,7,0,16,0,3,4,3,0,0,0,276,319,191,58,61,39,371,208,952,475,1105,799,811,399,271,117,503,6342,0,0,0,3,0,3,7,9,138,434,855,734,728,376,241,3523,3,0,0,0,0,3,11,28,101,87,70,42,25,10,31,413,0,0,0,0,0,8,13,29,377,610,578,405,288,141,145,2599,0,0,0,0,0,0,3,6,53,89,129,73,59,31,38,491
11701,99,115,89,40,37,33,6,435,0,0,0,0,0,0,3,0,10,12,16,16,12,12,6,94,0,0,0,0,3,16,28,34,116,95,50,18,37,19,10,430,0,0,0,13,20,24,20,30,49,10,13,3,0,0,5,190,0,0,0,0,3,3,3,0,13,0,4,3,0,0,0,36,0,0,0,0,0,0,0,3,0,6,8,4,9,0,3,36,102,26,19,15,143,41,326,97,156,42,17,10,3,6,50,1043,0,0,0,0,0,0,5,0,7,3,0,0,0,0,252,269,108,29,22,21,172,102,402,196,580,427,503,339,442,300,344,4000,0,0,0,0,0,0,0,9,48,127,205,246,369,373,104,1475,0,0,0,0,3,0,16,14,43,30,27,31,23,20,14,220,0,0,0,0,0,0,3,9,149,233,236,220,258,259,85,1459,0,0,0,0,0,0,0,3,19,25,39,33,61,50,14,248
11702,120,158,139,104,104,87,8,738,0,0,0,0,0,0,0,0,7,14,25,15,16,29,6,121,0,0,0,0,7,12,21,34,109,93,90,40,62,46,16,525,0,0,6,6,7,16,27,38,46,30,16,13,10,8,9,235,0,0,3,0,0,0,3,0,10,4,0,0,3,3,5,28,0,0,0,0,4,0,0,0,3,3,3,6,8,11,5,45,72,22,9,11,126,30,281,91,152,42,25,11,11,8,34,932,0,0,0,0,0,0,0,0,5,0,0,0,0,0,364,371,75,28,17,19,152,71,367,212,606,535,722,588,821,761,471,5431,3,3,0,0,0,0,0,6,26,44,113,130,281,555,73,1239,0,0,0,0,0,0,5,9,28,32,36,25,37,25,7,216,0,0,0,0,4,0,0,13,80,138,190,253,349,414,56,1494,0,0,0,0,0,0,0,0,10,8,22,40,76,106,20,287
11703,499,686,532,497,442,674,41,3451,0,3,0,0,0,7,9,9,57,58,76,73,95,143,28,552,8,0,5,5,16,43,87,137,419,425,475,152,461,410,51,2691,13,29,51,51,50,104,106,92,176,104,79,52,53,97,18,1077,4,0,3,0,4,5,11,12,22,12,16,5,11,20,16,137,0,0,0,0,0,0,7,4,15,17,39,28,51,58,21,246,540,79,58,35,270,88,466,159,401,180,185,78,110,151,81,2878,0,0,0,0,8,0,9,4,14,0,9,8,3,4,1975,2040,577,117,132,94,394,294,875,697,2296,2321,3276,2820,4378,5851,2370,26486,0,0,0,0,0,0,3,3,46,108,197,212,483,1185,132,2378,0,0,0,0,9,3,11,15,65,49,40,41,46,74,19,374,3,0,0,0,3,0,7,19,110,193,327,345,427,851,82,2372,0,0,0,0,3,0,0,0,16,27,55,75,157,306,23,671
11801,152,249,276,201,221,564,15,1706,0,0,0,0,0,3,0,7,18,19,35,37,47,78,21,258,4,0,0,3,0,14,25,38,149,128,206,101,187,372,31,1254,5,14,7,4,33,35,47,76,140,86,93,55,84,181,29,890,3,0,3,0,4,3,0,8,18,13,3,3,17,18,9,104,0,0,0,0,0,0,5,0,0,9,21,12,18,52,17,135,119,44,12,12,134,49,253,156,392,226,193,130,186,370,99,2370,0,0,0,0,0,0,4,3,7,10,3,0,3,18,961,1011,131,62,31,16,179,110,382,352,1133,1047,1451,1229,2059,3852,1292,13325,8,3,0,0,0,3,3,3,49,79,156,203,453,1743,252,2953,0,3,0,0,0,5,5,18,57,43,58,44,56,138,43,471,4,0,0,0,0,3,10,18,129,205,284,382,529,1964,314,3844,0,0,0,0,0,0,0,0,6,23,34,47,112,370,27,621
11802,208,265,266,248,182,233,25,1473,0,0,0,0,0,3,4,4,13,17,28,37,43,54,16,219,3,0,0,4,5,21,39,73,204,196,182,91,115,118,23,1073,6,11,32,10,38,61,69,83,160,79,72,31,31,45,17,734,0,0,0,0,3,0,0,11,25,6,14,4,3,4,3,76,0,0,0,0,0,0,0,0,8,10,12,6,14,19,18,94,318,80,61,21,280,92,618,294,581,212,144,93,59,84,141,3082,0,0,0,0,12,0,7,0,13,0,4,4,3,0,832,879,329,97,98,38,356,194,778,560,1449,1118,1492,1266,1594,1797,1149,12320,3,0,0,0,0,0,4,16,64,120,295,371,791,1824,282,3766,0,0,0,0,3,4,14,23,85,67,81,64,66,100,43,548,3,4,3,0,0,4,14,31,191,353,520,600,743,1566,280,4319,0,0,0,0,0,3,0,9,14,44,72,80,197,234,44,709
11901,247,247,171,117,73,58,13,1006,0,0,0,0,4,3,10,4,25,34,33,22,12,7,16,177,0,4,3,0,18,51,81,161,381,250,146,55,59,18,46,1287,11,12,26,36,57,80,112,109,159,60,46,18,4,9,20,758,0,0,0,0,12,11,14,14,35,9,9,5,3,0,12,132,0,0,0,0,0,0,6,0,7,18,7,5,4,0,13,73,375,104,91,60,663,205,1530,418,631,150,75,28,18,24,178,4539,9,0,0,0,7,3,12,10,17,3,3,0,0,0,563,633,400,124,125,106,768,374,1819,819,1762,1137,1100,604,580,366,919,10990,5,0,0,0,0,3,14,19,197,427,770,667,963,834,273,4174,5,0,0,3,10,23,46,65,199,136,109,61,58,43,53,809,6,0,4,4,3,8,25,83,556,737,791,694,697,568,253,4432,0,0,0,0,4,3,9,10,67,118,137,83,136,91,63,716
11902,304,289,167,86,53,28,18,1008,0,0,0,0,3,3,4,9,32,27,25,12,15,14,7,155,0,0,4,3,16,54,113,207,380,184,115,36,34,18,24,1195,0,9,43,39,61,105,110,108,126,49,25,6,6,6,13,703,3,6,3,4,8,5,20,14,26,11,5,5,3,0,7,124,0,0,0,0,0,0,3,4,10,6,8,10,3,3,14,55,388,137,82,50,560,177,1170,279,420,69,59,14,17,16,141,3575,3,0,0,0,3,0,17,7,10,5,4,3,0,5,571,639,404,156,135,96,675,358,1523,764,1653,957,904,523,461,275,828,9712,6,0,0,0,0,3,9,27,192,367,549,434,583,527,177,2867,0,0,3,0,15,12,35,81,209,119,73,53,50,33,34,717,0,3,0,0,0,12,31,71,522,560,570,447,426,354,151,3158,0,0,0,0,0,6,10,10,71,78,93,62,89,65,40,523
